00007ffb0559d372 (__TEXT,__text) non-external _DiToMD5
00007ffb0558ae82 (__TEXT,__text) external __ZThn24_N8OSBundle4initEv
00007ffb05591c78 (__TEXT,__text) external __ZThn24_N8OSNumber4freeEv
00007ffb055874fa (__TEXT,__text) external __ZThn24_N8OSObject4freeEv
00007ffb055874e8 (__TEXT,__text) external __ZThn24_N8OSObject4initEv
00007ffb0558e45c (__TEXT,__text) external __ZThn24_N8OSString4freeEv
00007ffb0558b446 (__TEXT,__text) external __ZThn24_N9IOCommand4freeEv
00007ffb0558b3d8 (__TEXT,__text) external __ZThn24_N9IOCommand4initEv
00007ffb0558a494 (__TEXT,__text) external __ZThn24_N9IOService4freeEv
00007ffb0558a3dc (__TEXT,__text) external __ZThn24_N9IOService4initEv
00007ffb05591ce0 (__TEXT,__text) external __ZThn24_N9OSBoolean4freeEv
00007ffb0558b674 (__TEXT,__text) external __ZThn40_N13IOCommandPool10getCommandEb
00007ffb0558b4d6 (__TEXT,__text) external __ZThn40_N13IOCommandPool13initWithQueueEP15IODispatchQueue
00007ffb0558b6f8 (__TEXT,__text) external __ZThn40_N13IOCommandPool13returnCommandEP9IOCommand
00007ffb0558b7f2 (__TEXT,__text) external __ZThn40_N13IOCommandPool15gatedGetCommandEPP9IOCommandb
00007ffb0558b86c (__TEXT,__text) external __ZThn40_N13IOCommandPool18gatedReturnCommandEP9IOCommand
00007ffb0558c87a (__TEXT,__text) external __ZThn40_N20IOExtensiblePaniclog11ClaimBufferEPyS0_
00007ffb0558c8be (__TEXT,__text) external __ZThn40_N20IOExtensiblePaniclog11YieldBufferEj
00007ffb0558abac (__TEXT,__text) external __ZThn48_N12IOUserClient14ExternalMethodEyP27IOUserClientMethodArgumentsPK26IOUserClientMethodDispatchP8OSObjectPv
00007ffb05590674 (__TEXT,__text) external __ZThn48_N12OSDictionary14ensureCapacityEj
00007ffb0559072c (__TEXT,__text) external __ZThn48_N12OSDictionary15flushCollectionEv
00007ffb05590d2c (__TEXT,__text) external __ZThn48_N7OSArray14ensureCapacityEj
00007ffb05590dbc (__TEXT,__text) external __ZThn48_N7OSArray15flushCollectionEv
00007ffb05590552 (__TEXT,__text) external __ZThn48_NK12OSCollection14copyCollectionEP12OSDictionary
00007ffb05590562 (__TEXT,__text) external __ZThn48_NK12OSCollection14iterateObjectsEU13block_pointerFbP8OSObjectE
00007ffb0559065e (__TEXT,__text) external __ZThn48_NK12OSDictionary11getCapacityEv
00007ffb05590b78 (__TEXT,__text) external __ZThn48_NK12OSDictionary14iterateObjectsEU13block_pointerFbP8OSObjectE
00007ffb05590642 (__TEXT,__text) external __ZThn48_NK12OSDictionary8getCountEv
00007ffb05590d16 (__TEXT,__text) external __ZThn48_NK7OSArray11getCapacityEv
00007ffb055910c2 (__TEXT,__text) external __ZThn48_NK7OSArray14iterateObjectsEU13block_pointerFbP8OSObjectE
00007ffb05590cfa (__TEXT,__text) external __ZThn48_NK7OSArray8getCountEv
00007ffb434601e0 (__DATA,__bss) non-external __ZZL13noChannelNamevE4name
00007ffb434601e8 (__DATA,__bss) non-external __ZZL13noChannelNamevE4once
00007ffb4345f1a0 (__DATA,__bss) non-external __ZZL18isFirstPartyDrivervE4once
00007ffb4345f1a8 (__DATA,__bss) non-external __ZZL18isFirstPartyDrivervE6result
                 (undefined) external __ZdlPvSt19__type_descriptor_t (from libc++)
                 (undefined) external __ZnwmSt19__type_descriptor_t (from libc++)
00007ffb05587366 (__TEXT,__text) non-external ___IOUserServerMain_block_invoke
00007ffb055873c0 (__TEXT,__text) non-external ___IOUserServerMain_block_invoke_2
00007ffb05587413 (__TEXT,__text) non-external ___IOUserServerMain_block_invoke_3
00007ffb055ae548 (__TEXT,__text) non-external ___IOUserServerMain_block_invoke_3.cold.1
00007ffb055ae56b (__TEXT,__text) non-external ___IOUserServerMain_block_invoke_3.cold.2
00007ffb0558f2df (__TEXT,__text) non-external ___OSArrayApply_block_invoke
00007ffb0558e96f (__TEXT,__text) non-external ___OSDictionaryApply_block_invoke
00007ffb055aefaf (__TEXT,__text) non-external ___OSDictionaryApply_block_invoke.cold.1
00007ffb055aefd2 (__TEXT,__text) non-external ___OSDictionaryApply_block_invoke.cold.2
00007ffb0558e1ad (__TEXT,__text) non-external ___OSStringCreate_block_invoke
00007ffb0558fe36 (__TEXT,__text) non-external ____Z16OSSerializeEntryP15OSSerializationS0_17OSCollectionEntry_block_invoke
00007ffb0558fe91 (__TEXT,__text) non-external ____Z16OSSerializeEntryP15OSSerializationS0_17OSCollectionEntry_block_invoke_2
00007ffb05590494 (__TEXT,__text) non-external ____Z19OSObjectLogInternalP8OSObjectj_block_invoke
00007ffb055904ec (__TEXT,__text) non-external ____Z19OSObjectLogInternalP8OSObjectj_block_invoke.39
00007ffb0559b202 (__TEXT,__text) non-external ____ZL13noChannelNamev_block_invoke
00007ffb0558cd83 (__TEXT,__text) non-external ____ZL15OSCopyInObjectsP18IOUserServer_IVarsP16IORPCMessageMachP12IORPCMessageb_block_invoke
00007ffb055aecec (__TEXT,__text) non-external ____ZL15OSCopyInObjectsP18IOUserServer_IVarsP16IORPCMessageMachP12IORPCMessageb_block_invoke.cold.1
00007ffb05584285 (__TEXT,__text) non-external ____ZL18isFirstPartyDriverv_block_invoke
00007ffb05592120 (__TEXT,__text) non-external ____ZL19OSArrayContainerizeP7OSArray_block_invoke
00007ffb055921ff (__TEXT,__text) non-external ____ZL20OSArrayInternalApplyP7OSArrayjU13block_pointerFbmP15OSSerialization17OSCollectionEntryE_block_invoke
00007ffb05591f86 (__TEXT,__text) non-external ____ZL20OSDictionaryGetEntryP12OSDictionaryP8OSObjectPKcPm_block_invoke
00007ffb055af455 (__TEXT,__text) non-external ____ZL20OSDictionaryGetEntryP12OSDictionaryP8OSObjectPKcPm_block_invoke.cold.1
00007ffb05592321 (__TEXT,__text) non-external ____ZL21OSArrayIterateObjectsP7OSArrayjU13block_pointerFbP8OSObjectE_block_invoke
00007ffb05591e22 (__TEXT,__text) non-external ____ZL24OSDictionaryContainerizeP12OSDictionary_block_invoke
00007ffb05591f54 (__TEXT,__text) non-external ____ZL25OSDictionaryInternalApplyP12OSDictionaryU13block_pointerFbmP15OSSerialization17OSCollectionEntryS3_E_block_invoke
00007ffb0559226f (__TEXT,__text) non-external ____ZL26OSDictionaryIterateObjectsP12OSDictionaryU13block_pointerFbP8OSObjectS2_E_block_invoke
00007ffb05592250 (__TEXT,__text) non-external ____ZL27OSCollectionEntryArrayApplyP15OSSerialization17OSCollectionEntryU13block_pointerFbmS0_S1_E_block_invoke
00007ffb0558d2f3 (__TEXT,__text) non-external ____ZL31IOInterruptDispatchSourceThreadPv_block_invoke
00007ffb05592226 (__TEXT,__text) non-external ____ZL32OSCollectionEntryDictionaryApplyP15OSSerialization17OSCollectionEntryU13block_pointerFbmS0_S1_S1_E_block_invoke
00007ffb0558cda0 (__TEXT,__text) non-external ____ZL8LockTesti_block_invoke
00007ffb0558cdf5 (__TEXT,__text) non-external ____ZL8LockTesti_block_invoke.171
00007ffb0558ce6c (__TEXT,__text) non-external ____ZL8LockTesti_block_invoke.173
00007ffb0559d21d (__TEXT,__text) non-external ____ZL8deepcopyP12OSDictionary_block_invoke
00007ffb0559a0fb (__TEXT,__text) non-external ____ZN10IOReporter16updateAllReportsEP12OSCollectionP6OSDatajPjyyP18IOMemoryDescriptor_block_invoke
00007ffb05599d41 (__TEXT,__text) non-external ____ZN10IOReporter19configureAllReportsEP12OSCollectionP6OSDatajPj_block_invoke
00007ffb0559096d (__TEXT,__text) non-external ____ZN12OSDictionary5mergeEPKS__block_invoke
00007ffb0558b636 (__TEXT,__text) non-external ____ZN13IOCommandPool10getCommandEb_block_invoke
00007ffb0558b6d7 (__TEXT,__text) non-external ____ZN13IOCommandPool13returnCommandEP9IOCommand_block_invoke
00007ffb055aea76 (__TEXT,__text) non-external ____ZN13IOCommandPool13returnCommandEP9IOCommand_block_invoke.cold.1
00007ffb05587bf6 (__TEXT,__text) non-external ____ZN15IODispatchQueue14DispatchSync_fEPvPFvS0_E_block_invoke
00007ffb055879fe (__TEXT,__text) non-external ____ZN15IODispatchQueue15DispatchAsync_fEPvPFvS0_E_block_invoke
00007ffb05587aff (__TEXT,__text) non-external ____ZN15IODispatchQueue20DispatchConcurrent_fEPvPFvS0_E_block_invoke
00007ffb05587660 (__TEXT,__text) non-external ____ZN15IODispatchQueue6CancelEU13block_pointerFvvE_block_invoke
00007ffb0558804f (__TEXT,__text) non-external ____ZN15IODispatchQueue9RunActionEU13block_pointerFivE_block_invoke
00007ffb05585b54 (__TEXT,__text) non-external ____ZN15OSMetaClassBase6InvokeE5IORPC_block_invoke
00007ffb055897e2 (__TEXT,__text) non-external ____ZN21IOTimerDispatchSource11Cancel_ImplEU13block_pointerFvvE_block_invoke
00007ffb0558957c (__TEXT,__text) non-external ____ZN21IOTimerDispatchSource11Create_ImplEP15IODispatchQueuePPS__block_invoke
00007ffb05589621 (__TEXT,__text) non-external ____ZN21IOTimerDispatchSource11Create_ImplEP15IODispatchQueuePPS__block_invoke_2
00007ffb055899b1 (__TEXT,__text) non-external ____ZN21IOTimerDispatchSource15WakeAtTime_ImplEyyy_block_invoke
00007ffb055884d1 (__TEXT,__text) non-external ____ZN25IOInterruptDispatchSource11Cancel_ImplEU13block_pointerFvvE_block_invoke
00007ffb055882bb (__TEXT,__text) non-external ____ZN25IOInterruptDispatchSource28SetEnableWithCompletion_ImplEbU13block_pointerFvvE_block_invoke
00007ffb0558877a (__TEXT,__text) non-external ____ZN35IOServiceNotificationDispatchSource11Cancel_ImplEU13block_pointerFvvE_block_invoke
00007ffb055888af (__TEXT,__text) non-external ____ZN35IOServiceNotificationDispatchSource20DeliverNotificationsEU13block_pointerFvyP9IOServiceyE_block_invoke
00007ffb055ae778 (__TEXT,__text) non-external ____ZN35IOServiceNotificationDispatchSource20DeliverNotificationsEU13block_pointerFvyP9IOServiceyE_block_invoke.cold.1
00007ffb055ae79b (__TEXT,__text) non-external ____ZN35IOServiceNotificationDispatchSource20DeliverNotificationsEU13block_pointerFvyP9IOServiceyE_block_invoke.cold.2
00007ffb055886fb (__TEXT,__text) non-external ____ZN35IOServiceNotificationDispatchSource28SetEnableWithCompletion_ImplEbU13block_pointerFvvE_block_invoke
00007ffb0558ba3d (__TEXT,__text) non-external ____ZN40IOServiceStateNotificationDispatchSource11Cancel_ImplEU13block_pointerFvvE_block_invoke
00007ffb0558b9be (__TEXT,__text) non-external ____ZN40IOServiceStateNotificationDispatchSource28SetEnableWithCompletion_ImplEbU13block_pointerFvvE_block_invoke
00007ffb055913c2 (__TEXT,__text) non-external ____ZN5OSSet5mergeEPK7OSArray_block_invoke
00007ffb05590f9e (__TEXT,__text) non-external ____ZN7OSArray5mergeEPKS__block_invoke
00007ffb05589c66 (__TEXT,__text) non-external ____ZN8OSAction6CancelEU13block_pointerFvvE_block_invoke
00007ffb0558e44e (__TEXT,__text) non-external ____ZN8OSString4freeEv_block_invoke
00007ffb0558a612 (__TEXT,__text) non-external ____ZN9IOService9Stop_ImplEPS__block_invoke
00007ffb05590b68 (__TEXT,__text) non-external ____ZNK12OSDictionary14iterateObjectsEU13block_pointerFbP8OSObjectE_block_invoke
00007ffb05590a91 (__TEXT,__text) non-external ____ZNK12OSDictionary9isEqualToEPKS_PK12OSCollection_block_invoke
00007ffb055909b2 (__TEXT,__text) non-external ____ZNK12OSDictionary9isEqualToEPKS__block_invoke
00007ffb05591164 (__TEXT,__text) non-external ____ZNK7OSArray20getNextIndexOfObjectEPK15OSMetaClassBasej_block_invoke
00007ffb05590fd0 (__TEXT,__text) non-external ____ZNK7OSArray9isEqualToEPKS__block_invoke
                 (undefined) weak external ____chkstk_darwin (from libSystem)
00007ffb055ad791 (__TEXT,__text) external ___assert_rtn
00007ffb410852f8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00007ffb41085338 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00007ffb41085c98 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00007ffb41086a78 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00007ffb41086f20 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00007ffb41086aa8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.1
00007ffb410855a8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.104
00007ffb410855c8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.105
00007ffb410855e8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.106
00007ffb41085618 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.107
00007ffb41085648 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.109
00007ffb41085678 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.120
00007ffb41085698 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.134
00007ffb410856c8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.135
00007ffb410856e8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.137
00007ffb41085718 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.138
00007ffb41085b98 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.150
00007ffb41085cb8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.16
00007ffb41085bd8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.169
00007ffb41085c08 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.172
00007ffb41085c38 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.174
00007ffb41085c68 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.193
00007ffb41085cd8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.22
00007ffb41086c28 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.23
00007ffb41085d08 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.24
00007ffb41085d38 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.30
00007ffb41085d58 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.31
00007ffb41085d78 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.38
00007ffb41085da8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.42
00007ffb41085dd8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.51
00007ffb41085e08 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.52
00007ffb41085e38 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.53
00007ffb41085e68 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.54
00007ffb41085e98 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.55
00007ffb41085ec8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.56
00007ffb41085ef8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.57
00007ffb41085f28 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.58
00007ffb410868e8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.62
00007ffb41086908 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.64
00007ffb41086938 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.67
00007ffb41086968 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.69
00007ffb41085368 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.71
00007ffb41086988 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.71
00007ffb41085398 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.72
00007ffb410853c8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.73
00007ffb410869b8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.75
00007ffb410853f8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.76
00007ffb410869e8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.76
00007ffb41086a18 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.78
00007ffb41086a48 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.79
00007ffb41085428 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.83
00007ffb41085448 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.84
00007ffb41085468 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.85
00007ffb41085488 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.89
00007ffb410854b8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.90
00007ffb410854e8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.91
00007ffb41085518 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.92
00007ffb41085548 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.93
00007ffb41085578 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.95
00007ffb41085318 (__DATA_CONST,__const) non-external ___block_literal_global
00007ffb41085bb8 (__DATA_CONST,__const) non-external ___block_literal_global
00007ffb41086c48 (__DATA_CONST,__const) non-external ___block_literal_global
                 (undefined) external ___bzero (from libSystem)
00007ffb05584330 (__TEXT,__text) non-external (was a private external) ___chkstk_darwin
00007ffb05584350 (__TEXT,__text) non-external (was a private external) ___chkstk_darwin_llvm_probe
00007ffb0558ea7c (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32b
00007ffb05588071 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32b40r
00007ffb0559d2a3 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32c33_ZTS11OSSharedPtrI12OSDictionaryE
00007ffb05590998 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32r
00007ffb05585bdf (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32r40c28_ZTS11OSSharedPtrI8OSActionE
00007ffb0558747c (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32r40r
00007ffb05599e15 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32r40r48r
00007ffb0559a1fa (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32r40r48r56r64r
                 (undefined) external ___cxa_pure_virtual (from libc++)
00007ffb055876cd (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32b
00007ffb055880a9 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32b40r
00007ffb0559d2c0 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32c33_ZTS11OSSharedPtrI12OSDictionaryE
00007ffb05589a16 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32r
00007ffb05585c1a (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32r40c28_ZTS11OSSharedPtrI8OSActionE
00007ffb055874b4 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32r40r
00007ffb05599e5f (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32r40r48r
00007ffb0559a268 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32r40r48r56r64r
                 (undefined) external ___error (from libSystem)
                 (undefined) external ___memcpy_chk (from libSystem)
                 (undefined) external ___stack_chk_fail (from libSystem)
                 (undefined) external ___stack_chk_guard (from libSystem)
                 (undefined) external ___stderrp (from libSystem)
                 (undefined) external __dispatch_queue_attr_concurrent (from libSystem)
                 (undefined) external __dispatch_source_type_timer (from libSystem)
                 (undefined) external __dyld_get_image_header (from libSystem)
                 (undefined) external __dyld_get_image_name (from libSystem)
                 (undefined) external __dyld_image_count (from libSystem)
                 (undefined) external __os_log_default (from libSystem)
                 (undefined) external __os_log_impl (from libSystem)
                 (undefined) external _abort (from libSystem)
00007ffb0558377e (__TEXT,__text) external _absolutetime_to_continuoustime
00007ffb05583661 (__TEXT,__text) external _absolutetime_to_nanoseconds
00007ffb055ad6df (__TEXT,__text) non-external _absolutetime_to_nanoseconds.cold.1
00007ffb0559d9d5 (__TEXT,__text) external _aes_decrypt
00007ffb0559dda9 (__TEXT,__text) external _aes_decrypt_aad_gcm
00007ffb0559d92f (__TEXT,__text) external _aes_decrypt_cbc
00007ffb0559de3c (__TEXT,__text) external _aes_decrypt_finalize_gcm
00007ffb0559ddf1 (__TEXT,__text) external _aes_decrypt_gcm
00007ffb0559deb2 (__TEXT,__text) external _aes_decrypt_get_ctx_size_gcm
00007ffb0559dd76 (__TEXT,__text) external _aes_decrypt_inc_iv_gcm
00007ffb0559d8ee (__TEXT,__text) external _aes_decrypt_key
00007ffb055afaaa (__TEXT,__text) non-external _aes_decrypt_key.cold.1
00007ffb0559d9fe (__TEXT,__text) external _aes_decrypt_key128
00007ffb0559da22 (__TEXT,__text) external _aes_decrypt_key256
00007ffb0559dc5c (__TEXT,__text) external _aes_decrypt_key_gcm
00007ffb0559dca4 (__TEXT,__text) external _aes_decrypt_key_with_iv_gcm
00007ffb0559dd46 (__TEXT,__text) external _aes_decrypt_reset_gcm
00007ffb0559dcef (__TEXT,__text) external _aes_decrypt_set_iv_gcm
00007ffb0559d8d7 (__TEXT,__text) external _aes_encrypt
00007ffb0559db72 (__TEXT,__text) external _aes_encrypt_aad_gcm
00007ffb0559d831 (__TEXT,__text) external _aes_encrypt_cbc
00007ffb0559dc05 (__TEXT,__text) external _aes_encrypt_finalize_gcm
00007ffb0559dbba (__TEXT,__text) external _aes_encrypt_gcm
00007ffb0559de93 (__TEXT,__text) external _aes_encrypt_get_ctx_size_gcm
00007ffb0559db3f (__TEXT,__text) external _aes_encrypt_inc_iv_gcm
00007ffb0559d7f0 (__TEXT,__text) external _aes_encrypt_key
00007ffb055afa91 (__TEXT,__text) non-external _aes_encrypt_key.cold.1
00007ffb0559d9ec (__TEXT,__text) external _aes_encrypt_key128
00007ffb0559da10 (__TEXT,__text) external _aes_encrypt_key256
00007ffb0559da34 (__TEXT,__text) external _aes_encrypt_key_gcm
00007ffb0559da7c (__TEXT,__text) external _aes_encrypt_key_with_iv_gcm
00007ffb0559db0f (__TEXT,__text) external _aes_encrypt_reset_gcm
00007ffb0559dac7 (__TEXT,__text) external _aes_encrypt_set_iv_gcm
                 (undefined) external _arc4random_buf (from libSystem)
                 (undefined) external _ccaes_cbc_decrypt_mode (from libSystem)
                 (undefined) external _ccaes_cbc_encrypt_mode (from libSystem)
                 (undefined) external _ccaes_gcm_decrypt_mode (from libSystem)
                 (undefined) external _ccaes_gcm_encrypt_mode (from libSystem)
                 (undefined) external _cccbc_init (from libSystem)
                 (undefined) external _cccbc_set_iv (from libSystem)
                 (undefined) external _cccbc_update (from libSystem)
                 (undefined) external _ccdigest_init (from libSystem)
                 (undefined) external _ccdigest_update (from libSystem)
                 (undefined) external _ccgcm_aad (from libSystem)
                 (undefined) external _ccgcm_finalize (from libSystem)
                 (undefined) external _ccgcm_inc_iv (from libSystem)
                 (undefined) external _ccgcm_init (from libSystem)
                 (undefined) external _ccgcm_init_with_iv (from libSystem)
                 (undefined) external _ccgcm_reset (from libSystem)
                 (undefined) external _ccgcm_set_iv (from libSystem)
                 (undefined) external _ccgcm_update (from libSystem)
                 (undefined) external _ccmd5_di (from libSystem)
                 (undefined) external _ccsha1_di (from libSystem)
                 (undefined) external _ccsha256_di (from libSystem)
                 (undefined) external _ccsha384_di (from libSystem)
                 (undefined) external _ccsha512_di (from libSystem)
00007ffb055836ac (__TEXT,__text) external _clock_get_calendar_microtime
00007ffb055ad725 (__TEXT,__text) non-external _clock_get_calendar_microtime.cold.1
00007ffb05583673 (__TEXT,__text) external _clock_get_calendar_nanotime
00007ffb055ad702 (__TEXT,__text) non-external _clock_get_calendar_nanotime.cold.1
00007ffb055836fb (__TEXT,__text) external _clock_get_system_nanotime
00007ffb055ad748 (__TEXT,__text) non-external _clock_get_system_nanotime.cold.1
                 (undefined) external _clock_gettime (from libSystem)
                 (undefined) external _clock_gettime_nsec_np (from libSystem)
00007ffb05583737 (__TEXT,__text) external _clock_interval_to_deadline
                 (undefined) external _close (from libSystem)
00007ffb05583765 (__TEXT,__text) external _continuoustime_to_absolutetime
00007ffb05582bc9 (__TEXT,__text) external _crc32
                 (undefined) external _csops (from libSystem)
                 (undefined) external _csr_check (from libSystem)
                 (undefined) external _dispatch_activate (from libSystem)
                 (undefined) external _dispatch_async (from libSystem)
                 (undefined) external _dispatch_async_f (from libSystem)
                 (undefined) external _dispatch_get_specific (from libSystem)
                 (undefined) external _dispatch_group_async (from libSystem)
                 (undefined) external _dispatch_group_create (from libSystem)
                 (undefined) external _dispatch_group_wait (from libSystem)
                 (undefined) external _dispatch_mach_cancel (from libSystem)
                 (undefined) external _dispatch_mach_connect (from libSystem)
                 (undefined) external _dispatch_mach_create_f (from libSystem)
                 (undefined) external _dispatch_mach_msg_get_msg (from libSystem)
                 (undefined) external _dispatch_main (from libSystem)
                 (undefined) external _dispatch_once (from libSystem)
                 (undefined) external _dispatch_queue_create (from libSystem)
                 (undefined) external _dispatch_queue_create_with_target$V2 (from libSystem)
                 (undefined) external _dispatch_queue_get_label (from libSystem)
                 (undefined) external _dispatch_queue_set_specific (from libSystem)
                 (undefined) external _dispatch_release (from libSystem)
                 (undefined) external _dispatch_resume (from libSystem)
                 (undefined) external _dispatch_source_cancel (from libSystem)
                 (undefined) external _dispatch_source_create (from libSystem)
                 (undefined) external _dispatch_source_set_cancel_handler (from libSystem)
                 (undefined) external _dispatch_source_set_event_handler (from libSystem)
                 (undefined) external _dispatch_source_set_timer (from libSystem)
                 (undefined) external _dispatch_sync (from libSystem)
                 (undefined) external _dispatch_workloop_create_inactive (from libSystem)
                 (undefined) external _dispatch_workloop_set_scheduler_priority (from libSystem)
                 (undefined) external _dladdr (from libSystem)
                 (undefined) external _dlclose (from libSystem)
                 (undefined) external _dlerror (from libSystem)
                 (undefined) external _dlopen (from libSystem)
                 (undefined) external _dyld_get_program_sdk_version (from libSystem)
                 (undefined) external _exit (from libSystem)
                 (undefined) external _fprintf (from libSystem)
                 (undefined) external _free (from libSystem)
                 (undefined) external _fstat$INODE64 (from libSystem)
00007ffb4345e8f0 (__DATA,__crash_info) non-external (was a private external) _gCRAnnotations
00007ffb4345ec40 (__DATA,__common) external _gIOBufferMemoryDescriptorMetaClass
00007ffb4108ade0 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOBufferMemoryDescriptor_Declaration
00007ffb4345ec48 (__DATA,__common) external _gIOCommandMetaClass
00007ffb4345ec50 (__DATA,__common) external _gIOCommandPoolMetaClass
00007ffb4108adf0 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOCommandPool_Declaration
00007ffb4108ade8 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOCommand_Declaration
00007ffb4345e930 (__DATA,__common) external _gIODKDebug
00007ffb4345ec58 (__DATA,__common) external _gIODMACommandMetaClass
00007ffb4108adf8 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIODMACommand_Declaration
00007ffb4345ec60 (__DATA,__common) external _gIODataQueueDispatchSourceMetaClass
00007ffb4108ae00 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIODataQueueDispatchSource_Declaration
00007ffb4345ec68 (__DATA,__common) external _gIODispatchQueueMetaClass
00007ffb4108ae08 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIODispatchQueue_Declaration
00007ffb4345ec70 (__DATA,__common) external _gIODispatchSourceMetaClass
00007ffb4108ae10 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIODispatchSource_Declaration
00007ffb4345ec78 (__DATA,__common) external _gIOEventLinkMetaClass
00007ffb4108ae18 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOEventLink_Declaration
00007ffb4345ec80 (__DATA,__common) external _gIOExtensiblePaniclogMetaClass
00007ffb4108ae20 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOExtensiblePaniclog_Declaration
00007ffb4345ecb8 (__DATA,__common) external _gIOHistogramReporterMetaClass
00007ffb4108ae58 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOHistogramReporter_Declaration
00007ffb4345ec88 (__DATA,__common) external _gIOInterruptDispatchSourceMetaClass
