0000000225094298 (__TEXT,__text) non-external _DiToMD5
0000000225083dcc (__TEXT,__text) non-external ____Z16OSSerializeEntryP15OSSerializationS0_17OSCollectionEntry_block_invoke_2
0000000225084430 (__TEXT,__text) non-external ____Z19OSObjectLogInternalP8OSObjectj_block_invoke
00000002250844ac (__TEXT,__text) non-external ____Z19OSObjectLogInternalP8OSObjectj_block_invoke.42
00000002250914f4 (__TEXT,__text) non-external ____ZL13noChannelNamev_block_invoke
0000000225080544 (__TEXT,__text) non-external ____ZL15OSCopyInObjectsP18IOUserServer_IVarsP16IORPCMessageMachP12IORPCMessageb_block_invoke
00000002250a7c38 (__TEXT,__text) non-external ____ZL15OSCopyInObjectsP18IOUserServer_IVarsP16IORPCMessageMachP12IORPCMessageb_block_invoke.cold.1
00000002250754cc (__TEXT,__text) non-external ____ZL18isFirstPartyDriverv_block_invoke
0000000225086934 (__TEXT,__text) non-external ____ZL19OSArrayContainerizeP7OSArray_block_invoke
0000000225086a4c (__TEXT,__text) non-external ____ZL20OSArrayInternalApplyP7OSArrayjU13block_pointerFbmP15OSSerialization17OSCollectionEntryE_block_invoke
00000002250867b4 (__TEXT,__text) non-external ____ZL20OSDictionaryGetEntryP12OSDictionaryP8OSObjectPKcPm_block_invoke
00000002250a85ac (__TEXT,__text) non-external ____ZL20OSDictionaryGetEntryP12OSDictionaryP8OSObjectPKcPm_block_invoke.cold.1
0000000225086b80 (__TEXT,__text) non-external ____ZL21OSArrayIterateObjectsP7OSArrayjU13block_pointerFbP8OSObjectE_block_invoke
0000000225086634 (__TEXT,__text) non-external ____ZL24OSDictionaryContainerizeP12OSDictionary_block_invoke
0000000225086788 (__TEXT,__text) non-external ____ZL25OSDictionaryInternalApplyP12OSDictionaryU13block_pointerFbmP15OSSerialization17OSCollectionEntryS3_E_block_invoke
0000000225086ab0 (__TEXT,__text) non-external ____ZL26OSDictionaryIterateObjectsP12OSDictionaryU13block_pointerFbP8OSObjectS2_E_block_invoke
0000000225086a94 (__TEXT,__text) non-external ____ZL27OSCollectionEntryArrayApplyP15OSSerialization17OSCollectionEntryU13block_pointerFbmS0_S1_E_block_invoke
0000000225080b64 (__TEXT,__text) non-external ____ZL31IOInterruptDispatchSourceThreadPv_block_invoke
0000000225080c34 (__TEXT,__text) non-external ____ZL31IOInterruptDispatchSourceThreadPv_block_invoke_2
0000000225086a70 (__TEXT,__text) non-external ____ZL32OSCollectionEntryDictionaryApplyP15OSSerialization17OSCollectionEntryU13block_pointerFbmS0_S1_S1_E_block_invoke
0000000225080570 (__TEXT,__text) non-external ____ZL8LockTesti_block_invoke
00000002250805e0 (__TEXT,__text) non-external ____ZL8LockTesti_block_invoke.219
0000000225080670 (__TEXT,__text) non-external ____ZL8LockTesti_block_invoke.223
0000000225094088 (__TEXT,__text) non-external ____ZL8deepcopyP12OSDictionary_block_invoke
000000022508fe0c (__TEXT,__text) non-external ____ZN10IOReporter16updateAllReportsEP12OSCollectionP6OSDatajPjyyP18IOMemoryDescriptor_block_invoke
000000022508f9cc (__TEXT,__text) non-external ____ZN10IOReporter19configureAllReportsEP12OSCollectionP6OSDatajPj_block_invoke
0000000225084ab0 (__TEXT,__text) non-external ____ZN12OSDictionary5mergeEPKS__block_invoke
000000022507e6f4 (__TEXT,__text) non-external ____ZN13IOCommandPool10getCommandEb_block_invoke
000000022507e7f8 (__TEXT,__text) non-external ____ZN13IOCommandPool13returnCommandEP9IOCommand_block_invoke
00000002250a7920 (__TEXT,__text) non-external ____ZN13IOCommandPool13returnCommandEP9IOCommand_block_invoke.cold.1
00000002250797b0 (__TEXT,__text) non-external ____ZN15IODispatchQueue14DispatchSync_fEPvPFvS0_E_block_invoke
00000002250794d8 (__TEXT,__text) non-external ____ZN15IODispatchQueue15DispatchAsync_fEPvPFvS0_E_block_invoke
0000000225079668 (__TEXT,__text) non-external ____ZN15IODispatchQueue20DispatchConcurrent_fEPvPFvS0_E_block_invoke
0000000225079018 (__TEXT,__text) non-external ____ZN15IODispatchQueue6CancelEU13block_pointerFvvE_block_invoke
0000000225079d68 (__TEXT,__text) non-external ____ZN15IODispatchQueue9RunActionEU13block_pointerFivE_block_invoke
0000000225077084 (__TEXT,__text) non-external ____ZN15OSMetaClassBase6InvokeE5IORPC_block_invoke
000000022507bdf8 (__TEXT,__text) non-external ____ZN21IOTimerDispatchSource11Cancel_ImplEU13block_pointerFvvE_block_invoke
000000022507ba6c (__TEXT,__text) non-external ____ZN21IOTimerDispatchSource11Create_ImplEP15IODispatchQueuePPS__block_invoke
000000022507bb60 (__TEXT,__text) non-external ____ZN21IOTimerDispatchSource11Create_ImplEP15IODispatchQueuePPS__block_invoke_2
000000022507c0bc (__TEXT,__text) non-external ____ZN21IOTimerDispatchSource15WakeAtTime_ImplEyyy_block_invoke
000000022507a4e8 (__TEXT,__text) non-external ____ZN25IOInterruptDispatchSource11Cancel_ImplEU13block_pointerFvvE_block_invoke
000000022507a190 (__TEXT,__text) non-external ____ZN25IOInterruptDispatchSource28SetEnableWithCompletion_ImplEbU13block_pointerFvvE_block_invoke
000000022507a904 (__TEXT,__text) non-external ____ZN35IOServiceNotificationDispatchSource11Cancel_ImplEU13block_pointerFvvE_block_invoke
000000022507aae4 (__TEXT,__text) non-external ____ZN35IOServiceNotificationDispatchSource20DeliverNotificationsEU13block_pointerFvyP9IOServiceyE_block_invoke
00000002250a7558 (__TEXT,__text) non-external ____ZN35IOServiceNotificationDispatchSource20DeliverNotificationsEU13block_pointerFvyP9IOServiceyE_block_invoke.cold.1
00000002250a7584 (__TEXT,__text) non-external ____ZN35IOServiceNotificationDispatchSource20DeliverNotificationsEU13block_pointerFvyP9IOServiceyE_block_invoke.cold.2
000000022507a858 (__TEXT,__text) non-external ____ZN35IOServiceNotificationDispatchSource28SetEnableWithCompletion_ImplEbU13block_pointerFvvE_block_invoke
000000022507ec60 (__TEXT,__text) non-external ____ZN40IOServiceStateNotificationDispatchSource11Cancel_ImplEU13block_pointerFvvE_block_invoke
000000022507ebb4 (__TEXT,__text) non-external ____ZN40IOServiceStateNotificationDispatchSource28SetEnableWithCompletion_ImplEbU13block_pointerFvvE_block_invoke
0000000225085968 (__TEXT,__text) non-external ____ZN5OSSet5mergeEPK7OSArray_block_invoke
0000000225085364 (__TEXT,__text) non-external ____ZN7OSArray5mergeEPKS__block_invoke
000000022507c454 (__TEXT,__text) non-external ____ZN8OSAction6CancelEU13block_pointerFvvE_block_invoke
0000000225081de8 (__TEXT,__text) non-external ____ZN8OSString4freeEv_block_invoke
000000022507d1a0 (__TEXT,__text) non-external ____ZN9IOService9Stop_ImplEPS__block_invoke
0000000225084d78 (__TEXT,__text) non-external ____ZNK12OSDictionary14iterateObjectsEU13block_pointerFbP8OSObjectE_block_invoke
0000000225084c54 (__TEXT,__text) non-external ____ZNK12OSDictionary9isEqualToEPKS_PK12OSCollection_block_invoke
0000000225084af8 (__TEXT,__text) non-external ____ZNK12OSDictionary9isEqualToEPKS__block_invoke
00000002250855dc (__TEXT,__text) non-external ____ZNK7OSArray20getNextIndexOfObjectEPK15OSMetaClassBasej_block_invoke
00000002250853b0 (__TEXT,__text) non-external ____ZNK7OSArray9isEqualToEPKS__block_invoke
00000002250a6150 (__TEXT,__text) external ___assert_rtn
000000028bf31318 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
000000028bf31478 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
000000029690f748 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp
0000000296910c98 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp
0000000296911120 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp
0000000296910cc8 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.1
000000029690f8c8 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.102
000000029690f8f8 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.105
000000029690f928 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.109
000000028bf31398 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.118
000000028bf313b8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.119
000000029690f958 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.122
000000029690f988 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.123
000000029690f9b8 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.127
000000028bf313d8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.138
000000029690f9e8 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.154
000000028bf313f8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.155
000000029690fa18 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.159
000000028bf31498 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.16
000000029690fa48 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.162
000000028bf314f8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.166
0000000296910b48 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.170
0000000296910b78 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.175
000000028bf31518 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.177
0000000296910ba8 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.181
0000000296910bd8 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.187
0000000296910c08 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.190
0000000296910c38 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.194
000000028bf31418 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.196
0000000296910c68 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.197
000000029690fee8 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.217
000000029690ff18 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.222
000000029690ff48 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.226
000000028bf315a0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.23
000000029690ff78 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.23
000000028bf31438 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.246
000000028bf31458 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.247
000000029690ffa8 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.27
000000028bf314b8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.33
000000028bf314d8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.34
000000029690ffd8 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.41
0000000296910008 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.47
0000000296910038 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.56
0000000296910068 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.59
0000000296910098 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.62
00000002969100c8 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.65
00000002969100f8 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.68
000000029690f778 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.71
0000000296910128 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.71
000000029690f7a8 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.74
0000000296910158 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.74
000000029690f7d8 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.77
0000000296910188 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.77
000000029690f808 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.80
000000028bf31338 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.87
000000028bf31358 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.88
000000028bf31378 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.89
000000029690f838 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.93
000000029690f868 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.96
000000029690f898 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.99
000000029690f728 (__AUTH_CONST,__const) non-external ___block_literal_global
000000029690fec8 (__AUTH_CONST,__const) non-external ___block_literal_global
0000000296910e48 (__AUTH_CONST,__const) non-external ___block_literal_global
                 (undefined) external ___chkstk_darwin (from libSystem)
00000002250790f0 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32b
0000000225079da4 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32b40r
0000000225094160 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32c33_ZTS11OSSharedPtrI12OSDictionaryE
000000022507c118 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32r
0000000225077148 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32r40c28_ZTS11OSSharedPtrI8OSActionE
0000000225078d7c (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32r40r
000000022508faf4 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32r40r48r
000000022508ff60 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32r40r48r56r64r
                 (undefined) external ___cxa_pure_virtual (from libc++)
0000000225079100 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32b
0000000225079df4 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32b40r
0000000225094198 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32c33_ZTS11OSSharedPtrI12OSDictionaryE
000000022507c128 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32r
00000002250771c4 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32r40c28_ZTS11OSSharedPtrI8OSActionE
0000000225078dcc (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32r40r
000000022508fb54 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32r40r48r
000000022508ffe0 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32r40r48r56r64r
                 (undefined) external ___error (from libSystem)
                 (undefined) external ___memcpy_chk (from libSystem)
                 (undefined) external ___stack_chk_fail (from libSystem)
                 (undefined) external ___stack_chk_guard (from libSystem)
                 (undefined) external ___stderrp (from libSystem)
                 (undefined) external __dispatch_queue_attr_concurrent (from libSystem)
                 (undefined) external __dispatch_source_type_timer (from libSystem)
                 (undefined) external __dyld_get_image_header (from libSystem)
                 (undefined) external __dyld_get_image_name (from libSystem)
                 (undefined) external __dyld_image_count (from libSystem)
                 (undefined) external __os_log_default (from libSystem)
                 (undefined) external __os_log_impl (from libSystem)
                 (undefined) external _abort (from libSystem)
00000002250748b4 (__TEXT,__text) external _absolutetime_to_continuoustime
00000002250746cc (__TEXT,__text) external _absolutetime_to_nanoseconds
00000002250a6048 (__TEXT,__text) non-external _absolutetime_to_nanoseconds.cold.1
00000002250a6074 (__TEXT,__text) non-external _absolutetime_to_nanoseconds.cold.2
0000000225094ad8 (__TEXT,__text) external _aes_decrypt
0000000225095044 (__TEXT,__text) external _aes_decrypt_aad_gcm
00000002250949fc (__TEXT,__text) external _aes_decrypt_cbc
000000022509511c (__TEXT,__text) external _aes_decrypt_finalize_gcm
00000002250950ac (__TEXT,__text) external _aes_decrypt_gcm
00000002250951c0 (__TEXT,__text) external _aes_decrypt_get_ctx_size_gcm
0000000225094ff0 (__TEXT,__text) external _aes_decrypt_inc_iv_gcm
000000022509499c (__TEXT,__text) external _aes_decrypt_key
00000002250a8f04 (__TEXT,__text) non-external _aes_decrypt_key.cold.1
0000000225094af8 (__TEXT,__text) external _aes_decrypt_key128
0000000225094b10 (__TEXT,__text) external _aes_decrypt_key256
0000000225094e50 (__TEXT,__text) external _aes_decrypt_key_gcm
0000000225094eb8 (__TEXT,__text) external _aes_decrypt_key_with_iv_gcm
0000000225094fa4 (__TEXT,__text) external _aes_decrypt_reset_gcm
0000000225094f28 (__TEXT,__text) external _aes_decrypt_set_iv_gcm
0000000225094988 (__TEXT,__text) external _aes_encrypt
0000000225094cfc (__TEXT,__text) external _aes_encrypt_aad_gcm
00000002250948ac (__TEXT,__text) external _aes_encrypt_cbc
0000000225094dd4 (__TEXT,__text) external _aes_encrypt_finalize_gcm
0000000225094d64 (__TEXT,__text) external _aes_encrypt_gcm
0000000225095198 (__TEXT,__text) external _aes_encrypt_get_ctx_size_gcm
0000000225094ca8 (__TEXT,__text) external _aes_encrypt_inc_iv_gcm
000000022509484c (__TEXT,__text) external _aes_encrypt_key
00000002250a8edc (__TEXT,__text) non-external _aes_encrypt_key.cold.1
0000000225094aec (__TEXT,__text) external _aes_encrypt_key128
0000000225094b04 (__TEXT,__text) external _aes_encrypt_key256
0000000225094b1c (__TEXT,__text) external _aes_encrypt_key_gcm
0000000225094b84 (__TEXT,__text) external _aes_encrypt_key_with_iv_gcm
0000000225094c5c (__TEXT,__text) external _aes_encrypt_reset_gcm
0000000225094bf4 (__TEXT,__text) external _aes_encrypt_set_iv_gcm
                 (undefined) external _arc4random_buf (from libSystem)
                 (undefined) external _bzero (from libSystem)
                 (undefined) external _ccaes_cbc_decrypt_mode (from libSystem)
                 (undefined) external _ccaes_cbc_encrypt_mode (from libSystem)
                 (undefined) external _ccaes_gcm_decrypt_mode (from libSystem)
                 (undefined) external _ccaes_gcm_encrypt_mode (from libSystem)
                 (undefined) external _cccbc_init (from libSystem)
                 (undefined) external _cccbc_set_iv (from libSystem)
                 (undefined) external _cccbc_update (from libSystem)
                 (undefined) external _ccdigest_init (from libSystem)
                 (undefined) external _ccdigest_update (from libSystem)
                 (undefined) external _ccgcm_aad (from libSystem)
                 (undefined) external _ccgcm_finalize (from libSystem)
                 (undefined) external _ccgcm_inc_iv (from libSystem)
                 (undefined) external _ccgcm_init (from libSystem)
                 (undefined) external _ccgcm_init_with_iv (from libSystem)
                 (undefined) external _ccgcm_reset (from libSystem)
                 (undefined) external _ccgcm_set_iv (from libSystem)
                 (undefined) external _ccgcm_update (from libSystem)
                 (undefined) external _ccmd5_di (from libSystem)
                 (undefined) external _ccsha1_di (from libSystem)
                 (undefined) external _ccsha256_di (from libSystem)
                 (undefined) external _ccsha384_di (from libSystem)
                 (undefined) external _ccsha512_di (from libSystem)
000000022507479c (__TEXT,__text) external _clock_get_calendar_microtime
00000002250a60cc (__TEXT,__text) non-external _clock_get_calendar_microtime.cold.1
0000000225074750 (__TEXT,__text) external _clock_get_calendar_nanotime
00000002250a60a0 (__TEXT,__text) non-external _clock_get_calendar_nanotime.cold.1
0000000225074804 (__TEXT,__text) external _clock_get_system_nanotime
00000002250a60f8 (__TEXT,__text) non-external _clock_get_system_nanotime.cold.1
                 (undefined) external _clock_gettime (from libSystem)
                 (undefined) external _clock_gettime_nsec_np (from libSystem)
0000000225074850 (__TEXT,__text) external _clock_interval_to_deadline
                 (undefined) external _close (from libSystem)
000000022507489c (__TEXT,__text) external _continuoustime_to_absolutetime
0000000225073c8c (__TEXT,__text) external _crc32
                 (undefined) external _csops (from libSystem)
                 (undefined) external _dispatch_activate (from libSystem)
                 (undefined) external _dispatch_async (from libSystem)
                 (undefined) external _dispatch_async_f (from libSystem)
                 (undefined) external _dispatch_get_specific (from libSystem)
                 (undefined) external _dispatch_group_async (from libSystem)
                 (undefined) external _dispatch_group_create (from libSystem)
                 (undefined) external _dispatch_group_wait (from libSystem)
                 (undefined) external _dispatch_mach_cancel (from libSystem)
                 (undefined) external _dispatch_mach_connect (from libSystem)
                 (undefined) external _dispatch_mach_create_f (from libSystem)
                 (undefined) external _dispatch_mach_msg_get_msg (from libSystem)
                 (undefined) external _dispatch_main (from libSystem)
                 (undefined) external _dispatch_once (from libSystem)
                 (undefined) external _dispatch_queue_create (from libSystem)
                 (undefined) external _dispatch_queue_create_with_target$V2 (from libSystem)
                 (undefined) external _dispatch_queue_get_label (from libSystem)
                 (undefined) external _dispatch_queue_set_specific (from libSystem)
                 (undefined) external _dispatch_release (from libSystem)
                 (undefined) external _dispatch_resume (from libSystem)
                 (undefined) external _dispatch_source_cancel (from libSystem)
                 (undefined) external _dispatch_source_create (from libSystem)
                 (undefined) external _dispatch_source_set_cancel_handler (from libSystem)
                 (undefined) external _dispatch_source_set_event_handler (from libSystem)
                 (undefined) external _dispatch_source_set_timer (from libSystem)
                 (undefined) external _dispatch_sync (from libSystem)
                 (undefined) external _dispatch_workloop_create_inactive (from libSystem)
                 (undefined) external _dispatch_workloop_set_scheduler_priority (from libSystem)
                 (undefined) external _dladdr (from libSystem)
                 (undefined) external _dlclose (from libSystem)
                 (undefined) external _dlerror (from libSystem)
                 (undefined) external _dlopen (from libSystem)
                 (undefined) external _dyld_get_program_sdk_version (from libSystem)
                 (undefined) external _exit (from libSystem)
                 (undefined) external _fprintf (from libSystem)
                 (undefined) external _free (from libSystem)
                 (undefined) external _fstat (from libSystem)
0000000290a4abf8 (__DATA,__crash_info) non-external (was a private external) _gCRAnnotations
0000000290a4ad58 (__DATA,__common) external _gIOBufferMemoryDescriptorMetaClass
000000028bf317e0 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOBufferMemoryDescriptor_Declaration
0000000290a4ad60 (__DATA,__common) external _gIOCommandMetaClass
0000000290a4ad68 (__DATA,__common) external _gIOCommandPoolMetaClass
000000028bf317f0 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOCommandPool_Declaration
000000028bf317e8 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOCommand_Declaration
0000000290a4ad40 (__DATA,__common) external _gIODKDebug
0000000290a4ad70 (__DATA,__common) external _gIODMACommandMetaClass
000000028bf317f8 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIODMACommand_Declaration
0000000290a4ad78 (__DATA,__common) external _gIODataQueueDispatchSourceMetaClass
000000028bf31800 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIODataQueueDispatchSource_Declaration
0000000290a4ad80 (__DATA,__common) external _gIODispatchQueueMetaClass
000000028bf31808 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIODispatchQueue_Declaration
0000000290a4ad88 (__DATA,__common) external _gIODispatchSourceMetaClass
000000028bf31810 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIODispatchSource_Declaration
0000000290a4ad90 (__DATA,__common) external _gIOEventLinkMetaClass
000000028bf31818 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOEventLink_Declaration
0000000290a4ad98 (__DATA,__common) external _gIOExtensiblePaniclogMetaClass
000000028bf31820 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOExtensiblePaniclog_Declaration
0000000290a4add0 (__DATA,__common) external _gIOHistogramReporterMetaClass
000000028bf31858 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOHistogramReporter_Declaration
0000000290a4ada0 (__DATA,__common) external _gIOInterruptDispatchSourceMetaClass
000000028bf31828 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOInterruptDispatchSource_Declaration
0000000290a4ada8 (__DATA,__common) external _gIOMemoryDescriptorMetaClass
000000028bf31830 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOMemoryDescriptor_Declaration
0000000290a4adb0 (__DATA,__common) external _gIOMemoryMapMetaClass
000000028bf31838 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOMemoryMap_Declaration
0000000290a4add8 (__DATA,__common) external _gIOReportLegendMetaClass
000000028bf31860 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOReportLegend_Declaration
0000000290a4adb8 (__DATA,__common) external _gIOReporterMetaClass
000000028bf31840 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOReporter_Declaration
0000000290a4ade0 (__DATA,__common) external _gIOServiceMetaClass
0000000290a4ade8 (__DATA,__common) external _gIOServiceNotificationDispatchSourceMetaClass
000000028bf31870 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOServiceNotificationDispatchSource_Declaration
0000000290a4adf0 (__DATA,__common) external _gIOServiceStateNotificationDispatchSourceMetaClass
000000028bf31878 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOServiceStateNotificationDispatchSource_Declaration
000000028bf31868 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOService_Declaration
0000000290a4adc0 (__DATA,__common) external _gIOSimpleReporterMetaClass
000000028bf31848 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOSimpleReporter_Declaration
0000000290a4adc8 (__DATA,__common) external _gIOStateReporterMetaClass
000000028bf31850 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOStateReporter_Declaration
0000000290a4aea8 (__DATA,__common) external _gIOThreadMetaClass
000000028bf31930 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOThread_Declaration
0000000290a4adf8 (__DATA,__common) external _gIOTimerDispatchSourceMetaClass
000000028bf31880 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOTimerDispatchSource_Declaration
0000000290a4ae00 (__DATA,__common) external _gIOUserClientMetaClass
000000028bf31888 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOUserClient_Declaration
0000000290a4ae10 (__DATA,__common) external _gIOUserServerMetaClass
000000028bf31898 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOUserServer_Declaration
0000000290a4ae18 (__DATA,__common) external _gIOWorkGroupMetaClass
000000028bf318a0 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOWorkGroup_Declaration
0000000290a4ae20 (__DATA,__common) external _gOSActionMetaClass
000000028bf318a8 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gOSAction_Declaration
0000000290a4ae08 (__DATA,__common) external _gOSAction_IOUserClient_KernelCompletionMetaClass
000000028bf31890 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gOSAction_IOUserClient_KernelCompletion_Declaration
0000000290a4aea0 (__DATA,__common) external _gOSAction__IOBlockStorageDevice_KernelCompletionMetaClass
000000028bf31928 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gOSAction__IOBlockStorageDevice_KernelCompletion_Declaration
0000000290a4ae28 (__DATA,__common) external _gOSArrayMetaClass
000000028bf318b0 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gOSArray_Declaration
0000000290a4ae30 (__DATA,__common) external _gOSBooleanMetaClass
000000028bf318b8 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gOSBoolean_Declaration
0000000290a4ae38 (__DATA,__common) external _gOSBundleMetaClass
000000028bf318c0 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gOSBundle_Declaration
0000000290a4ae40 (__DATA,__common) external _gOSCollectionMetaClass
000000028bf318c8 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gOSCollection_Declaration
0000000290a4ae48 (__DATA,__common) external _gOSContainerMetaClass
000000028bf318d0 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gOSContainer_Declaration
0000000290a4ae50 (__DATA,__common) external _gOSDataMetaClass
000000028bf318d8 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gOSData_Declaration
0000000290a4ae58 (__DATA,__common) external _gOSDictionaryMetaClass
000000028bf318e0 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gOSDictionary_Declaration
0000000290a4ae60 (__DATA,__common) external _gOSMappedFileMetaClass
000000028bf318e8 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gOSMappedFile_Declaration
0000000294d5b600 (__DATA_DIRTY,__common) non-external (was a private external) _gOSMetaClassBasePrivateLayout
000000028bf317d8 (__DATA_CONST,__structlayouts) non-external (was a private external) _gOSMetaClassBasePrivateLayout_Declaration
0000000294d5b420 (__DATA_DIRTY,__common) non-external (was a private external) _gOSMetaClassBaseRemotePrivateLayout
000000028bf317d0 (__DATA_CONST,__structlayouts) non-external (was a private external) _gOSMetaClassBaseRemotePrivateLayout_Declaration
0000000290a4ae68 (__DATA,__common) external _gOSNumberMetaClass
