0000000182bb24f8 (__DATA,__data) non-external _C
0000000180b925f8 (__DATA_CONST,__const) non-external _okshells
                 (undefined) external _open$NOCANCEL (from libsystem_kernel)
                 (undefined) external _open_dprotected_np (from libsystem_kernel)
0000000180a53a18 (__TEXT,__text) external _open_memstream
0000000180a311d8 (__TEXT,__text) external _open_with_subsystem
0000000180a67d1c (__TEXT,__text) external _open_wmemstream
                 (undefined) external _openat$NOCANCEL (from libsystem_kernel)
0000000180a459c4 (__TEXT,__text) external _opendir
0000000180a45ff4 (__TEXT,__text) non-external _opendir_compar
0000000182bbeff0 (__DATA,__common) external _optarg
0000000182bb3228 (__DATA,__data) external _opterr
0000000182bb322c (__DATA,__data) external _optind
0000000182bbefec (__DATA,__common) external _optopt
0000000182bbefe8 (__DATA,__common) external _optreset
                 (undefined) external _os_unfair_lock_lock (from libsystem_platform)
                 (undefined) external _os_unfair_lock_lock_with_options (from libsystem_platform)
                 (undefined) external _os_unfair_lock_unlock (from libsystem_platform)
0000000180a289f8 (__TEXT,__text) non-external _overflow
0000000182bb4240 (__DATA,__bss) non-external _p5s
0000000180a9101d (__TEXT,__const) non-external _padchar
0000000182bb407a (__DATA,__bss) non-external _parse_error
0000000180a72c98 (__TEXT,__text) non-external _parse_long_options
0000000182bb4078 (__DATA,__bss) non-external _parsed
                 (undefined) external _pathconf (from libsystem_kernel)
0000000180a8bc50 (__TEXT,__text) external _pause
0000000180a46008 (__TEXT,__text) external _pause$NOCANCEL
0000000180a46440 (__TEXT,__text) external _pclose
0000000180a72bf8 (__TEXT,__text) non-external _permute_args
0000000180a8ea58 (__TEXT,__text) external _perror
0000000182bb42b8 (__DATA,__bss) non-external _pfp
                 (undefined) external _pipe (from libsystem_kernel)
0000000182bb3248 (__DATA,__data) non-external _place
0000000180a46040 (__TEXT,__text) external _popen
0000000180a8c280 (__TEXT,__text) external _popen$DARWIN_EXTSN
0000000180a6a5f8 (__TEXT,__text) external _posix2time
0000000180a79fe8 (__TEXT,__text) external _posix_openpt
                 (undefined) external _posix_spawn (from libsystem_kernel)
                 (undefined) external _posix_spawn_file_actions_addclose (from libsystem_kernel)
                 (undefined) external _posix_spawn_file_actions_adddup2 (from libsystem_kernel)
                 (undefined) external _posix_spawn_file_actions_addinherit_np (from libsystem_kernel)
                 (undefined) external _posix_spawn_file_actions_destroy (from libsystem_kernel)
                 (undefined) external _posix_spawn_file_actions_init (from libsystem_kernel)
                 (undefined) external _posix_spawnattr_destroy (from libsystem_kernel)
                 (undefined) external _posix_spawnattr_init (from libsystem_kernel)
                 (undefined) external _posix_spawnattr_setflags (from libsystem_kernel)
                 (undefined) external _posix_spawnattr_setsigdefault (from libsystem_kernel)
                 (undefined) external _posix_spawnattr_setsigmask (from libsystem_kernel)
0000000180a336dc (__TEXT,__text) external _posix_spawnp
0000000180a90618 (__TEXT,__const) non-external _powersOf10_CoarseBinary64
0000000180a901f0 (__TEXT,__const) non-external _powersOf10_Float
0000000180a900e0 (__TEXT,__const) non-external _powersOfFive
                 (undefined) external _pread$NOCANCEL (from libsystem_kernel)
0000000180a5b0cc (__TEXT,__text) external _printf
0000000180a5b128 (__TEXT,__text) external _printf_l
0000000180a428d8 (__TEXT,__text) non-external _printfmt
                 (undefined) external _proc_name (from libsystem_kernel)
0000000180a46594 (__TEXT,__text) external _psignal
                 (undefined) external _pthread_fchdir_np (from libsystem_pthread)
                 (undefined) external _pthread_get_stackaddr_np (from libsystem_pthread)
                 (undefined) external _pthread_get_stacksize_np (from libsystem_pthread)
                 (undefined) external _pthread_getspecific (from libsystem_pthread)
                 (undefined) external _pthread_key_create (from libsystem_pthread)
                 (undefined) external _pthread_key_init_np (from libsystem_pthread)
                 (undefined) external _pthread_kill (from libsystem_pthread)
                 (undefined) external _pthread_mutex_destroy (from libsystem_pthread)
                 (undefined) external _pthread_mutex_lock (from libsystem_pthread)
                 (undefined) external _pthread_mutex_trylock (from libsystem_pthread)
                 (undefined) external _pthread_mutex_unlock (from libsystem_pthread)
                 (undefined) external _pthread_once (from libsystem_pthread)
                 (undefined) external _pthread_rwlock_destroy (from libsystem_pthread)
                 (undefined) external _pthread_rwlock_rdlock (from libsystem_pthread)
                 (undefined) external _pthread_rwlock_unlock (from libsystem_pthread)
                 (undefined) external _pthread_rwlock_wrlock (from libsystem_pthread)
                 (undefined) external _pthread_self (from libsystem_pthread)
                 (undefined) external _pthread_setspecific (from libsystem_pthread)
                 (undefined) external _pthread_sigmask (from libsystem_pthread)
                 (undefined) external _pthread_stack_frame_decode_np (from libsystem_pthread)
                 (undefined) external _pthread_testcancel (from libsystem_pthread)
0000000180a7a020 (__TEXT,__text) external _ptsname
0000000180a8ef6c (__TEXT,__text) non-external _ptsname.cold.1
0000000180a8efa4 (__TEXT,__text) non-external _ptsname.cold.2
0000000180a8db4c (__TEXT,__text) non-external _ptsname.cold.3
0000000182bbeed8 (__DATA,__bss) non-external _ptsname_buffer_specific_key
0000000182bbeed0 (__DATA,__bss) non-external _ptsname_once
0000000180a7a0bc (__TEXT,__text) non-external _ptsname_once_init
0000000180a8efa4 (__TEXT,__text) non-external _ptsname_once_init.cold.1
0000000180a7a0f8 (__TEXT,__text) external _ptsname_r
0000000180a5b168 (__TEXT,__text) external _putc
0000000180a5b1f4 (__TEXT,__text) external _putc_unlocked
0000000180a5b238 (__TEXT,__text) external _putchar
0000000180a5b2cc (__TEXT,__text) external _putchar_unlocked
0000000180a74150 (__TEXT,__text) external _putenv
0000000180a5b31c (__TEXT,__text) external _puts
0000000180a5b450 (__TEXT,__text) external _putw
0000000180a5b4c0 (__TEXT,__text) external _putwc
0000000180a5b4e4 (__TEXT,__text) external _putwc_l
0000000180a5b4e8 (__TEXT,__text) external _putwchar
0000000180a5b518 (__TEXT,__text) external _putwchar_l
                 (undefined) external _pwrite$NOCANCEL (from libsystem_kernel)
0000000180a741ec (__TEXT,__text) external _qsort
0000000180a7a708 (__TEXT,__text) external _qsort_b
0000000180a74cb8 (__TEXT,__text) external _qsort_r
0000000180a30e84 (__TEXT,__text) external _querylocale
0000000180a90758 (__TEXT,__const) non-external _querylocale_mapping
0000000180a7ff1c (__TEXT,__text) external _quick_exit
0000000180a75e2c (__TEXT,__text) non-external _r_sort_a
0000000182bbeea4 (__DATA,__bss) non-external _r_sort_a.bmin
0000000182bbee98 (__DATA,__bss) non-external _r_sort_a.count
0000000182bbeea0 (__DATA,__bss) non-external _r_sort_a.nc
0000000182bbeea8 (__DATA,__bss) non-external _r_sort_a_count
0000000180a76908 (__TEXT,__text) non-external _r_sort_b
0000000182bbeec4 (__DATA,__bss) non-external _r_sort_b.bmin
0000000182bbeeb8 (__DATA,__bss) non-external _r_sort_b.count
0000000182bbeec0 (__DATA,__bss) non-external _r_sort_b.nc
0000000182bbeeb0 (__DATA,__bss) non-external _r_sort_b_count
0000000180a76c8c (__TEXT,__text) non-external _r_sort_count_allocate
0000000182bb3258 (__DATA,__data) non-external _r_sort_count_control
0000000180a75850 (__TEXT,__text) external _radixsort
0000000180a32a28 (__TEXT,__text) external _raise
0000000180a76d50 (__TEXT,__text) external _rand
0000000182bb327c (__DATA,__data) non-external _rand_deg
0000000180a76ce8 (__TEXT,__text) external _rand_r
0000000182bb3280 (__DATA,__data) non-external _rand_sep
0000000182bb3278 (__DATA,__data) non-external _rand_type
0000000180a76f3c (__TEXT,__text) external _random
0000000182bb32a0 (__DATA,__data) non-external _randtbl
0000000180a43100 (__TEXT,__text) non-external (was a private external) _rangematch
0000000180a814cc (__TEXT,__text) external _rb_tree_count
0000000180a80e6c (__TEXT,__text) external _rb_tree_find_node
0000000180a80edc (__TEXT,__text) external _rb_tree_find_node_geq
0000000180a80f68 (__TEXT,__text) external _rb_tree_find_node_leq
0000000180a80e5c (__TEXT,__text) external _rb_tree_init
0000000180a80ff4 (__TEXT,__text) external _rb_tree_insert_node
0000000180a8144c (__TEXT,__text) external _rb_tree_iterate
0000000180a81570 (__TEXT,__text) non-external _rb_tree_removal_rebalance
0000000180a811d4 (__TEXT,__text) external _rb_tree_remove_node
0000000180a814d8 (__TEXT,__text) non-external _rb_tree_reparent_nodes
0000000180a914d8 (__TEXT,__const) non-external _rcsid
0000000180a91562 (__TEXT,__const) non-external _rcsid
                 (undefined) external _read$NOCANCEL (from libsystem_kernel)
0000000180a467e4 (__TEXT,__text) external _readdir
0000000180a46828 (__TEXT,__text) external _readdir_r
                 (undefined) external _readlink (from libsystem_kernel)
                 (undefined) external _reallocarray$DARWIN_EXTSN (from libsystem_malloc)
                 (undefined) external _reallocf (from libsystem_malloc)
0000000180a7731c (__TEXT,__text) external _realpath
0000000180a8c9c8 (__TEXT,__text) external _realpath$DARWIN_EXTSN
0000000182bbeef8 (__DATA,__bss) non-external _realpath$DARWIN_EXTSN.rootdev
0000000182bbeefc (__DATA,__bss) non-external _realpath$DARWIN_EXTSN.rootdev_inited
0000000182bbeec8 (__DATA,__bss) non-external _realpath.rootdev
0000000182bbeecc (__DATA,__bss) non-external _realpath.rootdev_inited
0000000180a3c784 (__TEXT,__text) non-external _rec_rdelete
0000000180a9137c (__TEXT,__const) non-external _recargchar
0000000180a913e5 (__TEXT,__const) non-external _recargstring
0000000180a8bfcc (__TEXT,__text) external _recv
0000000180a53ffc (__TEXT,__text) external _recv$NOCANCEL
0000000180a81920 (__TEXT,__text) external _regcomp
0000000180a81898 (__TEXT,__text) external _regcomp_l
0000000180a8ec10 (__TEXT,__text) external _regerror
0000000180a82040 (__TEXT,__text) external _regexec
0000000180a81a88 (__TEXT,__text) external _regfree
0000000180a32004 (__TEXT,__text) external _register_printf_domain_function
0000000180a32110 (__TEXT,__text) non-external (was a private external) _register_printf_domain_render
0000000180a3221c (__TEXT,__text) external _register_printf_domain_render_std
0000000180a81874 (__TEXT,__text) external _regncomp
0000000180a816cc (__TEXT,__text) external _regncomp_l
0000000180a81e40 (__TEXT,__text) external _regnexec
0000000180a81a10 (__TEXT,__text) external _regwcomp
0000000180a81990 (__TEXT,__text) external _regwcomp_l
0000000180a82084 (__TEXT,__text) external _regwexec
0000000180a8196c (__TEXT,__text) external _regwncomp
0000000180a81944 (__TEXT,__text) external _regwncomp_l
0000000180a82054 (__TEXT,__text) external _regwnexec
0000000180a5b790 (__TEXT,__text) external _remove
0000000180a77a5c (__TEXT,__text) external _remque
0000000180b92f48 (__DATA_CONST,__const) non-external _rerrs
0000000180a5b804 (__TEXT,__text) external _rewind
0000000180a468e0 (__TEXT,__text) external _rewinddir
0000000180a6e1d0 (__TEXT,__text) external _rindex
                 (undefined) external _rmdir (from libsystem_kernel)
0000000182bb4248 (__DATA,__bss) non-external _rng
0000000180a596a4 (__TEXT,__text) external _rpmatch
0000000182bb3290 (__DATA,__data) non-external _rptr
0000000180a586cc (__TEXT,__text) non-external _sappend
0000000182bb4430 (__DATA,__bss) non-external _saved_categories
0000000180a2699c (__TEXT,__text) external _sbrk
0000000182bb4058 (__DATA,__bss) non-external _sbrk_curbrk
0000000182bb4050 (__DATA,__bss) non-external _sbrk_needs_init
0000000182bb1e30 (__DATA,__data) non-external _sbrk_region_size
0000000180a46960 (__TEXT,__text) external _scandir
0000000180a7c124 (__TEXT,__text) external _scandir_b
0000000180a5b8e0 (__TEXT,__text) external _scanf
0000000180a5b960 (__TEXT,__text) external _scanf_l
0000000180a90a64 (__TEXT,__const) non-external _sccsid
0000000180a90a90 (__TEXT,__const) non-external _sccsid
0000000180a46b74 (__TEXT,__text) external _seed48
0000000182bb42ec (__DATA,__bss) non-external _seed48.sseed
0000000180a46bdc (__TEXT,__text) external _seekdir
                 (undefined) external _select$NOCANCEL (from libsystem_kernel)
                 (undefined) external _semaphore_create (from libsystem_kernel)
0000000180a8bfd8 (__TEXT,__text) external _send
0000000180a54008 (__TEXT,__text) external _send$NOCANCEL
0000000180a914a4 (__TEXT,__const) non-external _seps
0000000182bb40d8 (__DATA,__bss) non-external _seq
                 (undefined) external _setattrlist (from libsystem_kernel)
0000000180a5b9f0 (__TEXT,__text) external _setbuf
0000000180a5ba04 (__TEXT,__text) external _setbuffer
0000000180a78378 (__TEXT,__text) external _setenv
0000000180a34090 (__TEXT,__text) external _sethostid
0000000180a46c28 (__TEXT,__text) external _sethostname
                 (undefined) external _setitimer (from libsystem_kernel)
0000000180a5ba1c (__TEXT,__text) external _setlinebuf
0000000180a5017c (__TEXT,__text) external _setlocale
0000000180a46db4 (__TEXT,__text) external _setmode
                 (undefined) external _setpgid (from libsystem_kernel)
0000000180a34104 (__TEXT,__text) external _setpgrp
                 (undefined) external _setpriority (from libsystem_kernel)
0000000180a474a4 (__TEXT,__text) external _setprogname
                 (undefined) external _setregid (from libsystem_kernel)
                 (undefined) external _setreuid (from libsystem_kernel)
0000000180a34148 (__TEXT,__text) external _setrgid
                 (undefined) external _setrlimit (from libsystem_kernel)
0000000180a34150 (__TEXT,__text) external _setruid
                 (undefined) external _setsid (from libsystem_kernel)
0000000180a77258 (__TEXT,__text) external _setstate
0000000180a339e0 (__TEXT,__text) external _settimeofday
0000000180a2c5a8 (__TEXT,__text) external _setttyent
0000000180a69454 (__TEXT,__text) non-external _settzname
0000000180a2d108 (__TEXT,__text) external _setusershell
0000000180a5ba2c (__TEXT,__text) external _setvbuf
0000000180a55138 (__TEXT,__text) non-external _sflush_locked
0000000182bb4150 (__DATA,__bss) non-external _shells
0000000180a29098 (__TEXT,__text) non-external _shiftLeftMP
0000000180a28e6c (__TEXT,__text) non-external _shiftRightMPWithRounding
0000000182bb31d8 (__DATA,__data) non-external _sig_init_once
0000000182bbee60 (__DATA,__bss) non-external _sig_key
0000000180a6f03c (__TEXT,__text) non-external _sig_keycreate
0000000182bbee58 (__DATA,__bss) non-external _sig_keycreated
0000000180a33a54 (__TEXT,__text) external _sigaction
0000000180a2d93c (__TEXT,__text) external _sigaddset
0000000180a26000 (__TEXT,__text) external _sigaltstack
0000000180a260f0 (__TEXT,__text) external _sigblock
0000000180a2d99c (__TEXT,__text) external _sigdelset
0000000180a2d920 (__TEXT,__text) external _sigemptyset
0000000180a2d92c (__TEXT,__text) external _sigfillset
0000000180a261cc (__TEXT,__text) external _sighold
0000000180a26284 (__TEXT,__text) external _sigignore
0000000180a47550 (__TEXT,__text) external _siginterrupt
0000000180a2d9fc (__TEXT,__text) external _sigismember
0000000180a47600 (__TEXT,__text) external _signal
0000000180a47608 (__TEXT,__text) non-external _signal__
0000000180a8bad0 (__TEXT,__text) external _sigpause
0000000180a26130 (__TEXT,__text) external _sigpause$NOCANCEL
                 (undefined) external _sigprocmask (from libsystem_kernel)
0000000180a26228 (__TEXT,__text) external _sigrelse
0000000180a262f0 (__TEXT,__text) external _sigset
0000000180a260b0 (__TEXT,__text) external _sigsetmask
                 (undefined) external _sigsuspend (from libsystem_kernel)
                 (undefined) external _sigsuspend$NOCANCEL (from libsystem_kernel)
0000000180a26044 (__TEXT,__text) external _sigvec
0000000180a2604c (__TEXT,__text) non-external _sigvec__
0000000180a2cd90 (__TEXT,__text) non-external _skip
0000000180a477f4 (__TEXT,__text) external _sl_add
0000000180a478dc (__TEXT,__text) external _sl_find
0000000180a47864 (__TEXT,__text) external _sl_free
0000000180a47780 (__TEXT,__text) external _sl_init
0000000180a8e6b4 (__TEXT,__text) non-external _sl_init.cold.1
0000000180a8e6b4 (__TEXT,__text) non-external _sl_init.cold.2
0000000182bb42c8 (__DATA,__bss) non-external _slash
0000000180a8bc88 (__TEXT,__text) external _sleep
0000000180a476b0 (__TEXT,__text) external _sleep$NOCANCEL
0000000182bb40d0 (__DATA,__bss) non-external _slot
0000000180a5bcb0 (__TEXT,__text) external _snprintf
0000000180a5bd00 (__TEXT,__text) external _snprintf_l
0000000180a49cdc (__TEXT,__text) external _snvis
0000000180a54014 (__TEXT,__text) external _sockatmark
                 (undefined) external _socket (from libsystem_kernel)
                 (undefined) external _socketpair (from libsystem_kernel)
0000000180a5bd2c (__TEXT,__text) external _sprintf
0000000180a5bd7c (__TEXT,__text) external _sprintf_l
0000000180a7622c (__TEXT,__text) external _sradixsort
0000000180a76db8 (__TEXT,__text) external _srand
0000000180a47740 (__TEXT,__text) external _srand48
0000000180a76dc8 (__TEXT,__text) external _sranddev
0000000180a76e58 (__TEXT,__text) external _srandom
0000000180a76ffc (__TEXT,__text) external _srandomdev
0000000180a5bda8 (__TEXT,__text) external _sscanf
0000000180a5bdf8 (__TEXT,__text) external _sscanf_l
                 (undefined) external _stat (from libsystem_kernel)
0000000180a31360 (__TEXT,__text) external _stat_with_subsystem
0000000182bb3270 (__DATA,__data) non-external _state
                 (undefined) external _statfs (from libsystem_kernel)
0000000180a293c0 (__TEXT,__text) external _statvfs
0000000180a33a5c (__TEXT,__text) external _stpcpy
0000000180a33aa8 (__TEXT,__text) external _stpncpy
0000000180a49fe8 (__TEXT,__text) external _stravis
0000000180a6e300 (__TEXT,__text) external _strcasecmp
0000000180a6e1f8 (__TEXT,__text) external _strcasecmp_l
0000000180a6e56c (__TEXT,__text) external _strcasestr
0000000180a6e478 (__TEXT,__text) external _strcasestr_l
0000000180a33b30 (__TEXT,__text) external _strcat
                 (indirect) external _strchr (for __platform_strchr)
0000000180a6e590 (__TEXT,__text) external _strchrnul
                 (indirect) external _strcmp (for __platform_strcmp)
0000000180a6e7d4 (__TEXT,__text) external _strcoll
0000000180a6e6c8 (__TEXT,__text) external _strcoll_l
                 (indirect) external _strcpy (for __platform_strcpy)
0000000180a6e7f8 (__TEXT,__text) external _strcspn
0000000180a6e8b4 (__TEXT,__text) external _strdup
0000000180a4a080 (__TEXT,__text) external _strenvisx
0000000180a6ea70 (__TEXT,__text) external _strerror
0000000180a6e9f8 (__TEXT,__text) external _strerror_r
0000000180a7ff5c (__TEXT,__text) external _strfmon
0000000180a80c00 (__TEXT,__text) external _strfmon_l
0000000180a6c470 (__TEXT,__text) external _strftime
0000000180a6b4d8 (__TEXT,__text) external _strftime_l
0000000182bb4158 (__DATA,__bss) non-external _strings
                 (indirect) external _strlcat (for __platform_strlcat)
                 (indirect) external _strlcpy (for __platform_strlcpy)
                 (indirect) external _strlen (for __platform_strlen)
0000000180a6eb04 (__TEXT,__text) external _strmode
0000000180a6e454 (__TEXT,__text) external _strncasecmp
0000000180a6e324 (__TEXT,__text) external _strncasecmp_l
0000000180a33b84 (__TEXT,__text) external _strncat
                 (indirect) external _strncmp (for __platform_strncmp)
                 (indirect) external _strncpy (for __platform_strncpy)
0000000180a6ec48 (__TEXT,__text) external _strndup
                 (indirect) external _strnlen (for __platform_strnlen)
0000000180a6ecc0 (__TEXT,__text) external _strnstr
0000000180a495b4 (__TEXT,__text) external _strnunvis
0000000180a49458 (__TEXT,__text) external _strnunvisx
0000000180a8e728 (__TEXT,__text) non-external _strnunvisx.cold.1
0000000180a8e754 (__TEXT,__text) non-external _strnunvisx.cold.2
0000000180a49fb4 (__TEXT,__text) external _strnvis
0000000180a4a048 (__TEXT,__text) external _strnvisx
0000000180a6ed5c (__TEXT,__text) external _strpbrk
0000000180a6c66c (__TEXT,__text) external _strptime
0000000180a6c690 (__TEXT,__text) external _strptime_l
0000000180a6ed94 (__TEXT,__text) external _strrchr
0000000180a49e8c (__TEXT,__text) external _strsenvisx
0000000180a6edbc (__TEXT,__text) external _strsep
0000000180a6ef60 (__TEXT,__text) external _strsignal
0000000180a6ee0c (__TEXT,__text) external _strsignal_r
0000000180a49df0 (__TEXT,__text) external _strsnvis
0000000180a49e5c (__TEXT,__text) external _strsnvisx
0000000180a6f080 (__TEXT,__text) external _strspn
                 (indirect) external _strstr (for __platform_strstr)
0000000180a49d38 (__TEXT,__text) external _strsvis
0000000180a49e1c (__TEXT,__text) external _strsvisx
0000000180a2737c (__TEXT,__text) external _strtod
0000000180a273d0 (__TEXT,__text) external _strtod_l
0000000180a26af8 (__TEXT,__text) external _strtoencf16
0000000180a26bcc (__TEXT,__text) external _strtoencf32
0000000180a26f24 (__TEXT,__text) external _strtoencf64
0000000180a27358 (__TEXT,__text) external _strtoencf64x
0000000180a26e98 (__TEXT,__text) external _strtof
0000000180a26eec (__TEXT,__text) external _strtof_l
0000000180a2db00 (__TEXT,__text) external _strtofflags
0000000180a78d1c (__TEXT,__text) external _strtoimax
0000000180a78ab0 (__TEXT,__text) external _strtoimax_l
0000000180a6f1bc (__TEXT,__text) external _strtok
0000000182bbee68 (__DATA,__bss) non-external _strtok.last
0000000180a6f138 (__TEXT,__text) external _strtok_r
0000000180a78fac (__TEXT,__text) external _strtol
0000000180a78d40 (__TEXT,__text) external _strtol_l
0000000180a27408 (__TEXT,__text) external _strtold
0000000180a2745c (__TEXT,__text) external _strtold_l
0000000180a7923c (__TEXT,__text) external _strtoll
0000000180a78fd0 (__TEXT,__text) external _strtoll_l
0000000180a56ab8 (__TEXT,__text) external _strtonum
0000000180a79260 (__TEXT,__text) external _strtoq
0000000180a79284 (__TEXT,__text) external _strtoq_l
0000000180a794e8 (__TEXT,__text) external _strtoul
0000000180a79288 (__TEXT,__text) external _strtoul_l
0000000180a7976c (__TEXT,__text) external _strtoull
0000000180a7950c (__TEXT,__text) external _strtoull_l
0000000180a799f0 (__TEXT,__text) external _strtoumax
0000000180a79790 (__TEXT,__text) external _strtoumax_l
0000000180a79a14 (__TEXT,__text) external _strtouq
0000000180a79a38 (__TEXT,__text) external _strtouq_l
0000000180a495a4 (__TEXT,__text) external _strunvis
0000000180a49594 (__TEXT,__text) external _strunvisx
0000000180a49f78 (__TEXT,__text) external _strvis
0000000180a4a004 (__TEXT,__text) external _strvisx
0000000180a6f1c8 (__TEXT,__text) external _strxfrm
0000000180a6f1ec (__TEXT,__text) external _strxfrm_l
0000000182bbeff8 (__DATA,__common) external _suboptarg
0000000182bb4160 (__DATA,__bss) non-external _subsystem_root_path
0000000180a49674 (__TEXT,__text) external _svis
0000000180a6f33c (__TEXT,__text) external _swab
0000000180a5c0d0 (__TEXT,__text) external _swprintf
0000000180a5c120 (__TEXT,__text) external _swprintf_l
0000000180a5c14c (__TEXT,__text) external _swscanf
0000000180a5c19c (__TEXT,__text) external _swscanf_l
0000000180a31a0c (__TEXT,__text) external _sxprintf
0000000180a32428 (__TEXT,__text) external _sxprintf_exec
0000000180a33bec (__TEXT,__text) external _sync_volume_np
0000000180a91333 (__TEXT,__const) non-external _syntax_error_str
0000000180b92258 (__DATA_CONST,__const) external _sys_errlist
0000000180a90728 (__TEXT,__const) external _sys_nerr
0000000180b92968 (__DATA_CONST,__const) external _sys_siglist
0000000180b92868 (__DATA_CONST,__const) external _sys_signame
0000000180a47938 (__TEXT,__text) external _sysconf
0000000180a48008 (__TEXT,__text) external _sysctl
0000000180a48228 (__TEXT,__text) external _sysctlbyname
0000000180a482f8 (__TEXT,__text) external _sysctlnametomib
0000000180a8bfe4 (__TEXT,__text) external _system
0000000180a79a3c (__TEXT,__text) external _system$NOCANCEL
0000000180a8bd18 (__TEXT,__text) external _tcdrain
0000000180a4886c (__TEXT,__text) external _tcdrain$NOCANCEL
0000000180a4890c (__TEXT,__text) external _tcflow
0000000180a48898 (__TEXT,__text) external _tcflush
0000000180a485a0 (__TEXT,__text) external _tcgetattr
0000000180a4870c (__TEXT,__text) external _tcgetpgrp
0000000180a33284 (__TEXT,__text) external _tcgetsid
0000000180a487e4 (__TEXT,__text) external _tcsendbreak
0000000180a485cc (__TEXT,__text) external _tcsetattr
0000000180a486b4 (__TEXT,__text) external _tcsetpgrp
0000000180a79cd4 (__TEXT,__text) external _tdelete
0000000180a483a0 (__TEXT,__text) external _telldir
0000000180a5c1c8 (__TEXT,__text) external _tempnam
0000000182bb40c8 (__DATA,__bss) non-external _tf
0000000180a79dcc (__TEXT,__text) external _tfind
0000000180a2e080 (__TEXT,__text) external _thread_stack_async_pcs
0000000180a2e05c (__TEXT,__text) external _thread_stack_pcs
0000000182bb1f20 (__DATA,__data) non-external _threadsafe
0000000180a489b0 (__TEXT,__text) external _time
0000000180a6a410 (__TEXT,__text) non-external _time2
0000000180a6a584 (__TEXT,__text) external _time2posix
0000000180a6ae80 (__TEXT,__text) non-external _time2sub
0000000180a6a534 (__TEXT,__text) external _timegm
0000000180a6a524 (__TEXT,__text) external _timelocal
0000000180a6a55c (__TEXT,__text) external _timeoff
0000000180a48a14 (__TEXT,__text) external _times
0000000180a7ad74 (__TEXT,__text) external _timespec_get
0000000180a698d4 (__TEXT,__text) non-external _timesub
0000000182bbef10 (__DATA,__common) external _timezone
0000000180a3dc30 (__TEXT,__text) external _timingsafe_bcmp
0000000182bba698 (__DATA,__bss) non-external _tm
0000000180a6b464 (__TEXT,__text) non-external _tmcomp
0000000180a5c434 (__TEXT,__text) external _tmpfile
0000000180a5c580 (__TEXT,__text) external _tmpnam
0000000182bb5da8 (__DATA,__bss) non-external _tmpnam.tmpcount
0000000182bb5db0 (__DATA,__bss) non-external _tmpnam_buf
0000000180a5c690 (__TEXT,__text) non-external _tmpnam_buf_allocate
0000000182bb3080 (__DATA,__data) non-external _tmpnam_buf_control
0000000180a90770 (__TEXT,__const) non-external _tmundef
0000000180a2e7ac (__TEXT,__text) external _toascii
0000000180a2e7b4 (__TEXT,__text) external _tolower
0000000180a2f3dc (__TEXT,__text) external _tolower_l
0000000182bb42a0 (__DATA,__bss) non-external _toprec
0000000182bb42a8 (__DATA,__bss) non-external _topreclen
0000000180a2e7f4 (__TEXT,__text) external _toupper
0000000180a2f3fc (__TEXT,__text) external _toupper_l
0000000180a5371c (__TEXT,__text) external _towctrans
0000000180a5363c (__TEXT,__text) external _towctrans_l
0000000180a2f8f0 (__TEXT,__text) external _towlower
0000000180a2ff0c (__TEXT,__text) external _towlower_l
0000000180a2f930 (__TEXT,__text) external _towupper
0000000180a2ff2c (__TEXT,__text) external _towupper_l
0000000180a6ab18 (__TEXT,__text) non-external _transtime
0000000180a8529c (__TEXT,__text) non-external _tre_add_tag_left
0000000180a851d8 (__TEXT,__text) non-external _tre_add_tag_right
0000000180a829c8 (__TEXT,__text) non-external _tre_add_tags
0000000180a8223c (__TEXT,__text) external _tre_ast_new_catenation
0000000180a8218c (__TEXT,__text) external _tre_ast_new_iter
0000000180a82140 (__TEXT,__text) external _tre_ast_new_literal
0000000180a820b8 (__TEXT,__text) external _tre_ast_new_node
0000000180a821f0 (__TEXT,__text) external _tre_ast_new_union
0000000180a84de0 (__TEXT,__text) non-external _tre_ast_to_tnfa
0000000180a82288 (__TEXT,__text) external _tre_compile
0000000180a84730 (__TEXT,__text) non-external _tre_compute_nfl
0000000180a85360 (__TEXT,__text) non-external _tre_copy_ast
0000000180a8422c (__TEXT,__text) non-external _tre_expand_ast
0000000180a8b714 (__TEXT,__text) non-external _tre_expand_macro
0000000180a81a8c (__TEXT,__text) external _tre_fill_pmatch
0000000180a84ed8 (__TEXT,__text) external _tre_free
0000000180b93710 (__DATA_CONST,__const) non-external _tre_macros
0000000180a85cfc (__TEXT,__text) non-external _tre_make_trans
0000000180a81e84 (__TEXT,__text) non-external _tre_match
0000000180a85af0 (__TEXT,__text) non-external _tre_match_empty
0000000180a897d8 (__TEXT,__text) external _tre_mem_alloc_impl
0000000180a89778 (__TEXT,__text) external _tre_mem_destroy
0000000180a89744 (__TEXT,__text) external _tre_mem_new_impl
0000000180a85040 (__TEXT,__text) non-external _tre_merge_branches
0000000180a8b840 (__TEXT,__text) non-external _tre_new_item
0000000180a89908 (__TEXT,__text) external _tre_parse
0000000180a8b50c (__TEXT,__text) non-external _tre_parse_bound
0000000180a81c70 (__TEXT,__text) non-external _tre_reset_last_matched_branches
0000000180a8b7a4 (__TEXT,__text) non-external _tre_search_cnames
0000000180a85724 (__TEXT,__text) non-external _tre_set_empty
0000000180a856ac (__TEXT,__text) non-external _tre_set_one
0000000180a85760 (__TEXT,__text) non-external _tre_set_union
