0000000182afa7a8 (__DATA,__data) external _NDR_record
00000001809f698c (__TEXT,__text) external _sem_getvalue
00000001809f69b4 (__TEXT,__text) external _sem_init
00000001809e48a4 (__TEXT,__text) external _sem_open
00000001809e8d80 (__TEXT,__text) external _sem_post
00000001809e8dac (__TEXT,__text) external _sem_trywait
00000001809e8dd8 (__TEXT,__text) external _sem_unlink
00000001809e8e04 (__TEXT,__text) external _sem_wait
00000001809e66ac (__TEXT,__text) external _sem_wait$NOCANCEL
0000000180a0bd7c (__TEXT,__text) external _semaphore_create
0000000180a0bee8 (__TEXT,__text) external _semaphore_destroy
00000001809ed7e0 (__TEXT,__text) external _semaphore_signal
00000001809ed7e4 (__TEXT,__text) external _semaphore_signal_all
00000001809e4484 (__TEXT,__text) external _semaphore_signal_all_trap
00000001809ed7e8 (__TEXT,__text) external _semaphore_signal_thread
00000001809e4490 (__TEXT,__text) external _semaphore_signal_thread_trap
00000001809e4478 (__TEXT,__text) external _semaphore_signal_trap
00000001809ed7f0 (__TEXT,__text) external _semaphore_timedwait
00000001809ed7fc (__TEXT,__text) external _semaphore_timedwait_signal
00000001809e44c0 (__TEXT,__text) external _semaphore_timedwait_signal_trap
00000001809e44b4 (__TEXT,__text) external _semaphore_timedwait_trap
00000001809ed7ec (__TEXT,__text) external _semaphore_wait
00000001809ed7f8 (__TEXT,__text) external _semaphore_wait_signal
00000001809e44a8 (__TEXT,__text) external _semaphore_wait_signal_trap
00000001809e449c (__TEXT,__text) external _semaphore_wait_trap
00000001809e4928 (__TEXT,__text) external _semctl
00000001809e8e30 (__TEXT,__text) external _semget
00000001809e8e5c (__TEXT,__text) external _semop
00000001809e4904 (__TEXT,__text) external _semsys
00000001809e8e88 (__TEXT,__text) external _sendfile
00000001809e6788 (__TEXT,__text) external _sendmsg
00000001809e67b4 (__TEXT,__text) external _sendmsg$NOCANCEL
00000001809e8eb4 (__TEXT,__text) external _sendmsg_x
00000001809e67e0 (__TEXT,__text) external _sendto
00000001809e680c (__TEXT,__text) external _sendto$NOCANCEL
00000001809e6838 (__TEXT,__text) external _setattrlist
00000001809e8ee0 (__TEXT,__text) external _setattrlistat
00000001809fb448 (__TEXT,__text) external _setaudit
00000001809e8f0c (__TEXT,__text) external _setaudit_addr
00000001809e8f38 (__TEXT,__text) external _setauid
00000001809e8f64 (__TEXT,__text) external _setegid
00000001809e8f90 (__TEXT,__text) external _seteuid
00000001809e8fbc (__TEXT,__text) external _setgid
00000001809e8fe8 (__TEXT,__text) external _setgroups
00000001809eda28 (__TEXT,__text) external _setiopolicy_np
00000001809e9014 (__TEXT,__text) external _setitimer
00000001809e9040 (__TEXT,__text) external _setpgid
00000001809f2918 (__TEXT,__text) external _setpriority
00000001809e906c (__TEXT,__text) external _setprivexec
00000001809ed428 (__TEXT,__text) external _setquota
00000001809e68bc (__TEXT,__text) external _setregid
00000001809e68e8 (__TEXT,__text) external _setreuid
00000001809f7578 (__TEXT,__text) external _setrlimit
00000001809e6940 (__TEXT,__text) external _setsgroups_np
00000001809e9098 (__TEXT,__text) external _setsid
00000001809e90c4 (__TEXT,__text) external _setsockopt
00000001809e90f0 (__TEXT,__text) external _setuid
00000001809e69f0 (__TEXT,__text) external _setwgroups_np
00000001809e911c (__TEXT,__text) external _setxattr
00000001809f2f08 (__TEXT,__text) external _sfi_get_class_offtime
00000001809f2f30 (__TEXT,__text) external _sfi_process_get_flags
00000001809f2f1c (__TEXT,__text) external _sfi_process_set_flags
00000001809f2ef4 (__TEXT,__text) external _sfi_set_class_offtime
00000001809e48c4 (__TEXT,__text) external _shm_open
00000001809e9148 (__TEXT,__text) external _shm_unlink
00000001809e9174 (__TEXT,__text) external _shmat
00000001809e6af8 (__TEXT,__text) external _shmctl
00000001809e91a0 (__TEXT,__text) external _shmdt
00000001809e91cc (__TEXT,__text) external _shmget
00000001809e4948 (__TEXT,__text) external _shmsys
00000001809e91f8 (__TEXT,__text) external _shutdown
00000001809e9224 (__TEXT,__text) external _sigpending
00000001809e9250 (__TEXT,__text) external _sigprocmask
00000001809f8a18 (__TEXT,__text) external _sigsuspend
00000001809f7580 (__TEXT,__text) external _sigsuspend$NOCANCEL
00000001809e927c (__TEXT,__text) external _socket
00000001809e92a8 (__TEXT,__text) external _socket_delegate
00000001809e6c58 (__TEXT,__text) external _socketpair
00000001809f2718 (__TEXT,__text) external _stackshot_capture_with_config
00000001809f2698 (__TEXT,__text) external _stackshot_config_create
00000001809f287c (__TEXT,__text) external _stackshot_config_dealloc
00000001809f2824 (__TEXT,__text) external _stackshot_config_dealloc_buffer
00000001809f278c (__TEXT,__text) external _stackshot_config_get_stackshot_buffer
00000001809f2798 (__TEXT,__text) external _stackshot_config_get_stackshot_size
00000001809f27d8 (__TEXT,__text) external _stackshot_config_set_delta_timestamp
00000001809f26fc (__TEXT,__text) external _stackshot_config_set_flags
00000001809f27fc (__TEXT,__text) external _stackshot_config_set_pagetable_mask
00000001809f26e0 (__TEXT,__text) external _stackshot_config_set_pid
00000001809f27b4 (__TEXT,__text) external _stackshot_config_set_size_hint
00000001809e92d4 (__TEXT,__text) external _stat
00000001809e92d4 (__TEXT,__text) external _stat64
00000001809e9300 (__TEXT,__text) external _statfs
00000001809e9300 (__TEXT,__text) external _statfs64
0000000182afaed0 (__DATA,__bss) non-external _supported
00000001809e932c (__TEXT,__text) external _swapon
00000001809e4580 (__TEXT,__text) external _swtch
00000001809e4574 (__TEXT,__text) external _swtch_pri
00000001809e9358 (__TEXT,__text) external _symlink
00000001809e9384 (__TEXT,__text) external _symlinkat
00000001809e93b0 (__TEXT,__text) external _sync
00000001809e6d08 (__TEXT,__text) external _syscall
00000001809e458c (__TEXT,__text) external _syscall_thread_switch
00000001809f2ee0 (__TEXT,__text) external _system_get_sfi_window
00000001809e93dc (__TEXT,__text) external _system_override
00000001809f2ecc (__TEXT,__text) external _system_set_sfi_window
0000000180a0ccf4 (__TEXT,__text) external _task_assign
0000000180a0ce28 (__TEXT,__text) external _task_assign_default
0000000180a0a0b8 (__TEXT,__text) external _task_create
0000000180a0f2b4 (__TEXT,__text) external _task_create_identity_token
0000000180a0f584 (__TEXT,__text) external _task_dyld_process_info_notify_deregister
00000001809e43a0 (__TEXT,__text) external _task_dyld_process_info_notify_get
0000000180a0f190 (__TEXT,__text) external _task_dyld_process_info_notify_register
00000001809e4508 (__TEXT,__text) external _task_for_pid
0000000180a0dff4 (__TEXT,__text) external _task_generate_corpse
0000000180a0cf48 (__TEXT,__text) external _task_get_assignment
0000000180a0e53c (__TEXT,__text) external _task_get_dyld_image_infos
0000000180a0c734 (__TEXT,__text) external _task_get_emulation_vector
0000000180a0ede0 (__TEXT,__text) external _task_get_exc_guard_behavior
0000000180a0b4dc (__TEXT,__text) external _task_get_exception_ports
0000000180a0f6a4 (__TEXT,__text) external _task_get_exception_ports_info
0000000180a0dbdc (__TEXT,__text) external _task_get_mach_voucher
0000000180a0ad9c (__TEXT,__text) external _task_get_special_port
0000000180a0d26c (__TEXT,__text) external _task_get_state
0000000180a0f414 (__TEXT,__text) external _task_identity_token_get_task_port
0000000180a0a7b0 (__TEXT,__text) external _task_info
0000000180a0ec04 (__TEXT,__text) external _task_inspect
00000001809e9408 (__TEXT,__text) external _task_inspect_for_pid
0000000180a0e154 (__TEXT,__text) external _task_map_corpse_info
0000000180a0ea90 (__TEXT,__text) external _task_map_corpse_info_64
0000000180a0fcfc (__TEXT,__text) external _task_map_kcdata_object_64
00000001809e44fc (__TEXT,__text) external _task_name_for_pid
0000000180a0c49c (__TEXT,__text) external _task_policy
0000000180a0c16c (__TEXT,__text) external _task_policy_get
0000000180a0c00c (__TEXT,__text) external _task_policy_set
0000000180a0da34 (__TEXT,__text) external _task_purgable_info
00000001809e9434 (__TEXT,__text) external _task_read_for_pid
0000000180a0e924 (__TEXT,__text) external _task_register_dyld_get_process_state
0000000180a0e2c4 (__TEXT,__text) external _task_register_dyld_image_infos
0000000180a0e7fc (__TEXT,__text) external _task_register_dyld_set_dyld_state
0000000180a0e6d0 (__TEXT,__text) external _task_register_dyld_shared_cache_image_info
0000000180a1479c (__TEXT,__text) external _task_restartable_ranges_register
0000000180a1494c (__TEXT,__text) external _task_restartable_ranges_synchronize
0000000180a0ac88 (__TEXT,__text) external _task_resume
0000000180a0d920 (__TEXT,__text) external _task_resume2
0000000180a0c378 (__TEXT,__text) external _task_sample
00000001809ed81c (__TEXT,__text) external _task_self_
00000001809e4448 (__TEXT,__text) external _task_self_trap
0000000180a0faa8 (__TEXT,__text) external _task_set_corpse_forking_behavior
0000000180a0c618 (__TEXT,__text) external _task_set_emulation
0000000180a0c8c4 (__TEXT,__text) external _task_set_emulation_vector
0000000180a0ef28 (__TEXT,__text) external _task_set_exc_guard_behavior
0000000180a0b3a4 (__TEXT,__text) external _task_set_exception_ports
0000000180a0a9d0 (__TEXT,__text) external _task_set_info
0000000180a0dd4c (__TEXT,__text) external _task_set_mach_voucher
0000000180a0d668 (__TEXT,__text) external _task_set_phys_footprint_limit
0000000180a0d0a8 (__TEXT,__text) external _task_set_policy
00000001809fa610 (__TEXT,__text) external _task_set_port_space
0000000180a0c9fc (__TEXT,__text) external _task_set_ras_pc
0000000180a0af0c (__TEXT,__text) external _task_set_special_port
0000000180a0d4b8 (__TEXT,__text) external _task_set_state
0000000180a0ab74 (__TEXT,__text) external _task_suspend
0000000180a0d7c0 (__TEXT,__text) external _task_suspend2
0000000180a0b7b0 (__TEXT,__text) external _task_swap_exception_ports
0000000180a0de70 (__TEXT,__text) external _task_swap_mach_voucher
0000000180a0a240 (__TEXT,__text) external _task_terminate
0000000180a0fbc8 (__TEXT,__text) external _task_test_async_upcall_propagation
0000000180a0f984 (__TEXT,__text) external _task_test_sync_upcall
0000000180a0a354 (__TEXT,__text) external _task_threads
0000000180a0e400 (__TEXT,__text) external _task_unregister_dyld_image_infos
0000000180a0cb18 (__TEXT,__text) external _task_zone_info
00000001809f2d24 (__TEXT,__text) external _terminate_with_payload
00000001809f2d10 (__TEXT,__text) external _terminate_with_reason
0000000180a109a4 (__TEXT,__text) external _thread_abort
0000000180a10ab8 (__TEXT,__text) external _thread_abort_safely
0000000180a11fec (__TEXT,__text) external _thread_assign
0000000180a12110 (__TEXT,__text) external _thread_assign_default
0000000180a1294c (__TEXT,__text) external _thread_convert_thread_state
0000000180a0b040 (__TEXT,__text) external _thread_create
0000000180a0b1a0 (__TEXT,__text) external _thread_create_running
0000000180a10bcc (__TEXT,__text) external _thread_depress_abort
00000001809fa740 (__TEXT,__text) external _thread_destruct_special_reply_port
0000000180a12224 (__TEXT,__text) external _thread_get_assignment
0000000180a112b8 (__TEXT,__text) external _thread_get_exception_ports
0000000180a12bac (__TEXT,__text) external _thread_get_exception_ports_info
0000000180a12534 (__TEXT,__text) external _thread_get_mach_voucher
00000001809f02e0 (__TEXT,__text) external _thread_get_register_pointer_values
0000000180a10ce0 (__TEXT,__text) external _thread_get_special_port
00000001809e4544 (__TEXT,__text) external _thread_get_special_reply_port
0000000180a10380 (__TEXT,__text) external _thread_get_state
0000000180a10f84 (__TEXT,__text) external _thread_info
00000001809f0124 (__TEXT,__text) external _thread_policy
0000000180a11b9c (__TEXT,__text) external _thread_policy_get
00000001809f01b8 (__TEXT,__text) external _thread_policy_set
0000000180a10890 (__TEXT,__text) external _thread_resume
0000000180a11da8 (__TEXT,__text) external _thread_sample
00000001809e443c (__TEXT,__text) external _thread_self_trap
00000001809e9460 (__TEXT,__text) external _thread_selfcounts
0000000180a11180 (__TEXT,__text) external _thread_set_exception_ports
0000000180a126a4 (__TEXT,__text) external _thread_set_mach_voucher
00000001809f024c (__TEXT,__text) external _thread_set_policy
0000000180a10e50 (__TEXT,__text) external _thread_set_special_port
0000000180a105cc (__TEXT,__text) external _thread_set_state
0000000180a1077c (__TEXT,__text) external _thread_suspend
0000000180a1158c (__TEXT,__text) external _thread_swap_exception_ports
0000000180a127c8 (__TEXT,__text) external _thread_swap_mach_voucher
00000001809ed71c (__TEXT,__text) external _thread_switch
0000000180a0fe70 (__TEXT,__text) external _thread_terminate
00000001809fd2c0 (__TEXT,__text) external _thread_wire
0000000180a16b90 (__TEXT,__const) non-external _times_now
00000001809e948c (__TEXT,__text) external _tracker_action
00000001809e94b8 (__TEXT,__text) external _truncate
00000001809e94e4 (__TEXT,__text) external _umask
00000001809e9510 (__TEXT,__text) external _undelete
00000001809e953c (__TEXT,__text) external _ungraftdmg
00000001809f8a24 (__TEXT,__text) external _unlink
00000001809eb68c (__TEXT,__text) external _unlinkat
00000001809e9568 (__TEXT,__text) external _unmount
00000001809e9594 (__TEXT,__text) external _usrctl
00000001809f0068 (__TEXT,__text) external _utimensat
00000001809e95c0 (__TEXT,__text) external _utimes
00000001809e95ec (__TEXT,__text) external _vfs_purge
00000001809fae04 (__TEXT,__text) external _vm_allocate
00000001809fd3f4 (__TEXT,__text) external _vm_allocate_cpm
0000000180a13798 (__TEXT,__text) external _vm_behavior_set
0000000180a13400 (__TEXT,__text) external _vm_copy
00000001809fae44 (__TEXT,__text) external _vm_deallocate
0000000180a12e8c (__TEXT,__text) external _vm_inherit
0000000182afa808 (__DATA,__common) external _vm_kernel_page_mask
0000000182afa810 (__DATA,__common) external _vm_kernel_page_shift
0000000182afa800 (__DATA,__common) external _vm_kernel_page_size
0000000180a13a50 (__TEXT,__text) external _vm_machine_attribute
00000001809fb130 (__TEXT,__text) external _vm_map
0000000180a13d44 (__TEXT,__text) external _vm_map_page_query
0000000180a13674 (__TEXT,__text) external _vm_msync
0000000182afa818 (__DATA,__common) external _vm_page_mask
0000000182afa820 (__DATA,__common) external _vm_page_shift
0000000182afa838 (__DATA,__common) external _vm_page_size
00000001809e9618 (__TEXT,__text) external _vm_pressure_monitor
00000001809fae48 (__TEXT,__text) external _vm_protect
00000001809fb3dc (__TEXT,__text) external _vm_purgable_control
00000001809fb2f4 (__TEXT,__text) external _vm_read
0000000180a1313c (__TEXT,__text) external _vm_read_list
0000000180a13520 (__TEXT,__text) external _vm_read_overwrite
0000000180a140c8 (__TEXT,__text) external _vm_region_64
0000000180a13eac (__TEXT,__text) external _vm_region_recurse_64
00000001809fb1cc (__TEXT,__text) external _vm_remap
00000001809fb260 (__TEXT,__text) external _vm_remap_new
00000001809fd188 (__TEXT,__text) external _vm_wire
0000000180a132c4 (__TEXT,__text) external _vm_write
00000001809e99e0 (__TEXT,__text) external _voucher_mach_msg_adopt
00000001809e99c4 (__TEXT,__text) external _voucher_mach_msg_clear
00000001809e9a00 (__TEXT,__text) external _voucher_mach_msg_revert
00000001809e99a4 (__TEXT,__text) external _voucher_mach_msg_set
0000000182afa7f0 (__DATA,__common) external _vprintf_stderr_func
00000001809e6ff0 (__TEXT,__text) external _wait4
00000001809e9644 (__TEXT,__text) external _waitid
00000001809e701c (__TEXT,__text) external _waitid$NOCANCEL
00000001809f91d0 (__TEXT,__text) external _work_interval_copy_port
00000001809f8ae4 (__TEXT,__text) external _work_interval_create
00000001809f8fb0 (__TEXT,__text) external _work_interval_destroy
00000001809f8bc0 (__TEXT,__text) external _work_interval_get_flags_from_port
00000001809f8d28 (__TEXT,__text) external _work_interval_instance_alloc
00000001809f8d80 (__TEXT,__text) external _work_interval_instance_clear
00000001809f8f30 (__TEXT,__text) external _work_interval_instance_finish
00000001809f8d94 (__TEXT,__text) external _work_interval_instance_free
00000001809f8e4c (__TEXT,__text) external _work_interval_instance_get_complexity
00000001809f8e1c (__TEXT,__text) external _work_interval_instance_get_deadline
00000001809f8e34 (__TEXT,__text) external _work_interval_instance_get_finish
00000001809f8e64 (__TEXT,__text) external _work_interval_instance_get_id
00000001809f8e04 (__TEXT,__text) external _work_interval_instance_get_start
00000001809f8e6c (__TEXT,__text) external _work_interval_instance_get_telemetry_data
00000001809f8dfc (__TEXT,__text) external _work_interval_instance_set_complexity
00000001809f8dec (__TEXT,__text) external _work_interval_instance_set_deadline
00000001809f8df4 (__TEXT,__text) external _work_interval_instance_set_finish
00000001809f8de4 (__TEXT,__text) external _work_interval_instance_set_start
00000001809f8e88 (__TEXT,__text) external _work_interval_instance_start
00000001809f8ed8 (__TEXT,__text) external _work_interval_instance_update
00000001809f9124 (__TEXT,__text) external _work_interval_join
00000001809f917c (__TEXT,__text) external _work_interval_join_port
00000001809f91bc (__TEXT,__text) external _work_interval_leave
00000001809f8c4c (__TEXT,__text) external _work_interval_notify
00000001809f8cc8 (__TEXT,__text) external _work_interval_notify_simple
00000001809e9670 (__TEXT,__text) external _write
00000001809e70cc (__TEXT,__text) external _write$NOCANCEL
00000001809e969c (__TEXT,__text) external _writev
00000001809e70f8 (__TEXT,__text) external _writev$NOCANCEL
