00007ffa1e013e3b (__TEXT,__text) non-external _DiToMD5
00007ffa1e000d2c (__TEXT,__text) external __ZThn24_N21IOTimerDispatchSource4initEv
00007ffa1e001788 (__TEXT,__text) external __ZThn24_N24IOBufferMemoryDescriptor4freeEv
00007ffa1e001708 (__TEXT,__text) external __ZThn24_N24IOBufferMemoryDescriptor4initEv
00007ffa1e0006ce (__TEXT,__text) external __ZThn24_N25IODataQueueDispatchSource4freeEv
00007ffa1e00054e (__TEXT,__text) external __ZThn24_N25IODataQueueDispatchSource4initEv
00007ffa1dfffa46 (__TEXT,__text) external __ZThn24_N25IOInterruptDispatchSource4freeEv
00007ffa1dfff9c6 (__TEXT,__text) external __ZThn24_N25IOInterruptDispatchSource4initEv
00007ffa1dfffe80 (__TEXT,__text) external __ZThn24_N35IOServiceNotificationDispatchSource4freeEv
00007ffa1dfffe28 (__TEXT,__text) external __ZThn24_N35IOServiceNotificationDispatchSource4initEv
00007ffa1e002ec4 (__TEXT,__text) external __ZThn24_N40IOServiceStateNotificationDispatchSource4freeEv
00007ffa1e002e76 (__TEXT,__text) external __ZThn24_N40IOServiceStateNotificationDispatchSource4initEv
00007ffa1e008078 (__TEXT,__text) external __ZThn24_N5OSSet4initEv
00007ffa1e0085a8 (__TEXT,__text) external __ZThn24_N6OSData4freeEv
00007ffa1e007b30 (__TEXT,__text) external __ZThn24_N7OSArray4freeEv
00007ffa1e00307c (__TEXT,__text) external __ZThn24_N8IOThread4freeEv
00007ffa1e003014 (__TEXT,__text) external __ZThn24_N8IOThread4initEv
00007ffa1e00121e (__TEXT,__text) external __ZThn24_N8OSAction4freeEv
00007ffa1e00249a (__TEXT,__text) external __ZThn24_N8OSBundle4freeEv
00007ffa1e002428 (__TEXT,__text) external __ZThn24_N8OSBundle4initEv
00007ffa1e0089d2 (__TEXT,__text) external __ZThn24_N8OSNumber4freeEv
00007ffa1dffee80 (__TEXT,__text) external __ZThn24_N8OSObject4freeEv
00007ffa1dffee6e (__TEXT,__text) external __ZThn24_N8OSObject4initEv
00007ffa1e008836 (__TEXT,__text) external __ZThn24_N8OSString4freeEv
00007ffa1e0029f4 (__TEXT,__text) external __ZThn24_N9IOCommand4freeEv
00007ffa1e002990 (__TEXT,__text) external __ZThn24_N9IOCommand4initEv
00007ffa1e001aae (__TEXT,__text) external __ZThn24_N9IOService4freeEv
00007ffa1e001998 (__TEXT,__text) external __ZThn24_N9IOService4initEv
00007ffa1e008a3c (__TEXT,__text) external __ZThn24_N9OSBoolean4freeEv
00007ffa1e002c22 (__TEXT,__text) external __ZThn40_N13IOCommandPool10getCommandEb
00007ffa1e002a7a (__TEXT,__text) external __ZThn40_N13IOCommandPool13initWithQueueEP15IODispatchQueue
00007ffa1e002ca6 (__TEXT,__text) external __ZThn40_N13IOCommandPool13returnCommandEP9IOCommand
00007ffa1e002d94 (__TEXT,__text) external __ZThn40_N13IOCommandPool15gatedGetCommandEPP9IOCommandb
00007ffa1e002e14 (__TEXT,__text) external __ZThn40_N13IOCommandPool18gatedReturnCommandEP9IOCommand
00007ffa1e002120 (__TEXT,__text) external __ZThn48_N12IOUserClient14ExternalMethodEyP27IOUserClientMethodArgumentsPK26IOUserClientMethodDispatchP8OSObjectPv
00007ffa1e0073a2 (__TEXT,__text) external __ZThn48_N12OSDictionary14ensureCapacityEj
00007ffa1e00745e (__TEXT,__text) external __ZThn48_N12OSDictionary15flushCollectionEv
00007ffa1e007a4e (__TEXT,__text) external __ZThn48_N7OSArray14ensureCapacityEj
00007ffa1e007ae2 (__TEXT,__text) external __ZThn48_N7OSArray15flushCollectionEv
00007ffa1e007280 (__TEXT,__text) external __ZThn48_NK12OSCollection14copyCollectionEP12OSDictionary
00007ffa1e007290 (__TEXT,__text) external __ZThn48_NK12OSCollection14iterateObjectsEU13block_pointerFbP8OSObjectE
00007ffa1e00738c (__TEXT,__text) external __ZThn48_NK12OSDictionary11getCapacityEv
00007ffa1e00788e (__TEXT,__text) external __ZThn48_NK12OSDictionary14iterateObjectsEU13block_pointerFbP8OSObjectE
00007ffa1e007370 (__TEXT,__text) external __ZThn48_NK12OSDictionary8getCountEv
00007ffa1e007a38 (__TEXT,__text) external __ZThn48_NK7OSArray11getCapacityEv
00007ffa1e007dea (__TEXT,__text) external __ZThn48_NK7OSArray14iterateObjectsEU13block_pointerFbP8OSObjectE
00007ffa1e007a1c (__TEXT,__text) external __ZThn48_NK7OSArray8getCountEv
00007ffa43add440 (__DATA,__bss) non-external __ZZL13noChannelNamevE4name
00007ffa43add448 (__DATA,__bss) non-external __ZZL13noChannelNamevE4once
                 (undefined) weak external __ZdlPv (from libc++)
                 (undefined) weak external __Znwm (from libc++)
00007ffa1dffed46 (__TEXT,__text) non-external ___IOUserServerMain_block_invoke
00007ffa1dffeda0 (__TEXT,__text) non-external ___IOUserServerMain_block_invoke_2
00007ffa1dffedfa (__TEXT,__text) non-external ___IOUserServerMain_block_invoke_3
00007ffa1e022a60 (__TEXT,__text) non-external ___IOUserServerMain_block_invoke_3.cold.1
00007ffa1e022a83 (__TEXT,__text) non-external ___IOUserServerMain_block_invoke_3.cold.2
00007ffa1e006065 (__TEXT,__text) non-external ___OSArrayApply_block_invoke
00007ffa1e0055f6 (__TEXT,__text) non-external ___OSDictionaryApply_block_invoke
00007ffa1e006aa4 (__TEXT,__text) non-external ____Z16OSSerializeEntryP15OSSerializationS0_17OSCollectionEntry_block_invoke
00007ffa1e006afc (__TEXT,__text) non-external ____Z16OSSerializeEntryP15OSSerializationS0_17OSCollectionEntry_block_invoke_2
00007ffa1e007164 (__TEXT,__text) non-external ____Z19OSObjectLogInternalP8OSObjectj_block_invoke
00007ffa1e00721b (__TEXT,__text) non-external ____Z19OSObjectLogInternalP8OSObjectj_block_invoke.35
00007ffa1e005ec5 (__TEXT,__text) non-external ____Z27OSCollectionEntryArrayApplyP15OSSerialization17OSCollectionEntryU13block_pointerFbmS0_S1_E_block_invoke
00007ffa1e011c8a (__TEXT,__text) non-external ____ZL13noChannelNamev_block_invoke
00007ffa1e0040ca (__TEXT,__text) non-external ____ZL15OSCopyInObjectsP18IOUserServer_IVarsP16IORPCMessageMachP12IORPCMessageb_block_invoke
00007ffa1e02319b (__TEXT,__text) non-external ____ZL15OSCopyInObjectsP18IOUserServer_IVarsP16IORPCMessageMachP12IORPCMessageb_block_invoke.cold.1
00007ffa1e008e68 (__TEXT,__text) non-external ____ZL19OSArrayContainerizeP7OSArray_block_invoke
00007ffa1e008e41 (__TEXT,__text) non-external ____ZL20OSArrayInternalApplyP7OSArrayjU13block_pointerFbmP15OSSerialization17OSCollectionEntryE_block_invoke
00007ffa1e008ce8 (__TEXT,__text) non-external ____ZL20OSDictionaryGetEntryP12OSDictionaryP8OSObjectPKcPm_block_invoke
00007ffa1e0237f4 (__TEXT,__text) non-external ____ZL20OSDictionaryGetEntryP12OSDictionaryP8OSObjectPKcPm_block_invoke.cold.1
00007ffa1e008f61 (__TEXT,__text) non-external ____ZL21OSArrayIterateObjectsP7OSArrayjU13block_pointerFbP8OSObjectE_block_invoke
00007ffa1e008b6c (__TEXT,__text) non-external ____ZL24OSDictionaryContainerizeP12OSDictionary_block_invoke
00007ffa1e008cb7 (__TEXT,__text) non-external ____ZL25OSDictionaryInternalApplyP12OSDictionaryU13block_pointerFbmP15OSSerialization17OSCollectionEntryS3_E_block_invoke
00007ffa1e008eb1 (__TEXT,__text) non-external ____ZL26OSDictionaryIterateObjectsP12OSDictionaryU13block_pointerFbP8OSObjectS2_E_block_invoke
00007ffa1e00435b (__TEXT,__text) non-external ____ZL31IOInterruptDispatchSourceThreadPv_block_invoke
00007ffa1e0231be (__TEXT,__text) non-external ____ZL31IOInterruptDispatchSourceThreadPv_block_invoke.cold.1
00007ffa1e008e88 (__TEXT,__text) non-external ____ZL32OSCollectionEntryDictionaryApplyP15OSSerialization17OSCollectionEntryU13block_pointerFbmS0_S1_S1_E_block_invoke
00007ffa1e0040e7 (__TEXT,__text) non-external ____ZL8LockTesti_block_invoke
00007ffa1e004139 (__TEXT,__text) non-external ____ZL8LockTesti_block_invoke.171
00007ffa1e0041b0 (__TEXT,__text) non-external ____ZL8LockTesti_block_invoke.173
00007ffa1e013cc0 (__TEXT,__text) non-external ____ZL8deepcopyP12OSDictionary_block_invoke
00007ffa1e010b78 (__TEXT,__text) non-external ____ZN10IOReporter16updateAllReportsEP12OSCollectionP6OSDatajPjyyP18IOMemoryDescriptor_block_invoke
00007ffa1e0107c7 (__TEXT,__text) non-external ____ZN10IOReporter19configureAllReportsEP12OSCollectionP6OSDatajPj_block_invoke
00007ffa1e00769f (__TEXT,__text) non-external ____ZN12OSDictionary5mergeEPKS__block_invoke
00007ffa1e002be4 (__TEXT,__text) non-external ____ZN13IOCommandPool10getCommandEb_block_invoke
00007ffa1e002c85 (__TEXT,__text) non-external ____ZN13IOCommandPool13returnCommandEP9IOCommand_block_invoke
00007ffa1e022f25 (__TEXT,__text) non-external ____ZN13IOCommandPool13returnCommandEP9IOCommand_block_invoke.cold.1
00007ffa1dfff566 (__TEXT,__text) non-external ____ZN15IODispatchQueue14DispatchSync_fEPvPFvS0_E_block_invoke
00007ffa1dfff36c (__TEXT,__text) non-external ____ZN15IODispatchQueue15DispatchAsync_fEPvPFvS0_E_block_invoke
00007ffa1dfff46f (__TEXT,__text) non-external ____ZN15IODispatchQueue20DispatchConcurrent_fEPvPFvS0_E_block_invoke
00007ffa1dffefd2 (__TEXT,__text) non-external ____ZN15IODispatchQueue6CancelEU13block_pointerFvvE_block_invoke
00007ffa1dfff8c0 (__TEXT,__text) non-external ____ZN15IODispatchQueue9RunActionEU13block_pointerFivE_block_invoke
00007ffa1dffd36a (__TEXT,__text) non-external ____ZN15OSMetaClassBase6InvokeE5IORPC_block_invoke
00007ffa1e000e2e (__TEXT,__text) non-external ____ZN21IOTimerDispatchSource11Cancel_ImplEU13block_pointerFvvE_block_invoke
00007ffa1e000bfb (__TEXT,__text) non-external ____ZN21IOTimerDispatchSource11Create_ImplEP15IODispatchQueuePPS__block_invoke
00007ffa1e00101e (__TEXT,__text) non-external ____ZN21IOTimerDispatchSource15WakeAtTime_ImplEyyy_block_invoke
00007ffa1dfffcf8 (__TEXT,__text) non-external ____ZN25IOInterruptDispatchSource11Cancel_ImplEU13block_pointerFvvE_block_invoke
00007ffa1dfffb17 (__TEXT,__text) non-external ____ZN25IOInterruptDispatchSource28SetEnableWithCompletion_ImplEbU13block_pointerFvvE_block_invoke
00007ffa1dffff8c (__TEXT,__text) non-external ____ZN35IOServiceNotificationDispatchSource11Cancel_ImplEU13block_pointerFvvE_block_invoke
00007ffa1e0000c1 (__TEXT,__text) non-external ____ZN35IOServiceNotificationDispatchSource20DeliverNotificationsEU13block_pointerFvyP9IOServiceyE_block_invoke
00007ffa1e022c27 (__TEXT,__text) non-external ____ZN35IOServiceNotificationDispatchSource20DeliverNotificationsEU13block_pointerFvyP9IOServiceyE_block_invoke.cold.1
00007ffa1e022c4a (__TEXT,__text) non-external ____ZN35IOServiceNotificationDispatchSource20DeliverNotificationsEU13block_pointerFvyP9IOServiceyE_block_invoke.cold.2
00007ffa1dffff0d (__TEXT,__text) non-external ____ZN35IOServiceNotificationDispatchSource28SetEnableWithCompletion_ImplEbU13block_pointerFvvE_block_invoke
00007ffa1e002fcf (__TEXT,__text) non-external ____ZN40IOServiceStateNotificationDispatchSource11Cancel_ImplEU13block_pointerFvvE_block_invoke
00007ffa1e002f50 (__TEXT,__text) non-external ____ZN40IOServiceStateNotificationDispatchSource28SetEnableWithCompletion_ImplEbU13block_pointerFvvE_block_invoke
00007ffa1e0080ea (__TEXT,__text) non-external ____ZN5OSSet5mergeEPK7OSArray_block_invoke
00007ffa1e007cc4 (__TEXT,__text) non-external ____ZN7OSArray5mergeEPKS__block_invoke
00007ffa1e0012a8 (__TEXT,__text) non-external ____ZN8OSAction6CancelEU13block_pointerFvvE_block_invoke
00007ffa1e001c20 (__TEXT,__text) non-external ____ZN9IOService9Stop_ImplEPS__block_invoke
00007ffa1e00787e (__TEXT,__text) non-external ____ZNK12OSDictionary14iterateObjectsEU13block_pointerFbP8OSObjectE_block_invoke
00007ffa1e0077ad (__TEXT,__text) non-external ____ZNK12OSDictionary9isEqualToEPKS_PK12OSCollection_block_invoke
00007ffa1e0076cc (__TEXT,__text) non-external ____ZNK12OSDictionary9isEqualToEPKS__block_invoke
00007ffa1e007e8c (__TEXT,__text) non-external ____ZNK7OSArray20getNextIndexOfObjectEPK15OSMetaClassBasej_block_invoke
00007ffa1e007cf6 (__TEXT,__text) non-external ____ZNK7OSArray9isEqualToEPKS__block_invoke
                 (undefined) weak external ____chkstk_darwin (from libSystem)
00007ffa1e021d1c (__TEXT,__text) external ___assert_rtn
00007ffa4193af68 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00007ffa4193b718 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00007ffa4193c480 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00007ffa4193c888 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00007ffa4193c4b0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.1
00007ffa4193b1d8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.106
00007ffa4193b1f8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.107
00007ffa4193b228 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.108
00007ffa4193b258 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.110
00007ffa4193b288 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.122
00007ffa4193b2a8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.135
00007ffa4193b2d8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.136
00007ffa4193b2f8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.138
00007ffa4193b328 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.139
00007ffa4193b618 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.147
00007ffa4193b658 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.169
00007ffa4193b688 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.172
00007ffa4193b6b8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.174
00007ffa4193b748 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.18
00007ffa4193b6e8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.184
00007ffa4193b778 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.20
00007ffa4193c5e0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.23
00007ffa4193b7a8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.26
00007ffa4193b7c8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.27
00007ffa4193b7e8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.34
00007ffa4193b818 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.38
00007ffa4193b848 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.47
00007ffa4193b878 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.48
00007ffa4193b8a8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.49
00007ffa4193b8d8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.50
00007ffa4193b908 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.51
00007ffa4193b938 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.52
00007ffa4193b968 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.53
00007ffa4193b998 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.54
00007ffa4193c2b8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.57
00007ffa4193c2d8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.59
00007ffa4193c308 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.62
00007ffa4193c338 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.63
00007ffa4193c368 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.64
00007ffa4193c388 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.68
00007ffa4193c3b8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.70
00007ffa4193c3e8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.71
00007ffa4193af98 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.73
00007ffa4193afc8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.74
00007ffa4193aff8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.75
00007ffa4193b028 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.78
00007ffa4193b058 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.85
00007ffa4193b078 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.86
00007ffa4193b098 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.87
00007ffa4193b0b8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.92
00007ffa4193b0e8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.93
00007ffa4193b118 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.94
00007ffa4193b148 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.95
00007ffa4193b178 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.96
00007ffa4193b1a8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.98
00007ffa4193b638 (__DATA_CONST,__const) non-external ___block_literal_global
00007ffa4193c600 (__DATA_CONST,__const) non-external ___block_literal_global
                 (undefined) external ___bzero (from libSystem)
00007ffa1dffbdf0 (__TEXT,__text) non-external (was a private external) ___chkstk_darwin
00007ffa1dffbe10 (__TEXT,__text) non-external (was a private external) ___chkstk_darwin_llvm_probe
00007ffa1dfff038 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32b
00007ffa1dfff8e2 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32b40r
00007ffa1e013d58 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32c33_ZTS11OSSharedPtrI12OSDictionaryE
00007ffa1e001064 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32r
00007ffa1dffd3f5 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32r40c28_ZTS11OSSharedPtrI8OSActionE
00007ffa1e0071b8 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32r40r
00007ffa1e01089c (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32r40r48r
00007ffa1e010c78 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32r40r48r56r64r
                 (undefined) external ___cxa_pure_virtual (from libc++)
00007ffa1dfff04f (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32b
00007ffa1dfff91a (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32b40r
00007ffa1e013d75 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32c33_ZTS11OSSharedPtrI12OSDictionaryE
00007ffa1e00107b (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32r
00007ffa1dffd430 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32r40c28_ZTS11OSSharedPtrI8OSActionE
00007ffa1e0071f0 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32r40r
00007ffa1e0108e6 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32r40r48r
00007ffa1e010ce6 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32r40r48r56r64r
                 (undefined) external ___error (from libSystem)
                 (undefined) external ___memcpy_chk (from libSystem)
                 (undefined) external ___stack_chk_fail (from libSystem)
                 (undefined) external ___stack_chk_guard (from libSystem)
                 (undefined) external ___stderrp (from libSystem)
                 (undefined) external __dispatch_queue_attr_concurrent (from libSystem)
                 (undefined) external __dispatch_source_type_timer (from libSystem)
                 (undefined) external __dyld_get_image_header (from libSystem)
                 (undefined) external __dyld_get_image_name (from libSystem)
                 (undefined) external __dyld_image_count (from libSystem)
                 (undefined) external __os_log_default (from libSystem)
                 (undefined) external __os_log_impl (from libSystem)
                 (undefined) external _abort (from libSystem)
00007ffa1dffb711 (__TEXT,__text) external _absolutetime_to_nanoseconds
00007ffa1e021c82 (__TEXT,__text) non-external _absolutetime_to_nanoseconds.cold.1
00007ffa1e014579 (__TEXT,__text) external _aes_decrypt
00007ffa1e014943 (__TEXT,__text) external _aes_decrypt_aad_gcm
00007ffa1e0144b0 (__TEXT,__text) external _aes_decrypt_cbc
00007ffa1e0149d2 (__TEXT,__text) external _aes_decrypt_finalize_gcm
00007ffa1e014989 (__TEXT,__text) external _aes_decrypt_gcm
00007ffa1e014a48 (__TEXT,__text) external _aes_decrypt_get_ctx_size_gcm
00007ffa1e014910 (__TEXT,__text) external _aes_decrypt_inc_iv_gcm
00007ffa1e014470 (__TEXT,__text) external _aes_decrypt_key
00007ffa1e023e75 (__TEXT,__text) non-external _aes_decrypt_key.cold.1
00007ffa1e0145a2 (__TEXT,__text) external _aes_decrypt_key128
00007ffa1e0145c6 (__TEXT,__text) external _aes_decrypt_key256
00007ffa1e0147f8 (__TEXT,__text) external _aes_decrypt_key_gcm
00007ffa1e01483f (__TEXT,__text) external _aes_decrypt_key_with_iv_gcm
00007ffa1e0148e0 (__TEXT,__text) external _aes_decrypt_reset_gcm
00007ffa1e014889 (__TEXT,__text) external _aes_decrypt_set_iv_gcm
00007ffa1e014459 (__TEXT,__text) external _aes_encrypt
00007ffa1e014712 (__TEXT,__text) external _aes_encrypt_aad_gcm
00007ffa1e014390 (__TEXT,__text) external _aes_encrypt_cbc
00007ffa1e0147a1 (__TEXT,__text) external _aes_encrypt_finalize_gcm
00007ffa1e014758 (__TEXT,__text) external _aes_encrypt_gcm
00007ffa1e014a29 (__TEXT,__text) external _aes_encrypt_get_ctx_size_gcm
00007ffa1e0146df (__TEXT,__text) external _aes_encrypt_inc_iv_gcm
00007ffa1e014350 (__TEXT,__text) external _aes_encrypt_key
00007ffa1e023e57 (__TEXT,__text) non-external _aes_encrypt_key.cold.1
00007ffa1e014590 (__TEXT,__text) external _aes_encrypt_key128
00007ffa1e0145b4 (__TEXT,__text) external _aes_encrypt_key256
00007ffa1e0145d8 (__TEXT,__text) external _aes_encrypt_key_gcm
00007ffa1e01461f (__TEXT,__text) external _aes_encrypt_key_with_iv_gcm
00007ffa1e0146af (__TEXT,__text) external _aes_encrypt_reset_gcm
00007ffa1e014669 (__TEXT,__text) external _aes_encrypt_set_iv_gcm
                 (undefined) external _arc4random_buf (from libSystem)
                 (undefined) external _calloc (from libSystem)
                 (undefined) external _ccaes_cbc_decrypt_mode (from libSystem)
                 (undefined) external _ccaes_cbc_encrypt_mode (from libSystem)
                 (undefined) external _ccaes_gcm_decrypt_mode (from libSystem)
                 (undefined) external _ccaes_gcm_encrypt_mode (from libSystem)
                 (undefined) external _cccbc_init (from libSystem)
                 (undefined) external _cccbc_set_iv (from libSystem)
                 (undefined) external _cccbc_update (from libSystem)
                 (undefined) external _ccdigest_init (from libSystem)
                 (undefined) external _ccdigest_update (from libSystem)
                 (undefined) external _ccgcm_aad (from libSystem)
                 (undefined) external _ccgcm_finalize (from libSystem)
                 (undefined) external _ccgcm_inc_iv (from libSystem)
                 (undefined) external _ccgcm_init (from libSystem)
                 (undefined) external _ccgcm_init_with_iv (from libSystem)
                 (undefined) external _ccgcm_reset (from libSystem)
                 (undefined) external _ccgcm_set_iv (from libSystem)
                 (undefined) external _ccgcm_update (from libSystem)
                 (undefined) external _ccmd5_di (from libSystem)
                 (undefined) external _ccsha1_di (from libSystem)
00007ffa1dffb767 (__TEXT,__text) external _clock_get_calendar_microtime
00007ffa1e021cc8 (__TEXT,__text) non-external _clock_get_calendar_microtime.cold.1
00007ffa1dffb724 (__TEXT,__text) external _clock_get_calendar_nanotime
00007ffa1e021ca5 (__TEXT,__text) non-external _clock_get_calendar_nanotime.cold.1
00007ffa1dffb7c0 (__TEXT,__text) external _clock_get_system_nanotime
00007ffa1e021ceb (__TEXT,__text) non-external _clock_get_system_nanotime.cold.1
                 (undefined) external _clock_gettime (from libSystem)
                 (undefined) external _clock_gettime_nsec_np (from libSystem)
00007ffa1dffb806 (__TEXT,__text) external _clock_interval_to_deadline
                 (undefined) external _close (from libSystem)
00007ffa1dffab94 (__TEXT,__text) external _crc32
                 (undefined) external _csr_check (from libSystem)
                 (undefined) external _dispatch_activate (from libSystem)
                 (undefined) external _dispatch_async (from libSystem)
                 (undefined) external _dispatch_async_f (from libSystem)
                 (undefined) external _dispatch_get_specific (from libSystem)
                 (undefined) external _dispatch_group_async (from libSystem)
                 (undefined) external _dispatch_group_create (from libSystem)
                 (undefined) external _dispatch_group_wait (from libSystem)
                 (undefined) external _dispatch_mach_cancel (from libSystem)
                 (undefined) external _dispatch_mach_connect (from libSystem)
                 (undefined) external _dispatch_mach_create_f (from libSystem)
                 (undefined) external _dispatch_mach_msg_get_msg (from libSystem)
                 (undefined) external _dispatch_main (from libSystem)
                 (undefined) external _dispatch_once (from libSystem)
                 (undefined) external _dispatch_queue_create (from libSystem)
                 (undefined) external _dispatch_queue_create_with_target$V2 (from libSystem)
                 (undefined) external _dispatch_queue_get_label (from libSystem)
                 (undefined) external _dispatch_queue_set_specific (from libSystem)
                 (undefined) external _dispatch_release (from libSystem)
                 (undefined) external _dispatch_resume (from libSystem)
                 (undefined) external _dispatch_source_cancel (from libSystem)
                 (undefined) external _dispatch_source_create (from libSystem)
                 (undefined) external _dispatch_source_set_cancel_handler (from libSystem)
                 (undefined) external _dispatch_source_set_event_handler (from libSystem)
                 (undefined) external _dispatch_source_set_timer (from libSystem)
                 (undefined) external _dispatch_sync (from libSystem)
                 (undefined) external _dispatch_workloop_create_inactive (from libSystem)
                 (undefined) external _dispatch_workloop_set_scheduler_priority (from libSystem)
                 (undefined) external _dladdr (from libSystem)
                 (undefined) external _dlclose (from libSystem)
                 (undefined) external _dlerror (from libSystem)
                 (undefined) external _dlopen (from libSystem)
                 (undefined) external _dyld_get_program_sdk_version (from libSystem)
                 (undefined) external _exit (from libSystem)
                 (undefined) external _fprintf (from libSystem)
                 (undefined) external _free (from libSystem)
                 (undefined) external _fstat$INODE64 (from libSystem)
00007ffa43adbec0 (__DATA,__common) external _gIOBufferMemoryDescriptorMetaClass
00007ffa4193fea0 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOBufferMemoryDescriptor_Declaration
00007ffa43adbec8 (__DATA,__common) external _gIOCommandMetaClass
00007ffa43adbed0 (__DATA,__common) external _gIOCommandPoolMetaClass
00007ffa4193feb0 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOCommandPool_Declaration
00007ffa4193fea8 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOCommand_Declaration
00007ffa43adbea8 (__DATA,__common) external _gIODKDebug
00007ffa43adbed8 (__DATA,__common) external _gIODMACommandMetaClass
00007ffa4193feb8 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIODMACommand_Declaration
00007ffa43adbee0 (__DATA,__common) external _gIODataQueueDispatchSourceMetaClass
00007ffa4193fec0 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIODataQueueDispatchSource_Declaration
00007ffa43adbee8 (__DATA,__common) external _gIODispatchQueueMetaClass
00007ffa4193fec8 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIODispatchQueue_Declaration
00007ffa43adbef0 (__DATA,__common) external _gIODispatchSourceMetaClass
00007ffa4193fed0 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIODispatchSource_Declaration
00007ffa43adbef8 (__DATA,__common) external _gIOEventLinkMetaClass
00007ffa4193fed8 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOEventLink_Declaration
00007ffa43adbf30 (__DATA,__common) external _gIOHistogramReporterMetaClass
