00007ffa19ff6b5b (__TEXT,__text) non-external _DiToMD5
00007ffa1a006ca7 (__TEXT,__text) non-external ___IOUserServerMain_block_invoke_3.cold.1
00007ffa1a006cca (__TEXT,__text) non-external ___IOUserServerMain_block_invoke_3.cold.2
00007ffa19fe8200 (__TEXT,__text) non-external ___OSArrayApply_block_invoke
00007ffa19fe78c3 (__TEXT,__text) non-external ___OSDictionaryApply_block_invoke
00007ffa1a0076be (__TEXT,__text) non-external ___OSDictionaryApply_block_invoke.cold.1
00007ffa1a0076e1 (__TEXT,__text) non-external ___OSDictionaryApply_block_invoke.cold.2
00007ffa19fe7133 (__TEXT,__text) non-external ___OSStringCreate_block_invoke
00007ffa19fe8d31 (__TEXT,__text) non-external ____Z16OSSerializeEntryP15OSSerializationS0_17OSCollectionEntry_block_invoke
00007ffa19fe8d89 (__TEXT,__text) non-external ____Z16OSSerializeEntryP15OSSerializationS0_17OSCollectionEntry_block_invoke_2
00007ffa19fe93f0 (__TEXT,__text) non-external ____Z19OSObjectLogInternalP8OSObjectj_block_invoke
00007ffa19fe94a7 (__TEXT,__text) non-external ____Z19OSObjectLogInternalP8OSObjectj_block_invoke.39
00007ffa19ff488a (__TEXT,__text) non-external ____ZL13noChannelNamev_block_invoke
00007ffa19fe60a8 (__TEXT,__text) non-external ____ZL15OSCopyInObjectsP18IOUserServer_IVarsP16IORPCMessageMachP12IORPCMessageb_block_invoke
00007ffa1a00744b (__TEXT,__text) non-external ____ZL15OSCopyInObjectsP18IOUserServer_IVarsP16IORPCMessageMachP12IORPCMessageb_block_invoke.cold.1
00007ffa19fdd64f (__TEXT,__text) non-external ____ZL18isFirstPartyDriverv_block_invoke
00007ffa19feb099 (__TEXT,__text) non-external ____ZL19OSArrayContainerizeP7OSArray_block_invoke
00007ffa19feb191 (__TEXT,__text) non-external ____ZL20OSArrayInternalApplyP7OSArrayjU13block_pointerFbmP15OSSerialization17OSCollectionEntryE_block_invoke
00007ffa19feaf1e (__TEXT,__text) non-external ____ZL20OSDictionaryGetEntryP12OSDictionaryP8OSObjectPKcPm_block_invoke
00007ffa1a007b64 (__TEXT,__text) non-external ____ZL20OSDictionaryGetEntryP12OSDictionaryP8OSObjectPKcPm_block_invoke.cold.1
00007ffa19feb2b0 (__TEXT,__text) non-external ____ZL21OSArrayIterateObjectsP7OSArrayjU13block_pointerFbP8OSObjectE_block_invoke
00007ffa19feada2 (__TEXT,__text) non-external ____ZL24OSDictionaryContainerizeP12OSDictionary_block_invoke
00007ffa19feaeed (__TEXT,__text) non-external ____ZL25OSDictionaryInternalApplyP12OSDictionaryU13block_pointerFbmP15OSSerialization17OSCollectionEntryS3_E_block_invoke
00007ffa19feb200 (__TEXT,__text) non-external ____ZL26OSDictionaryIterateObjectsP12OSDictionaryU13block_pointerFbP8OSObjectS2_E_block_invoke
00007ffa19feb1e1 (__TEXT,__text) non-external ____ZL27OSCollectionEntryArrayApplyP15OSSerialization17OSCollectionEntryU13block_pointerFbmS0_S1_E_block_invoke
00007ffa19fe6357 (__TEXT,__text) non-external ____ZL31IOInterruptDispatchSourceThreadPv_block_invoke
00007ffa19feb1b8 (__TEXT,__text) non-external ____ZL32OSCollectionEntryDictionaryApplyP15OSSerialization17OSCollectionEntryU13block_pointerFbmS0_S1_S1_E_block_invoke
00007ffa19fe60c5 (__TEXT,__text) non-external ____ZL8LockTesti_block_invoke
00007ffa19fe6117 (__TEXT,__text) non-external ____ZL8LockTesti_block_invoke.173
00007ffa19fe618e (__TEXT,__text) non-external ____ZL8LockTesti_block_invoke.175
00007ffa19ff69d8 (__TEXT,__text) non-external ____ZL8deepcopyP12OSDictionary_block_invoke
00007ffa19ff3778 (__TEXT,__text) non-external ____ZN10IOReporter16updateAllReportsEP12OSCollectionP6OSDatajPjyyP18IOMemoryDescriptor_block_invoke
00007ffa19ff33c7 (__TEXT,__text) non-external ____ZN10IOReporter19configureAllReportsEP12OSCollectionP6OSDatajPj_block_invoke
00007ffa19fe992b (__TEXT,__text) non-external ____ZN12OSDictionary5mergeEPKS__block_invoke
00007ffa19fe4ba4 (__TEXT,__text) non-external ____ZN13IOCommandPool10getCommandEb_block_invoke
00007ffa19fe4c45 (__TEXT,__text) non-external ____ZN13IOCommandPool13returnCommandEP9IOCommand_block_invoke
00007ffa1a0071d5 (__TEXT,__text) non-external ____ZN13IOCommandPool13returnCommandEP9IOCommand_block_invoke.cold.1
00007ffa19fe11f0 (__TEXT,__text) non-external ____ZN15IODispatchQueue14DispatchSync_fEPvPFvS0_E_block_invoke
00007ffa19fe0ff6 (__TEXT,__text) non-external ____ZN15IODispatchQueue15DispatchAsync_fEPvPFvS0_E_block_invoke
00007ffa19fe10f9 (__TEXT,__text) non-external ____ZN15IODispatchQueue20DispatchConcurrent_fEPvPFvS0_E_block_invoke
00007ffa19fe0c5c (__TEXT,__text) non-external ____ZN15IODispatchQueue6CancelEU13block_pointerFvvE_block_invoke
00007ffa19fe1622 (__TEXT,__text) non-external ____ZN15IODispatchQueue9RunActionEU13block_pointerFivE_block_invoke
00007ffa19fdef54 (__TEXT,__text) non-external ____ZN15OSMetaClassBase6InvokeE5IORPC_block_invoke
00007ffa19fe2d8e (__TEXT,__text) non-external ____ZN21IOTimerDispatchSource11Cancel_ImplEU13block_pointerFvvE_block_invoke
00007ffa19fe2b33 (__TEXT,__text) non-external ____ZN21IOTimerDispatchSource11Create_ImplEP15IODispatchQueuePPS__block_invoke
00007ffa19fe2be0 (__TEXT,__text) non-external ____ZN21IOTimerDispatchSource11Create_ImplEP15IODispatchQueuePPS__block_invoke_2
00007ffa19fe2f4e (__TEXT,__text) non-external ____ZN21IOTimerDispatchSource15WakeAtTime_ImplEyyy_block_invoke
00007ffa19fe1a9b (__TEXT,__text) non-external ____ZN25IOInterruptDispatchSource11Cancel_ImplEU13block_pointerFvvE_block_invoke
00007ffa19fe1879 (__TEXT,__text) non-external ____ZN25IOInterruptDispatchSource28SetEnableWithCompletion_ImplEbU13block_pointerFvvE_block_invoke
00007ffa19fe1d2e (__TEXT,__text) non-external ____ZN35IOServiceNotificationDispatchSource11Cancel_ImplEU13block_pointerFvvE_block_invoke
00007ffa19fe1e63 (__TEXT,__text) non-external ____ZN35IOServiceNotificationDispatchSource20DeliverNotificationsEU13block_pointerFvyP9IOServiceyE_block_invoke
00007ffa1a006ed7 (__TEXT,__text) non-external ____ZN35IOServiceNotificationDispatchSource20DeliverNotificationsEU13block_pointerFvyP9IOServiceyE_block_invoke.cold.1
00007ffa1a006efa (__TEXT,__text) non-external ____ZN35IOServiceNotificationDispatchSource20DeliverNotificationsEU13block_pointerFvyP9IOServiceyE_block_invoke.cold.2
00007ffa19fe1caf (__TEXT,__text) non-external ____ZN35IOServiceNotificationDispatchSource28SetEnableWithCompletion_ImplEbU13block_pointerFvvE_block_invoke
00007ffa19fe4f95 (__TEXT,__text) non-external ____ZN40IOServiceStateNotificationDispatchSource11Cancel_ImplEU13block_pointerFvvE_block_invoke
00007ffa19fe4f16 (__TEXT,__text) non-external ____ZN40IOServiceStateNotificationDispatchSource28SetEnableWithCompletion_ImplEbU13block_pointerFvvE_block_invoke
00007ffa19fea376 (__TEXT,__text) non-external ____ZN5OSSet5mergeEPK7OSArray_block_invoke
00007ffa19fe9f50 (__TEXT,__text) non-external ____ZN7OSArray5mergeEPKS__block_invoke
00007ffa19fe31f8 (__TEXT,__text) non-external ____ZN8OSAction6CancelEU13block_pointerFvvE_block_invoke
00007ffa19fe73d2 (__TEXT,__text) non-external ____ZN8OSString4freeEv_block_invoke
00007ffa19fe3b60 (__TEXT,__text) non-external ____ZN9IOService9Stop_ImplEPS__block_invoke
00007ffa19fe9b0a (__TEXT,__text) non-external ____ZNK12OSDictionary14iterateObjectsEU13block_pointerFbP8OSObjectE_block_invoke
00007ffa19fe9a39 (__TEXT,__text) non-external ____ZNK12OSDictionary9isEqualToEPKS_PK12OSCollection_block_invoke
00007ffa19fe9958 (__TEXT,__text) non-external ____ZNK12OSDictionary9isEqualToEPKS__block_invoke
00007ffa19fea118 (__TEXT,__text) non-external ____ZNK7OSArray20getNextIndexOfObjectEPK15OSMetaClassBasej_block_invoke
00007ffa19fe9f82 (__TEXT,__text) non-external ____ZNK7OSArray9isEqualToEPKS__block_invoke
                 (undefined) weak external ____chkstk_darwin (from libSystem)
00007ffa1a005e44 (__TEXT,__text) external ___assert_rtn
00007ffa41e6f988 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00007ffa41e6f9c8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00007ffa41e70198 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00007ffa41e70f40 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00007ffa41e712a8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00007ffa41e70f70 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.1
00007ffa41e6fc38 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.107
00007ffa41e6fc58 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.108
00007ffa41e6fc78 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.109
00007ffa41e6fca8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.110
00007ffa41e6fcd8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.112
00007ffa41e6fd08 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.123
00007ffa41e6fd28 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.137
00007ffa41e6fd58 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.138
00007ffa41e6fd78 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.140
00007ffa41e6fda8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.141
00007ffa41e70098 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.151
00007ffa41e701b8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.16
00007ffa41e700d8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.171
00007ffa41e70108 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.174
00007ffa41e70138 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.176
00007ffa41e70168 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.187
00007ffa41e701d8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.22
00007ffa41e710a0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.23
00007ffa41e70208 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.24
00007ffa41e70238 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.30
00007ffa41e70258 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.31
00007ffa41e70278 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.38
00007ffa41e702a8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.42
00007ffa41e702d8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.51
00007ffa41e70308 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.52
00007ffa41e70338 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.53
00007ffa41e70368 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.54
00007ffa41e70398 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.55
00007ffa41e703c8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.56
00007ffa41e703f8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.57
00007ffa41e70428 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.58
00007ffa41e70d48 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.62
00007ffa41e70d68 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.64
00007ffa41e70d98 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.67
00007ffa41e70dc8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.69
00007ffa41e70de8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.71
00007ffa41e6f9f8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.74
00007ffa41e6fa28 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.75
00007ffa41e70e18 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.75
00007ffa41e6fa58 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.76
00007ffa41e70e48 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.76
00007ffa41e70e78 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.78
00007ffa41e6fa88 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.79
00007ffa41e70ea8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.79
00007ffa41e6fab8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.86
00007ffa41e6fad8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.87
00007ffa41e6faf8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.88
00007ffa41e6fb18 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.92
00007ffa41e6fb48 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.93
00007ffa41e6fb78 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.94
00007ffa41e6fba8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.95
00007ffa41e6fbd8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.96
00007ffa41e6fc08 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.98
00007ffa41e6f9a8 (__DATA_CONST,__const) non-external ___block_literal_global
00007ffa41e700b8 (__DATA_CONST,__const) non-external ___block_literal_global
00007ffa41e710c0 (__DATA_CONST,__const) non-external ___block_literal_global
                 (undefined) external ___bzero (from libSystem)
00007ffa19fdd700 (__TEXT,__text) non-external (was a private external) ___chkstk_darwin
00007ffa19fdd720 (__TEXT,__text) non-external (was a private external) ___chkstk_darwin_llvm_probe
00007ffa19fe0cc2 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32b
00007ffa19fe1644 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32b40r
00007ffa19ff6a70 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32c33_ZTS11OSSharedPtrI12OSDictionaryE
00007ffa19fe2fb0 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32r
00007ffa19fdefdf (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32r40c28_ZTS11OSSharedPtrI8OSActionE
00007ffa19fe9444 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32r40r
00007ffa19ff349c (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32r40r48r
00007ffa19ff3878 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32r40r48r56r64r
                 (undefined) external ___cxa_pure_virtual (from libc++)
00007ffa19fe0cd9 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32b
00007ffa19fe167c (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32b40r
00007ffa19ff6a8d (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32c33_ZTS11OSSharedPtrI12OSDictionaryE
00007ffa19fe2fc7 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32r
00007ffa19fdf01a (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32r40c28_ZTS11OSSharedPtrI8OSActionE
00007ffa19fe947c (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32r40r
00007ffa19ff34e6 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32r40r48r
00007ffa19ff38e6 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32r40r48r56r64r
                 (undefined) external ___error (from libSystem)
                 (undefined) external ___memcpy_chk (from libSystem)
                 (undefined) external ___stack_chk_fail (from libSystem)
                 (undefined) external ___stack_chk_guard (from libSystem)
                 (undefined) external ___stderrp (from libSystem)
                 (undefined) external __dispatch_queue_attr_concurrent (from libSystem)
                 (undefined) external __dispatch_source_type_timer (from libSystem)
                 (undefined) external __dyld_get_image_header (from libSystem)
                 (undefined) external __dyld_get_image_name (from libSystem)
                 (undefined) external __dyld_image_count (from libSystem)
                 (undefined) external __os_log_default (from libSystem)
                 (undefined) external __os_log_impl (from libSystem)
                 (undefined) external _abort (from libSystem)
00007ffa19fdd0d6 (__TEXT,__text) external _absolutetime_to_continuoustime
00007ffa19fdcf9b (__TEXT,__text) external _absolutetime_to_nanoseconds
00007ffa1a005db2 (__TEXT,__text) non-external _absolutetime_to_nanoseconds.cold.1
00007ffa19ff72a9 (__TEXT,__text) external _aes_decrypt
00007ffa19ff7673 (__TEXT,__text) external _aes_decrypt_aad_gcm
00007ffa19ff71e0 (__TEXT,__text) external _aes_decrypt_cbc
00007ffa19ff7702 (__TEXT,__text) external _aes_decrypt_finalize_gcm
00007ffa19ff76b9 (__TEXT,__text) external _aes_decrypt_gcm
00007ffa19ff7778 (__TEXT,__text) external _aes_decrypt_get_ctx_size_gcm
00007ffa19ff7640 (__TEXT,__text) external _aes_decrypt_inc_iv_gcm
00007ffa19ff71a0 (__TEXT,__text) external _aes_decrypt_key
00007ffa1a008180 (__TEXT,__text) non-external _aes_decrypt_key.cold.1
00007ffa19ff72d2 (__TEXT,__text) external _aes_decrypt_key128
00007ffa19ff72f6 (__TEXT,__text) external _aes_decrypt_key256
00007ffa19ff7528 (__TEXT,__text) external _aes_decrypt_key_gcm
00007ffa19ff756f (__TEXT,__text) external _aes_decrypt_key_with_iv_gcm
00007ffa19ff7610 (__TEXT,__text) external _aes_decrypt_reset_gcm
00007ffa19ff75b9 (__TEXT,__text) external _aes_decrypt_set_iv_gcm
00007ffa19ff7189 (__TEXT,__text) external _aes_encrypt
00007ffa19ff7442 (__TEXT,__text) external _aes_encrypt_aad_gcm
00007ffa19ff70c0 (__TEXT,__text) external _aes_encrypt_cbc
00007ffa19ff74d1 (__TEXT,__text) external _aes_encrypt_finalize_gcm
00007ffa19ff7488 (__TEXT,__text) external _aes_encrypt_gcm
00007ffa19ff7759 (__TEXT,__text) external _aes_encrypt_get_ctx_size_gcm
00007ffa19ff740f (__TEXT,__text) external _aes_encrypt_inc_iv_gcm
00007ffa19ff7080 (__TEXT,__text) external _aes_encrypt_key
00007ffa1a008167 (__TEXT,__text) non-external _aes_encrypt_key.cold.1
00007ffa19ff72c0 (__TEXT,__text) external _aes_encrypt_key128
00007ffa19ff72e4 (__TEXT,__text) external _aes_encrypt_key256
00007ffa19ff7308 (__TEXT,__text) external _aes_encrypt_key_gcm
00007ffa19ff734f (__TEXT,__text) external _aes_encrypt_key_with_iv_gcm
00007ffa19ff73df (__TEXT,__text) external _aes_encrypt_reset_gcm
00007ffa19ff7399 (__TEXT,__text) external _aes_encrypt_set_iv_gcm
                 (undefined) external _arc4random_buf (from libSystem)
                 (undefined) external _calloc (from libSystem)
                 (undefined) external _ccaes_cbc_decrypt_mode (from libSystem)
                 (undefined) external _ccaes_cbc_encrypt_mode (from libSystem)
                 (undefined) external _ccaes_gcm_decrypt_mode (from libSystem)
                 (undefined) external _ccaes_gcm_encrypt_mode (from libSystem)
                 (undefined) external _cccbc_init (from libSystem)
                 (undefined) external _cccbc_set_iv (from libSystem)
                 (undefined) external _cccbc_update (from libSystem)
                 (undefined) external _ccdigest_init (from libSystem)
                 (undefined) external _ccdigest_update (from libSystem)
                 (undefined) external _ccgcm_aad (from libSystem)
                 (undefined) external _ccgcm_finalize (from libSystem)
                 (undefined) external _ccgcm_inc_iv (from libSystem)
                 (undefined) external _ccgcm_init (from libSystem)
                 (undefined) external _ccgcm_init_with_iv (from libSystem)
                 (undefined) external _ccgcm_reset (from libSystem)
                 (undefined) external _ccgcm_set_iv (from libSystem)
                 (undefined) external _ccgcm_update (from libSystem)
                 (undefined) external _ccmd5_di (from libSystem)
                 (undefined) external _ccsha1_di (from libSystem)
                 (undefined) external _ccsha256_di (from libSystem)
                 (undefined) external _ccsha384_di (from libSystem)
                 (undefined) external _ccsha512_di (from libSystem)
00007ffa19fdcff1 (__TEXT,__text) external _clock_get_calendar_microtime
00007ffa1a005df8 (__TEXT,__text) non-external _clock_get_calendar_microtime.cold.1
00007ffa19fdcfae (__TEXT,__text) external _clock_get_calendar_nanotime
00007ffa1a005dd5 (__TEXT,__text) non-external _clock_get_calendar_nanotime.cold.1
00007ffa19fdd04a (__TEXT,__text) external _clock_get_system_nanotime
00007ffa1a005e1b (__TEXT,__text) non-external _clock_get_system_nanotime.cold.1
                 (undefined) external _clock_gettime (from libSystem)
                 (undefined) external _clock_gettime_nsec_np (from libSystem)
00007ffa19fdd090 (__TEXT,__text) external _clock_interval_to_deadline
                 (undefined) external _close (from libSystem)
00007ffa19fdd0bd (__TEXT,__text) external _continuoustime_to_absolutetime
00007ffa19fdc3de (__TEXT,__text) external _crc32
                 (undefined) external _csops (from libSystem)
                 (undefined) external _csr_check (from libSystem)
                 (undefined) external _dispatch_activate (from libSystem)
                 (undefined) external _dispatch_async (from libSystem)
                 (undefined) external _dispatch_async_f (from libSystem)
                 (undefined) external _dispatch_get_specific (from libSystem)
                 (undefined) external _dispatch_group_async (from libSystem)
                 (undefined) external _dispatch_group_create (from libSystem)
                 (undefined) external _dispatch_group_wait (from libSystem)
                 (undefined) external _dispatch_mach_cancel (from libSystem)
                 (undefined) external _dispatch_mach_connect (from libSystem)
                 (undefined) external _dispatch_mach_create_f (from libSystem)
                 (undefined) external _dispatch_mach_msg_get_msg (from libSystem)
                 (undefined) external _dispatch_main (from libSystem)
                 (undefined) external _dispatch_once (from libSystem)
                 (undefined) external _dispatch_queue_create (from libSystem)
                 (undefined) external _dispatch_queue_create_with_target$V2 (from libSystem)
                 (undefined) external _dispatch_queue_get_label (from libSystem)
                 (undefined) external _dispatch_queue_set_specific (from libSystem)
                 (undefined) external _dispatch_release (from libSystem)
                 (undefined) external _dispatch_resume (from libSystem)
                 (undefined) external _dispatch_source_cancel (from libSystem)
                 (undefined) external _dispatch_source_create (from libSystem)
                 (undefined) external _dispatch_source_set_cancel_handler (from libSystem)
                 (undefined) external _dispatch_source_set_event_handler (from libSystem)
                 (undefined) external _dispatch_source_set_timer (from libSystem)
                 (undefined) external _dispatch_sync (from libSystem)
                 (undefined) external _dispatch_workloop_create_inactive (from libSystem)
                 (undefined) external _dispatch_workloop_set_scheduler_priority (from libSystem)
                 (undefined) external _dladdr (from libSystem)
                 (undefined) external _dlclose (from libSystem)
                 (undefined) external _dlerror (from libSystem)
                 (undefined) external _dlopen (from libSystem)
                 (undefined) external _dyld_get_program_sdk_version (from libSystem)
                 (undefined) external _exit (from libSystem)
                 (undefined) external _fprintf (from libSystem)
                 (undefined) external _free (from libSystem)
                 (undefined) external _fstat$INODE64 (from libSystem)
00007ffa430e27e0 (__DATA,__crash_info) non-external (was a private external) _gCRAnnotations
00007ffa430e2b38 (__DATA,__common) external _gIOBufferMemoryDescriptorMetaClass
00007ffa41e74ae0 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOBufferMemoryDescriptor_Declaration
00007ffa430e2b40 (__DATA,__common) external _gIOCommandMetaClass
00007ffa430e2b48 (__DATA,__common) external _gIOCommandPoolMetaClass
00007ffa41e74af0 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOCommandPool_Declaration
00007ffa41e74ae8 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOCommand_Declaration
00007ffa430e2820 (__DATA,__common) external _gIODKDebug
00007ffa430e2b50 (__DATA,__common) external _gIODMACommandMetaClass
00007ffa41e74af8 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIODMACommand_Declaration
00007ffa430e2b58 (__DATA,__common) external _gIODataQueueDispatchSourceMetaClass
00007ffa41e74b00 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIODataQueueDispatchSource_Declaration
00007ffa430e2b60 (__DATA,__common) external _gIODispatchQueueMetaClass
00007ffa41e74b08 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIODispatchQueue_Declaration
00007ffa430e2b68 (__DATA,__common) external _gIODispatchSourceMetaClass
00007ffa41e74b10 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIODispatchSource_Declaration
00007ffa430e2b70 (__DATA,__common) external _gIOEventLinkMetaClass
00007ffa41e74b18 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOEventLink_Declaration
00007ffa430e2ba8 (__DATA,__common) external _gIOHistogramReporterMetaClass
00007ffa41e74b50 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOHistogramReporter_Declaration
00007ffa430e2b78 (__DATA,__common) external _gIOInterruptDispatchSourceMetaClass
00007ffa41e74b20 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOInterruptDispatchSource_Declaration
00007ffa430e2b80 (__DATA,__common) external _gIOMemoryDescriptorMetaClass
00007ffa41e74b28 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOMemoryDescriptor_Declaration
00007ffa430e2b88 (__DATA,__common) external _gIOMemoryMapMetaClass
00007ffa41e74b30 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOMemoryMap_Declaration
00007ffa430e2bb0 (__DATA,__common) external _gIOReportLegendMetaClass
00007ffa41e74b58 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOReportLegend_Declaration
00007ffa430e2b90 (__DATA,__common) external _gIOReporterMetaClass
00007ffa41e74b38 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOReporter_Declaration
00007ffa430e2bb8 (__DATA,__common) external _gIOServiceMetaClass
00007ffa430e2bc0 (__DATA,__common) external _gIOServiceNotificationDispatchSourceMetaClass
00007ffa41e74b68 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOServiceNotificationDispatchSource_Declaration
00007ffa430e2bc8 (__DATA,__common) external _gIOServiceStateNotificationDispatchSourceMetaClass
00007ffa41e74b70 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOServiceStateNotificationDispatchSource_Declaration
00007ffa41e74b60 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOService_Declaration
00007ffa430e2b98 (__DATA,__common) external _gIOSimpleReporterMetaClass
00007ffa41e74b40 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOSimpleReporter_Declaration
00007ffa430e2ba0 (__DATA,__common) external _gIOStateReporterMetaClass
00007ffa41e74b48 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOStateReporter_Declaration
00007ffa430e2c80 (__DATA,__common) external _gIOThreadMetaClass
00007ffa41e74c28 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOThread_Declaration
00007ffa430e2bd0 (__DATA,__common) external _gIOTimerDispatchSourceMetaClass
00007ffa41e74b78 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOTimerDispatchSource_Declaration
00007ffa430e2bd8 (__DATA,__common) external _gIOUserClientMetaClass
00007ffa41e74b80 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOUserClient_Declaration
00007ffa430e2be8 (__DATA,__common) external _gIOUserServerMetaClass
00007ffa41e74b90 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOUserServer_Declaration
00007ffa430e2bf0 (__DATA,__common) external _gIOWorkGroupMetaClass
00007ffa41e74b98 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOWorkGroup_Declaration
00007ffa430e2bf8 (__DATA,__common) external _gOSActionMetaClass
00007ffa41e74ba0 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gOSAction_Declaration
00007ffa430e2be0 (__DATA,__common) external _gOSAction_IOUserClient_KernelCompletionMetaClass
00007ffa41e74b88 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gOSAction_IOUserClient_KernelCompletion_Declaration
00007ffa430e2c78 (__DATA,__common) external _gOSAction__IOBlockStorageDevice_KernelCompletionMetaClass
