                 (undefined) external _AuthorizationCopyInfo (from Security)
                 (undefined) external _AuthorizationCopyRights (from Security)
                 (undefined) external _AuthorizationCreate (from Security)
                 (undefined) external _AuthorizationFree (from Security)
                 (undefined) external _AuthorizationFreeItemSet (from Security)
                 (undefined) external _CC_SHA1_Final (from libSystem)
                 (undefined) external _CC_SHA1_Init (from libSystem)
                 (undefined) external _CC_SHA1_Update (from libSystem)
                 (undefined) external _CFBooleanGetTypeID (from CoreFoundation)
                 (undefined) external _CFBooleanGetValue (from CoreFoundation)
                 (undefined) external _CFDataGetBytePtr (from CoreFoundation)
                 (undefined) external _CFDataGetLength (from CoreFoundation)
                 (undefined) external _CFDictionaryCreateMutable (from CoreFoundation)
                 (undefined) external _CFDictionaryGetTypeID (from CoreFoundation)
                 (undefined) external _CFDictionaryGetValue (from CoreFoundation)
                 (undefined) external _CFDictionarySetValue (from CoreFoundation)
                 (undefined) external _CFGetTypeID (from CoreFoundation)
                 (undefined) external _CFPropertyListCreateData (from CoreFoundation)
                 (undefined) external _CFPropertyListCreateWithStream (from CoreFoundation)
                 (undefined) external _CFReadStreamCreateWithFile (from CoreFoundation)
                 (undefined) external _CFReadStreamOpen (from CoreFoundation)
                 (undefined) external _CFRelease (from CoreFoundation)
                 (undefined) external _CFRetain (from CoreFoundation)
                 (undefined) external _CFStringCreateWithFormat (from CoreFoundation)
                 (undefined) external _CFURLCreateWithFileSystemPath (from CoreFoundation)
00007ff811d3dbcd (__TEXT,__text) external _FSp_krb_get_svc_in_tkt
00007ff811d3cb4f (__TEXT,__text) non-external (was a private external) _profile_find_node_subsection
00007ff811d3b565 (__TEXT,__text) external _profile_flush
00007ff811d3a779 (__TEXT,__text) non-external (was a private external) _profile_flush_file_data
00007ff811d3a730 (__TEXT,__text) non-external (was a private external) _profile_flush_file_data_to_buffer
00007ff811d3a97b (__TEXT,__text) non-external (was a private external) _profile_flush_file_data_to_file
00007ff811d3b5e5 (__TEXT,__text) external _profile_flush_to_buffer
00007ff811d3b5a5 (__TEXT,__text) external _profile_flush_to_file
00007ff811d3b5f7 (__TEXT,__text) external _profile_free_buffer
00007ff811d3aa39 (__TEXT,__text) non-external (was a private external) _profile_free_file
00007ff811d3aa73 (__TEXT,__text) external _profile_free_list
00007ff811d3c6d6 (__TEXT,__text) non-external (was a private external) _profile_free_node
00007ff811d3ae4e (__TEXT,__text) external _profile_get_boolean
00007ff811d3ad46 (__TEXT,__text) external _profile_get_integer
00007ff811d3c9d4 (__TEXT,__text) non-external (was a private external) _profile_get_node_name
00007ff811d3cb9e (__TEXT,__text) non-external (was a private external) _profile_get_node_parent
00007ff811d3c9de (__TEXT,__text) non-external (was a private external) _profile_get_node_value
00007ff811d3b00e (__TEXT,__text) external _profile_get_relation_names
00007ff811d3aca3 (__TEXT,__text) external _profile_get_string
00007ff811d3af54 (__TEXT,__text) external _profile_get_subsection_names
00007ff811d3ac39 (__TEXT,__text) non-external (was a private external) _profile_get_value
00007ff811d3aaac (__TEXT,__text) external _profile_get_values
00007ff811d3b1cb (__TEXT,__text) external _profile_init
00007ff811d3b393 (__TEXT,__text) external _profile_init_path
00007ff811d3b527 (__TEXT,__text) external _profile_is_modified
00007ff811d3c9c7 (__TEXT,__text) non-external (was a private external) _profile_is_node_final
00007ff811d3b4e4 (__TEXT,__text) external _profile_is_writable
00007ff811d3b115 (__TEXT,__text) external _profile_iterator
00007ff811d3b101 (__TEXT,__text) external _profile_iterator_create
00007ff811d3b10b (__TEXT,__text) external _profile_iterator_free
00007ff811d3a101 (__TEXT,__text) non-external (was a private external) _profile_library_initializer
00007ff811d3aa17 (__TEXT,__text) non-external (was a private external) _profile_lock_global
00007ff811d3c9ab (__TEXT,__text) non-external (was a private external) _profile_make_node_final
00007ff811d3a14b (__TEXT,__text) non-external (was a private external) _profile_make_prf_data
00007ff811d3cc95 (__TEXT,__text) non-external (was a private external) _profile_node_iterator
00007ff811d3fd7d (__TEXT,__text) non-external _profile_node_iterator.cold.1
00007ff811d3cbad (__TEXT,__text) non-external (was a private external) _profile_node_iterator_create
00007ff811d3cc63 (__TEXT,__text) non-external (was a private external) _profile_node_iterator_free
00007ff811d3a1ee (__TEXT,__text) non-external (was a private external) _profile_open_file
00007ff811d3b647 (__TEXT,__text) non-external (was a private external) _profile_parse_file
00007ff811d3b2ba (__TEXT,__text) external _profile_release
00007ff811d3b1c1 (__TEXT,__text) external _profile_release_string
00007ff811d3d063 (__TEXT,__text) non-external (was a private external) _profile_remove_node
00007ff811d3d0e4 (__TEXT,__text) non-external (was a private external) _profile_rename_node
00007ff811d3c448 (__TEXT,__text) external _profile_rename_section
00007ff811d3d08f (__TEXT,__text) non-external (was a private external) _profile_set_relation_value
00007ff811d3aa28 (__TEXT,__text) non-external (was a private external) _profile_unlock_global
00007ff811d3a503 (__TEXT,__text) non-external (was a private external) _profile_update_file_data
00007ff811d3fd5a (__TEXT,__text) non-external _profile_update_file_data.cold.1
00007ff811d3c167 (__TEXT,__text) external _profile_update_relation
00007ff811d3c800 (__TEXT,__text) non-external (was a private external) _profile_verify_node
00007ff811d3bc1a (__TEXT,__text) non-external (was a private external) _profile_write_tree_file
00007ff811d3bfce (__TEXT,__text) non-external (was a private external) _profile_write_tree_to_buffer
                 (undefined) external _pthread_getspecific (from libSystem)
                 (undefined) external _pthread_key_create (from libSystem)
                 (undefined) external _pthread_mutex_destroy (from libSystem)
                 (undefined) external _pthread_mutex_init (from libSystem)
                 (undefined) external _pthread_mutex_lock (from libSystem)
                 (undefined) external _pthread_mutex_unlock (from libSystem)
                 (undefined) external _pthread_setspecific (from libSystem)
00007ff811d3da3d (__TEXT,__text) external _put_svc_key
00007ff811d3da79 (__TEXT,__text) external _read_service_key
                 (undefined) external _realloc (from libSystem)
00007ff811d41bc0 (__TEXT,__const) non-external _reltable.krb5_string_to_timestamp
00007ff811d34b27 (__TEXT,__text) external _remove_error_table
                 (undefined) external _rename (from libSystem)
                 (undefined) external _reset_com_err_hook (from Heimdal)
                 (indirect) external _reset_com_err_hook (for _reset_com_err_hook)
00007ff811d3c298 (__TEXT,__text) non-external _rw_setup
                 (undefined) external _set_com_err_hook (from Heimdal)
                 (indirect) external _set_com_err_hook (for _set_com_err_hook)
00007ff811d3c10d (__TEXT,__text) non-external _skip_over_blanks
                 (undefined) external _snprintf (from libSystem)
                 (undefined) external _sprintf (from libSystem)
                 (undefined) external _strcasecmp (from libSystem)
                 (undefined) external _strchr (from libSystem)
                 (undefined) external _strcmp (from libSystem)
                 (undefined) external _strdup (from libSystem)
00007ff84275bb98 (__DATA,__data) non-external (was a private external) _string_functions
00007ff811d34b5a (__TEXT,__text) non-external _string_release
                 (undefined) external _strlcpy (from libSystem)
                 (undefined) external _strlen (from libSystem)
                 (undefined) external _strncmp (from libSystem)
                 (undefined) external _strncpy (from libSystem)
                 (undefined) external _strptime (from libSystem)
                 (undefined) external _strtol (from libSystem)
                 (undefined) external _sync (from libSystem)
                 (undefined) external _syslog$DARWIN_EXTSN (from libSystem)
                 (undefined) external _time (from libSystem)
00007ff811d3dabb (__TEXT,__text) external _tkt_string
                 (undefined) external _unlink (from libSystem)
00007ff811d34b37 (__TEXT,__text) non-external (was a private external) _update_time
                 (undefined) external _vsyslog (from libSystem)
00007ff811d41b10 (__TEXT,__const) non-external _whichfields_flags
00007ff811d3a7e2 (__TEXT,__text) non-external _write_data_to_file
