00000001e7a642c0 (__DATA,__data) non-external _.compoundliteral
00000001840178cc (__TEXT,__text) non-external _find_consecutive_cells
000000018401ab8c (__TEXT,__text) non-external _find_slot_in_env
0000000184026a38 (__TEXT,__text) non-external _fixup_unanchored_operand
                 (undefined) external _flockfile (from libSystem)
                 (undefined) external _fopen (from libSystem)
000000018403f908 (__TEXT,__text) non-external _format_error
                 (undefined) external _fprintf (from libSystem)
                 (undefined) external _fputc (from libSystem)
                 (undefined) external _fputs (from libSystem)
                 (undefined) external _fread (from libSystem)
                 (undefined) external _free (from libSystem)
0000000184016788 (__TEXT,__text) non-external _free_bytes_in_buffer
                 (undefined) external _fseeko (from libSystem)
                 (undefined) external _fstat (from libSystem)
                 (undefined) external _ftello (from libSystem)
                 (undefined) external _funlockfile (from libSystem)
                 (undefined) external _funopen (from libSystem)
                 (undefined) external _fwrite (from libSystem)
00000001e7a6d6a0 (__DATA,__crash_info) non-external (was a private external) _gCRAnnotations
000000018401e134 (__TEXT,__text) non-external _gc
000000018401d3e0 (__TEXT,__text) non-external (was a private external) _gc_protect
000000018401d604 (__TEXT,__text) non-external (was a private external) _gc_unprotect
0000000184044cc0 (__TEXT,__text) non-external _gc_unprotect.cold.1
0000000184042bf8 (__TEXT,__text) non-external _generate_syscallmask
000000018401ca20 (__TEXT,__text) non-external (was a private external) _gensym
0000000184044c94 (__TEXT,__text) non-external _gensym.cold.1
0000000184017a64 (__TEXT,__text) non-external _get_cell
0000000184031298 (__TEXT,__text) non-external _get_current_data_address
00000001840425d4 (__TEXT,__text) non-external _has_pending_backtrack
000000018401975c (__TEXT,__text) non-external _inchar
0000000184045ae5 (__TEXT,__const) non-external _init_scm
0000000184035294 (__TEXT,__text) non-external _inspect_iterate_items
000000018401c648 (__TEXT,__text) non-external _is_any
0000000184032cf4 (__TEXT,__text) non-external (was a private external) _is_bt_pointer
0000000184023ed4 (__TEXT,__text) non-external (was a private external) _is_character
0000000184032d80 (__TEXT,__text) non-external (was a private external) _is_closure
0000000184032da8 (__TEXT,__text) non-external (was a private external) _is_continuation
0000000184032dd0 (__TEXT,__text) non-external (was a private external) _is_environment
0000000184032d58 (__TEXT,__text) non-external (was a private external) _is_foreign
0000000184032d6c (__TEXT,__text) non-external (was a private external) _is_foreign_block
00000001840217a8 (__TEXT,__text) non-external (was a private external) _is_foreign_object
000000018403fdec (__TEXT,__text) non-external _is_implicit_source_name
000000018401f550 (__TEXT,__text) non-external (was a private external) _is_integer
0000000184032d94 (__TEXT,__text) non-external (was a private external) _is_macro
000000018401fbac (__TEXT,__text) non-external _is_nonneg
000000018403446c (__TEXT,__text) non-external _is_num_integer
000000018401cb08 (__TEXT,__text) non-external (was a private external) _is_number
000000018401b750 (__TEXT,__text) non-external (was a private external) _is_pair
0000000184032d30 (__TEXT,__text) non-external (was a private external) _is_port
000000018402936c (__TEXT,__text) non-external _is_position_at_end_of_sequence
0000000184032d44 (__TEXT,__text) non-external (was a private external) _is_proc
0000000184032dbc (__TEXT,__text) non-external (was a private external) _is_promise
000000018401fb98 (__TEXT,__text) non-external (was a private external) _is_string
000000018401fdc8 (__TEXT,__text) non-external (was a private external) _is_symbol
0000000184032b38 (__TEXT,__text) non-external (was a private external) _is_vector
                 (undefined) external _isalnum (from libSystem)
                 (undefined) external _isalpha (from libSystem)
                 (undefined) external _isblank (from libSystem)
                 (undefined) external _iscntrl (from libSystem)
                 (undefined) external _isdigit (from libSystem)
                 (undefined) external _isgraph (from libSystem)
                 (undefined) external _islower (from libSystem)
                 (undefined) external _isprint (from libSystem)
                 (undefined) external _ispunct (from libSystem)
                 (undefined) external _isspace (from libSystem)
                 (undefined) external _isupper (from libSystem)
                 (undefined) external _isxdigit (from libSystem)
000000018401f558 (__TEXT,__text) non-external (was a private external) _ivalue
0000000184023bf8 (__TEXT,__text) non-external _list_cost_estimate
0000000184023e0c (__TEXT,__text) non-external _list_star
                 (undefined) external _mach_msg (from libSystem)
                 (undefined) external _mach_msg_destroy (from libSystem)
                 (undefined) external _mach_port_deallocate (from libSystem)
                 (undefined) external _mach_task_self_ (from libSystem)
                 (undefined) external _malloc (from libSystem)
                 (undefined) external _malloc_good_size (from libSystem)
                 (undefined) external _malloc_size (from libSystem)
                 (undefined) external _malloc_type_calloc (from libSystem)
                 (undefined) external _malloc_type_malloc (from libSystem)
                 (undefined) external _malloc_type_realloc (from libSystem)
000000018401e478 (__TEXT,__text) non-external _mark
                 (undefined) external _matchCombine (from libMatch)
                 (undefined) external _matchCompile (from libMatch)
                 (undefined) external _matchExec (from libMatch)
                 (undefined) external _matchFree (from libMatch)
                 (undefined) external _matchInit (from libMatch)
                 (undefined) external _matchPack (from libMatch)
                 (undefined) external _memchr (from libSystem)
                 (undefined) external _memcmp (from libSystem)
                 (undefined) external _memcpy (from libSystem)
                 (undefined) external _memmem (from libSystem)
                 (undefined) external _memmove (from libSystem)
                 (undefined) external _memset (from libSystem)
                 (undefined) external _mergesort_b (from libSystem)
                 (undefined) external _mig_dealloc_reply_port (from libSystem)
                 (undefined) external _mig_get_reply_port (from libSystem)
                 (undefined) external _mig_put_reply_port (from libSystem)
                 (undefined) external _mig_strncpy (from libSystem)
                 (undefined) weak external _mig_strncpy_zerofill (from libSystem)
000000018401a938 (__TEXT,__text) non-external _mk_atom
000000018402922c (__TEXT,__text) non-external (was a private external) _mk_counted_string
0000000184033ef0 (__TEXT,__text) non-external _mk_empty_string
000000018401d760 (__TEXT,__text) non-external (was a private external) _mk_foreign_block
000000018401d7a8 (__TEXT,__text) non-external (was a private external) _mk_foreign_func
000000018402176c (__TEXT,__text) non-external (was a private external) _mk_foreign_object
000000018401e000 (__TEXT,__text) non-external (was a private external) _mk_integer
000000018401b50c (__TEXT,__text) non-external _mk_sharp_const
000000018403291c (__TEXT,__text) non-external _mk_sharp_integer
0000000184017d5c (__TEXT,__text) non-external (was a private external) _mk_string
0000000184017b18 (__TEXT,__text) non-external (was a private external) _mk_symbol
0000000184017718 (__TEXT,__text) non-external _mk_vector
0000000184044d44 (__TEXT,__text) non-external _mk_vector.cold.1
00000001e3eb8c48 (__DATA_CONST,__const) non-external _modifier_info
00000001840293c0 (__TEXT,__text) non-external _move_to_next_node
0000000184040cfc (__TEXT,__text) non-external _msgfilter_free_callback
000000018402b43c (__TEXT,__text) non-external _negate_instruction
00000001e3eb7f48 (__DATA_CONST,__const) non-external _network_filter_constants
00000001840179b4 (__TEXT,__text) non-external _new_frame_in_env
0000000184017e5c (__TEXT,__text) non-external _new_slot_spec_in_env
00000001840557cc (__TEXT,__const) non-external _nfBasicCF
0000000184051c0c (__TEXT,__const) non-external _nfTrieHi
00000001840561cc (__TEXT,__const) non-external _nfTrieLo
00000001840545ec (__TEXT,__const) non-external _nfTrieMid
0000000184052238 (__TEXT,__const) non-external _nfU16InvMasks
0000000184052340 (__TEXT,__const) non-external _nfU16Seq2
0000000184052f54 (__TEXT,__const) non-external _nfU16Seq3
0000000184053488 (__TEXT,__const) non-external _nfU16SeqMisc
0000000184053614 (__TEXT,__const) non-external _nfU32Char
0000000184054490 (__TEXT,__const) non-external _nfU32SeqMisc
000000018401cb1c (__TEXT,__text) non-external _num_eq
0000000184023e88 (__TEXT,__text) non-external _num_ge
0000000184029290 (__TEXT,__text) non-external _num_gt
0000000184032b94 (__TEXT,__text) non-external _num_le
0000000184032b4c (__TEXT,__text) non-external _num_lt
0000000184033a64 (__TEXT,__text) non-external _num_mod
00000001e9de61c0 (__DATA_DIRTY,__bss) non-external _num_one
00000001840339f4 (__TEXT,__text) non-external _num_rem
00000001e9de61b0 (__DATA_DIRTY,__bss) non-external _num_zero
000000018401f3b0 (__TEXT,__text) non-external (was a private external) _objvalue
0000000184017c2c (__TEXT,__text) non-external _oblist_add_by_name
0000000184017b70 (__TEXT,__text) non-external _oblist_find_by_name
0000000184026650 (__TEXT,__text) non-external _op_concat
0000000184026b8c (__TEXT,__text) non-external _operand_release
0000000184041f18 (__TEXT,__text) non-external _operation_expand
00000001e3eb9668 (__DATA_CONST,__const) non-external _operation_info
00000001e3eb9038 (__DATA_CONST,__const) non-external _operation_names
0000000184041d20 (__TEXT,__text) non-external _operations_allowed_by_default
000000018403e2a0 (__TEXT,__text) non-external _operator_name
0000000184026450 (__TEXT,__text) non-external _operator_precedence
00000001840185f8 (__TEXT,__text) non-external _opexe_0
0000000184044d70 (__TEXT,__text) non-external _opexe_0.cold.1
0000000184044d9c (__TEXT,__text) non-external _opexe_0.cold.2
000000018401ac54 (__TEXT,__text) non-external _opexe_1
000000018401b764 (__TEXT,__text) non-external _opexe_2
000000018401c650 (__TEXT,__text) non-external _opexe_3
000000018401ccd0 (__TEXT,__text) non-external _opexe_4
0000000184019998 (__TEXT,__text) non-external _opexe_5
0000000184031f90 (__TEXT,__text) non-external _opexe_6
                 (undefined) external _os_log_type_enabled (from libSystem)
000000018401f3b0 (__TEXT,__text) non-external (was a private external) _pair_car
000000018401f414 (__TEXT,__text) non-external (was a private external) _pair_cdr
00000001840204b4 (__TEXT,__text) non-external _parse_pattern
000000018403e09c (__TEXT,__text) non-external _peek_operand
000000018404d2f9 (__TEXT,__const) non-external _policy_scm
0000000184038800 (__TEXT,__text) non-external _populate_modifier_descriptor
0000000184038b9c (__TEXT,__text) non-external _populate_modifier_msgfilter_descriptor
0000000184037be8 (__TEXT,__text) non-external _populate_profile_entry_points
000000018401e6b8 (__TEXT,__text) non-external _port_close
0000000184032f30 (__TEXT,__text) non-external _port_from_file
0000000184017fd8 (__TEXT,__text) non-external _port_from_string
000000018401fbdc (__TEXT,__text) non-external _port_rep_from_file
000000018403828c (__TEXT,__text) non-external _previously_emitted_condition
0000000184038e18 (__TEXT,__text) non-external _previously_emitted_data
00000001840343d0 (__TEXT,__text) non-external _printatom
0000000184033f84 (__TEXT,__text) non-external _printslashstring
00000001e3eb7bb0 (__DATA_CONST,__const) non-external _profile_dirs
0000000184037b1c (__TEXT,__text) non-external _profile_has_autobox_actions
0000000184037ba4 (__TEXT,__text) non-external _profile_has_mach_message_filters
0000000184037b60 (__TEXT,__text) non-external _profile_has_message_filters
0000000184028a38 (__TEXT,__text) non-external _push_bytes
00000001840273cc (__TEXT,__text) non-external _push_byteset
000000018403e21c (__TEXT,__text) non-external _push_byteset_skip
0000000184028c18 (__TEXT,__text) non-external _push_jne_instr
00000001840264a0 (__TEXT,__text) non-external _push_literal
0000000184028dcc (__TEXT,__text) non-external _push_match_sequence_instr
0000000184042618 (__TEXT,__text) non-external _push_match_variable_instr
00000001840328cc (__TEXT,__text) non-external _push_nop
00000001840328cc (__TEXT,__text) non-external _push_operand
0000000184025fc0 (__TEXT,__text) non-external _push_operator
00000001840427b0 (__TEXT,__text) non-external _push_repeat_seek_byte_instr
000000018403e150 (__TEXT,__text) non-external _push_seek
00000001840426d4 (__TEXT,__text) non-external _push_seek_byte_instr
0000000184032e34 (__TEXT,__text) non-external (was a private external) _putcharacter
0000000184032de4 (__TEXT,__text) non-external (was a private external) _putstr
0000000184034324 (__TEXT,__text) non-external _readsharpstrexp
000000018401a864 (__TEXT,__text) non-external _readstr_upto
00000001840340b8 (__TEXT,__text) non-external _readstrexp
                 (undefined) external _reallocf (from libSystem)
00000001840313b4 (__TEXT,__text) non-external _record_condition_data
0000000184038efc (__TEXT,__text) non-external _record_data_address
0000000184028fd0 (__TEXT,__text) non-external _regex_quote
000000018403be7c (__TEXT,__text) non-external _remove_conditions_matching_predicate_policy
000000018403e1a8 (__TEXT,__text) non-external _remove_leading_literal_byte
000000018402e64c (__TEXT,__text) non-external _reorder_condition
000000018402e760 (__TEXT,__text) non-external _reorder_condition_list
000000018403e564 (__TEXT,__text) non-external _reorder_policy
0000000184023f10 (__TEXT,__text) non-external _reverse
000000018401dc08 (__TEXT,__text) non-external (was a private external) _s_cons
000000018401d5d0 (__TEXT,__text) non-external (was a private external) _s_immutable_cons
0000000184019464 (__TEXT,__text) non-external _s_save
0000000184031908 (__TEXT,__text) external _sandbox_apply
0000000184031910 (__TEXT,__text) external _sandbox_apply_container
0000000184034c74 (__TEXT,__text) external _sandbox_compile_entitlements
0000000184014084 (__TEXT,__text) external _sandbox_compile_file
0000000184013fd0 (__TEXT,__text) external _sandbox_compile_named
00000001840324b4 (__TEXT,__text) external _sandbox_compile_string
0000000184035644 (__TEXT,__text) external _sandbox_container_paths_iterate_items
0000000184013e44 (__TEXT,__text) external _sandbox_create_params
0000000184035adc (__TEXT,__text) external _sandbox_exempt_from_network_approval_policy
0000000184031a08 (__TEXT,__text) external _sandbox_free_params
00000001840319bc (__TEXT,__text) external _sandbox_free_profile
0000000184034dc8 (__TEXT,__text) external _sandbox_inspect_pid
0000000184034ecc (__TEXT,__text) external _sandbox_inspect_smemory
0000000184035654 (__TEXT,__text) external _sandbox_prepare_user_home_mount
0000000184035ba8 (__TEXT,__text) external _sandbox_register_network_approval_policy_exemption_for_share
0000000184034c94 (__TEXT,__text) external _sandbox_register_profile
0000000184035f78 (__TEXT,__text) external _sandbox_register_sync_root
0000000184013ec0 (__TEXT,__text) external _sandbox_set_param
0000000184034f68 (__TEXT,__text) external _sandbox_set_user_state_item
0000000184034f7c (__TEXT,__text) external _sandbox_set_user_state_item_with_persona
0000000184034d90 (__TEXT,__text) external _sandbox_unregister_all_profiles
0000000184034d3c (__TEXT,__text) external _sandbox_unregister_profile
0000000184034ed4 (__TEXT,__text) external _sandbox_user_state_item_buffer_create
0000000184034f3c (__TEXT,__text) external _sandbox_user_state_item_buffer_destroy
0000000184034edc (__TEXT,__text) external _sandbox_user_state_item_buffer_send
0000000184035284 (__TEXT,__text) external _sandbox_user_state_iterate_items
00000001840441b0 (__TEXT,__text) non-external _save_condition
000000018403d1d8 (__TEXT,__text) non-external _sb_action_iterate
00000001840366d4 (__TEXT,__text) non-external _sb_annotation_destroy
00000001840365e8 (__TEXT,__text) non-external _sb_annotation_list_copy
0000000184030394 (__TEXT,__text) non-external _sb_annotation_set_integer
00000001840371f4 (__TEXT,__text) non-external _sb_bitmask_clear_bit
0000000184036f48 (__TEXT,__text) non-external _sb_bitmask_create_empty
000000018403703c (__TEXT,__text) non-external _sb_bitmask_get_hash
00000001840370f4 (__TEXT,__text) non-external _sb_bitmask_iterate_set
0000000184036eb8 (__TEXT,__text) non-external _sb_bitmask_release
0000000184036e50 (__TEXT,__text) non-external _sb_bitmask_retain
0000000184037188 (__TEXT,__text) non-external _sb_bitmask_set_bit
0000000184037518 (__TEXT,__text) non-external _sb_branch_get_target_instruction
00000001840374c8 (__TEXT,__text) non-external _sb_branch_new
00000001840167d8 (__TEXT,__text) non-external _sb_buffer_alloc
0000000184027728 (__TEXT,__text) non-external _sb_buffer_get_byte_count
00000001840277c4 (__TEXT,__text) non-external _sb_buffer_get_hash
0000000184028efc (__TEXT,__text) non-external _sb_buffer_is_equivalent
0000000184020ad8 (__TEXT,__text) non-external _sb_buffer_release
0000000184027c38 (__TEXT,__text) non-external _sb_buffer_retain
000000018403724c (__TEXT,__text) non-external _sb_buffer_with_contents_of_file
0000000184027774 (__TEXT,__text) non-external _sb_buffer_with_data_pointer
0000000184027150 (__TEXT,__text) non-external _sb_byteset_add_byte
0000000184039d20 (__TEXT,__text) non-external _sb_byteset_copy
0000000184027450 (__TEXT,__text) non-external _sb_byteset_get_population
000000018402fde0 (__TEXT,__text) non-external _sb_byteset_is_equivalent
000000018402969c (__TEXT,__text) non-external _sb_byteset_iterate_ranges
0000000184027300 (__TEXT,__text) non-external _sb_byteset_negate
00000001840270f8 (__TEXT,__text) non-external _sb_byteset_new
0000000184027280 (__TEXT,__text) non-external _sb_byteset_release
0000000184027218 (__TEXT,__text) non-external _sb_byteset_retain
00000001840297ec (__TEXT,__text) non-external _sb_byteset_union
0000000184039c24 (__TEXT,__text) non-external _sb_byteset_with_range
000000018401662c (__TEXT,__text) non-external _sb_calloc
000000018403a20c (__TEXT,__text) non-external _sb_codepath_extend
000000018403a15c (__TEXT,__text) non-external _sb_codepath_get_last_branch
000000018403a0c8 (__TEXT,__text) non-external _sb_codepath_get_last_instruction
000000018403a3f4 (__TEXT,__text) non-external _sb_codepath_restore_state
000000018403a5dc (__TEXT,__text) non-external _sb_condition_bitmask
000000018403a548 (__TEXT,__text) non-external _sb_condition_boolean
000000018402417c (__TEXT,__text) non-external _sb_condition_conjunction
0000000184032294 (__TEXT,__text) non-external _sb_condition_constant
0000000184021480 (__TEXT,__text) non-external _sb_condition_disjunction
000000018403b348 (__TEXT,__text) non-external _sb_condition_is_bitmask
000000018403b1b0 (__TEXT,__text) non-external _sb_condition_is_boolean
000000018402c37c (__TEXT,__text) non-external _sb_condition_is_conjunction
0000000184024470 (__TEXT,__text) non-external _sb_condition_is_contrary
000000018402b660 (__TEXT,__text) non-external _sb_condition_is_disjunction
0000000184024ca8 (__TEXT,__text) non-external _sb_condition_is_equivalent
0000000184031034 (__TEXT,__text) non-external _sb_condition_is_integer
000000018403b2c0 (__TEXT,__text) non-external _sb_condition_is_network
000000018402c5e0 (__TEXT,__text) non-external _sb_condition_is_pattern
0000000184020f98 (__TEXT,__text) non-external _sb_condition_is_regex
000000018403b238 (__TEXT,__text) non-external _sb_condition_is_string_textbuf
000000018402c784 (__TEXT,__text) non-external _sb_condition_is_transposable
0000000184021020 (__TEXT,__text) non-external _sb_condition_list_append
000000018402cd24 (__TEXT,__text) non-external _sb_condition_list_contains_condition
000000018402c984 (__TEXT,__text) non-external _sb_condition_list_copy
0000000184027d3c (__TEXT,__text) non-external _sb_condition_list_every_condition_matches_predicate
000000018403b4a0 (__TEXT,__text) non-external _sb_condition_list_filter
0000000184023b50 (__TEXT,__text) non-external _sb_condition_list_get_hash
000000018402f8e8 (__TEXT,__text) non-external _sb_condition_list_is_equivalent
0000000184023cf4 (__TEXT,__text) non-external _sb_condition_list_iterate
000000018402d398 (__TEXT,__text) non-external _sb_condition_list_iterate_reverse
000000018401f2ac (__TEXT,__text) non-external _sb_condition_list_new
000000018401fabc (__TEXT,__text) non-external _sb_condition_list_release
000000018402cab4 (__TEXT,__text) non-external _sb_condition_list_remove
000000018402dc28 (__TEXT,__text) non-external _sb_condition_matches_subset
000000018402b538 (__TEXT,__text) non-external _sb_condition_negation
0000000184031efc (__TEXT,__text) non-external _sb_condition_network
0000000184020c38 (__TEXT,__text) non-external _sb_condition_new
0000000184027068 (__TEXT,__text) non-external _sb_condition_pattern
00000001840218b8 (__TEXT,__text) non-external _sb_condition_pattern_path
00000001840212e4 (__TEXT,__text) non-external _sb_condition_release
0000000184027b4c (__TEXT,__text) non-external _sb_condition_string
0000000184016330 (__TEXT,__text) non-external _sb_context_intern_string
000000018401f7c0 (__TEXT,__text) non-external _sb_context_release
000000018401f718 (__TEXT,__text) non-external _sb_context_release_modification
000000018401620c (__TEXT,__text) non-external _sb_context_retain
000000018403b520 (__TEXT,__text) non-external _sb_context_retain_modification
000000018403bbcc (__TEXT,__text) non-external _sb_error_fatal
000000018403bdb4 (__TEXT,__text) non-external _sb_error_fatal_for_instruction
000000018403bc18 (__TEXT,__text) non-external _sb_error_for_instruction
00000001840275b4 (__TEXT,__text) non-external _sb_error_new
00000001e3eb7f08 (__DATA_CONST,__const) non-external _sb_error_out_of_memory.oom_error
0000000184027508 (__TEXT,__text) non-external _sb_error_set_unsupported_with_format
000000018403ba94 (__TEXT,__text) non-external _sb_error_set_with_description
000000018403bba0 (__TEXT,__text) non-external _sb_error_set_with_format
000000018403bb00 (__TEXT,__text) non-external _sb_error_set_with_formatv
000000018401e040 (__TEXT,__text) non-external _sb_filter_accepts_type
0000000184020dfc (__TEXT,__text) non-external _sb_filter_has_dependency
00000001e9de61d0 (__DATA_DIRTY,__bss) non-external _sb_filter_has_side_effects.filterset
00000001e9de61e0 (__DATA_DIRTY,__bss) non-external _sb_filter_has_side_effects.onceToken
000000018401fe28 (__TEXT,__text) non-external _sb_filter_is_case_sensitive
000000018403c38c (__TEXT,__text) non-external _sb_filter_pattern_values_can_be_mutually_exclusive
000000018403c3e0 (__TEXT,__text) non-external _sb_filter_values_are_serialized_via_string_table
000000018401ff5c (__TEXT,__text) non-external _sb_fsa_acceptor
0000000184022ad0 (__TEXT,__text) non-external _sb_fsa_copy
00000001840228f4 (__TEXT,__text) non-external _sb_fsa_disjunction
0000000184022d64 (__TEXT,__text) non-external _sb_fsa_get_recognizer_child
000000018402dfe0 (__TEXT,__text) non-external _sb_fsa_is_backtracking_recognizer
000000018402dea4 (__TEXT,__text) non-external _sb_fsa_matches_subset
0000000184036dfc (__TEXT,__text) non-external _sb_fsa_may_backtrack
00000001840294e4 (__TEXT,__text) non-external _sb_fsa_recognizer_byteset
0000000184029910 (__TEXT,__text) non-external _sb_fsa_recognizer_byteset_skip
0000000184029434 (__TEXT,__text) non-external _sb_fsa_recognizer_seek_byte
0000000184026fb8 (__TEXT,__text) non-external _sb_fsa_recognizer_seek_byte_with_retry
0000000184022690 (__TEXT,__text) non-external _sb_fsa_recognizer_sequence
000000018402289c (__TEXT,__text) non-external _sb_fsa_recognizer_terminal
00000001840368ec (__TEXT,__text) non-external _sb_fsa_recognizer_variable
00000001840209a0 (__TEXT,__text) non-external _sb_fsa_release
0000000184023948 (__TEXT,__text) non-external _sb_fsa_release_indegree
00000001840208d0 (__TEXT,__text) non-external _sb_fsa_retain
0000000184022808 (__TEXT,__text) non-external _sb_fsa_retain_indegree
00000001840292d4 (__TEXT,__text) non-external _sb_fsa_set_recognizer_child
00000001840166a4 (__TEXT,__text) non-external _sb_hash_compute
0000000184034ddc (__TEXT,__text) non-external _sb_inspect_subsystem
0000000184016a14 (__TEXT,__text) non-external _sb_instr_action
00000001840217bc (__TEXT,__text) non-external _sb_instr_conditional
000000018403c768 (__TEXT,__text) non-external _sb_instr_deep_copy
000000018402fe58 (__TEXT,__text) non-external _sb_instr_get_action_modifiers
000000018402b75c (__TEXT,__text) non-external _sb_instr_get_jump_target
000000018402b1ac (__TEXT,__text) non-external _sb_instr_is_equivalent
000000018403c8a0 (__TEXT,__text) non-external _sb_instr_is_unmodified_allow_action
000000018403c588 (__TEXT,__text) non-external _sb_instr_jump
0000000184016b1c (__TEXT,__text) non-external _sb_instr_new
0000000184016c78 (__TEXT,__text) non-external _sb_instr_release
000000018403c488 (__TEXT,__text) non-external _sb_instr_release_tracking
000000018402b3d8 (__TEXT,__text) non-external _sb_instr_replace
0000000184016be8 (__TEXT,__text) non-external _sb_instr_retain
000000018403c634 (__TEXT,__text) non-external _sb_instr_retain_tracking
000000018402b8f4 (__TEXT,__text) non-external _sb_instr_set_condition
0000000184027a84 (__TEXT,__text) non-external _sb_instr_set_false_branch
000000018402db0c (__TEXT,__text) non-external _sb_instr_set_true_branch
0000000184016714 (__TEXT,__text) non-external _sb_malloc
000000018403d130 (__TEXT,__text) non-external _sb_modifier_get_name
00000001840250c0 (__TEXT,__text) non-external _sb_modifier_requires_argument
000000018401f574 (__TEXT,__text) non-external _sb_modifiers_iterate
000000018401f604 (__TEXT,__text) non-external _sb_modifiers_release
000000018403d430 (__TEXT,__text) non-external _sb_modifiers_set_deny_errno
000000018403d540 (__TEXT,__text) non-external _sb_modifiers_set_message_filter
000000018403d28c (__TEXT,__text) non-external _sb_modifiers_set_modifier
000000018403d3b4 (__TEXT,__text) non-external _sb_modifiers_set_signal
000000018403cf30 (__TEXT,__text) non-external _sb_msgfilter_is_equivalent
000000018403d010 (__TEXT,__text) non-external _sb_msgfilter_iterate_entry_points
000000018403ce70 (__TEXT,__text) non-external _sb_msgfilter_release
00000001840316d8 (__TEXT,__text) non-external _sb_mutable_buffer_make_immutable
000000018402a4a0 (__TEXT,__text) non-external _sb_mutable_buffer_new
00000001840317cc (__TEXT,__text) non-external _sb_mutable_buffer_release
0000000184030440 (__TEXT,__text) non-external _sb_mutable_buffer_set_minimum_size
00000001840304d8 (__TEXT,__text) non-external _sb_mutable_buffer_write
0000000184034670 (__TEXT,__text) non-external (was a private external) _sb_packbuff_free
0000000184044f28 (__TEXT,__text) non-external _sb_packbuff_free.cold.1
0000000184034710 (__TEXT,__text) non-external (was a private external) _sb_packbuff_get_bytes
0000000184034720 (__TEXT,__text) non-external (was a private external) _sb_packbuff_get_item_value_type
0000000184034718 (__TEXT,__text) non-external (was a private external) _sb_packbuff_get_size
00000001840345f4 (__TEXT,__text) non-external (was a private external) _sb_packbuff_init_with_buffer
0000000184034494 (__TEXT,__text) non-external (was a private external) _sb_packbuff_new
0000000184034950 (__TEXT,__text) non-external _sb_packbuff_pack_item
0000000184044fe8 (__TEXT,__text) non-external _sb_packbuff_pack_item.cold.1
0000000184045014 (__TEXT,__text) non-external _sb_packbuff_pack_item.cold.2
0000000184034ac4 (__TEXT,__text) non-external (was a private external) _sb_packbuff_pack_key_with_string_value
0000000184034a90 (__TEXT,__text) non-external (was a private external) _sb_packbuff_pack_string
0000000184034938 (__TEXT,__text) non-external (was a private external) _sb_packbuff_pack_uint32
0000000184034534 (__TEXT,__text) non-external _sb_packbuff_realloc
00000001840347d0 (__TEXT,__text) non-external _sb_packbuff_unpack_item
0000000184044fbc (__TEXT,__text) non-external _sb_packbuff_unpack_item.cold.1
0000000184034b9c (__TEXT,__text) non-external (was a private external) _sb_packbuff_unpack_key_with_string_value
00000001840348b4 (__TEXT,__text) non-external (was a private external) _sb_packbuff_unpack_string
0000000184034760 (__TEXT,__text) non-external (was a private external) _sb_packbuff_unpack_uint32
0000000184027960 (__TEXT,__text) non-external _sb_pattern_is_disjoint_with_regex
0000000184020938 (__TEXT,__text) non-external _sb_pattern_new
000000018401fe90 (__TEXT,__text) non-external _sb_pattern_prefix
00000001840252e0 (__TEXT,__text) non-external _sb_pattern_regex
0000000184020ed4 (__TEXT,__text) non-external _sb_pattern_release
0000000184020e6c (__TEXT,__text) non-external _sb_pattern_retain
0000000184028120 (__TEXT,__text) non-external _sb_pattern_serialize
00000001840446b0 (__TEXT,__text) non-external _sb_pattern_var_release
0000000184044648 (__TEXT,__text) non-external _sb_pattern_var_retain
00000001840447cc (__TEXT,__text) non-external _sb_pattern_var_set_ordinal
00000001840449ec (__TEXT,__text) non-external _sb_pattern_varset_enter
0000000184044b54 (__TEXT,__text) non-external _sb_pattern_varset_get_available_ordinal
00000001840323a4 (__TEXT,__text) non-external _sb_pattern_varset_release
00000001840322d8 (__TEXT,__text) non-external _sb_pattern_varset_retain
000000018403dce0 (__TEXT,__text) non-external _sb_policy_get_entry_point
000000018403dc80 (__TEXT,__text) non-external _sb_policy_is_operation_supported
000000018403dd3c (__TEXT,__text) non-external _sb_policy_iterate_entry_points
000000018403d930 (__TEXT,__text) non-external _sb_policy_new
000000018403dbc8 (__TEXT,__text) non-external _sb_policy_release
000000018403db04 (__TEXT,__text) non-external _sb_policy_set_entry_point
000000018403ddd8 (__TEXT,__text) non-external _sb_profile_iterate_enabled_named_flags_textbufs
000000018402a378 (__TEXT,__text) non-external _sb_profile_release
0000000184032340 (__TEXT,__text) non-external _sb_profile_set_pattern_variables
00000001840324d0 (__TEXT,__text) non-external _sb_program_add_source_buffer
0000000184016868 (__TEXT,__text) non-external _sb_program_source_alloc
0000000184028ba8 (__TEXT,__text) non-external _sb_realloc
000000018402780c (__TEXT,__text) non-external _sb_regex_release
000000018402a114 (__TEXT,__text) non-external _sb_sbpl_parser_release
00000001840428f8 (__TEXT,__text) non-external _sb_source_info_copy
0000000184038ff4 (__TEXT,__text) non-external _sb_stringtable_enter
0000000184037580 (__TEXT,__text) non-external _sb_stringtable_release
00000001840276e8 (__TEXT,__text) non-external _sb_textbuf_get_length
0000000184021b20 (__TEXT,__text) non-external _sb_textbuf_with_normalized_string_copy
0000000184016274 (__TEXT,__text) non-external _sb_textbuf_with_string_copy
