00007ffb1f76b2cf (__TEXT,__text) external _AAAFSCGetMetadata
00007ffb1f7662c6 (__TEXT,__text) non-external _subArchiveDestroy
                 (undefined) external _symlink (from libSystem)
                 (undefined) external _symlinkat (from libSystem)
                 (undefined) external _sysconf (from libSystem)
                 (undefined) external _sysctlbyname (from libSystem)
00007ffb1f75e0dd (__TEXT,__text) non-external _tarParseInt
00007ffb1f73983e (__TEXT,__text) non-external _tempStreamCancel
00007ffb1f7397a6 (__TEXT,__text) non-external _tempStreamClose
00007ffb1f73988b (__TEXT,__text) non-external _tempStreamPRead
00007ffb1f739aee (__TEXT,__text) non-external _tempStreamPWrite
00007ffb1f739853 (__TEXT,__text) non-external _tempStreamRead
00007ffb1f739a62 (__TEXT,__text) non-external _tempStreamSeek
00007ffb1f739d51 (__TEXT,__text) non-external _tempStreamTruncate
00007ffb1f739ab6 (__TEXT,__text) non-external _tempStreamWrite
00007ffb1f728d39 (__TEXT,__text) non-external _threadPipelineConsumerThreadProc
00007ffb1f728a43 (__TEXT,__text) non-external _threadPipelineWorkerThreadProc
00007ffb1f770a24 (__TEXT,__text) non-external _threadPoolWorkerThreadProc
00007ffb1f736015 (__TEXT,__text) non-external _threadWrapperProc
00007ffb1f712cdd (__TEXT,__text) non-external _treeAdd
00007ffb1f7126a8 (__TEXT,__text) non-external (was a private external) _treeDeleteRangeWithPoint
00007ffb1f712977 (__TEXT,__text) non-external _treeRebalance
00007ffb1f7136b3 (__TEXT,__text) non-external _treeRotateLeft
00007ffb1f71359f (__TEXT,__text) non-external _treeRotateRight
00007ffb1f712bbd (__TEXT,__text) non-external (was a private external) _treeSub
                 (undefined) external _unlink (from libSystem)
00007ffb1f747261 (__TEXT,__text) non-external _unlinkTempSegment
                 (undefined) external _unlinkat (from libSystem)
00007ffb1f72fbb8 (__TEXT,__text) non-external (was a private external) _updateFileAttributes
00007ffb1f732597 (__TEXT,__text) non-external _updateFromHeader
00007ffb1f735c92 (__TEXT,__text) non-external (was a private external) _updateThreadErrorContextErrorCode
00007ffb1f735cc4 (__TEXT,__text) non-external (was a private external) _updateThreadErrorContextWarningCode
00007ffb1f75a328 (__TEXT,__text) non-external _update_field_sizes
                 (undefined) external _usleep (from libSystem)
                 (undefined) external _utimes (from libSystem)
                 (undefined) external _uuid_parse (from libSystem)
                 (undefined) external _uuid_unparse_upper (from libSystem)
                 (undefined) external _valloc (from libSystem)
00007ffb1f70b750 (__TEXT,__text) non-external _verifyDirectoryStreamCancel
00007ffb1f70aa44 (__TEXT,__text) non-external _verifyDirectoryStreamClose
00007ffb1f70b4be (__TEXT,__text) non-external _verifyDirectoryStreamWriteBlob
00007ffb1f70ade1 (__TEXT,__text) non-external _verifyDirectoryStreamWriteHeader
00007ffb1f738ec0 (__TEXT,__text) non-external _verifySegment
00007ffb1f7461a0 (__TEXT,__text) non-external _verifySegment
00007ffb1f77449b (__TEXT,__text) non-external (was a private external) _verifySegmentProc
                 (undefined) external _vsnprintf (from libSystem)
00007ffb1f74f9a3 (__TEXT,__text) non-external _workerApplyAttr
00007ffb1f70b765 (__TEXT,__text) non-external _workerDataFree
00007ffb1f74fbf0 (__TEXT,__text) non-external _workerDecodeAndApplyACL
00007ffb1f74fafa (__TEXT,__text) non-external _workerDecodeAndApplyXAT
00007ffb1f71c638 (__TEXT,__text) non-external _workerDestroy
00007ffb1f74f650 (__TEXT,__text) non-external _workerDestroy
00007ffb1f6faf67 (__TEXT,__text) non-external _workerProc
00007ffb1f70a557 (__TEXT,__text) non-external _workerProc
00007ffb1f71bcd6 (__TEXT,__text) non-external _workerProc
00007ffb1f72eea9 (__TEXT,__text) non-external _workerProc
00007ffb1f74cc55 (__TEXT,__text) non-external _workerProc
00007ffb1f77347d (__TEXT,__text) non-external _workerProc
00007ffb1f74fa61 (__TEXT,__text) non-external _workerReserve
00007ffb1f74f77b (__TEXT,__text) non-external _workerUpdateDir
                 (undefined) external _write (from libSystem)
00007ffb1f7339e3 (__TEXT,__text) non-external _writeBlobProc
00007ffb1f73338a (__TEXT,__text) non-external _writeHeaderProc
00007ffb1f7674da (__TEXT,__text) non-external _writeOBuf
00007ffb1f7014bc (__TEXT,__text) non-external _writeProc
00007ffb1f72788d (__TEXT,__text) non-external _writeProc
00007ffb1f74378e (__TEXT,__text) non-external _writeProc
00007ffb1f740465 (__TEXT,__text) non-external _writerProc
00007ffb1f77492f (__TEXT,__text) non-external (was a private external) _writerProc
