00000001d6597fd0 (__DATA,__data) external _NDR_record
00000001804036d0 (__TEXT,__text) external _semsys
00000001804059b0 (__TEXT,__text) external _sendfile
00000001803fc434 (__TEXT,__text) external _sendmsg
00000001803fad58 (__TEXT,__text) external _sendmsg$NOCANCEL
00000001804059dc (__TEXT,__text) external _sendmsg_x
00000001803fae0c (__TEXT,__text) external _sendto
00000001803fac74 (__TEXT,__text) external _sendto$NOCANCEL
00000001803fa020 (__TEXT,__text) external _setattrlist
0000000180405a08 (__TEXT,__text) external _setattrlistat
0000000180413924 (__TEXT,__text) external _setaudit
0000000180405a34 (__TEXT,__text) external _setaudit_addr
0000000180405a60 (__TEXT,__text) external _setauid
0000000180400070 (__TEXT,__text) external _setegid
0000000180400044 (__TEXT,__text) external _seteuid
00000001803ffda0 (__TEXT,__text) external _setgid
0000000180405a8c (__TEXT,__text) external _setgroups
00000001803fe450 (__TEXT,__text) external _setiopolicy_np
00000001803ff140 (__TEXT,__text) external _setitimer
00000001804023e0 (__TEXT,__text) external _setpgid
00000001803febb4 (__TEXT,__text) external _setpriority
0000000180405ab8 (__TEXT,__text) external _setprivexec
0000000180408f24 (__TEXT,__text) external _setquota
00000001804045d4 (__TEXT,__text) external _setregid
0000000180404600 (__TEXT,__text) external _setreuid
00000001803f9588 (__TEXT,__text) external _setrlimit
000000018040462c (__TEXT,__text) external _setsgroups_np
00000001803ff2bc (__TEXT,__text) external _setsid
00000001803fac1c (__TEXT,__text) external _setsockopt
00000001803ffdcc (__TEXT,__text) external _setuid
00000001804046b0 (__TEXT,__text) external _setwgroups_np
00000001803fa318 (__TEXT,__text) external _setxattr
000000018040c920 (__TEXT,__text) external _sfi_get_class_offtime
000000018040c948 (__TEXT,__text) external _sfi_process_get_flags
000000018040c934 (__TEXT,__text) external _sfi_process_set_flags
0000000180400318 (__TEXT,__text) external _sfi_set_class_offtime
0000000180403690 (__TEXT,__text) external _shm_open
0000000180405ae4 (__TEXT,__text) external _shm_unlink
0000000180405b10 (__TEXT,__text) external _shmat
0000000180404760 (__TEXT,__text) external _shmctl
0000000180405b3c (__TEXT,__text) external _shmdt
0000000180405b68 (__TEXT,__text) external _shmget
0000000180403714 (__TEXT,__text) external _shmsys
00000001803faebc (__TEXT,__text) external _shutdown
0000000180405b94 (__TEXT,__text) external _sigpending
00000001803f9f70 (__TEXT,__text) external _sigprocmask
0000000180411e78 (__TEXT,__text) external _sigsuspend
00000001803fdfec (__TEXT,__text) external _sigsuspend$NOCANCEL
00000001803fab40 (__TEXT,__text) external _socket
0000000180405bc0 (__TEXT,__text) external _socket_delegate
00000001803fad2c (__TEXT,__text) external _socketpair
000000018040c400 (__TEXT,__text) external _stackshot_capture_with_config
000000018040c344 (__TEXT,__text) external _stackshot_config_create
000000018040c564 (__TEXT,__text) external _stackshot_config_dealloc
000000018040c50c (__TEXT,__text) external _stackshot_config_dealloc_buffer
000000018040c474 (__TEXT,__text) external _stackshot_config_get_stackshot_buffer
000000018040c480 (__TEXT,__text) external _stackshot_config_get_stackshot_size
000000018040c4c0 (__TEXT,__text) external _stackshot_config_set_delta_timestamp
000000018040c3e4 (__TEXT,__text) external _stackshot_config_set_flags
000000018040c4e4 (__TEXT,__text) external _stackshot_config_set_pagetable_mask
000000018040c3c8 (__TEXT,__text) external _stackshot_config_set_pid
000000018040c49c (__TEXT,__text) external _stackshot_config_set_size_hint
0000000180402438 (__TEXT,__text) external _stat
0000000180402438 (__TEXT,__text) external _stat64
0000000180405c44 (__TEXT,__text) external _statfs
0000000180405c44 (__TEXT,__text) external _statfs64
00000001d6598080 (__DATA,__bss) non-external _supported
0000000180405c70 (__TEXT,__text) external _swapon
00000001803f690c (__TEXT,__text) external _swtch
00000001803f6900 (__TEXT,__text) external _swtch_pri
00000001803fc3dc (__TEXT,__text) external _symlink
0000000180405c9c (__TEXT,__text) external _symlinkat
0000000180405cc8 (__TEXT,__text) external _sync
00000001803f8c94 (__TEXT,__text) external _syscall
00000001803f6918 (__TEXT,__text) external _syscall_thread_switch
000000018040c90c (__TEXT,__text) external _system_get_sfi_window
0000000180405cf4 (__TEXT,__text) external _system_override
0000000180400358 (__TEXT,__text) external _system_set_sfi_window
00000001d6598088 (__DATA,__bss) non-external _system_version_compat_check_path_suffix
00000001d6598038 (__DATA,__common) external _system_version_compat_mode
0000000180421c6c (__TEXT,__text) external _task_assign
0000000180421da0 (__TEXT,__text) external _task_assign_default
00000001804202f0 (__TEXT,__text) external _task_create
000000018042422c (__TEXT,__text) external _task_create_identity_token
00000001804244fc (__TEXT,__text) external _task_dyld_process_info_notify_deregister
00000001803f672c (__TEXT,__text) external _task_dyld_process_info_notify_get
0000000180424108 (__TEXT,__text) external _task_dyld_process_info_notify_register
00000001803f6894 (__TEXT,__text) external _task_for_pid
0000000180422f6c (__TEXT,__text) external _task_generate_corpse
0000000180421ec0 (__TEXT,__text) external _task_get_assignment
00000001804234b4 (__TEXT,__text) external _task_get_dyld_image_infos
00000001804216ac (__TEXT,__text) external _task_get_emulation_vector
0000000180423d58 (__TEXT,__text) external _task_get_exc_guard_behavior
0000000180401ea4 (__TEXT,__text) external _task_get_exception_ports
000000018042461c (__TEXT,__text) external _task_get_exception_ports_info
0000000180422b54 (__TEXT,__text) external _task_get_mach_voucher
00000001803f6e3c (__TEXT,__text) external _task_get_special_port
00000001804221e4 (__TEXT,__text) external _task_get_state
000000018042438c (__TEXT,__text) external _task_identity_token_get_task_port
00000001803f7024 (__TEXT,__text) external _task_info
0000000180423b7c (__TEXT,__text) external _task_inspect
0000000180405d20 (__TEXT,__text) external _task_inspect_for_pid
00000001804230cc (__TEXT,__text) external _task_map_corpse_info
0000000180423a08 (__TEXT,__text) external _task_map_corpse_info_64
0000000180424c74 (__TEXT,__text) external _task_map_kcdata_object_64
00000001803f6888 (__TEXT,__text) external _task_name_for_pid
0000000180421414 (__TEXT,__text) external _task_policy
00000001804210e4 (__TEXT,__text) external _task_policy_get
00000001803f9018 (__TEXT,__text) external _task_policy_set
00000001804229ac (__TEXT,__text) external _task_purgable_info
0000000180405d4c (__TEXT,__text) external _task_read_for_pid
000000018042389c (__TEXT,__text) external _task_register_dyld_get_process_state
000000018042323c (__TEXT,__text) external _task_register_dyld_image_infos
0000000180423774 (__TEXT,__text) external _task_register_dyld_set_dyld_state
0000000180423648 (__TEXT,__text) external _task_register_dyld_shared_cache_image_info
00000001803f69cc (__TEXT,__text) external _task_restartable_ranges_register
00000001803f95bc (__TEXT,__text) external _task_restartable_ranges_synchronize
00000001804206a0 (__TEXT,__text) external _task_resume
0000000180422898 (__TEXT,__text) external _task_resume2
00000001804212f0 (__TEXT,__text) external _task_sample
0000000180409040 (__TEXT,__text) external _task_self_
00000001803f67d4 (__TEXT,__text) external _task_self_trap
0000000180424a20 (__TEXT,__text) external _task_set_corpse_forking_behavior
0000000180421590 (__TEXT,__text) external _task_set_emulation
000000018042183c (__TEXT,__text) external _task_set_emulation_vector
0000000180423ea0 (__TEXT,__text) external _task_set_exc_guard_behavior
0000000180400d18 (__TEXT,__text) external _task_set_exception_ports
00000001804011b4 (__TEXT,__text) external _task_set_info
0000000180422cc4 (__TEXT,__text) external _task_set_mach_voucher
00000001804225e0 (__TEXT,__text) external _task_set_phys_footprint_limit
0000000180422020 (__TEXT,__text) external _task_set_policy
0000000180413420 (__TEXT,__text) external _task_set_port_space
0000000180421974 (__TEXT,__text) external _task_set_ras_pc
00000001803f7a70 (__TEXT,__text) external _task_set_special_port
0000000180422430 (__TEXT,__text) external _task_set_state
000000018042058c (__TEXT,__text) external _task_suspend
0000000180422738 (__TEXT,__text) external _task_suspend2
0000000180420b18 (__TEXT,__text) external _task_swap_exception_ports
0000000180422de8 (__TEXT,__text) external _task_swap_mach_voucher
0000000180420478 (__TEXT,__text) external _task_terminate
0000000180424b40 (__TEXT,__text) external _task_test_async_upcall_propagation
00000001804248fc (__TEXT,__text) external _task_test_sync_upcall
00000001803ff9d0 (__TEXT,__text) external _task_threads
0000000180423378 (__TEXT,__text) external _task_unregister_dyld_image_infos
0000000180421a90 (__TEXT,__text) external _task_zone_info
000000018040c7f0 (__TEXT,__text) external _terminate_with_payload
0000000180401174 (__TEXT,__text) external _terminate_with_reason
00000001804256d0 (__TEXT,__text) external _thread_abort
00000001804257e4 (__TEXT,__text) external _thread_abort_safely
0000000180426230 (__TEXT,__text) external _thread_assign
0000000180426354 (__TEXT,__text) external _thread_assign_default
0000000180426b90 (__TEXT,__text) external _thread_convert_thread_state
00000001804207b4 (__TEXT,__text) external _thread_create
0000000180420914 (__TEXT,__text) external _thread_create_running
00000001804258f8 (__TEXT,__text) external _thread_depress_abort
00000001803f9a90 (__TEXT,__text) external _thread_destruct_special_reply_port
0000000180426468 (__TEXT,__text) external _thread_get_assignment
000000018040036c (__TEXT,__text) external _thread_get_exception_ports
0000000180426df0 (__TEXT,__text) external _thread_get_exception_ports_info
0000000180426778 (__TEXT,__text) external _thread_get_mach_voucher
000000018040aef0 (__TEXT,__text) external _thread_get_register_pointer_values
0000000180425a0c (__TEXT,__text) external _thread_get_special_port
00000001803f68d0 (__TEXT,__text) external _thread_get_special_reply_port
00000001803ffb54 (__TEXT,__text) external _thread_get_state
00000001803fe050 (__TEXT,__text) external _thread_info
00000001803fba7c (__TEXT,__text) external _thread_policy
00000001803ffdf8 (__TEXT,__text) external _thread_policy_get
00000001803fcc08 (__TEXT,__text) external _thread_policy_set
00000001804255bc (__TEXT,__text) external _thread_resume
0000000180425fec (__TEXT,__text) external _thread_sample
00000001803f67c8 (__TEXT,__text) external _thread_self_trap
0000000180405d78 (__TEXT,__text) external _thread_selfcounts
00000001803fcf0c (__TEXT,__text) external _thread_set_exception_ports
00000001804268e8 (__TEXT,__text) external _thread_set_mach_voucher
000000018040ae60 (__TEXT,__text) external _thread_set_policy
0000000180425b7c (__TEXT,__text) external _thread_set_special_port
00000001804252f8 (__TEXT,__text) external _thread_set_state
00000001804254a8 (__TEXT,__text) external _thread_suspend
0000000180425cb0 (__TEXT,__text) external _thread_swap_exception_ports
0000000180426a0c (__TEXT,__text) external _thread_swap_mach_voucher
00000001803fbfc4 (__TEXT,__text) external _thread_switch
0000000180424de8 (__TEXT,__text) external _thread_terminate
00000001804154fc (__TEXT,__text) external _thread_wire
0000000180429ac8 (__TEXT,__const) non-external _times_now
0000000180405da4 (__TEXT,__text) external _tracker_action
0000000180405dd0 (__TEXT,__text) external _truncate
00000001803fbf6c (__TEXT,__text) external _umask
0000000180405dfc (__TEXT,__text) external _undelete
0000000180405e28 (__TEXT,__text) external _ungraftdmg
00000001803fa818 (__TEXT,__text) external _unlink
0000000180400640 (__TEXT,__text) external _unlinkat
0000000180402fe4 (__TEXT,__text) external _unmount
0000000180405e54 (__TEXT,__text) external _usrctl
000000018040ada4 (__TEXT,__text) external _utimensat
00000001803fbf98 (__TEXT,__text) external _utimes
0000000180405e80 (__TEXT,__text) external _vfs_purge
00000001803f8b40 (__TEXT,__text) external _vm_allocate
0000000180415630 (__TEXT,__text) external _vm_allocate_cpm
0000000180427730 (__TEXT,__text) external _vm_behavior_set
00000001803f9944 (__TEXT,__text) external _vm_copy
00000001803f8c30 (__TEXT,__text) external _vm_deallocate
00000001804270d0 (__TEXT,__text) external _vm_inherit
00000001d77079b0 (__DATA_DIRTY,__common) external _vm_kernel_page_mask
00000001d77079b8 (__DATA_DIRTY,__common) external _vm_kernel_page_shift
00000001d77079a8 (__DATA_DIRTY,__common) external _vm_kernel_page_size
0000000180427854 (__TEXT,__text) external _vm_machine_attribute
0000000180402c48 (__TEXT,__text) external _vm_map
00000001804279b0 (__TEXT,__text) external _vm_map_page_query
000000018042760c (__TEXT,__text) external _vm_msync
00000001d77079c0 (__DATA_DIRTY,__common) external _vm_page_mask
00000001d77079c8 (__DATA_DIRTY,__common) external _vm_page_shift
00000001d77079d8 (__DATA_DIRTY,__common) external _vm_page_size
0000000180405eac (__TEXT,__text) external _vm_pressure_monitor
00000001803fb264 (__TEXT,__text) external _vm_protect
00000001803fa184 (__TEXT,__text) external _vm_purgable_control
000000018040009c (__TEXT,__text) external _vm_read
00000001804271f4 (__TEXT,__text) external _vm_read_list
00000001804274b8 (__TEXT,__text) external _vm_read_overwrite
00000001803fec70 (__TEXT,__text) external _vm_region_64
00000001803feea0 (__TEXT,__text) external _vm_region_recurse_64
00000001803f8df0 (__TEXT,__text) external _vm_remap
000000018041382c (__TEXT,__text) external _vm_remap_new
00000001804153c4 (__TEXT,__text) external _vm_wire
000000018042737c (__TEXT,__text) external _vm_write
00000001803f9ee4 (__TEXT,__text) external _voucher_mach_msg_adopt
00000001803f79e0 (__TEXT,__text) external _voucher_mach_msg_clear
00000001803f9ecc (__TEXT,__text) external _voucher_mach_msg_revert
00000001803f7594 (__TEXT,__text) external _voucher_mach_msg_set
00000001d6598020 (__DATA,__common) external _vprintf_stderr_func
0000000180402f08 (__TEXT,__text) external _wait4
0000000180405ed8 (__TEXT,__text) external _waitid
000000018040495c (__TEXT,__text) external _waitid$NOCANCEL
0000000180412500 (__TEXT,__text) external _work_interval_copy_port
00000001803ff664 (__TEXT,__text) external _work_interval_create
00000001804122e8 (__TEXT,__text) external _work_interval_destroy
0000000180411f5c (__TEXT,__text) external _work_interval_get_flags_from_port
00000001803ff7a4 (__TEXT,__text) external _work_interval_instance_alloc
00000001804120c4 (__TEXT,__text) external _work_interval_instance_clear
0000000180412268 (__TEXT,__text) external _work_interval_instance_finish
00000001804120d8 (__TEXT,__text) external _work_interval_instance_free
000000018041218c (__TEXT,__text) external _work_interval_instance_get_complexity
000000018041215c (__TEXT,__text) external _work_interval_instance_get_deadline
0000000180412174 (__TEXT,__text) external _work_interval_instance_get_finish
00000001803ff844 (__TEXT,__text) external _work_interval_instance_get_id
0000000180412144 (__TEXT,__text) external _work_interval_instance_get_start
00000001804121a4 (__TEXT,__text) external _work_interval_instance_get_telemetry_data
000000018041213c (__TEXT,__text) external _work_interval_instance_set_complexity
000000018041212c (__TEXT,__text) external _work_interval_instance_set_deadline
0000000180412134 (__TEXT,__text) external _work_interval_instance_set_finish
0000000180412124 (__TEXT,__text) external _work_interval_instance_set_start
00000001804121c0 (__TEXT,__text) external _work_interval_instance_start
0000000180412210 (__TEXT,__text) external _work_interval_instance_update
0000000180412454 (__TEXT,__text) external _work_interval_join
00000001804124ac (__TEXT,__text) external _work_interval_join_port
00000001804124ec (__TEXT,__text) external _work_interval_leave
0000000180411fe8 (__TEXT,__text) external _work_interval_notify
0000000180412064 (__TEXT,__text) external _work_interval_notify_simple
00000001803fa3cc (__TEXT,__text) external _write
00000001803fa77c (__TEXT,__text) external _write$NOCANCEL
00000001803fa724 (__TEXT,__text) external _writev
0000000180404988 (__TEXT,__text) external _writev$NOCANCEL
