00007ff8400c6210 (__DATA,__data) external _NDR_record
00007ff800d166ed (__TEXT,__text) external _proc_pidpath
00007ff800d16781 (__TEXT,__text) external _proc_pidpath_audittoken
00007ff800d1660e (__TEXT,__text) external _proc_regionfilename
00007ff800d170d9 (__TEXT,__text) external _proc_reset_footprint_interval
00007ff800d16da3 (__TEXT,__text) external _proc_resume_cpumon
00007ff800d11c74 (__TEXT,__text) external _proc_rlimit_control
00007ff800d16d58 (__TEXT,__text) external _proc_set_cpumon_defaults
00007ff800d16c9c (__TEXT,__text) external _proc_set_cpumon_params
00007ff800d16e23 (__TEXT,__text) external _proc_set_cpumon_params_fatal
00007ff800d17580 (__TEXT,__text) external _proc_set_csm
00007ff800d17374 (__TEXT,__text) external _proc_set_delayidlesleep
00007ff800d16968 (__TEXT,__text) external _proc_set_dirty
00007ff800d174d4 (__TEXT,__text) external _proc_set_no_smt
00007ff800d17327 (__TEXT,__text) external _proc_set_owner_vmpressure
00007ff800d16fee (__TEXT,__text) external _proc_set_wakemon_defaults
00007ff800d16f8a (__TEXT,__text) external _proc_set_wakemon_params
00007ff800d17072 (__TEXT,__text) external _proc_setcpu_percentage
00007ff800d168c4 (__TEXT,__text) external _proc_setpcontrol
00007ff800d16469 (__TEXT,__text) external _proc_setthread_cpupercent
00007ff800d17630 (__TEXT,__text) external _proc_setthread_csm
00007ff800d1752c (__TEXT,__text) external _proc_setthread_no_smt
00007ff800d16aaf (__TEXT,__text) external _proc_signal_delegate
00007ff800d16ba5 (__TEXT,__text) external _proc_signal_with_audittoken
00007ff800d174d1 (__TEXT,__text) external _proc_suppress
00007ff800d16a57 (__TEXT,__text) external _proc_terminate
00007ff800d16c48 (__TEXT,__text) external _proc_terminate_all_rsr
00007ff800d16b1e (__TEXT,__text) external _proc_terminate_delegate
00007ff800d16bed (__TEXT,__text) external _proc_terminate_with_audittoken
00007ff800d11c8c (__TEXT,__text) external _proc_trace_log
00007ff800d1691e (__TEXT,__text) external _proc_track_dirty
00007ff800d16528 (__TEXT,__text) external _proc_udata_info
00007ff800d11ca4 (__TEXT,__text) external _proc_uuid_policy
00007ff800d2e53a (__TEXT,__text) external _processor_assign
00007ff800d2e3f8 (__TEXT,__text) external _processor_control
00007ff800d2e101 (__TEXT,__text) external _processor_exit
00007ff800d2e638 (__TEXT,__text) external _processor_get_assignment
00007ff800d2e1e5 (__TEXT,__text) external _processor_info
00007ff800d25f3a (__TEXT,__text) external _processor_set_create
00007ff800d25e18 (__TEXT,__text) external _processor_set_default
00007ff800d2d424 (__TEXT,__text) external _processor_set_destroy
00007ff800d2dd14 (__TEXT,__text) external _processor_set_info
00007ff800d2d508 (__TEXT,__text) external _processor_set_max_priority
00007ff800d2da58 (__TEXT,__text) external _processor_set_policy_control
00007ff800d2d6e5 (__TEXT,__text) external _processor_set_policy_disable
00007ff800d2d5f7 (__TEXT,__text) external _processor_set_policy_enable
00007ff800d2dba2 (__TEXT,__text) external _processor_set_stack_usage
00007ff800d2d27b (__TEXT,__text) external _processor_set_statistics
00007ff800d2d7d4 (__TEXT,__text) external _processor_set_tasks
00007ff800d2ded6 (__TEXT,__text) external _processor_set_tasks_with_flavor
00007ff800d2d916 (__TEXT,__text) external _processor_set_threads
00007ff800d2e01d (__TEXT,__text) external _processor_start
00007ff800d1df0b (__TEXT,__text) external _pselect
00007ff800d1fcdc (__TEXT,__text) external _pselect$DARWIN_EXTSN
00007ff800d15610 (__TEXT,__text) external _pselect$DARWIN_EXTSN$NOCANCEL
00007ff800d1e0a0 (__TEXT,__text) external _pselect$NOCANCEL
00007ff800d0fd24 (__TEXT,__text) external _pthread_getugid_np
00007ff800d109ec (__TEXT,__text) external _pthread_setugid_np
00007ff800d106b0 (__TEXT,__text) external _ptrace
00007ff800d11cbc (__TEXT,__text) external _pwrite
00007ff800d106d4 (__TEXT,__text) external _pwrite$NOCANCEL
00007ff800d11cd4 (__TEXT,__text) external _pwritev
00007ff800d106ec (__TEXT,__text) external _pwritev$NOCANCEL
00007ff800d15019 (__TEXT,__text) external _quota
00007ff800d11cec (__TEXT,__text) external _quotactl
00007ff800d11d04 (__TEXT,__text) external _read
00007ff800d10704 (__TEXT,__text) external _read$NOCANCEL
00007ff800d11d1c (__TEXT,__text) external _readlink
00007ff800d11d34 (__TEXT,__text) external _readlinkat
00007ff800d11d4c (__TEXT,__text) external _readv
00007ff800d1071c (__TEXT,__text) external _readv$NOCANCEL
00007ff800d135ff (__TEXT,__text) external _reboot
00007ff800d13606 (__TEXT,__text) external _reboot_np
00007ff800d1ded7 (__TEXT,__text) external _record_system_event_as_kernel
00007ff800d10764 (__TEXT,__text) external _recvfrom
00007ff800d1077c (__TEXT,__text) external _recvfrom$NOCANCEL
00007ff800d10794 (__TEXT,__text) external _recvmsg
00007ff800d107ac (__TEXT,__text) external _recvmsg$NOCANCEL
00007ff800d11d64 (__TEXT,__text) external _recvmsg_x
00007ff800d11d7c (__TEXT,__text) external _register_uexc_handler
00007ff800d11d94 (__TEXT,__text) external _removexattr
00007ff800d1fcb1 (__TEXT,__text) external _rename
00007ff800d18108 (__TEXT,__text) external _rename_ext
00007ff800d136ff (__TEXT,__text) external _renameat
00007ff800d180c7 (__TEXT,__text) external _renameatx_np
00007ff800d180de (__TEXT,__text) external _renamex_np
00007ff800d11dac (__TEXT,__text) external _revoke
00007ff800d1f6a3 (__TEXT,__text) external _rmdir
00007ff800d11dc4 (__TEXT,__text) external _searchfs
00007ff800d1dedc (__TEXT,__text) external _select
00007ff800d10824 (__TEXT,__text) external _select$DARWIN_EXTSN
00007ff800d1083c (__TEXT,__text) external _select$DARWIN_EXTSN$NOCANCEL
00007ff800d1e071 (__TEXT,__text) external _select$NOCANCEL
00007ff800d11ddc (__TEXT,__text) external _sem_close
00007ff800d1d776 (__TEXT,__text) external _sem_destroy
00007ff800d1d799 (__TEXT,__text) external _sem_getvalue
00007ff800d1d7bc (__TEXT,__text) external _sem_init
00007ff800d10854 (__TEXT,__text) external _sem_open
00007ff800d11df4 (__TEXT,__text) external _sem_post
00007ff800d11e0c (__TEXT,__text) external _sem_trywait
00007ff800d11e24 (__TEXT,__text) external _sem_unlink
00007ff800d11e3c (__TEXT,__text) external _sem_wait
00007ff800d1086c (__TEXT,__text) external _sem_wait$NOCANCEL
00007ff800d306ea (__TEXT,__text) external _semaphore_create
00007ff800d30817 (__TEXT,__text) external _semaphore_destroy
00007ff800d1533b (__TEXT,__text) external _semaphore_signal
00007ff800d15340 (__TEXT,__text) external _semaphore_signal_all
00007ff800d0f154 (__TEXT,__text) external _semaphore_signal_all_trap
00007ff800d15345 (__TEXT,__text) external _semaphore_signal_thread
00007ff800d0f160 (__TEXT,__text) external _semaphore_signal_thread_trap
00007ff800d0f148 (__TEXT,__text) external _semaphore_signal_trap
00007ff800d1534f (__TEXT,__text) external _semaphore_timedwait
00007ff800d15360 (__TEXT,__text) external _semaphore_timedwait_signal
00007ff800d0f190 (__TEXT,__text) external _semaphore_timedwait_signal_trap
00007ff800d0f184 (__TEXT,__text) external _semaphore_timedwait_trap
00007ff800d1534a (__TEXT,__text) external _semaphore_wait
00007ff800d1535b (__TEXT,__text) external _semaphore_wait_signal
00007ff800d0f178 (__TEXT,__text) external _semaphore_wait_signal_trap
00007ff800d0f16c (__TEXT,__text) external _semaphore_wait_trap
00007ff800d10884 (__TEXT,__text) external _semctl
00007ff800d11e54 (__TEXT,__text) external _semget
00007ff800d11e6c (__TEXT,__text) external _semop
00007ff800d1089c (__TEXT,__text) external _semsys
00007ff800d11e84 (__TEXT,__text) external _sendfile
00007ff800d108e4 (__TEXT,__text) external _sendmsg
00007ff800d108fc (__TEXT,__text) external _sendmsg$NOCANCEL
00007ff800d11e9c (__TEXT,__text) external _sendmsg_x
00007ff800d10914 (__TEXT,__text) external _sendto
00007ff800d1092c (__TEXT,__text) external _sendto$NOCANCEL
00007ff800d10944 (__TEXT,__text) external _setattrlist
00007ff800d11eb4 (__TEXT,__text) external _setattrlistat
00007ff800d21d60 (__TEXT,__text) external _setaudit
00007ff800d11ecc (__TEXT,__text) external _setaudit_addr
00007ff800d11ee4 (__TEXT,__text) external _setauid
00007ff800d11efc (__TEXT,__text) external _setegid
00007ff800d11f14 (__TEXT,__text) external _seteuid
00007ff800d11f2c (__TEXT,__text) external _setgid
00007ff800d11f44 (__TEXT,__text) external _setgroups
00007ff800d155c0 (__TEXT,__text) external _setiopolicy_np
00007ff800d11f5c (__TEXT,__text) external _setitimer
00007ff800d11f74 (__TEXT,__text) external _setpgid
00007ff800d1a401 (__TEXT,__text) external _setpriority
00007ff800d11f8c (__TEXT,__text) external _setprivexec
00007ff800d15034 (__TEXT,__text) external _setquota
00007ff800d1098c (__TEXT,__text) external _setregid
00007ff800d109a4 (__TEXT,__text) external _setreuid
00007ff800d1e206 (__TEXT,__text) external _setrlimit
00007ff800d109d4 (__TEXT,__text) external _setsgroups_np
00007ff800d11fa4 (__TEXT,__text) external _setsid
00007ff800d11fbc (__TEXT,__text) external _setsockopt
00007ff800d11fd4 (__TEXT,__text) external _setuid
00007ff800d10a34 (__TEXT,__text) external _setwgroups_np
00007ff800d11fec (__TEXT,__text) external _setxattr
00007ff800d1aa26 (__TEXT,__text) external _sfi_get_class_offtime
00007ff800d1aa47 (__TEXT,__text) external _sfi_process_get_flags
00007ff800d1aa37 (__TEXT,__text) external _sfi_process_set_flags
00007ff800d1aa15 (__TEXT,__text) external _sfi_set_class_offtime
00007ff800d10aac (__TEXT,__text) external _shm_open
00007ff800d12004 (__TEXT,__text) external _shm_unlink
00007ff800d1201c (__TEXT,__text) external _shmat
00007ff800d10ac4 (__TEXT,__text) external _shmctl
00007ff800d12034 (__TEXT,__text) external _shmdt
00007ff800d1204c (__TEXT,__text) external _shmget
00007ff800d10adc (__TEXT,__text) external _shmsys
00007ff800d12064 (__TEXT,__text) external _shutdown
00007ff800d1207c (__TEXT,__text) external _sigpending
00007ff800d12094 (__TEXT,__text) external _sigprocmask
00007ff800d1f502 (__TEXT,__text) external _sigsuspend
00007ff800d1e211 (__TEXT,__text) external _sigsuspend$NOCANCEL
00007ff800d120ac (__TEXT,__text) external _socket
00007ff800d120c4 (__TEXT,__text) external _socket_delegate
00007ff800d10b84 (__TEXT,__text) external _socketpair
00007ff800d1a289 (__TEXT,__text) external _stackshot_capture_with_config
00007ff800d1a206 (__TEXT,__text) external _stackshot_config_create
00007ff800d1a3ae (__TEXT,__text) external _stackshot_config_dealloc
00007ff800d1a366 (__TEXT,__text) external _stackshot_config_dealloc_buffer
00007ff800d1a2f8 (__TEXT,__text) external _stackshot_config_get_stackshot_buffer
00007ff800d1a305 (__TEXT,__text) external _stackshot_config_get_stackshot_size
00007ff800d1a332 (__TEXT,__text) external _stackshot_config_set_delta_timestamp
00007ff800d1a277 (__TEXT,__text) external _stackshot_config_set_flags
00007ff800d1a34b (__TEXT,__text) external _stackshot_config_set_pagetable_mask
00007ff800d1a267 (__TEXT,__text) external _stackshot_config_set_pid
00007ff800d1a31a (__TEXT,__text) external _stackshot_config_set_size_hint
00007ff800d120dc (__TEXT,__text) external _stat
00007ff800d120dc (__TEXT,__text) external _stat64
00007ff800d120f4 (__TEXT,__text) external _statfs
00007ff800d120f4 (__TEXT,__text) external _statfs64
00007ff800d1841a (__TEXT,__text) external _statfs_ext
00007ff8400c6390 (__DATA,__bss) non-external _supported
00007ff800d1210c (__TEXT,__text) external _swapon
00007ff800d0f250 (__TEXT,__text) external _swtch
00007ff800d0f244 (__TEXT,__text) external _swtch_pri
00007ff800d12124 (__TEXT,__text) external _symlink
00007ff800d1213c (__TEXT,__text) external _symlinkat
00007ff800d12154 (__TEXT,__text) external _sync
00007ff800d10be4 (__TEXT,__text) external _syscall
00007ff800d0f25c (__TEXT,__text) external _syscall_thread_switch
00007ff800d1aa04 (__TEXT,__text) external _system_get_sfi_window
00007ff800d1216c (__TEXT,__text) external _system_override
00007ff800d1a9f3 (__TEXT,__text) external _system_set_sfi_window
00007ff800d3145b (__TEXT,__text) external _task_assign
00007ff800d31559 (__TEXT,__text) external _task_assign_default
00007ff800d2eebf (__TEXT,__text) external _task_create
00007ff800d334de (__TEXT,__text) external _task_create_identity_token
00007ff800d33731 (__TEXT,__text) external _task_dyld_process_info_notify_deregister
00007ff800d0f070 (__TEXT,__text) external _task_dyld_process_info_notify_get
00007ff800d333e2 (__TEXT,__text) external _task_dyld_process_info_notify_register
00007ff800d0f1d8 (__TEXT,__text) external _task_for_pid
00007ff800d32498 (__TEXT,__text) external _task_generate_corpse
00007ff800d31647 (__TEXT,__text) external _task_get_assignment
00007ff800d3290e (__TEXT,__text) external _task_get_dyld_image_infos
00007ff800d30f98 (__TEXT,__text) external _task_get_emulation_vector
00007ff800d330ae (__TEXT,__text) external _task_get_exc_guard_behavior
00007ff800d2ffa7 (__TEXT,__text) external _task_get_exception_ports
00007ff800d3381f (__TEXT,__text) external _task_get_exception_ports_info
00007ff800d32129 (__TEXT,__text) external _task_get_mach_voucher
00007ff800d2f999 (__TEXT,__text) external _task_get_special_port
00007ff800d31945 (__TEXT,__text) external _task_get_state
00007ff800d33600 (__TEXT,__text) external _task_identity_token_get_task_port
00007ff800d2f48b (__TEXT,__text) external _task_info
00007ff800d32f09 (__TEXT,__text) external _task_inspect
00007ff800d12184 (__TEXT,__text) external _task_inspect_for_pid
00007ff800d325ba (__TEXT,__text) external _task_map_corpse_info
00007ff800d32dbd (__TEXT,__text) external _task_map_corpse_info_64
00007ff800d33d7f (__TEXT,__text) external _task_map_kcdata_object_64
00007ff800d0f1cc (__TEXT,__text) external _task_name_for_pid
00007ff800d30d54 (__TEXT,__text) external _task_policy
00007ff800d30a4b (__TEXT,__text) external _task_policy_get
00007ff800d30913 (__TEXT,__text) external _task_policy_set
00007ff800d31fc9 (__TEXT,__text) external _task_purgable_info
00007ff800d1219c (__TEXT,__text) external _task_read_for_pid
00007ff800d32c58 (__TEXT,__text) external _task_register_dyld_get_process_state
00007ff800d3270a (__TEXT,__text) external _task_register_dyld_image_infos
00007ff800d32b5e (__TEXT,__text) external _task_register_dyld_set_dyld_state
00007ff800d32a5d (__TEXT,__text) external _task_register_dyld_shared_cache_image_info
00007ff800d33ecb (__TEXT,__text) external _task_register_hardened_exception_handler
00007ff800d380c6 (__TEXT,__text) external _task_restartable_ranges_register
00007ff800d38222 (__TEXT,__text) external _task_restartable_ranges_synchronize
00007ff800d2f8b5 (__TEXT,__text) external _task_resume
00007ff800d31ee5 (__TEXT,__text) external _task_resume2
00007ff800d30c58 (__TEXT,__text) external _task_sample
00007ff800d1537e (__TEXT,__text) external _task_self_
00007ff800d0f118 (__TEXT,__text) external _task_self_trap
00007ff800d33b8f (__TEXT,__text) external _task_set_corpse_forking_behavior
00007ff800d30eb1 (__TEXT,__text) external _task_set_emulation
00007ff800d310de (__TEXT,__text) external _task_set_emulation_vector
00007ff800d331d1 (__TEXT,__text) external _task_set_exc_guard_behavior
00007ff800d2fea1 (__TEXT,__text) external _task_set_exception_ports
00007ff800d2f671 (__TEXT,__text) external _task_set_info
00007ff800d3225a (__TEXT,__text) external _task_set_mach_voucher
00007ff800d31c91 (__TEXT,__text) external _task_set_phys_footprint_limit
00007ff800d31769 (__TEXT,__text) external _task_set_policy
00007ff800d21294 (__TEXT,__text) external _task_set_port_space
00007ff800d311e5 (__TEXT,__text) external _task_set_ras_pc
00007ff800d2faca (__TEXT,__text) external _task_set_special_port
00007ff800d31b2e (__TEXT,__text) external _task_set_state
00007ff800d2f7d1 (__TEXT,__text) external _task_suspend
00007ff800d31dc3 (__TEXT,__text) external _task_suspend2
00007ff800d30226 (__TEXT,__text) external _task_swap_exception_ports
00007ff800d32356 (__TEXT,__text) external _task_swap_mach_voucher
00007ff800d2f005 (__TEXT,__text) external _task_terminate
00007ff800d33c7d (__TEXT,__text) external _task_test_async_upcall_propagation
00007ff800d33a93 (__TEXT,__text) external _task_test_sync_upcall
00007ff800d2f0e9 (__TEXT,__text) external _task_threads
00007ff800d3280c (__TEXT,__text) external _task_unregister_dyld_image_infos
00007ff800d312cc (__TEXT,__text) external _task_zone_info
00007ff800d1a7d5 (__TEXT,__text) external _terminate_with_payload
00007ff800d1a7b6 (__TEXT,__text) external _terminate_with_reason
00007ff800d34919 (__TEXT,__text) external _thread_abort
00007ff800d349fd (__TEXT,__text) external _thread_abort_safely
00007ff800d36959 (__TEXT,__text) external _thread_adopt_exception_handler
00007ff800d35c98 (__TEXT,__text) external _thread_assign
00007ff800d35d94 (__TEXT,__text) external _thread_assign_default
00007ff800d3649a (__TEXT,__text) external _thread_convert_thread_state
00007ff800d2fbc8 (__TEXT,__text) external _thread_create
00007ff800d2fcea (__TEXT,__text) external _thread_create_running
00007ff800d34ae1 (__TEXT,__text) external _thread_depress_abort
00007ff800d21367 (__TEXT,__text) external _thread_destruct_special_reply_port
00007ff800d35e78 (__TEXT,__text) external _thread_get_assignment
00007ff800d35105 (__TEXT,__text) external _thread_get_exception_ports
00007ff800d366e5 (__TEXT,__text) external _thread_get_exception_ports_info
00007ff800d3612b (__TEXT,__text) external _thread_get_mach_voucher
00007ff800d17e1d (__TEXT,__text) external _thread_get_register_pointer_values
00007ff800d34bc5 (__TEXT,__text) external _thread_get_special_port
00007ff800d0f214 (__TEXT,__text) external _thread_get_special_reply_port
00007ff800d34405 (__TEXT,__text) external _thread_get_state
00007ff800d34df4 (__TEXT,__text) external _thread_info
00007ff800d17d4a (__TEXT,__text) external _thread_policy
00007ff800d358a1 (__TEXT,__text) external _thread_policy_get
00007ff800d17d8b (__TEXT,__text) external _thread_policy_set
00007ff800d34835 (__TEXT,__text) external _thread_resume
00007ff800d35aae (__TEXT,__text) external _thread_sample
00007ff800d0f10c (__TEXT,__text) external _thread_self_trap
00007ff800d121b4 (__TEXT,__text) external _thread_selfcounts
00007ff800d34fff (__TEXT,__text) external _thread_set_exception_ports
00007ff800d3625c (__TEXT,__text) external _thread_set_mach_voucher
00007ff800d17dcc (__TEXT,__text) external _thread_set_policy
00007ff800d34cf6 (__TEXT,__text) external _thread_set_special_port
00007ff800d345ee (__TEXT,__text) external _thread_set_state
00007ff800d34751 (__TEXT,__text) external _thread_suspend
00007ff800d35384 (__TEXT,__text) external _thread_swap_exception_ports
00007ff800d36358 (__TEXT,__text) external _thread_swap_mach_voucher
00007ff800d1528b (__TEXT,__text) external _thread_switch
00007ff800d33fd5 (__TEXT,__text) external _thread_terminate
00007ff800d237c1 (__TEXT,__text) external _thread_wire
00007ff800d39940 (__TEXT,__const) non-external _times_now
00007ff800d121cc (__TEXT,__text) external _tracker_action
00007ff840083a80 (__DATA_CONST,__const) non-external _traffic_rule_types
00007ff800d121e4 (__TEXT,__text) external _truncate
00007ff800d121fc (__TEXT,__text) external _umask
00007ff800d12214 (__TEXT,__text) external _undelete
00007ff800d1222c (__TEXT,__text) external _ungraftdmg
00007ff800d1f515 (__TEXT,__text) external _unlink
00007ff800d136d9 (__TEXT,__text) external _unlinkat
00007ff800d12244 (__TEXT,__text) external _unmount
00007ff800d1225c (__TEXT,__text) external _usrctl
00007ff800d17c6f (__TEXT,__text) external _utimensat
00007ff800d12274 (__TEXT,__text) external _utimes
00007ff800d1228c (__TEXT,__text) external _vfs_purge
00007ff800d217fa (__TEXT,__text) external _vm_allocate
00007ff800d238bf (__TEXT,__text) external _vm_allocate_cpm
00007ff800d3720d (__TEXT,__text) external _vm_behavior_set
00007ff800d36f0e (__TEXT,__text) external _vm_copy
00007ff800d21829 (__TEXT,__text) external _vm_deallocate
00007ff800d36a5f (__TEXT,__text) external _vm_inherit
00007ff8400c63c8 (__DATA,__common) external _vm_kernel_page_mask
00007ff8400c63d0 (__DATA,__common) external _vm_kernel_page_shift
00007ff8400c63c0 (__DATA,__common) external _vm_kernel_page_size
00007ff800d37475 (__TEXT,__text) external _vm_machine_attribute
00007ff800d21aaa (__TEXT,__text) external _vm_map
00007ff800d37716 (__TEXT,__text) external _vm_map_page_query
00007ff800d37122 (__TEXT,__text) external _vm_msync
00007ff8400c63f0 (__DATA,__common) external _vm_page_mask
00007ff8400c63d4 (__DATA,__common) external _vm_page_shift
00007ff8400c63d8 (__DATA,__common) external _vm_page_size
00007ff800d122a4 (__TEXT,__text) external _vm_pressure_monitor
00007ff800d2182e (__TEXT,__text) external _vm_protect
00007ff800d21ce6 (__TEXT,__text) external _vm_purgable_control
00007ff800d21c4c (__TEXT,__text) external _vm_read
00007ff800d36c90 (__TEXT,__text) external _vm_read_list
00007ff800d36ff9 (__TEXT,__text) external _vm_read_overwrite
00007ff800d37a82 (__TEXT,__text) external _vm_region_64
00007ff800d3785e (__TEXT,__text) external _vm_region_recurse_64
00007ff800d21b3a (__TEXT,__text) external _vm_remap
00007ff800d21bc3 (__TEXT,__text) external _vm_remap_new
00007ff840083ab0 (__DATA_CONST,__const) non-external _vm_tag_descriptions
00007ff800d236bb (__TEXT,__text) external _vm_wire
00007ff800d36e0e (__TEXT,__text) external _vm_write
00007ff800d12394 (__TEXT,__text) external _voucher_mach_msg_adopt
00007ff800d12381 (__TEXT,__text) external _voucher_mach_msg_clear
00007ff800d123ae (__TEXT,__text) external _voucher_mach_msg_revert
00007ff800d1236c (__TEXT,__text) external _voucher_mach_msg_set
00007ff8400c63b0 (__DATA,__common) external _vprintf_stderr_func
00007ff800d10d8c (__TEXT,__text) external _wait4
00007ff800d122bc (__TEXT,__text) external _waitid
00007ff800d10da4 (__TEXT,__text) external _waitid$NOCANCEL
00007ff800d1fc38 (__TEXT,__text) external _work_interval_copy_port
00007ff800d1f6ba (__TEXT,__text) external _work_interval_create
00007ff800d1fad2 (__TEXT,__text) external _work_interval_destroy
00007ff800d1f7b7 (__TEXT,__text) external _work_interval_get_flags_from_port
00007ff800d1f8d8 (__TEXT,__text) external _work_interval_instance_alloc
00007ff800d1f940 (__TEXT,__text) external _work_interval_instance_clear
00007ff800d1fa6a (__TEXT,__text) external _work_interval_instance_finish
00007ff800d1f954 (__TEXT,__text) external _work_interval_instance_free
00007ff800d1f9a8 (__TEXT,__text) external _work_interval_instance_get_complexity
00007ff800d1f98a (__TEXT,__text) external _work_interval_instance_get_deadline
00007ff800d1f999 (__TEXT,__text) external _work_interval_instance_get_finish
00007ff800d1f9b7 (__TEXT,__text) external _work_interval_instance_get_id
00007ff800d1f97b (__TEXT,__text) external _work_interval_instance_get_start
00007ff800d1f9bc (__TEXT,__text) external _work_interval_instance_get_telemetry_data
00007ff800d1f976 (__TEXT,__text) external _work_interval_instance_set_complexity
00007ff800d1f96c (__TEXT,__text) external _work_interval_instance_set_deadline
00007ff800d1f971 (__TEXT,__text) external _work_interval_instance_set_finish
00007ff800d1f967 (__TEXT,__text) external _work_interval_instance_set_start
00007ff800d1f9d8 (__TEXT,__text) external _work_interval_instance_start
00007ff800d1fa1d (__TEXT,__text) external _work_interval_instance_update
00007ff800d1fbaa (__TEXT,__text) external _work_interval_join
00007ff800d1fbf1 (__TEXT,__text) external _work_interval_join_port
00007ff800d1fc28 (__TEXT,__text) external _work_interval_leave
00007ff800d1f82e (__TEXT,__text) external _work_interval_notify
00007ff800d1f89d (__TEXT,__text) external _work_interval_notify_simple
00007ff800d122d4 (__TEXT,__text) external _write
00007ff800d10e04 (__TEXT,__text) external _write$NOCANCEL
00007ff800d122ec (__TEXT,__text) external _writev
00007ff800d10e1c (__TEXT,__text) external _writev$NOCANCEL
