00000001dbf4bfe4 (__TEXT,__text) non-external _DiToMD5
00000001f240c230 (__AUTH_CONST,__const) external __ZTV9IOCommand
00000001f240f280 (__AUTH_CONST,__const) external __ZTV9IOService
00000001f240cff8 (__AUTH_CONST,__const) external __ZTV9OSBoolean
                 (undefined) external __ZTVN10__cxxabiv117__class_type_infoE (from libc++)
                 (undefined) external __ZTVN10__cxxabiv120__si_class_type_infoE (from libc++)
                 (undefined) external __ZTVN10__cxxabiv121__vmi_class_type_infoE (from libc++)
00000001dbf47fa0 (__TEXT,__text) external __ZThn24_N10IOReporter4freeEv
00000001dbf37a54 (__TEXT,__text) external __ZThn24_N11IOEventLink4freeEv
00000001dbf37948 (__TEXT,__text) external __ZThn24_N11IOEventLink4initEv
00000001dbf34c78 (__TEXT,__text) external __ZThn24_N11IOMemoryMap4freeEv
00000001dbf34c28 (__TEXT,__text) external __ZThn24_N11IOMemoryMap4initEv
00000001dbf37530 (__TEXT,__text) external __ZThn24_N11IOWorkGroup4freeEv
00000001dbf3742c (__TEXT,__text) external __ZThn24_N11IOWorkGroup4initEv
00000001dbf34ec0 (__TEXT,__text) external __ZThn24_N12IODMACommand4freeEv
00000001dbf34e48 (__TEXT,__text) external __ZThn24_N12IODMACommand4initEv
00000001dbf3501c (__TEXT,__text) external __ZThn24_N12IOUserClient4freeEv
00000001dbf34f8c (__TEXT,__text) external __ZThn24_N12IOUserClient4initEv
00000001dbf312bc (__TEXT,__text) external __ZThn24_N12IOUserServer4freeEv
00000001dbf31268 (__TEXT,__text) external __ZThn24_N12IOUserServer4initEv
00000001dbf3c710 (__TEXT,__text) external __ZThn24_N12OSDictionary4freeEv
00000001dbf36484 (__TEXT,__text) external __ZThn24_N12OSMappedFile4freeEv
00000001dbf36400 (__TEXT,__text) external __ZThn24_N12OSMappedFile4initEv
00000001dbf3d9c8 (__TEXT,__text) external __ZThn24_N12OSOrderedSet4freeEv
00000001dbf3d958 (__TEXT,__text) external __ZThn24_N12OSOrderedSet4initEv
00000001dbf366a0 (__TEXT,__text) external __ZThn24_N13IOCommandPool4freeEv
00000001dbf36588 (__TEXT,__text) external __ZThn24_N13IOCommandPool4initEv
00000001dbf4b854 (__TEXT,__text) external __ZThn24_N14IOReportLegend4freeEv
00000001dbf31618 (__TEXT,__text) external __ZThn24_N15IODispatchQueue4freeEv
00000001dbf31380 (__TEXT,__text) external __ZThn24_N15IODispatchQueue4initEv
00000001dbf3e500 (__TEXT,__text) external __ZThn24_N15OSSerialization4freeEv
00000001dbf3224c (__TEXT,__text) external __ZThn24_N16IODispatchSource4freeEv
00000001dbf32240 (__TEXT,__text) external __ZThn24_N16IODispatchSource4initEv
00000001dbf34b7c (__TEXT,__text) external __ZThn24_N18IOMemoryDescriptor4freeEv
00000001dbf34ac8 (__TEXT,__text) external __ZThn24_N18IOMemoryDescriptor4initEv
00000001dbf37f64 (__TEXT,__text) external __ZThn24_N20IOExtensiblePaniclog4freeEv
00000001dbf37eb0 (__TEXT,__text) external __ZThn24_N20IOExtensiblePaniclog4initEv
00000001dbf34018 (__TEXT,__text) external __ZThn24_N21IOTimerDispatchSource4freeEv
00000001dbf33f34 (__TEXT,__text) external __ZThn24_N21IOTimerDispatchSource4initEv
00000001dbf34d88 (__TEXT,__text) external __ZThn24_N24IOBufferMemoryDescriptor4freeEv
00000001dbf34cc8 (__TEXT,__text) external __ZThn24_N24IOBufferMemoryDescriptor4initEv
00000001dbf335e0 (__TEXT,__text) external __ZThn24_N25IODataQueueDispatchSource4freeEv
00000001dbf333b0 (__TEXT,__text) external __ZThn24_N25IODataQueueDispatchSource4initEv
00000001dbf32390 (__TEXT,__text) external __ZThn24_N25IOInterruptDispatchSource4freeEv
00000001dbf322cc (__TEXT,__text) external __ZThn24_N25IOInterruptDispatchSource4initEv
00000001dbf32a74 (__TEXT,__text) external __ZThn24_N35IOServiceNotificationDispatchSource4freeEv
00000001dbf329f4 (__TEXT,__text) external __ZThn24_N35IOServiceNotificationDispatchSource4initEv
00000001dbf36bdc (__TEXT,__text) external __ZThn24_N40IOServiceStateNotificationDispatchSource4freeEv
00000001dbf36b64 (__TEXT,__text) external __ZThn24_N40IOServiceStateNotificationDispatchSource4initEv
00000001dbf3d7ac (__TEXT,__text) external __ZThn24_N5OSSet4initEv
00000001dbf3dedc (__TEXT,__text) external __ZThn24_N6OSData4freeEv
00000001dbf3d044 (__TEXT,__text) external __ZThn24_N7OSArray4freeEv
00000001dbf36e4c (__TEXT,__text) external __ZThn24_N8IOThread4freeEv
00000001dbf36dbc (__TEXT,__text) external __ZThn24_N8IOThread4initEv
00000001dbf34628 (__TEXT,__text) external __ZThn24_N8OSAction4freeEv
00000001dbf35fa4 (__TEXT,__text) external __ZThn24_N8OSBundle4freeEv
00000001dbf35ef0 (__TEXT,__text) external __ZThn24_N8OSBundle4initEv
00000001dbf3e31c (__TEXT,__text) external __ZThn24_N8OSNumber4freeEv
00000001dbf31258 (__TEXT,__text) external __ZThn24_N8OSObject4freeEv
00000001dbf3124c (__TEXT,__text) external __ZThn24_N8OSObject4initEv
00000001dbf39d40 (__TEXT,__text) external __ZThn24_N8OSString4freeEv
00000001dbf36568 (__TEXT,__text) external __ZThn24_N9IOCommand4freeEv
00000001dbf364e0 (__TEXT,__text) external __ZThn24_N9IOCommand4initEv
00000001dbf3511c (__TEXT,__text) external __ZThn24_N9IOService4freeEv
00000001dbf35024 (__TEXT,__text) external __ZThn24_N9IOService4initEv
00000001dbf3e388 (__TEXT,__text) external __ZThn24_N9OSBoolean4freeEv
00000001dbf36894 (__TEXT,__text) external __ZThn40_N13IOCommandPool10getCommandEb
00000001dbf36614 (__TEXT,__text) external __ZThn40_N13IOCommandPool13initWithQueueEP15IODispatchQueue
00000001dbf36978 (__TEXT,__text) external __ZThn40_N13IOCommandPool13returnCommandEP9IOCommand
00000001dbf36a40 (__TEXT,__text) external __ZThn40_N13IOCommandPool15gatedGetCommandEPP9IOCommandb
00000001dbf36ad4 (__TEXT,__text) external __ZThn40_N13IOCommandPool18gatedReturnCommandEP9IOCommand
00000001dbf38090 (__TEXT,__text) external __ZThn40_N20IOExtensiblePaniclog11ClaimBufferEPyS0_
00000001dbf380fc (__TEXT,__text) external __ZThn40_N20IOExtensiblePaniclog11YieldBufferEj
00000001dbf35b70 (__TEXT,__text) external __ZThn48_N12IOUserClient14ExternalMethodEyP27IOUserClientMethodArgumentsPK26IOUserClientMethodDispatchP8OSObjectPv
00000001dbf3c57c (__TEXT,__text) external __ZThn48_N12OSDictionary14ensureCapacityEj
00000001dbf3c698 (__TEXT,__text) external __ZThn48_N12OSDictionary15flushCollectionEv
00000001dbf3cef8 (__TEXT,__text) external __ZThn48_N7OSArray14ensureCapacityEj
00000001dbf3cfcc (__TEXT,__text) external __ZThn48_N7OSArray15flushCollectionEv
00000001dbf3c41c (__TEXT,__text) external __ZThn48_NK12OSCollection14copyCollectionEP12OSDictionary
00000001dbf3c42c (__TEXT,__text) external __ZThn48_NK12OSCollection14iterateObjectsEU13block_pointerFbP8OSObjectE
00000001dbf3c568 (__TEXT,__text) external __ZThn48_NK12OSDictionary11getCapacityEv
00000001dbf3cc78 (__TEXT,__text) external __ZThn48_NK12OSDictionary14iterateObjectsEU13block_pointerFbP8OSObjectE
00000001dbf3c550 (__TEXT,__text) external __ZThn48_NK12OSDictionary8getCountEv
00000001dbf3cee4 (__TEXT,__text) external __ZThn48_NK7OSArray11getCapacityEv
00000001dbf3d41c (__TEXT,__text) external __ZThn48_NK7OSArray14iterateObjectsEU13block_pointerFbP8OSObjectE
00000001dbf3cecc (__TEXT,__text) external __ZThn48_NK7OSArray8getCountEv
00000001e7ef3d80 (__DATA,__bss) non-external __ZZL13noChannelNamevE4name
00000001e7ef3d88 (__DATA,__bss) non-external __ZZL13noChannelNamevE4once
                 (undefined) weak external __ZdlPv (from libc++)
                 (undefined) weak external __Znwm (from libc++)
00000001dbf30ffc (__TEXT,__text) non-external ___IOUserServerMain_block_invoke
00000001dbf31098 (__TEXT,__text) non-external ___IOUserServerMain_block_invoke_2
00000001dbf31134 (__TEXT,__text) non-external ___IOUserServerMain_block_invoke_3
00000001dbf5eb44 (__TEXT,__text) non-external ___IOUserServerMain_block_invoke_3.cold.1
00000001dbf5eb70 (__TEXT,__text) non-external ___IOUserServerMain_block_invoke_3.cold.2
00000001dbf3aec8 (__TEXT,__text) non-external ___OSArrayApply_block_invoke
00000001dbf3a348 (__TEXT,__text) non-external ___OSDictionaryApply_block_invoke
00000001dbf5f880 (__TEXT,__text) non-external ___OSDictionaryApply_block_invoke.cold.1
00000001dbf5f8ac (__TEXT,__text) non-external ___OSDictionaryApply_block_invoke.cold.2
00000001dbf39a14 (__TEXT,__text) non-external ___OSStringCreate_block_invoke
00000001dbf3bc48 (__TEXT,__text) non-external ____Z16OSSerializeEntryP15OSSerializationS0_17OSCollectionEntry_block_invoke
00000001dbf3bcc8 (__TEXT,__text) non-external ____Z16OSSerializeEntryP15OSSerializationS0_17OSCollectionEntry_block_invoke_2
00000001dbf3c318 (__TEXT,__text) non-external ____Z19OSObjectLogInternalP8OSObjectj_block_invoke
00000001dbf3c394 (__TEXT,__text) non-external ____Z19OSObjectLogInternalP8OSObjectj_block_invoke.41
00000001dbf49308 (__TEXT,__text) non-external ____ZL13noChannelNamev_block_invoke
00000001dbf385c4 (__TEXT,__text) non-external ____ZL15OSCopyInObjectsP18IOUserServer_IVarsP16IORPCMessageMachP12IORPCMessageb_block_invoke
00000001dbf5f510 (__TEXT,__text) non-external ____ZL15OSCopyInObjectsP18IOUserServer_IVarsP16IORPCMessageMachP12IORPCMessageb_block_invoke.cold.1
00000001dbf2daf0 (__TEXT,__text) non-external ____ZL18isFirstPartyDriverv_block_invoke
00000001dbf3e814 (__TEXT,__text) non-external ____ZL19OSArrayContainerizeP7OSArray_block_invoke
00000001dbf3e934 (__TEXT,__text) non-external ____ZL20OSArrayInternalApplyP7OSArrayjU13block_pointerFbmP15OSSerialization17OSCollectionEntryE_block_invoke
00000001dbf3e690 (__TEXT,__text) non-external ____ZL20OSDictionaryGetEntryP12OSDictionaryP8OSObjectPKcPm_block_invoke
00000001dbf5fe58 (__TEXT,__text) non-external ____ZL20OSDictionaryGetEntryP12OSDictionaryP8OSObjectPKcPm_block_invoke.cold.1
00000001dbf3ea6c (__TEXT,__text) non-external ____ZL21OSArrayIterateObjectsP7OSArrayjU13block_pointerFbP8OSObjectE_block_invoke
00000001dbf3e508 (__TEXT,__text) non-external ____ZL24OSDictionaryContainerizeP12OSDictionary_block_invoke
00000001dbf3e660 (__TEXT,__text) non-external ____ZL25OSDictionaryInternalApplyP12OSDictionaryU13block_pointerFbmP15OSSerialization17OSCollectionEntryS3_E_block_invoke
00000001dbf3e99c (__TEXT,__text) non-external ____ZL26OSDictionaryIterateObjectsP12OSDictionaryU13block_pointerFbP8OSObjectS2_E_block_invoke
00000001dbf3e980 (__TEXT,__text) non-external ____ZL27OSCollectionEntryArrayApplyP15OSSerialization17OSCollectionEntryU13block_pointerFbmS0_S1_E_block_invoke
00000001dbf38bc8 (__TEXT,__text) non-external ____ZL31IOInterruptDispatchSourceThreadPv_block_invoke
00000001dbf3e958 (__TEXT,__text) non-external ____ZL32OSCollectionEntryDictionaryApplyP15OSSerialization17OSCollectionEntryU13block_pointerFbmS0_S1_S1_E_block_invoke
00000001dbf385f0 (__TEXT,__text) non-external ____ZL8LockTesti_block_invoke
00000001dbf38660 (__TEXT,__text) non-external ____ZL8LockTesti_block_invoke.217
00000001dbf386f0 (__TEXT,__text) non-external ____ZL8LockTesti_block_invoke.221
00000001dbf4bdd4 (__TEXT,__text) non-external ____ZL8deepcopyP12OSDictionary_block_invoke
00000001dbf47bf0 (__TEXT,__text) non-external ____ZN10IOReporter16updateAllReportsEP12OSCollectionP6OSDatajPjyyP18IOMemoryDescriptor_block_invoke
00000001dbf477ac (__TEXT,__text) non-external ____ZN10IOReporter19configureAllReportsEP12OSCollectionP6OSDatajPj_block_invoke
00000001dbf3c998 (__TEXT,__text) non-external ____ZN12OSDictionary5mergeEPKS__block_invoke
00000001dbf3682c (__TEXT,__text) non-external ____ZN13IOCommandPool10getCommandEb_block_invoke
00000001dbf36930 (__TEXT,__text) non-external ____ZN13IOCommandPool13returnCommandEP9IOCommand_block_invoke
00000001dbf5f1f8 (__TEXT,__text) non-external ____ZN13IOCommandPool13returnCommandEP9IOCommand_block_invoke.cold.1
00000001dbf31bac (__TEXT,__text) non-external ____ZN15IODispatchQueue14DispatchSync_fEPvPFvS0_E_block_invoke
00000001dbf318ec (__TEXT,__text) non-external ____ZN15IODispatchQueue15DispatchAsync_fEPvPFvS0_E_block_invoke
00000001dbf31a5c (__TEXT,__text) non-external ____ZN15IODispatchQueue20DispatchConcurrent_fEPvPFvS0_E_block_invoke
00000001dbf3142c (__TEXT,__text) non-external ____ZN15IODispatchQueue6CancelEU13block_pointerFvvE_block_invoke
00000001dbf32168 (__TEXT,__text) non-external ____ZN15IODispatchQueue9RunActionEU13block_pointerFivE_block_invoke
00000001dbf2f69c (__TEXT,__text) non-external ____ZN15OSMetaClassBase6InvokeE5IORPC_block_invoke
00000001dbf340b0 (__TEXT,__text) non-external ____ZN21IOTimerDispatchSource11Cancel_ImplEU13block_pointerFvvE_block_invoke
00000001dbf33d4c (__TEXT,__text) non-external ____ZN21IOTimerDispatchSource11Create_ImplEP15IODispatchQueuePPS__block_invoke
00000001dbf33e40 (__TEXT,__text) non-external ____ZN21IOTimerDispatchSource11Create_ImplEP15IODispatchQueuePPS__block_invoke_2
00000001dbf3437c (__TEXT,__text) non-external ____ZN21IOTimerDispatchSource15WakeAtTime_ImplEyyy_block_invoke
00000001dbf32804 (__TEXT,__text) non-external ____ZN25IOInterruptDispatchSource11Cancel_ImplEU13block_pointerFvvE_block_invoke
00000001dbf324f8 (__TEXT,__text) non-external ____ZN25IOInterruptDispatchSource28SetEnableWithCompletion_ImplEbU13block_pointerFvvE_block_invoke
00000001dbf32bf8 (__TEXT,__text) non-external ____ZN35IOServiceNotificationDispatchSource11Cancel_ImplEU13block_pointerFvvE_block_invoke
00000001dbf32dd8 (__TEXT,__text) non-external ____ZN35IOServiceNotificationDispatchSource20DeliverNotificationsEU13block_pointerFvyP9IOServiceyE_block_invoke
00000001dbf5ee30 (__TEXT,__text) non-external ____ZN35IOServiceNotificationDispatchSource20DeliverNotificationsEU13block_pointerFvyP9IOServiceyE_block_invoke.cold.1
00000001dbf5ee5c (__TEXT,__text) non-external ____ZN35IOServiceNotificationDispatchSource20DeliverNotificationsEU13block_pointerFvyP9IOServiceyE_block_invoke.cold.2
00000001dbf32b4c (__TEXT,__text) non-external ____ZN35IOServiceNotificationDispatchSource28SetEnableWithCompletion_ImplEbU13block_pointerFvvE_block_invoke
00000001dbf36d60 (__TEXT,__text) non-external ____ZN40IOServiceStateNotificationDispatchSource11Cancel_ImplEU13block_pointerFvvE_block_invoke
00000001dbf36cb4 (__TEXT,__text) non-external ____ZN40IOServiceStateNotificationDispatchSource28SetEnableWithCompletion_ImplEbU13block_pointerFvvE_block_invoke
00000001dbf3d860 (__TEXT,__text) non-external ____ZN5OSSet5mergeEPK7OSArray_block_invoke
00000001dbf3d25c (__TEXT,__text) non-external ____ZN7OSArray5mergeEPKS__block_invoke
00000001dbf34708 (__TEXT,__text) non-external ____ZN8OSAction6CancelEU13block_pointerFvvE_block_invoke
00000001dbf39d30 (__TEXT,__text) non-external ____ZN8OSString4freeEv_block_invoke
00000001dbf35384 (__TEXT,__text) non-external ____ZN9IOService9Stop_ImplEPS__block_invoke
00000001dbf3cc68 (__TEXT,__text) non-external ____ZNK12OSDictionary14iterateObjectsEU13block_pointerFbP8OSObjectE_block_invoke
00000001dbf3cb4c (__TEXT,__text) non-external ____ZNK12OSDictionary9isEqualToEPKS_PK12OSCollection_block_invoke
00000001dbf3c9e8 (__TEXT,__text) non-external ____ZNK12OSDictionary9isEqualToEPKS__block_invoke
00000001dbf3d4e4 (__TEXT,__text) non-external ____ZNK7OSArray20getNextIndexOfObjectEPK15OSMetaClassBasej_block_invoke
00000001dbf3d2b0 (__TEXT,__text) non-external ____ZNK7OSArray9isEqualToEPKS__block_invoke
00000001dbf5d9fc (__TEXT,__text) external ___assert_rtn
00000001e4f8a368 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00000001e4f8a488 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00000001f240bd38 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp
00000001f240d2b8 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp
00000001f240d740 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp
00000001f240d2e8 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.1
00000001f240beb8 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.101
00000001f240bee8 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.104
00000001f240bf18 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.108
00000001e4f8a3e8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.117
00000001e4f8a408 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.118
00000001f240bf48 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.121
00000001f240bf78 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.122
00000001f240bfa8 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.126
00000001e4f8a428 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.137
00000001f240bfd8 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.153
00000001e4f8a448 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.154
00000001f240c008 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.158
00000001e4f8a4a8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.16
00000001f240c038 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.161
00000001e4f8a508 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.165
00000001f240d168 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.169
00000001f240d198 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.174
00000001e4f8a528 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.176
00000001f240d1c8 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.180
00000001f240d1f8 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.186
00000001f240d228 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.189
00000001f240d258 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.193
00000001e4f8a468 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.195
00000001f240d288 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.196
00000001f240c4d8 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.215
00000001f240c598 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.22
00000001f240c508 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.220
00000001f240c538 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.224
00000001e4f8a5b0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.23
00000001f240c568 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.242
00000001f240c5c8 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.26
00000001e4f8a4c8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.32
00000001e4f8a4e8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.33
00000001f240c5f8 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.40
00000001f240c628 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.46
00000001f240c658 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.55
00000001f240c688 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.58
00000001f240c6b8 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.61
00000001f240c6e8 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.64
00000001f240c718 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.67
00000001f240bd68 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.70
00000001f240c748 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.70
00000001f240bd98 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.73
00000001f240c778 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.73
00000001f240bdc8 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.76
00000001f240c7a8 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.76
00000001f240bdf8 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.79
00000001e4f8a388 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.86
00000001e4f8a3a8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.87
00000001e4f8a3c8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.88
00000001f240be28 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.92
00000001f240be58 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.95
00000001f240be88 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.98
00000001f240bd18 (__AUTH_CONST,__const) non-external ___block_literal_global
00000001f240c4b8 (__AUTH_CONST,__const) non-external ___block_literal_global
00000001f240d468 (__AUTH_CONST,__const) non-external ___block_literal_global
                 (undefined) external ___chkstk_darwin (from libSystem)
00000001dbf31504 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32b
00000001dbf321a4 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32b40r
00000001dbf4beac (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32c33_ZTS11OSSharedPtrI12OSDictionaryE
00000001dbf343d8 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32r
00000001dbf2f760 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32r40c28_ZTS11OSSharedPtrI8OSActionE
00000001dbf311b0 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32r40r
00000001dbf478d4 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32r40r48r
00000001dbf47d44 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32r40r48r56r64r
                 (undefined) external ___cxa_pure_virtual (from libc++)
00000001dbf31514 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32b
00000001dbf321f4 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32b40r
00000001dbf4bee4 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32c33_ZTS11OSSharedPtrI12OSDictionaryE
00000001dbf343e8 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32r
00000001dbf2f7dc (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32r40c28_ZTS11OSSharedPtrI8OSActionE
00000001dbf31200 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32r40r
00000001dbf47934 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32r40r48r
00000001dbf47dc4 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32r40r48r56r64r
                 (undefined) external ___error (from libSystem)
                 (undefined) external ___memcpy_chk (from libSystem)
                 (undefined) external ___stack_chk_fail (from libSystem)
                 (undefined) external ___stack_chk_guard (from libSystem)
                 (undefined) external ___stderrp (from libSystem)
                 (undefined) external __dispatch_queue_attr_concurrent (from libSystem)
                 (undefined) external __dispatch_source_type_timer (from libSystem)
                 (undefined) external __dyld_get_image_header (from libSystem)
                 (undefined) external __dyld_get_image_name (from libSystem)
                 (undefined) external __dyld_image_count (from libSystem)
                 (undefined) external __os_log_default (from libSystem)
                 (undefined) external __os_log_impl (from libSystem)
                 (undefined) external _abort (from libSystem)
00000001dbf2cf88 (__TEXT,__text) external _absolutetime_to_continuoustime
00000001dbf2cda0 (__TEXT,__text) external _absolutetime_to_nanoseconds
00000001dbf5d8f4 (__TEXT,__text) non-external _absolutetime_to_nanoseconds.cold.1
00000001dbf5d920 (__TEXT,__text) non-external _absolutetime_to_nanoseconds.cold.2
00000001dbf4c824 (__TEXT,__text) external _aes_decrypt
00000001dbf4cd90 (__TEXT,__text) external _aes_decrypt_aad_gcm
00000001dbf4c748 (__TEXT,__text) external _aes_decrypt_cbc
00000001dbf4ce68 (__TEXT,__text) external _aes_decrypt_finalize_gcm
00000001dbf4cdf8 (__TEXT,__text) external _aes_decrypt_gcm
00000001dbf4cf0c (__TEXT,__text) external _aes_decrypt_get_ctx_size_gcm
00000001dbf4cd3c (__TEXT,__text) external _aes_decrypt_inc_iv_gcm
00000001dbf4c6e8 (__TEXT,__text) external _aes_decrypt_key
00000001dbf60788 (__TEXT,__text) non-external _aes_decrypt_key.cold.1
00000001dbf4c844 (__TEXT,__text) external _aes_decrypt_key128
00000001dbf4c85c (__TEXT,__text) external _aes_decrypt_key256
00000001dbf4cb9c (__TEXT,__text) external _aes_decrypt_key_gcm
00000001dbf4cc04 (__TEXT,__text) external _aes_decrypt_key_with_iv_gcm
00000001dbf4ccf0 (__TEXT,__text) external _aes_decrypt_reset_gcm
00000001dbf4cc74 (__TEXT,__text) external _aes_decrypt_set_iv_gcm
00000001dbf4c6d4 (__TEXT,__text) external _aes_encrypt
00000001dbf4ca48 (__TEXT,__text) external _aes_encrypt_aad_gcm
00000001dbf4c5f8 (__TEXT,__text) external _aes_encrypt_cbc
00000001dbf4cb20 (__TEXT,__text) external _aes_encrypt_finalize_gcm
00000001dbf4cab0 (__TEXT,__text) external _aes_encrypt_gcm
00000001dbf4cee4 (__TEXT,__text) external _aes_encrypt_get_ctx_size_gcm
00000001dbf4c9f4 (__TEXT,__text) external _aes_encrypt_inc_iv_gcm
00000001dbf4c598 (__TEXT,__text) external _aes_encrypt_key
00000001dbf60760 (__TEXT,__text) non-external _aes_encrypt_key.cold.1
00000001dbf4c838 (__TEXT,__text) external _aes_encrypt_key128
00000001dbf4c850 (__TEXT,__text) external _aes_encrypt_key256
00000001dbf4c868 (__TEXT,__text) external _aes_encrypt_key_gcm
00000001dbf4c8d0 (__TEXT,__text) external _aes_encrypt_key_with_iv_gcm
00000001dbf4c9a8 (__TEXT,__text) external _aes_encrypt_reset_gcm
00000001dbf4c940 (__TEXT,__text) external _aes_encrypt_set_iv_gcm
                 (undefined) external _arc4random_buf (from libSystem)
                 (undefined) external _bzero (from libSystem)
                 (undefined) external _calloc (from libSystem)
                 (undefined) external _ccaes_cbc_decrypt_mode (from libSystem)
                 (undefined) external _ccaes_cbc_encrypt_mode (from libSystem)
                 (undefined) external _ccaes_gcm_decrypt_mode (from libSystem)
                 (undefined) external _ccaes_gcm_encrypt_mode (from libSystem)
                 (undefined) external _cccbc_init (from libSystem)
                 (undefined) external _cccbc_set_iv (from libSystem)
                 (undefined) external _cccbc_update (from libSystem)
                 (undefined) external _ccdigest_init (from libSystem)
                 (undefined) external _ccdigest_update (from libSystem)
                 (undefined) external _ccgcm_aad (from libSystem)
                 (undefined) external _ccgcm_finalize (from libSystem)
                 (undefined) external _ccgcm_inc_iv (from libSystem)
                 (undefined) external _ccgcm_init (from libSystem)
                 (undefined) external _ccgcm_init_with_iv (from libSystem)
                 (undefined) external _ccgcm_reset (from libSystem)
                 (undefined) external _ccgcm_set_iv (from libSystem)
                 (undefined) external _ccgcm_update (from libSystem)
                 (undefined) external _ccmd5_di (from libSystem)
                 (undefined) external _ccsha1_di (from libSystem)
                 (undefined) external _ccsha256_di (from libSystem)
                 (undefined) external _ccsha384_di (from libSystem)
                 (undefined) external _ccsha512_di (from libSystem)
00000001dbf2ce70 (__TEXT,__text) external _clock_get_calendar_microtime
00000001dbf5d978 (__TEXT,__text) non-external _clock_get_calendar_microtime.cold.1
00000001dbf2ce24 (__TEXT,__text) external _clock_get_calendar_nanotime
