00007ff841a9d3b8 (__DATA,__data) external _NDR_record
00007ff8002f1bec (__TEXT,__text) external _posix_spawnattr_getarchpref_np
00007ff8002f1b9a (__TEXT,__text) external _posix_spawnattr_getbinpref_np
00007ff8002f1fc7 (__TEXT,__text) external _posix_spawnattr_getcpumonitor
00007ff8002f1b31 (__TEXT,__text) external _posix_spawnattr_getflags
00007ff8002e9b1b (__TEXT,__text) external _posix_spawnattr_getmacpolicyinfo_np
00007ff8002f1c4b (__TEXT,__text) external _posix_spawnattr_getpcontrol_np
00007ff8002f1b66 (__TEXT,__text) external _posix_spawnattr_getpgroup
00007ff8002f1c65 (__TEXT,__text) external _posix_spawnattr_getprocesstype_np
00007ff8002f1b4c (__TEXT,__text) external _posix_spawnattr_getsigdefault
00007ff8002f1b80 (__TEXT,__text) external _posix_spawnattr_getsigmask
00007ff8002e9a9c (__TEXT,__text) external _posix_spawnattr_init
00007ff8002e9b7f (__TEXT,__text) non-external _posix_spawnattr_macpolicyinfo_lookup
00007ff8002f1e08 (__TEXT,__text) external _posix_spawnattr_set_alt_rosetta_np
00007ff8002f2377 (__TEXT,__text) external _posix_spawnattr_set_csm_np
00007ff8002f21d5 (__TEXT,__text) external _posix_spawnattr_set_darwin_role_np
00007ff8002f25cc (__TEXT,__text) external _posix_spawnattr_set_filedesclimit_ext
00007ff8002f240b (__TEXT,__text) external _posix_spawnattr_set_gid_np
00007ff8002f2471 (__TEXT,__text) external _posix_spawnattr_set_groups_np
00007ff8002f2002 (__TEXT,__text) external _posix_spawnattr_set_importancewatch_port_np
00007ff8002f25ed (__TEXT,__text) external _posix_spawnattr_set_jetsam_ttr_np
00007ff80030a240 (__TEXT,__const) non-external _posix_spawnattr_set_jetsam_ttr_np.relaunch_jetsam_flags
00007ff8002f250e (__TEXT,__text) external _posix_spawnattr_set_login_np
00007ff8002f2345 (__TEXT,__text) external _posix_spawnattr_set_max_addr_np
00007ff8002f22b0 (__TEXT,__text) external _posix_spawnattr_set_persona_gid_np
00007ff8002f22e5 (__TEXT,__text) external _posix_spawnattr_set_persona_groups_np
00007ff8002f2209 (__TEXT,__text) external _posix_spawnattr_set_persona_np
00007ff8002f227b (__TEXT,__text) external _posix_spawnattr_set_persona_uid_np
00007ff8002f1dd4 (__TEXT,__text) external _posix_spawnattr_set_platform_np
00007ff8002f25ab (__TEXT,__text) external _posix_spawnattr_set_portlimits_ext
00007ff8002f20ea (__TEXT,__text) external _posix_spawnattr_set_ptrauth_task_port_np
00007ff8002f219a (__TEXT,__text) external _posix_spawnattr_set_qos_clamp_np
00007ff8002f2076 (__TEXT,__text) external _posix_spawnattr_set_registered_ports_np
00007ff8002f1d4a (__TEXT,__text) external _posix_spawnattr_set_subsystem_root_path_np
00007ff8002f1fea (__TEXT,__text) external _posix_spawnattr_set_threadlimit_ext
00007ff8002f23a5 (__TEXT,__text) external _posix_spawnattr_set_uid_np
00007ff8002f1c97 (__TEXT,__text) external _posix_spawnattr_setarchpref_np
00007ff8002ed3d1 (__TEXT,__text) external _posix_spawnattr_setauditsessionport_np
00007ff8002ed8d5 (__TEXT,__text) external _posix_spawnattr_setbinpref_np
00007ff8002f211d (__TEXT,__text) external _posix_spawnattr_setcoalition_np
00007ff8002f1faa (__TEXT,__text) external _posix_spawnattr_setcpumonitor
00007ff8002ed7d1 (__TEXT,__text) external _posix_spawnattr_setcpumonitor_default
00007ff8002edf83 (__TEXT,__text) external _posix_spawnattr_setexceptionports_np
00007ff8002e9b03 (__TEXT,__text) external _posix_spawnattr_setflags
00007ff8002eb0b5 (__TEXT,__text) external _posix_spawnattr_setjetsam_ext
00007ff8002e9bd6 (__TEXT,__text) external _posix_spawnattr_setmacpolicyinfo_np
00007ff8002f235e (__TEXT,__text) external _posix_spawnattr_setnosmt_np
00007ff8002f1d1a (__TEXT,__text) external _posix_spawnattr_setpcontrol_np
00007ff8002f1c7f (__TEXT,__text) external _posix_spawnattr_setpgroup
00007ff8002f1d32 (__TEXT,__text) external _posix_spawnattr_setprocesstype_np
00007ff8002e9ae9 (__TEXT,__text) external _posix_spawnattr_setsigdefault
00007ff8002e9acf (__TEXT,__text) external _posix_spawnattr_setsigmask
00007ff8002ed7f1 (__TEXT,__text) external _posix_spawnattr_setspecialport_np
00007ff8002e5e08 (__TEXT,__text) external _pread
00007ff800308350 (__TEXT,__text) external _pread$NOCANCEL
00007ff800308df8 (__TEXT,__text) external _preadv
00007ff800308368 (__TEXT,__text) external _preadv$NOCANCEL
00007ff8002f1617 (__TEXT,__text) non-external _prepare_times_array_and_attrs
00007ff8002f0e4c (__TEXT,__text) external _proc_clear_cpulimits
00007ff8002f0f95 (__TEXT,__text) external _proc_clear_delayidlesleep
00007ff8002f0b8b (__TEXT,__text) external _proc_clear_dirty
00007ff8002f0ed8 (__TEXT,__text) external _proc_clear_vmpressure
00007ff8002f0ab8 (__TEXT,__text) external _proc_current_thread_schedinfo
00007ff8002ec13b (__TEXT,__text) external _proc_denap_assertion_begin_with_msg
00007ff8002ec1e4 (__TEXT,__text) external _proc_denap_assertion_complete
00007ff8002f0fd0 (__TEXT,__text) external _proc_disable_apptype
00007ff8002ed110 (__TEXT,__text) external _proc_disable_cpumon
00007ff8002ebee2 (__TEXT,__text) external _proc_disable_wakemon
00007ff8002f0e90 (__TEXT,__text) external _proc_donate_importance_boost
00007ff8002f101e (__TEXT,__text) external _proc_enable_apptype
00007ff8002ebe81 (__TEXT,__text) external _proc_get_cpumon_params
00007ff8002f0b3f (__TEXT,__text) external _proc_get_dirty
00007ff8002f0d79 (__TEXT,__text) external _proc_get_wakemon_params
00007ff8002ec143 (__TEXT,__text) external _proc_importance_assertion_begin_with_msg
00007ff8002ec1e9 (__TEXT,__text) external _proc_importance_assertion_complete
00007ff8002f0a17 (__TEXT,__text) external _proc_kmsgbuf
00007ff8002f0b26 (__TEXT,__text) external _proc_libversion
00007ff8002f0dcf (__TEXT,__text) external _proc_list_dynkqueueids
00007ff8002f0db6 (__TEXT,__text) external _proc_list_uptrs
00007ff8002f0818 (__TEXT,__text) external _proc_listallpids
00007ff8002f0882 (__TEXT,__text) external _proc_listchildpids
00007ff8002f08b7 (__TEXT,__text) external _proc_listcoalitions
00007ff8002f084d (__TEXT,__text) external _proc_listpgrppids
00007ff8002ec0f8 (__TEXT,__text) external _proc_listpids
00007ff8002f6b02 (__TEXT,__text) external _proc_listpidspath
00007ff8002e9297 (__TEXT,__text) external _proc_name
00007ff8002ea624 (__TEXT,__text) external _proc_pid_rusage
00007ff8002f0969 (__TEXT,__text) external _proc_piddynkqueueinfo
00007ff8002f0920 (__TEXT,__text) external _proc_pidfdinfo
00007ff8002f0945 (__TEXT,__text) external _proc_pidfileportinfo
00007ff8002e59e8 (__TEXT,__text) external _proc_pidinfo
00007ff8002ea389 (__TEXT,__text) external _proc_pidoriginatorinfo
00007ff8002e5fad (__TEXT,__text) external _proc_pidpath
00007ff8002f0a42 (__TEXT,__text) external _proc_pidpath_audittoken
00007ff8002f09a4 (__TEXT,__text) external _proc_regionfilename
00007ff8002f0e3d (__TEXT,__text) external _proc_reset_footprint_interval
00007ff8002f0c0c (__TEXT,__text) external _proc_resume_cpumon
00007ff8002eafec (__TEXT,__text) external _proc_rlimit_control
00007ff8002ea5d9 (__TEXT,__text) external _proc_set_cpumon_defaults
00007ff8002ea579 (__TEXT,__text) external _proc_set_cpumon_params
00007ff8002f0c41 (__TEXT,__text) external _proc_set_cpumon_params_fatal
00007ff8002f10f7 (__TEXT,__text) external _proc_set_csm
00007ff8002f0f57 (__TEXT,__text) external _proc_set_delayidlesleep
00007ff8002e717b (__TEXT,__text) external _proc_set_dirty
00007ff8002f106f (__TEXT,__text) external _proc_set_no_smt
00007ff8002f0f1c (__TEXT,__text) external _proc_set_owner_vmpressure
00007ff8002ebf39 (__TEXT,__text) external _proc_set_wakemon_defaults
00007ff8002f0d54 (__TEXT,__text) external _proc_set_wakemon_params
00007ff8002f0de8 (__TEXT,__text) external _proc_setcpu_percentage
00007ff8002e65d4 (__TEXT,__text) external _proc_setpcontrol
00007ff8002f08e2 (__TEXT,__text) external _proc_setthread_cpupercent
00007ff8002f118f (__TEXT,__text) external _proc_setthread_csm
00007ff8002f10b5 (__TEXT,__text) external _proc_setthread_no_smt
00007ff8002f106c (__TEXT,__text) external _proc_suppress
00007ff8002f0bc3 (__TEXT,__text) external _proc_terminate
00007ff800308e10 (__TEXT,__text) external _proc_trace_log
00007ff8002e7143 (__TEXT,__text) external _proc_track_dirty
00007ff8002f098e (__TEXT,__text) external _proc_udata_info
00007ff800308e28 (__TEXT,__text) external _proc_uuid_policy
00007ff800300c38 (__TEXT,__text) external _processor_assign
00007ff800300aff (__TEXT,__text) external _processor_control
00007ff800300863 (__TEXT,__text) external _processor_exit
00007ff800300d28 (__TEXT,__text) external _processor_get_assignment
00007ff800300931 (__TEXT,__text) external _processor_info
00007ff8002fb1b9 (__TEXT,__text) external _processor_set_create
00007ff8002fb0b0 (__TEXT,__text) external _processor_set_default
00007ff8002ffcbc (__TEXT,__text) external _processor_set_destroy
00007ff8003004cc (__TEXT,__text) external _processor_set_info
00007ff8002ffd8a (__TEXT,__text) external _processor_set_max_priority
00007ff800300265 (__TEXT,__text) external _processor_set_policy_control
00007ff8002fff4b (__TEXT,__text) external _processor_set_policy_disable
00007ff8002ffe6c (__TEXT,__text) external _processor_set_policy_enable
00007ff8003003a6 (__TEXT,__text) external _processor_set_stack_usage
00007ff8002ffb55 (__TEXT,__text) external _processor_set_statistics
00007ff80030002d (__TEXT,__text) external _processor_set_tasks
00007ff800300668 (__TEXT,__text) external _processor_set_tasks_with_flavor
00007ff800300149 (__TEXT,__text) external _processor_set_threads
00007ff800300795 (__TEXT,__text) external _processor_start
00007ff8002f4fb1 (__TEXT,__text) external _pselect
00007ff8002ea669 (__TEXT,__text) external _pselect$1050
00007ff8002e9359 (__TEXT,__text) external _pselect$DARWIN_EXTSN
00007ff8002f0536 (__TEXT,__text) external _pselect$DARWIN_EXTSN$NOCANCEL
00007ff8002f5155 (__TEXT,__text) external _pselect$NOCANCEL
00007ff8002edff5 (__TEXT,__text) non-external (was a private external) _pthread_current_stack_contains_np
00007ff8002e5f68 (__TEXT,__text) external _pthread_getugid_np
00007ff8002eb9a4 (__TEXT,__text) external _pthread_setugid_np
00007ff8002eb278 (__TEXT,__text) external _ptrace
00007ff8002e7368 (__TEXT,__text) external _pwrite
00007ff800308440 (__TEXT,__text) external _pwrite$NOCANCEL
00007ff800308e40 (__TEXT,__text) external _pwritev
00007ff800308458 (__TEXT,__text) external _pwritev$NOCANCEL
00007ff8002f0232 (__TEXT,__text) external _quota
00007ff8002e9474 (__TEXT,__text) external _quotactl
00007ff8002e53b0 (__TEXT,__text) external _read
00007ff8002e6210 (__TEXT,__text) external _read$NOCANCEL
00007ff8002e657c (__TEXT,__text) external _readlink
00007ff800308e58 (__TEXT,__text) external _readlinkat
00007ff800308e70 (__TEXT,__text) external _readv
00007ff800308470 (__TEXT,__text) external _readv$NOCANCEL
00007ff8002e9a8c (__TEXT,__text) non-external (was a private external) _realloc
00007ff8002edfb7 (__TEXT,__text) non-external (was a private external) _reallocf
00007ff8002efc71 (__TEXT,__text) external _reboot
00007ff8002efc78 (__TEXT,__text) external _reboot_np
00007ff8002e7f04 (__TEXT,__text) external _recvfrom
00007ff8002e7dd8 (__TEXT,__text) external _recvfrom$NOCANCEL
00007ff8002e81c4 (__TEXT,__text) external _recvmsg
00007ff8003084a0 (__TEXT,__text) external _recvmsg$NOCANCEL
00007ff800308e88 (__TEXT,__text) external _recvmsg_x
00007ff800308ea0 (__TEXT,__text) external _register_uexc_handler
00007ff8002e85fc (__TEXT,__text) external _removexattr
00007ff8002e7769 (__TEXT,__text) external _rename
00007ff8002f1ab2 (__TEXT,__text) external _rename_ext
00007ff8002efce4 (__TEXT,__text) external _renameat
00007ff8002f1a61 (__TEXT,__text) external _renameatx_np
00007ff8002f1a80 (__TEXT,__text) external _renamex_np
00007ff800308eb8 (__TEXT,__text) external _revoke
00007ff8002e77a6 (__TEXT,__text) external _rmdir
00007ff800308ed0 (__TEXT,__text) external _searchfs
00007ff8002e7f91 (__TEXT,__text) external _select
00007ff8002e8981 (__TEXT,__text) external _select$1050
00007ff8002ecd50 (__TEXT,__text) external _select$DARWIN_EXTSN
00007ff8002e7dc0 (__TEXT,__text) external _select$DARWIN_EXTSN$NOCANCEL
00007ff8002e7d9d (__TEXT,__text) external _select$NOCANCEL
00007ff8002ebb84 (__TEXT,__text) external _sem_close
00007ff8002f4d4d (__TEXT,__text) external _sem_destroy
00007ff8002f4d63 (__TEXT,__text) external _sem_getvalue
00007ff8002f4d79 (__TEXT,__text) external _sem_init
00007ff8002ebb6c (__TEXT,__text) external _sem_open
00007ff800308ee8 (__TEXT,__text) external _sem_post
00007ff800308f00 (__TEXT,__text) external _sem_trywait
00007ff800308f18 (__TEXT,__text) external _sem_unlink
00007ff800308f30 (__TEXT,__text) external _sem_wait
00007ff8003084e8 (__TEXT,__text) external _sem_wait$NOCANCEL
00007ff8002e6d84 (__TEXT,__text) external _semaphore_create
00007ff8002e7064 (__TEXT,__text) external _semaphore_destroy
00007ff8002e6ea6 (__TEXT,__text) external _semaphore_signal
00007ff8002f02f1 (__TEXT,__text) external _semaphore_signal_all
00007ff8002e4994 (__TEXT,__text) external _semaphore_signal_all_trap
00007ff8002f02f6 (__TEXT,__text) external _semaphore_signal_thread
00007ff8002e49a0 (__TEXT,__text) external _semaphore_signal_thread_trap
00007ff8002e4988 (__TEXT,__text) external _semaphore_signal_trap
00007ff8002e83f0 (__TEXT,__text) external _semaphore_timedwait
00007ff8002f0300 (__TEXT,__text) external _semaphore_timedwait_signal
00007ff8002e49d0 (__TEXT,__text) external _semaphore_timedwait_signal_trap
00007ff8002e49c4 (__TEXT,__text) external _semaphore_timedwait_trap
00007ff8002e6ea1 (__TEXT,__text) external _semaphore_wait
00007ff8002f02fb (__TEXT,__text) external _semaphore_wait_signal
00007ff8002e49b8 (__TEXT,__text) external _semaphore_wait_signal_trap
00007ff8002e49ac (__TEXT,__text) external _semaphore_wait_trap
00007ff800308500 (__TEXT,__text) external _semctl
00007ff800308f48 (__TEXT,__text) external _semget
00007ff800308f60 (__TEXT,__text) external _semop
00007ff800308518 (__TEXT,__text) external _semsys
00007ff800308f78 (__TEXT,__text) external _sendfile
00007ff8002e8ecc (__TEXT,__text) external _sendmsg
00007ff8002e7e08 (__TEXT,__text) external _sendmsg$NOCANCEL
00007ff800308f90 (__TEXT,__text) external _sendmsg_x
00007ff8002e7eec (__TEXT,__text) external _sendto
00007ff8002e7d88 (__TEXT,__text) external _sendto$NOCANCEL
00007ff8002e7398 (__TEXT,__text) external _setattrlist
00007ff800308fa8 (__TEXT,__text) external _setattrlistat
00007ff8002f77ab (__TEXT,__text) external _setaudit
00007ff800308fc0 (__TEXT,__text) external _setaudit_addr
00007ff800308fd8 (__TEXT,__text) external _setauid
00007ff8002eb9d4 (__TEXT,__text) external _setegid
00007ff8002eb9bc (__TEXT,__text) external _seteuid
00007ff8002eb7cc (__TEXT,__text) external _setgid
00007ff800308ff0 (__TEXT,__text) external _setgroups
00007ff8002ea50f (__TEXT,__text) external _setiopolicy_np
00007ff8002eb01c (__TEXT,__text) external _setitimer
00007ff8002ed520 (__TEXT,__text) external _setpgid
00007ff8002eabd9 (__TEXT,__text) external _setpriority
00007ff800309008 (__TEXT,__text) external _setprivexec
00007ff8002f0248 (__TEXT,__text) external _setquota
00007ff800308530 (__TEXT,__text) external _setregid
00007ff800308548 (__TEXT,__text) external _setreuid
00007ff8002e6bdd (__TEXT,__text) external _setrlimit
00007ff800308560 (__TEXT,__text) external _setsgroups_np
00007ff8002eb108 (__TEXT,__text) external _setsid
00007ff8002e7d58 (__TEXT,__text) external _setsockopt
00007ff8002eb7e4 (__TEXT,__text) external _setuid
00007ff8003085a8 (__TEXT,__text) external _setwgroups_np
00007ff8002e75d4 (__TEXT,__text) external _setxattr
00007ff8002f2897 (__TEXT,__text) external _sfi_get_class_offtime
00007ff8002f28b8 (__TEXT,__text) external _sfi_process_get_flags
00007ff8002f28a8 (__TEXT,__text) external _sfi_process_set_flags
00007ff8002ebbb1 (__TEXT,__text) external _sfi_set_class_offtime
00007ff8002e5d74 (__TEXT,__text) external _shm_open
00007ff800309020 (__TEXT,__text) external _shm_unlink
00007ff800309038 (__TEXT,__text) external _shmat
00007ff800308620 (__TEXT,__text) external _shmctl
00007ff800309050 (__TEXT,__text) external _shmdt
00007ff800309068 (__TEXT,__text) external _shmget
00007ff800308638 (__TEXT,__text) external _shmsys
00007ff8002e7f4c (__TEXT,__text) external _shutdown
00007ff800309080 (__TEXT,__text) external _sigpending
00007ff8002e7338 (__TEXT,__text) external _sigprocmask
00007ff8002f5d8b (__TEXT,__text) external _sigsuspend
00007ff8002ea1b5 (__TEXT,__text) external _sigsuspend$NOCANCEL
00007ff8002e7c44 (__TEXT,__text) external _socket
00007ff800309098 (__TEXT,__text) external _socket_delegate
00007ff8002e7df0 (__TEXT,__text) external _socketpair
00007ff8002f26c8 (__TEXT,__text) external _stackshot_capture_with_config
00007ff8002f2674 (__TEXT,__text) external _stackshot_config_create
00007ff8002f27dc (__TEXT,__text) external _stackshot_config_dealloc
00007ff8002f2791 (__TEXT,__text) external _stackshot_config_dealloc_buffer
00007ff8002f2723 (__TEXT,__text) external _stackshot_config_get_stackshot_buffer
00007ff8002f2730 (__TEXT,__text) external _stackshot_config_get_stackshot_size
00007ff8002f275d (__TEXT,__text) external _stackshot_config_set_delta_timestamp
00007ff8002f26b6 (__TEXT,__text) external _stackshot_config_set_flags
00007ff8002f2776 (__TEXT,__text) external _stackshot_config_set_pagetable_mask
00007ff8002f26a6 (__TEXT,__text) external _stackshot_config_set_pid
00007ff8002f2745 (__TEXT,__text) external _stackshot_config_set_size_hint
00007ff8002ed550 (__TEXT,__text) external _stat
00007ff8002e5eb8 (__TEXT,__text) external _stat$INODE64
00007ff8002e5eb8 (__TEXT,__text) external _stat64
00007ff8003090b0 (__TEXT,__text) external _statfs
00007ff8002e6d2c (__TEXT,__text) external _statfs$INODE64
00007ff8002e6d2c (__TEXT,__text) external _statfs64
00007ff8002ee054 (__TEXT,__text) non-external (was a private external) _strchr
00007ff8002e912f (__TEXT,__text) non-external (was a private external) _strcmp
00007ff8002ee061 (__TEXT,__text) non-external (was a private external) _strlcat
00007ff8002e9d15 (__TEXT,__text) non-external (was a private external) _strlcpy
00007ff8002e6015 (__TEXT,__text) non-external (was a private external) _strlen
00007ff8002ee06e (__TEXT,__text) non-external (was a private external) _strncmp
00007ff8002ee07b (__TEXT,__text) non-external (was a private external) _strnlen
00007ff841a9d458 (__DATA,__bss) non-external _supported
00007ff8003090c8 (__TEXT,__text) external _swapon
00007ff8002e4a84 (__TEXT,__text) external _swtch
00007ff8002e4a78 (__TEXT,__text) external _swtch_pri
00007ff8002e8e9c (__TEXT,__text) external _symlink
00007ff8003090e0 (__TEXT,__text) external _symlinkat
00007ff8003090f8 (__TEXT,__text) external _sync
00007ff8002e6564 (__TEXT,__text) external _syscall
00007ff8002e4a90 (__TEXT,__text) external _syscall_thread_switch
00007ff8002f2886 (__TEXT,__text) external _system_get_sfi_window
00007ff800309110 (__TEXT,__text) external _system_override
00007ff8002ebbd9 (__TEXT,__text) external _system_set_sfi_window
00007ff841a9d408 (__DATA,__common) non-external (was a private external) _system_version_compat_check_path_suffix
00007ff841a9d410 (__DATA,__common) external _system_version_compat_mode
00007ff841a9d418 (__DATA,__common) non-external (was a private external) _system_version_compat_open_shim
00007ff8003027b8 (__TEXT,__text) external _task_assign
00007ff8003028a8 (__TEXT,__text) external _task_assign_default
00007ff8003013d6 (__TEXT,__text) external _task_create
00007ff800304467 (__TEXT,__text) external _task_create_identity_token
00007ff80030468a (__TEXT,__text) external _task_dyld_process_info_notify_deregister
00007ff8002e48b0 (__TEXT,__text) external _task_dyld_process_info_notify_get
00007ff800304388 (__TEXT,__text) external _task_dyld_process_info_notify_register
00007ff8002e4a18 (__TEXT,__text) external _task_for_pid
00007ff80030362f (__TEXT,__text) external _task_generate_corpse
00007ff800302987 (__TEXT,__text) external _task_get_assignment
00007ff800303a3b (__TEXT,__text) external _task_get_dyld_image_infos
00007ff800302340 (__TEXT,__text) external _task_get_emulation_vector
00007ff8003040d9 (__TEXT,__text) external _task_get_exc_guard_behavior
00007ff8002ed15b (__TEXT,__text) external _task_get_exception_ports
00007ff800304769 (__TEXT,__text) external _task_get_exception_ports_info
00007ff800303313 (__TEXT,__text) external _task_get_mach_voucher
00007ff8002e4ebd (__TEXT,__text) external _task_get_special_port
00007ff800302c3a (__TEXT,__text) external _task_get_state
00007ff800304570 (__TEXT,__text) external _task_identity_token_get_task_port
00007ff8002e501a (__TEXT,__text) external _task_info
00007ff800303f72 (__TEXT,__text) external _task_inspect
00007ff800309128 (__TEXT,__text) external _task_inspect_for_pid
00007ff800303738 (__TEXT,__text) external _task_map_corpse_info
00007ff800303e6a (__TEXT,__text) external _task_map_corpse_info_64
00007ff8002e4a0c (__TEXT,__text) external _task_name_for_pid
00007ff800302116 (__TEXT,__text) external _task_policy
00007ff800301e9a (__TEXT,__text) external _task_policy_get
00007ff8002e67ea (__TEXT,__text) external _task_policy_set
00007ff8003031f4 (__TEXT,__text) external _task_purgable_info
00007ff800309140 (__TEXT,__text) external _task_read_for_pid
00007ff800303d48 (__TEXT,__text) external _task_register_dyld_get_process_state
00007ff80030383f (__TEXT,__text) external _task_register_dyld_image_infos
00007ff800303c5e (__TEXT,__text) external _task_register_dyld_set_dyld_state
00007ff800303b64 (__TEXT,__text) external _task_register_dyld_shared_cache_image_info
00007ff8002e4b37 (__TEXT,__text) external _task_restartable_ranges_register
00007ff8002e6bfd (__TEXT,__text) external _task_restartable_ranges_synchronize
00007ff8003016a4 (__TEXT,__text) external _task_resume
00007ff800303126 (__TEXT,__text) external _task_resume2
00007ff800302037 (__TEXT,__text) external _task_sample
00007ff8002f031e (__TEXT,__text) external _task_self_
00007ff8002e4958 (__TEXT,__text) external _task_self_trap
00007ff800304a9a (__TEXT,__text) external _task_set_corpse_forking_behavior
00007ff80030225d (__TEXT,__text) external _task_set_emulation
00007ff80030246d (__TEXT,__text) external _task_set_emulation_vector
00007ff8003041c1 (__TEXT,__text) external _task_set_exc_guard_behavior
00007ff8002ec37b (__TEXT,__text) external _task_set_exception_ports
00007ff8002ec6e5 (__TEXT,__text) external _task_set_info
00007ff80030342d (__TEXT,__text) external _task_set_mach_voucher
00007ff800302f24 (__TEXT,__text) external _task_set_phys_footprint_limit
00007ff800302a90 (__TEXT,__text) external _task_set_policy
00007ff8002f73ab (__TEXT,__text) external _task_set_port_space
00007ff80030256b (__TEXT,__text) external _task_set_ras_pc
00007ff8002e58b8 (__TEXT,__text) external _task_set_special_port
00007ff800302dd0 (__TEXT,__text) external _task_set_state
00007ff8003015d6 (__TEXT,__text) external _task_suspend
00007ff80030301d (__TEXT,__text) external _task_suspend2
00007ff800301a17 (__TEXT,__text) external _task_swap_exception_ports
00007ff80030350c (__TEXT,__text) external _task_swap_mach_voucher
00007ff800301508 (__TEXT,__text) external _task_terminate
00007ff800304b79 (__TEXT,__text) external _task_test_async_upcall_propagation
00007ff8003049bb (__TEXT,__text) external _task_test_sync_upcall
00007ff8002eb51a (__TEXT,__text) external _task_threads
00007ff80030393d (__TEXT,__text) external _task_unregister_dyld_image_infos
00007ff80030264f (__TEXT,__text) external _task_zone_info
00007ff8002f2881 (__TEXT,__text) external _terminate_with_payload
00007ff8002ec6ae (__TEXT,__text) external _terminate_with_reason
00007ff800305314 (__TEXT,__text) external _thread_abort
00007ff8003053e2 (__TEXT,__text) external _thread_abort_safely
00007ff800305bcd (__TEXT,__text) external _thread_assign
00007ff800305cac (__TEXT,__text) external _thread_assign_default
00007ff800306319 (__TEXT,__text) external _thread_convert_thread_state
00007ff800301772 (__TEXT,__text) external _thread_create
00007ff80030187b (__TEXT,__text) external _thread_create_running
00007ff8003054b0 (__TEXT,__text) external _thread_depress_abort
00007ff8002e6fa9 (__TEXT,__text) external _thread_destruct_special_reply_port
00007ff800305d7a (__TEXT,__text) external _thread_get_assignment
00007ff8002ebbea (__TEXT,__text) external _thread_get_exception_ports
00007ff800306516 (__TEXT,__text) external _thread_get_exception_ports_info
00007ff800305ffd (__TEXT,__text) external _thread_get_mach_voucher
00007ff8002f17ce (__TEXT,__text) external _thread_get_register_pointer_values
00007ff80030557e (__TEXT,__text) external _thread_get_special_port
00007ff8002e4a48 (__TEXT,__text) external _thread_get_special_reply_port
00007ff8002eb636 (__TEXT,__text) external _thread_get_state
00007ff8002ea1f5 (__TEXT,__text) external _thread_info
00007ff8002e87fd (__TEXT,__text) external _thread_policy
00007ff8002eb7f9 (__TEXT,__text) external _thread_policy_get
00007ff8002e94a1 (__TEXT,__text) external _thread_policy_set
00007ff800305246 (__TEXT,__text) external _thread_resume
00007ff800305a0f (__TEXT,__text) external _thread_sample
00007ff8002e494c (__TEXT,__text) external _thread_self_trap
00007ff800309158 (__TEXT,__text) external _thread_selfcounts
00007ff8002e9681 (__TEXT,__text) external _thread_set_exception_ports
00007ff800306117 (__TEXT,__text) external _thread_set_mach_voucher
00007ff8002f17a2 (__TEXT,__text) external _thread_set_policy
00007ff800305698 (__TEXT,__text) external _thread_set_special_port
00007ff800305024 (__TEXT,__text) external _thread_set_state
00007ff800305178 (__TEXT,__text) external _thread_suspend
00007ff800305788 (__TEXT,__text) external _thread_swap_exception_ports
00007ff8003061f6 (__TEXT,__text) external _thread_swap_mach_voucher
00007ff8002e8bb1 (__TEXT,__text) external _thread_switch
00007ff800304c6c (__TEXT,__text) external _thread_terminate
00007ff8002f8d6e (__TEXT,__text) external _thread_wire
00007ff80030a1f0 (__TEXT,__const) non-external _times_now
00007ff800309170 (__TEXT,__text) external _tracker_action
00007ff800309188 (__TEXT,__text) external _truncate
00007ff8002e8b84 (__TEXT,__text) external _umask
00007ff8003091a0 (__TEXT,__text) external _undelete
00007ff8002e7a21 (__TEXT,__text) external _unlink
00007ff8002ebe4a (__TEXT,__text) external _unlinkat
00007ff8002ede90 (__TEXT,__text) external _unmount
00007ff8003091b8 (__TEXT,__text) external _usrctl
00007ff8002f16e8 (__TEXT,__text) external _utimensat
00007ff8002e8b9c (__TEXT,__text) external _utimes
00007ff8003091d0 (__TEXT,__text) external _vfs_purge
00007ff8002e6473 (__TEXT,__text) external _vm_allocate
00007ff8002f8e5e (__TEXT,__text) external _vm_allocate_cpm
00007ff800306c86 (__TEXT,__text) external _vm_behavior_set
00007ff8002e6eab (__TEXT,__text) external _vm_copy
00007ff8002e6523 (__TEXT,__text) external _vm_deallocate
00007ff800306768 (__TEXT,__text) external _vm_inherit
00007ff841a6e9d0 (__DATA_DIRTY,__common) external _vm_kernel_page_mask
00007ff841a6e9d8 (__DATA_DIRTY,__common) external _vm_kernel_page_shift
00007ff841a6e9c8 (__DATA_DIRTY,__common) external _vm_kernel_page_size
00007ff800306d6d (__TEXT,__text) external _vm_machine_attribute
00007ff8002edbdc (__TEXT,__text) external _vm_map
00007ff800306e74 (__TEXT,__text) external _vm_map_page_query
00007ff800306b9f (__TEXT,__text) external _vm_msync
00007ff841a6e9e8 (__DATA_DIRTY,__common) external _vm_page_mask
00007ff841a6e9f0 (__DATA_DIRTY,__common) external _vm_page_shift
00007ff841a6e9e0 (__DATA_DIRTY,__common) external _vm_page_size
00007ff8003091e8 (__TEXT,__text) external _vm_pressure_monitor
00007ff8002e81be (__TEXT,__text) external _vm_protect
00007ff8002e74e5 (__TEXT,__text) external _vm_purgable_control
00007ff8002eb9e9 (__TEXT,__text) external _vm_read
