00000001a76e72a0 (__TEXT,__text) non-external +[AMFI isAvailable]
00000001edbd6ff0 (__AUTH_CONST,__objc_const) non-external __OBJC_$_PROP_LIST_SPSamplingTasking
00000001edbd7460 (__AUTH_CONST,__objc_const) non-external __OBJC_$_PROP_LIST_StagedBundleData
00000001edbd6670 (__AUTH_CONST,__objc_const) non-external __OBJC_$_PROP_LIST_TrackingAttributes
00000001edbd6e90 (__AUTH_CONST,__objc_const) non-external __OBJC_$_PROTOCOL_CLASS_METHODS_NSSecureCoding
00000001edbd6910 (__AUTH_CONST,__objc_const) non-external __OBJC_$_PROTOCOL_INSTANCE_METHODS_ExecManager
00000001edbd8658 (__AUTH_CONST,__objc_const) non-external __OBJC_$_PROTOCOL_INSTANCE_METHODS_ExecManagerRemote
00000001edbd8080 (__AUTH_CONST,__objc_const) non-external __OBJC_$_PROTOCOL_INSTANCE_METHODS_KernelExtensionHistoryAPI
00000001edbd8180 (__AUTH_CONST,__objc_const) non-external __OBJC_$_PROTOCOL_INSTANCE_METHODS_KernelExtensionPolicyAPI
00000001edbd6e30 (__AUTH_CONST,__objc_const) non-external __OBJC_$_PROTOCOL_INSTANCE_METHODS_NSCoding
00000001edbd6c48 (__AUTH_CONST,__objc_const) non-external __OBJC_$_PROTOCOL_METHOD_TYPES_ExecManager
00000001edbd8678 (__AUTH_CONST,__objc_const) non-external __OBJC_$_PROTOCOL_METHOD_TYPES_ExecManagerRemote
00000001edbd80a0 (__AUTH_CONST,__objc_const) non-external __OBJC_$_PROTOCOL_METHOD_TYPES_KernelExtensionHistoryAPI
00000001edbd83f8 (__AUTH_CONST,__objc_const) non-external __OBJC_$_PROTOCOL_METHOD_TYPES_KernelExtensionPolicyAPI
00000001edbd6e68 (__AUTH_CONST,__objc_const) non-external __OBJC_$_PROTOCOL_METHOD_TYPES_NSCoding
00000001edbd6eb0 (__AUTH_CONST,__objc_const) non-external __OBJC_$_PROTOCOL_METHOD_TYPES_NSSecureCoding
00000001edbd6e78 (__AUTH_CONST,__objc_const) non-external __OBJC_$_PROTOCOL_REFS_NSSecureCoding
00000001edbd98a0 (__AUTH_CONST,__objc_const) non-external __OBJC_CLASS_PROTOCOLS_$_GKScanResult
00000001edbd7e30 (__AUTH_CONST,__objc_const) non-external __OBJC_CLASS_PROTOCOLS_$_SPExecutionHistoryItem
00000001edbd7b50 (__AUTH_CONST,__objc_const) non-external __OBJC_CLASS_PROTOCOLS_$_SPExecutionPolicyItem
00000001edbd8798 (__AUTH_CONST,__objc_const) non-external __OBJC_CLASS_PROTOCOLS_$_SPKernelExtensionHistoryItem
00000001edbd7090 (__AUTH_CONST,__objc_const) non-external __OBJC_CLASS_PROTOCOLS_$_SPKernelExtensionPolicyItem
00000001edbd9510 (__AUTH_CONST,__objc_const) non-external __OBJC_CLASS_PROTOCOLS_$_SPProvenanceMetadata
00000001edbd6ed0 (__AUTH_CONST,__objc_const) non-external __OBJC_CLASS_PROTOCOLS_$_SPSamplingTasking
00000001edbd7580 (__AUTH_CONST,__objc_const) non-external __OBJC_CLASS_RO_$_AKELData
00000001edbd9a18 (__AUTH_CONST,__objc_const) non-external __OBJC_CLASS_RO_$_AMFI
00000001edbd7b08 (__AUTH_CONST,__objc_const) non-external __OBJC_CLASS_RO_$_AppWrapper
00000001edbd9cb0 (__AUTH_CONST,__objc_const) non-external __OBJC_CLASS_RO_$_AppWrapperPolicy
00000001edbd9c20 (__AUTH_CONST,__objc_const) non-external __OBJC_CLASS_RO_$_AppWrapperPolicyResult
00000001edbd7a78 (__AUTH_CONST,__objc_const) non-external __OBJC_CLASS_RO_$_BundleData
00000001edbd9988 (__AUTH_CONST,__objc_const) non-external __OBJC_CLASS_RO_$_GKScanResult
00000001edbd8a60 (__AUTH_CONST,__objc_const) non-external __OBJC_CLASS_RO_$_MIS
00000001edbd77d0 (__AUTH_CONST,__objc_const) non-external __OBJC_CLASS_RO_$_PolicyCacheMeta
00000001edbd94c8 (__AUTH_CONST,__objc_const) non-external __OBJC_CLASS_RO_$_PolicyScanTarget
00000001edbd68c8 (__AUTH_CONST,__objc_const) non-external __OBJC_CLASS_RO_$_ProvenanceEntry
00000001edbd9af0 (__AUTH_CONST,__objc_const) non-external __OBJC_CLASS_RO_$_SPBundleProtection
00000001edbd9da0 (__AUTH_CONST,__objc_const) non-external __OBJC_CLASS_RO_$_SPDeveloperPolicy
00000001edbd8038 (__AUTH_CONST,__objc_const) non-external __OBJC_CLASS_RO_$_SPExecutionHistoryItem
00000001edbd8750 (__AUTH_CONST,__objc_const) non-external __OBJC_CLASS_RO_$_SPExecutionPolicy
00000001edbd7d58 (__AUTH_CONST,__objc_const) non-external __OBJC_CLASS_RO_$_SPExecutionPolicyItem
00000001edbd7610 (__AUTH_CONST,__objc_const) non-external __OBJC_CLASS_RO_$_SPFilePolicy
00000001edbd8be8 (__AUTH_CONST,__objc_const) non-external __OBJC_CLASS_RO_$_SPInstallationPolicy
00000001edbd8138 (__AUTH_CONST,__objc_const) non-external __OBJC_CLASS_RO_$_SPKernelExtensionHistory
00000001edbd89d0 (__AUTH_CONST,__objc_const) non-external __OBJC_CLASS_RO_$_SPKernelExtensionHistoryItem
00000001edbd8610 (__AUTH_CONST,__objc_const) non-external __OBJC_CLASS_RO_$_SPKernelExtensionPolicy
00000001edbd72c8 (__AUTH_CONST,__objc_const) non-external __OBJC_CLASS_RO_$_SPKernelExtensionPolicyItem
00000001edbd7de8 (__AUTH_CONST,__objc_const) non-external __OBJC_CLASS_RO_$_SPLog
00000001edbd6de8 (__AUTH_CONST,__objc_const) non-external __OBJC_CLASS_RO_$_SPMalwareSampling
00000001edbd8af0 (__AUTH_CONST,__objc_const) non-external __OBJC_CLASS_RO_$_SPMigration
00000001edbd9818 (__AUTH_CONST,__objc_const) non-external __OBJC_CLASS_RO_$_SPMigrationScanner
00000001edbd96e8 (__AUTH_CONST,__objc_const) non-external __OBJC_CLASS_RO_$_SPProvenanceMetadata
00000001edbd78a8 (__AUTH_CONST,__objc_const) non-external __OBJC_CLASS_RO_$_SPProvenanceTracking
00000001edbd7048 (__AUTH_CONST,__objc_const) non-external __OBJC_CLASS_RO_$_SPSamplingTasking
00000001edbd7488 (__AUTH_CONST,__objc_const) non-external __OBJC_CLASS_RO_$_StagedBundleData
00000001edbd6698 (__AUTH_CONST,__objc_const) non-external __OBJC_CLASS_RO_$_TrackingAttributes
00000001e48d5c18 (__DATA_CONST,__objc_protolist) non-external (was a private external) __OBJC_LABEL_PROTOCOL_$_ExecManager
00000001e48d5c40 (__DATA_CONST,__objc_protolist) non-external (was a private external) __OBJC_LABEL_PROTOCOL_$_ExecManagerRemote
00000001e48d5c30 (__DATA_CONST,__objc_protolist) non-external (was a private external) __OBJC_LABEL_PROTOCOL_$_KernelExtensionHistoryAPI
00000001e48d5c38 (__DATA_CONST,__objc_protolist) non-external (was a private external) __OBJC_LABEL_PROTOCOL_$_KernelExtensionPolicyAPI
00000001e48d5c20 (__DATA_CONST,__objc_protolist) non-external (was a private external) __OBJC_LABEL_PROTOCOL_$_NSCoding
00000001e48d5c28 (__DATA_CONST,__objc_protolist) non-external (was a private external) __OBJC_LABEL_PROTOCOL_$_NSSecureCoding
00000001edbd74d0 (__AUTH_CONST,__objc_const) non-external __OBJC_METACLASS_RO_$_AKELData
00000001edbd99d0 (__AUTH_CONST,__objc_const) non-external __OBJC_METACLASS_RO_$_AMFI
00000001edbd7ac0 (__AUTH_CONST,__objc_const) non-external __OBJC_METACLASS_RO_$_AppWrapper
00000001edbd9c68 (__AUTH_CONST,__objc_const) non-external __OBJC_METACLASS_RO_$_AppWrapperPolicy
00000001edbd9b38 (__AUTH_CONST,__objc_const) non-external __OBJC_METACLASS_RO_$_AppWrapperPolicyResult
00000001edbd78f0 (__AUTH_CONST,__objc_const) non-external __OBJC_METACLASS_RO_$_BundleData
00000001edbd98d0 (__AUTH_CONST,__objc_const) non-external __OBJC_METACLASS_RO_$_GKScanResult
00000001edbd8a18 (__AUTH_CONST,__objc_const) non-external __OBJC_METACLASS_RO_$_MIS
00000001edbd7658 (__AUTH_CONST,__objc_const) non-external __OBJC_METACLASS_RO_$_PolicyCacheMeta
00000001edbd8c30 (__AUTH_CONST,__objc_const) non-external __OBJC_METACLASS_RO_$_PolicyScanTarget
00000001edbd66e0 (__AUTH_CONST,__objc_const) non-external __OBJC_METACLASS_RO_$_ProvenanceEntry
00000001edbd9a60 (__AUTH_CONST,__objc_const) non-external __OBJC_METACLASS_RO_$_SPBundleProtection
00000001edbd9cf8 (__AUTH_CONST,__objc_const) non-external __OBJC_METACLASS_RO_$_SPDeveloperPolicy
00000001edbd7e60 (__AUTH_CONST,__objc_const) non-external __OBJC_METACLASS_RO_$_SPExecutionHistoryItem
00000001edbd8680 (__AUTH_CONST,__objc_const) non-external __OBJC_METACLASS_RO_$_SPExecutionPolicy
00000001edbd7b80 (__AUTH_CONST,__objc_const) non-external __OBJC_METACLASS_RO_$_SPExecutionPolicyItem
00000001edbd75c8 (__AUTH_CONST,__objc_const) non-external __OBJC_METACLASS_RO_$_SPFilePolicy
00000001edbd8b38 (__AUTH_CONST,__objc_const) non-external __OBJC_METACLASS_RO_$_SPInstallationPolicy
00000001edbd80a8 (__AUTH_CONST,__objc_const) non-external __OBJC_METACLASS_RO_$_SPKernelExtensionHistory
00000001edbd87c8 (__AUTH_CONST,__objc_const) non-external __OBJC_METACLASS_RO_$_SPKernelExtensionHistoryItem
00000001edbd84c8 (__AUTH_CONST,__objc_const) non-external __OBJC_METACLASS_RO_$_SPKernelExtensionPolicy
00000001edbd70c0 (__AUTH_CONST,__objc_const) non-external __OBJC_METACLASS_RO_$_SPKernelExtensionPolicyItem
00000001edbd7da0 (__AUTH_CONST,__objc_const) non-external __OBJC_METACLASS_RO_$_SPLog
00000001edbd6d58 (__AUTH_CONST,__objc_const) non-external __OBJC_METACLASS_RO_$_SPMalwareSampling
00000001edbd8aa8 (__AUTH_CONST,__objc_const) non-external __OBJC_METACLASS_RO_$_SPMigration
00000001edbd9730 (__AUTH_CONST,__objc_const) non-external __OBJC_METACLASS_RO_$_SPMigrationScanner
00000001edbd9540 (__AUTH_CONST,__objc_const) non-external __OBJC_METACLASS_RO_$_SPProvenanceMetadata
00000001edbd7818 (__AUTH_CONST,__objc_const) non-external __OBJC_METACLASS_RO_$_SPProvenanceTracking
00000001edbd6f00 (__AUTH_CONST,__objc_const) non-external __OBJC_METACLASS_RO_$_SPSamplingTasking
00000001edbd7310 (__AUTH_CONST,__objc_const) non-external __OBJC_METACLASS_RO_$_StagedBundleData
00000001edbd65e0 (__AUTH_CONST,__objc_const) non-external __OBJC_METACLASS_RO_$_TrackingAttributes
00000001e816e3e0 (__DATA,__data) non-external (was a private external) __OBJC_PROTOCOL_$_ExecManager
00000001e816e5c8 (__DATA,__data) non-external (was a private external) __OBJC_PROTOCOL_$_ExecManagerRemote
00000001e816e508 (__DATA,__data) non-external (was a private external) __OBJC_PROTOCOL_$_KernelExtensionHistoryAPI
00000001e816e568 (__DATA,__data) non-external (was a private external) __OBJC_PROTOCOL_$_KernelExtensionPolicyAPI
00000001e816e440 (__DATA,__data) non-external (was a private external) __OBJC_PROTOCOL_$_NSCoding
00000001e816e4a0 (__DATA,__data) non-external (was a private external) __OBJC_PROTOCOL_$_NSSecureCoding
00000001e48d6a50 (__DATA_CONST,__objc_protorefs) non-external (was a private external) __OBJC_PROTOCOL_REFERENCE_$_ExecManager
00000001e48d6a68 (__DATA_CONST,__objc_protorefs) non-external (was a private external) __OBJC_PROTOCOL_REFERENCE_$_ExecManagerRemote
00000001e48d6a58 (__DATA_CONST,__objc_protorefs) non-external (was a private external) __OBJC_PROTOCOL_REFERENCE_$_KernelExtensionHistoryAPI
00000001e48d6a60 (__DATA_CONST,__objc_protorefs) non-external (was a private external) __OBJC_PROTOCOL_REFERENCE_$_KernelExtensionPolicyAPI
                 (undefined) external __Unwind_Resume (from libSystem)
00000001a76e406c (__TEXT,__text) non-external ___100-[SPInstallationPolicy trustPackagePayload:withDestinationTarget:withHashMap:withUserConsent:error:]_block_invoke
00000001a76e3ef8 (__TEXT,__text) non-external ___104-[SPInstallationPolicy canInstallPackage:withUserConsent:withHash:evaluateOnly:synchronousPrompt:error:]_block_invoke
00000001a76db270 (__TEXT,__text) non-external ___13+[SPLog exec]_block_invoke
00000001a76db1d4 (__TEXT,__text) non-external ___13+[SPLog kext]_block_invoke
00000001a76db138 (__TEXT,__text) non-external ___16+[SPLog generic]_block_invoke
00000001a76db444 (__TEXT,__text) non-external ___17+[SPLog sampling]_block_invoke
00000001a76db3a8 (__TEXT,__text) non-external ___18+[SPLog signposts]_block_invoke
00000001a76db30c (__TEXT,__text) non-external ___21+[SPLog measurements]_block_invoke
00000001a76e0e4c (__TEXT,__text) non-external ___22+[MIS currentDeviceID]_block_invoke
00000001a76d4bf4 (__TEXT,__text) non-external ___24-[AKELData initWithURL:]_block_invoke
00000001a76db4d0 (__TEXT,__text) non-external ___30+[SPLog verboseLoggingEnabled]_block_invoke
00000001a76e92cc (__TEXT,__text) non-external ___30+[SPLog verboseLoggingEnabled]_block_invoke.cold.1
00000001a76d521c (__TEXT,__text) non-external ___31+[SPFilePolicy getAllowedPaths]_block_invoke
00000001a76d4280 (__TEXT,__text) non-external ___32-[StagedBundleData handleReload]_block_invoke
00000001a76d45cc (__TEXT,__text) non-external ___32-[StagedBundleData handleReload]_block_invoke.3
00000001a76e7d3c (__TEXT,__text) non-external ___32-[StagedBundleData handleReload]_block_invoke.cold.1
00000001a76e7e00 (__TEXT,__text) non-external ___32-[StagedBundleData handleReload]_block_invoke.cold.2
00000001a76d337c (__TEXT,__text) non-external ___36-[SPMalwareSampling lookupSampling:]_block_invoke
00000001a76dca64 (__TEXT,__text) non-external ___40-[SPKernelExtensionPolicy currentPolicy]_block_invoke
00000001a76e5fe0 (__TEXT,__text) non-external ___42-[SPMigrationScanner performMigrationScan]_block_invoke
00000001a76e6104 (__TEXT,__text) non-external ___42-[SPMigrationScanner performMigrationScan]_block_invoke_2
00000001a76e7bac (__TEXT,__text) non-external ___43-[SPDeveloperPolicy isDeveloperModeEnabled]_block_invoke
00000001a76dca80 (__TEXT,__text) non-external ___43-[SPKernelExtensionPolicy pendingApprovals]_block_invoke
00000001a76de59c (__TEXT,__text) non-external ___45-[SPExecutionPolicy isBlockedSoftware:error:]_block_invoke
00000001a76d348c (__TEXT,__text) non-external ___46-[SPMalwareSampling stageSampleAt:forTasking:]_block_invoke
00000001a76deb88 (__TEXT,__text) non-external ___47-[SPExecutionPolicy setGatekeeperPolicy:error:]_block_invoke
00000001a76d5ed4 (__TEXT,__text) non-external ___47-[SPProvenanceTracking getAllProvenanceEntries]_block_invoke
00000001a76de0e8 (__TEXT,__text) non-external ___48-[SPExecutionPolicy blockedExecutionPolicyItems]_block_invoke
00000001a76ded9c (__TEXT,__text) non-external ___49-[SPExecutionPolicy allowGatekeeperPolicy:error:]_block_invoke
00000001a76de970 (__TEXT,__text) non-external ___49-[SPExecutionPolicy getGatekeeperInsightEnabled:]_block_invoke
00000001a76d5dc4 (__TEXT,__text) non-external ___49-[SPProvenanceTracking findProvenanceEntryForID:]_block_invoke
00000001a76dec04 (__TEXT,__text) non-external ___50-[SPExecutionPolicy getGatekeeperPolicyWithError:]_block_invoke
00000001a76dbfb8 (__TEXT,__text) non-external ___50-[SPKernelExtensionHistory kernelExtensionHistory]_block_invoke
00000001a76d5c10 (__TEXT,__text) non-external ___50-[SPProvenanceTracking findProvenanceEntryForURL:]_block_invoke
00000001a76e7c5c (__TEXT,__text) non-external ___51-[SPDeveloperPolicy setDeveloperModeEnabled:error:]_block_invoke
00000001a76de1d0 (__TEXT,__text) non-external ___51-[SPExecutionPolicy addGatekeeperUserIntent:error:]_block_invoke
00000001a76dca3c (__TEXT,__text) non-external ___51-[SPKernelExtensionPolicy updatePolicyItems:error:]_block_invoke
00000001a76dd0a0 (__TEXT,__text) non-external ___52-[SPKernelExtensionPolicy requiresSecurityDowngrade]_block_invoke
00000001a76deccc (__TEXT,__text) non-external ___53-[SPExecutionPolicy isGatekeeperPolicyAllowed:error:]_block_invoke
00000001a76de2c0 (__TEXT,__text) non-external ___54-[SPExecutionPolicy addBlockedSoftwareOverride:error:]_block_invoke
00000001a76de4ac (__TEXT,__text) non-external ___54-[SPExecutionPolicy getBlockedSoftwareOverride:error:]_block_invoke
00000001a76dd084 (__TEXT,__text) non-external ___54-[SPKernelExtensionPolicy triggerPanicMedicWithError:]_block_invoke
00000001a76dc0f0 (__TEXT,__text) non-external ___55+[SPKernelExtensionPolicy findBundledKernelExtensions:]_block_invoke
00000001a76de8a4 (__TEXT,__text) non-external ___55-[SPExecutionPolicy setGatekeeperInsightEnabled:error:]_block_invoke
00000001a76de9d0 (__TEXT,__text) non-external ___56-[SPExecutionPolicy isFastGatekeeperOverrideModeEnabled]_block_invoke
00000001a76dc59c (__TEXT,__text) non-external ___56-[SPKernelExtensionPolicy canLoadKernelExtension:error:]_block_invoke
00000001a76dcf7c (__TEXT,__text) non-external ___56-[SPKernelExtensionPolicy getCurrentUAKLHash:withError:]_block_invoke
00000001a76dd0bc (__TEXT,__text) non-external ___56-[SPKernelExtensionPolicy requiresRebootForInstallation]_block_invoke
00000001a76d5eb0 (__TEXT,__text) non-external ___56-[SPProvenanceTracking findAssociatedProvenanceEntries:]_block_invoke
00000001a76e7c7c (__TEXT,__text) non-external ___57-[SPDeveloperPolicy isDeveloperToolEnvironmentWithError:]_block_invoke
00000001a76dc74c (__TEXT,__text) non-external ___57-[SPKernelExtensionPolicy teamIdentifierIsAllowed:error:]_block_invoke
00000001a76dd04c (__TEXT,__text) non-external ___57-[SPKernelExtensionPolicy updateLastUsedTimes:withError:]_block_invoke
00000001a76d9594 (__TEXT,__text) non-external ___58-[BundleData initWithURL:withReloadBlock:watchForUpdates:]_block_invoke
00000001a76dd0d8 (__TEXT,__text) non-external ___58-[SPKernelExtensionPolicy requiresAuthenticationOnUpdates]_block_invoke
00000001a76deab8 (__TEXT,__text) non-external ___59-[SPExecutionPolicy logGatekeeperOverrideForURL:withError:]_block_invoke
00000001a76e01e0 (__TEXT,__text) non-external ___61-[SPKernelExtensionPolicy(MDM) setUserApprovalAllowed:error:]_block_invoke
00000001a76de744 (__TEXT,__text) non-external ___63-[SPExecutionPolicy getStrictGatekeeperEnabledForDomain:error:]_block_invoke
00000001a76dc674 (__TEXT,__text) non-external ___63-[SPKernelExtensionPolicy canLoadKernelExtensionInCache:error:]_block_invoke
00000001a76de3b8 (__TEXT,__text) non-external ___64-[SPExecutionPolicy setBlockedSoftwareOverride:isEnabled:error:]_block_invoke
00000001a76de670 (__TEXT,__text) non-external ___64-[SPExecutionPolicy setStrictGatekeeperEnabled:forDomain:error:]_block_invoke
00000001a76dce10 (__TEXT,__text) non-external ___64-[SPKernelExtensionPolicy notifyLoadedKernelExtension:withPath:]_block_invoke
00000001a76dd0f4 (__TEXT,__text) non-external ___64-[SPKernelExtensionPolicy requiresAdministratorToApproveUpdates]_block_invoke
00000001a76e7654 (__TEXT,__text) non-external ___65-[SPBundleProtection sendMetricFromTCCWithURL:withPID:withError:]_block_invoke
00000001a76dcb64 (__TEXT,__text) non-external ___65-[SPKernelExtensionPolicy areKernelExtensionsApproved:withError:]_block_invoke
00000001a76dcee4 (__TEXT,__text) non-external ___66-[SPKernelExtensionPolicy notifyUnsupportedKernelExtension:error:]_block_invoke
00000001a76e05f8 (__TEXT,__text) non-external ___67-[SPKernelExtensionPolicy(MDM) removeMDMPayload:withContext:error:]_block_invoke
00000001a76dcc3c (__TEXT,__text) non-external ___69-[SPKernelExtensionPolicy requestKernelExtensionApprovals:withError:]_block_invoke
00000001a76dc964 (__TEXT,__text) non-external ___71-[SPKernelExtensionPolicy updatePolicyItems:withExternalContext:error:]_block_invoke
00000001a76e02b0 (__TEXT,__text) non-external ___71-[SPKernelExtensionPolicy(MDM) setApprovalRequiresAdministrator:error:]_block_invoke
00000001a76e080c (__TEXT,__text) non-external ___76-[SPKernelExtensionPolicy(MDM) enableKernelExtensionManagementForMDM:error:]_block_invoke
00000001a76dc858 (__TEXT,__text) non-external ___78-[SPKernelExtensionPolicy isKernelExtensionApprovedByUser:withBundleID:error:]_block_invoke
00000001a76d4178 (__TEXT,__text) non-external ___79-[StagedBundleData initWithURL:withStagedURL:withReloadBlock:withPrepareBlock:]_block_invoke
00000001a76dd06c (__TEXT,__text) non-external ___80-[SPKernelExtensionPolicy triggerRecoveryJumpToSecurityStartupUtilityWithError:]_block_invoke
00000001a76dae78 (__TEXT,__text) non-external ___83-[SPExecutionPolicy(Gatekeeper) notifyInstalledContent:withInstallationType:error:]_block_invoke
00000001a76e071c (__TEXT,__text) non-external ___87-[SPKernelExtensionPolicy(MDM) triggerKernelCollectionRebuildForMDM:withContext:error:]_block_invoke
00000001a76dad70 (__TEXT,__text) non-external ___92-[SPExecutionPolicy(Gatekeeper) performGatekeeperPreflight:withPreflightOptions:withResult:]_block_invoke
00000001a76dad80 (__TEXT,__text) non-external ___92-[SPExecutionPolicy(Gatekeeper) performGatekeeperPreflight:withPreflightOptions:withResult:]_block_invoke.7
00000001a76dcd18 (__TEXT,__text) non-external ___93-[SPKernelExtensionPolicy triggerKernelCollectionRebuildFlow:withKernelExtensions:withError:]_block_invoke
00000001a76e0438 (__TEXT,__text) non-external ___93-[SPKernelExtensionPolicy(MDM) installMDMPayload:withTeams:withExtensions:withContext:error:]_block_invoke
00000001a76db044 (__TEXT,__text) non-external ___97-[SPExecutionPolicy(Gatekeeper) performGatekeeperScan:withScanOptions:withProgressHandler:error:]_block_invoke
00000001a76e6fd4 (__TEXT,__text) non-external ___AppleMobileFileIntegrityLibraryCore_block_invoke
00000001a76e1ed4 (__TEXT,__text) non-external ___Block_byref_object_copy_
00000001a76e1ee4 (__TEXT,__text) non-external ___Block_byref_object_dispose_
00000001a76e220c (__TEXT,__text) non-external ___BooleanXPCImpl_block_invoke
00000001a76e22bc (__TEXT,__text) non-external ___BooleanXPCImpl_block_invoke.9
00000001a76e9cac (__TEXT,__text) non-external ___BooleanXPCImpl_block_invoke.cold.1
                 (undefined) external ___CFConstantStringClassReference (from CoreFoundation)
                 (undefined) external ___NSArray0__struct (from CoreFoundation)
                 (undefined) external ___NSDictionary0__struct (from CoreFoundation)
00000001e48d5a08 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_32_e27_B24?0"NSURL"8"NSError"16l
00000001e48d59e8 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_32_e28_v24?08?<v?"NSError">16l
00000001e48d5a28 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_32_e28_v24?08?<v?B"NSError">16l
00000001e48d5aa8 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_32_e43_v24?0"<ExecManager>"8?<v?B"NSError">16l
00000001e48d59c8 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_32_e5_v8?0l
00000001e48d5ac8 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_33_e28_v24?08?<v?B"NSError">16l
00000001e48d5a88 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_33_e43_v24?0"<ExecManager>"8?<v?B"NSError">16l
00000001e48d5a68 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_40_e28_v24?08?<v?B"NSError">16l
00000001edbd41f0 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_40_e8_32bs_e17_v16?0"NSError"8l
00000001edbd43a0 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_40_e8_32r_e5_v8?0l
00000001edbd42e0 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_40_e8_32s_e15_B16?0"NSURL"8l
00000001edbd3ca0 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_40_e8_32s_e20_v16?0"BundleData"8l
00000001edbd3be0 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_40_e8_32s_e28_v24?08?<v?"NSError">16l
00000001edbd3d90 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_40_e8_32s_e28_v24?08?<v?B"NSError">16l
00000001edbd3f50 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_40_e8_32s_e54_v40?0"NSURL"8"NSString"16"NSString"24"NSString"32l
00000001edbd3d60 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_40_e8_32s_e5_v8?0l
00000001edbd3c40 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_40_e8_32w_e20_v16?0"BundleData"8l
00000001edbd4340 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_40_ea8_32bs_e57_^v32?0^{__SecCode=}8^{__CFString=}16^{__CFDictionary=}24l
00000001e48d5a48 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_41_e28_v24?08?<v?B"NSError">16l
00000001edbd40c0 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_41_e8_32s_e28_v24?08?<v?B"NSError">16l
00000001edbd43d0 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_44_e8_32s_e28_v24?08?<v?B"NSError">16l
00000001edbd4250 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_48_e8_32bs40r_e17_v16?0"NSError"8l
00000001edbd41c0 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_48_e8_32r40r_e20_v24?08"NSError"16l
00000001edbd4370 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_48_e8_32r_e5_v8?0l
00000001edbd4310 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_48_e8_32s40s_e15_v16?0"NSURL"8l
00000001edbd3c10 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_48_e8_32s40s_e28_v24?08?<v?B"NSError">16l
00000001edbd3c70 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_48_e8_32s40w_e5_v8?0l
00000001edbd3df0 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_48_e8_32s_e28_v24?08?<v?B"NSError">16l
00000001edbd4220 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_49_e8_32r40r_e20_v20?0B8"NSError"12l
00000001edbd4280 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_51_e8_32s40s_e28_v24?08?<v?B"NSError">16l
00000001edbd3dc0 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_52_e8_32s_e28_v24?08?<v?B"NSError">16l
00000001edbd3d30 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_56_e8_32s40s48bs_e15_v16?0"NSURL"8l
00000001edbd42b0 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_57_e8_32s40s48s_e28_v24?08?<v?B"NSError">16l
00000001edbd3e20 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_60_e8_32s40bs_e28_v24?08?<v?"NSError">16l
00000001edbd4170 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_64_e8_32s40s48s56s_e28_v24?08?<v?B"NSError">16l
00000001edbd3cd0 (__AUTH_CONST,__const) non-external ___block_literal_global
00000001edbd3cf0 (__AUTH_CONST,__const) non-external ___block_literal_global
00000001edbd3d10 (__AUTH_CONST,__const) non-external ___block_literal_global
00000001edbd3e50 (__AUTH_CONST,__const) non-external ___block_literal_global
00000001edbd3f30 (__AUTH_CONST,__const) non-external ___block_literal_global
00000001edbd3f80 (__AUTH_CONST,__const) non-external ___block_literal_global
00000001edbd40a0 (__AUTH_CONST,__const) non-external ___block_literal_global
00000001edbd4150 (__AUTH_CONST,__const) non-external ___block_literal_global
00000001edbd41a0 (__AUTH_CONST,__const) non-external ___block_literal_global
