                 (undefined) external _CBAdvertisementDataIsConnectable (from CoreBluetooth)
                 (undefined) external _CBAdvertisementDataServiceDataKey (from CoreBluetooth)
                 (undefined) external _CBCentralManagerScanOptionAllowDuplicatesKey (from CoreBluetooth)
                 (undefined) external _CFArrayGetCount (from CoreFoundation)
                 (undefined) external _CFArrayGetValueAtIndex (from CoreFoundation)
                 (undefined) external _CFBooleanGetValue (from CoreFoundation)
                 (undefined) external _CFDataGetBytes (from CoreFoundation)
                 (undefined) external _CFDictionaryCreateMutable (from CoreFoundation)
                 (undefined) external _CFDictionaryGetValue (from CoreFoundation)
                 (undefined) external _CFDictionarySetValue (from CoreFoundation)
                 (undefined) external _CFNumberGetValue (from CoreFoundation)
                 (undefined) external _CFRelease (from CoreFoundation)
                 (undefined) external _CFRetain (from CoreFoundation)
                 (undefined) external _CFStringCreateWithFormat (from CoreFoundation)
                 (undefined) external _CFStringGetCString (from CoreFoundation)
                 (undefined) external _DNSServiceBrowse (from libSystem)
                 (undefined) external _DNSServiceCreateConnection (from libSystem)
                 (undefined) external _DNSServiceGetAddrInfo (from libSystem)
                 (undefined) external _DNSServiceReconfirmRecord (from libSystem)
                 (undefined) external _DNSServiceRefDeallocate (from libSystem)
                 (undefined) external _DNSServiceRegister (from libSystem)
                 (undefined) external _DNSServiceRegisterRecord (from libSystem)
                 (undefined) external _DNSServiceResolve (from libSystem)
                 (undefined) external _DNSServiceSetDispatchQueue (from libSystem)
                 (undefined) external _DNSServiceUpdateRecord (from libSystem)
                 (undefined) external _IOIteratorNext (from IOKit)
                 (undefined) external _IOObjectRelease (from IOKit)
                 (undefined) external _IORegistryEntryCreateCFProperty (from IOKit)
                 (undefined) external _IORegistryEntryGetParentEntry (from IOKit)
                 (undefined) external _IOServiceGetMatchingServices (from IOKit)
                 (undefined) external _IOServiceMatching (from IOKit)
000000028e3a1c28 (__DATA_CONST,__const) external _MTRArrayValueType
00000002981e5d40 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MTRScenesManagementClusterRemoveSceneParams
00000002981e5d90 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MTRScenesManagementClusterRemoveSceneResponseParams
00000002981f0a60 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MTRScenesManagementClusterSceneInfoStruct
00000002981e5e80 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MTRScenesManagementClusterStoreSceneParams
00000002981e5ed0 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MTRScenesManagementClusterStoreSceneResponseParams
00000002981e5ca0 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MTRScenesManagementClusterViewSceneParams
00000002981e5cf0 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MTRScenesManagementClusterViewSceneResponseParams
00000002981e2af0 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MTRServerAttribute
00000002981e2960 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MTRServerCluster
00000002981fcdb0 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MTRServerEndpoint
00000002981f22c0 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MTRServiceAreaClusterAreaInfoStruct
00000002981f2310 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MTRServiceAreaClusterAreaStruct
00000002981f2270 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MTRServiceAreaClusterLandmarkInfoStruct
00000002981f2360 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MTRServiceAreaClusterMapStruct
00000002981f23b0 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MTRServiceAreaClusterProgressStruct
00000002981e79b0 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MTRServiceAreaClusterSelectAreasParams
00000002981e7a00 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MTRServiceAreaClusterSelectAreasResponseParams
00000002981e7a50 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MTRServiceAreaClusterSkipAreaParams
00000002981e7aa0 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MTRServiceAreaClusterSkipAreaResponseParams
00000002981f9cf0 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MTRSetupPayload
00000002981f04c0 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MTRSmokeCOAlarmClusterAlarmMutedEvent
00000002981f0600 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MTRSmokeCOAlarmClusterAllClearEvent
00000002981f0330 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MTRSmokeCOAlarmClusterCOAlarmEvent
00000002981f0420 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MTRSmokeCOAlarmClusterEndOfServiceEvent
00000002981f03d0 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MTRSmokeCOAlarmClusterHardwareFaultEvent
00000002981f05b0 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MTRSmokeCOAlarmClusterInterconnectCOAlarmEvent
00000002981f0560 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MTRSmokeCOAlarmClusterInterconnectSmokeAlarmEvent
00000002981f0380 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MTRSmokeCOAlarmClusterLowBatteryEvent
00000002981f0510 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MTRSmokeCOAlarmClusterMuteEndedEvent
00000002981f0470 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MTRSmokeCOAlarmClusterSelfTestCompleteEvent
00000002981e57a0 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MTRSmokeCOAlarmClusterSelfTestRequestParams
00000002981f02e0 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MTRSmokeCOAlarmClusterSmokeAlarmEvent
00000002981e4440 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MTRSoftwareDiagnosticsClusterResetWatermarksParams
00000002981eed00 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MTRSoftwareDiagnosticsClusterSoftwareFaultEvent
00000002981eec88 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MTRSoftwareDiagnosticsClusterThreadMetrics
00000002981eec60 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MTRSoftwareDiagnosticsClusterThreadMetricsStruct
00000002981f8d00 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MTRSubscribeParams
00000002981ef7a0 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MTRSwitchClusterInitialPressEvent
00000002981ef7f0 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MTRSwitchClusterLongPressEvent
00000002981ef890 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MTRSwitchClusterLongReleaseEvent
00000002981ef930 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MTRSwitchClusterMultiPressCompleteEvent
00000002981ef8e0 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MTRSwitchClusterMultiPressOngoingEvent
00000002981ef840 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MTRSwitchClusterShortReleaseEvent
00000002981ef750 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MTRSwitchClusterSwitchLatchedEvent
00000002981eb740 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MTRTLSCertificateManagementClusterClientCSRParams
00000002981eb790 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MTRTLSCertificateManagementClusterClientCSRResponseParams
00000002981eb830 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MTRTLSCertificateManagementClusterFindClientCertificateParams
00000002981eb880 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MTRTLSCertificateManagementClusterFindClientCertificateResponseParams
00000002981eb5b0 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MTRTLSCertificateManagementClusterFindRootCertificateParams
00000002981eb600 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MTRTLSCertificateManagementClusterFindRootCertificateResponseParams
00000002981eb8d0 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MTRTLSCertificateManagementClusterLookupClientCertificateParams
00000002981eb920 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MTRTLSCertificateManagementClusterLookupClientCertificateResponseParams
00000002981eb650 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MTRTLSCertificateManagementClusterLookupRootCertificateParams
00000002981eb6a0 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MTRTLSCertificateManagementClusterLookupRootCertificateResponseParams
00000002981eb7e0 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MTRTLSCertificateManagementClusterProvisionClientCertificateParams
00000002981eb510 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MTRTLSCertificateManagementClusterProvisionRootCertificateParams
00000002981eb560 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MTRTLSCertificateManagementClusterProvisionRootCertificateResponseParams
00000002981eb970 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MTRTLSCertificateManagementClusterRemoveClientCertificateParams
00000002981eb6f0 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MTRTLSCertificateManagementClusterRemoveRootCertificateParams
00000002981f4f20 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MTRTLSCertificateManagementClusterTLSCertStruct
00000002981f4f70 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MTRTLSCertificateManagementClusterTLSClientCertificateDetailStruct
00000002981eba60 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MTRTLSClientManagementClusterFindEndpointParams
00000002981ebab0 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MTRTLSClientManagementClusterFindEndpointResponseParams
00000002981eb9c0 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MTRTLSClientManagementClusterProvisionEndpointParams
00000002981eba10 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MTRTLSClientManagementClusterProvisionEndpointResponseParams
00000002981ebb00 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MTRTLSClientManagementClusterRemoveEndpointParams
00000002981f4fc0 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MTRTLSClientManagementClusterTLSEndpointStruct
00000002981e8ae0 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MTRTargetNavigatorClusterNavigateTargetParams
00000002981e8b30 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MTRTargetNavigatorClusterNavigateTargetResponseParams
00000002981f32d8 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MTRTargetNavigatorClusterTargetInfo
00000002981f32b0 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MTRTargetNavigatorClusterTargetInfoStruct
00000002981f3350 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MTRTargetNavigatorClusterTargetUpdatedEvent
00000002981e56b0 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MTRTemperatureControlClusterSetTemperatureParams
00000002981ec618 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MTRTestClusterClusterBooleanResponseParams
00000002981f53a8 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MTRTestClusterClusterDoubleNestedStructList
00000002981f5268 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MTRTestClusterClusterNestedStruct
00000002981f5308 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MTRTestClusterClusterNestedStructList
00000002981f51c8 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MTRTestClusterClusterNullablesAndOptionalsStruct
00000002981f5088 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MTRTestClusterClusterSimpleStruct
00000002981ece88 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MTRTestClusterClusterSimpleStructEchoRequestParams
00000002981ec758 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MTRTestClusterClusterSimpleStructResponseParams
00000002981ec078 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MTRTestClusterClusterTestAddArgumentsParams
00000002981ebd58 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MTRTestClusterClusterTestAddArgumentsResponseParams
00000002981ecde8 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MTRTestClusterClusterTestComplexNullableOptionalRequestParams
00000002981ec4d8 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MTRTestClusterClusterTestComplexNullableOptionalResponseParams
00000002981ed068 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MTRTestClusterClusterTestEmitTestEventRequestParams
00000002981ec898 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MTRTestClusterClusterTestEmitTestEventResponseParams
00000002981ed108 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MTRTestClusterClusterTestEmitTestFabricScopedEventRequestParams
00000002981ec9d8 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MTRTestClusterClusterTestEmitTestFabricScopedEventResponseParams
00000002981ecc58 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MTRTestClusterClusterTestEnumsRequestParams
00000002981ec258 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MTRTestClusterClusterTestEnumsResponseParams
00000002981f54e8 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MTRTestClusterClusterTestEventEvent
00000002981f5128 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MTRTestClusterClusterTestFabricScoped
00000002981f5588 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MTRTestClusterClusterTestFabricScopedEventEvent
00000002981ec7f8 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MTRTestClusterClusterTestListInt8UArgumentRequestParams
00000002981ecb68 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MTRTestClusterClusterTestListInt8UReverseRequestParams
00000002981ec118 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MTRTestClusterClusterTestListInt8UReverseResponseParams
00000002981eca78 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MTRTestClusterClusterTestListNestedStructListArgumentRequestParams
00000002981ec6b8 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MTRTestClusterClusterTestListStructArgumentRequestParams
00000002981f5448 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MTRTestClusterClusterTestListStructOctet
00000002981ec578 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MTRTestClusterClusterTestNestedStructArgumentRequestParams
00000002981ec938 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MTRTestClusterClusterTestNestedStructListArgumentRequestParams
00000002981ebcb8 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MTRTestClusterClusterTestNotHandledParams
00000002981ecd48 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MTRTestClusterClusterTestNullableOptionalRequestParams
00000002981ec398 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MTRTestClusterClusterTestNullableOptionalResponseParams
00000002981ebb78 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MTRTestClusterClusterTestParams
00000002981ec1b8 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MTRTestClusterClusterTestSimpleArgumentRequestParams
00000002981ebe98 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MTRTestClusterClusterTestSimpleArgumentResponseParams
00000002981ecfc8 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MTRTestClusterClusterTestSimpleOptionalArgumentRequestParams
00000002981ebdf8 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MTRTestClusterClusterTestSpecificParams
00000002981ebc18 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MTRTestClusterClusterTestSpecificResponseParams
00000002981ec438 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MTRTestClusterClusterTestStructArgumentRequestParams
00000002981ec2f8 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MTRTestClusterClusterTestStructArrayArgumentRequestParams
00000002981ebfd8 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MTRTestClusterClusterTestStructArrayArgumentResponseParams
00000002981ebf38 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MTRTestClusterClusterTestUnknownCommandParams
00000002981ecf28 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MTRTestClusterClusterTimedInvokeRequestParams
00000002981f2e00 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MTRThermostatClusterActivePresetChangeEvent
00000002981f2db0 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MTRThermostatClusterActiveScheduleChangeEvent
00000002981e7d70 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MTRThermostatClusterAddThermostatSuggestionParams
00000002981e7c30 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MTRThermostatClusterAddThermostatSuggestionResponseParams
00000002981e7e60 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MTRThermostatClusterAtomicRequestParams
00000002981e7e10 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MTRThermostatClusterAtomicResponseParams
00000002981e7c80 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MTRThermostatClusterClearWeeklyScheduleParams
00000002981e7be0 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MTRThermostatClusterGetWeeklyScheduleParams
00000002981e7b40 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MTRThermostatClusterGetWeeklyScheduleResponseParams
00000002981f2c20 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MTRThermostatClusterLocalTemperatureChangeEvent
00000002981f2c70 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MTRThermostatClusterOccupancyChangeEvent
00000002981f29f0 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MTRThermostatClusterPresetStruct
00000002981f2a40 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MTRThermostatClusterPresetTypeStruct
00000002981e7dc0 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MTRThermostatClusterRemoveThermostatSuggestionParams
00000002981f2d60 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MTRThermostatClusterRunningModeChangeEvent
00000002981f2d10 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MTRThermostatClusterRunningStateChangeEvent
00000002981f29a0 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MTRThermostatClusterScheduleStruct
00000002981f2950 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MTRThermostatClusterScheduleTransitionStruct
00000002981f2a90 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MTRThermostatClusterScheduleTypeStruct
00000002981e7d20 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MTRThermostatClusterSetActivePresetRequestParams
00000002981e7cd0 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MTRThermostatClusterSetActiveScheduleRequestParams
00000002981e7b90 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MTRThermostatClusterSetWeeklyScheduleParams
00000002981f2cc0 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MTRThermostatClusterSetpointChangeEvent
00000002981e7af0 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MTRThermostatClusterSetpointRaiseLowerParams
00000002981f2bd0 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MTRThermostatClusterSystemModeChangeEvent
00000002981f2b58 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MTRThermostatClusterThermostatScheduleTransition
00000002981f2ae0 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MTRThermostatClusterThermostatSuggestionStruct
00000002981f2b30 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MTRThermostatClusterWeeklyScheduleTransitionStruct
00000002981e8630 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MTRThreadBorderRouterManagementClusterDatasetResponseParams
00000002981e8590 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MTRThreadBorderRouterManagementClusterGetActiveDatasetRequestParams
00000002981e85e0 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MTRThreadBorderRouterManagementClusterGetPendingDatasetRequestParams
00000002981e8680 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MTRThreadBorderRouterManagementClusterSetActiveDatasetRequestParams
00000002981e86d0 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MTRThreadBorderRouterManagementClusterSetPendingDatasetRequestParams
00000002981eef30 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MTRThreadNetworkDiagnosticsClusterConnectionStatusEvent
00000002981eed78 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MTRThreadNetworkDiagnosticsClusterNeighborTable
00000002981eed50 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MTRThreadNetworkDiagnosticsClusterNeighborTableStruct
00000002981eef80 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MTRThreadNetworkDiagnosticsClusterNetworkFaultChangeEvent
00000002981eedf0 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MTRThreadNetworkDiagnosticsClusterOperationalDatasetComponents
00000002981e4490 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MTRThreadNetworkDiagnosticsClusterResetCountsParams
00000002981eee68 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MTRThreadNetworkDiagnosticsClusterRouteTable
00000002981eee40 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MTRThreadNetworkDiagnosticsClusterRouteTableStruct
00000002981eeee0 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MTRThreadNetworkDiagnosticsClusterSecurityPolicy
00000002981e8720 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MTRThreadNetworkDirectoryClusterAddNetworkParams
00000002981e87c0 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MTRThreadNetworkDirectoryClusterGetOperationalDatasetParams
00000002981e8810 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MTRThreadNetworkDirectoryClusterOperationalDatasetResponseParams
00000002981e8770 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MTRThreadNetworkDirectoryClusterRemoveNetworkParams
00000002981f2ef0 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MTRThreadNetworkDirectoryClusterThreadNetworkStruct
00000002981e27d0 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MTRThreadOperationalDataset
00000002981ef0c0 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MTRTimeSynchronizationClusterDSTOffsetStruct
00000002981ef2f0 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MTRTimeSynchronizationClusterDSTStatusEvent
00000002981ef2a0 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MTRTimeSynchronizationClusterDSTTableEmptyEvent
00000002981ef0e8 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MTRTimeSynchronizationClusterDstOffsetType
00000002981ef160 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MTRTimeSynchronizationClusterFabricScopedTrustedTimeSourceStruct
00000002981ef3e0 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MTRTimeSynchronizationClusterMissingTrustedTimeSourceEvent
00000002981e4710 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MTRTimeSynchronizationClusterSetDSTOffsetParams
00000002981e4760 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MTRTimeSynchronizationClusterSetDefaultNTPParams
00000002981e4670 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MTRTimeSynchronizationClusterSetTimeZoneParams
00000002981e46c0 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MTRTimeSynchronizationClusterSetTimeZoneResponseParams
00000002981e4620 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MTRTimeSynchronizationClusterSetTrustedTimeSourceParams
00000002981e4580 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MTRTimeSynchronizationClusterSetUTCTimeParams
00000002981e45a8 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MTRTimeSynchronizationClusterSetUtcTimeParams
00000002981ef390 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MTRTimeSynchronizationClusterTimeFailureEvent
00000002981ef340 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MTRTimeSynchronizationClusterTimeZoneStatusEvent
00000002981ef1b0 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MTRTimeSynchronizationClusterTimeZoneStruct
00000002981ef1d8 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MTRTimeSynchronizationClusterTimeZoneType
00000002981ef250 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MTRTimeSynchronizationClusterTrustedTimeSourceStruct
00000002981e51b0 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MTRTimerClusterAddTimeParams
00000002981e5200 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MTRTimerClusterReduceTimeParams
00000002981e5160 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MTRTimerClusterResetTimerParams
00000002981e5110 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MTRTimerClusterSetTimerParams
00000002981ec5f0 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MTRUnitTestingClusterBooleanResponseParams
00000002981f5380 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MTRUnitTestingClusterDoubleNestedStructList
00000002981ed270 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MTRUnitTestingClusterGlobalEchoRequestParams
00000002981eccd0 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MTRUnitTestingClusterGlobalEchoResponseParams
00000002981f5240 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MTRUnitTestingClusterNestedStruct
00000002981f52e0 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MTRUnitTestingClusterNestedStructList
00000002981f51a0 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MTRUnitTestingClusterNullablesAndOptionalsStruct
00000002981f5060 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MTRUnitTestingClusterSimpleStruct
00000002981ece60 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MTRUnitTestingClusterSimpleStructEchoRequestParams
00000002981ec730 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MTRUnitTestingClusterSimpleStructResponseParams
00000002981ed220 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MTRUnitTestingClusterStringEchoRequestParams
00000002981ecbe0 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MTRUnitTestingClusterStringEchoResponseParams
00000002981ec050 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MTRUnitTestingClusterTestAddArgumentsParams
00000002981ebd30 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MTRUnitTestingClusterTestAddArgumentsResponseParams
00000002981ed180 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MTRUnitTestingClusterTestBatchHelperRequestParams
00000002981ecaf0 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MTRUnitTestingClusterTestBatchHelperResponseParams
00000002981ed2c0 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MTRUnitTestingClusterTestCheckCommandFlagsParams
00000002981ecdc0 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MTRUnitTestingClusterTestComplexNullableOptionalRequestParams
00000002981ec4b0 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MTRUnitTestingClusterTestComplexNullableOptionalResponseParams
00000002981f5600 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MTRUnitTestingClusterTestDifferentVendorMeiEventEvent
00000002981ed310 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MTRUnitTestingClusterTestDifferentVendorMeiRequestParams
00000002981ed360 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MTRUnitTestingClusterTestDifferentVendorMeiResponseParams
00000002981ed040 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MTRUnitTestingClusterTestEmitTestEventRequestParams
00000002981ec870 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MTRUnitTestingClusterTestEmitTestEventResponseParams
