0000000182771da8 (__DATA,__data) external _NDR_record
000000018066e69c (__TEXT,__text) external _stackshot_config_get_stackshot_buffer
000000018066e6a8 (__TEXT,__text) external _stackshot_config_get_stackshot_size
000000018066e6e8 (__TEXT,__text) external _stackshot_config_set_delta_timestamp
000000018066e60c (__TEXT,__text) external _stackshot_config_set_flags
000000018066e70c (__TEXT,__text) external _stackshot_config_set_pagetable_mask
000000018066e5f0 (__TEXT,__text) external _stackshot_config_set_pid
000000018066e6c4 (__TEXT,__text) external _stackshot_config_set_size_hint
0000000180665634 (__TEXT,__text) external _stat
0000000180665634 (__TEXT,__text) external _stat64
0000000180665660 (__TEXT,__text) external _statfs
0000000180665660 (__TEXT,__text) external _statfs64
00000001827724d0 (__DATA,__bss) non-external _supported
000000018066568c (__TEXT,__text) external _swapon
00000001806608e0 (__TEXT,__text) external _swtch
00000001806608d4 (__TEXT,__text) external _swtch_pri
00000001806656b8 (__TEXT,__text) external _symlink
00000001806656e4 (__TEXT,__text) external _symlinkat
0000000180665710 (__TEXT,__text) external _sync
0000000180663068 (__TEXT,__text) external _syscall
00000001806608ec (__TEXT,__text) external _syscall_thread_switch
000000018066edf0 (__TEXT,__text) external _system_get_sfi_window
000000018066573c (__TEXT,__text) external _system_override
000000018066eddc (__TEXT,__text) external _system_set_sfi_window
0000000180688d74 (__TEXT,__text) external _task_assign
0000000180688ea8 (__TEXT,__text) external _task_assign_default
0000000180686158 (__TEXT,__text) external _task_create
000000018068b334 (__TEXT,__text) external _task_create_identity_token
000000018068b604 (__TEXT,__text) external _task_dyld_process_info_notify_deregister
0000000180660700 (__TEXT,__text) external _task_dyld_process_info_notify_get
000000018068b210 (__TEXT,__text) external _task_dyld_process_info_notify_register
0000000180660868 (__TEXT,__text) external _task_for_pid
000000018068a074 (__TEXT,__text) external _task_generate_corpse
0000000180688fc8 (__TEXT,__text) external _task_get_assignment
000000018068a5bc (__TEXT,__text) external _task_get_dyld_image_infos
00000001806887b4 (__TEXT,__text) external _task_get_emulation_vector
000000018068ae60 (__TEXT,__text) external _task_get_exc_guard_behavior
000000018068755c (__TEXT,__text) external _task_get_exception_ports
000000018068b724 (__TEXT,__text) external _task_get_exception_ports_info
0000000180689c5c (__TEXT,__text) external _task_get_mach_voucher
0000000180686e1c (__TEXT,__text) external _task_get_special_port
00000001806892ec (__TEXT,__text) external _task_get_state
000000018068b494 (__TEXT,__text) external _task_identity_token_get_task_port
0000000180686830 (__TEXT,__text) external _task_info
000000018068ac84 (__TEXT,__text) external _task_inspect
0000000180665768 (__TEXT,__text) external _task_inspect_for_pid
000000018068a1d4 (__TEXT,__text) external _task_map_corpse_info
000000018068ab10 (__TEXT,__text) external _task_map_corpse_info_64
000000018068bd7c (__TEXT,__text) external _task_map_kcdata_object_64
000000018066085c (__TEXT,__text) external _task_name_for_pid
000000018068851c (__TEXT,__text) external _task_policy
00000001806881ec (__TEXT,__text) external _task_policy_get
000000018068808c (__TEXT,__text) external _task_policy_set
0000000180689ab4 (__TEXT,__text) external _task_purgable_info
0000000180665794 (__TEXT,__text) external _task_read_for_pid
000000018068a9a4 (__TEXT,__text) external _task_register_dyld_get_process_state
000000018068a344 (__TEXT,__text) external _task_register_dyld_image_infos
000000018068a87c (__TEXT,__text) external _task_register_dyld_set_dyld_state
000000018068a750 (__TEXT,__text) external _task_register_dyld_shared_cache_image_info
000000018069081c (__TEXT,__text) external _task_restartable_ranges_register
00000001806909cc (__TEXT,__text) external _task_restartable_ranges_synchronize
0000000180686d08 (__TEXT,__text) external _task_resume
00000001806899a0 (__TEXT,__text) external _task_resume2
00000001806883f8 (__TEXT,__text) external _task_sample
00000001806695e8 (__TEXT,__text) external _task_self_
00000001806607a8 (__TEXT,__text) external _task_self_trap
000000018068bb28 (__TEXT,__text) external _task_set_corpse_forking_behavior
0000000180688698 (__TEXT,__text) external _task_set_emulation
0000000180688944 (__TEXT,__text) external _task_set_emulation_vector
000000018068afa8 (__TEXT,__text) external _task_set_exc_guard_behavior
0000000180687424 (__TEXT,__text) external _task_set_exception_ports
0000000180686a50 (__TEXT,__text) external _task_set_info
0000000180689dcc (__TEXT,__text) external _task_set_mach_voucher
00000001806896e8 (__TEXT,__text) external _task_set_phys_footprint_limit
0000000180689128 (__TEXT,__text) external _task_set_policy
00000001806766b0 (__TEXT,__text) external _task_set_port_space
0000000180688a7c (__TEXT,__text) external _task_set_ras_pc
0000000180686f8c (__TEXT,__text) external _task_set_special_port
0000000180689538 (__TEXT,__text) external _task_set_state
0000000180686bf4 (__TEXT,__text) external _task_suspend
0000000180689840 (__TEXT,__text) external _task_suspend2
0000000180687830 (__TEXT,__text) external _task_swap_exception_ports
0000000180689ef0 (__TEXT,__text) external _task_swap_mach_voucher
00000001806862e0 (__TEXT,__text) external _task_terminate
000000018068bc48 (__TEXT,__text) external _task_test_async_upcall_propagation
000000018068ba04 (__TEXT,__text) external _task_test_sync_upcall
00000001806863f4 (__TEXT,__text) external _task_threads
000000018068a480 (__TEXT,__text) external _task_unregister_dyld_image_infos
0000000180688b98 (__TEXT,__text) external _task_zone_info
000000018066ec34 (__TEXT,__text) external _terminate_with_payload
000000018066ec20 (__TEXT,__text) external _terminate_with_reason
000000018068ca24 (__TEXT,__text) external _thread_abort
000000018068cb38 (__TEXT,__text) external _thread_abort_safely
000000018068e06c (__TEXT,__text) external _thread_assign
000000018068e190 (__TEXT,__text) external _thread_assign_default
000000018068e9cc (__TEXT,__text) external _thread_convert_thread_state
00000001806870c0 (__TEXT,__text) external _thread_create
0000000180687220 (__TEXT,__text) external _thread_create_running
000000018068cc4c (__TEXT,__text) external _thread_depress_abort
00000001806767e0 (__TEXT,__text) external _thread_destruct_special_reply_port
000000018068e2a4 (__TEXT,__text) external _thread_get_assignment
000000018068d338 (__TEXT,__text) external _thread_get_exception_ports
000000018068ec2c (__TEXT,__text) external _thread_get_exception_ports_info
000000018068e5b4 (__TEXT,__text) external _thread_get_mach_voucher
000000018066be58 (__TEXT,__text) external _thread_get_register_pointer_values
000000018068cd60 (__TEXT,__text) external _thread_get_special_port
00000001806608a4 (__TEXT,__text) external _thread_get_special_reply_port
000000018068c400 (__TEXT,__text) external _thread_get_state
000000018068d004 (__TEXT,__text) external _thread_info
000000018066bc9c (__TEXT,__text) external _thread_policy
000000018068dc1c (__TEXT,__text) external _thread_policy_get
000000018066bd30 (__TEXT,__text) external _thread_policy_set
000000018068c910 (__TEXT,__text) external _thread_resume
000000018068de28 (__TEXT,__text) external _thread_sample
000000018066079c (__TEXT,__text) external _thread_self_trap
00000001806657c0 (__TEXT,__text) external _thread_selfcounts
000000018068d200 (__TEXT,__text) external _thread_set_exception_ports
000000018068e724 (__TEXT,__text) external _thread_set_mach_voucher
000000018066bdc4 (__TEXT,__text) external _thread_set_policy
000000018068ced0 (__TEXT,__text) external _thread_set_special_port
000000018068c64c (__TEXT,__text) external _thread_set_state
000000018068c7fc (__TEXT,__text) external _thread_suspend
000000018068d60c (__TEXT,__text) external _thread_swap_exception_ports
000000018068e848 (__TEXT,__text) external _thread_swap_mach_voucher
00000001806694e8 (__TEXT,__text) external _thread_switch
000000018068bef0 (__TEXT,__text) external _thread_terminate
0000000180679360 (__TEXT,__text) external _thread_wire
0000000180692be0 (__TEXT,__const) non-external _times_now
00000001806657ec (__TEXT,__text) external _tracker_action
0000000180665818 (__TEXT,__text) external _truncate
0000000180665844 (__TEXT,__text) external _umask
0000000180665870 (__TEXT,__text) external _undelete
000000018066589c (__TEXT,__text) external _ungraftdmg
0000000180674940 (__TEXT,__text) external _unlink
000000018066789c (__TEXT,__text) external _unlinkat
00000001806658c8 (__TEXT,__text) external _unmount
00000001806658f4 (__TEXT,__text) external _usrctl
000000018066bbe0 (__TEXT,__text) external _utimensat
0000000180665920 (__TEXT,__text) external _utimes
000000018066594c (__TEXT,__text) external _vfs_purge
0000000180676ea4 (__TEXT,__text) external _vm_allocate
0000000180679494 (__TEXT,__text) external _vm_allocate_cpm
000000018068f818 (__TEXT,__text) external _vm_behavior_set
000000018068f480 (__TEXT,__text) external _vm_copy
0000000180676ee4 (__TEXT,__text) external _vm_deallocate
000000018068ef0c (__TEXT,__text) external _vm_inherit
0000000182771e08 (__DATA,__common) external _vm_kernel_page_mask
0000000182771e10 (__DATA,__common) external _vm_kernel_page_shift
0000000182771e00 (__DATA,__common) external _vm_kernel_page_size
000000018068fad0 (__TEXT,__text) external _vm_machine_attribute
00000001806771d0 (__TEXT,__text) external _vm_map
000000018068fdc4 (__TEXT,__text) external _vm_map_page_query
000000018068f6f4 (__TEXT,__text) external _vm_msync
0000000182771e18 (__DATA,__common) external _vm_page_mask
0000000182771e20 (__DATA,__common) external _vm_page_shift
0000000182771e38 (__DATA,__common) external _vm_page_size
0000000180665978 (__TEXT,__text) external _vm_pressure_monitor
0000000180676ee8 (__TEXT,__text) external _vm_protect
000000018067747c (__TEXT,__text) external _vm_purgable_control
0000000180677394 (__TEXT,__text) external _vm_read
000000018068f1bc (__TEXT,__text) external _vm_read_list
000000018068f5a0 (__TEXT,__text) external _vm_read_overwrite
0000000180690148 (__TEXT,__text) external _vm_region_64
000000018068ff2c (__TEXT,__text) external _vm_region_recurse_64
000000018067726c (__TEXT,__text) external _vm_remap
0000000180677300 (__TEXT,__text) external _vm_remap_new
0000000180679228 (__TEXT,__text) external _vm_wire
000000018068f344 (__TEXT,__text) external _vm_write
0000000180665bf0 (__TEXT,__text) external _voucher_mach_msg_adopt
0000000180665bd4 (__TEXT,__text) external _voucher_mach_msg_clear
0000000180665c10 (__TEXT,__text) external _voucher_mach_msg_revert
0000000180665bb4 (__TEXT,__text) external _voucher_mach_msg_set
0000000182771df0 (__DATA,__common) external _vprintf_stderr_func
0000000180663350 (__TEXT,__text) external _wait4
00000001806659a4 (__TEXT,__text) external _waitid
000000018066337c (__TEXT,__text) external _waitid$NOCANCEL
0000000180675174 (__TEXT,__text) external _work_interval_copy_port
0000000180674a00 (__TEXT,__text) external _work_interval_create
0000000180674f54 (__TEXT,__text) external _work_interval_destroy
0000000180674b18 (__TEXT,__text) external _work_interval_get_flags_from_port
0000000180674c80 (__TEXT,__text) external _work_interval_instance_alloc
0000000180674d24 (__TEXT,__text) external _work_interval_instance_clear
0000000180674ed4 (__TEXT,__text) external _work_interval_instance_finish
0000000180674d38 (__TEXT,__text) external _work_interval_instance_free
0000000180674df0 (__TEXT,__text) external _work_interval_instance_get_complexity
0000000180674dc0 (__TEXT,__text) external _work_interval_instance_get_deadline
0000000180674dd8 (__TEXT,__text) external _work_interval_instance_get_finish
0000000180674e08 (__TEXT,__text) external _work_interval_instance_get_id
0000000180674da8 (__TEXT,__text) external _work_interval_instance_get_start
0000000180674e10 (__TEXT,__text) external _work_interval_instance_get_telemetry_data
0000000180674da0 (__TEXT,__text) external _work_interval_instance_set_complexity
0000000180674d90 (__TEXT,__text) external _work_interval_instance_set_deadline
0000000180674d98 (__TEXT,__text) external _work_interval_instance_set_finish
0000000180674d88 (__TEXT,__text) external _work_interval_instance_set_start
0000000180674e2c (__TEXT,__text) external _work_interval_instance_start
0000000180674e7c (__TEXT,__text) external _work_interval_instance_update
00000001806750c8 (__TEXT,__text) external _work_interval_join
0000000180675120 (__TEXT,__text) external _work_interval_join_port
0000000180675160 (__TEXT,__text) external _work_interval_leave
0000000180674ba4 (__TEXT,__text) external _work_interval_notify
0000000180674c20 (__TEXT,__text) external _work_interval_notify_simple
00000001806659d0 (__TEXT,__text) external _write
000000018066342c (__TEXT,__text) external _write$NOCANCEL
00000001806659fc (__TEXT,__text) external _writev
0000000180663458 (__TEXT,__text) external _writev$NOCANCEL
