00007ffc427ff470 (__DATA_DIRTY,__common) external _AfterColour
00007ffc085c0ec0 (__TEXT,__text) external __ZNK4llvm20ComputationExtractor13getGlobalDepsEv
00007ffc085c104c (__TEXT,__text) external __ZNK4llvm20ComputationExtractor16getNarrowestDepsEv
00007ffc085c0d2c (__TEXT,__text) external __ZNK4llvm20ComputationExtractor18getArgAndValueDepsEv
00007ffc080dc31c (__TEXT,__text) external __ZNK4llvm20ConstantHoistingPass15findMatInsertPtEPNS_11InstructionEj
00007ffc080dd46e (__TEXT,__text) external __ZNK4llvm20ConstantHoistingPass18deleteDeadCastInstEv
00007ffc080dc48a (__TEXT,__text) external __ZNK4llvm20ConstantHoistingPass26findConstantInsertionPointERKNS_10consthoist12ConstantInfoE
00007ffc0720f262 (__TEXT,__text) external __ZNK4llvm20CycleInfoWrapperPass16getAnalysisUsageERNS_13AnalysisUsageE
00007ffc0720f2c0 (__TEXT,__text) external __ZNK4llvm20CycleInfoWrapperPass5printERNS_11raw_ostreamEPKNS_6ModuleE
00007ffc07971e8a (__TEXT,__text) external __ZNK4llvm20DWARFListTableHeader4dumpENS_13DataExtractorERNS_11raw_ostreamENS_13DIDumpOptionsE
00007ffc08a42842 (__TEXT,__text) external __ZNK4llvm20DWARFListTableHeader6lengthEv
00007ffc078a4228 (__TEXT,__text) external __ZNK4llvm20DbgVariableIntrinsic12location_opsEv
00007ffc078a48d4 (__TEXT,__text) external __ZNK4llvm20DbgVariableIntrinsic21getFragmentSizeInBitsEv
00007ffc078a4288 (__TEXT,__text) external __ZNK4llvm20DbgVariableIntrinsic21getVariableLocationOpEj
00007ffc08a1684e (__TEXT,__text) external __ZNK4llvm20DiagnosticInfoSrcMgr5printERNS_17DiagnosticPrinterE
00007ffc07248c78 (__TEXT,__text) external __ZNK4llvm20GPUFunctionInfoCache14verifyAnalysisEv
00007ffc07248b10 (__TEXT,__text) external __ZNK4llvm20GPUFunctionInfoCache3getERKNS_8FunctionE
00007ffc07248bd2 (__TEXT,__text) external __ZNK4llvm20GPUFunctionInfoCache5printERNS_11raw_ostreamE
00007ffc0761c3f8 (__TEXT,__text) external __ZNK4llvm20GenericSchedulerBase19shouldReduceLatencyERKNS0_10CandPolicyERNS_13SchedBoundaryEbRj
00007ffc088e1470 (__TEXT,__text) external __ZNK4llvm20GlobalsAAWrapperPass16getAnalysisUsageERNS_13AnalysisUsageE
00007ffc089755d8 (__TEXT,__text) external __ZNK4llvm20LatencyPriorityQueue4dumpEPNS_11ScheduleDAGE
00007ffc08cd7dfe (__TEXT,__text) external __ZNK4llvm20LoadAndStorePromoter12isInstInListEPNS_11InstructionERKNS_15SmallVectorImplIS2_EE
00007ffc07f62874 (__TEXT,__text) external __ZNK4llvm20MCDecodedPseudoProbe16getInlineContextERNS_15SmallVectorImplINSt3__14pairINS_9StringRefEjEEEERKNS2_13unordered_mapIyNS_21MCPseudoProbeFuncDescENS2_4hashIyEENS2_8equal_toIyEENS2_9allocatorINS3_IKyS9_EEEEEE
00007ffc07f629ce (__TEXT,__text) external __ZNK4llvm20MCDecodedPseudoProbe19getInlineContextStrERKNSt3__113unordered_mapIyNS_21MCPseudoProbeFuncDescENS1_4hashIyEENS1_8equal_toIyEENS1_9allocatorINS1_4pairIKyS3_EEEEEE
00007ffc07f62cd2 (__TEXT,__text) external __ZNK4llvm20MCDecodedPseudoProbe5printERNS_11raw_ostreamERKNSt3__113unordered_mapIyNS_21MCPseudoProbeFuncDescENS3_4hashIyEENS3_8equal_toIyEENS3_9allocatorINS3_4pairIKyS5_EEEEEEb
00007ffc07f65146 (__TEXT,__text) external __ZNK4llvm20MCPseudoProbeDecoder18getFuncDescForGUIDEy
00007ffc07f6502c (__TEXT,__text) external __ZNK4llvm20MCPseudoProbeDecoder19getCallProbeForAddrEy
00007ffc07f651d2 (__TEXT,__text) external __ZNK4llvm20MCPseudoProbeDecoder22getInlinerDescForProbeEPKNS_20MCDecodedPseudoProbeE
00007ffc07f65156 (__TEXT,__text) external __ZNK4llvm20MCPseudoProbeDecoder24getInlineContextForProbeEPKNS_20MCDecodedPseudoProbeERNS_15SmallVectorImplINSt3__14pairINS_9StringRefEjEEEEb
00007ffc089b27c0 (__TEXT,__text) external __ZNK4llvm20MIRProfileLoaderPass16getAnalysisUsageERNS_13AnalysisUsageE
00007ffc0898d408 (__TEXT,__text) external __ZNK4llvm20MachineDominatorTree14verifyAnalysisEv
00007ffc0898d324 (__TEXT,__text) external __ZNK4llvm20MachineDominatorTree16getAnalysisUsageERNS_13AnalysisUsageE
00007ffc075c0ec2 (__TEXT,__text) external __ZNK4llvm20MachineDominatorTree23applySplitCriticalEdgesEv
00007ffc0898d44a (__TEXT,__text) external __ZNK4llvm20MachineDominatorTree5printERNS_11raw_ostreamEPKNS_6ModuleE
00007ffc089900ac (__TEXT,__text) external __ZNK4llvm20MachineJumpTableInfo12getEntrySizeERKNS_10DataLayoutE
00007ffc089900f8 (__TEXT,__text) external __ZNK4llvm20MachineJumpTableInfo17getEntryAlignmentERKNS_10DataLayoutE
00007ffc0899027e (__TEXT,__text) external __ZNK4llvm20MachineJumpTableInfo4dumpEv
00007ffc0898f18c (__TEXT,__text) external __ZNK4llvm20MachineJumpTableInfo5printERNS_11raw_ostreamE
00007ffc08907658 (__TEXT,__text) external __ZNK4llvm20MemorySSAWrapperPass14verifyAnalysisEv
00007ffc08907622 (__TEXT,__text) external __ZNK4llvm20MemorySSAWrapperPass16getAnalysisUsageERNS_13AnalysisUsageE
00007ffc0890765e (__TEXT,__text) external __ZNK4llvm20MemorySSAWrapperPass5printERNS_11raw_ostreamEPKNS_6ModuleE
00007ffc08912d50 (__TEXT,__text) external __ZNK4llvm20PhiValuesWrapperPass16getAnalysisUsageERNS_13AnalysisUsageE
00007ffc08644950 (__TEXT,__text) external __ZNK4llvm20PredicateInfoBuilder12getValueInfoEPNS_5ValueE
00007ffc08642414 (__TEXT,__text) external __ZNK4llvm20PredicateInfoBuilder14stackIsInScopeERKNS_15SmallVectorImplINS_8ValueDFSEEERKS2_
00007ffc088e7a04 (__TEXT,__text) external __ZNK4llvm20RecurrenceDescriptor19getReductionOpChainEPNS_7PHINodeEPNS_4LoopE
00007ffc088e77fa (__TEXT,__text) external __ZNK4llvm20RecurrenceDescriptor21getRecurrenceIdentityENS_9RecurKindEPNS_4TypeENS_13FastMathFlagsE
00007ffc0891e212 (__TEXT,__text) external __ZNK4llvm20SCEVComparePredicate12isAlwaysTrueEv
00007ffc0891e21a (__TEXT,__text) external __ZNK4llvm20SCEVComparePredicate5printERNS_11raw_ostreamEj
00007ffc0891e1de (__TEXT,__text) external __ZNK4llvm20SCEVComparePredicate7impliesEPKNS_13SCEVPredicateE
00007ffc07cd3b98 (__TEXT,__text) external __ZNK4llvm20SampleContextTracker14getFuncNameForEPNS_15ContextTrieNodeE
00007ffc0890e174 (__TEXT,__text) external __ZNK4llvm20SimpleLoopSafetyInfo13blockMayThrowEPKNS_10BasicBlockE
00007ffc0890e180 (__TEXT,__text) external __ZNK4llvm20SimpleLoopSafetyInfo16anyBlockMayThrowEv
00007ffc0890e2a6 (__TEXT,__text) external __ZNK4llvm20SimpleLoopSafetyInfo21isGuaranteedToExecuteERKNS_11InstructionEPKNS_13DominatorTreeEPKNS_4LoopE
00007ffc07f154ba (__TEXT,__text) external __ZNK4llvm20TargetMachineBuilder6createEv
00007ffc08a25670 (__TEXT,__text) external __ZNK4llvm20VPReductionIntrinsic16getStartParamPosEv
00007ffc08a25656 (__TEXT,__text) external __ZNK4llvm20VPReductionIntrinsic17getVectorParamPosEv
00007ffc08d42e9e (__TEXT,__text) external __ZNK4llvm20VPReductionPHIRecipe5printERNS_11raw_ostreamERKNS_5TwineERNS_13VPSlotTrackerE
00007ffc072f7ba4 (__TEXT,__text) external __ZNK4llvm20upward_defs_iterator25IsGuaranteedLoopInvariantEPNS_5ValueE
00007ffc07935b1a (__TEXT,__text) external __ZNK4llvm21AppleAcceleratorTable10HeaderData13extractOffsetENS_8OptionalINS_14DWARFFormValueEEE
00007ffc0793701a (__TEXT,__text) external __ZNK4llvm21AppleAcceleratorTable11equal_rangeENS_9StringRefE
00007ffc07936296 (__TEXT,__text) external __ZNK4llvm21AppleAcceleratorTable4dumpERNS_11raw_ostreamE
00007ffc07936d9e (__TEXT,__text) external __ZNK4llvm21AppleAcceleratorTable5Entry11getCUOffsetEv
00007ffc07936ce6 (__TEXT,__text) external __ZNK4llvm21AppleAcceleratorTable5Entry19getDIESectionOffsetEv
00007ffc07936e56 (__TEXT,__text) external __ZNK4llvm21AppleAcceleratorTable5Entry6getTagEv
00007ffc07936c88 (__TEXT,__text) external __ZNK4llvm21AppleAcceleratorTable5Entry6lookupEt
00007ffc08a39dd8 (__TEXT,__text) external __ZNK4llvm21AppleAcceleratorTable6Header4dumpERNS_13ScopedPrinterE
00007ffc07935b84 (__TEXT,__text) external __ZNK4llvm21AppleAcceleratorTable8dumpNameERNS_13ScopedPrinterERNS_15SmallVectorImplINS_14DWARFFormValueEEEPy
00007ffc071c311e (__TEXT,__text) external __ZNK4llvm21BranchProbabilityInfo14isLoopBackEdgeERKNSt3__14pairIRKNS0_9LoopBlockES5_EE
00007ffc071c323c (__TEXT,__text) external __ZNK4llvm21BranchProbabilityInfo17getLoopExitBlocksERKNS0_9LoopBlockERNS_15SmallVectorImplIPNS_10BasicBlockEEE
00007ffc071c3076 (__TEXT,__text) external __ZNK4llvm21BranchProbabilityInfo17isLoopExitingEdgeERKNSt3__14pairIRKNS0_9LoopBlockES5_EE
00007ffc071c816c (__TEXT,__text) external __ZNK4llvm21BranchProbabilityInfo18getEdgeProbabilityEPKNS_10BasicBlockENS_12SuccIteratorIKNS_11InstructionES2_EE
00007ffc071c77ec (__TEXT,__text) external __ZNK4llvm21BranchProbabilityInfo18getEdgeProbabilityEPKNS_10BasicBlockES3_
00007ffc071c7f84 (__TEXT,__text) external __ZNK4llvm21BranchProbabilityInfo18getEdgeProbabilityEPKNS_10BasicBlockEj
00007ffc088bcdfa (__TEXT,__text) external __ZNK4llvm21BranchProbabilityInfo18getLoopEnterBlocksERKNS0_9LoopBlockERNS_15SmallVectorImplIPNS_10BasicBlockEEE
00007ffc071c3036 (__TEXT,__text) external __ZNK4llvm21BranchProbabilityInfo18isLoopEnteringEdgeERKNSt3__14pairIRKNS0_9LoopBlockES5_EE
00007ffc088bcf26 (__TEXT,__text) external __ZNK4llvm21BranchProbabilityInfo20printEdgeProbabilityERNS_11raw_ostreamEPKNS_10BasicBlockES5_
00007ffc071c3e60 (__TEXT,__text) external __ZNK4llvm21BranchProbabilityInfo22getEstimatedEdgeWeightERKNSt3__14pairIRKNS0_9LoopBlockES5_EE
00007ffc071c4464 (__TEXT,__text) external __ZNK4llvm21BranchProbabilityInfo22getEstimatedLoopWeightERKNSt3__14pairIPNS_4LoopEiEE
00007ffc071c438e (__TEXT,__text) external __ZNK4llvm21BranchProbabilityInfo23getEstimatedBlockWeightEPKNS_10BasicBlockE
00007ffc071c30b6 (__TEXT,__text) external __ZNK4llvm21BranchProbabilityInfo25isLoopEnteringExitingEdgeERKNSt3__14pairIRKNS0_9LoopBlockES5_EE
00007ffc088bce48 (__TEXT,__text) external __ZNK4llvm21BranchProbabilityInfo5printERNS_11raw_ostreamE
00007ffc071c2f30 (__TEXT,__text) external __ZNK4llvm21BranchProbabilityInfo7SccInfo15getSccBlockTypeEPKNS_10BasicBlockEi
00007ffc071c2bde (__TEXT,__text) external __ZNK4llvm21BranchProbabilityInfo7SccInfo16getSccExitBlocksEiRNS_15SmallVectorImplIPNS_10BasicBlockEEE
00007ffc071c2a42 (__TEXT,__text) external __ZNK4llvm21BranchProbabilityInfo7SccInfo17getSccEnterBlocksEiRNS_15SmallVectorImplIPNS_10BasicBlockEEE
00007ffc071c29c6 (__TEXT,__text) external __ZNK4llvm21BranchProbabilityInfo7SccInfo9getSCCNumEPKNS_10BasicBlockE
00007ffc071c77d8 (__TEXT,__text) external __ZNK4llvm21BranchProbabilityInfo9isEdgeHotEPKNS_10BasicBlockES3_
00007ffc07822128 (__TEXT,__text) external __ZNK4llvm21ConstantAggregateZero15getElementCountEv
00007ffc07824d9e (__TEXT,__text) external __ZNK4llvm21ConstantAggregateZero15getElementValueEPNS_8ConstantE
00007ffc07822172 (__TEXT,__text) external __ZNK4llvm21ConstantAggregateZero15getElementValueEj
00007ffc07824d86 (__TEXT,__text) external __ZNK4llvm21ConstantAggregateZero16getStructElementEj
00007ffc07824d74 (__TEXT,__text) external __ZNK4llvm21ConstantAggregateZero20getSequentialElementEv
00007ffc07236d48 (__TEXT,__text) weak external __ZNK4llvm21DominanceFrontierBaseINS_10BasicBlockELb0EE13compareDomSetERNSt3__13setIPS1_NS3_4lessIS5_EENS3_9allocatorIS5_EEEERKSA_
00007ffc07236b9c (__TEXT,__text) weak external __ZNK4llvm21DominanceFrontierBaseINS_10BasicBlockELb0EE15isPostDominatorEv
00007ffc07236be8 (__TEXT,__text) weak external __ZNK4llvm21DominanceFrontierBaseINS_10BasicBlockELb0EE3endEv
00007ffc07236f92 (__TEXT,__text) weak external __ZNK4llvm21DominanceFrontierBaseINS_10BasicBlockELb0EE4dumpEv
00007ffc07236c2c (__TEXT,__text) weak external __ZNK4llvm21DominanceFrontierBaseINS_10BasicBlockELb0EE4findEPS1_
00007ffc07236bd4 (__TEXT,__text) weak external __ZNK4llvm21DominanceFrontierBaseINS_10BasicBlockELb0EE5beginEv
00007ffc088df814 (__TEXT,__text) weak external __ZNK4llvm21DominanceFrontierBaseINS_10BasicBlockELb0EE5printERNS_11raw_ostreamE
00007ffc07236e34 (__TEXT,__text) weak external __ZNK4llvm21DominanceFrontierBaseINS_10BasicBlockELb0EE7compareERS2_
00007ffc07236b8e (__TEXT,__text) weak external __ZNK4llvm21DominanceFrontierBaseINS_10BasicBlockELb0EE7getRootEv
00007ffc07236b84 (__TEXT,__text) weak external __ZNK4llvm21DominanceFrontierBaseINS_10BasicBlockELb0EE8getRootsEv
00007ffc07237176 (__TEXT,__text) weak external __ZNK4llvm21DominanceFrontierBaseINS_10BasicBlockELb1EE13compareDomSetERNSt3__13setIPS1_NS3_4lessIS5_EENS3_9allocatorIS5_EEEERKSA_
00007ffc07236fca (__TEXT,__text) weak external __ZNK4llvm21DominanceFrontierBaseINS_10BasicBlockELb1EE15isPostDominatorEv
00007ffc07237016 (__TEXT,__text) weak external __ZNK4llvm21DominanceFrontierBaseINS_10BasicBlockELb1EE3endEv
00007ffc0723769e (__TEXT,__text) weak external __ZNK4llvm21DominanceFrontierBaseINS_10BasicBlockELb1EE4dumpEv
00007ffc0723705a (__TEXT,__text) weak external __ZNK4llvm21DominanceFrontierBaseINS_10BasicBlockELb1EE4findEPS1_
00007ffc07237002 (__TEXT,__text) weak external __ZNK4llvm21DominanceFrontierBaseINS_10BasicBlockELb1EE5beginEv
00007ffc072373be (__TEXT,__text) weak external __ZNK4llvm21DominanceFrontierBaseINS_10BasicBlockELb1EE5printERNS_11raw_ostreamE
00007ffc07237262 (__TEXT,__text) weak external __ZNK4llvm21DominanceFrontierBaseINS_10BasicBlockELb1EE7compareERS2_
00007ffc07236fbc (__TEXT,__text) weak external __ZNK4llvm21DominanceFrontierBaseINS_10BasicBlockELb1EE7getRootEv
00007ffc07236fb2 (__TEXT,__text) weak external __ZNK4llvm21DominanceFrontierBaseINS_10BasicBlockELb1EE8getRootsEv
00007ffc075bc66a (__TEXT,__text) weak external __ZNK4llvm21DominanceFrontierBaseINS_17MachineBasicBlockELb0EE13compareDomSetERNSt3__13setIPS1_NS3_4lessIS5_EENS3_9allocatorIS5_EEEERKSA_
00007ffc075bc4be (__TEXT,__text) weak external __ZNK4llvm21DominanceFrontierBaseINS_17MachineBasicBlockELb0EE15isPostDominatorEv
00007ffc075bc50a (__TEXT,__text) weak external __ZNK4llvm21DominanceFrontierBaseINS_17MachineBasicBlockELb0EE3endEv
00007ffc075bcb9a (__TEXT,__text) weak external __ZNK4llvm21DominanceFrontierBaseINS_17MachineBasicBlockELb0EE4dumpEv
00007ffc075bc54e (__TEXT,__text) weak external __ZNK4llvm21DominanceFrontierBaseINS_17MachineBasicBlockELb0EE4findEPS1_
00007ffc075bc4f6 (__TEXT,__text) weak external __ZNK4llvm21DominanceFrontierBaseINS_17MachineBasicBlockELb0EE5beginEv
00007ffc075bc8be (__TEXT,__text) weak external __ZNK4llvm21DominanceFrontierBaseINS_17MachineBasicBlockELb0EE5printERNS_11raw_ostreamE
00007ffc075bc756 (__TEXT,__text) weak external __ZNK4llvm21DominanceFrontierBaseINS_17MachineBasicBlockELb0EE7compareERS2_
00007ffc075bc4b0 (__TEXT,__text) weak external __ZNK4llvm21DominanceFrontierBaseINS_17MachineBasicBlockELb0EE7getRootEv
00007ffc075bc4a6 (__TEXT,__text) weak external __ZNK4llvm21DominanceFrontierBaseINS_17MachineBasicBlockELb0EE8getRootsEv
00007ffc075bcd7e (__TEXT,__text) weak external __ZNK4llvm21DominanceFrontierBaseINS_17MachineBasicBlockELb1EE13compareDomSetERNSt3__13setIPS1_NS3_4lessIS5_EENS3_9allocatorIS5_EEEERKSA_
00007ffc075bcbd2 (__TEXT,__text) weak external __ZNK4llvm21DominanceFrontierBaseINS_17MachineBasicBlockELb1EE15isPostDominatorEv
00007ffc075bcc1e (__TEXT,__text) weak external __ZNK4llvm21DominanceFrontierBaseINS_17MachineBasicBlockELb1EE3endEv
00007ffc075bd2ae (__TEXT,__text) weak external __ZNK4llvm21DominanceFrontierBaseINS_17MachineBasicBlockELb1EE4dumpEv
00007ffc075bcc62 (__TEXT,__text) weak external __ZNK4llvm21DominanceFrontierBaseINS_17MachineBasicBlockELb1EE4findEPS1_
00007ffc075bcc0a (__TEXT,__text) weak external __ZNK4llvm21DominanceFrontierBaseINS_17MachineBasicBlockELb1EE5beginEv
00007ffc075bcfd2 (__TEXT,__text) weak external __ZNK4llvm21DominanceFrontierBaseINS_17MachineBasicBlockELb1EE5printERNS_11raw_ostreamE
00007ffc075bce6a (__TEXT,__text) weak external __ZNK4llvm21DominanceFrontierBaseINS_17MachineBasicBlockELb1EE7compareERS2_
00007ffc075bcbc4 (__TEXT,__text) weak external __ZNK4llvm21DominanceFrontierBaseINS_17MachineBasicBlockELb1EE7getRootEv
00007ffc075bcbba (__TEXT,__text) weak external __ZNK4llvm21DominanceFrontierBaseINS_17MachineBasicBlockELb1EE8getRootsEv
00007ffc089a78d8 (__TEXT,__text) external __ZNK4llvm21MachineRegionInfoPass14verifyAnalysisEv
00007ffc089a7916 (__TEXT,__text) external __ZNK4llvm21MachineRegionInfoPass16getAnalysisUsageERNS_13AnalysisUsageE
00007ffc089a79b6 (__TEXT,__text) external __ZNK4llvm21MachineRegionInfoPass4dumpEv
00007ffc089a7966 (__TEXT,__text) external __ZNK4llvm21MachineRegionInfoPass5printERNS_11raw_ostreamEPKNS_6ModuleE
00007ffc0765c2c6 (__TEXT,__text) external __ZNK4llvm21MultiHazardRecognizer12atIssueLimitEv
00007ffc073b28be (__TEXT,__text) external __ZNK4llvm21ScopedNoAliasAAResult16mayAliasInScopesEPKNS_6MDNodeES3_
00007ffc08927058 (__TEXT,__text) external __ZNK4llvm21StackSafetyGlobalInfo17stackAccessIsSafeERKNS_11InstructionE
00007ffc089270ac (__TEXT,__text) external __ZNK4llvm21StackSafetyGlobalInfo4dumpEv
00007ffc089268d4 (__TEXT,__text) external __ZNK4llvm21StackSafetyGlobalInfo5printERNS_11raw_ostreamE
00007ffc08927018 (__TEXT,__text) external __ZNK4llvm21StackSafetyGlobalInfo6isSafeERKNS_10AllocaInstE
00007ffc07397a2c (__TEXT,__text) external __ZNK4llvm21StackSafetyGlobalInfo7getInfoEv
00007ffc073a8c28 (__TEXT,__text) external __ZNK4llvm21TargetLibraryInfoImpl10getLibFuncENS_9StringRefERNS_7LibFuncE
00007ffc073a8d9c (__TEXT,__text) external __ZNK4llvm21TargetLibraryInfoImpl10getLibFuncERKNS_8FunctionERNS_7LibFuncE
00007ffc073a93ba (__TEXT,__text) external __ZNK4llvm21TargetLibraryInfoImpl11getWidestVFENS_9StringRefERNS_12ElementCountES3_
00007ffc0892f7e2 (__TEXT,__text) external __ZNK4llvm21TargetLibraryInfoImpl12getWCharSizeERKNS_6ModuleE
00007ffc073a9036 (__TEXT,__text) external __ZNK4llvm21TargetLibraryInfoImpl21getVectorizedFunctionENS_9StringRefERKNS_12ElementCountE
00007ffc073a8f34 (__TEXT,__text) external __ZNK4llvm21TargetLibraryInfoImpl22isFunctionVectorizableENS_9StringRefE
00007ffc0892a760 (__TEXT,__text) external __ZNK4llvm21TargetLibraryInfoImpl22isValidProtoForLibFuncERKNS_12FunctionTypeENS_7LibFuncERKNS_6ModuleE
00007ffc08d41af6 (__TEXT,__text) external __ZNK4llvm21VPScalarIVStepsRecipe11isCanonicalEv
00007ffc08d41ade (__TEXT,__text) external __ZNK4llvm21VPScalarIVStepsRecipe14getCanonicalIVEv
00007ffc08d41b68 (__TEXT,__text) external __ZNK4llvm21VPScalarIVStepsRecipe5printERNS_11raw_ostreamERKNS_5TwineERNS_13VPSlotTrackerE
00007ffc08aea9f6 (__TEXT,__text) external __ZNK4llvm21ValueProfileCollector3getENS_18InstrProfValueKindE
00007ffc08a74cfa (__TEXT,__text) external __ZNK4llvm22AGXPseudoWaitPlacement16getAnalysisUsageERNS_13AnalysisUsageE
00007ffc07a3fc64 (__TEXT,__text) external __ZNK4llvm22AGXPseudoWaitPlacement16needsImplicitUseERNS_12MachineInstrE
00007ffc071a24b4 (__TEXT,__text) external __ZNK4llvm22AssumptionCacheTracker14verifyAnalysisEv
00007ffc088bf3f2 (__TEXT,__text) external __ZNK4llvm22CFLAndersAAWrapperPass16getAnalysisUsageERNS_13AnalysisUsageE
00007ffc088c2d88 (__TEXT,__text) external __ZNK4llvm22CFLSteensAAWrapperPass16getAnalysisUsageERNS_13AnalysisUsageE
00007ffc0782c1c2 (__TEXT,__text) external __ZNK4llvm22ConstantDataSequential14getElementTypeEv
00007ffc07822262 (__TEXT,__text) external __ZNK4llvm22ConstantDataSequential14getNumElementsEv
00007ffc0782c1d0 (__TEXT,__text) external __ZNK4llvm22ConstantDataSequential16getRawDataValuesEv
00007ffc0782c9d8 (__TEXT,__text) external __ZNK4llvm22ConstantDataSequential17getElementAsAPIntEj
00007ffc08a0603e (__TEXT,__text) external __ZNK4llvm22ConstantDataSequential17getElementAsFloatEj
00007ffc0782c262 (__TEXT,__text) external __ZNK4llvm22ConstantDataSequential17getElementPointerEj
00007ffc08a06060 (__TEXT,__text) external __ZNK4llvm22ConstantDataSequential18getElementAsDoubleEj
00007ffc0782c22c (__TEXT,__text) external __ZNK4llvm22ConstantDataSequential18getElementByteSizeEv
00007ffc0782ca9a (__TEXT,__text) external __ZNK4llvm22ConstantDataSequential19getElementAsAPFloatEj
00007ffc0782c94c (__TEXT,__text) external __ZNK4llvm22ConstantDataSequential19getElementAsIntegerEj
00007ffc0782227a (__TEXT,__text) external __ZNK4llvm22ConstantDataSequential20getElementAsConstantEj
00007ffc0782cc8a (__TEXT,__text) external __ZNK4llvm22ConstantDataSequential8isStringEj
00007ffc08a06084 (__TEXT,__text) external __ZNK4llvm22ConstantDataSequential9isCStringEv
00007ffc08a250cc (__TEXT,__text) external __ZNK4llvm22ConstrainedFPIntrinsic11isTernaryOpEv
00007ffc08a24f62 (__TEXT,__text) external __ZNK4llvm22ConstrainedFPIntrinsic15getRoundingModeEv
00007ffc08a24fd8 (__TEXT,__text) external __ZNK4llvm22ConstrainedFPIntrinsic20getExceptionBehaviorEv
00007ffc08a2504e (__TEXT,__text) external __ZNK4llvm22ConstrainedFPIntrinsic22isDefaultFPEnvironmentEv
00007ffc08a250a6 (__TEXT,__text) external __ZNK4llvm22ConstrainedFPIntrinsic9isUnaryOpEv
00007ffc076ae4e2 (__TEXT,__text) external __ZNK4llvm22DefaultEvictionAdvisor11shouldEvictERKNS_12LiveIntervalEbS3_b
00007ffc076ae51e (__TEXT,__text) external __ZNK4llvm22DefaultEvictionAdvisor24canEvictHintInterferenceERKNS_12LiveIntervalENS_10MCRegisterERKNS_8SmallSetINS_8RegisterELj16ENSt3__14lessIS6_EEEE
00007ffc076aeb16 (__TEXT,__text) external __ZNK4llvm22DefaultEvictionAdvisor24tryFindEvictionCandidateERKNS_12LiveIntervalERKNS_15AllocationOrderEhRKNS_8SmallSetINS_8RegisterELj16ENSt3__14lessIS8_EEEE
00007ffc076ae544 (__TEXT,__text) external __ZNK4llvm22DefaultEvictionAdvisor31canEvictInterferenceBasedOnCostERKNS_12LiveIntervalENS_10MCRegisterEbRNS_12EvictionCostERKNS_8SmallSetINS_8RegisterELj16ENSt3__14lessIS8_EEEE
00007ffc08a169c6 (__TEXT,__text) external __ZNK4llvm22DiagnosticInfoDontCall5printERNS_17DiagnosticPrinterE
00007ffc088dd1de (__TEXT,__text) external __ZNK4llvm22DivergenceAnalysisImpl11isDivergentERKNS_5ValueE
00007ffc07229a5a (__TEXT,__text) external __ZNK4llvm22DivergenceAnalysisImpl14isDivergentUseERKNS_3UseE
00007ffc07229486 (__TEXT,__text) external __ZNK4llvm22DivergenceAnalysisImpl15isAlwaysUniformERKNS_5ValueE
00007ffc07229510 (__TEXT,__text) external __ZNK4llvm22DivergenceAnalysisImpl19isTemporalDivergentERKNS_10BasicBlockERKNS_5ValueE
00007ffc072296ea (__TEXT,__text) external __ZNK4llvm22DivergenceAnalysisImpl8inRegionERKNS_10BasicBlockE
00007ffc088dcf5a (__TEXT,__text) external __ZNK4llvm22DivergenceAnalysisImpl8inRegionERKNS_11InstructionE
00007ffc088e0818 (__TEXT,__text) external __ZNK4llvm22FunctionPropertiesInfo5printERNS_11raw_ostreamE
00007ffc08a24f22 (__TEXT,__text) external __ZNK4llvm22InstrProfIncrementInst7getStepEv
00007ffc07f4d658 (__TEXT,__text) external __ZNK4llvm22MCDwarfLineTableHeader19emitV2FileDirTablesEPNS_10MCStreamerE
00007ffc08af85da (__TEXT,__text) external __ZNK4llvm22MCDwarfLineTableHeader19emitV5FileDirTablesEPNS_10MCStreamerERNS_8OptionalINS_14MCDwarfLineStrEEE
00007ffc07f4d35a (__TEXT,__text) external __ZNK4llvm22MCDwarfLineTableHeader4EmitEPNS_10MCStreamerENS_22MCDwarfLineTableParamsENS_8ArrayRefIcEERNS_8OptionalINS_14MCDwarfLineStrEEE
00007ffc07f4d63c (__TEXT,__text) external __ZNK4llvm22MCDwarfLineTableHeader4EmitEPNS_10MCStreamerENS_22MCDwarfLineTableParamsERNS_8OptionalINS_14MCDwarfLineStrEEE
00007ffc084f79d0 (__TEXT,__text) external __ZNK4llvm22PrettyStackTraceFormat5printERNS_11raw_ostreamE
00007ffc08c8ccc4 (__TEXT,__text) external __ZNK4llvm22PrettyStackTraceString5printERNS_11raw_ostreamE
00007ffc088f99bc (__TEXT,__text) external __ZNK4llvm22RuntimePointerChecking11printChecksERNS_11raw_ostreamERKNS_15SmallVectorImplINSt3__14pairIPKNS_23RuntimeCheckingPtrGroupES8_EEEEj
00007ffc088f9648 (__TEXT,__text) external __ZNK4llvm22RuntimePointerChecking13needsCheckingERKNS_23RuntimeCheckingPtrGroupES3_
00007ffc088f974e (__TEXT,__text) external __ZNK4llvm22RuntimePointerChecking13needsCheckingEjj
00007ffc088f9b8e (__TEXT,__text) external __ZNK4llvm22RuntimePointerChecking5printERNS_11raw_ostreamEj
00007ffc08931e34 (__TEXT,__text) external __ZNK4llvm22TypeBasedAAWrapperPass16getAnalysisUsageERNS_13AnalysisUsageE
