00000001d8c0d178 (__DATA,__data) non-external _.compoundliteral
000000018367e378 (__TEXT,__text) non-external _opexe_2
000000018367f288 (__TEXT,__text) non-external _opexe_3
000000018367f908 (__TEXT,__text) non-external _opexe_4
000000018367c5a4 (__TEXT,__text) non-external _opexe_5
000000018369569c (__TEXT,__text) non-external _opexe_6
                 (undefined) external _os_log_type_enabled (from libSystem)
0000000183681f8c (__TEXT,__text) non-external (was a private external) _pair_car
0000000183681ff0 (__TEXT,__text) non-external (was a private external) _pair_cdr
000000018368308c (__TEXT,__text) non-external _parse_pattern
000000018369f0dc (__TEXT,__text) non-external _peek_operand
00000001836be1c0 (__TEXT,__const) non-external _policy_scm
000000018369aefc (__TEXT,__text) non-external _populate_modifier_descriptor
000000018369b2fc (__TEXT,__text) non-external _populate_modifier_msgfilter_descriptor
0000000183681344 (__TEXT,__text) non-external _port_close
000000018367abf4 (__TEXT,__text) non-external _port_from_string
00000001836827b0 (__TEXT,__text) non-external _port_rep_from_file
0000000183694720 (__TEXT,__text) non-external _previously_emitted_buffer
000000018369a78c (__TEXT,__text) non-external _previously_emitted_condition
00000001836978b0 (__TEXT,__text) non-external _printatom
000000018369744c (__TEXT,__text) non-external _printslashstring
00000001d3c5cba0 (__DATA_CONST,__const) non-external _profile_dirs
000000018369a394 (__TEXT,__text) non-external _profile_has_mach_message_filters
000000018369a34c (__TEXT,__text) non-external _profile_has_message_filters
000000018368b710 (__TEXT,__text) non-external _push_bytes
000000018368a098 (__TEXT,__text) non-external _push_byteset
000000018369f25c (__TEXT,__text) non-external _push_byteset_skip
000000018368b8f0 (__TEXT,__text) non-external _push_jne_instr
0000000183689228 (__TEXT,__text) non-external _push_literal
000000018368baa0 (__TEXT,__text) non-external _push_match_sequence_instr
00000001836a1ef8 (__TEXT,__text) non-external _push_match_variable_instr
000000018369606c (__TEXT,__text) non-external _push_nop
000000018369f36c (__TEXT,__text) non-external _push_operand
0000000183688d80 (__TEXT,__text) non-external _push_operator
00000001836a2090 (__TEXT,__text) non-external _push_repeat_seek_byte_instr
000000018369f190 (__TEXT,__text) non-external _push_seek
00000001836a1fb4 (__TEXT,__text) non-external _push_seek_byte_instr
00000001836963fc (__TEXT,__text) non-external (was a private external) _putcharacter
00000001836963ac (__TEXT,__text) non-external (was a private external) _putstr
00000001836977f4 (__TEXT,__text) non-external _readsharpstrexp
000000018367d474 (__TEXT,__text) non-external _readstr_upto
0000000183697588 (__TEXT,__text) non-external _readstrexp
                 (undefined) external _realloc (from libSystem)
                 (undefined) external _reallocf (from libSystem)
00000001836948d0 (__TEXT,__text) non-external _record_buffer_data
00000001836949c0 (__TEXT,__text) non-external _record_condition_data
000000018368bca4 (__TEXT,__text) non-external _regex_quote
000000018369f1e8 (__TEXT,__text) non-external _remove_leading_literal_byte
0000000183691470 (__TEXT,__text) non-external _reorder_condition
0000000183691584 (__TEXT,__text) non-external _reorder_condition_list
000000018369f3bc (__TEXT,__text) non-external _reorder_policy
0000000183686b5c (__TEXT,__text) non-external _reverse
0000000183680854 (__TEXT,__text) non-external (was a private external) _s_cons
000000018368021c (__TEXT,__text) non-external (was a private external) _s_immutable_cons
000000018367c080 (__TEXT,__text) non-external _s_save
0000000183695024 (__TEXT,__text) external _sandbox_apply
000000018369502c (__TEXT,__text) external _sandbox_apply_container
000000018369814c (__TEXT,__text) external _sandbox_compile_entitlements
00000001836770b8 (__TEXT,__text) external _sandbox_compile_file
0000000183677014 (__TEXT,__text) external _sandbox_compile_named
0000000183695d30 (__TEXT,__text) external _sandbox_compile_string
0000000183698b0c (__TEXT,__text) external _sandbox_container_paths_iterate_items
0000000183676ec0 (__TEXT,__text) external _sandbox_create_params
0000000183698fa4 (__TEXT,__text) external _sandbox_exempt_from_network_approval_policy
000000018369510c (__TEXT,__text) external _sandbox_free_params
00000001836950c0 (__TEXT,__text) external _sandbox_free_profile
0000000183698298 (__TEXT,__text) external _sandbox_inspect_pid
0000000183698394 (__TEXT,__text) external _sandbox_inspect_smemory
0000000183698b1c (__TEXT,__text) external _sandbox_prepare_user_home_mount
0000000183699070 (__TEXT,__text) external _sandbox_register_network_approval_policy_exemption_for_share
000000018369816c (__TEXT,__text) external _sandbox_register_profile
0000000183699444 (__TEXT,__text) external _sandbox_register_sync_root
0000000183676f1c (__TEXT,__text) external _sandbox_set_param
0000000183698430 (__TEXT,__text) external _sandbox_set_user_state_item
0000000183698444 (__TEXT,__text) external _sandbox_set_user_state_item_with_persona
0000000183698260 (__TEXT,__text) external _sandbox_unregister_all_profiles
000000018369820c (__TEXT,__text) external _sandbox_unregister_profile
000000018369839c (__TEXT,__text) external _sandbox_user_state_item_buffer_create
0000000183698404 (__TEXT,__text) external _sandbox_user_state_item_buffer_destroy
00000001836983a4 (__TEXT,__text) external _sandbox_user_state_item_buffer_send
000000018369874c (__TEXT,__text) external _sandbox_user_state_iterate_items
000000018369969c (__TEXT,__text) non-external _sb_annotation_destroy
00000001836995d0 (__TEXT,__text) non-external _sb_annotation_list_copy
0000000183693788 (__TEXT,__text) non-external _sb_annotation_set_integer
000000018369a06c (__TEXT,__text) non-external _sb_bitmask_clear_bit
0000000183699e24 (__TEXT,__text) non-external _sb_bitmask_create_empty
0000000183699f4c (__TEXT,__text) non-external _sb_bitmask_get_hash
0000000183699d94 (__TEXT,__text) non-external _sb_bitmask_release
000000018369a000 (__TEXT,__text) non-external _sb_bitmask_set_bit
00000001836793d4 (__TEXT,__text) non-external _sb_buffer_alloc
000000018368a3c0 (__TEXT,__text) non-external _sb_buffer_get_byte_count
000000018368a45c (__TEXT,__text) non-external _sb_buffer_get_hash
000000018368bbd0 (__TEXT,__text) non-external _sb_buffer_is_equivalent
00000001836836e0 (__TEXT,__text) non-external _sb_buffer_release
000000018368a8e0 (__TEXT,__text) non-external _sb_buffer_retain
000000018369a0c4 (__TEXT,__text) non-external _sb_buffer_with_contents_of_file
000000018368a40c (__TEXT,__text) non-external _sb_buffer_with_data_pointer
0000000183689e1c (__TEXT,__text) non-external _sb_byteset_add_byte
000000018369bc38 (__TEXT,__text) non-external _sb_byteset_copy
000000018368a110 (__TEXT,__text) non-external _sb_byteset_get_population
0000000183692bc4 (__TEXT,__text) non-external _sb_byteset_is_equivalent
000000018368c36c (__TEXT,__text) non-external _sb_byteset_iterate_ranges
0000000183689fcc (__TEXT,__text) non-external _sb_byteset_negate
0000000183689dc4 (__TEXT,__text) non-external _sb_byteset_new
0000000183689f4c (__TEXT,__text) non-external _sb_byteset_release
0000000183689ee4 (__TEXT,__text) non-external _sb_byteset_retain
000000018368c4c0 (__TEXT,__text) non-external _sb_byteset_union
0000000183679238 (__TEXT,__text) non-external _sb_calloc
000000018369c014 (__TEXT,__text) non-external _sb_condition_boolean
0000000183686dbc (__TEXT,__text) non-external _sb_condition_conjunction
0000000183695b10 (__TEXT,__text) non-external _sb_condition_constant
000000018368401c (__TEXT,__text) non-external _sb_condition_disjunction
000000018369cf04 (__TEXT,__text) non-external _sb_condition_is_bitmask
000000018369cd6c (__TEXT,__text) non-external _sb_condition_is_boolean
000000018368f1d4 (__TEXT,__text) non-external _sb_condition_is_conjunction
00000001836870b4 (__TEXT,__text) non-external _sb_condition_is_contrary
000000018368e4a8 (__TEXT,__text) non-external _sb_condition_is_disjunction
0000000183687808 (__TEXT,__text) non-external _sb_condition_is_equivalent
00000001836944bc (__TEXT,__text) non-external _sb_condition_is_integer
000000018369ce7c (__TEXT,__text) non-external _sb_condition_is_network
000000018368f3fc (__TEXT,__text) non-external _sb_condition_is_pattern
0000000183683b34 (__TEXT,__text) non-external _sb_condition_is_regex
000000018369cdf4 (__TEXT,__text) non-external _sb_condition_is_string_textbuf
000000018368f5a0 (__TEXT,__text) non-external _sb_condition_is_transposable
0000000183683bbc (__TEXT,__text) non-external _sb_condition_list_append
000000018368fb44 (__TEXT,__text) non-external _sb_condition_list_contains_condition
000000018368f7a0 (__TEXT,__text) non-external _sb_condition_list_copy
000000018368a9f0 (__TEXT,__text) non-external _sb_condition_list_every_condition_matches_predicate
000000018369d05c (__TEXT,__text) non-external _sb_condition_list_filter
000000018368678c (__TEXT,__text) non-external _sb_condition_list_get_hash
00000001836926d8 (__TEXT,__text) non-external _sb_condition_list_is_equivalent
000000018368693c (__TEXT,__text) non-external _sb_condition_list_iterate
00000001836901bc (__TEXT,__text) non-external _sb_condition_list_iterate_reverse
0000000183681e88 (__TEXT,__text) non-external _sb_condition_list_new
0000000183682690 (__TEXT,__text) non-external _sb_condition_list_release
000000018368f8d0 (__TEXT,__text) non-external _sb_condition_list_remove
0000000183690a40 (__TEXT,__text) non-external _sb_condition_matches_subset
000000018368e380 (__TEXT,__text) non-external _sb_condition_negation
0000000183695608 (__TEXT,__text) non-external _sb_condition_network
0000000183683840 (__TEXT,__text) non-external _sb_condition_new
0000000183689d34 (__TEXT,__text) non-external _sb_condition_pattern
000000018369c51c (__TEXT,__text) non-external _sb_condition_pattern_literal
0000000183684468 (__TEXT,__text) non-external _sb_condition_pattern_path
0000000183683e80 (__TEXT,__text) non-external _sb_condition_release
000000018368a7f4 (__TEXT,__text) non-external _sb_condition_string
0000000183678f04 (__TEXT,__text) non-external _sb_context_intern_string
0000000183682394 (__TEXT,__text) non-external _sb_context_release
00000001836822ec (__TEXT,__text) non-external _sb_context_release_modification
0000000183678de0 (__TEXT,__text) non-external _sb_context_retain
000000018369d0dc (__TEXT,__text) non-external _sb_context_retain_modification
000000018369d460 (__TEXT,__text) non-external _sb_error_fatal
000000018369d648 (__TEXT,__text) non-external _sb_error_fatal_for_instruction
000000018369d4ac (__TEXT,__text) non-external _sb_error_for_instruction
000000018368a274 (__TEXT,__text) non-external _sb_error_new
00000001d3c5cef8 (__DATA_CONST,__const) non-external _sb_error_out_of_memory.oom_error
000000018368a1c8 (__TEXT,__text) non-external _sb_error_set_unsupported_with_format
000000018369d328 (__TEXT,__text) non-external _sb_error_set_with_description
000000018369d434 (__TEXT,__text) non-external _sb_error_set_with_format
000000018369d394 (__TEXT,__text) non-external _sb_error_set_with_formatv
0000000183680d18 (__TEXT,__text) non-external _sb_filter_accepts_type
000000018369d9a4 (__TEXT,__text) non-external _sb_filter_has_atom_namespace
00000001db4aeb60 (__DATA_DIRTY,__bss) non-external _sb_filter_has_side_effects.filterset
00000001db4aeb70 (__DATA_DIRTY,__bss) non-external _sb_filter_has_side_effects.onceToken
0000000183682ad0 (__TEXT,__text) non-external _sb_fsa_acceptor
00000001836856d8 (__TEXT,__text) non-external _sb_fsa_copy
0000000183685500 (__TEXT,__text) non-external _sb_fsa_disjunction
000000018368596c (__TEXT,__text) non-external _sb_fsa_get_recognizer_child
0000000183690e00 (__TEXT,__text) non-external _sb_fsa_is_backtracking_recognizer
0000000183690cc4 (__TEXT,__text) non-external _sb_fsa_matches_subset
000000018368c1c0 (__TEXT,__text) non-external _sb_fsa_recognizer_byteset
000000018368c5e4 (__TEXT,__text) non-external _sb_fsa_recognizer_byteset_skip
000000018368c118 (__TEXT,__text) non-external _sb_fsa_recognizer_seek_byte
0000000183689c8c (__TEXT,__text) non-external _sb_fsa_recognizer_seek_byte_with_retry
00000001836852a8 (__TEXT,__text) non-external _sb_fsa_recognizer_sequence
00000001836854a8 (__TEXT,__text) non-external _sb_fsa_recognizer_terminal
0000000183699890 (__TEXT,__text) non-external _sb_fsa_recognizer_variable
00000001836835a8 (__TEXT,__text) non-external _sb_fsa_release
0000000183686568 (__TEXT,__text) non-external _sb_fsa_release_indegree
00000001836834d8 (__TEXT,__text) non-external _sb_fsa_retain
0000000183685414 (__TEXT,__text) non-external _sb_fsa_retain_indegree
000000018368bfb8 (__TEXT,__text) non-external _sb_fsa_set_recognizer_child
00000001836792a8 (__TEXT,__text) non-external _sb_hash_compute
00000001836982ac (__TEXT,__text) non-external _sb_inspect_subsystem
0000000183679640 (__TEXT,__text) non-external _sb_instr_action
0000000183684364 (__TEXT,__text) non-external _sb_instr_conditional
000000018369dab4 (__TEXT,__text) non-external _sb_instr_deep_copy
0000000183692c4c (__TEXT,__text) non-external _sb_instr_get_action_modifiers
000000018368e5a4 (__TEXT,__text) non-external _sb_instr_get_jump_target
000000018368dfd0 (__TEXT,__text) non-external _sb_instr_is_equivalent
000000018369dbec (__TEXT,__text) non-external _sb_instr_is_unmodified_allow_action
000000018369da08 (__TEXT,__text) non-external _sb_instr_jump
00000001836796b8 (__TEXT,__text) non-external _sb_instr_new
00000001836798a8 (__TEXT,__text) non-external _sb_instr_release
000000018368e208 (__TEXT,__text) non-external _sb_instr_replace
0000000183679778 (__TEXT,__text) non-external _sb_instr_retain
000000018368e73c (__TEXT,__text) non-external _sb_instr_set_condition
000000018368a718 (__TEXT,__text) non-external _sb_instr_set_false_branch
0000000183690910 (__TEXT,__text) non-external _sb_instr_set_true_branch
00000001836797e0 (__TEXT,__text) non-external _sb_instr_track
0000000183679318 (__TEXT,__text) non-external _sb_malloc
000000018369e3d4 (__TEXT,__text) non-external _sb_modifier_get_name
0000000183687dd4 (__TEXT,__text) non-external _sb_modifier_requires_argument
0000000183682150 (__TEXT,__text) non-external _sb_modifiers_iterate
00000001836821d8 (__TEXT,__text) non-external _sb_modifiers_release
000000018369e5c8 (__TEXT,__text) non-external _sb_modifiers_set_deny_errno
000000018369e6d8 (__TEXT,__text) non-external _sb_modifiers_set_message_filter
000000018369e424 (__TEXT,__text) non-external _sb_modifiers_set_modifier
000000018369e54c (__TEXT,__text) non-external _sb_modifiers_set_signal
000000018369e1c8 (__TEXT,__text) non-external _sb_msgfilter_is_equivalent
000000018369e2b4 (__TEXT,__text) non-external _sb_msgfilter_iterate_entry_points
000000018369e108 (__TEXT,__text) non-external _sb_msgfilter_release
0000000183694dec (__TEXT,__text) non-external _sb_mutable_buffer_make_immutable
000000018368d128 (__TEXT,__text) non-external _sb_mutable_buffer_new
0000000183694ee0 (__TEXT,__text) non-external _sb_mutable_buffer_release
0000000183693828 (__TEXT,__text) non-external _sb_mutable_buffer_set_minimum_size
00000001836938d0 (__TEXT,__text) non-external _sb_mutable_buffer_write
0000000183697b40 (__TEXT,__text) non-external (was a private external) _sb_packbuff_free
00000001836a35b8 (__TEXT,__text) non-external _sb_packbuff_free.cold.1
0000000183697be0 (__TEXT,__text) non-external (was a private external) _sb_packbuff_get_bytes
0000000183697bf0 (__TEXT,__text) non-external (was a private external) _sb_packbuff_get_item_value_type
0000000183697be8 (__TEXT,__text) non-external (was a private external) _sb_packbuff_get_size
0000000183697ac8 (__TEXT,__text) non-external (was a private external) _sb_packbuff_init_with_buffer
0000000183697974 (__TEXT,__text) non-external (was a private external) _sb_packbuff_new
0000000183697e28 (__TEXT,__text) non-external _sb_packbuff_pack_item
00000001836a3678 (__TEXT,__text) non-external _sb_packbuff_pack_item.cold.1
00000001836a36a4 (__TEXT,__text) non-external _sb_packbuff_pack_item.cold.2
0000000183697f9c (__TEXT,__text) non-external (was a private external) _sb_packbuff_pack_key_with_string_value
0000000183697f68 (__TEXT,__text) non-external (was a private external) _sb_packbuff_pack_string
0000000183697e10 (__TEXT,__text) non-external (was a private external) _sb_packbuff_pack_uint32
0000000183697a04 (__TEXT,__text) non-external _sb_packbuff_realloc
0000000183697ca8 (__TEXT,__text) non-external _sb_packbuff_unpack_item
00000001836a364c (__TEXT,__text) non-external _sb_packbuff_unpack_item.cold.1
0000000183698074 (__TEXT,__text) non-external (was a private external) _sb_packbuff_unpack_key_with_string_value
0000000183697d8c (__TEXT,__text) non-external (was a private external) _sb_packbuff_unpack_string
0000000183697c30 (__TEXT,__text) non-external (was a private external) _sb_packbuff_unpack_uint32
000000018368a5f8 (__TEXT,__text) non-external _sb_pattern_is_disjoint_with_regex
0000000183683540 (__TEXT,__text) non-external _sb_pattern_new
0000000183682a04 (__TEXT,__text) non-external _sb_pattern_prefix
0000000183687ff8 (__TEXT,__text) non-external _sb_pattern_regex
0000000183683a70 (__TEXT,__text) non-external _sb_pattern_release
0000000183683a08 (__TEXT,__text) non-external _sb_pattern_retain
000000018368adec (__TEXT,__text) non-external _sb_pattern_serialize
00000001836a2d64 (__TEXT,__text) non-external _sb_pattern_var_release
00000001836a2cfc (__TEXT,__text) non-external _sb_pattern_var_retain
00000001836a2e80 (__TEXT,__text) non-external _sb_pattern_var_set_ordinal
00000001836a30a0 (__TEXT,__text) non-external _sb_pattern_varset_enter
00000001836a3208 (__TEXT,__text) non-external _sb_pattern_varset_get_available_ordinal
0000000183695c20 (__TEXT,__text) non-external _sb_pattern_varset_release
0000000183695b54 (__TEXT,__text) non-external _sb_pattern_varset_retain
000000018369edcc (__TEXT,__text) non-external _sb_policy_get_entry_point
000000018369ed6c (__TEXT,__text) non-external _sb_policy_is_operation_supported
000000018369ee28 (__TEXT,__text) non-external _sb_policy_iterate_entry_points
000000018369ea0c (__TEXT,__text) non-external _sb_policy_new
000000018369ebe8 (__TEXT,__text) non-external _sb_policy_release
000000018369eca0 (__TEXT,__text) non-external _sb_policy_set_entry_point
000000018368d060 (__TEXT,__text) non-external _sb_profile_release
0000000183695bbc (__TEXT,__text) non-external _sb_profile_set_pattern_variables
0000000183695d4c (__TEXT,__text) non-external _sb_program_add_source_buffer
0000000183679464 (__TEXT,__text) non-external _sb_program_source_alloc
000000018368b880 (__TEXT,__text) non-external _sb_realloc
000000018368a4a4 (__TEXT,__text) non-external _sb_regex_release
000000018368cdfc (__TEXT,__text) non-external _sb_sbpl_parser_release
00000001836a21d8 (__TEXT,__text) non-external _sb_source_info_copy
000000018368a380 (__TEXT,__text) non-external _sb_textbuf_get_length
0000000183684718 (__TEXT,__text) non-external _sb_textbuf_with_normalized_string_copy
0000000183678e48 (__TEXT,__text) non-external _sb_textbuf_with_string_copy
000000018368a564 (__TEXT,__text) non-external _sb_textbuf_with_substring_copy
000000018369e79c (__TEXT,__text) non-external _sb_transform_combine_patterns_profile
000000018369d2a4 (__TEXT,__text) non-external _sb_transform_eliminate_dead_code_profile
000000018368fe48 (__TEXT,__text) non-external _sb_transform_expand_logical_conditions_profile
000000018369f554 (__TEXT,__text) non-external _sb_transform_resolve_jumps_policy
000000018368d97c (__TEXT,__text) non-external _sb_transform_synthesize_logical_conditions_profile
00000001836a2260 (__TEXT,__text) non-external _sb_transform_synthesize_syscallmasks_profile
000000018368cca8 (__TEXT,__text) non-external _sb_visitor_has_visited
000000018368c90c (__TEXT,__text) non-external _sb_visitor_new
000000018368cd58 (__TEXT,__text) non-external _sb_visitor_release
00000001836a32c8 (__TEXT,__text) non-external _sb_warn
00000001836c10c5 (__TEXT,__const) non-external _sbpl1_scm
00000001836c1aec (__TEXT,__const) non-external _sbpl2_scm
00000001836c1b80 (__TEXT,__const) non-external _sbpl3_scm
00000001836a091c (__TEXT,__text) non-external _sbpl_enter_message_filter_context
00000001836a02b4 (__TEXT,__text) non-external _sbpl_filter_eqv
00000001836a07fc (__TEXT,__text) non-external _sbpl_leave_message_filter_context
00000001836a0168 (__TEXT,__text) non-external _sbpl_operation_eqv
00000001836ba9cd (__TEXT,__const) non-external _sbpl_scm
000000018368c714 (__TEXT,__text) non-external (was a private external) _scheme_call
0000000183680324 (__TEXT,__text) non-external (was a private external) _scheme_define
000000018368cecc (__TEXT,__text) non-external (was a private external) _scheme_deinit
000000018367a0dc (__TEXT,__text) non-external (was a private external) _scheme_enable_full_backtraces
00000001836965ac (__TEXT,__text) non-external (was a private external) _scheme_error
000000018369691c (__TEXT,__text) non-external (was a private external) _scheme_errorf
000000018368bf08 (__TEXT,__text) non-external (was a private external) _scheme_get_external_data
000000018368c6c8 (__TEXT,__text) non-external (was a private external) _scheme_global
0000000183679ae4 (__TEXT,__text) non-external (was a private external) _scheme_init_custom_alloc
0000000183679a84 (__TEXT,__text) non-external (was a private external) _scheme_init_new
0000000183680a4c (__TEXT,__text) non-external (was a private external) _scheme_load_file
000000018367acb4 (__TEXT,__text) non-external (was a private external) _scheme_load_string
0000000183681218 (__TEXT,__text) non-external (was a private external) _scheme_push_string
000000018369698c (__TEXT,__text) non-external (was a private external) _scheme_quit
000000018367ac88 (__TEXT,__text) non-external (was a private external) _scheme_set_error_port_string
000000018367abc0 (__TEXT,__text) non-external (was a private external) _scheme_set_external_data
000000018367abc8 (__TEXT,__text) non-external (was a private external) _scheme_set_output_port_string
0000000183696438 (__TEXT,__text) non-external (was a private external) _scheme_write_to_string
0000000183685c00 (__TEXT,__text) non-external _shallow_copy_node
0000000183690638 (__TEXT,__text) non-external _skip_redundant_instructions
                 (undefined) external _snprintf (from libSystem)
0000000183692588 (__TEXT,__text) non-external _split_node
                 (undefined) external _sscanf (from libSystem)
000000018367a9e4 (__TEXT,__text) non-external _store_string
                 (undefined) external _strcasecmp (from libSystem)
                 (undefined) external _strchr (from libSystem)
                 (undefined) external _strcmp (from libSystem)
                 (undefined) external _strcspn (from libSystem)
                 (undefined) external _strdup (from libSystem)
                 (undefined) external _strerror (from libSystem)
000000018368bf00 (__TEXT,__text) non-external (was a private external) _string_length
00000001836829fc (__TEXT,__text) non-external (was a private external) _string_value
                 (undefined) external _strlcat (from libSystem)
                 (undefined) external _strlen (from libSystem)
                 (undefined) external _strncmp (from libSystem)
                 (undefined) external _strnlen (from libSystem)
                 (undefined) external _strrchr (from libSystem)
                 (undefined) external _strsep (from libSystem)
                 (undefined) external _strspn (from libSystem)
                 (undefined) external _strstr (from libSystem)
                 (undefined) external _strtod (from libSystem)
                 (undefined) external _strtol (from libSystem)
00000001836a2014 (__TEXT,__text) non-external _submatch_end
00000001836803a0 (__TEXT,__text) non-external (was a private external) _symname
0000000183696d60 (__TEXT,__text) non-external _syntaxnum
000000018368d9d4 (__TEXT,__text) non-external _synthesize_logical_conditions
000000018369ddec (__TEXT,__text) non-external _synthesize_logical_conditions_policy
00000001dd36e7d0 (__AUTH_CONST,__const) non-external _tests
000000018367c108 (__TEXT,__text) non-external _token
000000018368ca8c (__TEXT,__text) non-external _traverse_postorder
000000018369dc40 (__TEXT,__text) non-external _traverse_preorder
000000018369c0a8 (__TEXT,__text) non-external _type_mismatch_error
                 (undefined) external _ungetc (from libSystem)
00000001836c1bb8 (__TEXT,__const) non-external _utf8_minLegal
                 (undefined) external _uuid_unparse_lower (from libSystem)
00000001836a052c (__TEXT,__text) non-external _variable_quote
                 (undefined) external _vasprintf (from libSystem)
00000001836a1c80 (__TEXT,__text) non-external _version
000000018369ef70 (__TEXT,__text) non-external _visited_list_done
                 (undefined) external _vm_deallocate (from libSystem)
                 (undefined) weak external _voucher_mach_msg_set (from libSystem)
000000018368042c (__TEXT,__text) non-external _xpc2sc
                 (undefined) external _xpc_array_get_count (from libSystem)
                 (undefined) external _xpc_array_get_value (from libSystem)
                 (undefined) external _xpc_bool_get_value (from libSystem)
                 (undefined) external _xpc_dictionary_apply (from libSystem)
                 (undefined) external _xpc_dictionary_create (from libSystem)
                 (undefined) external _xpc_dictionary_get_value (from libSystem)
                 (undefined) external _xpc_dictionary_set_string (from libSystem)
                 (undefined) external _xpc_dictionary_set_value (from libSystem)
                 (undefined) external _xpc_get_type (from libSystem)
                 (undefined) external _xpc_int64_get_value (from libSystem)
                 (undefined) external _xpc_release (from libSystem)
                 (undefined) external _xpc_retain (from libSystem)
                 (undefined) external _xpc_string_get_string_ptr (from libSystem)
                 (undefined) external _xpc_uint64_get_value (from libSystem)
                 (undefined) external _xpc_uuid_get_bytes (from libSystem)
