00007ffa1c0fb082 (__TEXT,__text) non-external _DiToMD5
00007ffa1c0e8cce (__TEXT,__text) external __ZThn48_N12IOUserClient14ExternalMethodEyP27IOUserClientMethodArgumentsPK26IOUserClientMethodDispatchP8OSObjectPv
00007ffa1c0ee328 (__TEXT,__text) external __ZThn48_N12OSDictionary14ensureCapacityEj
00007ffa1c0ee3e0 (__TEXT,__text) external __ZThn48_N12OSDictionary15flushCollectionEv
00007ffa1c0ee9e0 (__TEXT,__text) external __ZThn48_N7OSArray14ensureCapacityEj
00007ffa1c0eea70 (__TEXT,__text) external __ZThn48_N7OSArray15flushCollectionEv
00007ffa1c0ee206 (__TEXT,__text) external __ZThn48_NK12OSCollection14copyCollectionEP12OSDictionary
00007ffa1c0ee216 (__TEXT,__text) external __ZThn48_NK12OSCollection14iterateObjectsEU13block_pointerFbP8OSObjectE
00007ffa1c0ee312 (__TEXT,__text) external __ZThn48_NK12OSDictionary11getCapacityEv
00007ffa1c0ee828 (__TEXT,__text) external __ZThn48_NK12OSDictionary14iterateObjectsEU13block_pointerFbP8OSObjectE
00007ffa1c0ee2f6 (__TEXT,__text) external __ZThn48_NK12OSDictionary8getCountEv
00007ffa1c0ee9ca (__TEXT,__text) external __ZThn48_NK7OSArray11getCapacityEv
00007ffa1c0eed8a (__TEXT,__text) external __ZThn48_NK7OSArray14iterateObjectsEU13block_pointerFbP8OSObjectE
00007ffa1c0ee9ae (__TEXT,__text) external __ZThn48_NK7OSArray8getCountEv
00007ffa42cacce0 (__DATA,__bss) non-external __ZZL13noChannelNamevE4name
00007ffa42cacce8 (__DATA,__bss) non-external __ZZL13noChannelNamevE4once
00007ffa42cabca0 (__DATA,__bss) non-external __ZZL18isFirstPartyDrivervE4once
00007ffa42cabca8 (__DATA,__bss) non-external __ZZL18isFirstPartyDrivervE6result
                 (undefined) weak external __ZdlPv (from libc++)
                 (undefined) weak external __Znwm (from libc++)
00007ffa1c0e555c (__TEXT,__text) non-external ___IOUserServerMain_block_invoke
00007ffa1c0e55b6 (__TEXT,__text) non-external ___IOUserServerMain_block_invoke_2
00007ffa1c0e5609 (__TEXT,__text) non-external ___IOUserServerMain_block_invoke_3
00007ffa1c10c5f5 (__TEXT,__text) non-external ___IOUserServerMain_block_invoke_3.cold.1
00007ffa1c10c618 (__TEXT,__text) non-external ___IOUserServerMain_block_invoke_3.cold.2
00007ffa1c0ecf6c (__TEXT,__text) non-external ___OSArrayApply_block_invoke
00007ffa1c0ec604 (__TEXT,__text) non-external ___OSDictionaryApply_block_invoke
00007ffa1c10d00f (__TEXT,__text) non-external ___OSDictionaryApply_block_invoke.cold.1
00007ffa1c10d032 (__TEXT,__text) non-external ___OSDictionaryApply_block_invoke.cold.2
00007ffa1c0ebe78 (__TEXT,__text) non-external ___OSStringCreate_block_invoke
00007ffa1c0edafa (__TEXT,__text) non-external ____Z16OSSerializeEntryP15OSSerializationS0_17OSCollectionEntry_block_invoke
00007ffa1c0edb55 (__TEXT,__text) non-external ____Z16OSSerializeEntryP15OSSerializationS0_17OSCollectionEntry_block_invoke_2
00007ffa1c0ee148 (__TEXT,__text) non-external ____Z19OSObjectLogInternalP8OSObjectj_block_invoke
00007ffa1c0ee1a0 (__TEXT,__text) non-external ____Z19OSObjectLogInternalP8OSObjectj_block_invoke.39
00007ffa1c0f8f30 (__TEXT,__text) non-external ____ZL13noChannelNamev_block_invoke
00007ffa1c0eadc8 (__TEXT,__text) non-external ____ZL15OSCopyInObjectsP18IOUserServer_IVarsP16IORPCMessageMachP12IORPCMessageb_block_invoke
00007ffa1c10cd99 (__TEXT,__text) non-external ____ZL15OSCopyInObjectsP18IOUserServer_IVarsP16IORPCMessageMachP12IORPCMessageb_block_invoke.cold.1
00007ffa1c0e21e3 (__TEXT,__text) non-external ____ZL18isFirstPartyDriverv_block_invoke
00007ffa1c0efde6 (__TEXT,__text) non-external ____ZL19OSArrayContainerizeP7OSArray_block_invoke
00007ffa1c0efedf (__TEXT,__text) non-external ____ZL20OSArrayInternalApplyP7OSArrayjU13block_pointerFbmP15OSSerialization17OSCollectionEntryE_block_invoke
00007ffa1c0efc48 (__TEXT,__text) non-external ____ZL20OSDictionaryGetEntryP12OSDictionaryP8OSObjectPKcPm_block_invoke
00007ffa1c10d4b5 (__TEXT,__text) non-external ____ZL20OSDictionaryGetEntryP12OSDictionaryP8OSObjectPKcPm_block_invoke.cold.1
00007ffa1c0f0001 (__TEXT,__text) non-external ____ZL21OSArrayIterateObjectsP7OSArrayjU13block_pointerFbP8OSObjectE_block_invoke
00007ffa1c0efad8 (__TEXT,__text) non-external ____ZL24OSDictionaryContainerizeP12OSDictionary_block_invoke
00007ffa1c0efc16 (__TEXT,__text) non-external ____ZL25OSDictionaryInternalApplyP12OSDictionaryU13block_pointerFbmP15OSSerialization17OSCollectionEntryS3_E_block_invoke
00007ffa1c0eff4f (__TEXT,__text) non-external ____ZL26OSDictionaryIterateObjectsP12OSDictionaryU13block_pointerFbP8OSObjectS2_E_block_invoke
00007ffa1c0eff30 (__TEXT,__text) non-external ____ZL27OSCollectionEntryArrayApplyP15OSSerialization17OSCollectionEntryU13block_pointerFbmS0_S1_E_block_invoke
00007ffa1c0eb067 (__TEXT,__text) non-external ____ZL31IOInterruptDispatchSourceThreadPv_block_invoke
00007ffa1c0eff06 (__TEXT,__text) non-external ____ZL32OSCollectionEntryDictionaryApplyP15OSSerialization17OSCollectionEntryU13block_pointerFbmS0_S1_S1_E_block_invoke
00007ffa1c0eade7 (__TEXT,__text) non-external ____ZL8LockTesti_block_invoke
00007ffa1c0eae3c (__TEXT,__text) non-external ____ZL8LockTesti_block_invoke.173
00007ffa1c0eaeb3 (__TEXT,__text) non-external ____ZL8LockTesti_block_invoke.175
00007ffa1c0faf33 (__TEXT,__text) non-external ____ZL8deepcopyP12OSDictionary_block_invoke
00007ffa1c0f7dbd (__TEXT,__text) non-external ____ZN10IOReporter16updateAllReportsEP12OSCollectionP6OSDatajPjyyP18IOMemoryDescriptor_block_invoke
00007ffa1c0f7a01 (__TEXT,__text) non-external ____ZN10IOReporter19configureAllReportsEP12OSCollectionP6OSDatajPj_block_invoke
00007ffa1c0ee621 (__TEXT,__text) non-external ____ZN12OSDictionary5mergeEPKS__block_invoke
00007ffa1c0e971c (__TEXT,__text) non-external ____ZN13IOCommandPool10getCommandEb_block_invoke
00007ffa1c0e97bd (__TEXT,__text) non-external ____ZN13IOCommandPool13returnCommandEP9IOCommand_block_invoke
00007ffa1c10cb23 (__TEXT,__text) non-external ____ZN13IOCommandPool13returnCommandEP9IOCommand_block_invoke.cold.1
00007ffa1c0e5de6 (__TEXT,__text) non-external ____ZN15IODispatchQueue14DispatchSync_fEPvPFvS0_E_block_invoke
00007ffa1c0e5bea (__TEXT,__text) non-external ____ZN15IODispatchQueue15DispatchAsync_fEPvPFvS0_E_block_invoke
00007ffa1c0e5cef (__TEXT,__text) non-external ____ZN15IODispatchQueue20DispatchConcurrent_fEPvPFvS0_E_block_invoke
00007ffa1c0e5846 (__TEXT,__text) non-external ____ZN15IODispatchQueue6CancelEU13block_pointerFvvE_block_invoke
00007ffa1c0e6263 (__TEXT,__text) non-external ____ZN15IODispatchQueue9RunActionEU13block_pointerFivE_block_invoke
00007ffa1c0e3b08 (__TEXT,__text) non-external ____ZN15OSMetaClassBase6InvokeE5IORPC_block_invoke
00007ffa1c0e79b4 (__TEXT,__text) non-external ____ZN21IOTimerDispatchSource11Cancel_ImplEU13block_pointerFvvE_block_invoke
00007ffa1c0e7762 (__TEXT,__text) non-external ____ZN21IOTimerDispatchSource11Create_ImplEP15IODispatchQueuePPS__block_invoke
00007ffa1c0e7807 (__TEXT,__text) non-external ____ZN21IOTimerDispatchSource11Create_ImplEP15IODispatchQueuePPS__block_invoke_2
00007ffa1c0e7b83 (__TEXT,__text) non-external ____ZN21IOTimerDispatchSource15WakeAtTime_ImplEyyy_block_invoke
00007ffa1c0e66d5 (__TEXT,__text) non-external ____ZN25IOInterruptDispatchSource11Cancel_ImplEU13block_pointerFvvE_block_invoke
00007ffa1c0e64bb (__TEXT,__text) non-external ____ZN25IOInterruptDispatchSource28SetEnableWithCompletion_ImplEbU13block_pointerFvvE_block_invoke
00007ffa1c0e696c (__TEXT,__text) non-external ____ZN35IOServiceNotificationDispatchSource11Cancel_ImplEU13block_pointerFvvE_block_invoke
00007ffa1c0e6aa1 (__TEXT,__text) non-external ____ZN35IOServiceNotificationDispatchSource20DeliverNotificationsEU13block_pointerFvyP9IOServiceyE_block_invoke
00007ffa1c10c825 (__TEXT,__text) non-external ____ZN35IOServiceNotificationDispatchSource20DeliverNotificationsEU13block_pointerFvyP9IOServiceyE_block_invoke.cold.1
00007ffa1c10c848 (__TEXT,__text) non-external ____ZN35IOServiceNotificationDispatchSource20DeliverNotificationsEU13block_pointerFvyP9IOServiceyE_block_invoke.cold.2
00007ffa1c0e68ed (__TEXT,__text) non-external ____ZN35IOServiceNotificationDispatchSource28SetEnableWithCompletion_ImplEbU13block_pointerFvvE_block_invoke
00007ffa1c0e9b09 (__TEXT,__text) non-external ____ZN40IOServiceStateNotificationDispatchSource11Cancel_ImplEU13block_pointerFvvE_block_invoke
00007ffa1c0e9a8a (__TEXT,__text) non-external ____ZN40IOServiceStateNotificationDispatchSource28SetEnableWithCompletion_ImplEbU13block_pointerFvvE_block_invoke
00007ffa1c0ef080 (__TEXT,__text) non-external ____ZN5OSSet5mergeEPK7OSArray_block_invoke
00007ffa1c0eec52 (__TEXT,__text) non-external ____ZN7OSArray5mergeEPKS__block_invoke
00007ffa1c0e7e4c (__TEXT,__text) non-external ____ZN8OSAction6CancelEU13block_pointerFvvE_block_invoke
00007ffa1c0ec128 (__TEXT,__text) non-external ____ZN8OSString4freeEv_block_invoke
00007ffa1c0e8782 (__TEXT,__text) non-external ____ZN9IOService9Stop_ImplEPS__block_invoke
00007ffa1c0ee818 (__TEXT,__text) non-external ____ZNK12OSDictionary14iterateObjectsEU13block_pointerFbP8OSObjectE_block_invoke
00007ffa1c0ee741 (__TEXT,__text) non-external ____ZNK12OSDictionary9isEqualToEPKS_PK12OSCollection_block_invoke
00007ffa1c0ee657 (__TEXT,__text) non-external ____ZNK12OSDictionary9isEqualToEPKS__block_invoke
00007ffa1c0eee2c (__TEXT,__text) non-external ____ZNK7OSArray20getNextIndexOfObjectEPK15OSMetaClassBasej_block_invoke
00007ffa1c0eec8d (__TEXT,__text) non-external ____ZNK7OSArray9isEqualToEPKS__block_invoke
                 (undefined) weak external ____chkstk_darwin (from libSystem)
00007ffa1c10b7d3 (__TEXT,__text) external ___assert_rtn
00007ffa41b3dce8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00007ffa41b3dd28 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00007ffa41b3e4f8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00007ffa41b3f238 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00007ffa41b3f5a0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00007ffa41b3f268 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.1
00007ffa41b3df98 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.107
00007ffa41b3dfb8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.108
00007ffa41b3dfd8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.109
00007ffa41b3e008 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.110
00007ffa41b3e038 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.112
00007ffa41b3e068 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.123
00007ffa41b3e088 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.137
00007ffa41b3e0b8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.138
00007ffa41b3e0d8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.140
00007ffa41b3e108 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.141
00007ffa41b3e3f8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.151
00007ffa41b3e518 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.16
00007ffa41b3e438 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.171
00007ffa41b3e468 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.174
00007ffa41b3e498 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.176
00007ffa41b3e4c8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.187
00007ffa41b3e538 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.22
00007ffa41b3f398 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.23
00007ffa41b3e568 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.24
00007ffa41b3e598 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.30
00007ffa41b3e5b8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.31
00007ffa41b3e5d8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.38
00007ffa41b3e608 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.42
00007ffa41b3e638 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.51
00007ffa41b3e668 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.52
00007ffa41b3e698 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.53
00007ffa41b3e6c8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.54
00007ffa41b3e6f8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.55
00007ffa41b3e728 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.56
00007ffa41b3e758 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.57
00007ffa41b3e788 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.58
00007ffa41b3f0a8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.62
00007ffa41b3f0c8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.64
00007ffa41b3f0f8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.67
00007ffa41b3f128 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.69
00007ffa41b3f148 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.71
00007ffa41b3dd58 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.74
00007ffa41b3dd88 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.75
00007ffa41b3f178 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.75
00007ffa41b3ddb8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.76
00007ffa41b3f1a8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.76
00007ffa41b3f1d8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.78
00007ffa41b3dde8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.79
00007ffa41b3f208 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.79
00007ffa41b3de18 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.86
00007ffa41b3de38 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.87
00007ffa41b3de58 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.88
00007ffa41b3de78 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.92
00007ffa41b3dea8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.93
00007ffa41b3ded8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.94
00007ffa41b3df08 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.95
00007ffa41b3df38 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.96
00007ffa41b3df68 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.98
00007ffa41b3dd08 (__DATA_CONST,__const) non-external ___block_literal_global
00007ffa41b3e418 (__DATA_CONST,__const) non-external ___block_literal_global
00007ffa41b3f3b8 (__DATA_CONST,__const) non-external ___block_literal_global
                 (undefined) external ___bzero (from libSystem)
00007ffa1c0e2290 (__TEXT,__text) non-external (was a private external) ___chkstk_darwin
00007ffa1c0e22b0 (__TEXT,__text) non-external (was a private external) ___chkstk_darwin_llvm_probe
00007ffa1c0e58ac (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32b
00007ffa1c0e6285 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32b40r
00007ffa1c0fafb3 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32c33_ZTS11OSSharedPtrI12OSDictionaryE
00007ffa1c0e7be5 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32r
00007ffa1c0e3b93 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32r40c28_ZTS11OSSharedPtrI8OSActionE
00007ffa1c0e5676 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32r40r
00007ffa1c0f7ad7 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32r40r48r
00007ffa1c0f7ebe (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32r40r48r56r64r
                 (undefined) external ___cxa_pure_virtual (from libc++)
00007ffa1c0e58c3 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32b
00007ffa1c0e62bd (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32b40r
00007ffa1c0fafd0 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32c33_ZTS11OSSharedPtrI12OSDictionaryE
00007ffa1c0e7bfc (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32r
00007ffa1c0e3bce (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32r40c28_ZTS11OSSharedPtrI8OSActionE
00007ffa1c0e56ae (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32r40r
00007ffa1c0f7b21 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32r40r48r
00007ffa1c0f7f2c (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32r40r48r56r64r
                 (undefined) external ___error (from libSystem)
                 (undefined) external ___memcpy_chk (from libSystem)
                 (undefined) external ___stack_chk_fail (from libSystem)
                 (undefined) external ___stack_chk_guard (from libSystem)
                 (undefined) external ___stderrp (from libSystem)
                 (undefined) external __dispatch_queue_attr_concurrent (from libSystem)
                 (undefined) external __dispatch_source_type_timer (from libSystem)
                 (undefined) external __dyld_get_image_header (from libSystem)
                 (undefined) external __dyld_get_image_name (from libSystem)
                 (undefined) external __dyld_image_count (from libSystem)
                 (undefined) external __os_log_default (from libSystem)
                 (undefined) external __os_log_impl (from libSystem)
                 (undefined) external _abort (from libSystem)
00007ffa1c0e17aa (__TEXT,__text) external _absolutetime_to_continuoustime
00007ffa1c0e1684 (__TEXT,__text) external _absolutetime_to_nanoseconds
00007ffa1c10b71f (__TEXT,__text) non-external _absolutetime_to_nanoseconds.cold.1
00007ffa1c0fb6ff (__TEXT,__text) external _aes_decrypt
00007ffa1c0fbad3 (__TEXT,__text) external _aes_decrypt_aad_gcm
00007ffa1c0fb659 (__TEXT,__text) external _aes_decrypt_cbc
00007ffa1c0fbb66 (__TEXT,__text) external _aes_decrypt_finalize_gcm
00007ffa1c0fbb1b (__TEXT,__text) external _aes_decrypt_gcm
00007ffa1c0fbbdc (__TEXT,__text) external _aes_decrypt_get_ctx_size_gcm
00007ffa1c0fbaa0 (__TEXT,__text) external _aes_decrypt_inc_iv_gcm
00007ffa1c0fb60b (__TEXT,__text) external _aes_decrypt_key
00007ffa1c10dad4 (__TEXT,__text) non-external _aes_decrypt_key.cold.1
00007ffa1c0fb728 (__TEXT,__text) external _aes_decrypt_key128
00007ffa1c0fb74c (__TEXT,__text) external _aes_decrypt_key256
00007ffa1c0fb986 (__TEXT,__text) external _aes_decrypt_key_gcm
00007ffa1c0fb9ce (__TEXT,__text) external _aes_decrypt_key_with_iv_gcm
00007ffa1c0fba70 (__TEXT,__text) external _aes_decrypt_reset_gcm
00007ffa1c0fba19 (__TEXT,__text) external _aes_decrypt_set_iv_gcm
00007ffa1c0fb5f4 (__TEXT,__text) external _aes_encrypt
00007ffa1c0fb89c (__TEXT,__text) external _aes_encrypt_aad_gcm
00007ffa1c0fb54e (__TEXT,__text) external _aes_encrypt_cbc
00007ffa1c0fb92f (__TEXT,__text) external _aes_encrypt_finalize_gcm
00007ffa1c0fb8e4 (__TEXT,__text) external _aes_encrypt_gcm
00007ffa1c0fbbbd (__TEXT,__text) external _aes_encrypt_get_ctx_size_gcm
00007ffa1c0fb869 (__TEXT,__text) external _aes_encrypt_inc_iv_gcm
00007ffa1c0fb500 (__TEXT,__text) external _aes_encrypt_key
00007ffa1c10dabb (__TEXT,__text) non-external _aes_encrypt_key.cold.1
00007ffa1c0fb716 (__TEXT,__text) external _aes_encrypt_key128
00007ffa1c0fb73a (__TEXT,__text) external _aes_encrypt_key256
00007ffa1c0fb75e (__TEXT,__text) external _aes_encrypt_key_gcm
00007ffa1c0fb7a6 (__TEXT,__text) external _aes_encrypt_key_with_iv_gcm
00007ffa1c0fb839 (__TEXT,__text) external _aes_encrypt_reset_gcm
00007ffa1c0fb7f1 (__TEXT,__text) external _aes_encrypt_set_iv_gcm
                 (undefined) external _arc4random_buf (from libSystem)
                 (undefined) external _calloc (from libSystem)
                 (undefined) external _ccaes_cbc_decrypt_mode (from libSystem)
                 (undefined) external _ccaes_cbc_encrypt_mode (from libSystem)
                 (undefined) external _ccaes_gcm_decrypt_mode (from libSystem)
                 (undefined) external _ccaes_gcm_encrypt_mode (from libSystem)
                 (undefined) external _cccbc_init (from libSystem)
                 (undefined) external _cccbc_set_iv (from libSystem)
                 (undefined) external _cccbc_update (from libSystem)
                 (undefined) external _ccdigest_init (from libSystem)
                 (undefined) external _ccdigest_update (from libSystem)
                 (undefined) external _ccgcm_aad (from libSystem)
                 (undefined) external _ccgcm_finalize (from libSystem)
                 (undefined) external _ccgcm_inc_iv (from libSystem)
                 (undefined) external _ccgcm_init (from libSystem)
                 (undefined) external _ccgcm_init_with_iv (from libSystem)
                 (undefined) external _ccgcm_reset (from libSystem)
                 (undefined) external _ccgcm_set_iv (from libSystem)
                 (undefined) external _ccgcm_update (from libSystem)
                 (undefined) external _ccmd5_di (from libSystem)
                 (undefined) external _ccsha1_di (from libSystem)
                 (undefined) external _ccsha256_di (from libSystem)
                 (undefined) external _ccsha384_di (from libSystem)
                 (undefined) external _ccsha512_di (from libSystem)
00007ffa1c0e16d4 (__TEXT,__text) external _clock_get_calendar_microtime
00007ffa1c10b765 (__TEXT,__text) non-external _clock_get_calendar_microtime.cold.1
00007ffa1c0e1699 (__TEXT,__text) external _clock_get_calendar_nanotime
00007ffa1c10b742 (__TEXT,__text) non-external _clock_get_calendar_nanotime.cold.1
00007ffa1c0e1725 (__TEXT,__text) external _clock_get_system_nanotime
00007ffa1c10b788 (__TEXT,__text) non-external _clock_get_system_nanotime.cold.1
                 (undefined) external _clock_gettime (from libSystem)
                 (undefined) external _clock_gettime_nsec_np (from libSystem)
00007ffa1c0e1763 (__TEXT,__text) external _clock_interval_to_deadline
                 (undefined) external _close (from libSystem)
00007ffa1c0e1791 (__TEXT,__text) external _continuoustime_to_absolutetime
00007ffa1c0e0bf2 (__TEXT,__text) external _crc32
                 (undefined) external _csops (from libSystem)
                 (undefined) external _csr_check (from libSystem)
                 (undefined) external _dispatch_activate (from libSystem)
                 (undefined) external _dispatch_async (from libSystem)
                 (undefined) external _dispatch_async_f (from libSystem)
                 (undefined) external _dispatch_get_specific (from libSystem)
                 (undefined) external _dispatch_group_async (from libSystem)
                 (undefined) external _dispatch_group_create (from libSystem)
                 (undefined) external _dispatch_group_wait (from libSystem)
                 (undefined) external _dispatch_mach_cancel (from libSystem)
                 (undefined) external _dispatch_mach_connect (from libSystem)
                 (undefined) external _dispatch_mach_create_f (from libSystem)
                 (undefined) external _dispatch_mach_msg_get_msg (from libSystem)
                 (undefined) external _dispatch_main (from libSystem)
                 (undefined) external _dispatch_once (from libSystem)
                 (undefined) external _dispatch_queue_create (from libSystem)
                 (undefined) external _dispatch_queue_create_with_target$V2 (from libSystem)
                 (undefined) external _dispatch_queue_get_label (from libSystem)
                 (undefined) external _dispatch_queue_set_specific (from libSystem)
                 (undefined) external _dispatch_release (from libSystem)
                 (undefined) external _dispatch_resume (from libSystem)
                 (undefined) external _dispatch_source_cancel (from libSystem)
                 (undefined) external _dispatch_source_create (from libSystem)
                 (undefined) external _dispatch_source_set_cancel_handler (from libSystem)
                 (undefined) external _dispatch_source_set_event_handler (from libSystem)
                 (undefined) external _dispatch_source_set_timer (from libSystem)
                 (undefined) external _dispatch_sync (from libSystem)
                 (undefined) external _dispatch_workloop_create_inactive (from libSystem)
                 (undefined) external _dispatch_workloop_set_scheduler_priority (from libSystem)
                 (undefined) external _dladdr (from libSystem)
                 (undefined) external _dlclose (from libSystem)
                 (undefined) external _dlerror (from libSystem)
                 (undefined) external _dlopen (from libSystem)
                 (undefined) external _dyld_get_program_sdk_version (from libSystem)
                 (undefined) external _exit (from libSystem)
                 (undefined) external _fprintf (from libSystem)
                 (undefined) external _free (from libSystem)
                 (undefined) external _fstat$INODE64 (from libSystem)
00007ffa42cab3f0 (__DATA,__crash_info) non-external (was a private external) _gCRAnnotations
00007ffa42cab740 (__DATA,__common) external _gIOBufferMemoryDescriptorMetaClass
00007ffa41b42f68 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOBufferMemoryDescriptor_Declaration
00007ffa42cab748 (__DATA,__common) external _gIOCommandMetaClass
00007ffa42cab750 (__DATA,__common) external _gIOCommandPoolMetaClass
00007ffa41b42f78 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOCommandPool_Declaration
00007ffa41b42f70 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOCommand_Declaration
00007ffa42cab430 (__DATA,__common) external _gIODKDebug
00007ffa42cab758 (__DATA,__common) external _gIODMACommandMetaClass
00007ffa41b42f80 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIODMACommand_Declaration
00007ffa42cab760 (__DATA,__common) external _gIODataQueueDispatchSourceMetaClass
00007ffa41b42f88 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIODataQueueDispatchSource_Declaration
00007ffa42cab768 (__DATA,__common) external _gIODispatchQueueMetaClass
00007ffa41b42f90 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIODispatchQueue_Declaration
00007ffa42cab770 (__DATA,__common) external _gIODispatchSourceMetaClass
00007ffa41b42f98 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIODispatchSource_Declaration
00007ffa42cab778 (__DATA,__common) external _gIOEventLinkMetaClass
00007ffa41b42fa0 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOEventLink_Declaration
00007ffa42cab780 (__DATA,__common) external _gIOExtensiblePaniclogMetaClass
00007ffa41b42fa8 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOExtensiblePaniclog_Declaration
00007ffa42cab7b8 (__DATA,__common) external _gIOHistogramReporterMetaClass
00007ffa41b42fe0 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOHistogramReporter_Declaration
00007ffa42cab788 (__DATA,__common) external _gIOInterruptDispatchSourceMetaClass
00007ffa41b42fb0 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOInterruptDispatchSource_Declaration
00007ffa42cab790 (__DATA,__common) external _gIOMemoryDescriptorMetaClass
00007ffa41b42fb8 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOMemoryDescriptor_Declaration
00007ffa42cab798 (__DATA,__common) external _gIOMemoryMapMetaClass
00007ffa41b42fc0 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOMemoryMap_Declaration
00007ffa42cab7c0 (__DATA,__common) external _gIOReportLegendMetaClass
00007ffa41b42fe8 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOReportLegend_Declaration
