00000001d8b65178 (__DATA,__data) non-external _.compoundliteral
0000000183675878 (__TEXT,__text) non-external _oblist_add_by_name
00000001836757b8 (__TEXT,__text) non-external _oblist_find_by_name
0000000183684410 (__TEXT,__text) non-external _op_concat
0000000183684898 (__TEXT,__text) non-external _operand_release
000000018369c848 (__TEXT,__text) non-external _operation_expand
00000001d3bba058 (__DATA_CONST,__const) non-external _operation_info
00000001d3bb9a58 (__DATA_CONST,__const) non-external _operation_names
000000018369a30c (__TEXT,__text) non-external _operator_name
0000000183684210 (__TEXT,__text) non-external _operator_precedence
000000018367624c (__TEXT,__text) non-external _opexe_0
000000018369e438 (__TEXT,__text) non-external _opexe_0.cold.1
000000018369e464 (__TEXT,__text) non-external _opexe_0.cold.2
00000001836788a0 (__TEXT,__text) non-external _opexe_1
00000001836793b0 (__TEXT,__text) non-external _opexe_2
000000018367a2c0 (__TEXT,__text) non-external _opexe_3
000000018367a940 (__TEXT,__text) non-external _opexe_4
00000001836775dc (__TEXT,__text) non-external _opexe_5
00000001836906d4 (__TEXT,__text) non-external _opexe_6
                 (undefined) external _os_log_type_enabled (from libSystem)
000000018367cfc4 (__TEXT,__text) non-external (was a private external) _pair_car
000000018367d028 (__TEXT,__text) non-external (was a private external) _pair_cdr
000000018367e0c4 (__TEXT,__text) non-external _parse_pattern
000000018369a114 (__TEXT,__text) non-external _peek_operand
00000001836b91c0 (__TEXT,__const) non-external _policy_scm
0000000183695f34 (__TEXT,__text) non-external _populate_modifier_descriptor
0000000183696334 (__TEXT,__text) non-external _populate_modifier_msgfilter_descriptor
000000018367c37c (__TEXT,__text) non-external _port_close
0000000183675c2c (__TEXT,__text) non-external _port_from_string
000000018367d7e8 (__TEXT,__text) non-external _port_rep_from_file
000000018368f758 (__TEXT,__text) non-external _previously_emitted_buffer
00000001836957c4 (__TEXT,__text) non-external _previously_emitted_condition
00000001836928e8 (__TEXT,__text) non-external _printatom
0000000183692484 (__TEXT,__text) non-external _printslashstring
00000001d3bb8710 (__DATA_CONST,__const) non-external _profile_dirs
00000001836953cc (__TEXT,__text) non-external _profile_has_mach_message_filters
0000000183695384 (__TEXT,__text) non-external _profile_has_message_filters
0000000183686748 (__TEXT,__text) non-external _push_bytes
00000001836850d0 (__TEXT,__text) non-external _push_byteset
000000018369a294 (__TEXT,__text) non-external _push_byteset_skip
0000000183686928 (__TEXT,__text) non-external _push_jne_instr
0000000183684260 (__TEXT,__text) non-external _push_literal
0000000183686ad8 (__TEXT,__text) non-external _push_match_sequence_instr
000000018369cf30 (__TEXT,__text) non-external _push_match_variable_instr
00000001836910a4 (__TEXT,__text) non-external _push_nop
000000018369a3a4 (__TEXT,__text) non-external _push_operand
0000000183683db8 (__TEXT,__text) non-external _push_operator
000000018369d0c8 (__TEXT,__text) non-external _push_repeat_seek_byte_instr
000000018369a1c8 (__TEXT,__text) non-external _push_seek
000000018369cfec (__TEXT,__text) non-external _push_seek_byte_instr
0000000183691434 (__TEXT,__text) non-external (was a private external) _putcharacter
00000001836913e4 (__TEXT,__text) non-external (was a private external) _putstr
000000018369282c (__TEXT,__text) non-external _readsharpstrexp
00000001836784ac (__TEXT,__text) non-external _readstr_upto
00000001836925c0 (__TEXT,__text) non-external _readstrexp
                 (undefined) external _realloc (from libSystem)
                 (undefined) external _reallocf (from libSystem)
000000018368f908 (__TEXT,__text) non-external _record_buffer_data
000000018368f9f8 (__TEXT,__text) non-external _record_condition_data
0000000183686cdc (__TEXT,__text) non-external _regex_quote
000000018369a220 (__TEXT,__text) non-external _remove_leading_literal_byte
000000018368c4a8 (__TEXT,__text) non-external _reorder_condition
000000018368c5bc (__TEXT,__text) non-external _reorder_condition_list
000000018369a3f4 (__TEXT,__text) non-external _reorder_policy
0000000183681b94 (__TEXT,__text) non-external _reverse
000000018367b88c (__TEXT,__text) non-external (was a private external) _s_cons
000000018367b254 (__TEXT,__text) non-external (was a private external) _s_immutable_cons
00000001836770b8 (__TEXT,__text) non-external _s_save
000000018369005c (__TEXT,__text) external _sandbox_apply
0000000183690064 (__TEXT,__text) external _sandbox_apply_container
0000000183693184 (__TEXT,__text) external _sandbox_compile_entitlements
00000001836720f0 (__TEXT,__text) external _sandbox_compile_file
000000018367204c (__TEXT,__text) external _sandbox_compile_named
0000000183690d68 (__TEXT,__text) external _sandbox_compile_string
0000000183693b44 (__TEXT,__text) external _sandbox_container_paths_iterate_items
0000000183671ef8 (__TEXT,__text) external _sandbox_create_params
0000000183693fdc (__TEXT,__text) external _sandbox_exempt_from_network_approval_policy
0000000183690144 (__TEXT,__text) external _sandbox_free_params
00000001836900f8 (__TEXT,__text) external _sandbox_free_profile
00000001836932d0 (__TEXT,__text) external _sandbox_inspect_pid
00000001836933cc (__TEXT,__text) external _sandbox_inspect_smemory
0000000183693b54 (__TEXT,__text) external _sandbox_prepare_user_home_mount
00000001836940a8 (__TEXT,__text) external _sandbox_register_network_approval_policy_exemption_for_share
00000001836931a4 (__TEXT,__text) external _sandbox_register_profile
000000018369447c (__TEXT,__text) external _sandbox_register_sync_root
0000000183671f54 (__TEXT,__text) external _sandbox_set_param
0000000183693468 (__TEXT,__text) external _sandbox_set_user_state_item
000000018369347c (__TEXT,__text) external _sandbox_set_user_state_item_with_persona
0000000183693298 (__TEXT,__text) external _sandbox_unregister_all_profiles
0000000183693244 (__TEXT,__text) external _sandbox_unregister_profile
00000001836933d4 (__TEXT,__text) external _sandbox_user_state_item_buffer_create
000000018369343c (__TEXT,__text) external _sandbox_user_state_item_buffer_destroy
00000001836933dc (__TEXT,__text) external _sandbox_user_state_item_buffer_send
0000000183693784 (__TEXT,__text) external _sandbox_user_state_iterate_items
00000001836946d4 (__TEXT,__text) non-external _sb_annotation_destroy
0000000183694608 (__TEXT,__text) non-external _sb_annotation_list_copy
000000018368e7c0 (__TEXT,__text) non-external _sb_annotation_set_integer
00000001836950a4 (__TEXT,__text) non-external _sb_bitmask_clear_bit
0000000183694e5c (__TEXT,__text) non-external _sb_bitmask_create_empty
0000000183694f84 (__TEXT,__text) non-external _sb_bitmask_get_hash
0000000183694dcc (__TEXT,__text) non-external _sb_bitmask_release
0000000183695038 (__TEXT,__text) non-external _sb_bitmask_set_bit
000000018367440c (__TEXT,__text) non-external _sb_buffer_alloc
00000001836853f8 (__TEXT,__text) non-external _sb_buffer_get_byte_count
0000000183685494 (__TEXT,__text) non-external _sb_buffer_get_hash
0000000183686c08 (__TEXT,__text) non-external _sb_buffer_is_equivalent
000000018367e718 (__TEXT,__text) non-external _sb_buffer_release
0000000183685918 (__TEXT,__text) non-external _sb_buffer_retain
00000001836950fc (__TEXT,__text) non-external _sb_buffer_with_contents_of_file
0000000183685444 (__TEXT,__text) non-external _sb_buffer_with_data_pointer
0000000183684e54 (__TEXT,__text) non-external _sb_byteset_add_byte
0000000183696c70 (__TEXT,__text) non-external _sb_byteset_copy
0000000183685148 (__TEXT,__text) non-external _sb_byteset_get_population
000000018368dbfc (__TEXT,__text) non-external _sb_byteset_is_equivalent
00000001836873a4 (__TEXT,__text) non-external _sb_byteset_iterate_ranges
0000000183685004 (__TEXT,__text) non-external _sb_byteset_negate
0000000183684dfc (__TEXT,__text) non-external _sb_byteset_new
0000000183684f84 (__TEXT,__text) non-external _sb_byteset_release
0000000183684f1c (__TEXT,__text) non-external _sb_byteset_retain
00000001836874f8 (__TEXT,__text) non-external _sb_byteset_union
0000000183674270 (__TEXT,__text) non-external _sb_calloc
000000018369704c (__TEXT,__text) non-external _sb_condition_boolean
0000000183681df4 (__TEXT,__text) non-external _sb_condition_conjunction
0000000183690b48 (__TEXT,__text) non-external _sb_condition_constant
000000018367f054 (__TEXT,__text) non-external _sb_condition_disjunction
0000000183697f3c (__TEXT,__text) non-external _sb_condition_is_bitmask
0000000183697da4 (__TEXT,__text) non-external _sb_condition_is_boolean
000000018368a20c (__TEXT,__text) non-external _sb_condition_is_conjunction
00000001836820ec (__TEXT,__text) non-external _sb_condition_is_contrary
00000001836894e0 (__TEXT,__text) non-external _sb_condition_is_disjunction
0000000183682840 (__TEXT,__text) non-external _sb_condition_is_equivalent
000000018368f4f4 (__TEXT,__text) non-external _sb_condition_is_integer
0000000183697eb4 (__TEXT,__text) non-external _sb_condition_is_network
000000018368a434 (__TEXT,__text) non-external _sb_condition_is_pattern
000000018367eb6c (__TEXT,__text) non-external _sb_condition_is_regex
0000000183697e2c (__TEXT,__text) non-external _sb_condition_is_string_textbuf
000000018368a5d8 (__TEXT,__text) non-external _sb_condition_is_transposable
000000018367ebf4 (__TEXT,__text) non-external _sb_condition_list_append
000000018368ab7c (__TEXT,__text) non-external _sb_condition_list_contains_condition
000000018368a7d8 (__TEXT,__text) non-external _sb_condition_list_copy
0000000183685a28 (__TEXT,__text) non-external _sb_condition_list_every_condition_matches_predicate
0000000183698094 (__TEXT,__text) non-external _sb_condition_list_filter
00000001836817c4 (__TEXT,__text) non-external _sb_condition_list_get_hash
000000018368d710 (__TEXT,__text) non-external _sb_condition_list_is_equivalent
0000000183681974 (__TEXT,__text) non-external _sb_condition_list_iterate
000000018368b1f4 (__TEXT,__text) non-external _sb_condition_list_iterate_reverse
000000018367cec0 (__TEXT,__text) non-external _sb_condition_list_new
000000018367d6c8 (__TEXT,__text) non-external _sb_condition_list_release
000000018368a908 (__TEXT,__text) non-external _sb_condition_list_remove
000000018368ba78 (__TEXT,__text) non-external _sb_condition_matches_subset
00000001836893b8 (__TEXT,__text) non-external _sb_condition_negation
0000000183690640 (__TEXT,__text) non-external _sb_condition_network
000000018367e878 (__TEXT,__text) non-external _sb_condition_new
0000000183684d6c (__TEXT,__text) non-external _sb_condition_pattern
0000000183697554 (__TEXT,__text) non-external _sb_condition_pattern_literal
000000018367f4a0 (__TEXT,__text) non-external _sb_condition_pattern_path
000000018367eeb8 (__TEXT,__text) non-external _sb_condition_release
000000018368582c (__TEXT,__text) non-external _sb_condition_string
0000000183673f3c (__TEXT,__text) non-external _sb_context_intern_string
000000018367d3cc (__TEXT,__text) non-external _sb_context_release
000000018367d324 (__TEXT,__text) non-external _sb_context_release_modification
0000000183673e18 (__TEXT,__text) non-external _sb_context_retain
0000000183698114 (__TEXT,__text) non-external _sb_context_retain_modification
0000000183698498 (__TEXT,__text) non-external _sb_error_fatal
0000000183698680 (__TEXT,__text) non-external _sb_error_fatal_for_instruction
00000001836984e4 (__TEXT,__text) non-external _sb_error_for_instruction
00000001836852ac (__TEXT,__text) non-external _sb_error_new
00000001d3bb8a68 (__DATA_CONST,__const) non-external _sb_error_out_of_memory.oom_error
0000000183685200 (__TEXT,__text) non-external _sb_error_set_unsupported_with_format
0000000183698360 (__TEXT,__text) non-external _sb_error_set_with_description
000000018369846c (__TEXT,__text) non-external _sb_error_set_with_format
00000001836983cc (__TEXT,__text) non-external _sb_error_set_with_formatv
000000018367bd50 (__TEXT,__text) non-external _sb_filter_accepts_type
00000001836989dc (__TEXT,__text) non-external _sb_filter_has_atom_namespace
00000001db402b60 (__DATA_DIRTY,__bss) non-external _sb_filter_has_side_effects.filterset
00000001db402b70 (__DATA_DIRTY,__bss) non-external _sb_filter_has_side_effects.onceToken
000000018367db08 (__TEXT,__text) non-external _sb_fsa_acceptor
0000000183680710 (__TEXT,__text) non-external _sb_fsa_copy
0000000183680538 (__TEXT,__text) non-external _sb_fsa_disjunction
00000001836809a4 (__TEXT,__text) non-external _sb_fsa_get_recognizer_child
000000018368be38 (__TEXT,__text) non-external _sb_fsa_is_backtracking_recognizer
000000018368bcfc (__TEXT,__text) non-external _sb_fsa_matches_subset
00000001836871f8 (__TEXT,__text) non-external _sb_fsa_recognizer_byteset
000000018368761c (__TEXT,__text) non-external _sb_fsa_recognizer_byteset_skip
0000000183687150 (__TEXT,__text) non-external _sb_fsa_recognizer_seek_byte
0000000183684cc4 (__TEXT,__text) non-external _sb_fsa_recognizer_seek_byte_with_retry
00000001836802e0 (__TEXT,__text) non-external _sb_fsa_recognizer_sequence
00000001836804e0 (__TEXT,__text) non-external _sb_fsa_recognizer_terminal
00000001836948c8 (__TEXT,__text) non-external _sb_fsa_recognizer_variable
000000018367e5e0 (__TEXT,__text) non-external _sb_fsa_release
00000001836815a0 (__TEXT,__text) non-external _sb_fsa_release_indegree
000000018367e510 (__TEXT,__text) non-external _sb_fsa_retain
000000018368044c (__TEXT,__text) non-external _sb_fsa_retain_indegree
0000000183686ff0 (__TEXT,__text) non-external _sb_fsa_set_recognizer_child
00000001836742e0 (__TEXT,__text) non-external _sb_hash_compute
00000001836932e4 (__TEXT,__text) non-external _sb_inspect_subsystem
0000000183674678 (__TEXT,__text) non-external _sb_instr_action
000000018367f39c (__TEXT,__text) non-external _sb_instr_conditional
0000000183698aec (__TEXT,__text) non-external _sb_instr_deep_copy
000000018368dc84 (__TEXT,__text) non-external _sb_instr_get_action_modifiers
00000001836895dc (__TEXT,__text) non-external _sb_instr_get_jump_target
0000000183689008 (__TEXT,__text) non-external _sb_instr_is_equivalent
0000000183698c24 (__TEXT,__text) non-external _sb_instr_is_unmodified_allow_action
0000000183698a40 (__TEXT,__text) non-external _sb_instr_jump
00000001836746f0 (__TEXT,__text) non-external _sb_instr_new
00000001836748e0 (__TEXT,__text) non-external _sb_instr_release
0000000183689240 (__TEXT,__text) non-external _sb_instr_replace
00000001836747b0 (__TEXT,__text) non-external _sb_instr_retain
0000000183689774 (__TEXT,__text) non-external _sb_instr_set_condition
0000000183685750 (__TEXT,__text) non-external _sb_instr_set_false_branch
000000018368b948 (__TEXT,__text) non-external _sb_instr_set_true_branch
0000000183674818 (__TEXT,__text) non-external _sb_instr_track
0000000183674350 (__TEXT,__text) non-external _sb_malloc
000000018369940c (__TEXT,__text) non-external _sb_modifier_get_name
0000000183682e0c (__TEXT,__text) non-external _sb_modifier_requires_argument
000000018367d188 (__TEXT,__text) non-external _sb_modifiers_iterate
000000018367d210 (__TEXT,__text) non-external _sb_modifiers_release
0000000183699600 (__TEXT,__text) non-external _sb_modifiers_set_deny_errno
0000000183699710 (__TEXT,__text) non-external _sb_modifiers_set_message_filter
000000018369945c (__TEXT,__text) non-external _sb_modifiers_set_modifier
0000000183699584 (__TEXT,__text) non-external _sb_modifiers_set_signal
0000000183699200 (__TEXT,__text) non-external _sb_msgfilter_is_equivalent
00000001836992ec (__TEXT,__text) non-external _sb_msgfilter_iterate_entry_points
0000000183699140 (__TEXT,__text) non-external _sb_msgfilter_release
000000018368fe24 (__TEXT,__text) non-external _sb_mutable_buffer_make_immutable
0000000183688160 (__TEXT,__text) non-external _sb_mutable_buffer_new
000000018368ff18 (__TEXT,__text) non-external _sb_mutable_buffer_release
000000018368e860 (__TEXT,__text) non-external _sb_mutable_buffer_set_minimum_size
000000018368e908 (__TEXT,__text) non-external _sb_mutable_buffer_write
0000000183692b78 (__TEXT,__text) non-external (was a private external) _sb_packbuff_free
000000018369e5f0 (__TEXT,__text) non-external _sb_packbuff_free.cold.1
0000000183692c18 (__TEXT,__text) non-external (was a private external) _sb_packbuff_get_bytes
0000000183692c28 (__TEXT,__text) non-external (was a private external) _sb_packbuff_get_item_value_type
0000000183692c20 (__TEXT,__text) non-external (was a private external) _sb_packbuff_get_size
0000000183692b00 (__TEXT,__text) non-external (was a private external) _sb_packbuff_init_with_buffer
00000001836929ac (__TEXT,__text) non-external (was a private external) _sb_packbuff_new
0000000183692e60 (__TEXT,__text) non-external _sb_packbuff_pack_item
000000018369e6b0 (__TEXT,__text) non-external _sb_packbuff_pack_item.cold.1
000000018369e6dc (__TEXT,__text) non-external _sb_packbuff_pack_item.cold.2
0000000183692fd4 (__TEXT,__text) non-external (was a private external) _sb_packbuff_pack_key_with_string_value
0000000183692fa0 (__TEXT,__text) non-external (was a private external) _sb_packbuff_pack_string
0000000183692e48 (__TEXT,__text) non-external (was a private external) _sb_packbuff_pack_uint32
0000000183692a3c (__TEXT,__text) non-external _sb_packbuff_realloc
0000000183692ce0 (__TEXT,__text) non-external _sb_packbuff_unpack_item
000000018369e684 (__TEXT,__text) non-external _sb_packbuff_unpack_item.cold.1
00000001836930ac (__TEXT,__text) non-external (was a private external) _sb_packbuff_unpack_key_with_string_value
0000000183692dc4 (__TEXT,__text) non-external (was a private external) _sb_packbuff_unpack_string
0000000183692c68 (__TEXT,__text) non-external (was a private external) _sb_packbuff_unpack_uint32
0000000183685630 (__TEXT,__text) non-external _sb_pattern_is_disjoint_with_regex
000000018367e578 (__TEXT,__text) non-external _sb_pattern_new
000000018367da3c (__TEXT,__text) non-external _sb_pattern_prefix
0000000183683030 (__TEXT,__text) non-external _sb_pattern_regex
000000018367eaa8 (__TEXT,__text) non-external _sb_pattern_release
000000018367ea40 (__TEXT,__text) non-external _sb_pattern_retain
0000000183685e24 (__TEXT,__text) non-external _sb_pattern_serialize
000000018369dd9c (__TEXT,__text) non-external _sb_pattern_var_release
000000018369dd34 (__TEXT,__text) non-external _sb_pattern_var_retain
000000018369deb8 (__TEXT,__text) non-external _sb_pattern_var_set_ordinal
000000018369e0d8 (__TEXT,__text) non-external _sb_pattern_varset_enter
000000018369e240 (__TEXT,__text) non-external _sb_pattern_varset_get_available_ordinal
0000000183690c58 (__TEXT,__text) non-external _sb_pattern_varset_release
0000000183690b8c (__TEXT,__text) non-external _sb_pattern_varset_retain
0000000183699e04 (__TEXT,__text) non-external _sb_policy_get_entry_point
0000000183699da4 (__TEXT,__text) non-external _sb_policy_is_operation_supported
0000000183699e60 (__TEXT,__text) non-external _sb_policy_iterate_entry_points
0000000183699a44 (__TEXT,__text) non-external _sb_policy_new
0000000183699c20 (__TEXT,__text) non-external _sb_policy_release
0000000183699cd8 (__TEXT,__text) non-external _sb_policy_set_entry_point
0000000183688098 (__TEXT,__text) non-external _sb_profile_release
0000000183690bf4 (__TEXT,__text) non-external _sb_profile_set_pattern_variables
0000000183690d84 (__TEXT,__text) non-external _sb_program_add_source_buffer
000000018367449c (__TEXT,__text) non-external _sb_program_source_alloc
00000001836868b8 (__TEXT,__text) non-external _sb_realloc
00000001836854dc (__TEXT,__text) non-external _sb_regex_release
0000000183687e34 (__TEXT,__text) non-external _sb_sbpl_parser_release
000000018369d210 (__TEXT,__text) non-external _sb_source_info_copy
00000001836853b8 (__TEXT,__text) non-external _sb_textbuf_get_length
000000018367f750 (__TEXT,__text) non-external _sb_textbuf_with_normalized_string_copy
0000000183673e80 (__TEXT,__text) non-external _sb_textbuf_with_string_copy
000000018368559c (__TEXT,__text) non-external _sb_textbuf_with_substring_copy
00000001836997d4 (__TEXT,__text) non-external _sb_transform_combine_patterns_profile
00000001836982dc (__TEXT,__text) non-external _sb_transform_eliminate_dead_code_profile
000000018368ae80 (__TEXT,__text) non-external _sb_transform_expand_logical_conditions_profile
000000018369a58c (__TEXT,__text) non-external _sb_transform_resolve_jumps_policy
00000001836889b4 (__TEXT,__text) non-external _sb_transform_synthesize_logical_conditions_profile
000000018369d298 (__TEXT,__text) non-external _sb_transform_synthesize_syscallmasks_profile
0000000183687ce0 (__TEXT,__text) non-external _sb_visitor_has_visited
0000000183687944 (__TEXT,__text) non-external _sb_visitor_new
0000000183687d90 (__TEXT,__text) non-external _sb_visitor_release
000000018369e300 (__TEXT,__text) non-external _sb_warn
00000001836bc0c5 (__TEXT,__const) non-external _sbpl1_scm
00000001836bcaec (__TEXT,__const) non-external _sbpl2_scm
00000001836bcb80 (__TEXT,__const) non-external _sbpl3_scm
000000018369b954 (__TEXT,__text) non-external _sbpl_enter_message_filter_context
000000018369b2ec (__TEXT,__text) non-external _sbpl_filter_eqv
000000018369b834 (__TEXT,__text) non-external _sbpl_leave_message_filter_context
000000018369b1a0 (__TEXT,__text) non-external _sbpl_operation_eqv
00000001836b59cd (__TEXT,__const) non-external _sbpl_scm
000000018368774c (__TEXT,__text) non-external (was a private external) _scheme_call
000000018367b35c (__TEXT,__text) non-external (was a private external) _scheme_define
0000000183687f04 (__TEXT,__text) non-external (was a private external) _scheme_deinit
0000000183675114 (__TEXT,__text) non-external (was a private external) _scheme_enable_full_backtraces
00000001836915e4 (__TEXT,__text) non-external (was a private external) _scheme_error
0000000183691954 (__TEXT,__text) non-external (was a private external) _scheme_errorf
0000000183686f40 (__TEXT,__text) non-external (was a private external) _scheme_get_external_data
0000000183687700 (__TEXT,__text) non-external (was a private external) _scheme_global
0000000183674b1c (__TEXT,__text) non-external (was a private external) _scheme_init_custom_alloc
0000000183674abc (__TEXT,__text) non-external (was a private external) _scheme_init_new
000000018367ba84 (__TEXT,__text) non-external (was a private external) _scheme_load_file
0000000183675cec (__TEXT,__text) non-external (was a private external) _scheme_load_string
000000018367c250 (__TEXT,__text) non-external (was a private external) _scheme_push_string
00000001836919c4 (__TEXT,__text) non-external (was a private external) _scheme_quit
0000000183675cc0 (__TEXT,__text) non-external (was a private external) _scheme_set_error_port_string
0000000183675bf8 (__TEXT,__text) non-external (was a private external) _scheme_set_external_data
0000000183675c00 (__TEXT,__text) non-external (was a private external) _scheme_set_output_port_string
0000000183691470 (__TEXT,__text) non-external (was a private external) _scheme_write_to_string
0000000183680c38 (__TEXT,__text) non-external _shallow_copy_node
000000018368b670 (__TEXT,__text) non-external _skip_redundant_instructions
                 (undefined) external _snprintf (from libSystem)
000000018368d5c0 (__TEXT,__text) non-external _split_node
                 (undefined) external _sscanf (from libSystem)
0000000183675a1c (__TEXT,__text) non-external _store_string
                 (undefined) external _strcasecmp (from libSystem)
                 (undefined) external _strchr (from libSystem)
                 (undefined) external _strcmp (from libSystem)
                 (undefined) external _strcspn (from libSystem)
                 (undefined) external _strdup (from libSystem)
                 (undefined) external _strerror (from libSystem)
0000000183686f38 (__TEXT,__text) non-external (was a private external) _string_length
000000018367da34 (__TEXT,__text) non-external (was a private external) _string_value
                 (undefined) external _strlcat (from libSystem)
                 (undefined) external _strlen (from libSystem)
                 (undefined) external _strncmp (from libSystem)
                 (undefined) external _strnlen (from libSystem)
                 (undefined) external _strrchr (from libSystem)
                 (undefined) external _strsep (from libSystem)
                 (undefined) external _strspn (from libSystem)
                 (undefined) external _strstr (from libSystem)
                 (undefined) external _strtod (from libSystem)
                 (undefined) external _strtol (from libSystem)
000000018369d04c (__TEXT,__text) non-external _submatch_end
000000018367b3d8 (__TEXT,__text) non-external (was a private external) _symname
0000000183691d98 (__TEXT,__text) non-external _syntaxnum
0000000183688a0c (__TEXT,__text) non-external _synthesize_logical_conditions
0000000183698e24 (__TEXT,__text) non-external _synthesize_logical_conditions_policy
00000001dd2be3b8 (__AUTH_CONST,__const) non-external _tests
0000000183677140 (__TEXT,__text) non-external _token
0000000183687ac4 (__TEXT,__text) non-external _traverse_postorder
0000000183698c78 (__TEXT,__text) non-external _traverse_preorder
00000001836970e0 (__TEXT,__text) non-external _type_mismatch_error
                 (undefined) external _ungetc (from libSystem)
00000001836bcbb8 (__TEXT,__const) non-external _utf8_minLegal
                 (undefined) external _uuid_unparse_lower (from libSystem)
000000018369b564 (__TEXT,__text) non-external _variable_quote
                 (undefined) external _vasprintf (from libSystem)
000000018369ccb8 (__TEXT,__text) non-external _version
0000000183699fa8 (__TEXT,__text) non-external _visited_list_done
                 (undefined) external _vm_deallocate (from libSystem)
                 (undefined) weak external _voucher_mach_msg_set (from libSystem)
000000018367b464 (__TEXT,__text) non-external _xpc2sc
                 (undefined) external _xpc_array_get_count (from libSystem)
                 (undefined) external _xpc_array_get_value (from libSystem)
                 (undefined) external _xpc_bool_get_value (from libSystem)
                 (undefined) external _xpc_dictionary_apply (from libSystem)
                 (undefined) external _xpc_dictionary_create (from libSystem)
                 (undefined) external _xpc_dictionary_get_value (from libSystem)
                 (undefined) external _xpc_dictionary_set_string (from libSystem)
                 (undefined) external _xpc_dictionary_set_value (from libSystem)
                 (undefined) external _xpc_get_type (from libSystem)
                 (undefined) external _xpc_int64_get_value (from libSystem)
                 (undefined) external _xpc_release (from libSystem)
                 (undefined) external _xpc_retain (from libSystem)
                 (undefined) external _xpc_string_get_string_ptr (from libSystem)
                 (undefined) external _xpc_uint64_get_value (from libSystem)
                 (undefined) external _xpc_uuid_get_bytes (from libSystem)
