0000000180116400 (__TEXT,__text) non-external K256
00000001dd5956a8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.418
00000001dd590dc8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.42
00000001dd592a10 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.42
00000001dd594118 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.42
00000001dd5956d8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.421
00000001dd595708 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.425
00000001dd595738 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.428
00000001dd595768 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.429
00000001dd592fa0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.43
00000001dd595788 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.433
00000001dd591c90 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.44
00000001dd592730 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.44
00000001dd592a30 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.44
00000001dd593e58 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.44
00000001dd594b38 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.44
00000001dd592a50 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.45
00000001dd593a38 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.45
00000001dd594b58 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.45
00000001dd590df8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.46
00000001dd594b88 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.46
00000001dd594cd8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.46
00000001dd594fb8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.46
00000001dd5920d0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.47
00000001dd590e18 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.48
00000001dd593a58 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.48
00000001dd594fe8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.48
00000001dd591cc0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.49
00000001dd590d28 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.5
00000001dd591fc0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.5
00000001dd592d48 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.5
00000001dd592fd0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.50
00000001dd594bb8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.50
00000001dd594d08 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.51
00000001dd591cf0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.52
00000001dd592a70 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.52
00000001dd593a88 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.52
00000001dd592750 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.53
00000001dd594be8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.53
00000001dd593000 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.54
00000001dd594178 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.55
00000001dd592100 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.56
00000001dd594c18 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.56
00000001dd5941a8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.57
00000001dd592780 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.58
00000001dd593030 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.58
00000001dd591d30 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.59
00000001dd592df0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.6
00000001dd593ce8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.6
00000001dd5927b0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.60
00000001dd591d60 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.61
00000001dd592a90 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.61
00000001dd593060 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.61
00000001dd593ab8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.62
00000001dd5941d8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.62
00000001dd592ab0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.63
00000001dd594c48 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.63
00000001dd591160 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.64
00000001dd595018 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.65
00000001dd5927e0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.66
00000001dd593ae8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.66
00000001dd591190 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.67
00000001dd591d80 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.67
00000001dd593090 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.67
00000001dd594c78 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.67
00000001dd5930b0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.68
00000001dd5911b0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.70
00000001dd5930d0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.70
00000001dd592810 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.71
00000001dd592ae0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.72
00000001dd591db0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.73
00000001dd595038 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.73
00000001dd594d38 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.74
00000001dd590e38 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.75
00000001dd591de0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.75
00000001dd592130 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.75
00000001dd595068 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.75
00000001dd591e00 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.76
00000001dd5930f0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.76
00000001dd5911d0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.77
00000001dd592160 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.77
00000001dd593b18 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.77
00000001dd595098 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.77
00000001dd590e68 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.78
00000001dd592b10 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.78
00000001dd594218 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.78
00000001dd594d68 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.78
00000001dd5911f0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.79
00000001dd591e20 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.80
00000001dd592190 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.80
00000001dd594d98 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.80
00000001dd5921b0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.81
00000001dd592840 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.81
00000001dd593120 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.81
00000001dd593b48 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.81
00000001dd594248 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.81
00000001dd590e88 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.83
00000001dd591210 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.83
00000001dd591e50 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.83
00000001dd5921d0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.84
00000001dd592b40 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.84
00000001dd594278 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.84
00000001dd594dd8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.84
00000001dd592870 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.85
00000001dd593150 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.85
00000001dd591e70 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.87
00000001dd5921f0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.87
00000001dd5942a8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.87
00000001dd593b78 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.88
00000001dd594e08 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.88
00000001dd591100 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.9
00000001dd592610 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.9
00000001dd591230 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.90
00000001dd592210 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.90
00000001dd5928a0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.90
00000001dd5950c8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.90
00000001dd591250 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.91
00000001dd592230 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.91
00000001dd593180 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.91
00000001dd5942d8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.91
00000001dd592250 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.92
00000001dd5928d0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.92
00000001dd591270 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.93
00000001dd591290 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.94
00000001dd5912b0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.95
00000001dd5931b0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.95
00000001dd592270 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.96
00000001dd592b70 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.97
00000001dd593ba8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.97
00000001dd591e90 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.98
00000001dd592290 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.98
00000001dd5950f8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.98
00000001dd591d10 (__DATA_CONST,__const) non-external ___block_literal_global
00000001dd5928f0 (__DATA_CONST,__const) non-external ___block_literal_global
00000001dd5941f8 (__DATA_CONST,__const) non-external ___block_literal_global
00000001dd594db8 (__DATA_CONST,__const) non-external ___block_literal_global
00000001dd594f08 (__DATA_CONST,__const) non-external ___block_literal_global
00000001dd595508 (__DATA_CONST,__const) non-external ___block_literal_global.387
00000001dbd66df8 (__DATA,__data) non-external ___boot
000000018011513c (__TEXT,__text) non-external (was a private external) ___bsdthread_create
0000000180115168 (__TEXT,__text) non-external (was a private external) ___bsdthread_ctl
0000000180115194 (__TEXT,__text) non-external (was a private external) ___bsdthread_register
00000001801151c0 (__TEXT,__text) non-external (was a private external) ___bsdthread_terminate
00000001800a3f80 (__TEXT,__text) non-external (was a private external) ___bzero
0000000180118bf0 (__TEXT,__text) non-external (was a private external) ___chkstk_darwin
0000000180118c08 (__TEXT,__text) non-external (was a private external) ___chkstk_darwin_probe
00000001801151ec (__TEXT,__text) non-external (was a private external) ___chmod
00000001dbd66e98 (__DATA,__data) non-external ___config
0000000180115218 (__TEXT,__text) non-external (was a private external) ___connect
00000001800e1518 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32b
00000001800c6f4c (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32b40b48b
00000001800bbc00 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32b40b48r
00000001800ae42c (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32b40r
00000001800c2538 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32b40r48r
0000000180103328 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32b40r48r56r64r72r80r
0000000180105b64 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32b40rc
00000001800db198 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32r
00000001800ad314 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32r40r
00000001800dfd5c (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32r40r48r
00000001800fb2e4 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32r40r48r56r
00000001800b0e74 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32r40r48rc
00000001800bfeb0 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32r40r48rc56rc
00000001800bfa44 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32r40r48rc56rc64r
00000001800b23b0 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32r40rc
00000001800b1e04 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32r40rc48r
00000001800b1da4 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32r40rc48rc
00000001800b1b50 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32r40rc48rc56rc
00000001800aa050 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32rc
00000001800c7b50 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32rc40
00000001800f49fc (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32rc40r48r
00000001800c644c (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32rc40rc
00000001800c537c (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32rc40rc48r
00000001800a6e80 (__TEXT,__text) non-external (was a private external) ___csrctl
00000001dbd68a48 (__DATA,__data) non-external (was a private external) ___darwin_build_inc_version
0000000180121bb8 (__TEXT,__const) non-external (was a private external) ___darwin_builder_build
0000000180121bb0 (__TEXT,__const) non-external (was a private external) ___darwin_builder_version
00000001dbd68a68 (__DATA,__data) non-external (was a private external) ___darwin_debug_binary
000000018012fbcb (__TEXT,__info_plist) non-external ___darwin_info_plist
00000001dbd68a58 (__DATA,__data) non-external (was a private external) ___darwin_variant
00000001dbd68a50 (__DATA,__data) non-external (was a private external) ___darwin_version_string
00000001dbd68a60 (__DATA,__data) non-external (was a private external) ___darwin_version_string_heywhat
00000001800e1528 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32b
00000001800c6fac (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32b40b48b
00000001800bbc60 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32b40b48r
00000001800ae47c (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32b40r
00000001800c2598 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32b40r48r
00000001801033c8 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32b40r48r56r64r72r80r
00000001800db1a8 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32r
00000001800c7b60 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32r40c17_ZTS11Diagnostics
00000001800ad364 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32r40r
00000001800b0ed4 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32r40r48r
00000001800b1bc0 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32r40r48r56r
00000001800bfac4 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32r40r48r56r64r
0000000180115244 (__TEXT,__text) non-external (was a private external) ___disable_threadsignal
00000001800a4e8c (__TEXT,__text) non-external (was a private external) ___error
0000000180115270 (__TEXT,__text) non-external (was a private external) ___execve
000000018011529c (__TEXT,__text) non-external (was a private external) ___exit
00000001801152c8 (__TEXT,__text) non-external (was a private external) ___fchmod
00000001800a5fac (__TEXT,__text) non-external (was a private external) ___fcntl
00000001dbd66dd8 (__DATA,__data) non-external ___g
00000001800a4f48 (__TEXT,__text) non-external (was a private external) ___getattrlist
00000001801152f4 (__TEXT,__text) non-external (was a private external) ___getdirentries64
00000001800a6fac (__TEXT,__text) non-external (was a private external) ___getpid
0000000180115320 (__TEXT,__text) non-external (was a private external) ___getrlimit
0000000180115378 (__TEXT,__text) non-external (was a private external) ___gettimeofday
000000018011534c (__TEXT,__text) non-external (was a private external) ___gettimeofday_with_mach
00000001800a6bb8 (__TEXT,__text) non-external (was a private external) ___guard_setup
00000001800a47ec (__TEXT,__text) non-external (was a private external) ___ioctl
00000001800a6400 (__TEXT,__text) non-external (was a private external) ___kdebug_trace64
00000001801153a8 (__TEXT,__text) non-external (was a private external) ___kdebug_trace_string
00000001801153d4 (__TEXT,__text) non-external (was a private external) ___kdebug_typefilter
0000000180115400 (__TEXT,__text) non-external (was a private external) ___kqueue_workloop_ctl
000000018011542c (__TEXT,__text) non-external (was a private external) ___lseek
0000000180115458 (__TEXT,__text) non-external (was a private external) ___mac_syscall
0000000180115484 (__TEXT,__text) non-external (was a private external) ___map_with_linking_np
00000001800a7210 (__TEXT,__text) non-external (was a private external) ___mmap
00000001801154b0 (__TEXT,__text) non-external (was a private external) ___mprotect
00000001800a6074 (__TEXT,__text) non-external (was a private external) ___munmap
00000001801154dc (__TEXT,__text) non-external (was a private external) ___open
0000000180115508 (__TEXT,__text) non-external (was a private external) ___openat
0000000180111edc (__TEXT,__text) non-external (was a private external) ___os_log_simple_offset
0000000180115534 (__TEXT,__text) non-external (was a private external) ___pipe
000000018011556c (__TEXT,__text) non-external (was a private external) ___posix_spawn
0000000180115598 (__TEXT,__text) non-external (was a private external) ___proc_info
00000001801155c4 (__TEXT,__text) non-external (was a private external) ___proc_info_extended_id
00000001801155f0 (__TEXT,__text) non-external (was a private external) ___process_policy
000000018011561c (__TEXT,__text) non-external (was a private external) ___psynch_cvbroad
0000000180115648 (__TEXT,__text) non-external (was a private external) ___psynch_cvclrprepost
0000000180115674 (__TEXT,__text) non-external (was a private external) ___psynch_cvsignal
00000001801156a0 (__TEXT,__text) non-external (was a private external) ___psynch_cvwait
00000001801156cc (__TEXT,__text) non-external (was a private external) ___psynch_mutexdrop
00000001801156f8 (__TEXT,__text) non-external (was a private external) ___psynch_mutexwait
0000000180115724 (__TEXT,__text) non-external (was a private external) ___pthread_canceled
00000001db861ab0 (__DATA_DIRTY,__data) non-external (was a private external) ___pthread_head
0000000180115750 (__TEXT,__text) non-external (was a private external) ___pthread_kill
000000018011577c (__TEXT,__text) non-external (was a private external) ___pthread_markcancel
00000001801157a8 (__TEXT,__text) non-external (was a private external) ___pthread_sigmask
00000001801157d4 (__TEXT,__text) non-external (was a private external) ___reboot
00000001dbd69888 (__DATA,__bss) non-external ___remove_counter
0000000180115800 (__TEXT,__text) non-external (was a private external) ___rename
00000001dd596058 (__DATA_CONST,__const) non-external ___roots
0000000180115458 (__TEXT,__text) non-external (was a private external) ___sandbox_ms
000000018011582c (__TEXT,__text) non-external (was a private external) ___semwait_signal_nocancel
0000000180115858 (__TEXT,__text) non-external (was a private external) ___sendto
0000000180115884 (__TEXT,__text) non-external (was a private external) ___shared_region_check_np
00000001801158b0 (__TEXT,__text) non-external (was a private external) ___shared_region_map_and_slide_2_np
00000001801158dc (__TEXT,__text) non-external (was a private external) ___sigwait
00000001800a51bc (__TEXT,__text) non-external ___simple_bprintf
00000001dd595850 (__DATA_CONST,__const) non-external ___specs
00000001800ebba8 (__TEXT,__text) non-external (was a private external) ___stack_chk_fail
00000001db861b00 (__DATA_DIRTY,__common) non-external (was a private external) ___stack_chk_guard
00000001dbd68a88 (__DATA,__common) non-external (was a private external) ___stderrp
00000001dbd68a90 (__DATA,__common) non-external (was a private external) ___stdoutp
00000001800a6f70 (__TEXT,__text) non-external (was a private external) ___syscall
0000000180115908 (__TEXT,__text) non-external (was a private external) ___sysctl
00000001dbd69830 (__DATA,__bss) non-external ___tbi
0000000180115934 (__TEXT,__text) non-external (was a private external) ___terminate_with_payload
00000001800a6b8c (__TEXT,__text) non-external (was a private external) ___thread_selfid
00000001800a642c (__TEXT,__text) non-external (was a private external) ___ulock_wait
0000000180115960 (__TEXT,__text) non-external (was a private external) ___ulock_wait2
00000001800a6458 (__TEXT,__text) non-external (was a private external) ___ulock_wake
000000018011598c (__TEXT,__text) non-external (was a private external) ___unlink
000000018010f8b0 (__TEXT,__text) non-external ___wait_4isc
00000001801159b8 (__TEXT,__text) non-external (was a private external) ___workq_kernreturn
00000001801159e4 (__TEXT,__text) non-external (was a private external) ___workq_open
00000001dbd69858 (__DATA,__bss) non-external __args
00000001dd596018 (__DATA_CONST,__const) non-external (was a private external) __boot_root_canonical_app
00000001dd595ff8 (__DATA_CONST,__const) non-external (was a private external) __boot_root_canonical_os
00000001dd595fb8 (__DATA_CONST,__const) non-external (was a private external) __boot_root_cryptex_app
00000001dd595f98 (__DATA_CONST,__const) non-external (was a private external) __boot_root_cryptex_os
00000001dd595fd8 (__DATA_CONST,__const) non-external (was a private external) __boot_root_cryptex_prereboot_os
00000001dd596038 (__DATA_CONST,__const) non-external (was a private external) __boot_root_dylib_cache
00000001dd595f18 (__DATA_CONST,__const) non-external (was a private external) __boot_root_fs
00000001dd595f38 (__DATA_CONST,__const) non-external (was a private external) __boot_root_preboot
00000001dd595f58 (__DATA_CONST,__const) non-external (was a private external) __boot_root_preboot_groupdir
00000001dd595f78 (__DATA_CONST,__const) non-external (was a private external) __boot_root_xart
00000001dd595d38 (__DATA_CONST,__const) non-external (was a private external) __boot_spec_local
00000001dd595cd8 (__DATA_CONST,__const) non-external (was a private external) __boot_spec_null
00000001dd595d98 (__DATA_CONST,__const) non-external (was a private external) __boot_spec_post_initproc
00000001dd595e58 (__DATA_CONST,__const) non-external (was a private external) __boot_spec_remote_dmg
00000001dd595eb8 (__DATA_CONST,__const) non-external (was a private external) __boot_spec_remote_nerd
00000001dd595df8 (__DATA_CONST,__const) non-external (was a private external) __boot_spec_remote_ramdisk
00000001dbd69860 (__DATA,__bss) non-external __config
000000018010ee7c (__TEXT,__text) non-external __cryptex1_sniff_fire
000000018010ee74 (__TEXT,__text) non-external (was a private external) __cryptex1_sniff_payload_check
00000001801116d0 (__TEXT,__text) non-external __cryptex_graft_failure_app_livefs
000000018010c9b0 (__TEXT,__text) non-external __cryptex_graft_failure_prereboot_os
00000001dd5959e8 (__DATA_CONST,__const) non-external (was a private external) __cryptex_spec_app
00000001dd5961a0 (__DATA_CONST,__const) non-external (was a private external) __cryptex_spec_app_livefs
000000018010d268 (__TEXT,__text) non-external __cryptex_spec_iterate_select_app
000000018010c964 (__TEXT,__text) non-external __cryptex_spec_iterate_select_prereboot_os
00000001dd595be0 (__DATA_CONST,__const) non-external (was a private external) __cryptex_spec_os
00000001dd5957b8 (__DATA_CONST,__const) non-external (was a private external) __cryptex_spec_prereboot_os
00000001dd596108 (__DATA_CONST,__const) non-external (was a private external) __cryptex_spec_safari_downlevel
00000001db861ac0 (__DATA_DIRTY,__data) non-external (was a private external) __current_pid
00000001801109b8 (__TEXT,__text) non-external (was a private external) __derive_proc_name
000000018010ef70 (__TEXT,__text) non-external __derive_ticket_name
00000001800a3e1c (__TEXT,__text) external __dyld_debugger_notification
00000001800a6a40 (__TEXT,__text) external __dyld_start
0000000180111764 (__TEXT,__text) non-external __dylib_cache_fire
000000018011171c (__TEXT,__text) non-external (was a private external) __dylib_cache_payload_check
000000018011256c (__TEXT,__text) non-external __enlarge
0000000180120ae8 (__TEXT,__text) non-external __enlarge.cold.1
000000018011529c (__TEXT,__text) non-external (was a private external) __exit
00000001801124c0 (__TEXT,__text) non-external __flush
0000000180112438 (__TEXT,__text) non-external __flush_reset
000000018010d260 (__TEXT,__text) non-external __goodbye_fire
000000018010d258 (__TEXT,__text) non-external (was a private external) __goodbye_payload_check
000000018010e918 (__TEXT,__text) non-external __graft_fetch_fire
000000018010e910 (__TEXT,__text) non-external (was a private external) __graft_fetch_payload_check
000000018010cb94 (__TEXT,__text) non-external __graft_fire
000000018010cb8c (__TEXT,__text) non-external (was a private external) __graft_payload_check
000000018010e520 (__TEXT,__text) non-external __graft_select_fire
000000018010e518 (__TEXT,__text) non-external (was a private external) __graft_select_payload_check
000000018012f472 (__TEXT,__cstring) non-external __h
000000018010d084 (__TEXT,__text) non-external __hello_fire
000000018010d07c (__TEXT,__text) non-external (was a private external) __hello_payload_check
00000001800a35dc (__TEXT,__text) non-external (was a private external) __kernelrpc_mach_port_allocate_trap
00000001800a3630 (__TEXT,__text) non-external (was a private external) __kernelrpc_mach_port_construct_trap
00000001800a35e8 (__TEXT,__text) non-external (was a private external) __kernelrpc_mach_port_deallocate_trap
00000001800a363c (__TEXT,__text) non-external (was a private external) __kernelrpc_mach_port_destruct_trap
00000001800a3624 (__TEXT,__text) non-external (was a private external) __kernelrpc_mach_port_extract_member_trap
00000001800a36e4 (__TEXT,__text) non-external (was a private external) __kernelrpc_mach_port_get_attributes_trap
00000001800a36f0 (__TEXT,__text) non-external (was a private external) __kernelrpc_mach_port_guard_trap
00000001800a3618 (__TEXT,__text) non-external (was a private external) __kernelrpc_mach_port_insert_member_trap
00000001800a360c (__TEXT,__text) non-external (was a private external) __kernelrpc_mach_port_insert_right_trap
00000001800a35f4 (__TEXT,__text) non-external (was a private external) __kernelrpc_mach_port_mod_refs_trap
00000001800a3600 (__TEXT,__text) non-external (was a private external) __kernelrpc_mach_port_move_member_trap
00000001800a37e0 (__TEXT,__text) non-external (was a private external) __kernelrpc_mach_port_request_notification_trap
00000001800a37d4 (__TEXT,__text) non-external (was a private external) __kernelrpc_mach_port_type_trap
00000001800a36fc (__TEXT,__text) non-external (was a private external) __kernelrpc_mach_port_unguard_trap
00000001800a3594 (__TEXT,__text) non-external (was a private external) __kernelrpc_mach_vm_allocate_trap
00000001800a35ac (__TEXT,__text) non-external (was a private external) __kernelrpc_mach_vm_deallocate_trap
00000001800a35d0 (__TEXT,__text) non-external (was a private external) __kernelrpc_mach_vm_map_trap
00000001800a35c4 (__TEXT,__text) non-external (was a private external) __kernelrpc_mach_vm_protect_trap
00000001800a35a0 (__TEXT,__text) non-external (was a private external) __kernelrpc_mach_vm_purgable_control_trap
00000001db861b40 (__DATA_DIRTY,__common) non-external (was a private external) __main_thread
000000018010d004 (__TEXT,__text) non-external __object_absence_policy_global_im4m
0000000180111660 (__TEXT,__text) non-external __object_absence_policy_im4m
00000001dd5958a8 (__DATA_CONST,__const) non-external (was a private external) __object_spec_app_dmg
00000001dd5960d8 (__DATA_CONST,__const) non-external (was a private external) __object_spec_app_seal
00000001dd5959b8 (__DATA_CONST,__const) non-external (was a private external) __object_spec_app_trst
00000001dd5958d8 (__DATA_CONST,__const) non-external (was a private external) __object_spec_global_im4m
00000001dd5960a8 (__DATA_CONST,__const) non-external (was a private external) __object_spec_im4m
00000001dd595bb0 (__DATA_CONST,__const) non-external (was a private external) __object_spec_os_dmg
00000001dd595b80 (__DATA_CONST,__const) non-external (was a private external) __object_spec_os_seal
00000001dd595c78 (__DATA_CONST,__const) non-external (was a private external) __object_spec_os_trst
00000001dd595ca8 (__DATA_CONST,__const) non-external (was a private external) __object_spec_prereboot_os_dmg
00000001dd595908 (__DATA_CONST,__const) non-external (was a private external) __object_spec_safari_downlevel_im4m
0000000180110010 (__TEXT,__text) non-external __open_as
000000018010e7e4 (__TEXT,__text) non-external __open_console
00000001801132e8 (__TEXT,__text) non-external __os_alloc
0000000180120c84 (__TEXT,__text) non-external __os_alloc.cold.1
00000001dbd68c98 (__DATA,__common) non-external (was a private external) __os_alloc_heap
000000018011329c (__TEXT,__text) non-external (was a private external) __os_alloc_once
