00000001d55502f8 (__DATA,__data) non-external _.compoundliteral
00000001d331e250 (__DATA_CONST,__const) non-external _modifier_info
0000000183c7498c (__TEXT,__text) non-external _move_to_next_node
0000000183c89d90 (__TEXT,__text) non-external _msgfilter_free_callback
0000000183c76bb0 (__TEXT,__text) non-external _negate_instruction
00000001d331d5f0 (__DATA_CONST,__const) non-external _network_filter_constants
0000000183c62ce4 (__TEXT,__text) non-external _new_frame_in_env
0000000183c63194 (__TEXT,__text) non-external _new_slot_spec_in_env
0000000183cb0728 (__TEXT,__const) non-external _nfBasicCF
0000000183cacb68 (__TEXT,__const) non-external _nfTrieHi
0000000183cb1128 (__TEXT,__const) non-external _nfTrieLo
0000000183caf548 (__TEXT,__const) non-external _nfTrieMid
0000000183cad194 (__TEXT,__const) non-external _nfU16InvMasks
0000000183cad29c (__TEXT,__const) non-external _nfU16Seq2
0000000183cadeb0 (__TEXT,__const) non-external _nfU16Seq3
0000000183cae3e4 (__TEXT,__const) non-external _nfU16SeqMisc
0000000183cae570 (__TEXT,__const) non-external _nfU32Char
0000000183caf3ec (__TEXT,__const) non-external _nfU32SeqMisc
0000000183c67e7c (__TEXT,__text) non-external _num_eq
0000000183c6f25c (__TEXT,__text) non-external _num_ge
0000000183c7485c (__TEXT,__text) non-external _num_gt
0000000183c7eca4 (__TEXT,__text) non-external _num_le
0000000183c7ec5c (__TEXT,__text) non-external _num_lt
0000000183c7fa28 (__TEXT,__text) non-external _num_mod
00000001d66171e0 (__DATA_DIRTY,__bss) non-external _num_one
0000000183c7f9b8 (__TEXT,__text) non-external _num_rem
00000001d66171d0 (__DATA_DIRTY,__bss) non-external _num_zero
0000000183c6cb08 (__TEXT,__text) non-external (was a private external) _objvalue
0000000183c62f60 (__TEXT,__text) non-external _oblist_add_by_name
0000000183c62ea0 (__TEXT,__text) non-external _oblist_find_by_name
0000000183c71bc8 (__TEXT,__text) non-external _op_concat
0000000183c72104 (__TEXT,__text) non-external _operand_release
0000000183c8af14 (__TEXT,__text) non-external _operation_expand
00000001d331ec10 (__DATA_CONST,__const) non-external _operation_info
00000001d331e5f8 (__DATA_CONST,__const) non-external _operation_names
0000000183c8adb8 (__TEXT,__text) non-external _operations_allowed_by_default
0000000183c88178 (__TEXT,__text) non-external _operator_name
0000000183c719c8 (__TEXT,__text) non-external _operator_precedence
0000000183c63934 (__TEXT,__text) non-external _opexe_0
0000000183c8cbec (__TEXT,__text) non-external _opexe_0.cold.1
0000000183c8cc18 (__TEXT,__text) non-external _opexe_0.cold.2
0000000183c65f88 (__TEXT,__text) non-external _opexe_1
0000000183c66a98 (__TEXT,__text) non-external _opexe_2
0000000183c679b0 (__TEXT,__text) non-external _opexe_3
0000000183c68030 (__TEXT,__text) non-external _opexe_4
0000000183c64cc4 (__TEXT,__text) non-external _opexe_5
0000000183c7e00c (__TEXT,__text) non-external _opexe_6
                 (undefined) external _os_log_type_enabled (from libSystem)
0000000183c6a6d8 (__TEXT,__text) non-external (was a private external) _pair_car
0000000183c6a73c (__TEXT,__text) non-external (was a private external) _pair_cdr
0000000183c6b7d8 (__TEXT,__text) non-external _parse_pattern
0000000183c87f74 (__TEXT,__text) non-external _peek_operand
0000000183ca843e (__TEXT,__const) non-external _policy_scm
0000000183c83b54 (__TEXT,__text) non-external _populate_modifier_descriptor
0000000183c83f54 (__TEXT,__text) non-external _populate_modifier_msgfilter_descriptor
0000000183c69aa8 (__TEXT,__text) non-external _port_close
0000000183c7eef4 (__TEXT,__text) non-external _port_from_file
0000000183c63314 (__TEXT,__text) non-external _port_from_string
0000000183c6aef8 (__TEXT,__text) non-external _port_rep_from_file
0000000183c7d070 (__TEXT,__text) non-external _previously_emitted_buffer
0000000183c83464 (__TEXT,__text) non-external _previously_emitted_condition
0000000183c80394 (__TEXT,__text) non-external _printatom
0000000183c7ff48 (__TEXT,__text) non-external _printslashstring
00000001d331d238 (__DATA_CONST,__const) non-external _profile_dirs
0000000183c83070 (__TEXT,__text) non-external _profile_has_mach_message_filters
0000000183c8302c (__TEXT,__text) non-external _profile_has_message_filters
0000000183c73ff8 (__TEXT,__text) non-external _push_bytes
0000000183c72964 (__TEXT,__text) non-external _push_byteset
0000000183c880f4 (__TEXT,__text) non-external _push_byteset_skip
0000000183c741d8 (__TEXT,__text) non-external _push_jne_instr
0000000183c71a18 (__TEXT,__text) non-external _push_literal
0000000183c74388 (__TEXT,__text) non-external _push_match_sequence_instr
0000000183c8b5fc (__TEXT,__text) non-external _push_match_variable_instr
0000000183c7e9dc (__TEXT,__text) non-external _push_nop
0000000183c88210 (__TEXT,__text) non-external _push_operand
0000000183c71538 (__TEXT,__text) non-external _push_operator
0000000183c8b794 (__TEXT,__text) non-external _push_repeat_seek_byte_instr
0000000183c88028 (__TEXT,__text) non-external _push_seek
0000000183c8b6b8 (__TEXT,__text) non-external _push_seek_byte_instr
0000000183c7ee2c (__TEXT,__text) non-external (was a private external) _putcharacter
0000000183c7eddc (__TEXT,__text) non-external (was a private external) _putstr
0000000183c802e8 (__TEXT,__text) non-external _readsharpstrexp
0000000183c65b94 (__TEXT,__text) non-external _readstr_upto
0000000183c8007c (__TEXT,__text) non-external _readstrexp
                 (undefined) external _realloc (from libSystem)
                 (undefined) external _reallocf (from libSystem)
0000000183c7d24c (__TEXT,__text) non-external _record_buffer_data
0000000183c7d33c (__TEXT,__text) non-external _record_condition_data
0000000183c7458c (__TEXT,__text) non-external _regex_quote
0000000183c88080 (__TEXT,__text) non-external _remove_leading_literal_byte
0000000183c79dcc (__TEXT,__text) non-external _reorder_condition
0000000183c79ee0 (__TEXT,__text) non-external _reorder_condition_list
0000000183c88418 (__TEXT,__text) non-external _reorder_policy
0000000183c6f2e4 (__TEXT,__text) non-external _reverse
0000000183c68f7c (__TEXT,__text) non-external (was a private external) _s_cons
0000000183c68944 (__TEXT,__text) non-external (was a private external) _s_immutable_cons
0000000183c647a0 (__TEXT,__text) non-external _s_save
0000000183c7d998 (__TEXT,__text) external _sandbox_apply
0000000183c7d9a0 (__TEXT,__text) external _sandbox_apply_container
0000000183c80c24 (__TEXT,__text) external _sandbox_compile_entitlements
0000000183c5f764 (__TEXT,__text) external _sandbox_compile_file
0000000183c5f6c0 (__TEXT,__text) external _sandbox_compile_named
0000000183c7e6a0 (__TEXT,__text) external _sandbox_compile_string
0000000183c815e0 (__TEXT,__text) external _sandbox_container_paths_iterate_items
0000000183c5f56c (__TEXT,__text) external _sandbox_create_params
0000000183c81a78 (__TEXT,__text) external _sandbox_exempt_from_network_approval_policy
0000000183c7da80 (__TEXT,__text) external _sandbox_free_params
0000000183c7da34 (__TEXT,__text) external _sandbox_free_profile
0000000183c80d70 (__TEXT,__text) external _sandbox_inspect_pid
0000000183c80e68 (__TEXT,__text) external _sandbox_inspect_smemory
0000000183c815f0 (__TEXT,__text) external _sandbox_prepare_user_home_mount
0000000183c81b44 (__TEXT,__text) external _sandbox_register_network_approval_policy_exemption_for_share
0000000183c80c44 (__TEXT,__text) external _sandbox_register_profile
0000000183c81f18 (__TEXT,__text) external _sandbox_register_sync_root
0000000183c5f5c8 (__TEXT,__text) external _sandbox_set_param
0000000183c80f04 (__TEXT,__text) external _sandbox_set_user_state_item
0000000183c80f18 (__TEXT,__text) external _sandbox_set_user_state_item_with_persona
0000000183c80d38 (__TEXT,__text) external _sandbox_unregister_all_profiles
0000000183c80ce4 (__TEXT,__text) external _sandbox_unregister_profile
0000000183c80e70 (__TEXT,__text) external _sandbox_user_state_item_buffer_create
0000000183c80ed8 (__TEXT,__text) external _sandbox_user_state_item_buffer_destroy
0000000183c80e78 (__TEXT,__text) external _sandbox_user_state_item_buffer_send
0000000183c81220 (__TEXT,__text) external _sandbox_user_state_iterate_items
0000000183c82170 (__TEXT,__text) non-external _sb_annotation_destroy
0000000183c820a4 (__TEXT,__text) non-external _sb_annotation_list_copy
0000000183c7c0c4 (__TEXT,__text) non-external _sb_annotation_set_integer
0000000183c82c94 (__TEXT,__text) non-external _sb_bitmask_clear_bit
0000000183c82a28 (__TEXT,__text) non-external _sb_bitmask_create_empty
0000000183c82b50 (__TEXT,__text) non-external _sb_bitmask_get_hash
0000000183c82c04 (__TEXT,__text) non-external _sb_bitmask_iterate_set
0000000183c82998 (__TEXT,__text) non-external _sb_bitmask_release
0000000183c82930 (__TEXT,__text) non-external _sb_bitmask_retain
0000000183c61b0c (__TEXT,__text) non-external _sb_buffer_alloc
0000000183c72cb4 (__TEXT,__text) non-external _sb_buffer_get_byte_count
0000000183c72d50 (__TEXT,__text) non-external _sb_buffer_get_hash
0000000183c744b8 (__TEXT,__text) non-external _sb_buffer_is_equivalent
0000000183c6be2c (__TEXT,__text) non-external _sb_buffer_release
0000000183c731d8 (__TEXT,__text) non-external _sb_buffer_retain
0000000183c82cec (__TEXT,__text) non-external _sb_buffer_with_contents_of_file
0000000183c72d00 (__TEXT,__text) non-external _sb_buffer_with_data_pointer
0000000183c726e8 (__TEXT,__text) non-external _sb_byteset_add_byte
0000000183c84a98 (__TEXT,__text) non-external _sb_byteset_copy
0000000183c729e8 (__TEXT,__text) non-external _sb_byteset_get_population
0000000183c7b528 (__TEXT,__text) non-external _sb_byteset_is_equivalent
0000000183c74c68 (__TEXT,__text) non-external _sb_byteset_iterate_ranges
0000000183c72898 (__TEXT,__text) non-external _sb_byteset_negate
0000000183c72690 (__TEXT,__text) non-external _sb_byteset_new
0000000183c72818 (__TEXT,__text) non-external _sb_byteset_release
0000000183c727b0 (__TEXT,__text) non-external _sb_byteset_retain
0000000183c74dbc (__TEXT,__text) non-external _sb_byteset_union
0000000183c849a8 (__TEXT,__text) non-external _sb_byteset_with_range
0000000183c61970 (__TEXT,__text) non-external _sb_calloc
0000000183c84e5c (__TEXT,__text) non-external _sb_condition_boolean
0000000183c6f544 (__TEXT,__text) non-external _sb_condition_conjunction
0000000183c7e480 (__TEXT,__text) non-external _sb_condition_constant
0000000183c6c7c8 (__TEXT,__text) non-external _sb_condition_disjunction
0000000183c85b44 (__TEXT,__text) non-external _sb_condition_is_bitmask
0000000183c859ac (__TEXT,__text) non-external _sb_condition_is_boolean
0000000183c77af4 (__TEXT,__text) non-external _sb_condition_is_conjunction
0000000183c6f83c (__TEXT,__text) non-external _sb_condition_is_contrary
0000000183c76dd4 (__TEXT,__text) non-external _sb_condition_is_disjunction
0000000183c70004 (__TEXT,__text) non-external _sb_condition_is_equivalent
0000000183c7ce0c (__TEXT,__text) non-external _sb_condition_is_integer
0000000183c85abc (__TEXT,__text) non-external _sb_condition_is_network
0000000183c77d40 (__TEXT,__text) non-external _sb_condition_is_pattern
0000000183c6c2e0 (__TEXT,__text) non-external _sb_condition_is_regex
0000000183c85a34 (__TEXT,__text) non-external _sb_condition_is_string_textbuf
0000000183c77ee4 (__TEXT,__text) non-external _sb_condition_is_transposable
0000000183c6c368 (__TEXT,__text) non-external _sb_condition_list_append
0000000183c78488 (__TEXT,__text) non-external _sb_condition_list_contains_condition
0000000183c780e4 (__TEXT,__text) non-external _sb_condition_list_copy
0000000183c732e8 (__TEXT,__text) non-external _sb_condition_list_every_condition_matches_predicate
0000000183c85c9c (__TEXT,__text) non-external _sb_condition_list_filter
0000000183c6ef24 (__TEXT,__text) non-external _sb_condition_list_get_hash
0000000183c7b02c (__TEXT,__text) non-external _sb_condition_list_is_equivalent
0000000183c6f0c4 (__TEXT,__text) non-external _sb_condition_list_iterate
0000000183c78afc (__TEXT,__text) non-external _sb_condition_list_iterate_reverse
0000000183c6a5d4 (__TEXT,__text) non-external _sb_condition_list_new
0000000183c6add8 (__TEXT,__text) non-external _sb_condition_list_release
0000000183c78214 (__TEXT,__text) non-external _sb_condition_list_remove
0000000183c793a4 (__TEXT,__text) non-external _sb_condition_matches_subset
0000000183c76cac (__TEXT,__text) non-external _sb_condition_negation
0000000183c7df78 (__TEXT,__text) non-external _sb_condition_network
0000000183c6bf8c (__TEXT,__text) non-external _sb_condition_new
0000000183c72600 (__TEXT,__text) non-external _sb_condition_pattern
0000000183c6cc18 (__TEXT,__text) non-external _sb_condition_pattern_path
0000000183c6c62c (__TEXT,__text) non-external _sb_condition_release
0000000183c730ec (__TEXT,__text) non-external _sb_condition_string
0000000183c61640 (__TEXT,__text) non-external _sb_context_intern_string
0000000183c6aadc (__TEXT,__text) non-external _sb_context_release
0000000183c6aa34 (__TEXT,__text) non-external _sb_context_release_modification
0000000183c6151c (__TEXT,__text) non-external _sb_context_retain
0000000183c85d1c (__TEXT,__text) non-external _sb_context_retain_modification
0000000183c860a0 (__TEXT,__text) non-external _sb_error_fatal
0000000183c86288 (__TEXT,__text) non-external _sb_error_fatal_for_instruction
0000000183c860ec (__TEXT,__text) non-external _sb_error_for_instruction
0000000183c72b4c (__TEXT,__text) non-external _sb_error_new
00000001d331d5b0 (__DATA_CONST,__const) non-external _sb_error_out_of_memory.oom_error
0000000183c72aa0 (__TEXT,__text) non-external _sb_error_set_unsupported_with_format
0000000183c85f68 (__TEXT,__text) non-external _sb_error_set_with_description
0000000183c86074 (__TEXT,__text) non-external _sb_error_set_with_format
0000000183c85fd4 (__TEXT,__text) non-external _sb_error_set_with_formatv
0000000183c69448 (__TEXT,__text) non-external _sb_filter_accepts_type
0000000183c865e0 (__TEXT,__text) non-external _sb_filter_has_atom_namespace
0000000183c6c144 (__TEXT,__text) non-external _sb_filter_has_dependency
00000001d66171f0 (__DATA_DIRTY,__bss) non-external _sb_filter_has_side_effects.filterset
00000001d6617200 (__DATA_DIRTY,__bss) non-external _sb_filter_has_side_effects.onceToken
0000000183c6b14c (__TEXT,__text) non-external _sb_filter_is_case_sensitive
0000000183c8658c (__TEXT,__text) non-external _sb_filter_pattern_values_can_be_mutually_exclusive
0000000183c6b280 (__TEXT,__text) non-external _sb_fsa_acceptor
0000000183c6de8c (__TEXT,__text) non-external _sb_fsa_copy
0000000183c6dca0 (__TEXT,__text) non-external _sb_fsa_disjunction
0000000183c6e120 (__TEXT,__text) non-external _sb_fsa_get_recognizer_child
0000000183c7975c (__TEXT,__text) non-external _sb_fsa_is_backtracking_recognizer
0000000183c79620 (__TEXT,__text) non-external _sb_fsa_matches_subset
0000000183c828dc (__TEXT,__text) non-external _sb_fsa_may_backtrack
0000000183c74ab0 (__TEXT,__text) non-external _sb_fsa_recognizer_byteset
0000000183c74ee0 (__TEXT,__text) non-external _sb_fsa_recognizer_byteset_skip
0000000183c74a00 (__TEXT,__text) non-external _sb_fsa_recognizer_seek_byte
0000000183c72550 (__TEXT,__text) non-external _sb_fsa_recognizer_seek_byte_with_retry
0000000183c6da1c (__TEXT,__text) non-external _sb_fsa_recognizer_sequence
0000000183c6dc48 (__TEXT,__text) non-external _sb_fsa_recognizer_terminal
0000000183c82388 (__TEXT,__text) non-external _sb_fsa_recognizer_variable
0000000183c6bcf4 (__TEXT,__text) non-external _sb_fsa_release
0000000183c6ed1c (__TEXT,__text) non-external _sb_fsa_release_indegree
0000000183c6bc24 (__TEXT,__text) non-external _sb_fsa_retain
0000000183c6dbb4 (__TEXT,__text) non-external _sb_fsa_retain_indegree
0000000183c748a0 (__TEXT,__text) non-external _sb_fsa_set_recognizer_child
0000000183c619e0 (__TEXT,__text) non-external _sb_hash_compute
0000000183c80d84 (__TEXT,__text) non-external _sb_inspect_subsystem
0000000183c61d78 (__TEXT,__text) non-external _sb_instr_action
0000000183c6cb10 (__TEXT,__text) non-external _sb_instr_conditional
0000000183c86724 (__TEXT,__text) non-external _sb_instr_deep_copy
0000000183c7b5b0 (__TEXT,__text) non-external _sb_instr_get_action_modifiers
0000000183c76ed0 (__TEXT,__text) non-external _sb_instr_get_jump_target
0000000183c768fc (__TEXT,__text) non-external _sb_instr_is_equivalent
0000000183c8685c (__TEXT,__text) non-external _sb_instr_is_unmodified_allow_action
0000000183c86678 (__TEXT,__text) non-external _sb_instr_jump
0000000183c61df0 (__TEXT,__text) non-external _sb_instr_new
0000000183c61fdc (__TEXT,__text) non-external _sb_instr_release
0000000183c76b34 (__TEXT,__text) non-external _sb_instr_replace
0000000183c61eac (__TEXT,__text) non-external _sb_instr_retain
0000000183c77068 (__TEXT,__text) non-external _sb_instr_set_condition
0000000183c73010 (__TEXT,__text) non-external _sb_instr_set_false_branch
0000000183c79274 (__TEXT,__text) non-external _sb_instr_set_true_branch
0000000183c61f14 (__TEXT,__text) non-external _sb_instr_track
0000000183c61a50 (__TEXT,__text) non-external _sb_malloc
0000000183c870fc (__TEXT,__text) non-external _sb_modifier_get_name
0000000183c7060c (__TEXT,__text) non-external _sb_modifier_requires_argument
0000000183c6a89c (__TEXT,__text) non-external _sb_modifiers_iterate
0000000183c6a920 (__TEXT,__text) non-external _sb_modifiers_release
0000000183c872ec (__TEXT,__text) non-external _sb_modifiers_set_deny_errno
0000000183c873fc (__TEXT,__text) non-external _sb_modifiers_set_message_filter
0000000183c87148 (__TEXT,__text) non-external _sb_modifiers_set_modifier
0000000183c87270 (__TEXT,__text) non-external _sb_modifiers_set_signal
0000000183c86ef0 (__TEXT,__text) non-external _sb_msgfilter_is_equivalent
0000000183c86fdc (__TEXT,__text) non-external _sb_msgfilter_iterate_entry_points
0000000183c86e30 (__TEXT,__text) non-external _sb_msgfilter_release
0000000183c7d768 (__TEXT,__text) non-external _sb_mutable_buffer_make_immutable
0000000183c759a4 (__TEXT,__text) non-external _sb_mutable_buffer_new
0000000183c7d85c (__TEXT,__text) non-external _sb_mutable_buffer_release
0000000183c7c160 (__TEXT,__text) non-external _sb_mutable_buffer_set_minimum_size
0000000183c7c208 (__TEXT,__text) non-external _sb_mutable_buffer_write
0000000183c80618 (__TEXT,__text) non-external (was a private external) _sb_packbuff_free
0000000183c8cda4 (__TEXT,__text) non-external _sb_packbuff_free.cold.1
0000000183c806b8 (__TEXT,__text) non-external (was a private external) _sb_packbuff_get_bytes
0000000183c806c8 (__TEXT,__text) non-external (was a private external) _sb_packbuff_get_item_value_type
0000000183c806c0 (__TEXT,__text) non-external (was a private external) _sb_packbuff_get_size
0000000183c805ac (__TEXT,__text) non-external (was a private external) _sb_packbuff_init_with_buffer
0000000183c80458 (__TEXT,__text) non-external (was a private external) _sb_packbuff_new
0000000183c80900 (__TEXT,__text) non-external _sb_packbuff_pack_item
0000000183c8ce64 (__TEXT,__text) non-external _sb_packbuff_pack_item.cold.1
0000000183c8ce90 (__TEXT,__text) non-external _sb_packbuff_pack_item.cold.2
0000000183c80a74 (__TEXT,__text) non-external (was a private external) _sb_packbuff_pack_key_with_string_value
0000000183c80a40 (__TEXT,__text) non-external (was a private external) _sb_packbuff_pack_string
0000000183c808e8 (__TEXT,__text) non-external (was a private external) _sb_packbuff_pack_uint32
0000000183c804e8 (__TEXT,__text) non-external _sb_packbuff_realloc
0000000183c80780 (__TEXT,__text) non-external _sb_packbuff_unpack_item
0000000183c8ce38 (__TEXT,__text) non-external _sb_packbuff_unpack_item.cold.1
0000000183c80b4c (__TEXT,__text) non-external (was a private external) _sb_packbuff_unpack_key_with_string_value
0000000183c80864 (__TEXT,__text) non-external (was a private external) _sb_packbuff_unpack_string
0000000183c80708 (__TEXT,__text) non-external (was a private external) _sb_packbuff_unpack_uint32
0000000183c72eec (__TEXT,__text) non-external _sb_pattern_is_disjoint_with_regex
0000000183c6bc8c (__TEXT,__text) non-external _sb_pattern_new
0000000183c6b1b4 (__TEXT,__text) non-external _sb_pattern_prefix
0000000183c7082c (__TEXT,__text) non-external _sb_pattern_regex
0000000183c6c21c (__TEXT,__text) non-external _sb_pattern_release
0000000183c6c1b4 (__TEXT,__text) non-external _sb_pattern_retain
0000000183c736c0 (__TEXT,__text) non-external _sb_pattern_serialize
0000000183c8c510 (__TEXT,__text) non-external _sb_pattern_var_release
0000000183c8c4a8 (__TEXT,__text) non-external _sb_pattern_var_retain
0000000183c8c62c (__TEXT,__text) non-external _sb_pattern_var_set_ordinal
0000000183c8c84c (__TEXT,__text) non-external _sb_pattern_varset_enter
0000000183c8c9c8 (__TEXT,__text) non-external _sb_pattern_varset_get_available_ordinal
0000000183c7e590 (__TEXT,__text) non-external _sb_pattern_varset_release
0000000183c7e4c4 (__TEXT,__text) non-external _sb_pattern_varset_retain
0000000183c87c64 (__TEXT,__text) non-external _sb_policy_get_entry_point
0000000183c87c04 (__TEXT,__text) non-external _sb_policy_is_operation_supported
0000000183c87cc0 (__TEXT,__text) non-external _sb_policy_iterate_entry_points
0000000183c878a4 (__TEXT,__text) non-external _sb_policy_new
0000000183c87a80 (__TEXT,__text) non-external _sb_policy_release
0000000183c87b38 (__TEXT,__text) non-external _sb_policy_set_entry_point
0000000183c758dc (__TEXT,__text) non-external _sb_profile_release
0000000183c7e52c (__TEXT,__text) non-external _sb_profile_set_pattern_variables
0000000183c7e6bc (__TEXT,__text) non-external _sb_program_add_source_buffer
0000000183c61b9c (__TEXT,__text) non-external _sb_program_source_alloc
0000000183c74168 (__TEXT,__text) non-external _sb_realloc
0000000183c72d98 (__TEXT,__text) non-external _sb_regex_release
0000000183c75678 (__TEXT,__text) non-external _sb_sbpl_parser_release
0000000183c8b8dc (__TEXT,__text) non-external _sb_source_info_copy
0000000183c72c74 (__TEXT,__text) non-external _sb_textbuf_get_length
0000000183c6ce80 (__TEXT,__text) non-external _sb_textbuf_with_normalized_string_copy
0000000183c61584 (__TEXT,__text) non-external _sb_textbuf_with_string_copy
0000000183c72e58 (__TEXT,__text) non-external _sb_textbuf_with_substring_copy
0000000183c87634 (__TEXT,__text) non-external _sb_transform_combine_patterns_profile
0000000183c85ee4 (__TEXT,__text) non-external _sb_transform_eliminate_dead_code_profile
0000000183c7878c (__TEXT,__text) non-external _sb_transform_expand_logical_conditions_profile
0000000183c885b0 (__TEXT,__text) non-external _sb_transform_resolve_jumps_policy
0000000183c762b8 (__TEXT,__text) non-external _sb_transform_synthesize_logical_conditions_profile
0000000183c8b964 (__TEXT,__text) non-external _sb_transform_synthesize_syscallmasks_profile
0000000183c75524 (__TEXT,__text) non-external _sb_visitor_has_visited
0000000183c75190 (__TEXT,__text) non-external _sb_visitor_new
0000000183c755d4 (__TEXT,__text) non-external _sb_visitor_release
0000000183c8ca88 (__TEXT,__text) non-external _sb_warn
0000000183cab59d (__TEXT,__const) non-external _sbpl1_scm
0000000183cac35c (__TEXT,__const) non-external _sbpl2_scm
0000000183cac788 (__TEXT,__const) non-external _sbpl3_scm
0000000183c89db8 (__TEXT,__text) non-external _sbpl_enter_message_filter_context
0000000183c89778 (__TEXT,__text) non-external _sbpl_filter_eqv
0000000183c89c98 (__TEXT,__text) non-external _sbpl_leave_message_filter_context
0000000183c8962c (__TEXT,__text) non-external _sbpl_operation_eqv
0000000183ca48e9 (__TEXT,__const) non-external _sbpl_scm
0000000183c7ee68 (__TEXT,__text) non-external (was a private external) _scheme_backtrace
0000000183c8cb68 (__TEXT,__text) non-external _scheme_backtrace.cold.1
0000000183c75018 (__TEXT,__text) non-external (was a private external) _scheme_call
0000000183c68a4c (__TEXT,__text) non-external (was a private external) _scheme_define
0000000183c75748 (__TEXT,__text) non-external (was a private external) _scheme_deinit
0000000183c6280c (__TEXT,__text) non-external (was a private external) _scheme_enable_full_backtraces
0000000183c7f0a8 (__TEXT,__text) non-external (was a private external) _scheme_error
0000000183c7f418 (__TEXT,__text) non-external (was a private external) _scheme_errorf
0000000183c747f0 (__TEXT,__text) non-external (was a private external) _scheme_get_external_data
0000000183c7ed20 (__TEXT,__text) non-external (was a private external) _scheme_get_location_col
0000000183c7ed18 (__TEXT,__text) non-external (was a private external) _scheme_get_location_line
0000000183c7ed00 (__TEXT,__text) non-external (was a private external) _scheme_get_location_name
0000000183c74fcc (__TEXT,__text) non-external (was a private external) _scheme_global
0000000183c62218 (__TEXT,__text) non-external (was a private external) _scheme_init_custom_alloc
0000000183c621b8 (__TEXT,__text) non-external (was a private external) _scheme_init_new
0000000183c69174 (__TEXT,__text) non-external (was a private external) _scheme_load_file
0000000183c633d4 (__TEXT,__text) non-external (was a private external) _scheme_load_string
0000000183c6997c (__TEXT,__text) non-external (was a private external) _scheme_push_string
0000000183c7f488 (__TEXT,__text) non-external (was a private external) _scheme_quit
0000000183c633a8 (__TEXT,__text) non-external (was a private external) _scheme_set_error_port_string
0000000183c632e0 (__TEXT,__text) non-external (was a private external) _scheme_set_external_data
0000000183c632e8 (__TEXT,__text) non-external (was a private external) _scheme_set_output_port_string
0000000183c7ef44 (__TEXT,__text) non-external (was a private external) _scheme_write_to_file
0000000183c6e3b4 (__TEXT,__text) non-external _shallow_copy_node
0000000183c78fa8 (__TEXT,__text) non-external _skip_redundant_instructions
                 (undefined) external _snprintf (from libSystem)
0000000183c7aee0 (__TEXT,__text) non-external _split_node
                 (undefined) external _sscanf (from libSystem)
0000000183c63104 (__TEXT,__text) non-external _store_string
                 (undefined) external _strcasecmp (from libSystem)
                 (undefined) external _strchr (from libSystem)
                 (undefined) external _strcmp (from libSystem)
                 (undefined) external _strcspn (from libSystem)
                 (undefined) external _strdup (from libSystem)
                 (undefined) external _strerror (from libSystem)
0000000183c747e8 (__TEXT,__text) non-external (was a private external) _string_length
0000000183c6b144 (__TEXT,__text) non-external (was a private external) _string_value
                 (undefined) external _strlcat (from libSystem)
                 (undefined) external _strlen (from libSystem)
                 (undefined) external _strncmp (from libSystem)
                 (undefined) external _strnlen (from libSystem)
                 (undefined) external _strrchr (from libSystem)
                 (undefined) external _strsep (from libSystem)
                 (undefined) external _strspn (from libSystem)
                 (undefined) external _strstr (from libSystem)
                 (undefined) external _strtod (from libSystem)
                 (undefined) external _strtol (from libSystem)
0000000183c8b718 (__TEXT,__text) non-external _submatch_end
0000000183c68ac8 (__TEXT,__text) non-external (was a private external) _symname
0000000183c7f85c (__TEXT,__text) non-external _syntaxnum
0000000183c76310 (__TEXT,__text) non-external _synthesize_logical_conditions
0000000183c86b14 (__TEXT,__text) non-external _synthesize_logical_conditions_policy
00000001da9c69b8 (__AUTH_CONST,__const) non-external _tests
0000000183c64828 (__TEXT,__text) non-external _token
0000000183c7530c (__TEXT,__text) non-external _traverse_postorder
0000000183c868b0 (__TEXT,__text) non-external _traverse_preorder
0000000183c84ef0 (__TEXT,__text) non-external _type_mismatch_error
                 (undefined) external _ungetc (from libSystem)
0000000183cacb58 (__TEXT,__const) non-external _utf8_minLegal
                 (undefined) external _uuid_unparse_lower (from libSystem)
0000000183c899c8 (__TEXT,__text) non-external _variable_quote
                 (undefined) external _vasprintf (from libSystem)
0000000183c8b384 (__TEXT,__text) non-external _version
0000000183c87e08 (__TEXT,__text) non-external _visited_list_done
                 (undefined) external _vm_deallocate (from libSystem)
                 (undefined) weak external _voucher_mach_msg_set (from libSystem)
0000000183c68b54 (__TEXT,__text) non-external _xpc2sc
                 (undefined) external _xpc_array_get_count (from libSystem)
                 (undefined) external _xpc_array_get_value (from libSystem)
                 (undefined) external _xpc_bool_get_value (from libSystem)
                 (undefined) external _xpc_dictionary_apply (from libSystem)
                 (undefined) external _xpc_dictionary_create (from libSystem)
                 (undefined) external _xpc_dictionary_get_value (from libSystem)
                 (undefined) external _xpc_dictionary_set_string (from libSystem)
                 (undefined) external _xpc_dictionary_set_value (from libSystem)
                 (undefined) external _xpc_get_type (from libSystem)
                 (undefined) external _xpc_int64_get_value (from libSystem)
                 (undefined) external _xpc_release (from libSystem)
                 (undefined) external _xpc_retain (from libSystem)
                 (undefined) external _xpc_string_get_string_ptr (from libSystem)
                 (undefined) external _xpc_uint64_get_value (from libSystem)
                 (undefined) external _xpc_uuid_get_bytes (from libSystem)
