00007ffa1fbd6ef1 (__TEXT,__text) external _CGLGetCurrentContext
00007ffa1fbd1c89 (__TEXT,__text) external _glVertexAttribI3i
00007ffa1fbd6188 (__TEXT,__text) external _glVertexAttribI3iEXT
00007ffa1fbd1d9c (__TEXT,__text) external _glVertexAttribI3iv
00007ffa1fbd629b (__TEXT,__text) external _glVertexAttribI3ivEXT
00007ffa1fbd1d13 (__TEXT,__text) external _glVertexAttribI3ui
00007ffa1fbd6212 (__TEXT,__text) external _glVertexAttribI3uiEXT
00007ffa1fbd1e18 (__TEXT,__text) external _glVertexAttribI3uiv
00007ffa1fbd6317 (__TEXT,__text) external _glVertexAttribI3uivEXT
00007ffa1fbd1e56 (__TEXT,__text) external _glVertexAttribI4bv
00007ffa1fbd6355 (__TEXT,__text) external _glVertexAttribI4bvEXT
00007ffa1fbd1cad (__TEXT,__text) external _glVertexAttribI4i
00007ffa1fbd61ac (__TEXT,__text) external _glVertexAttribI4iEXT
00007ffa1fbd1dbb (__TEXT,__text) external _glVertexAttribI4iv
00007ffa1fbd62ba (__TEXT,__text) external _glVertexAttribI4ivEXT
00007ffa1fbd1e75 (__TEXT,__text) external _glVertexAttribI4sv
00007ffa1fbd6374 (__TEXT,__text) external _glVertexAttribI4svEXT
00007ffa1fbd1e94 (__TEXT,__text) external _glVertexAttribI4ubv
00007ffa1fbd6393 (__TEXT,__text) external _glVertexAttribI4ubvEXT
00007ffa1fbd1d37 (__TEXT,__text) external _glVertexAttribI4ui
00007ffa1fbd6236 (__TEXT,__text) external _glVertexAttribI4uiEXT
00007ffa1fbd1e37 (__TEXT,__text) external _glVertexAttribI4uiv
00007ffa1fbd6336 (__TEXT,__text) external _glVertexAttribI4uivEXT
00007ffa1fbd1eb3 (__TEXT,__text) external _glVertexAttribI4usv
00007ffa1fbd63b2 (__TEXT,__text) external _glVertexAttribI4usvEXT
00007ffa1fbd1bdf (__TEXT,__text) external _glVertexAttribIPointer
00007ffa1fbd63d1 (__TEXT,__text) external _glVertexAttribIPointerEXT
00007ffa1fbd390f (__TEXT,__text) external _glVertexAttribL1d
00007ffa1fbd397f (__TEXT,__text) external _glVertexAttribL1dv
00007ffa1fbd392b (__TEXT,__text) external _glVertexAttribL2d
00007ffa1fbd399e (__TEXT,__text) external _glVertexAttribL2dv
00007ffa1fbd3947 (__TEXT,__text) external _glVertexAttribL3d
00007ffa1fbd39bd (__TEXT,__text) external _glVertexAttribL3dv
00007ffa1fbd3963 (__TEXT,__text) external _glVertexAttribL4d
00007ffa1fbd39dc (__TEXT,__text) external _glVertexAttribL4dv
00007ffa1fbd39fb (__TEXT,__text) external _glVertexAttribLPointer
00007ffa1fbd2863 (__TEXT,__text) external _glVertexAttribP1ui
00007ffa1fbd28f3 (__TEXT,__text) external _glVertexAttribP1uiv
00007ffa1fbd2887 (__TEXT,__text) external _glVertexAttribP2ui
00007ffa1fbd2917 (__TEXT,__text) external _glVertexAttribP2uiv
00007ffa1fbd28ab (__TEXT,__text) external _glVertexAttribP3ui
00007ffa1fbd293b (__TEXT,__text) external _glVertexAttribP3uiv
00007ffa1fbd28cf (__TEXT,__text) external _glVertexAttribP4ui
00007ffa1fbd295f (__TEXT,__text) external _glVertexAttribP4uiv
00007ffa1fbd0e0f (__TEXT,__text) external _glVertexAttribPointer
00007ffa1fbd405d (__TEXT,__text) external _glVertexAttribPointerARB
00007ffa1fbd44a5 (__TEXT,__text) external _glVertexBlendARB
00007ffa1fbd6cdc (__TEXT,__text) external _glVertexPointSizefAPPLE
00007ffa1fbcf551 (__TEXT,__text) external _glVertexPointer
00007ffa1fbcf575 (__TEXT,__text) external _glViewport
00007ffa1fbd3a44 (__TEXT,__text) external _glViewportArrayv
00007ffa1fbd3a66 (__TEXT,__text) external _glViewportIndexedf
00007ffa1fbd3a82 (__TEXT,__text) external _glViewportIndexedfv
00007ffa1fbd247d (__TEXT,__text) external _glWaitSync
00007ffa1fbd4481 (__TEXT,__text) external _glWeightPointerARB
00007ffa1fbd4389 (__TEXT,__text) external _glWeightbvARB
00007ffa1fbd4405 (__TEXT,__text) external _glWeightdvARB
00007ffa1fbd43e6 (__TEXT,__text) external _glWeightfvARB
00007ffa1fbd43c7 (__TEXT,__text) external _glWeightivARB
00007ffa1fbd43a8 (__TEXT,__text) external _glWeightsvARB
00007ffa1fbd4424 (__TEXT,__text) external _glWeightubvARB
00007ffa1fbd4462 (__TEXT,__text) external _glWeightuivARB
00007ffa1fbd4443 (__TEXT,__text) external _glWeightusvARB
00007ffa1fbd0566 (__TEXT,__text) external _glWindowPos2d
00007ffa1fbd4b31 (__TEXT,__text) external _glWindowPos2dARB
00007ffa1fbd0580 (__TEXT,__text) external _glWindowPos2dv
00007ffa1fbd4b4b (__TEXT,__text) external _glWindowPos2dvARB
00007ffa1fbd059d (__TEXT,__text) external _glWindowPos2f
00007ffa1fbd4b68 (__TEXT,__text) external _glWindowPos2fARB
00007ffa1fbd05b7 (__TEXT,__text) external _glWindowPos2fv
00007ffa1fbd4b82 (__TEXT,__text) external _glWindowPos2fvARB
00007ffa1fbd05d4 (__TEXT,__text) external _glWindowPos2i
00007ffa1fbd4b9f (__TEXT,__text) external _glWindowPos2iARB
00007ffa1fbd05f2 (__TEXT,__text) external _glWindowPos2iv
00007ffa1fbd4bbd (__TEXT,__text) external _glWindowPos2ivARB
00007ffa1fbd060f (__TEXT,__text) external _glWindowPos2s
00007ffa1fbd4bda (__TEXT,__text) external _glWindowPos2sARB
00007ffa1fbd062d (__TEXT,__text) external _glWindowPos2sv
00007ffa1fbd4bf8 (__TEXT,__text) external _glWindowPos2svARB
00007ffa1fbd064a (__TEXT,__text) external _glWindowPos3d
00007ffa1fbd4c15 (__TEXT,__text) external _glWindowPos3dARB
00007ffa1fbd0664 (__TEXT,__text) external _glWindowPos3dv
00007ffa1fbd4c2f (__TEXT,__text) external _glWindowPos3dvARB
00007ffa1fbd0681 (__TEXT,__text) external _glWindowPos3f
00007ffa1fbd4c4c (__TEXT,__text) external _glWindowPos3fARB
00007ffa1fbd069b (__TEXT,__text) external _glWindowPos3fv
00007ffa1fbd4c66 (__TEXT,__text) external _glWindowPos3fvARB
00007ffa1fbd06b8 (__TEXT,__text) external _glWindowPos3i
00007ffa1fbd4c83 (__TEXT,__text) external _glWindowPos3iARB
00007ffa1fbd06d9 (__TEXT,__text) external _glWindowPos3iv
00007ffa1fbd4ca4 (__TEXT,__text) external _glWindowPos3ivARB
00007ffa1fbd06f6 (__TEXT,__text) external _glWindowPos3s
00007ffa1fbd4cc1 (__TEXT,__text) external _glWindowPos3sARB
00007ffa1fbd0717 (__TEXT,__text) external _glWindowPos3sv
00007ffa1fbd4ce2 (__TEXT,__text) external _glWindowPos3svARB
00007ffa43547720 (__DATA_DIRTY,__common) external _gll_noop
