
/System/Library/PrivateFrameworks/AssistantServices.framework/Versions/A/Support/assistantd (for architecture x86_64):
00000001002ed0f4 (__TEXT,__text) external _ADAMOSIdentifierCreate
                 (undefined) external _OBJC_METACLASS_$_AFSiriResponse (from AssistantServices)
0000000100630d68 (__DATA,__objc_data) external _OBJC_METACLASS_$_AFSiriUserNotificationRequest
0000000100630d90 (__DATA,__objc_data) external _OBJC_METACLASS_$_AFSiriUserNotificationRequestCapabilityManager
                 (undefined) external _OBJC_METACLASS_$_NSObject (from libobjc)
                 (undefined) external _OBJC_METACLASS_$_PBCodable (from ProtocolBuffer)
                 (undefined) external _OBJC_METACLASS_$_PBRequest (from ProtocolBuffer)
                 (undefined) external _OBJC_METACLASS_$_SiriCoreNWConnection (from SiriCore)
00000001006311a0 (__DATA,__objc_data) external _OBJC_METACLASS_$__ADAudioSessionCoordinationMessageBeginAudioSessionRequestMutation
000000010062d050 (__DATA,__objc_data) external _OBJC_METACLASS_$__ADAudioSessionCoordinationMessageBeginAudioSessionResponseMutation
000000010062db40 (__DATA,__objc_data) external _OBJC_METACLASS_$__ADAudioSessionCoordinationMessageEndAudioSessionRequestMutation
0000000100630e80 (__DATA,__objc_data) external _OBJC_METACLASS_$__ADAudioSessionCoordinationMessageEndAudioSessionResponseMutation
00000001006307f0 (__DATA,__objc_data) external _OBJC_METACLASS_$__ADAudioSessionCoordinationMessageKeepAudioSessionAliveRequestMutation
000000010062eb30 (__DATA,__objc_data) external _OBJC_METACLASS_$__ADAudioSessionCoordinationMessageKeepAudioSessionAliveResponseMutation
00000001006334a0 (__DATA,__objc_data) external _OBJC_METACLASS_$__ADAudioSessionCoordinationMessageMutation
000000010062d9b0 (__DATA,__objc_data) external _OBJC_METACLASS_$__ADChunkInfo
000000010062ff30 (__DATA,__objc_data) external _OBJC_METACLASS_$__ADCloudKitDeviceCapabilitiesStoreHelper
000000010062ff58 (__DATA,__objc_data) external _OBJC_METACLASS_$__ADCloudKitIntentsCapabilitiesStoreHelper
000000010062f670 (__DATA,__objc_data) external _OBJC_METACLASS_$__ADDeviceCirclePeerDataMutation
0000000100630930 (__DATA,__objc_data) external _OBJC_METACLASS_$__ADDeviceRouterResultMutation
00000001006335e0 (__DATA,__objc_data) external _OBJC_METACLASS_$__ADDeviceSyncCommandPullDeltaRequestMutation
000000010062dc80 (__DATA,__objc_data) external _OBJC_METACLASS_$__ADDeviceSyncCommandPullDeltaResponseMutation
000000010062d7d0 (__DATA,__objc_data) external _OBJC_METACLASS_$__ADDeviceSyncCommandPullGenerationsRequestMutation
00000001006337c0 (__DATA,__objc_data) external _OBJC_METACLASS_$__ADDeviceSyncCommandPullGenerationsResponseMutation
000000010062cce0 (__DATA,__objc_data) external _OBJC_METACLASS_$__ADDeviceSyncCommandPullSnapshotRequestMutation
0000000100631ab0 (__DATA,__objc_data) external _OBJC_METACLASS_$__ADDeviceSyncCommandPullSnapshotResponseMutation
0000000100630610 (__DATA,__objc_data) external _OBJC_METACLASS_$__ADDeviceSyncCommandPushGenerationsRequestMutation
000000010062f120 (__DATA,__objc_data) external _OBJC_METACLASS_$__ADDeviceSyncCommandPushGenerationsResponseMutation
00000001006316f0 (__DATA,__objc_data) external _OBJC_METACLASS_$__ADDeviceSyncIncrementalChangeMutation
0000000100632aa0 (__DATA,__objc_data) external _OBJC_METACLASS_$__ADDeviceSyncItemMutation
000000010062ca60 (__DATA,__objc_data) external _OBJC_METACLASS_$__ADDeviceSyncMessageMutation
000000010062d140 (__DATA,__objc_data) external _OBJC_METACLASS_$__ADDeviceSyncSnapshotMutation
000000010062e1a8 (__DATA,__objc_data) external _OBJC_METACLASS_$__ADDomainObjectCacheEntry
000000010062e810 (__DATA,__objc_data) external _OBJC_METACLASS_$__ADPBDeviceExecuteOnRemoteRequest
000000010062d0a0 (__DATA,__objc_data) external _OBJC_METACLASS_$__ADPBDeviceExecuteOnRemoteResponse
0000000100631dd0 (__DATA,__objc_data) external _OBJC_METACLASS_$__ADPBDeviceGetDataRequest
000000010062e8b0 (__DATA,__objc_data) external _OBJC_METACLASS_$__ADPBDeviceOutputVoiceInfo
000000010062e540 (__DATA,__objc_data) external _OBJC_METACLASS_$__ADPBDeviceSetDataRequest
0000000100630c00 (__DATA,__objc_data) external _OBJC_METACLASS_$__ADPBDeviceStartRemoteRequest
000000010062da50 (__DATA,__objc_data) external _OBJC_METACLASS_$__ADPBDeviceStartRemoteResponse
0000000100632ff0 (__DATA,__objc_data) external _OBJC_METACLASS_$__ADPBDeviceStringKeyValueDictionary
0000000100633040 (__DATA,__objc_data) external _OBJC_METACLASS_$__ADPBDeviceStringKeyValuePair
0000000100630480 (__DATA,__objc_data) external _OBJC_METACLASS_$__ADPBLocationGetPeerLocationRequest
000000010062edb0 (__DATA,__objc_data) external _OBJC_METACLASS_$__ADPBLocationSetPeerLocationRequest
000000010062d690 (__DATA,__objc_data) external _OBJC_METACLASS_$__ADPBProxyGetMetricsRequest
0000000100632370 (__DATA,__objc_data) external _OBJC_METACLASS_$__ADPBProxyGetMetricsResponse
000000010062cbf0 (__DATA,__objc_data) external _OBJC_METACLASS_$__ADPBProxyReestablishRequest
000000010062cd30 (__DATA,__objc_data) external _OBJC_METACLASS_$__ADPBProxyTCPInfoMetrics
000000010062d820 (__DATA,__objc_data) external _OBJC_METACLASS_$__ADPBProxyWakeUpRequest
0000000100632a00 (__DATA,__objc_data) external _OBJC_METACLASS_$__ADQueueObserver
00000001006300c0 (__DATA,__objc_data) external _OBJC_METACLASS_$__ADRapportLinkConfigurationMutation
000000010062e5e0 (__DATA,__objc_data) external _OBJC_METACLASS_$__ADRapportLinkDiscoveryOptionsMutation
000000010062c880 (__DATA,__objc_data) external _OBJC_METACLASS_$__ADRapportLinkTransportOptionsMutation
0000000100632fa0 (__DATA,__objc_data) external _OBJC_METACLASS_$__ADRapportProximityObservationMutation
000000010062d1e0 (__DATA,__objc_data) external _OBJC_METACLASS_$__ADSiriInfoBroadcastLink
0000000100630750 (__DATA,__objc_data) external _OBJC_METACLASS_$__AFAssertionContextMutation
                 (undefined) external _PBDataWriterWriteBOOLField (from ProtocolBuffer)
                 (undefined) external _PBDataWriterWriteDataField (from ProtocolBuffer)
                 (undefined) external _PBDataWriterWriteDoubleField (from ProtocolBuffer)
                 (undefined) external _PBDataWriterWriteInt32Field (from ProtocolBuffer)
                 (undefined) external _PBDataWriterWriteStringField (from ProtocolBuffer)
                 (undefined) external _PBDataWriterWriteSubmessage (from ProtocolBuffer)
                 (undefined) external _PBDataWriterWriteUint32Field (from ProtocolBuffer)
                 (undefined) external _PBDataWriterWriteUint64Field (from ProtocolBuffer)
                 (undefined) external _PBReaderPlaceMark (from ProtocolBuffer)
                 (undefined) external _PBReaderReadData (from ProtocolBuffer)
                 (undefined) external _PBReaderReadString (from ProtocolBuffer)
                 (undefined) external _PBReaderRecallMark (from ProtocolBuffer)
                 (undefined) external _PBReaderSkipValueWithTag (from ProtocolBuffer)
                 (undefined) external _RPErrorDomain (from Rapport)
                 (undefined) external _RPOptionSenderID (from Rapport)
                 (undefined) external _RPOptionSenderIDSDeviceID (from Rapport)
                 (undefined) external _RPOptionStatusFlags (from Rapport)
                 (undefined) external _SAABGroupIdentifier (from SAObjects)
                 (undefined) external _SAABMultiPersonSearchClassIdentifier (from SAObjects)
                 (undefined) external _SAABPersonSearchClassIdentifier (from SAObjects)
                 (undefined) external _SAAIGroupIdentifier (from SAObjects)
                 (undefined) external _SAAceBackgroundActionClientFlowMaintenanceValue (from SAObjects)
                 (undefined) external _SAAceDomainSignalClassIdentifier (from SAObjects)
                 (undefined) external _SAAceDomainSignalDomainALARMValue (from SAObjects)
                 (undefined) external _SAAceDomainSignalDomainCALENDARValue (from SAObjects)
                 (undefined) external _SAAceDomainSignalDomainCONTACTValue (from SAObjects)
                 (undefined) external _SAAceDomainSignalDomainEMAILValue (from SAObjects)
                 (undefined) external _SAAceDomainSignalDomainHEALTHValue (from SAObjects)
                 (undefined) external _SAAceDomainSignalDomainMAPSValue (from SAObjects)
                 (undefined) external _SAAceDomainSignalDomainMEDIA_PLAYERValue (from SAObjects)
                 (undefined) external _SAAceDomainSignalDomainMESSAGESValue (from SAObjects)
                 (undefined) external _SAAceDomainSignalDomainPHONEValue (from SAObjects)
                 (undefined) external _SAAceDomainSignalDomainREMINDERSValue (from SAObjects)
                 (undefined) external _SAAceDomainSignalDomainSETTINGSValue (from SAObjects)
                 (undefined) external _SAAceDomainSignalDomainSTOCKValue (from SAObjects)
                 (undefined) external _SAAceDomainSignalDomainSYNAPSEValue (from SAObjects)
                 (undefined) external _SAAceDomainSignalDomainTIMERValue (from SAObjects)
                 (undefined) external _SAAceVersionCurrent (from SAObjects)
                 (undefined) external _SAAcknowledgeAlertClassIdentifier (from SAObjects)
                 (undefined) external _SAAddResultObjectsClassIdentifier (from SAObjects)
                 (undefined) external _SAAlarmCreateClassIdentifier (from SAObjects)
                 (undefined) external _SAAlarmDayOfWeekForString (from SAObjects)
                 (undefined) external _SAAlarmDayOfWeekFridayValue (from SAObjects)
                 (undefined) external _SAAlarmDayOfWeekMondayValue (from SAObjects)
                 (undefined) external _SAAlarmDayOfWeekNeverValue (from SAObjects)
                 (undefined) external _SAAlarmDayOfWeekSaturdayValue (from SAObjects)
                 (undefined) external _SAAlarmDayOfWeekSundayValue (from SAObjects)
                 (undefined) external _SAAlarmDayOfWeekThursdayValue (from SAObjects)
                 (undefined) external _SAAlarmDayOfWeekTuesdayValue (from SAObjects)
                 (undefined) external _SAAlarmDayOfWeekWednesdayValue (from SAObjects)
                 (undefined) external _SAAlarmDeleteClassIdentifier (from SAObjects)
                 (undefined) external _SAAlarmDismissClassIdentifier (from SAObjects)
                 (undefined) external _SAAlarmGroupAcronym (from SAObjects)
                 (undefined) external _SAAlarmGroupIdentifier (from SAObjects)
                 (undefined) external _SAAlarmSearchClassIdentifier (from SAObjects)
                 (undefined) external _SAAlarmShowAndPerformAlarmActionClassIdentifier (from SAObjects)
                 (undefined) external _SAAlarmUpdateClassIdentifier (from SAObjects)
                 (undefined) external _SAAppsAppSearchClassIdentifier (from SAObjects)
                 (undefined) external _SAAppsCheckRestrictionClassIdentifier (from SAObjects)
                 (undefined) external _SAAppsGetRestrictedAppsClassIdentifier (from SAObjects)
                 (undefined) external _SAAppsGroupIdentifier (from SAObjects)
                 (undefined) external _SAAppsLaunchAppClassIdentifier (from SAObjects)
                 (undefined) external _SABaseClientBoundCommandCallbacksPListKey (from SAObjects)
                 (undefined) external _SACFAbstractClientCommandCompletedStatusPListKey (from SAObjects)
                 (undefined) external _SACFFetchScriptCommandClassIdentifier (from SAObjects)
                 (undefined) external _SACFFetchScriptResponseClassIdentifier (from SAObjects)
                 (undefined) external _SACFFlowCommandClassIdentifier (from SAObjects)
                 (undefined) external _SACFFlowCompletedClassIdentifier (from SAObjects)
                 (undefined) external _SACFGroupIdentifier (from SAObjects)
                 (undefined) external _SACFProviderCompletedClassIdentifier (from SAObjects)
                 (undefined) external _SACFSuccessErrorCode (from SAObjects)
                 (undefined) external _SACalendarDefaultSourceGetClassIdentifier (from SAObjects)
                 (undefined) external _SACalendarEventSearchClassIdentifier (from SAObjects)
                 (undefined) external _SACalendarGroupIdentifier (from SAObjects)
                 (undefined) external _SACalendarNoEventsFoundErrorCode (from SAObjects)
                 (undefined) external _SACalendarShowNextEventClassIdentifier (from SAObjects)
                 (undefined) external _SACardGroupIdentifier (from SAObjects)
                 (undefined) external _SAClientSetupInfoClassIdentifier (from SAObjects)
                 (undefined) external _SACommandFailedClassIdentifier (from SAObjects)
                 (undefined) external _SACommandFailedErrorCodePListKey (from SAObjects)
                 (undefined) external _SACommandSucceededClassIdentifier (from SAObjects)
                 (undefined) external _SACompanionCannotReachSiriErrorCode (from SAObjects)
                 (undefined) external _SACompanionExecutionFailedErrorCode (from SAObjects)
                 (undefined) external _SACompanionTimeoutErrorCode (from SAObjects)
                 (undefined) external _SACompanionUnavailableErrorCode (from SAObjects)
                 (undefined) external _SAConnectionModeAssistantAndDictationValue (from SAObjects)
                 (undefined) external _SAConnectionModeAssistantValue (from SAObjects)
                 (undefined) external _SAConnectionModeDictationValue (from SAObjects)
                 (undefined) external _SAConnectionPolicyTypePOPValue (from SAObjects)
                 (undefined) external _SAConnectionTerminatedErrorCode (from SAObjects)
                 (undefined) external _SAConnectionTypeCDMA1xValue (from SAObjects)
                 (undefined) external _SAConnectionTypeCDMAEVDOValue (from SAObjects)
                 (undefined) external _SAConnectionTypeCellValue (from SAObjects)
                 (undefined) external _SAConnectionTypeLTEValue (from SAObjects)
                 (undefined) external _SAConnectionTypeLedBellyValue (from SAObjects)
                 (undefined) external _SAConnectionTypeLocalValue (from SAObjects)
                 (undefined) external _SAConnectionTypeMultiPathTCPValue (from SAObjects)
                 (undefined) external _SAConnectionTypeNRNSAValue (from SAObjects)
                 (undefined) external _SAConnectionTypeNRValue (from SAObjects)
                 (undefined) external _SAConnectionTypePOPValue (from SAObjects)
                 (undefined) external _SAConnectionTypeUTRANValue (from SAObjects)
                 (undefined) external _SAConnectionTypeUnknownValue (from SAObjects)
                 (undefined) external _SAConnectionTypeWifiValue (from SAObjects)
                 (undefined) external _SAConnectionTypeeHRPDValue (from SAObjects)
                 (undefined) external _SAContextTypeALERT_CONTEXTValue (from SAObjects)
                 (undefined) external _SAContextTypeAPPLICATION_CONTEXTValue (from SAObjects)
                 (undefined) external _SAContextTypeBACKGROUND_CONTEXTValue (from SAObjects)
                 (undefined) external _SAContextTypeNL_ALERT_CONTEXTValue (from SAObjects)
                 (undefined) external _SAContextTypeREQUEST_ORIGINValue (from SAObjects)
                 (undefined) external _SAContextTypeRESTRICTED_APP_CONTEXTValue (from SAObjects)
                 (undefined) external _SADIAGGroupIdentifier (from SAObjects)
                 (undefined) external _SADataSharingOptInStatusDismissedValue (from SAObjects)
                 (undefined) external _SADataSharingOptInStatusOptedInValue (from SAObjects)
                 (undefined) external _SADataSharingOptInStatusOptedOutValue (from SAObjects)
                 (undefined) external _SADataSharingOptInStatusUnknownValue (from SAObjects)
                 (undefined) external _SADeviceControlGroupIdentifier (from SAObjects)
                 (undefined) external _SADeviceControlStartScreenRecordingClassIdentifier (from SAObjects)
                 (undefined) external _SADeviceControlStopScreenRecordingClassIdentifier (from SAObjects)
                 (undefined) external _SADeviceRestrictionCAR_DNDValue (from SAObjects)
                 (undefined) external _SADeviceRestrictionSPOKEN_NOTIFICATIONS_OVER_DOAPValue (from SAObjects)
                 (undefined) external _SADeviceRestrictionSTARKValue (from SAObjects)
                 (undefined) external _SADeviceRestrictionUNAUTHENTICATED_BY_WATCH_PROXIMITYValue (from SAObjects)
                 (undefined) external _SADomainObjectCancelClassIdentifier (from SAObjects)
                 (undefined) external _SADomainObjectCancelCompletedClassIdentifier (from SAObjects)
                 (undefined) external _SADomainObjectCommitClassIdentifier (from SAObjects)
                 (undefined) external _SADomainObjectCommitCompletedClassIdentifier (from SAObjects)
                 (undefined) external _SADomainObjectCreateClassIdentifier (from SAObjects)
                 (undefined) external _SADomainObjectCreateCompletedClassIdentifier (from SAObjects)
                 (undefined) external _SADomainObjectDeleteClassIdentifier (from SAObjects)
                 (undefined) external _SADomainObjectDeleteCompletedClassIdentifier (from SAObjects)
                 (undefined) external _SADomainObjectPunchOutClassIdentifier (from SAObjects)
                 (undefined) external _SADomainObjectRetrieveClassIdentifier (from SAObjects)
                 (undefined) external _SADomainObjectRetrieveCompletedClassIdentifier (from SAObjects)
                 (undefined) external _SADomainObjectUpdateClassIdentifier (from SAObjects)
                 (undefined) external _SADomainObjectUpdateCompletedClassIdentifier (from SAObjects)
                 (undefined) external _SAEmailGroupIdentifier (from SAObjects)
                 (undefined) external _SAEmailSearchClassIdentifier (from SAObjects)
                 (undefined) external _SAEmailSendClassIdentifier (from SAObjects)
                 (undefined) external _SAEmailTypeForwardValue (from SAObjects)
                 (undefined) external _SAEmailTypeNewValue (from SAObjects)
                 (undefined) external _SAEmailTypeReplyAllValue (from SAObjects)
                 (undefined) external _SAEmailTypeReplyValue (from SAObjects)
                 (undefined) external _SAErrorIndicatorStatusValueBluetoothProblemValue (from SAObjects)
                 (undefined) external _SAErrorIndicatorStatusValueCDPValue (from SAObjects)
                 (undefined) external _SAErrorIndicatorStatusValueGenericProblemValue (from SAObjects)
                 (undefined) external _SAErrorIndicatorStatusValueHardwareProblemValue (from SAObjects)
                 (undefined) external _SAErrorIndicatorStatusValueHomeKitProblemValue (from SAObjects)
                 (undefined) external _SAErrorIndicatorStatusValueICloudProblemValue (from SAObjects)
                 (undefined) external _SAErrorIndicatorStatusValueITunesProblemValue (from SAObjects)
                 (undefined) external _SAErrorIndicatorStatusValueInternetProblemValue (from SAObjects)
                 (undefined) external _SAErrorIndicatorStatusValueNetworkNotShareableValue (from SAObjects)
                 (undefined) external _SAErrorIndicatorStatusValueNetworkProfileRequiredValue (from SAObjects)
                 (undefined) external _SAErrorIndicatorStatusValueNetworkProfileValue (from SAObjects)
                 (undefined) external _SAErrorIndicatorStatusValueRecoveryValue (from SAObjects)
                 (undefined) external _SAErrorIndicatorStatusValueStereoErrorValue (from SAObjects)
                 (undefined) external _SAErrorIndicatorStatusValueStereoNotFoundValue (from SAObjects)
                 (undefined) external _SAErrorIndicatorStatusValueStereoVersionValue (from SAObjects)
                 (undefined) external _SAErrorIndicatorStatusValueThermalProblemValue (from SAObjects)
                 (undefined) external _SAErrorIndicatorStatusValueVPNValue (from SAObjects)
                 (undefined) external _SAErrorIndicatorStatusValueWiFi8021xValue (from SAObjects)
                 (undefined) external _SAErrorIndicatorStatusValueWiFiPerformanceProblemValue (from SAObjects)
                 (undefined) external _SAErrorIndicatorStatusValueWiFiProblemValue (from SAObjects)
                 (undefined) external _SAExecuteCallbacksClassIdentifier (from SAObjects)
                 (undefined) external _SAGLGroupIdentifier (from SAObjects)
                 (undefined) external _SAGenericErrorErrorCode (from SAObjects)
                 (undefined) external _SAGetRequestOriginAccuracyBestValue (from SAObjects)
                 (undefined) external _SAGetRequestOriginAccuracyHundredMetersValue (from SAObjects)
                 (undefined) external _SAGetRequestOriginAccuracyKilometerValue (from SAObjects)
                 (undefined) external _SAGetRequestOriginAccuracyNearestTenMetersValue (from SAObjects)
                 (undefined) external _SAGetRequestOriginAccuracyThreeKilometersValue (from SAObjects)
                 (undefined) external _SAGetRequestOriginLocationRestrictionKeyValue (from SAObjects)
                 (undefined) external _SAGroupIdentifier (from SAObjects)
                 (undefined) external _SAGuidanceGroupIdentifier (from SAObjects)
                 (undefined) external _SAGuidanceGuideUpdateClassIdentifier (from SAObjects)
                 (undefined) external _SAHACommandClassIdentifier (from SAObjects)
                 (undefined) external _SAHACommandOutcomeCOMMAND_SUCCESSValue (from SAObjects)
                 (undefined) external _SAHAEntityTypeHOMEValue (from SAObjects)
                 (undefined) external _SAHAGroupIdentifier (from SAObjects)
                 (undefined) external _SAHLActivityDataTypeExerciseValue (from SAObjects)
                 (undefined) external _SAHLActivityDataTypeMoveValue (from SAObjects)
                 (undefined) external _SAHLActivityDataTypeStandValue (from SAObjects)
                 (undefined) external _SAHLActivitySetupNeededErrorCode (from SAObjects)
                 (undefined) external _SAHLActivityViewDetailValue (from SAObjects)
                 (undefined) external _SAHLCannotStartWorkoutErrorCode (from SAObjects)
                 (undefined) external _SAHLFitnessTrackingDisabledErrorCode (from SAObjects)
                 (undefined) external _SAHLGroupIdentifier (from SAObjects)
                 (undefined) external _SAHLInvalidWorkoutErrorCode (from SAObjects)
                 (undefined) external _SAHLLocationTypeUnknownErrorCode (from SAObjects)
                 (undefined) external _SAHLSetWorkoutStateClassIdentifier (from SAObjects)
                 (undefined) external _SAHLShowActivityClassIdentifier (from SAObjects)
                 (undefined) external _SAHLStartWorkoutClassIdentifier (from SAObjects)
                 (undefined) external _SAHLWorkoutLocationUnspecifiedErrorCode (from SAObjects)
                 (undefined) external _SAHLWorkoutStartedAssumedIndoorErrorCode (from SAObjects)
                 (undefined) external _SAHLWorkoutStartedAssumedOutdoorErrorCode (from SAObjects)
                 (undefined) external _SAHLWorkoutStateWorkoutStateValueActiveValue (from SAObjects)
                 (undefined) external _SAHLWorkoutStateWorkoutStateValuePausedValue (from SAObjects)
                 (undefined) external _SAHLWorkoutStateWorkoutStateValueStoppedValue (from SAObjects)
                 (undefined) external _SAHomeMemberInfoAttributeOWNERValue (from SAObjects)
                 (undefined) external _SAHomeMemberInfoAttributeUNKNOWNValue (from SAObjects)
                 (undefined) external _SAHomeMemberSettingsCountryCodePListKey (from SAObjects)
                 (undefined) external _SAHomeMemberSettingsPreferredLanguagePListKey (from SAObjects)
                 (undefined) external _SAHomeMemberSettingsRegionPListKey (from SAObjects)
                 (undefined) external _SAHomeMemberSettingsTemperatureUnitPListKey (from SAObjects)
                 (undefined) external _SAHomeMemberSettingsTwentyFourHourTimeDisplayPListKey (from SAObjects)
                 (undefined) external _SAInputOriginAssistantSpeechButtonValue (from SAObjects)
                 (undefined) external _SAInputOriginAssistantTextInputValue (from SAObjects)
                 (undefined) external _SAInputOriginClientGeneratedValue (from SAObjects)
                 (undefined) external _SAInputOriginHomeButtonValue (from SAObjects)
                 (undefined) external _SAInputOriginMotionGestureValue (from SAObjects)
                 (undefined) external _SAInputOriginRaiseToSpeakValue (from SAObjects)
                 (undefined) external _SAInputOriginRemoteButtonValue (from SAObjects)
                 (undefined) external _SAInputOriginServerGeneratedValue (from SAObjects)
                 (undefined) external _SAInputOriginVoiceTriggerValue (from SAObjects)
                 (undefined) external _SAIntentGroupAceInteractionTypeDialogDrivenValue (from SAObjects)
                 (undefined) external _SAIntentGroupGroupIdentifier (from SAObjects)
                 (undefined) external _SAIntentGroupHandleIntentClassIdentifier (from SAObjects)
                 (undefined) external _SAIntentGroupIntentEnabledAppDoesNotSupportIntentErrorCode (from SAObjects)
                 (undefined) external _SAIntentGroupIntentEnabledAppHasNoResultsErrorCode (from SAObjects)
                 (undefined) external _SAIntentGroupPrivacyCategoryContactsValue (from SAObjects)
                 (undefined) external _SAIntentGroupPrivacyCategoryLocationServicesValue (from SAObjects)
                 (undefined) external _SAIntentGroupRedactionTargetMatchingSpansValue (from SAObjects)
                 (undefined) external _SAIntentGroupRedactionTargetNodeIntentValue (from SAObjects)
                 (undefined) external _SAIntentGroupRedactionTargetValueValue (from SAObjects)
                 (undefined) external _SAIntentGroupSupportedIntentResponseClassIdentifier (from SAObjects)
                 (undefined) external _SAKnowledgeStoreNameSiriUserCorrectionsValue (from SAObjects)
                 (undefined) external _SALocalSearchDirectionsTypeBikingValue (from SAObjects)
                 (undefined) external _SALocalSearchDirectionsTypeByCarValue (from SAObjects)
                 (undefined) external _SALocalSearchDirectionsTypeByPublicTransitValue (from SAObjects)
                 (undefined) external _SALocalSearchDirectionsTypeWalkingValue (from SAObjects)
                 (undefined) external _SALocalSearchGroupIdentifier (from SAObjects)
                 (undefined) external _SALocalSearchMapItemMapItemTypeCURRENT_LOCATIONValue (from SAObjects)
                 (undefined) external _SALocalSearchNavigationEndClassIdentifier (from SAObjects)
                 (undefined) external _SALocalSearchNavigationPromptManeuverClassIdentifier (from SAObjects)
                 (undefined) external _SALocalSearchShowLocalSearchResultClassIdentifier (from SAObjects)
                 (undefined) external _SALocalSearchShowMapPointsClassIdentifier (from SAObjects)
                 (undefined) external _SALogNumericEventEventNamePListKey (from SAObjects)
                 (undefined) external _SALogNumericEventEventOperationPListKey (from SAObjects)
                 (undefined) external _SALogNumericEventEventValuePListKey (from SAObjects)
                 (undefined) external _SALogStringEventEventNamePListKey (from SAObjects)
                 (undefined) external _SALogStringEventEventValuePListKey (from SAObjects)
                 (undefined) external _SAMPCannotGoBackToPreviousRadioSongErrorCode (from SAObjects)
                 (undefined) external _SAMPGroupIdentifier (from SAObjects)
                 (undefined) external _SAMPRemoteCommandOutcomeSUCCESSValue (from SAObjects)
                 (undefined) external _SAMPSetPlaybackPositionClassIdentifier (from SAObjects)
                 (undefined) external _SAMPSetQueueClassIdentifier (from SAObjects)
                 (undefined) external _SAMotionActivityCyclingValue (from SAObjects)
                 (undefined) external _SAMotionActivityInVehicleMovingValue (from SAObjects)
                 (undefined) external _SAMotionActivityInVehicleStationaryValue (from SAObjects)
                 (undefined) external _SAMotionActivityRunningValue (from SAObjects)
                 (undefined) external _SAMotionActivityStationaryValue (from SAObjects)
                 (undefined) external _SAMotionActivityWalkingValue (from SAObjects)
                 (undefined) external _SANPGetVolumeLevelClassIdentifier (from SAObjects)
                 (undefined) external _SANPGroupIdentifier (from SAObjects)
                 (undefined) external _SANPPausePlaybackClassIdentifier (from SAObjects)
                 (undefined) external _SANPRepeatModeAllValue (from SAObjects)
                 (undefined) external _SANPRepeatModeNoneValue (from SAObjects)
                 (undefined) external _SANPRepeatModeOneValue (from SAObjects)
                 (undefined) external _SANPSeekToPlaybackPositionClassIdentifier (from SAObjects)
                 (undefined) external _SANPSetPlaybackSpeedClassIdentifier (from SAObjects)
                 (undefined) external _SANPSetRepeatModeClassIdentifier (from SAObjects)
                 (undefined) external _SANPSetShuffleModeClassIdentifier (from SAObjects)
                 (undefined) external _SANPSetVolumeLevelClassIdentifier (from SAObjects)
                 (undefined) external _SANPShuffleModeAlbumsValue (from SAObjects)
                 (undefined) external _SANPShuffleModeOffValue (from SAObjects)
                 (undefined) external _SANPShuffleModeSongsValue (from SAObjects)
                 (undefined) external _SANPSkipTimeIntervalClassIdentifier (from SAObjects)
                 (undefined) external _SANPSkipToNextItemClassIdentifier (from SAObjects)
                 (undefined) external _SANPSkipToPreviousItemClassIdentifier (from SAObjects)
                 (undefined) external _SANPStartPlaybackClassIdentifier (from SAObjects)
                 (undefined) external _SANPStopPlaybackClassIdentifier (from SAObjects)
                 (undefined) external _SANPVolumeLevelActionTypeDECREASEValue (from SAObjects)
                 (undefined) external _SANPVolumeLevelActionTypeINCREASEValue (from SAObjects)
                 (undefined) external _SANPVolumeLevelActionTypeSETValue (from SAObjects)
                 (undefined) external _SANavStatusValueActiveValue (from SAObjects)
                 (undefined) external _SANavStatusValueLightGuidanceValue (from SAObjects)
                 (undefined) external _SANavStatusValueNotActiveValue (from SAObjects)
                 (undefined) external _SANavStatusValueSteppingValue (from SAObjects)
                 (undefined) external _SANodeIntentMatchingSpansPListKey (from SAObjects)
                 (undefined) external _SANodeIntentValuePListKey (from SAObjects)
                 (undefined) external _SANotificationGroupIdentifier (from SAObjects)
                 (undefined) external _SANotificationObjectClassIdentifier (from SAObjects)
                 (undefined) external _SANotificationTypeConnectedCallValue (from SAObjects)
                 (undefined) external _SANotificationTypeIncomingCallNotificationValue (from SAObjects)
                 (undefined) external _SANotificationTypeIncomingGenericNotificationValue (from SAObjects)
                 (undefined) external _SANotificationTypeIncomingGroupFaceTimeInviteNotificationValue (from SAObjects)
                 (undefined) external _SANotificationTypeIncomingHomeCommunicationValue (from SAObjects)
                 (undefined) external _SANotificationTypeIncomingMessageValue (from SAObjects)
                 (undefined) external _SANotificationTypeIncomingReminderNotificationValue (from SAObjects)
                 (undefined) external _SANotificationTypeIncomingVoiceMailNotificationValue (from SAObjects)
                 (undefined) external _SAPerformDataDetectionMatchDataDetectionTypeLinkValue (from SAObjects)
                 (undefined) external _SAPhoneActiveCallHungUpErrorCode (from SAObjects)
                 (undefined) external _SAPhoneAnswerClassIdentifier (from SAObjects)
                 (undefined) external _SAPhoneAnswerVideoCallErrorCode (from SAObjects)
                 (undefined) external _SAPhoneCallClassIdentifier (from SAObjects)
                 (undefined) external _SAPhoneClientCoordinationPhoneCallClassIdentifier (from SAObjects)
                 (undefined) external _SAPhoneCompanionHasIncomingCallErrorCode (from SAObjects)
                 (undefined) external _SAPhoneGroupIdentifier (from SAObjects)
