00007ffa1f051ef1 (__TEXT,__text) external _CGLGetCurrentContext
00007ffa1f04d8f3 (__TEXT,__text) external _glVertexAttribP1uiv
00007ffa1f04d887 (__TEXT,__text) external _glVertexAttribP2ui
00007ffa1f04d917 (__TEXT,__text) external _glVertexAttribP2uiv
00007ffa1f04d8ab (__TEXT,__text) external _glVertexAttribP3ui
00007ffa1f04d93b (__TEXT,__text) external _glVertexAttribP3uiv
00007ffa1f04d8cf (__TEXT,__text) external _glVertexAttribP4ui
00007ffa1f04d95f (__TEXT,__text) external _glVertexAttribP4uiv
00007ffa1f04be0f (__TEXT,__text) external _glVertexAttribPointer
00007ffa1f04f05d (__TEXT,__text) external _glVertexAttribPointerARB
00007ffa1f04f4a5 (__TEXT,__text) external _glVertexBlendARB
00007ffa1f051cdc (__TEXT,__text) external _glVertexPointSizefAPPLE
00007ffa1f04a551 (__TEXT,__text) external _glVertexPointer
00007ffa1f04a575 (__TEXT,__text) external _glViewport
00007ffa1f04ea44 (__TEXT,__text) external _glViewportArrayv
00007ffa1f04ea66 (__TEXT,__text) external _glViewportIndexedf
00007ffa1f04ea82 (__TEXT,__text) external _glViewportIndexedfv
00007ffa1f04d47d (__TEXT,__text) external _glWaitSync
00007ffa1f04f481 (__TEXT,__text) external _glWeightPointerARB
00007ffa1f04f389 (__TEXT,__text) external _glWeightbvARB
00007ffa1f04f405 (__TEXT,__text) external _glWeightdvARB
00007ffa1f04f3e6 (__TEXT,__text) external _glWeightfvARB
00007ffa1f04f3c7 (__TEXT,__text) external _glWeightivARB
00007ffa1f04f3a8 (__TEXT,__text) external _glWeightsvARB
00007ffa1f04f424 (__TEXT,__text) external _glWeightubvARB
00007ffa1f04f462 (__TEXT,__text) external _glWeightuivARB
00007ffa1f04f443 (__TEXT,__text) external _glWeightusvARB
00007ffa1f04b566 (__TEXT,__text) external _glWindowPos2d
00007ffa1f04fb31 (__TEXT,__text) external _glWindowPos2dARB
00007ffa1f04b580 (__TEXT,__text) external _glWindowPos2dv
00007ffa1f04fb4b (__TEXT,__text) external _glWindowPos2dvARB
00007ffa1f04b59d (__TEXT,__text) external _glWindowPos2f
00007ffa1f04fb68 (__TEXT,__text) external _glWindowPos2fARB
00007ffa1f04b5b7 (__TEXT,__text) external _glWindowPos2fv
00007ffa1f04fb82 (__TEXT,__text) external _glWindowPos2fvARB
00007ffa1f04b5d4 (__TEXT,__text) external _glWindowPos2i
00007ffa1f04fb9f (__TEXT,__text) external _glWindowPos2iARB
00007ffa1f04b5f2 (__TEXT,__text) external _glWindowPos2iv
00007ffa1f04fbbd (__TEXT,__text) external _glWindowPos2ivARB
00007ffa1f04b60f (__TEXT,__text) external _glWindowPos2s
00007ffa1f04fbda (__TEXT,__text) external _glWindowPos2sARB
00007ffa1f04b62d (__TEXT,__text) external _glWindowPos2sv
00007ffa1f04fbf8 (__TEXT,__text) external _glWindowPos2svARB
00007ffa1f04b64a (__TEXT,__text) external _glWindowPos3d
00007ffa1f04fc15 (__TEXT,__text) external _glWindowPos3dARB
00007ffa1f04b664 (__TEXT,__text) external _glWindowPos3dv
00007ffa1f04fc2f (__TEXT,__text) external _glWindowPos3dvARB
00007ffa1f04b681 (__TEXT,__text) external _glWindowPos3f
00007ffa1f04fc4c (__TEXT,__text) external _glWindowPos3fARB
00007ffa1f04b69b (__TEXT,__text) external _glWindowPos3fv
00007ffa1f04fc66 (__TEXT,__text) external _glWindowPos3fvARB
00007ffa1f04b6b8 (__TEXT,__text) external _glWindowPos3i
00007ffa1f04fc83 (__TEXT,__text) external _glWindowPos3iARB
00007ffa1f04b6d9 (__TEXT,__text) external _glWindowPos3iv
00007ffa1f04fca4 (__TEXT,__text) external _glWindowPos3ivARB
00007ffa1f04b6f6 (__TEXT,__text) external _glWindowPos3s
00007ffa1f04fcc1 (__TEXT,__text) external _glWindowPos3sARB
00007ffa1f04b717 (__TEXT,__text) external _glWindowPos3sv
00007ffa1f04fce2 (__TEXT,__text) external _glWindowPos3svARB
00007ffa434cd4d0 (__DATA_DIRTY,__common) external _gll_noop
