00000001dd941f98 (__TEXT,__text) non-external _DiToMD5
00000001dd955810 (__TEXT,__text) non-external ___OSDictionaryApply_block_invoke.cold.1
00000001dd95583c (__TEXT,__text) non-external ___OSDictionaryApply_block_invoke.cold.2
00000001dd92fa94 (__TEXT,__text) non-external ___OSStringCreate_block_invoke
00000001dd931d14 (__TEXT,__text) non-external ____Z16OSSerializeEntryP15OSSerializationS0_17OSCollectionEntry_block_invoke
00000001dd931d94 (__TEXT,__text) non-external ____Z16OSSerializeEntryP15OSSerializationS0_17OSCollectionEntry_block_invoke_2
00000001dd932404 (__TEXT,__text) non-external ____Z19OSObjectLogInternalP8OSObjectj_block_invoke
00000001dd932480 (__TEXT,__text) non-external ____Z19OSObjectLogInternalP8OSObjectj_block_invoke.41
00000001dd93f218 (__TEXT,__text) non-external ____ZL13noChannelNamev_block_invoke
00000001dd92e5fc (__TEXT,__text) non-external ____ZL15OSCopyInObjectsP18IOUserServer_IVarsP16IORPCMessageMachP12IORPCMessageb_block_invoke
00000001dd9554a0 (__TEXT,__text) non-external ____ZL15OSCopyInObjectsP18IOUserServer_IVarsP16IORPCMessageMachP12IORPCMessageb_block_invoke.cold.1
00000001dd923648 (__TEXT,__text) non-external ____ZL18isFirstPartyDriverv_block_invoke
00000001dd934918 (__TEXT,__text) non-external ____ZL19OSArrayContainerizeP7OSArray_block_invoke
00000001dd934a30 (__TEXT,__text) non-external ____ZL20OSArrayInternalApplyP7OSArrayjU13block_pointerFbmP15OSSerialization17OSCollectionEntryE_block_invoke
00000001dd934798 (__TEXT,__text) non-external ____ZL20OSDictionaryGetEntryP12OSDictionaryP8OSObjectPKcPm_block_invoke
00000001dd955de8 (__TEXT,__text) non-external ____ZL20OSDictionaryGetEntryP12OSDictionaryP8OSObjectPKcPm_block_invoke.cold.1
00000001dd934b64 (__TEXT,__text) non-external ____ZL21OSArrayIterateObjectsP7OSArrayjU13block_pointerFbP8OSObjectE_block_invoke
00000001dd934618 (__TEXT,__text) non-external ____ZL24OSDictionaryContainerizeP12OSDictionary_block_invoke
00000001dd93476c (__TEXT,__text) non-external ____ZL25OSDictionaryInternalApplyP12OSDictionaryU13block_pointerFbmP15OSSerialization17OSCollectionEntryS3_E_block_invoke
00000001dd934a94 (__TEXT,__text) non-external ____ZL26OSDictionaryIterateObjectsP12OSDictionaryU13block_pointerFbP8OSObjectS2_E_block_invoke
00000001dd934a78 (__TEXT,__text) non-external ____ZL27OSCollectionEntryArrayApplyP15OSSerialization17OSCollectionEntryU13block_pointerFbmS0_S1_E_block_invoke
00000001dd92ebf8 (__TEXT,__text) non-external ____ZL31IOInterruptDispatchSourceThreadPv_block_invoke
00000001dd934a54 (__TEXT,__text) non-external ____ZL32OSCollectionEntryDictionaryApplyP15OSSerialization17OSCollectionEntryU13block_pointerFbmS0_S1_S1_E_block_invoke
00000001dd92e628 (__TEXT,__text) non-external ____ZL8LockTesti_block_invoke
00000001dd92e698 (__TEXT,__text) non-external ____ZL8LockTesti_block_invoke.217
00000001dd92e728 (__TEXT,__text) non-external ____ZL8LockTesti_block_invoke.221
00000001dd941d88 (__TEXT,__text) non-external ____ZL8deepcopyP12OSDictionary_block_invoke
00000001dd93dae4 (__TEXT,__text) non-external ____ZN10IOReporter16updateAllReportsEP12OSCollectionP6OSDatajPjyyP18IOMemoryDescriptor_block_invoke
00000001dd93d6a0 (__TEXT,__text) non-external ____ZN10IOReporter19configureAllReportsEP12OSCollectionP6OSDatajPj_block_invoke
00000001dd932a84 (__TEXT,__text) non-external ____ZN12OSDictionary5mergeEPKS__block_invoke
00000001dd92c788 (__TEXT,__text) non-external ____ZN13IOCommandPool10getCommandEb_block_invoke
00000001dd92c88c (__TEXT,__text) non-external ____ZN13IOCommandPool13returnCommandEP9IOCommand_block_invoke
00000001dd955188 (__TEXT,__text) non-external ____ZN13IOCommandPool13returnCommandEP9IOCommand_block_invoke.cold.1
00000001dd927918 (__TEXT,__text) non-external ____ZN15IODispatchQueue14DispatchSync_fEPvPFvS0_E_block_invoke
00000001dd927658 (__TEXT,__text) non-external ____ZN15IODispatchQueue15DispatchAsync_fEPvPFvS0_E_block_invoke
00000001dd9277c8 (__TEXT,__text) non-external ____ZN15IODispatchQueue20DispatchConcurrent_fEPvPFvS0_E_block_invoke
00000001dd9271a0 (__TEXT,__text) non-external ____ZN15IODispatchQueue6CancelEU13block_pointerFvvE_block_invoke
00000001dd927ed4 (__TEXT,__text) non-external ____ZN15IODispatchQueue9RunActionEU13block_pointerFivE_block_invoke
00000001dd925238 (__TEXT,__text) non-external ____ZN15OSMetaClassBase6InvokeE5IORPC_block_invoke
00000001dd929e8c (__TEXT,__text) non-external ____ZN21IOTimerDispatchSource11Cancel_ImplEU13block_pointerFvvE_block_invoke
00000001dd929b08 (__TEXT,__text) non-external ____ZN21IOTimerDispatchSource11Create_ImplEP15IODispatchQueuePPS__block_invoke
00000001dd929bfc (__TEXT,__text) non-external ____ZN21IOTimerDispatchSource11Create_ImplEP15IODispatchQueuePPS__block_invoke_2
00000001dd92a158 (__TEXT,__text) non-external ____ZN21IOTimerDispatchSource15WakeAtTime_ImplEyyy_block_invoke
00000001dd928590 (__TEXT,__text) non-external ____ZN25IOInterruptDispatchSource11Cancel_ImplEU13block_pointerFvvE_block_invoke
00000001dd928284 (__TEXT,__text) non-external ____ZN25IOInterruptDispatchSource28SetEnableWithCompletion_ImplEbU13block_pointerFvvE_block_invoke
00000001dd9289a4 (__TEXT,__text) non-external ____ZN35IOServiceNotificationDispatchSource11Cancel_ImplEU13block_pointerFvvE_block_invoke
00000001dd928b84 (__TEXT,__text) non-external ____ZN35IOServiceNotificationDispatchSource20DeliverNotificationsEU13block_pointerFvyP9IOServiceyE_block_invoke
00000001dd954dc0 (__TEXT,__text) non-external ____ZN35IOServiceNotificationDispatchSource20DeliverNotificationsEU13block_pointerFvyP9IOServiceyE_block_invoke.cold.1
00000001dd954dec (__TEXT,__text) non-external ____ZN35IOServiceNotificationDispatchSource20DeliverNotificationsEU13block_pointerFvyP9IOServiceyE_block_invoke.cold.2
00000001dd9288f8 (__TEXT,__text) non-external ____ZN35IOServiceNotificationDispatchSource28SetEnableWithCompletion_ImplEbU13block_pointerFvvE_block_invoke
00000001dd92ccf4 (__TEXT,__text) non-external ____ZN40IOServiceStateNotificationDispatchSource11Cancel_ImplEU13block_pointerFvvE_block_invoke
00000001dd92cc48 (__TEXT,__text) non-external ____ZN40IOServiceStateNotificationDispatchSource28SetEnableWithCompletion_ImplEbU13block_pointerFvvE_block_invoke
00000001dd93394c (__TEXT,__text) non-external ____ZN5OSSet5mergeEPK7OSArray_block_invoke
00000001dd933340 (__TEXT,__text) non-external ____ZN7OSArray5mergeEPKS__block_invoke
00000001dd92a4f4 (__TEXT,__text) non-external ____ZN8OSAction6CancelEU13block_pointerFvvE_block_invoke
00000001dd92fdb0 (__TEXT,__text) non-external ____ZN8OSString4freeEv_block_invoke
00000001dd92b228 (__TEXT,__text) non-external ____ZN9IOService9Stop_ImplEPS__block_invoke
00000001dd932d4c (__TEXT,__text) non-external ____ZNK12OSDictionary14iterateObjectsEU13block_pointerFbP8OSObjectE_block_invoke
00000001dd932c30 (__TEXT,__text) non-external ____ZNK12OSDictionary9isEqualToEPKS_PK12OSCollection_block_invoke
00000001dd932ad0 (__TEXT,__text) non-external ____ZNK12OSDictionary9isEqualToEPKS__block_invoke
00000001dd9335c0 (__TEXT,__text) non-external ____ZNK7OSArray20getNextIndexOfObjectEPK15OSMetaClassBasej_block_invoke
00000001dd933390 (__TEXT,__text) non-external ____ZNK7OSArray9isEqualToEPKS__block_invoke
00000001dd953960 (__TEXT,__text) external ___assert_rtn
00000001e13b4080 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00000001e13b41a0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00000001ed5b5360 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp
00000001ed5b68e0 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp
00000001ed5b6d68 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp
00000001ed5b6910 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.1
00000001ed5b54e0 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.101
00000001ed5b5510 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.104
00000001ed5b5540 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.108
00000001e13b4100 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.117
00000001e13b4120 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.118
00000001ed5b5570 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.121
00000001ed5b55a0 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.122
00000001ed5b55d0 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.126
00000001e13b4140 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.137
00000001ed5b5600 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.153
00000001e13b4160 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.154
00000001ed5b5630 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.158
00000001e13b41c0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.16
00000001ed5b5660 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.161
00000001e13b4220 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.165
00000001ed5b6790 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.169
00000001ed5b67c0 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.174
00000001e13b4240 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.176
00000001ed5b67f0 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.180
00000001ed5b6820 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.186
00000001ed5b6850 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.189
00000001ed5b6880 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.193
00000001e13b4180 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.195
00000001ed5b68b0 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.196
00000001ed5b5b00 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.215
00000001ed5b5bc0 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.22
00000001ed5b5b30 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.220
00000001ed5b5b60 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.224
00000001e13b42c8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.23
00000001ed5b5b90 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.246
00000001ed5b5bf0 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.26
00000001e13b41e0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.32
00000001e13b4200 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.33
00000001ed5b5c20 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.40
00000001ed5b5c50 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.46
00000001ed5b5c80 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.55
00000001ed5b5cb0 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.58
00000001ed5b5ce0 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.61
00000001ed5b5d10 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.64
00000001ed5b5d40 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.67
00000001ed5b5390 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.70
00000001ed5b5d70 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.70
00000001ed5b53c0 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.73
00000001ed5b5da0 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.73
00000001ed5b53f0 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.76
00000001ed5b5dd0 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.76
00000001ed5b5420 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.79
00000001e13b40a0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.86
00000001e13b40c0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.87
00000001e13b40e0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.88
00000001ed5b5450 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.92
00000001ed5b5480 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.95
00000001ed5b54b0 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.98
00000001ed5b5340 (__AUTH_CONST,__const) non-external ___block_literal_global
00000001ed5b5ae0 (__AUTH_CONST,__const) non-external ___block_literal_global
00000001ed5b6a90 (__AUTH_CONST,__const) non-external ___block_literal_global
                 (undefined) external ___chkstk_darwin (from libSystem)
00000001dd927278 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32b
00000001dd927f10 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32b40r
00000001dd941e60 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32c33_ZTS11OSSharedPtrI12OSDictionaryE
00000001dd92a1b4 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32r
00000001dd9252fc (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32r40c28_ZTS11OSSharedPtrI8OSActionE
00000001dd926f04 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32r40r
00000001dd93d7c8 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32r40r48r
00000001dd93dc38 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32r40r48r56r64r
                 (undefined) external ___cxa_pure_virtual (from libc++)
00000001dd927288 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32b
00000001dd927f60 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32b40r
00000001dd941e98 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32c33_ZTS11OSSharedPtrI12OSDictionaryE
00000001dd92a1c4 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32r
00000001dd925378 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32r40c28_ZTS11OSSharedPtrI8OSActionE
00000001dd926f54 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32r40r
00000001dd93d828 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32r40r48r
00000001dd93dcb8 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32r40r48r56r64r
                 (undefined) external ___error (from libSystem)
                 (undefined) external ___memcpy_chk (from libSystem)
                 (undefined) external ___stack_chk_fail (from libSystem)
                 (undefined) external ___stack_chk_guard (from libSystem)
                 (undefined) external ___stderrp (from libSystem)
                 (undefined) external __dispatch_queue_attr_concurrent (from libSystem)
                 (undefined) external __dispatch_source_type_timer (from libSystem)
                 (undefined) external __dyld_get_image_header (from libSystem)
                 (undefined) external __dyld_get_image_name (from libSystem)
                 (undefined) external __dyld_image_count (from libSystem)
                 (undefined) external __os_log_default (from libSystem)
                 (undefined) external __os_log_impl (from libSystem)
                 (undefined) external _abort (from libSystem)
00000001dd922a40 (__TEXT,__text) external _absolutetime_to_continuoustime
00000001dd922858 (__TEXT,__text) external _absolutetime_to_nanoseconds
00000001dd953858 (__TEXT,__text) non-external _absolutetime_to_nanoseconds.cold.1
00000001dd953884 (__TEXT,__text) non-external _absolutetime_to_nanoseconds.cold.2
00000001dd9427d8 (__TEXT,__text) external _aes_decrypt
00000001dd942d44 (__TEXT,__text) external _aes_decrypt_aad_gcm
00000001dd9426fc (__TEXT,__text) external _aes_decrypt_cbc
00000001dd942e1c (__TEXT,__text) external _aes_decrypt_finalize_gcm
00000001dd942dac (__TEXT,__text) external _aes_decrypt_gcm
00000001dd942ec0 (__TEXT,__text) external _aes_decrypt_get_ctx_size_gcm
00000001dd942cf0 (__TEXT,__text) external _aes_decrypt_inc_iv_gcm
00000001dd94269c (__TEXT,__text) external _aes_decrypt_key
00000001dd956718 (__TEXT,__text) non-external _aes_decrypt_key.cold.1
00000001dd9427f8 (__TEXT,__text) external _aes_decrypt_key128
00000001dd942810 (__TEXT,__text) external _aes_decrypt_key256
00000001dd942b50 (__TEXT,__text) external _aes_decrypt_key_gcm
00000001dd942bb8 (__TEXT,__text) external _aes_decrypt_key_with_iv_gcm
00000001dd942ca4 (__TEXT,__text) external _aes_decrypt_reset_gcm
00000001dd942c28 (__TEXT,__text) external _aes_decrypt_set_iv_gcm
00000001dd942688 (__TEXT,__text) external _aes_encrypt
00000001dd9429fc (__TEXT,__text) external _aes_encrypt_aad_gcm
00000001dd9425ac (__TEXT,__text) external _aes_encrypt_cbc
00000001dd942ad4 (__TEXT,__text) external _aes_encrypt_finalize_gcm
00000001dd942a64 (__TEXT,__text) external _aes_encrypt_gcm
00000001dd942e98 (__TEXT,__text) external _aes_encrypt_get_ctx_size_gcm
00000001dd9429a8 (__TEXT,__text) external _aes_encrypt_inc_iv_gcm
00000001dd94254c (__TEXT,__text) external _aes_encrypt_key
00000001dd9566f0 (__TEXT,__text) non-external _aes_encrypt_key.cold.1
00000001dd9427ec (__TEXT,__text) external _aes_encrypt_key128
00000001dd942804 (__TEXT,__text) external _aes_encrypt_key256
00000001dd94281c (__TEXT,__text) external _aes_encrypt_key_gcm
00000001dd942884 (__TEXT,__text) external _aes_encrypt_key_with_iv_gcm
00000001dd94295c (__TEXT,__text) external _aes_encrypt_reset_gcm
00000001dd9428f4 (__TEXT,__text) external _aes_encrypt_set_iv_gcm
                 (undefined) external _arc4random_buf (from libSystem)
                 (undefined) external _bzero (from libSystem)
                 (undefined) external _ccaes_cbc_decrypt_mode (from libSystem)
                 (undefined) external _ccaes_cbc_encrypt_mode (from libSystem)
                 (undefined) external _ccaes_gcm_decrypt_mode (from libSystem)
                 (undefined) external _ccaes_gcm_encrypt_mode (from libSystem)
                 (undefined) external _cccbc_init (from libSystem)
                 (undefined) external _cccbc_set_iv (from libSystem)
                 (undefined) external _cccbc_update (from libSystem)
                 (undefined) external _ccdigest_init (from libSystem)
                 (undefined) external _ccdigest_update (from libSystem)
                 (undefined) external _ccgcm_aad (from libSystem)
                 (undefined) external _ccgcm_finalize (from libSystem)
                 (undefined) external _ccgcm_inc_iv (from libSystem)
                 (undefined) external _ccgcm_init (from libSystem)
                 (undefined) external _ccgcm_init_with_iv (from libSystem)
                 (undefined) external _ccgcm_reset (from libSystem)
                 (undefined) external _ccgcm_set_iv (from libSystem)
                 (undefined) external _ccgcm_update (from libSystem)
                 (undefined) external _ccmd5_di (from libSystem)
                 (undefined) external _ccsha1_di (from libSystem)
                 (undefined) external _ccsha256_di (from libSystem)
                 (undefined) external _ccsha384_di (from libSystem)
                 (undefined) external _ccsha512_di (from libSystem)
00000001dd922928 (__TEXT,__text) external _clock_get_calendar_microtime
00000001dd9538dc (__TEXT,__text) non-external _clock_get_calendar_microtime.cold.1
00000001dd9228dc (__TEXT,__text) external _clock_get_calendar_nanotime
00000001dd9538b0 (__TEXT,__text) non-external _clock_get_calendar_nanotime.cold.1
00000001dd922990 (__TEXT,__text) external _clock_get_system_nanotime
00000001dd953908 (__TEXT,__text) non-external _clock_get_system_nanotime.cold.1
                 (undefined) external _clock_gettime (from libSystem)
                 (undefined) external _clock_gettime_nsec_np (from libSystem)
00000001dd9229dc (__TEXT,__text) external _clock_interval_to_deadline
                 (undefined) external _close (from libSystem)
00000001dd922a28 (__TEXT,__text) external _continuoustime_to_absolutetime
00000001dd921dcc (__TEXT,__text) external _crc32
                 (undefined) external _csops (from libSystem)
                 (undefined) external _dispatch_activate (from libSystem)
                 (undefined) external _dispatch_async (from libSystem)
                 (undefined) external _dispatch_async_f (from libSystem)
                 (undefined) external _dispatch_get_specific (from libSystem)
                 (undefined) external _dispatch_group_async (from libSystem)
                 (undefined) external _dispatch_group_create (from libSystem)
                 (undefined) external _dispatch_group_wait (from libSystem)
                 (undefined) external _dispatch_mach_cancel (from libSystem)
                 (undefined) external _dispatch_mach_connect (from libSystem)
                 (undefined) external _dispatch_mach_create_f (from libSystem)
                 (undefined) external _dispatch_mach_msg_get_msg (from libSystem)
                 (undefined) external _dispatch_main (from libSystem)
                 (undefined) external _dispatch_once (from libSystem)
                 (undefined) external _dispatch_queue_create (from libSystem)
                 (undefined) external _dispatch_queue_create_with_target$V2 (from libSystem)
                 (undefined) external _dispatch_queue_get_label (from libSystem)
                 (undefined) external _dispatch_queue_set_specific (from libSystem)
                 (undefined) external _dispatch_release (from libSystem)
                 (undefined) external _dispatch_resume (from libSystem)
                 (undefined) external _dispatch_source_cancel (from libSystem)
                 (undefined) external _dispatch_source_create (from libSystem)
                 (undefined) external _dispatch_source_set_cancel_handler (from libSystem)
                 (undefined) external _dispatch_source_set_event_handler (from libSystem)
                 (undefined) external _dispatch_source_set_timer (from libSystem)
                 (undefined) external _dispatch_sync (from libSystem)
                 (undefined) external _dispatch_workloop_create_inactive (from libSystem)
                 (undefined) external _dispatch_workloop_set_scheduler_priority (from libSystem)
                 (undefined) external _dladdr (from libSystem)
                 (undefined) external _dlclose (from libSystem)
                 (undefined) external _dlerror (from libSystem)
                 (undefined) external _dlopen (from libSystem)
                 (undefined) external _dyld_get_program_sdk_version (from libSystem)
                 (undefined) external _exit (from libSystem)
                 (undefined) external _fprintf (from libSystem)
                 (undefined) external _free (from libSystem)
                 (undefined) external _fstat (from libSystem)
00000001e51d0bd0 (__DATA,__crash_info) non-external (was a private external) _gCRAnnotations
00000001e51d0f28 (__DATA,__common) external _gIOBufferMemoryDescriptorMetaClass
00000001e13b4508 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOBufferMemoryDescriptor_Declaration
00000001e51d0f30 (__DATA,__common) external _gIOCommandMetaClass
00000001e51d0f38 (__DATA,__common) external _gIOCommandPoolMetaClass
00000001e13b4518 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOCommandPool_Declaration
00000001e13b4510 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOCommand_Declaration
00000001e51d0c10 (__DATA,__common) external _gIODKDebug
00000001e51d0f40 (__DATA,__common) external _gIODMACommandMetaClass
00000001e13b4520 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIODMACommand_Declaration
00000001e51d0f48 (__DATA,__common) external _gIODataQueueDispatchSourceMetaClass
00000001e13b4528 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIODataQueueDispatchSource_Declaration
00000001e51d0f50 (__DATA,__common) external _gIODispatchQueueMetaClass
00000001e13b4530 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIODispatchQueue_Declaration
00000001e51d0f58 (__DATA,__common) external _gIODispatchSourceMetaClass
00000001e13b4538 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIODispatchSource_Declaration
00000001e51d0f60 (__DATA,__common) external _gIOEventLinkMetaClass
00000001e13b4540 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOEventLink_Declaration
00000001e51d0f68 (__DATA,__common) external _gIOExtensiblePaniclogMetaClass
00000001e13b4548 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOExtensiblePaniclog_Declaration
00000001e51d0fa0 (__DATA,__common) external _gIOHistogramReporterMetaClass
00000001e13b4580 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOHistogramReporter_Declaration
00000001e51d0f70 (__DATA,__common) external _gIOInterruptDispatchSourceMetaClass
00000001e13b4550 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOInterruptDispatchSource_Declaration
00000001e51d0f78 (__DATA,__common) external _gIOMemoryDescriptorMetaClass
00000001e13b4558 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOMemoryDescriptor_Declaration
00000001e51d0f80 (__DATA,__common) external _gIOMemoryMapMetaClass
00000001e13b4560 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOMemoryMap_Declaration
00000001e51d0fa8 (__DATA,__common) external _gIOReportLegendMetaClass
00000001e13b4588 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOReportLegend_Declaration
00000001e51d0f88 (__DATA,__common) external _gIOReporterMetaClass
00000001e13b4568 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOReporter_Declaration
00000001e51d0fb0 (__DATA,__common) external _gIOServiceMetaClass
00000001e51d0fb8 (__DATA,__common) external _gIOServiceNotificationDispatchSourceMetaClass
00000001e13b4598 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOServiceNotificationDispatchSource_Declaration
00000001e51d0fc0 (__DATA,__common) external _gIOServiceStateNotificationDispatchSourceMetaClass
00000001e13b45a0 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOServiceStateNotificationDispatchSource_Declaration
00000001e13b4590 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOService_Declaration
00000001e51d0f90 (__DATA,__common) external _gIOSimpleReporterMetaClass
00000001e13b4570 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOSimpleReporter_Declaration
00000001e51d0f98 (__DATA,__common) external _gIOStateReporterMetaClass
00000001e13b4578 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOStateReporter_Declaration
00000001e51d1078 (__DATA,__common) external _gIOThreadMetaClass
00000001e13b4658 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOThread_Declaration
00000001e51d0fc8 (__DATA,__common) external _gIOTimerDispatchSourceMetaClass
00000001e13b45a8 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOTimerDispatchSource_Declaration
00000001e51d0fd0 (__DATA,__common) external _gIOUserClientMetaClass
00000001e13b45b0 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOUserClient_Declaration
00000001e51d0fe0 (__DATA,__common) external _gIOUserServerMetaClass
00000001e13b45c0 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOUserServer_Declaration
00000001e51d0fe8 (__DATA,__common) external _gIOWorkGroupMetaClass
00000001e13b45c8 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOWorkGroup_Declaration
00000001e51d0ff0 (__DATA,__common) external _gOSActionMetaClass
00000001e13b45d0 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gOSAction_Declaration
00000001e51d0fd8 (__DATA,__common) external _gOSAction_IOUserClient_KernelCompletionMetaClass
00000001e13b45b8 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gOSAction_IOUserClient_KernelCompletion_Declaration
00000001e51d1070 (__DATA,__common) external _gOSAction__IOBlockStorageDevice_KernelCompletionMetaClass
00000001e13b4650 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gOSAction__IOBlockStorageDevice_KernelCompletion_Declaration
00000001e51d0ff8 (__DATA,__common) external _gOSArrayMetaClass
00000001e13b45d8 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gOSArray_Declaration
00000001e51d1000 (__DATA,__common) external _gOSBooleanMetaClass
00000001e13b45e0 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gOSBoolean_Declaration
00000001e51d1008 (__DATA,__common) external _gOSBundleMetaClass
00000001e13b45e8 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gOSBundle_Declaration
00000001e51d1010 (__DATA,__common) external _gOSCollectionMetaClass
00000001e13b45f0 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gOSCollection_Declaration
00000001e51d1018 (__DATA,__common) external _gOSContainerMetaClass
00000001e13b45f8 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gOSContainer_Declaration
00000001e51d1020 (__DATA,__common) external _gOSDataMetaClass
00000001e13b4600 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gOSData_Declaration
00000001e51d1028 (__DATA,__common) external _gOSDictionaryMetaClass
