00007ff801eda83c (__TEXT,__text) external _NSAddImage
00007ff801efd3d6 (__TEXT,__text) non-external ____ZNK6mach_o16NListSymbolTable21forEachExportedSymbolEU13block_pointerFvRKNS_6SymbolEjRbE_block_invoke.1
00007ff801f00090 (__TEXT,__text) non-external ____ZNK6mach_o5Image12segmentCountEv_block_invoke
00007ff801eff56d (__TEXT,__text) non-external ____ZNK6mach_o5Image17validInitializersERKNS_6PolicyE_block_invoke
00007ff801eff5e3 (__TEXT,__text) non-external ____ZNK6mach_o5Image17validInitializersERKNS_6PolicyE_block_invoke.49
00007ff801eff704 (__TEXT,__text) non-external ____ZNK6mach_o5Image17validInitializersERKNS_6PolicyE_block_invoke.53
00007ff801effae8 (__TEXT,__text) non-external ____ZNK6mach_o5Image17validInitializersERKNS_6PolicyE_block_invoke.61
00007ff801efee55 (__TEXT,__text) non-external ____ZNK6mach_o5Image22validStructureLinkeditERKNS_6PolicyE_block_invoke
00007ff801eff46f (__TEXT,__text) non-external ____ZNK6mach_o5Image22validStructureLinkeditERKNS_6PolicyE_block_invoke.30
00007ff801eff4a6 (__TEXT,__text) non-external ____ZNK6mach_o5Image22validStructureLinkeditERKNS_6PolicyE_block_invoke.33
00007ff801eff4c0 (__TEXT,__text) non-external ____ZNK6mach_o5Image22validStructureLinkeditERKNS_6PolicyE_block_invoke.35
00007ff801f000d7 (__TEXT,__text) non-external ____ZNK6mach_o5Image7segmentEj_block_invoke
00007ff801ef7cf7 (__TEXT,__text) non-external ____ZNK6mach_o6Header12forEachRPathEU13block_pointerFvPKcRbE_block_invoke
00007ff801ef6cdd (__TEXT,__text) non-external ____ZNK6mach_o6Header13sourceVersionERNS_9Version64E_block_invoke
00007ff801ef7985 (__TEXT,__text) non-external ____ZNK6mach_o6Header14forEachSectionEU13block_pointerFvRKNS0_11SectionInfoERbE_block_invoke
00007ff801ef7869 (__TEXT,__text) non-external ____ZNK6mach_o6Header14forEachSegmentEU13block_pointerFvRKNS0_11SegmentInfoERbE_block_invoke
00007ff801ef67a0 (__TEXT,__text) non-external ____ZNK6mach_o6Header14hasLoadCommandEj_block_invoke
00007ff801ef742d (__TEXT,__text) non-external ____ZNK6mach_o6Header15hasSplitSegInfoERb_block_invoke
00007ff801ef695e (__TEXT,__text) non-external ____ZNK6mach_o6Header16builtForPlatformENS_8PlatformEb_block_invoke
00007ff801ef735a (__TEXT,__text) non-external ____ZNK6mach_o6Header16hasCodeSignatureERjS1__block_invoke
00007ff801ef70f5 (__TEXT,__text) non-external ____ZNK6mach_o6Header16linkedDylibCountEPb_block_invoke
00007ff801ef7167 (__TEXT,__text) non-external ____ZNK6mach_o6Header18forEachLinkedDylibEU13block_pointerFvPKcNS_21LinkedDylibAttributesENS_9Version32ES4_bRbE_block_invoke
00007ff801ef644a (__TEXT,__text) non-external ____ZNK6mach_o6Header18validSemanticsMainERKNS_6PolicyE_block_invoke
00007ff801ef5669 (__TEXT,__text) non-external ____ZNK6mach_o6Header18validSemanticsUUIDERKNS_6PolicyE_block_invoke
00007ff801ef6b22 (__TEXT,__text) non-external ____ZNK6mach_o6Header19getDylibInstallNameEPPKcPNS_9Version32ES5__block_invoke
00007ff801ef6dce (__TEXT,__text) non-external ____ZNK6mach_o6Header19linkedDylibLoadPathEj_block_invoke
00007ff801ef3b69 (__TEXT,__text) non-external ____ZNK6mach_o6Header19platformAndVersionsEv_block_invoke
00007ff801f012e6 (__TEXT,__text) non-external ____ZNK6mach_o6Header19platformAndVersionsEv_block_invoke.cold.1
00007ff801ef586e (__TEXT,__text) non-external ____ZNK6mach_o6Header19validSemanticsRPathERKNS_6PolicyE_block_invoke
00007ff801ef780c (__TEXT,__text) non-external ____ZNK6mach_o6Header20preferredLoadAddressEv_block_invoke
00007ff801ef3d90 (__TEXT,__text) non-external ____ZNK6mach_o6Header22validSemanticsPlatformEv_block_invoke
00007ff801ef59b2 (__TEXT,__text) non-external ____ZNK6mach_o6Header22validSemanticsSegmentsERKNS_6PolicyEy_block_invoke
00007ff801ef7bff (__TEXT,__text) non-external ____ZNK6mach_o6Header23zerofillExpansionAmountEv_block_invoke
00007ff801ef5686 (__TEXT,__text) non-external ____ZNK6mach_o6Header25validSemanticsInstallNameERKNS_6PolicyE_block_invoke
00007ff801ef67c9 (__TEXT,__text) non-external ____ZNK6mach_o6Header26forEachPlatformLoadCommandEU13block_pointerFvNS_8PlatformENS_9Version32ES2_E_block_invoke
00007ff801ef56b6 (__TEXT,__text) non-external ____ZNK6mach_o6Header26validSemanticsLinkedDylibsERKNS_6PolicyE_block_invoke
00007ff801ef4fad (__TEXT,__text) non-external ____ZNK6mach_o6Header26validStructureLoadCommandsEy_block_invoke
00007ff801ef670f (__TEXT,__text) non-external ____ZNK6mach_o6Header27validSemanticsLinkerOptionsERKNS_6PolicyE_block_invoke
00007ff801ef6c1c (__TEXT,__text) non-external ____ZNK6mach_o6Header7getUuidEPh_block_invoke
00007ff801eea3bc (__TEXT,__text) non-external ____ZZN5dyld45Atlas15ProcessSnapshot12forEachImageEU13block_pointerFvPNS0_5ImageEEENK3$_0clEv_block_invoke
00007ff801eea3ce (__TEXT,__text) non-external ____ZZN5dyld45Atlas15ProcessSnapshot17forEachImageNotInERKS1_U13block_pointerFvPNS0_5ImageEEENK3$_0clEv_block_invoke
00007ff801ee9b6a (__TEXT,__text) non-external ____ZZN5dyld45Atlas7Process19handleNotificationsEvENK3$_0clEPNS0_15ProcessSnapshotE_block_invoke
00007ff801ee9dae (__TEXT,__text) non-external ____ZZN5dyld45Atlas7Process19handleNotificationsEvENK3$_0clEPNS0_15ProcessSnapshotE_block_invoke_2
00007ff801ee9dc7 (__TEXT,__text) non-external ____ZZN5dyld45Atlas7Process19handleNotificationsEvENK3$_1clEPNS0_15ProcessSnapshotE_block_invoke
00007ff801eea00b (__TEXT,__text) non-external ____ZZN5dyld45Atlas7Process19handleNotificationsEvENK3$_1clEPNS0_15ProcessSnapshotE_block_invoke_2
                 (undefined) weak external ____chkstk_darwin (from libsystem_pthread)
00007ff801edca95 (__TEXT,__text) non-external ____dyld_process_info_create_block_invoke
                 (undefined) external ___assert_rtn (from libsystem_c)
00007ff84008f890 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00007ff84008fa70 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00007ff84008fcc0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00007ff84008fd40 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00007ff84008ffa0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00007ff840090110 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00007ff8400901e0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00007ff840090550 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00007ff840091868 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00007ff8400921c0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00007ff840092280 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00007ff8400922b0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00007ff840092340 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00007ff8400917d8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.1
00007ff8400907c0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.102
00007ff8400907f0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.103
00007ff840090820 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.104
00007ff840090850 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.105
00007ff840090880 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.107
00007ff8400908b0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.109
00007ff84008fe00 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.11
00007ff8400908e0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.119
00007ff84008f930 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.12
00007ff840090910 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.122
00007ff84008f950 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.13
00007ff84008fe30 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.13
00007ff840091808 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.13
00007ff84008ffe0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.14
00007ff840090240 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.14
00007ff84008fe60 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.15
00007ff840090010 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.15
00007ff840090270 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.15
00007ff840091838 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.15
00007ff840090040 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.16
00007ff840090140 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.16
00007ff8400902a0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.16
00007ff8400921f0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.16
00007ff84008fb40 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.17
00007ff8400902d0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.17
00007ff84008fe90 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.18
00007ff840090070 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.18
00007ff84008fed0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.19
00007ff84008f8b0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.2
00007ff8400922e0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.2
00007ff84008ff00 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.21
00007ff8400900a0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.21
00007ff8400900d0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.22
00007ff84008fb70 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.23
00007ff84008ff40 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.23
00007ff840090580 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.23
00007ff84008fba0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.25
00007ff84008ff70 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.26
00007ff8400909a0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.279
00007ff840092230 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.28
00007ff8400909d0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.287
00007ff840090a00 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.289
00007ff84008fbd0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.29
00007ff840090a30 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.294
00007ff84008faa0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.3
00007ff84008fce0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.3
00007ff8400901a0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.30
00007ff840090a60 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.306
00007ff84008fc00 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.31
00007ff84008fc30 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.32
00007ff840092370 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.32
00007ff84008fc60 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.34
00007ff8400923a0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.34
00007ff84008fc90 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.35
00007ff8400923d0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.37
00007ff840090170 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.38
00007ff84008fd70 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.4
00007ff840090300 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.43
00007ff840090320 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.47
00007ff840092400 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.47
00007ff840090340 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.48
00007ff8400905b0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.48
00007ff8400905e0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.49
00007ff84008fad0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.5
00007ff84008fd00 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.5
00007ff840090610 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.52
00007ff840092430 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.52
00007ff840090360 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.53
00007ff840090390 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.54
00007ff8400903c0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.55
00007ff8400903f0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.57
00007ff840090410 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.58
00007ff840090640 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.58
00007ff84008fd20 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.6
00007ff84008fda0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.6
00007ff840090210 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.6
00007ff840092460 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.60
00007ff840090670 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.62
00007ff840092490 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.66
00007ff8400906a0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.67
00007ff8400924c0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.67
00007ff8400924e0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.68
00007ff840092510 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.69
00007ff840092310 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.7
00007ff840092530 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.70
00007ff840092550 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.71
00007ff840092570 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.72
00007ff840092590 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.73
00007ff840090450 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.74
00007ff840090470 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.75
00007ff840090490 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.76
00007ff8400925b0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.76
00007ff8400904b0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.77
00007ff8400925d0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.77
00007ff8400925f0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.79
00007ff84008f8e0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.8
00007ff84008fdd0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.8
00007ff8400904d0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.80
00007ff840092610 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.80
00007ff8400906d0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.81
00007ff840092630 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.81
00007ff840092650 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.82
00007ff8400904f0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.83
00007ff840092670 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.83
00007ff840090700 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.86
00007ff8400926a0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.86
00007ff84008f900 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.9
00007ff840090730 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.93
00007ff840090760 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.94
00007ff840090790 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.96
00007ff84008f970 (__DATA_CONST,__const) non-external ___block_literal_global
00007ff84008feb0 (__DATA_CONST,__const) non-external ___block_literal_global
00007ff84008ffc0 (__DATA_CONST,__const) non-external ___block_literal_global
00007ff8400901c0 (__DATA_CONST,__const) non-external ___block_literal_global
00007ff840090430 (__DATA_CONST,__const) non-external ___block_literal_global
00007ff840092210 (__DATA_CONST,__const) non-external ___block_literal_global
00007ff84008ff20 (__DATA_CONST,__const) non-external ___block_literal_global.22
00007ff8400900f0 (__DATA_CONST,__const) non-external ___block_literal_global.23
                 (undefined) external ___bzero (from libsystem_platform)
00007ff801ed9cb0 (__TEXT,__text) non-external (was a private external) ___chkstk_darwin
00007ff801edf0b0 (__TEXT,__text) non-external (was a private external) ___chkstk_darwin_llvm_probe
00007ff801ef8ca8 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32b
00007ff801ee1cf9 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32b40b48r
00007ff801ee17d4 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32b40r
00007ff801ee46b0 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32b40r48r
00007ff801edb5d6 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32b40rc
00007ff801ee22c4 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32r
00007ff801ef6985 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32r40c22_ZTSN6mach_o8PlatformE
00007ff801edc546 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32r40r
00007ff801ee2428 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32r40r48r
00007ff801efd47c (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32r40r48r56r64r
00007ff801edf936 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32r40r48r80c22_ZTSN6mach_o8PlatformE
00007ff801ef6286 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32r40r48rc56r64rc
00007ff801eff6cc (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32r40rc
00007ff801ee399c (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32r40rc48r
00007ff801ef65e3 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32r40rc48r56r
00007ff801eff32c (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32r40rc48r56r64r72r80r88r96r
00007ff801ee1d7c (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32rc
00007ff801effab0 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32rc40r
00007ff801ef3e66 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32rc40rc
                 (undefined) external ___cxa_atexit (from libsystem_c)
                 (undefined) external ___cxa_finalize_ranges (from libsystem_c)
00007ff801ef69d0 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32b
00007ff801ee1d43 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32b40b48r
00007ff801ee180c (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32b40r
00007ff801ee24ac (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32b40r48r
00007ff801efc120 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32r
00007ff801ef69b8 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32r40
00007ff801edc57e (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32r40r
00007ff801ee2472 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32r40r48r
00007ff801ee23df (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32r40r48r56r
00007ff801ef62f4 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32r40r48r56r64r
00007ff801eff3e2 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32r40r48r56r64r72r80r88r96r
00007ff801edf98d (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32r40r48r80
00007ff801ee0c3c (__TEXT,__text) non-external ___dyld_for_each_installed_shared_cache_block_invoke
00007ff801ee0b86 (__TEXT,__text) non-external ___dyld_for_each_installed_shared_cache_with_system_path_block_invoke
00007ff801ee1392 (__TEXT,__text) non-external ___dyld_image_local_nlist_content_4Symbolication_block_invoke
00007ff801ee0825 (__TEXT,__text) non-external ___dyld_process_snapshot_for_each_image_block_invoke
00007ff801ee0ac1 (__TEXT,__text) non-external ___dyld_shared_cache_for_each_image_block_invoke
                 (undefined) external ___error (from libsystem_kernel)
00007ff801edff39 (__TEXT,__text) non-external ___macho_for_each_defined_rpath_block_invoke
00007ff801edff48 (__TEXT,__text) non-external ___macho_for_each_defined_rpath_block_invoke.7
00007ff801edf332 (__TEXT,__text) non-external ___macho_for_each_slice_in_fd_block_invoke
00007ff8438d9bc8 (__DATA_DIRTY,__common) external ___progname
                 (undefined) external ___stack_chk_fail (from libsystem_c)
                 (undefined) external ___stack_chk_guard (from libsystem_c)
                 (undefined) external ___stderrp (from libsystem_c)
                 (undefined) external ___stdoutp (from libsystem_c)
                 (undefined) external __dispatch_source_type_mach_recv (from libdispatch)
00007ff801eda875 (__TEXT,__text) external __dyld_all_twolevel_modules_prebound
00007ff801eda3f6 (__TEXT,__text) external __dyld_atfork_parent
00007ff801eda3e1 (__TEXT,__text) external __dyld_atfork_prepare
00007ff801eda889 (__TEXT,__text) external __dyld_bind_fully_image_containing_address
00007ff801edaceb (__TEXT,__text) external __dyld_dlopen_atfork_child
00007ff801edacd6 (__TEXT,__text) external __dyld_dlopen_atfork_parent
00007ff801edacc1 (__TEXT,__text) external __dyld_dlopen_atfork_prepare
00007ff801edae6b (__TEXT,__text) external __dyld_dlsym_blocked
00007ff801edabc6 (__TEXT,__text) external __dyld_find_foreign_type_protocol_conformance
00007ff801edac9d (__TEXT,__text) external __dyld_find_foreign_type_protocol_conformance_on_disk
00007ff801edaecb (__TEXT,__text) external __dyld_find_pointer_hash_table_entry
00007ff801edaba5 (__TEXT,__text) external __dyld_find_protocol_conformance
00007ff801edac79 (__TEXT,__text) external __dyld_find_protocol_conformance_on_disk
00007ff801eda325 (__TEXT,__text) external __dyld_find_unwind_sections
00007ff801ed9f28 (__TEXT,__text) external __dyld_for_each_objc_class
00007ff801ed9d45 (__TEXT,__text) external __dyld_for_each_objc_protocol
00007ff801edaf70 (__TEXT,__text) external __dyld_for_each_prewarming_range
00007ff801edae56 (__TEXT,__text) external __dyld_for_objc_header_opt_ro
00007ff801edae41 (__TEXT,__text) external __dyld_for_objc_header_opt_rw
00007ff801eda5e3 (__TEXT,__text) external __dyld_fork_child
00007ff801edabfc (__TEXT,__text) external __dyld_get_dlopen_image_header
00007ff801ed9e97 (__TEXT,__text) external __dyld_get_image_header
00007ff801eda912 (__TEXT,__text) external __dyld_get_image_header_containing_address
00007ff801ed9e80 (__TEXT,__text) external __dyld_get_image_name
00007ff801eda02b (__TEXT,__text) external __dyld_get_image_slide
00007ff801eda3c3 (__TEXT,__text) external __dyld_get_image_uuid
00007ff801eda40b (__TEXT,__text) external __dyld_get_image_vmaddr_slide
00007ff801ed9ceb (__TEXT,__text) external __dyld_get_objc_selector
00007ff801edab4b (__TEXT,__text) external __dyld_get_prog_image_header
00007ff801ed9cd0 (__TEXT,__text) external __dyld_get_shared_cache_range
00007ff801ed9ec3 (__TEXT,__text) external __dyld_get_shared_cache_uuid
00007ff801edae9b (__TEXT,__text) external __dyld_get_swift_prespecialized_data
00007ff801edaabd (__TEXT,__text) external __dyld_has_fix_for_radar
00007ff801edac5e (__TEXT,__text) external __dyld_has_preoptimized_swift_protocol_conformances
00007ff801eda891 (__TEXT,__text) external __dyld_image_containing_address
00007ff801ed9e6e (__TEXT,__text) external __dyld_image_count
00007ff801eda046 (__TEXT,__text) external __dyld_images_for_addresses
00007ff801eda45f (__TEXT,__text) external __dyld_initializer
00007ff801ed9d99 (__TEXT,__text) external __dyld_is_memory_immutable
00007ff801edaaa0 (__TEXT,__text) external __dyld_is_objc_constant
00007ff801edae27 (__TEXT,__text) external __dyld_is_preoptimized_objc_image_loaded
00007ff801edaeb0 (__TEXT,__text) external __dyld_is_pseudodylib
00007ff801edaa8b (__TEXT,__text) external __dyld_launch_mode
00007ff801eda861 (__TEXT,__text) external __dyld_launched_prebound
00007ff801eda8ac (__TEXT,__text) external __dyld_lookup_and_bind
00007ff801eda8f1 (__TEXT,__text) external __dyld_lookup_and_bind_fully
00007ff801eda8cd (__TEXT,__text) external __dyld_lookup_and_bind_with_hint
00007ff801edad00 (__TEXT,__text) external __dyld_lookup_section_info
00007ff801edab7b (__TEXT,__text) external __dyld_objc_class_count
00007ff801ed9c8e (__TEXT,__text) external __dyld_objc_notify_register
00007ff801edac17 (__TEXT,__text) external __dyld_objc_register_callbacks
00007ff801edab90 (__TEXT,__text) external __dyld_objc_uses_large_shared_cache
00007ff801eda859 (__TEXT,__text) external __dyld_present
00007ff801edc8e1 (__TEXT,__text) external __dyld_process_info_create
00007ff801edd246 (__TEXT,__text) external __dyld_process_info_for_each_aot_image
00007ff801edd20d (__TEXT,__text) external __dyld_process_info_for_each_image
00007ff801edd27f (__TEXT,__text) external __dyld_process_info_for_each_segment
00007ff801edd135 (__TEXT,__text) external __dyld_process_info_get_aot_cache
00007ff801edd0f0 (__TEXT,__text) external __dyld_process_info_get_cache
00007ff801edd1a5 (__TEXT,__text) external __dyld_process_info_get_platform
00007ff801edd0ac (__TEXT,__text) external __dyld_process_info_get_state
00007ff801edef3f (__TEXT,__text) external __dyld_process_info_notify
00007ff801edeff3 (__TEXT,__text) external __dyld_process_info_notify_main
00007ff801edf085 (__TEXT,__text) external __dyld_process_info_notify_release
00007ff801edf058 (__TEXT,__text) external __dyld_process_info_notify_retain
00007ff801edd1d1 (__TEXT,__text) external __dyld_process_info_release
00007ff801edd179 (__TEXT,__text) external __dyld_process_info_retain
00007ff801edae0c (__TEXT,__text) external __dyld_pseudodylib_deregister
00007ff801edadcd (__TEXT,__text) external __dyld_pseudodylib_deregister_callbacks
00007ff801edade8 (__TEXT,__text) external __dyld_pseudodylib_register
00007ff801edad20 (__TEXT,__text) external __dyld_pseudodylib_register_callbacks
00007ff801edae80 (__TEXT,__text) external __dyld_register_dlsym_notifier
00007ff801edaa70 (__TEXT,__text) external __dyld_register_driverkit_main
00007ff801ed9d63 (__TEXT,__text) external __dyld_register_for_bulk_image_loads
00007ff801eda488 (__TEXT,__text) external __dyld_register_for_image_loads
00007ff801ed9ad0 (__TEXT,__text) external __dyld_register_func_for_add_image
00007ff801ed9ef9 (__TEXT,__text) external __dyld_register_func_for_remove_image
00007ff801edaaf3 (__TEXT,__text) external __dyld_shared_cache_contains_path
00007ff801edaa5b (__TEXT,__text) external __dyld_shared_cache_is_locally_built
00007ff801edaa46 (__TEXT,__text) external __dyld_shared_cache_optimized
00007ff801edaad8 (__TEXT,__text) external __dyld_shared_cache_real_path
00007ff843adfc30 (__DATA,__common) external __dyld_stack_bottom
00007ff801edaf52 (__TEXT,__text) external __dyld_stack_range
00007ff843adfc28 (__DATA,__common) external __dyld_stack_top
00007ff801edabe7 (__TEXT,__text) external __dyld_swift_optimizations_version
00007ff801edab60 (__TEXT,__text) external __dyld_visit_objc_classes
                 (undefined) external __simple_salloc (from libsystem_platform)
                 (undefined) external __simple_sfree (from libsystem_platform)
                 (undefined) external __simple_sresize (from libsystem_platform)
                 (undefined) external __simple_string (from libsystem_platform)
                 (undefined) external __simple_vsprintf (from libsystem_platform)
00007ff801eda376 (__TEXT,__text) external __tlv_atexit
00007ff801edaf8b (__TEXT,__text) external __tlv_bootstrap
00007ff801eda933 (__TEXT,__text) non-external (was a private external) __tlv_bootstrap_error
00007ff801eda422 (__TEXT,__text) external __tlv_exit
