00007ff800e96c90 (__TEXT,__text) external _APL_dgemm
00007ff800dbcbdb (__TEXT,__text) external _srotm
00007ff800edeea1 (__TEXT,__text) external _srotm$NEWLAPACK
00007ff800f3b7f4 (__TEXT,__text) external _srotm$NEWLAPACK$ILP64
00007ff800dbcbdb (__TEXT,__text) external _srotm_
00007ff800dbcbef (__TEXT,__text) external _srotmg
00007ff800edeec3 (__TEXT,__text) external _srotmg$NEWLAPACK
00007ff800f3b81a (__TEXT,__text) external _srotmg$NEWLAPACK$ILP64
00007ff800dbcbef (__TEXT,__text) external _srotmg_
00007ff800db9bb6 (__TEXT,__text) external _ssbmv
00007ff800e0195a (__TEXT,__text) external _ssbmv$NEWLAPACK
00007ff800f2d424 (__TEXT,__text) external _ssbmv$NEWLAPACK$ILP64
00007ff800db9bb6 (__TEXT,__text) external _ssbmv_
00007ff800dbcc03 (__TEXT,__text) external _sscal
00007ff800edeee5 (__TEXT,__text) external _sscal$NEWLAPACK
00007ff800f3b83c (__TEXT,__text) external _sscal$NEWLAPACK$ILP64
00007ff800dbcc03 (__TEXT,__text) external _sscal_
00007ff800db9c4b (__TEXT,__text) external _sspmv
00007ff800e01a80 (__TEXT,__text) external _sspmv$NEWLAPACK
00007ff800f2d546 (__TEXT,__text) external _sspmv$NEWLAPACK$ILP64
00007ff800db9c4b (__TEXT,__text) external _sspmv_
00007ff800dba417 (__TEXT,__text) external _sspr
00007ff800e01b7c (__TEXT,__text) external _sspr$NEWLAPACK
00007ff800f2d63e (__TEXT,__text) external _sspr$NEWLAPACK$ILP64
00007ff800dba47e (__TEXT,__text) external _sspr2
00007ff800e01c4c (__TEXT,__text) external _sspr2$NEWLAPACK
00007ff800f2d710 (__TEXT,__text) external _sspr2$NEWLAPACK$ILP64
00007ff800dba47e (__TEXT,__text) external _sspr2_
00007ff800dba417 (__TEXT,__text) external _sspr_
00007ff800dbcc1d (__TEXT,__text) external _sswap
00007ff800edef5d (__TEXT,__text) external _sswap$NEWLAPACK
00007ff800f3b8c4 (__TEXT,__text) external _sswap$NEWLAPACK$ILP64
00007ff800dbcc1d (__TEXT,__text) external _sswap_
00007ff800db7b59 (__TEXT,__text) external _ssymm
00007ff800e9ae03 (__TEXT,__text) external _ssymm$NEWLAPACK
00007ff800f35959 (__TEXT,__text) external _ssymm$NEWLAPACK$ILP64
00007ff800db7b59 (__TEXT,__text) external _ssymm_
00007ff800db9b2c (__TEXT,__text) external _ssymv
00007ff800e01d36 (__TEXT,__text) external _ssymv$NEWLAPACK
00007ff800f2d7f8 (__TEXT,__text) external _ssymv$NEWLAPACK$ILP64
00007ff800db9b2c (__TEXT,__text) external _ssymv_
00007ff800dba326 (__TEXT,__text) external _ssyr
00007ff800e01e46 (__TEXT,__text) external _ssyr$NEWLAPACK
00007ff800f2d902 (__TEXT,__text) external _ssyr$NEWLAPACK$ILP64
00007ff800dba396 (__TEXT,__text) external _ssyr2
00007ff800e01f22 (__TEXT,__text) external _ssyr2$NEWLAPACK
00007ff800f2d9e4 (__TEXT,__text) external _ssyr2$NEWLAPACK$ILP64
00007ff800dba396 (__TEXT,__text) external _ssyr2_
00007ff800db7fa8 (__TEXT,__text) external _ssyr2k
00007ff800e9b4e3 (__TEXT,__text) external _ssyr2k$NEWLAPACK
00007ff800f36029 (__TEXT,__text) external _ssyr2k$NEWLAPACK$ILP64
00007ff800db7fa8 (__TEXT,__text) external _ssyr2k_
00007ff800dba326 (__TEXT,__text) external _ssyr_
00007ff800db7ecb (__TEXT,__text) external _ssyrk
00007ff800e9b14f (__TEXT,__text) external _ssyrk$NEWLAPACK
00007ff800f35c99 (__TEXT,__text) external _ssyrk$NEWLAPACK$ILP64
00007ff800db7ecb (__TEXT,__text) external _ssyrk_
00007ff800db9dd4 (__TEXT,__text) external _stbmv
00007ff800e02020 (__TEXT,__text) external _stbmv$NEWLAPACK
00007ff800f2dade (__TEXT,__text) external _stbmv$NEWLAPACK$ILP64
00007ff800db9dd4 (__TEXT,__text) external _stbmv_
00007ff800dba0df (__TEXT,__text) external _stbsv
00007ff800e02472 (__TEXT,__text) external _stbsv$NEWLAPACK
00007ff800f2df2c (__TEXT,__text) external _stbsv$NEWLAPACK$ILP64
00007ff800dba0df (__TEXT,__text) external _stbsv_
00007ff800db9ee0 (__TEXT,__text) external _stpmv
00007ff800e028c4 (__TEXT,__text) external _stpmv$NEWLAPACK
00007ff800f2e37a (__TEXT,__text) external _stpmv$NEWLAPACK$ILP64
00007ff800db9ee0 (__TEXT,__text) external _stpmv_
00007ff800dba1eb (__TEXT,__text) external _stpsv
00007ff800e02cc0 (__TEXT,__text) external _stpsv$NEWLAPACK
00007ff800f2e77e (__TEXT,__text) external _stpsv$NEWLAPACK$ILP64
00007ff800dba1eb (__TEXT,__text) external _stpsv_
00007ff800e10285 (__TEXT,__text) external _strCopyLower
00007ff800e1023f (__TEXT,__text) external _strSetZeroLower
00007ff800db7c2f (__TEXT,__text) external _strmm
00007ff800e9b8b3 (__TEXT,__text) external _strmm$NEWLAPACK
00007ff800f363ed (__TEXT,__text) external _strmm$NEWLAPACK$ILP64
00007ff800db7c2f (__TEXT,__text) external _strmm_
00007ff800db9ccb (__TEXT,__text) external _strmv
00007ff800e030bc (__TEXT,__text) external _strmv$NEWLAPACK
00007ff800f2eb7f (__TEXT,__text) external _strmv$NEWLAPACK$ILP64
00007ff800db9ccb (__TEXT,__text) external _strmv_
00007ff800db7d7d (__TEXT,__text) external _strsm
00007ff800e9bdfd (__TEXT,__text) external _strsm$NEWLAPACK
00007ff800f3693b (__TEXT,__text) external _strsm$NEWLAPACK$ILP64
00007ff800db7d7d (__TEXT,__text) external _strsm_
00007ff800db9fd6 (__TEXT,__text) external _strsv
00007ff800e03504 (__TEXT,__text) external _strsv$NEWLAPACK
00007ff800f2efa3 (__TEXT,__text) external _strsv$NEWLAPACK$ILP64
00007ff800db9fd6 (__TEXT,__text) external _strsv_
                 (undefined) external _strtol (from libSystem)
                 (undefined) external _vfprintf (from libSystem)
00007ff800f77c73 (__TEXT,__text) external _xerbla
00007ff800f46a34 (__TEXT,__text) external _xerbla$NEWLAPACK
00007ff800f57e30 (__TEXT,__text) external _xerbla$NEWLAPACK$ILP64
00007ff800f77c73 (__TEXT,__text) external _xerbla_
00007ff800db793d (__TEXT,__text) external _xerbla_array__
00007ff800edec9b (__TEXT,__text) external _zaxpby$NEWLAPACK
00007ff800f3b5bf (__TEXT,__text) external _zaxpby$NEWLAPACK$ILP64
00007ff800dbcc68 (__TEXT,__text) external _zaxpy
00007ff800edec1e (__TEXT,__text) external _zaxpy$NEWLAPACK
00007ff800f3b536 (__TEXT,__text) external _zaxpy$NEWLAPACK$ILP64
00007ff800dbcc68 (__TEXT,__text) external _zaxpy_
00007ff800dbcc7c (__TEXT,__text) external _zcopy
00007ff800edecee (__TEXT,__text) external _zcopy$NEWLAPACK
00007ff800f3b61c (__TEXT,__text) external _zcopy$NEWLAPACK$ILP64
00007ff800dbcc7c (__TEXT,__text) external _zcopy_
00007ff800dbcc90 (__TEXT,__text) external _zdotc
00007ff800eded65 (__TEXT,__text) external _zdotc$NEWLAPACK
00007ff800f3b69f (__TEXT,__text) external _zdotc$NEWLAPACK$ILP64
00007ff800dbcc90 (__TEXT,__text) external _zdotc_
00007ff800dbccb2 (__TEXT,__text) external _zdotu
00007ff800eded87 (__TEXT,__text) external _zdotu$NEWLAPACK
00007ff800f3b6c4 (__TEXT,__text) external _zdotu$NEWLAPACK$ILP64
00007ff800dbccb2 (__TEXT,__text) external _zdotu_
00007ff800dbccf2 (__TEXT,__text) external _zdrot
00007ff800edee5b (__TEXT,__text) external _zdrot$NEWLAPACK
00007ff800f3b7ac (__TEXT,__text) external _zdrot$NEWLAPACK$ILP64
00007ff800dbccf2 (__TEXT,__text) external _zdrot_
00007ff800dbcd13 (__TEXT,__text) external _zdscal
00007ff800edef46 (__TEXT,__text) external _zdscal$NEWLAPACK
00007ff800f3b8aa (__TEXT,__text) external _zdscal$NEWLAPACK$ILP64
00007ff800dbcd13 (__TEXT,__text) external _zdscal_
00007ff800dbbd3e (__TEXT,__text) external _zgbmv
00007ff800e00feb (__TEXT,__text) external _zgbmv$NEWLAPACK
00007ff800f2cac6 (__TEXT,__text) external _zgbmv$NEWLAPACK$ILP64
00007ff800dbbd3e (__TEXT,__text) external _zgbmv_
00007ff800db904a (__TEXT,__text) external _zgemm
00007ff800e9a752 (__TEXT,__text) external _zgemm$NEWLAPACK
00007ff800f352bd (__TEXT,__text) external _zgemm$NEWLAPACK$ILP64
00007ff800db904a (__TEXT,__text) external _zgemm_
00007ff800dbbc7c (__TEXT,__text) external _zgemv
00007ff800e00cbc (__TEXT,__text) external _zgemv$NEWLAPACK
00007ff800f2c7ad (__TEXT,__text) external _zgemv$NEWLAPACK$ILP64
00007ff800dbbc7c (__TEXT,__text) external _zgemv_
00007ff800dbc65b (__TEXT,__text) external _zgerc
00007ff800e01187 (__TEXT,__text) external _zgerc$NEWLAPACK
00007ff800f2cc5b (__TEXT,__text) external _zgerc$NEWLAPACK$ILP64
00007ff800dbc65b (__TEXT,__text) external _zgerc_
00007ff800dbc6a2 (__TEXT,__text) external _zgeru
00007ff800e01211 (__TEXT,__text) external _zgeru$NEWLAPACK
00007ff800f2cce1 (__TEXT,__text) external _zgeru$NEWLAPACK$ILP64
00007ff800dbc6a2 (__TEXT,__text) external _zgeru_
00007ff800dbbeac (__TEXT,__text) external _zhbmv
00007ff800e012eb (__TEXT,__text) external _zhbmv$NEWLAPACK
00007ff800f2cdb4 (__TEXT,__text) external _zhbmv$NEWLAPACK$ILP64
00007ff800dbbeac (__TEXT,__text) external _zhbmv_
00007ff800db916f (__TEXT,__text) external _zhemm
00007ff800e9a947 (__TEXT,__text) external _zhemm$NEWLAPACK
00007ff800f354a8 (__TEXT,__text) external _zhemm$NEWLAPACK$ILP64
00007ff800db916f (__TEXT,__text) external _zhemm_
00007ff800dbbe19 (__TEXT,__text) external _zhemv
00007ff800e01411 (__TEXT,__text) external _zhemv$NEWLAPACK
00007ff800f2ced4 (__TEXT,__text) external _zhemv$NEWLAPACK$ILP64
00007ff800dbbe19 (__TEXT,__text) external _zhemv_
00007ff800dbc6e9 (__TEXT,__text) external _zher
00007ff800e01510 (__TEXT,__text) external _zher$NEWLAPACK
00007ff800f2cfd5 (__TEXT,__text) external _zher$NEWLAPACK$ILP64
00007ff800dbc759 (__TEXT,__text) external _zher2
00007ff800e01608 (__TEXT,__text) external _zher2$NEWLAPACK
00007ff800f2d0cf (__TEXT,__text) external _zher2$NEWLAPACK$ILP64
00007ff800dbc759 (__TEXT,__text) external _zher2_
00007ff800db97b4 (__TEXT,__text) external _zher2k
00007ff800e9ad02 (__TEXT,__text) external _zher2k$NEWLAPACK
00007ff800f3585b (__TEXT,__text) external _zher2k$NEWLAPACK$ILP64
00007ff800db97b4 (__TEXT,__text) external _zher2k_
00007ff800dbc6e9 (__TEXT,__text) external _zher_
00007ff800db95cd (__TEXT,__text) external _zherk
00007ff800e9ab0d (__TEXT,__text) external _zherk$NEWLAPACK
00007ff800f3566a (__TEXT,__text) external _zherk$NEWLAPACK$ILP64
00007ff800db95cd (__TEXT,__text) external _zherk_
00007ff800dbbf43 (__TEXT,__text) external _zhpmv
00007ff800e01710 (__TEXT,__text) external _zhpmv$NEWLAPACK
00007ff800f2d1d6 (__TEXT,__text) external _zhpmv$NEWLAPACK$ILP64
00007ff800dbbf43 (__TEXT,__text) external _zhpmv_
00007ff800dbc7e5 (__TEXT,__text) external _zhpr
00007ff800e017f6 (__TEXT,__text) external _zhpr$NEWLAPACK
00007ff800f2d2bd (__TEXT,__text) external _zhpr$NEWLAPACK$ILP64
00007ff800dbc84c (__TEXT,__text) external _zhpr2
00007ff800e018dc (__TEXT,__text) external _zhpr2$NEWLAPACK
00007ff800f2d3a5 (__TEXT,__text) external _zhpr2$NEWLAPACK$ILP64
00007ff800dbc84c (__TEXT,__text) external _zhpr2_
00007ff800dbc7e5 (__TEXT,__text) external _zhpr_
00007ff800dbccd4 (__TEXT,__text) external _zrotg
00007ff800edee97 (__TEXT,__text) external _zrotg$NEWLAPACK
00007ff800f3b7ea (__TEXT,__text) external _zrotg$NEWLAPACK$ILP64
00007ff800dbccd4 (__TEXT,__text) external _zrotg_
00007ff800dbcce1 (__TEXT,__text) external _zscal
00007ff800edef21 (__TEXT,__text) external _zscal$NEWLAPACK
00007ff800f3b880 (__TEXT,__text) external _zscal$NEWLAPACK$ILP64
00007ff800dbcce1 (__TEXT,__text) external _zscal_
00007ff800dbcd2d (__TEXT,__text) external _zswap
00007ff800edef90 (__TEXT,__text) external _zswap$NEWLAPACK
00007ff800f3b8fd (__TEXT,__text) external _zswap$NEWLAPACK$ILP64
00007ff800dbcd2d (__TEXT,__text) external _zswap_
00007ff800db9243 (__TEXT,__text) external _zsymm
00007ff800e9b07d (__TEXT,__text) external _zsymm$NEWLAPACK
00007ff800f35bca (__TEXT,__text) external _zsymm$NEWLAPACK$ILP64
00007ff800db9243 (__TEXT,__text) external _zsymm_
00007ff800db98b7 (__TEXT,__text) external _zsyr2k
00007ff800e9b7b3 (__TEXT,__text) external _zsyr2k$NEWLAPACK
00007ff800f362f0 (__TEXT,__text) external _zsyr2k$NEWLAPACK$ILP64
00007ff800db98b7 (__TEXT,__text) external _zsyr2k_
00007ff800db96c3 (__TEXT,__text) external _zsyrk
00007ff800e9b3f4 (__TEXT,__text) external _zsyrk$NEWLAPACK
00007ff800f35f3b (__TEXT,__text) external _zsyrk$NEWLAPACK$ILP64
00007ff800db96c3 (__TEXT,__text) external _zsyrk_
00007ff800dbc0e2 (__TEXT,__text) external _ztbmv
00007ff800e02353 (__TEXT,__text) external _ztbmv$NEWLAPACK
00007ff800f2de0e (__TEXT,__text) external _ztbmv$NEWLAPACK$ILP64
00007ff800dbc0e2 (__TEXT,__text) external _ztbmv_
00007ff800dbc42e (__TEXT,__text) external _ztbsv
00007ff800e027a5 (__TEXT,__text) external _ztbsv$NEWLAPACK
00007ff800f2e25c (__TEXT,__text) external _ztbsv$NEWLAPACK$ILP64
00007ff800dbc42e (__TEXT,__text) external _ztbsv_
00007ff800dbc203 (__TEXT,__text) external _ztpmv
00007ff800e02bb6 (__TEXT,__text) external _ztpmv$NEWLAPACK
00007ff800f2e672 (__TEXT,__text) external _ztpmv$NEWLAPACK$ILP64
00007ff800dbc203 (__TEXT,__text) external _ztpmv_
00007ff800dbc54f (__TEXT,__text) external _ztpsv
00007ff800e02fb2 (__TEXT,__text) external _ztpsv$NEWLAPACK
00007ff800f2ea73 (__TEXT,__text) external _ztpsv$NEWLAPACK$ILP64
00007ff800dbc54f (__TEXT,__text) external _ztpsv_
00007ff800db9317 (__TEXT,__text) external _ztrmm
00007ff800e9bca4 (__TEXT,__text) external _ztrmm$NEWLAPACK
00007ff800f367e1 (__TEXT,__text) external _ztrmm$NEWLAPACK$ILP64
00007ff800db9317 (__TEXT,__text) external _ztrmm_
00007ff800dbbfc3 (__TEXT,__text) external _ztrmv
00007ff800e033e7 (__TEXT,__text) external _ztrmv$NEWLAPACK
00007ff800f2ee8f (__TEXT,__text) external _ztrmv$NEWLAPACK$ILP64
00007ff800dbbfc3 (__TEXT,__text) external _ztrmv_
00007ff800db9472 (__TEXT,__text) external _ztrsm
00007ff800e9c1ee (__TEXT,__text) external _ztrsm$NEWLAPACK
00007ff800f36d2f (__TEXT,__text) external _ztrsm$NEWLAPACK$ILP64
00007ff800db9472 (__TEXT,__text) external _ztrsm_
00007ff800dbc30f (__TEXT,__text) external _ztrsv
00007ff800e0382f (__TEXT,__text) external _ztrsv$NEWLAPACK
00007ff800f2f2b3 (__TEXT,__text) external _ztrsv$NEWLAPACK$ILP64
00007ff800dbc30f (__TEXT,__text) external _ztrsv_
