00007ff840059490 (__DATA,__data) external _NDR_record
00007ff8003c1764 (__TEXT,__text) external _read$NOCANCEL
00007ff8003c2d1c (__TEXT,__text) external _readlink
00007ff8003c2d34 (__TEXT,__text) external _readlinkat
00007ff8003c2d4c (__TEXT,__text) external _readv
00007ff8003c177c (__TEXT,__text) external _readv$NOCANCEL
00007ff8003c4af3 (__TEXT,__text) external _reboot
00007ff8003c4afa (__TEXT,__text) external _reboot_np
00007ff8003ce11e (__TEXT,__text) external _record_system_event_as_kernel
00007ff8003c17c4 (__TEXT,__text) external _recvfrom
00007ff8003c17dc (__TEXT,__text) external _recvfrom$NOCANCEL
00007ff8003c17f4 (__TEXT,__text) external _recvmsg
00007ff8003c180c (__TEXT,__text) external _recvmsg$NOCANCEL
00007ff8003c2d64 (__TEXT,__text) external _recvmsg_x
00007ff8003c2d7c (__TEXT,__text) external _register_uexc_handler
00007ff8003c2d94 (__TEXT,__text) external _removexattr
00007ff8003cfbde (__TEXT,__text) external _rename
00007ff8003c8922 (__TEXT,__text) external _rename_ext
00007ff8003c4bfb (__TEXT,__text) external _renameat
00007ff8003c88e1 (__TEXT,__text) external _renameatx_np
00007ff8003c88f8 (__TEXT,__text) external _renamex_np
00007ff8003c2dac (__TEXT,__text) external _revoke
00007ff8003cf64f (__TEXT,__text) external _rmdir
00007ff8003c2dc4 (__TEXT,__text) external _searchfs
00007ff8003ce123 (__TEXT,__text) external _select
00007ff8003c1884 (__TEXT,__text) external _select$DARWIN_EXTSN
00007ff8003c189c (__TEXT,__text) external _select$DARWIN_EXTSN$NOCANCEL
00007ff8003ce2ba (__TEXT,__text) external _select$NOCANCEL
00007ff8003c2ddc (__TEXT,__text) external _sem_close
00007ff8003cda24 (__TEXT,__text) external _sem_destroy
00007ff8003cda47 (__TEXT,__text) external _sem_getvalue
00007ff8003cda6a (__TEXT,__text) external _sem_init
00007ff8003c18b4 (__TEXT,__text) external _sem_open
00007ff8003c2df4 (__TEXT,__text) external _sem_post
00007ff8003c2e0c (__TEXT,__text) external _sem_trywait
00007ff8003c2e24 (__TEXT,__text) external _sem_unlink
00007ff8003c2e3c (__TEXT,__text) external _sem_wait
00007ff8003c18cc (__TEXT,__text) external _sem_wait$NOCANCEL
00007ff8003dfaf6 (__TEXT,__text) external _semaphore_create
00007ff8003dfc23 (__TEXT,__text) external _semaphore_destroy
00007ff8003c63af (__TEXT,__text) external _semaphore_signal
00007ff8003c63b4 (__TEXT,__text) external _semaphore_signal_all
00007ff8003c01f4 (__TEXT,__text) external _semaphore_signal_all_trap
00007ff8003c63b9 (__TEXT,__text) external _semaphore_signal_thread
00007ff8003c0200 (__TEXT,__text) external _semaphore_signal_thread_trap
00007ff8003c01e8 (__TEXT,__text) external _semaphore_signal_trap
00007ff8003c63c3 (__TEXT,__text) external _semaphore_timedwait
00007ff8003c63d4 (__TEXT,__text) external _semaphore_timedwait_signal
00007ff8003c0230 (__TEXT,__text) external _semaphore_timedwait_signal_trap
00007ff8003c0224 (__TEXT,__text) external _semaphore_timedwait_trap
00007ff8003c63be (__TEXT,__text) external _semaphore_wait
00007ff8003c63cf (__TEXT,__text) external _semaphore_wait_signal
00007ff8003c0218 (__TEXT,__text) external _semaphore_wait_signal_trap
00007ff8003c020c (__TEXT,__text) external _semaphore_wait_trap
00007ff8003c18e4 (__TEXT,__text) external _semctl
00007ff8003c2e54 (__TEXT,__text) external _semget
00007ff8003c2e6c (__TEXT,__text) external _semop
00007ff8003c18fc (__TEXT,__text) external _semsys
00007ff8003c2e84 (__TEXT,__text) external _sendfile
00007ff8003c1944 (__TEXT,__text) external _sendmsg
00007ff8003c195c (__TEXT,__text) external _sendmsg$NOCANCEL
00007ff8003c2e9c (__TEXT,__text) external _sendmsg_x
00007ff8003c1974 (__TEXT,__text) external _sendto
00007ff8003c198c (__TEXT,__text) external _sendto$NOCANCEL
00007ff8003c19a4 (__TEXT,__text) external _setattrlist
00007ff8003c2eb4 (__TEXT,__text) external _setattrlistat
00007ff8003d1b8f (__TEXT,__text) external _setaudit
00007ff8003c2ecc (__TEXT,__text) external _setaudit_addr
00007ff8003c2ee4 (__TEXT,__text) external _setauid
00007ff8003c2efc (__TEXT,__text) external _setegid
00007ff8003c2f14 (__TEXT,__text) external _seteuid
00007ff8003c2f2c (__TEXT,__text) external _setgid
00007ff8003c2f44 (__TEXT,__text) external _setgroups
00007ff8003c6654 (__TEXT,__text) external _setiopolicy_np
00007ff8003c2f5c (__TEXT,__text) external _setitimer
00007ff8003c2f74 (__TEXT,__text) external _setpgid
00007ff8003ca63b (__TEXT,__text) external _setpriority
00007ff8003c2f8c (__TEXT,__text) external _setprivexec
00007ff8003c60b2 (__TEXT,__text) external _setquota
00007ff8003c19ec (__TEXT,__text) external _setregid
00007ff8003c1a04 (__TEXT,__text) external _setreuid
00007ff8003ce451 (__TEXT,__text) external _setrlimit
00007ff8003c1a34 (__TEXT,__text) external _setsgroups_np
00007ff8003c2fa4 (__TEXT,__text) external _setsid
00007ff8003c2fbc (__TEXT,__text) external _setsockopt
00007ff8003c2fd4 (__TEXT,__text) external _setuid
00007ff8003c1a94 (__TEXT,__text) external _setwgroups_np
00007ff8003c2fec (__TEXT,__text) external _setxattr
00007ff8003cac3a (__TEXT,__text) external _sfi_get_class_offtime
00007ff8003cac5b (__TEXT,__text) external _sfi_process_get_flags
00007ff8003cac4b (__TEXT,__text) external _sfi_process_set_flags
00007ff8003cac29 (__TEXT,__text) external _sfi_set_class_offtime
00007ff8003c1b0c (__TEXT,__text) external _shm_open
00007ff8003c3004 (__TEXT,__text) external _shm_unlink
00007ff8003c301c (__TEXT,__text) external _shmat
00007ff8003c1b24 (__TEXT,__text) external _shmctl
00007ff8003c3034 (__TEXT,__text) external _shmdt
00007ff8003c304c (__TEXT,__text) external _shmget
00007ff8003c1b3c (__TEXT,__text) external _shmsys
00007ff8003c3064 (__TEXT,__text) external _shutdown
00007ff8003c307c (__TEXT,__text) external _sigpending
00007ff8003c3094 (__TEXT,__text) external _sigprocmask
00007ff8003cf4ae (__TEXT,__text) external _sigsuspend
00007ff8003ce45c (__TEXT,__text) external _sigsuspend$NOCANCEL
00007ff8003c30ac (__TEXT,__text) external _socket
00007ff8003c30c4 (__TEXT,__text) external _socket_delegate
00007ff8003c1be4 (__TEXT,__text) external _socketpair
00007ff8003ca4c5 (__TEXT,__text) external _stackshot_capture_with_config
00007ff8003ca464 (__TEXT,__text) external _stackshot_config_create
00007ff8003ca5e8 (__TEXT,__text) external _stackshot_config_dealloc
00007ff8003ca5a0 (__TEXT,__text) external _stackshot_config_dealloc_buffer
00007ff8003ca532 (__TEXT,__text) external _stackshot_config_get_stackshot_buffer
00007ff8003ca53f (__TEXT,__text) external _stackshot_config_get_stackshot_size
00007ff8003ca56c (__TEXT,__text) external _stackshot_config_set_delta_timestamp
00007ff8003ca4b3 (__TEXT,__text) external _stackshot_config_set_flags
00007ff8003ca585 (__TEXT,__text) external _stackshot_config_set_pagetable_mask
00007ff8003ca4a3 (__TEXT,__text) external _stackshot_config_set_pid
00007ff8003ca554 (__TEXT,__text) external _stackshot_config_set_size_hint
00007ff8003c30dc (__TEXT,__text) external _stat
00007ff8003c30dc (__TEXT,__text) external _stat64
00007ff8003c30f4 (__TEXT,__text) external _statfs
00007ff8003c30f4 (__TEXT,__text) external _statfs64
00007ff840059bc8 (__DATA,__bss) non-external _supported
00007ff8003c310c (__TEXT,__text) external _swapon
00007ff8003c02f0 (__TEXT,__text) external _swtch
00007ff8003c02e4 (__TEXT,__text) external _swtch_pri
00007ff8003c3124 (__TEXT,__text) external _symlink
00007ff8003c313c (__TEXT,__text) external _symlinkat
00007ff8003c3154 (__TEXT,__text) external _sync
00007ff8003c1c44 (__TEXT,__text) external _syscall
00007ff8003c02fc (__TEXT,__text) external _syscall_thread_switch
00007ff8003cac18 (__TEXT,__text) external _system_get_sfi_window
00007ff8003c316c (__TEXT,__text) external _system_override
00007ff8003cac07 (__TEXT,__text) external _system_set_sfi_window
00007ff8003e0857 (__TEXT,__text) external _task_assign
00007ff8003e0954 (__TEXT,__text) external _task_assign_default
00007ff8003de317 (__TEXT,__text) external _task_create
00007ff8003e284c (__TEXT,__text) external _task_create_identity_token
00007ff8003e2aa0 (__TEXT,__text) external _task_dyld_process_info_notify_deregister
00007ff8003c0110 (__TEXT,__text) external _task_dyld_process_info_notify_get
00007ff8003e2752 (__TEXT,__text) external _task_dyld_process_info_notify_register
00007ff8003c0278 (__TEXT,__text) external _task_for_pid
00007ff8003e1875 (__TEXT,__text) external _task_generate_corpse
00007ff8003e0a43 (__TEXT,__text) external _task_get_assignment
00007ff8003e1cd7 (__TEXT,__text) external _task_get_dyld_image_infos
00007ff8003e0393 (__TEXT,__text) external _task_get_emulation_vector
00007ff8003e2435 (__TEXT,__text) external _task_get_exc_guard_behavior
00007ff8003df3c7 (__TEXT,__text) external _task_get_exception_ports
00007ff8003e2b8f (__TEXT,__text) external _task_get_exception_ports_info
00007ff8003e1517 (__TEXT,__text) external _task_get_mach_voucher
00007ff8003dedb3 (__TEXT,__text) external _task_get_special_port
00007ff8003e0d49 (__TEXT,__text) external _task_get_state
00007ff8003e296f (__TEXT,__text) external _task_identity_token_get_task_port
00007ff8003de8a1 (__TEXT,__text) external _task_info
00007ff8003e22a2 (__TEXT,__text) external _task_inspect
00007ff8003c3184 (__TEXT,__text) external _task_inspect_for_pid
00007ff8003e1998 (__TEXT,__text) external _task_map_corpse_info
00007ff8003e2171 (__TEXT,__text) external _task_map_corpse_info_64
00007ff8003e30f5 (__TEXT,__text) external _task_map_kcdata_object_64
00007ff8003c026c (__TEXT,__text) external _task_name_for_pid
00007ff8003e0140 (__TEXT,__text) external _task_policy
00007ff8003dfe62 (__TEXT,__text) external _task_policy_get
00007ff8003dfd1d (__TEXT,__text) external _task_policy_set
00007ff8003e13c7 (__TEXT,__text) external _task_purgable_info
00007ff8003c319c (__TEXT,__text) external _task_read_for_pid
00007ff8003e2017 (__TEXT,__text) external _task_register_dyld_get_process_state
00007ff8003e1acf (__TEXT,__text) external _task_register_dyld_image_infos
00007ff8003e1f1d (__TEXT,__text) external _task_register_dyld_set_dyld_state
00007ff8003e1e1e (__TEXT,__text) external _task_register_dyld_shared_cache_image_info
00007ff8003e7149 (__TEXT,__text) external _task_restartable_ranges_register
00007ff8003e72ad (__TEXT,__text) external _task_restartable_ranges_synchronize
00007ff8003deccf (__TEXT,__text) external _task_resume
00007ff8003e12e3 (__TEXT,__text) external _task_resume2
00007ff8003e0046 (__TEXT,__text) external _task_sample
00007ff8003c63f2 (__TEXT,__text) external _task_self_
00007ff8003c01b8 (__TEXT,__text) external _task_self_trap
00007ff8003e2f06 (__TEXT,__text) external _task_set_corpse_forking_behavior
00007ff8003e02ab (__TEXT,__text) external _task_set_emulation
00007ff8003e04d7 (__TEXT,__text) external _task_set_emulation_vector
00007ff8003e254c (__TEXT,__text) external _task_set_exc_guard_behavior
00007ff8003df2c3 (__TEXT,__text) external _task_set_exception_ports
00007ff8003dea76 (__TEXT,__text) external _task_set_info
00007ff8003e1648 (__TEXT,__text) external _task_set_mach_voucher
00007ff8003e109b (__TEXT,__text) external _task_set_phys_footprint_limit
00007ff8003e0b66 (__TEXT,__text) external _task_set_policy
00007ff8003d1155 (__TEXT,__text) external _task_set_port_space
00007ff8003e05db (__TEXT,__text) external _task_set_ras_pc
00007ff8003deee4 (__TEXT,__text) external _task_set_special_port
00007ff8003e0f23 (__TEXT,__text) external _task_set_state
00007ff8003debeb (__TEXT,__text) external _task_suspend
00007ff8003e11c0 (__TEXT,__text) external _task_suspend2
00007ff8003df638 (__TEXT,__text) external _task_swap_exception_ports
00007ff8003e1742 (__TEXT,__text) external _task_swap_mach_voucher
00007ff8003de44f (__TEXT,__text) external _task_terminate
00007ff8003e2ff5 (__TEXT,__text) external _task_test_async_upcall_propagation
00007ff8003e2e0c (__TEXT,__text) external _task_test_sync_upcall
00007ff8003de533 (__TEXT,__text) external _task_threads
00007ff8003e1bd3 (__TEXT,__text) external _task_unregister_dyld_image_infos
00007ff8003e06c4 (__TEXT,__text) external _task_zone_info
00007ff8003ca9fd (__TEXT,__text) external _terminate_with_payload
00007ff8003ca9de (__TEXT,__text) external _terminate_with_reason
00007ff8003e3b76 (__TEXT,__text) external _thread_abort
00007ff8003e3c5a (__TEXT,__text) external _thread_abort_safely
00007ff8003e4ebc (__TEXT,__text) external _thread_assign
00007ff8003e4fb6 (__TEXT,__text) external _thread_assign_default
00007ff8003e56c2 (__TEXT,__text) external _thread_convert_thread_state
00007ff8003defe1 (__TEXT,__text) external _thread_create
00007ff8003df104 (__TEXT,__text) external _thread_create_running
00007ff8003e3d3e (__TEXT,__text) external _thread_depress_abort
00007ff8003d1225 (__TEXT,__text) external _thread_destruct_special_reply_port
00007ff8003e509a (__TEXT,__text) external _thread_get_assignment
00007ff8003e4343 (__TEXT,__text) external _thread_get_exception_ports
00007ff8003e590f (__TEXT,__text) external _thread_get_exception_ports_info
00007ff8003e5364 (__TEXT,__text) external _thread_get_mach_voucher
00007ff8003c8655 (__TEXT,__text) external _thread_get_register_pointer_values
00007ff8003e3e22 (__TEXT,__text) external _thread_get_special_port
00007ff8003c02b4 (__TEXT,__text) external _thread_get_special_reply_port
00007ff8003e365c (__TEXT,__text) external _thread_get_state
00007ff8003e4050 (__TEXT,__text) external _thread_info
00007ff8003c8584 (__TEXT,__text) external _thread_policy
00007ff8003e4aef (__TEXT,__text) external _thread_policy_get
00007ff8003c85c5 (__TEXT,__text) external _thread_policy_set
00007ff8003e3a92 (__TEXT,__text) external _thread_resume
00007ff8003e4cd3 (__TEXT,__text) external _thread_sample
00007ff8003c01ac (__TEXT,__text) external _thread_self_trap
00007ff8003c31b4 (__TEXT,__text) external _thread_selfcounts
00007ff8003e423f (__TEXT,__text) external _thread_set_exception_ports
00007ff8003e5495 (__TEXT,__text) external _thread_set_mach_voucher
00007ff8003c8606 (__TEXT,__text) external _thread_set_policy
00007ff8003e3f53 (__TEXT,__text) external _thread_set_special_port
00007ff8003e3836 (__TEXT,__text) external _thread_set_state
00007ff8003e39ae (__TEXT,__text) external _thread_suspend
00007ff8003e45b4 (__TEXT,__text) external _thread_swap_exception_ports
00007ff8003e558f (__TEXT,__text) external _thread_swap_mach_voucher
00007ff8003c62ff (__TEXT,__text) external _thread_switch
00007ff8003e3226 (__TEXT,__text) external _thread_terminate
00007ff8003d35b1 (__TEXT,__text) external _thread_wire
00007ff8003e8710 (__TEXT,__const) non-external _times_now
00007ff8003c31cc (__TEXT,__text) external _tracker_action
00007ff8003c31e4 (__TEXT,__text) external _truncate
00007ff8003c31fc (__TEXT,__text) external _umask
00007ff8003c3214 (__TEXT,__text) external _undelete
00007ff8003c322c (__TEXT,__text) external _ungraftdmg
00007ff8003cf4c1 (__TEXT,__text) external _unlink
00007ff8003c4bd5 (__TEXT,__text) external _unlinkat
00007ff8003c3244 (__TEXT,__text) external _unmount
00007ff8003c325c (__TEXT,__text) external _usrctl
00007ff8003c84ab (__TEXT,__text) external _utimensat
00007ff8003c3274 (__TEXT,__text) external _utimes
00007ff8003c328c (__TEXT,__text) external _vfs_purge
00007ff8003d169a (__TEXT,__text) external _vm_allocate
00007ff8003d36ae (__TEXT,__text) external _vm_allocate_cpm
00007ff8003e6311 (__TEXT,__text) external _vm_behavior_set
00007ff8003e601b (__TEXT,__text) external _vm_copy
00007ff8003d16c9 (__TEXT,__text) external _vm_deallocate
00007ff8003e5b8c (__TEXT,__text) external _vm_inherit
00007ff8400594f8 (__DATA,__common) external _vm_kernel_page_mask
00007ff840059500 (__DATA,__common) external _vm_kernel_page_shift
00007ff8400594f0 (__DATA,__common) external _vm_kernel_page_size
00007ff8003e6571 (__TEXT,__text) external _vm_machine_attribute
00007ff8003d1919 (__TEXT,__text) external _vm_map
00007ff8003e67f8 (__TEXT,__text) external _vm_map_page_query
00007ff8003e6225 (__TEXT,__text) external _vm_msync
00007ff840059508 (__DATA,__common) external _vm_page_mask
00007ff840059510 (__DATA,__common) external _vm_page_shift
00007ff840059528 (__DATA,__common) external _vm_page_size
00007ff8003c32a4 (__TEXT,__text) external _vm_pressure_monitor
00007ff8003d16ce (__TEXT,__text) external _vm_protect
00007ff8003d1b38 (__TEXT,__text) external _vm_purgable_control
00007ff8003d1aa9 (__TEXT,__text) external _vm_read
00007ff8003e5db6 (__TEXT,__text) external _vm_read_list
00007ff8003e6108 (__TEXT,__text) external _vm_read_overwrite
00007ff8003e6b46 (__TEXT,__text) external _vm_region_64
00007ff8003e692b (__TEXT,__text) external _vm_region_recurse_64
00007ff8003d199d (__TEXT,__text) external _vm_remap
00007ff8003d1a23 (__TEXT,__text) external _vm_remap_new
00007ff8003d34ab (__TEXT,__text) external _vm_wire
00007ff8003e5f1d (__TEXT,__text) external _vm_write
00007ff8003c3393 (__TEXT,__text) external _voucher_mach_msg_adopt
00007ff8003c3380 (__TEXT,__text) external _voucher_mach_msg_clear
00007ff8003c33ad (__TEXT,__text) external _voucher_mach_msg_revert
00007ff8003c336b (__TEXT,__text) external _voucher_mach_msg_set
00007ff8400594e0 (__DATA,__common) external _vprintf_stderr_func
00007ff8003c1dec (__TEXT,__text) external _wait4
00007ff8003c32bc (__TEXT,__text) external _waitid
00007ff8003c1e04 (__TEXT,__text) external _waitid$NOCANCEL
00007ff8003cfb65 (__TEXT,__text) external _work_interval_copy_port
00007ff8003cf666 (__TEXT,__text) external _work_interval_create
00007ff8003cf9ff (__TEXT,__text) external _work_interval_destroy
00007ff8003cf739 (__TEXT,__text) external _work_interval_get_flags_from_port
00007ff8003cf84e (__TEXT,__text) external _work_interval_instance_alloc
00007ff8003cf889 (__TEXT,__text) external _work_interval_instance_clear
00007ff8003cf997 (__TEXT,__text) external _work_interval_instance_finish
00007ff8003cf89d (__TEXT,__text) external _work_interval_instance_free
00007ff8003cf8f1 (__TEXT,__text) external _work_interval_instance_get_complexity
00007ff8003cf8d3 (__TEXT,__text) external _work_interval_instance_get_deadline
00007ff8003cf8e2 (__TEXT,__text) external _work_interval_instance_get_finish
00007ff8003cf900 (__TEXT,__text) external _work_interval_instance_get_id
00007ff8003cf8c4 (__TEXT,__text) external _work_interval_instance_get_start
00007ff8003cf8bf (__TEXT,__text) external _work_interval_instance_set_complexity
00007ff8003cf8b5 (__TEXT,__text) external _work_interval_instance_set_deadline
00007ff8003cf8ba (__TEXT,__text) external _work_interval_instance_set_finish
00007ff8003cf8b0 (__TEXT,__text) external _work_interval_instance_set_start
00007ff8003cf905 (__TEXT,__text) external _work_interval_instance_start
00007ff8003cf94a (__TEXT,__text) external _work_interval_instance_update
00007ff8003cfad7 (__TEXT,__text) external _work_interval_join
00007ff8003cfb1e (__TEXT,__text) external _work_interval_join_port
00007ff8003cfb55 (__TEXT,__text) external _work_interval_leave
00007ff8003cf7a4 (__TEXT,__text) external _work_interval_notify
00007ff8003cf813 (__TEXT,__text) external _work_interval_notify_simple
00007ff8003c32d4 (__TEXT,__text) external _write
00007ff8003c1e64 (__TEXT,__text) external _write$NOCANCEL
00007ff8003c32ec (__TEXT,__text) external _writev
00007ff8003c1e7c (__TEXT,__text) external _writev$NOCANCEL
