00007ffb0054a2f2 (__TEXT,__text) non-external _DiToMD5
00007ffb00547330 (__TEXT,__text) external __ZThn24_N10IOReporter4freeEv
00007ffb0053939e (__TEXT,__text) external __ZThn24_N11IOEventLink4freeEv
00007ffb005392ec (__TEXT,__text) external __ZThn24_N11IOEventLink4initEv
00007ffb00537196 (__TEXT,__text) external __ZThn24_N11IOMemoryMap4freeEv
00007ffb00537156 (__TEXT,__text) external __ZThn24_N11IOMemoryMap4initEv
00007ffb0053902c (__TEXT,__text) external __ZThn24_N11IOWorkGroup4freeEv
00007ffb00538f86 (__TEXT,__text) external __ZThn24_N11IOWorkGroup4initEv
00007ffb00537348 (__TEXT,__text) external __ZThn24_N12IODMACommand4freeEv
00007ffb005372f6 (__TEXT,__text) external __ZThn24_N12IODMACommand4initEv
00007ffb00537466 (__TEXT,__text) external __ZThn24_N12IOUserClient4freeEv
00007ffb00537400 (__TEXT,__text) external __ZThn24_N12IOUserClient4initEv
00007ffb0053464e (__TEXT,__text) external __ZThn24_N12IOUserServer4freeEv
00007ffb0053460a (__TEXT,__text) external __ZThn24_N12IOUserServer4initEv
00007ffb0053d682 (__TEXT,__text) external __ZThn24_N12OSDictionary4freeEv
00007ffb00538396 (__TEXT,__text) external __ZThn24_N12OSMappedFile4freeEv
00007ffb00538334 (__TEXT,__text) external __ZThn24_N12OSMappedFile4initEv
00007ffb0053e416 (__TEXT,__text) external __ZThn24_N12OSOrderedSet4freeEv
00007ffb0053e3b2 (__TEXT,__text) external __ZThn24_N12OSOrderedSet4initEv
00007ffb0053853a (__TEXT,__text) external __ZThn24_N13IOCommandPool4freeEv
00007ffb0053847c (__TEXT,__text) external __ZThn24_N13IOCommandPool4initEv
00007ffb00549d6a (__TEXT,__text) external __ZThn24_N14IOReportLegend4freeEv
00007ffb005348b4 (__TEXT,__text) external __ZThn24_N15IODispatchQueue4freeEv
00007ffb005346d0 (__TEXT,__text) external __ZThn24_N15IODispatchQueue4initEv
00007ffb0053ed32 (__TEXT,__text) external __ZThn24_N15OSSerialization4freeEv
00007ffb00535202 (__TEXT,__text) external __ZThn24_N16IODispatchSource4freeEv
00007ffb005351f0 (__TEXT,__text) external __ZThn24_N16IODispatchSource4initEv
00007ffb005370be (__TEXT,__text) external __ZThn24_N18IOMemoryDescriptor4freeEv
00007ffb0053704a (__TEXT,__text) external __ZThn24_N18IOMemoryDescriptor4initEv
00007ffb00539740 (__TEXT,__text) external __ZThn24_N20IOExtensiblePaniclog4freeEv
00007ffb005396d2 (__TEXT,__text) external __ZThn24_N20IOExtensiblePaniclog4initEv
00007ffb00536852 (__TEXT,__text) external __ZThn24_N21IOTimerDispatchSource4freeEv
00007ffb005367b2 (__TEXT,__text) external __ZThn24_N21IOTimerDispatchSource4initEv
00007ffb00537260 (__TEXT,__text) external __ZThn24_N24IOBufferMemoryDescriptor4freeEv
00007ffb005371e0 (__TEXT,__text) external __ZThn24_N24IOBufferMemoryDescriptor4initEv
00007ffb00535fa8 (__TEXT,__text) external __ZThn24_N25IODataQueueDispatchSource4freeEv
00007ffb00535e28 (__TEXT,__text) external __ZThn24_N25IODataQueueDispatchSource4initEv
00007ffb005352e8 (__TEXT,__text) external __ZThn24_N25IOInterruptDispatchSource4freeEv
00007ffb00535268 (__TEXT,__text) external __ZThn24_N25IOInterruptDispatchSource4initEv
00007ffb00535770 (__TEXT,__text) external __ZThn24_N35IOServiceNotificationDispatchSource4freeEv
00007ffb00535718 (__TEXT,__text) external __ZThn24_N35IOServiceNotificationDispatchSource4initEv
00007ffb00538918 (__TEXT,__text) external __ZThn24_N40IOServiceStateNotificationDispatchSource4freeEv
00007ffb005388ca (__TEXT,__text) external __ZThn24_N40IOServiceStateNotificationDispatchSource4initEv
00007ffb0053e276 (__TEXT,__text) external __ZThn24_N5OSSet4initEv
00007ffb0053e7e2 (__TEXT,__text) external __ZThn24_N6OSData4freeEv
00007ffb0053dd26 (__TEXT,__text) external __ZThn24_N7OSArray4freeEv
00007ffb00538ad2 (__TEXT,__text) external __ZThn24_N8IOThread4freeEv
00007ffb00538a6a (__TEXT,__text) external __ZThn24_N8IOThread4initEv
00007ffb00536cc2 (__TEXT,__text) external __ZThn24_N8OSAction4freeEv
00007ffb00537f3a (__TEXT,__text) external __ZThn24_N8OSBundle4freeEv
00007ffb00537ec8 (__TEXT,__text) external __ZThn24_N8OSBundle4initEv
00007ffb0053eb9a (__TEXT,__text) external __ZThn24_N8OSNumber4freeEv
00007ffb005345f4 (__TEXT,__text) external __ZThn24_N8OSObject4freeEv
00007ffb005345e2 (__TEXT,__text) external __ZThn24_N8OSObject4initEv
00007ffb0053b38a (__TEXT,__text) external __ZThn24_N8OSString4freeEv
00007ffb00538452 (__TEXT,__text) external __ZThn24_N9IOCommand4freeEv
00007ffb005383ee (__TEXT,__text) external __ZThn24_N9IOCommand4initEv
00007ffb0053752c (__TEXT,__text) external __ZThn24_N9IOService4freeEv
00007ffb00537474 (__TEXT,__text) external __ZThn24_N9IOService4initEv
00007ffb0053ebf8 (__TEXT,__text) external __ZThn24_N9OSBoolean4freeEv
00007ffb00538676 (__TEXT,__text) external __ZThn40_N13IOCommandPool10getCommandEb
00007ffb005384d8 (__TEXT,__text) external __ZThn40_N13IOCommandPool13initWithQueueEP15IODispatchQueue
00007ffb005386fc (__TEXT,__text) external __ZThn40_N13IOCommandPool13returnCommandEP9IOCommand
00007ffb005387ea (__TEXT,__text) external __ZThn40_N13IOCommandPool15gatedGetCommandEPP9IOCommandb
00007ffb00538866 (__TEXT,__text) external __ZThn40_N13IOCommandPool18gatedReturnCommandEP9IOCommand
00007ffb00539810 (__TEXT,__text) external __ZThn40_N20IOExtensiblePaniclog11ClaimBufferEPyS0_
00007ffb00539854 (__TEXT,__text) external __ZThn40_N20IOExtensiblePaniclog11YieldBufferEj
00007ffb00537bea (__TEXT,__text) external __ZThn48_N12IOUserClient14ExternalMethodEyP27IOUserClientMethodArgumentsPK26IOUserClientMethodDispatchP8OSObjectPv
00007ffb0053d57c (__TEXT,__text) external __ZThn48_N12OSDictionary14ensureCapacityEj
00007ffb0053d634 (__TEXT,__text) external __ZThn48_N12OSDictionary15flushCollectionEv
00007ffb0053dc48 (__TEXT,__text) external __ZThn48_N7OSArray14ensureCapacityEj
00007ffb0053dcd8 (__TEXT,__text) external __ZThn48_N7OSArray15flushCollectionEv
00007ffb0053d45a (__TEXT,__text) external __ZThn48_NK12OSCollection14copyCollectionEP12OSDictionary
00007ffb0053d46a (__TEXT,__text) external __ZThn48_NK12OSCollection14iterateObjectsEU13block_pointerFbP8OSObjectE
00007ffb0053d566 (__TEXT,__text) external __ZThn48_NK12OSDictionary11getCapacityEv
00007ffb0053da90 (__TEXT,__text) external __ZThn48_NK12OSDictionary14iterateObjectsEU13block_pointerFbP8OSObjectE
00007ffb0053d54a (__TEXT,__text) external __ZThn48_NK12OSDictionary8getCountEv
00007ffb0053dc32 (__TEXT,__text) external __ZThn48_NK7OSArray11getCapacityEv
00007ffb0053dff2 (__TEXT,__text) external __ZThn48_NK7OSArray14iterateObjectsEU13block_pointerFbP8OSObjectE
00007ffb0053dc16 (__TEXT,__text) external __ZThn48_NK7OSArray8getCountEv
00007ffb40d6ab40 (__DATA,__bss) non-external __ZZL13noChannelNamevE4name
00007ffb40d6ab48 (__DATA,__bss) non-external __ZZL13noChannelNamevE4once
00007ffb40d69b00 (__DATA,__bss) non-external __ZZL18isFirstPartyDrivervE4once
00007ffb40d69b08 (__DATA,__bss) non-external __ZZL18isFirstPartyDrivervE6result
                 (undefined) weak external __ZdlPv (from libc++)
                 (undefined) weak external __Znwm (from libc++)
00007ffb0053445c (__TEXT,__text) non-external ___IOUserServerMain_block_invoke
00007ffb005344b6 (__TEXT,__text) non-external ___IOUserServerMain_block_invoke_2
00007ffb00534509 (__TEXT,__text) non-external ___IOUserServerMain_block_invoke_3
00007ffb0055b5a5 (__TEXT,__text) non-external ___IOUserServerMain_block_invoke_3.cold.1
00007ffb0055b5c8 (__TEXT,__text) non-external ___IOUserServerMain_block_invoke_3.cold.2
00007ffb0053c1c0 (__TEXT,__text) non-external ___OSArrayApply_block_invoke
00007ffb0053b858 (__TEXT,__text) non-external ___OSDictionaryApply_block_invoke
00007ffb0055c00f (__TEXT,__text) non-external ___OSDictionaryApply_block_invoke.cold.1
00007ffb0055c032 (__TEXT,__text) non-external ___OSDictionaryApply_block_invoke.cold.2
00007ffb0053b0cc (__TEXT,__text) non-external ___OSStringCreate_block_invoke
00007ffb0053cd4e (__TEXT,__text) non-external ____Z16OSSerializeEntryP15OSSerializationS0_17OSCollectionEntry_block_invoke
00007ffb0053cda9 (__TEXT,__text) non-external ____Z16OSSerializeEntryP15OSSerializationS0_17OSCollectionEntry_block_invoke_2
00007ffb0053d39c (__TEXT,__text) non-external ____Z19OSObjectLogInternalP8OSObjectj_block_invoke
00007ffb0053d3f4 (__TEXT,__text) non-external ____Z19OSObjectLogInternalP8OSObjectj_block_invoke.39
00007ffb005481a0 (__TEXT,__text) non-external ____ZL13noChannelNamev_block_invoke
00007ffb00539d2e (__TEXT,__text) non-external ____ZL15OSCopyInObjectsP18IOUserServer_IVarsP16IORPCMessageMachP12IORPCMessageb_block_invoke
00007ffb0055bd49 (__TEXT,__text) non-external ____ZL15OSCopyInObjectsP18IOUserServer_IVarsP16IORPCMessageMachP12IORPCMessageb_block_invoke.cold.1
00007ffb00531410 (__TEXT,__text) non-external ____ZL18isFirstPartyDriverv_block_invoke
00007ffb0053f04e (__TEXT,__text) non-external ____ZL19OSArrayContainerizeP7OSArray_block_invoke
00007ffb0053f147 (__TEXT,__text) non-external ____ZL20OSArrayInternalApplyP7OSArrayjU13block_pointerFbmP15OSSerialization17OSCollectionEntryE_block_invoke
00007ffb0053eeb0 (__TEXT,__text) non-external ____ZL20OSDictionaryGetEntryP12OSDictionaryP8OSObjectPKcPm_block_invoke
00007ffb0055c4b5 (__TEXT,__text) non-external ____ZL20OSDictionaryGetEntryP12OSDictionaryP8OSObjectPKcPm_block_invoke.cold.1
00007ffb0053f269 (__TEXT,__text) non-external ____ZL21OSArrayIterateObjectsP7OSArrayjU13block_pointerFbP8OSObjectE_block_invoke
00007ffb0053ed40 (__TEXT,__text) non-external ____ZL24OSDictionaryContainerizeP12OSDictionary_block_invoke
00007ffb0053ee7e (__TEXT,__text) non-external ____ZL25OSDictionaryInternalApplyP12OSDictionaryU13block_pointerFbmP15OSSerialization17OSCollectionEntryS3_E_block_invoke
00007ffb0053f1b7 (__TEXT,__text) non-external ____ZL26OSDictionaryIterateObjectsP12OSDictionaryU13block_pointerFbP8OSObjectS2_E_block_invoke
00007ffb0053f198 (__TEXT,__text) non-external ____ZL27OSCollectionEntryArrayApplyP15OSSerialization17OSCollectionEntryU13block_pointerFbmS0_S1_E_block_invoke
00007ffb0053a2bd (__TEXT,__text) non-external ____ZL31IOInterruptDispatchSourceThreadPv_block_invoke
00007ffb0053f16e (__TEXT,__text) non-external ____ZL32OSCollectionEntryDictionaryApplyP15OSSerialization17OSCollectionEntryU13block_pointerFbmS0_S1_S1_E_block_invoke
00007ffb00539d4d (__TEXT,__text) non-external ____ZL8LockTesti_block_invoke
00007ffb00539da2 (__TEXT,__text) non-external ____ZL8LockTesti_block_invoke.169
00007ffb00539e19 (__TEXT,__text) non-external ____ZL8LockTesti_block_invoke.171
00007ffb0054a1a3 (__TEXT,__text) non-external ____ZL8deepcopyP12OSDictionary_block_invoke
00007ffb0054702d (__TEXT,__text) non-external ____ZN10IOReporter16updateAllReportsEP12OSCollectionP6OSDatajPjyyP18IOMemoryDescriptor_block_invoke
00007ffb00546c71 (__TEXT,__text) non-external ____ZN10IOReporter19configureAllReportsEP12OSCollectionP6OSDatajPj_block_invoke
00007ffb0053d875 (__TEXT,__text) non-external ____ZN12OSDictionary5mergeEPKS__block_invoke
00007ffb00538638 (__TEXT,__text) non-external ____ZN13IOCommandPool10getCommandEb_block_invoke
00007ffb005386d9 (__TEXT,__text) non-external ____ZN13IOCommandPool13returnCommandEP9IOCommand_block_invoke
00007ffb0055bad3 (__TEXT,__text) non-external ____ZN13IOCommandPool13returnCommandEP9IOCommand_block_invoke.cold.1
00007ffb00534ce6 (__TEXT,__text) non-external ____ZN15IODispatchQueue14DispatchSync_fEPvPFvS0_E_block_invoke
00007ffb00534aea (__TEXT,__text) non-external ____ZN15IODispatchQueue15DispatchAsync_fEPvPFvS0_E_block_invoke
00007ffb00534bef (__TEXT,__text) non-external ____ZN15IODispatchQueue20DispatchConcurrent_fEPvPFvS0_E_block_invoke
00007ffb00534746 (__TEXT,__text) non-external ____ZN15IODispatchQueue6CancelEU13block_pointerFvvE_block_invoke
00007ffb00535163 (__TEXT,__text) non-external ____ZN15IODispatchQueue9RunActionEU13block_pointerFivE_block_invoke
00007ffb00532d38 (__TEXT,__text) non-external ____ZN15OSMetaClassBase6InvokeE5IORPC_block_invoke
00007ffb005368c6 (__TEXT,__text) non-external ____ZN21IOTimerDispatchSource11Cancel_ImplEU13block_pointerFvvE_block_invoke
00007ffb00536674 (__TEXT,__text) non-external ____ZN21IOTimerDispatchSource11Create_ImplEP15IODispatchQueuePPS__block_invoke
00007ffb00536719 (__TEXT,__text) non-external ____ZN21IOTimerDispatchSource11Create_ImplEP15IODispatchQueuePPS__block_invoke_2
00007ffb00536a95 (__TEXT,__text) non-external ____ZN21IOTimerDispatchSource15WakeAtTime_ImplEyyy_block_invoke
00007ffb005355e7 (__TEXT,__text) non-external ____ZN25IOInterruptDispatchSource11Cancel_ImplEU13block_pointerFvvE_block_invoke
00007ffb005353bb (__TEXT,__text) non-external ____ZN25IOInterruptDispatchSource28SetEnableWithCompletion_ImplEbU13block_pointerFvvE_block_invoke
00007ffb0053587e (__TEXT,__text) non-external ____ZN35IOServiceNotificationDispatchSource11Cancel_ImplEU13block_pointerFvvE_block_invoke
00007ffb005359b3 (__TEXT,__text) non-external ____ZN35IOServiceNotificationDispatchSource20DeliverNotificationsEU13block_pointerFvyP9IOServiceyE_block_invoke
00007ffb0055b7d5 (__TEXT,__text) non-external ____ZN35IOServiceNotificationDispatchSource20DeliverNotificationsEU13block_pointerFvyP9IOServiceyE_block_invoke.cold.1
00007ffb0055b7f8 (__TEXT,__text) non-external ____ZN35IOServiceNotificationDispatchSource20DeliverNotificationsEU13block_pointerFvyP9IOServiceyE_block_invoke.cold.2
00007ffb005357ff (__TEXT,__text) non-external ____ZN35IOServiceNotificationDispatchSource28SetEnableWithCompletion_ImplEbU13block_pointerFvvE_block_invoke
00007ffb00538a25 (__TEXT,__text) non-external ____ZN40IOServiceStateNotificationDispatchSource11Cancel_ImplEU13block_pointerFvvE_block_invoke
00007ffb005389a6 (__TEXT,__text) non-external ____ZN40IOServiceStateNotificationDispatchSource28SetEnableWithCompletion_ImplEbU13block_pointerFvvE_block_invoke
00007ffb0053e2e8 (__TEXT,__text) non-external ____ZN5OSSet5mergeEPK7OSArray_block_invoke
00007ffb0053deba (__TEXT,__text) non-external ____ZN7OSArray5mergeEPKS__block_invoke
00007ffb00536d5e (__TEXT,__text) non-external ____ZN8OSAction6CancelEU13block_pointerFvvE_block_invoke
00007ffb0053b37c (__TEXT,__text) non-external ____ZN8OSString4freeEv_block_invoke
00007ffb0053769e (__TEXT,__text) non-external ____ZN9IOService9Stop_ImplEPS__block_invoke
00007ffb0053da80 (__TEXT,__text) non-external ____ZNK12OSDictionary14iterateObjectsEU13block_pointerFbP8OSObjectE_block_invoke
00007ffb0053d9a9 (__TEXT,__text) non-external ____ZNK12OSDictionary9isEqualToEPKS_PK12OSCollection_block_invoke
00007ffb0053d8bf (__TEXT,__text) non-external ____ZNK12OSDictionary9isEqualToEPKS__block_invoke
00007ffb0053e094 (__TEXT,__text) non-external ____ZNK7OSArray20getNextIndexOfObjectEPK15OSMetaClassBasej_block_invoke
00007ffb0053def5 (__TEXT,__text) non-external ____ZNK7OSArray9isEqualToEPKS__block_invoke
                 (undefined) weak external ____chkstk_darwin (from libSystem)
00007ffb0055a7d3 (__TEXT,__text) external ___assert_rtn
00007ffb40020f50 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00007ffb40020f90 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00007ffb40021760 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00007ffb400224a0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00007ffb40022808 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00007ffb400224d0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.1
00007ffb40021200 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.103
00007ffb40021220 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.104
00007ffb40021240 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.105
00007ffb40021270 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.106
00007ffb400212a0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.108
00007ffb400212d0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.119
00007ffb400212f0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.133
00007ffb40021320 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.134
00007ffb40021340 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.136
00007ffb40021370 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.137
00007ffb40021660 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.149
00007ffb40021780 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.16
00007ffb400216a0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.167
00007ffb400216d0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.170
00007ffb40021700 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.172
00007ffb40021730 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.187
00007ffb400217a0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.22
00007ffb40022600 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.23
00007ffb400217d0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.24
00007ffb40021800 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.30
00007ffb40021820 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.31
00007ffb40021840 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.38
00007ffb40021870 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.42
00007ffb400218a0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.51
00007ffb400218d0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.52
00007ffb40021900 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.53
00007ffb40021930 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.54
00007ffb40021960 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.55
00007ffb40021990 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.56
00007ffb400219c0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.57
00007ffb400219f0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.58
00007ffb40022310 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.62
00007ffb40022330 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.64
00007ffb40022360 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.67
00007ffb40022390 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.69
00007ffb40020fc0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.70
00007ffb40020ff0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.71
00007ffb400223b0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.71
00007ffb40021020 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.72
00007ffb40021050 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.75
00007ffb400223e0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.75
00007ffb40022410 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.76
00007ffb40022440 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.78
00007ffb40022470 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.79
00007ffb40021080 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.82
00007ffb400210a0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.83
00007ffb400210c0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.84
00007ffb400210e0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.88
00007ffb40021110 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.89
00007ffb40021140 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.90
00007ffb40021170 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.91
00007ffb400211a0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.92
00007ffb400211d0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.94
00007ffb40020f70 (__DATA_CONST,__const) non-external ___block_literal_global
00007ffb40021680 (__DATA_CONST,__const) non-external ___block_literal_global
00007ffb40022620 (__DATA_CONST,__const) non-external ___block_literal_global
                 (undefined) external ___bzero (from libSystem)
00007ffb005314c0 (__TEXT,__text) non-external (was a private external) ___chkstk_darwin
00007ffb005314e0 (__TEXT,__text) non-external (was a private external) ___chkstk_darwin_llvm_probe
00007ffb005347ac (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32b
00007ffb00535185 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32b40r
00007ffb0054a223 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32c33_ZTS11OSSharedPtrI12OSDictionaryE
00007ffb00536af7 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32r
00007ffb00532dc3 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32r40c28_ZTS11OSSharedPtrI8OSActionE
00007ffb00534576 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32r40r
00007ffb00546d47 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32r40r48r
00007ffb0054712e (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32r40r48r56r64r
                 (undefined) external ___cxa_pure_virtual (from libc++)
00007ffb005347c3 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32b
00007ffb005351bd (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32b40r
00007ffb0054a240 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32c33_ZTS11OSSharedPtrI12OSDictionaryE
00007ffb0053d8ac (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32r
00007ffb00532dfe (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32r40c28_ZTS11OSSharedPtrI8OSActionE
00007ffb005345ae (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32r40r
00007ffb00546d91 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32r40r48r
00007ffb0054719c (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32r40r48r56r64r
                 (undefined) external ___error (from libSystem)
                 (undefined) external ___memcpy_chk (from libSystem)
                 (undefined) external ___stack_chk_fail (from libSystem)
                 (undefined) external ___stack_chk_guard (from libSystem)
                 (undefined) external ___stderrp (from libSystem)
                 (undefined) external __dispatch_queue_attr_concurrent (from libSystem)
                 (undefined) external __dispatch_source_type_timer (from libSystem)
                 (undefined) external __dyld_get_image_header (from libSystem)
                 (undefined) external __dyld_get_image_name (from libSystem)
                 (undefined) external __dyld_image_count (from libSystem)
                 (undefined) external __os_log_default (from libSystem)
                 (undefined) external __os_log_impl (from libSystem)
                 (undefined) external _abort (from libSystem)
00007ffb005309d7 (__TEXT,__text) external _absolutetime_to_continuoustime
00007ffb005308b1 (__TEXT,__text) external _absolutetime_to_nanoseconds
00007ffb0055a71b (__TEXT,__text) non-external _absolutetime_to_nanoseconds.cold.1
00007ffb0054a96f (__TEXT,__text) external _aes_decrypt
00007ffb0054ad43 (__TEXT,__text) external _aes_decrypt_aad_gcm
00007ffb0054a8c9 (__TEXT,__text) external _aes_decrypt_cbc
00007ffb0054add6 (__TEXT,__text) external _aes_decrypt_finalize_gcm
00007ffb0054ad8b (__TEXT,__text) external _aes_decrypt_gcm
00007ffb0054ae4c (__TEXT,__text) external _aes_decrypt_get_ctx_size_gcm
00007ffb0054ad10 (__TEXT,__text) external _aes_decrypt_inc_iv_gcm
00007ffb0054a87b (__TEXT,__text) external _aes_decrypt_key
00007ffb0055cad4 (__TEXT,__text) non-external _aes_decrypt_key.cold.1
00007ffb0054a998 (__TEXT,__text) external _aes_decrypt_key128
00007ffb0054a9bc (__TEXT,__text) external _aes_decrypt_key256
00007ffb0054abf6 (__TEXT,__text) external _aes_decrypt_key_gcm
00007ffb0054ac3e (__TEXT,__text) external _aes_decrypt_key_with_iv_gcm
00007ffb0054ace0 (__TEXT,__text) external _aes_decrypt_reset_gcm
00007ffb0054ac89 (__TEXT,__text) external _aes_decrypt_set_iv_gcm
00007ffb0054a864 (__TEXT,__text) external _aes_encrypt
00007ffb0054ab0c (__TEXT,__text) external _aes_encrypt_aad_gcm
00007ffb0054a7be (__TEXT,__text) external _aes_encrypt_cbc
00007ffb0054ab9f (__TEXT,__text) external _aes_encrypt_finalize_gcm
00007ffb0054ab54 (__TEXT,__text) external _aes_encrypt_gcm
00007ffb0054ae2d (__TEXT,__text) external _aes_encrypt_get_ctx_size_gcm
00007ffb0054aad9 (__TEXT,__text) external _aes_encrypt_inc_iv_gcm
00007ffb0054a770 (__TEXT,__text) external _aes_encrypt_key
00007ffb0055cabb (__TEXT,__text) non-external _aes_encrypt_key.cold.1
00007ffb0054a986 (__TEXT,__text) external _aes_encrypt_key128
00007ffb0054a9aa (__TEXT,__text) external _aes_encrypt_key256
00007ffb0054a9ce (__TEXT,__text) external _aes_encrypt_key_gcm
00007ffb0054aa16 (__TEXT,__text) external _aes_encrypt_key_with_iv_gcm
00007ffb0054aaa9 (__TEXT,__text) external _aes_encrypt_reset_gcm
00007ffb0054aa61 (__TEXT,__text) external _aes_encrypt_set_iv_gcm
                 (undefined) external _arc4random_buf (from libSystem)
                 (undefined) external _calloc (from libSystem)
                 (undefined) external _ccaes_cbc_decrypt_mode (from libSystem)
                 (undefined) external _ccaes_cbc_encrypt_mode (from libSystem)
                 (undefined) external _ccaes_gcm_decrypt_mode (from libSystem)
                 (undefined) external _ccaes_gcm_encrypt_mode (from libSystem)
                 (undefined) external _cccbc_init (from libSystem)
                 (undefined) external _cccbc_set_iv (from libSystem)
                 (undefined) external _cccbc_update (from libSystem)
                 (undefined) external _ccdigest_init (from libSystem)
                 (undefined) external _ccdigest_update (from libSystem)
                 (undefined) external _ccgcm_aad (from libSystem)
                 (undefined) external _ccgcm_finalize (from libSystem)
                 (undefined) external _ccgcm_inc_iv (from libSystem)
                 (undefined) external _ccgcm_init (from libSystem)
                 (undefined) external _ccgcm_init_with_iv (from libSystem)
                 (undefined) external _ccgcm_reset (from libSystem)
                 (undefined) external _ccgcm_set_iv (from libSystem)
                 (undefined) external _ccgcm_update (from libSystem)
                 (undefined) external _ccmd5_di (from libSystem)
                 (undefined) external _ccsha1_di (from libSystem)
                 (undefined) external _ccsha256_di (from libSystem)
                 (undefined) external _ccsha384_di (from libSystem)
                 (undefined) external _ccsha512_di (from libSystem)
00007ffb00530901 (__TEXT,__text) external _clock_get_calendar_microtime
00007ffb0055a761 (__TEXT,__text) non-external _clock_get_calendar_microtime.cold.1
00007ffb005308c6 (__TEXT,__text) external _clock_get_calendar_nanotime
00007ffb0055a73e (__TEXT,__text) non-external _clock_get_calendar_nanotime.cold.1
00007ffb00530952 (__TEXT,__text) external _clock_get_system_nanotime
00007ffb0055a784 (__TEXT,__text) non-external _clock_get_system_nanotime.cold.1
                 (undefined) external _clock_gettime (from libSystem)
