00007ff80ce2d6f0 (__TEXT,__const) non-external _A1_Table
00007ff80c4a4b80 (__TEXT,__text) external _vImageMin_ARGB8888
00007ff843b4fcb8 (__DATA,__bss) non-external _vImageMin_ARGB8888.vMinH_Interleaved_CV
00007ff843b4fcb0 (__DATA,__bss) non-external _vImageMin_ARGB8888.vMinV_Interleaved_CV
00007ff843b4fca8 (__DATA,__bss) non-external _vImageMin_ARGB8888.vMin_Interleaved_CV
00007ff80c4a6ab0 (__TEXT,__text) external _vImageMin_ARGBFFFF
00007ff843b4fce8 (__DATA,__bss) non-external _vImageMin_ARGBFFFF.vMinFP_Interleaved_CV
00007ff843b4fcf8 (__DATA,__bss) non-external _vImageMin_ARGBFFFF.vMinH_FPInterleaved_CV
00007ff843b4fcf0 (__DATA,__bss) non-external _vImageMin_ARGBFFFF.vMinV_FPInterleaved_CV
00007ff80c2fa420 (__TEXT,__text) external _vImageMin_Planar8
00007ff843b4f080 (__DATA,__bss) non-external _vImageMin_Planar8.vMinH_CV
00007ff843b4f078 (__DATA,__bss) non-external _vImageMin_Planar8.vMinV_CV
00007ff843b4f070 (__DATA,__bss) non-external _vImageMin_Planar8.vMin_CV
00007ff80c4a2c40 (__TEXT,__text) external _vImageMin_PlanarF
00007ff843b4fc68 (__DATA,__bss) non-external _vImageMin_PlanarF.vMinFP_CV
00007ff843b4fc78 (__DATA,__bss) non-external _vImageMin_PlanarF.vMinH_FP_CV
00007ff843b4fc70 (__DATA,__bss) non-external _vImageMin_PlanarF.vMinV_FP_CV
00007ff80c4b9210 (__TEXT,__text) external _vImageMultiDimensionalInterpolatedLookupTable_Planar16Q12
00007ff80c2e9d90 (__TEXT,__text) external _vImageMultiDimensionalInterpolatedLookupTable_PlanarF
00007ff80c2e2240 (__TEXT,__text) external _vImageMultidimensionalTable_Create
00007ff80c2f1ba0 (__TEXT,__text) external _vImageMultidimensionalTable_Release
00007ff80c4b8f40 (__TEXT,__text) external _vImageMultidimensionalTable_Retain
00007ff80c53c6e0 (__TEXT,__text) external _vImageNewResamplingFilter
00007ff80c306cc0 (__TEXT,__text) external _vImageNewResamplingFilterForFunctionUsingBuffer
00007ff80cda0bf0 (__TEXT,__text) external _vImageOverwriteChannelsWithPixel_ARGB16U
00007ff843b506e0 (__DATA,__bss) non-external _vImageOverwriteChannelsWithPixel_ARGB16U.vConvert_OverwriteChannelsWithPixel_ARGB16U_CV
00007ff80c3053b0 (__TEXT,__text) external _vImageOverwriteChannelsWithPixel_ARGB8888
00007ff843b506d8 (__DATA,__bss) non-external _vImageOverwriteChannelsWithPixel_ARGB8888.vConvert_OverwriteChannelsWithPixel_ARGB8888_CV
00007ff80cda0ed0 (__TEXT,__text) external _vImageOverwriteChannelsWithPixel_ARGBFFFF
00007ff843b506e8 (__DATA,__bss) non-external _vImageOverwriteChannelsWithPixel_ARGBFFFF.vConvert_OverwriteChannelsWithPixel_ARGBFFFF_CV
00007ff80c305390 (__TEXT,__text) external _vImageOverwriteChannelsWithScalar_ARGB8888
00007ff80cda11f0 (__TEXT,__text) external _vImageOverwriteChannelsWithScalar_ARGBFFFF
00007ff80c4ecaf0 (__TEXT,__text) non-external (was a private external) _vImageOverwriteChannelsWithScalar_Chunky16U
00007ff80c3e0700 (__TEXT,__text) non-external (was a private external) _vImageOverwriteChannelsWithScalar_Chunky16U_AVX
00007ff80c50dde0 (__TEXT,__text) non-external (was a private external) _vImageOverwriteChannelsWithScalar_Chunky16U_AVX2
00007ff80c57bd10 (__TEXT,__text) non-external (was a private external) _vImageOverwriteChannelsWithScalar_Chunky16U_SSE4_1
00007ff80c4ecb10 (__TEXT,__text) non-external (was a private external) _vImageOverwriteChannelsWithScalar_Chunky16U_resolver
00007ff80c4f3e10 (__TEXT,__text) non-external (was a private external) _vImageOverwriteChannelsWithScalar_Chunky16U_scalar
00007ff843b4eef0 (__DATA,__data) non-external (was a private external) _vImageOverwriteChannelsWithScalar_Chunky16U_vec
00007ff80c4eca90 (__TEXT,__text) non-external (was a private external) _vImageOverwriteChannelsWithScalar_Chunky8
00007ff80c3e0450 (__TEXT,__text) non-external (was a private external) _vImageOverwriteChannelsWithScalar_Chunky8_AVX
00007ff80c50db30 (__TEXT,__text) non-external (was a private external) _vImageOverwriteChannelsWithScalar_Chunky8_AVX2
00007ff80c57ba60 (__TEXT,__text) non-external (was a private external) _vImageOverwriteChannelsWithScalar_Chunky8_SSE4_1
00007ff80c4ecab0 (__TEXT,__text) non-external (was a private external) _vImageOverwriteChannelsWithScalar_Chunky8_resolver
00007ff80c4f3b60 (__TEXT,__text) non-external (was a private external) _vImageOverwriteChannelsWithScalar_Chunky8_scalar
00007ff843b4eee8 (__DATA,__data) non-external (was a private external) _vImageOverwriteChannelsWithScalar_Chunky8_vec
00007ff80c4ecb50 (__TEXT,__text) non-external (was a private external) _vImageOverwriteChannelsWithScalar_ChunkyF
00007ff80c3e0a40 (__TEXT,__text) non-external (was a private external) _vImageOverwriteChannelsWithScalar_ChunkyF_AVX
00007ff80c50e120 (__TEXT,__text) non-external (was a private external) _vImageOverwriteChannelsWithScalar_ChunkyF_AVX2
00007ff80c57c050 (__TEXT,__text) non-external (was a private external) _vImageOverwriteChannelsWithScalar_ChunkyF_SSE4_1
00007ff80c4ecb70 (__TEXT,__text) non-external (was a private external) _vImageOverwriteChannelsWithScalar_ChunkyF_resolver
00007ff80c4f4150 (__TEXT,__text) non-external (was a private external) _vImageOverwriteChannelsWithScalar_ChunkyF_scalar
00007ff843b4eef8 (__DATA,__data) non-external (was a private external) _vImageOverwriteChannelsWithScalar_ChunkyF_vec
00007ff80cda1400 (__TEXT,__text) external _vImageOverwriteChannelsWithScalar_Planar16F
00007ff80cda12e0 (__TEXT,__text) external _vImageOverwriteChannelsWithScalar_Planar16S
00007ff80cda1330 (__TEXT,__text) external _vImageOverwriteChannelsWithScalar_Planar16U
00007ff80cda1240 (__TEXT,__text) external _vImageOverwriteChannelsWithScalar_Planar8
00007ff80cda1380 (__TEXT,__text) external _vImageOverwriteChannelsWithScalar_PlanarF
00007ff80cda0730 (__TEXT,__text) external _vImageOverwriteChannels_ARGB16U
00007ff843b506c8 (__DATA,__bss) non-external _vImageOverwriteChannels_ARGB16U.vConvert_OverwriteChannels_ARGB16U_CV
00007ff80cda0460 (__TEXT,__text) external _vImageOverwriteChannels_ARGB8888
00007ff843b506c0 (__DATA,__bss) non-external _vImageOverwriteChannels_ARGB8888.vConvert_OverwriteChannels_ARGB8888_CV
00007ff80cda0940 (__TEXT,__text) external _vImageOverwriteChannels_ARGBFFFF
00007ff843b506d0 (__DATA,__bss) non-external _vImageOverwriteChannels_ARGBFFFF.vConvert_OverwriteChannels_ARGBFFFF_CV
00007ff80c4b1760 (__TEXT,__text) external _vImagePNGDecompressionFilter
00007ff80c38ff10 (__TEXT,__text) external _vImagePermuteChannelsWithMaskedInsert_ARGB16U
00007ff843b4f9c0 (__DATA,__bss) non-external _vImagePermuteChannelsWithMaskedInsert_ARGB16U.vConvert_PermuteChannelsWithMaskedInsert_ARGB16U_CV
00007ff80c30c950 (__TEXT,__text) external _vImagePermuteChannelsWithMaskedInsert_ARGB8888
00007ff843b4f9b8 (__DATA,__bss) non-external _vImagePermuteChannelsWithMaskedInsert_ARGB8888.vConvert_PermuteChannelsWithMaskedInsert_ARGB8888_CV
00007ff80c390240 (__TEXT,__text) external _vImagePermuteChannelsWithMaskedInsert_ARGBFFFF
00007ff843b4f9c8 (__DATA,__bss) non-external _vImagePermuteChannelsWithMaskedInsert_ARGBFFFF.vConvert_PermuteChannelsWithMaskedInsert_ARGBFFFF_CV
00007ff80c38fcc0 (__TEXT,__text) external _vImagePermuteChannels_ARGB16F
00007ff80c30fb60 (__TEXT,__text) external _vImagePermuteChannels_ARGB16U
00007ff843b4f9a8 (__DATA,__bss) non-external _vImagePermuteChannels_ARGB16U.vConvert_PermuteChannels_ARGB16U_CV
00007ff80c2f01f0 (__TEXT,__text) external _vImagePermuteChannels_ARGB8888
00007ff843b4f9a0 (__DATA,__bss) non-external _vImagePermuteChannels_ARGB8888.vConvert_PermuteChannels_ARGB8888_CV
00007ff80c38fcd0 (__TEXT,__text) external _vImagePermuteChannels_ARGBFFFF
00007ff843b4f9b0 (__DATA,__bss) non-external _vImagePermuteChannels_ARGBFFFF.vConvert_PermuteChannels_ARGBFFFF_CV
00007ff80c4ed090 (__TEXT,__text) non-external (was a private external) _vImagePermuteChannels_Chunky16U
00007ff80c3e7cf0 (__TEXT,__text) non-external (was a private external) _vImagePermuteChannels_Chunky16U_AVX
00007ff80c516090 (__TEXT,__text) non-external (was a private external) _vImagePermuteChannels_Chunky16U_AVX2
00007ff80c5831f0 (__TEXT,__text) non-external (was a private external) _vImagePermuteChannels_Chunky16U_SSE4_1
00007ff80c4ed0b0 (__TEXT,__text) non-external (was a private external) _vImagePermuteChannels_Chunky16U_resolver
00007ff80c4fb030 (__TEXT,__text) non-external (was a private external) _vImagePermuteChannels_Chunky16U_scalar
00007ff843b4ef68 (__DATA,__data) non-external (was a private external) _vImagePermuteChannels_Chunky16U_vec
00007ff80c4ed030 (__TEXT,__text) non-external (was a private external) _vImagePermuteChannels_Chunky8
00007ff80c3e6dc0 (__TEXT,__text) non-external (was a private external) _vImagePermuteChannels_Chunky8_AVX
00007ff80c5144a0 (__TEXT,__text) non-external (was a private external) _vImagePermuteChannels_Chunky8_AVX2
00007ff80c5822b0 (__TEXT,__text) non-external (was a private external) _vImagePermuteChannels_Chunky8_SSE4_1
00007ff80c4ed050 (__TEXT,__text) non-external (was a private external) _vImagePermuteChannels_Chunky8_resolver
00007ff80c4fa3b0 (__TEXT,__text) non-external (was a private external) _vImagePermuteChannels_Chunky8_scalar
00007ff843b4ef60 (__DATA,__data) non-external (was a private external) _vImagePermuteChannels_Chunky8_vec
00007ff80c4ed0f0 (__TEXT,__text) non-external (was a private external) _vImagePermuteChannels_ChunkyF
00007ff80c3e8b90 (__TEXT,__text) non-external (was a private external) _vImagePermuteChannels_ChunkyF_AVX
00007ff80c5175b0 (__TEXT,__text) non-external (was a private external) _vImagePermuteChannels_ChunkyF_AVX2
00007ff80c584090 (__TEXT,__text) non-external (was a private external) _vImagePermuteChannels_ChunkyF_SSE4_1
00007ff80c4ed110 (__TEXT,__text) non-external (was a private external) _vImagePermuteChannels_ChunkyF_resolver
00007ff80c4fbc20 (__TEXT,__text) non-external (was a private external) _vImagePermuteChannels_ChunkyF_scalar
00007ff843b4ef70 (__DATA,__data) non-external (was a private external) _vImagePermuteChannels_ChunkyF_vec
00007ff80c390580 (__TEXT,__text) external _vImagePermuteChannels_RGB888
00007ff843b4f9d0 (__DATA,__bss) non-external _vImagePermuteChannels_RGB888.vConvert_PermuteChannels_RGB888_CV
00007ff80c463160 (__TEXT,__text) external _vImagePerspectiveWarp_ARGB16F
00007ff843b4fbd8 (__DATA,__bss) non-external _vImagePerspectiveWarp_ARGB16F.vPerspectiveWarp_ARGB16F_Linear_bgf
00007ff843b4fbe0 (__DATA,__bss) non-external _vImagePerspectiveWarp_ARGB16F.vPerspectiveWarp_ARGB16F_Linear_ext
00007ff843b4fbc8 (__DATA,__bss) non-external _vImagePerspectiveWarp_ARGB16F.vPerspectiveWarp_ARGB16F_Nearest_bgf
00007ff843b4fbd0 (__DATA,__bss) non-external _vImagePerspectiveWarp_ARGB16F.vPerspectiveWarp_ARGB16F_Nearest_ext
00007ff80c462620 (__TEXT,__text) external _vImagePerspectiveWarp_ARGB16U
00007ff843b4fb98 (__DATA,__bss) non-external _vImagePerspectiveWarp_ARGB16U.vPerspectiveWarp_ARGB16U_Linear_bgf
00007ff843b4fba0 (__DATA,__bss) non-external _vImagePerspectiveWarp_ARGB16U.vPerspectiveWarp_ARGB16U_Linear_ext
00007ff843b4fb88 (__DATA,__bss) non-external _vImagePerspectiveWarp_ARGB16U.vPerspectiveWarp_ARGB16U_Nearest_bgf
00007ff843b4fb90 (__DATA,__bss) non-external _vImagePerspectiveWarp_ARGB16U.vPerspectiveWarp_ARGB16U_Nearest_ext
00007ff80c461ac0 (__TEXT,__text) external _vImagePerspectiveWarp_ARGB8888
00007ff843b4fb58 (__DATA,__bss) non-external _vImagePerspectiveWarp_ARGB8888.vPerspectiveWarp_ARGB8888_Linear_bgf
00007ff843b4fb60 (__DATA,__bss) non-external _vImagePerspectiveWarp_ARGB8888.vPerspectiveWarp_ARGB8888_Linear_ext
00007ff843b4fb48 (__DATA,__bss) non-external _vImagePerspectiveWarp_ARGB8888.vPerspectiveWarp_ARGB8888_Nearest_bgf
00007ff843b4fb50 (__DATA,__bss) non-external _vImagePerspectiveWarp_ARGB8888.vPerspectiveWarp_ARGB8888_Nearest_ext
00007ff80c462ba0 (__TEXT,__text) external _vImagePerspectiveWarp_Planar16F
00007ff843b4fbb8 (__DATA,__bss) non-external _vImagePerspectiveWarp_Planar16F.vPerspectiveWarp_Planar16F_Linear_bgf
00007ff843b4fbc0 (__DATA,__bss) non-external _vImagePerspectiveWarp_Planar16F.vPerspectiveWarp_Planar16F_Linear_ext
00007ff843b4fba8 (__DATA,__bss) non-external _vImagePerspectiveWarp_Planar16F.vPerspectiveWarp_Planar16F_Nearest_bgf
00007ff843b4fbb0 (__DATA,__bss) non-external _vImagePerspectiveWarp_Planar16F.vPerspectiveWarp_Planar16F_Nearest_ext
00007ff80c462040 (__TEXT,__text) external _vImagePerspectiveWarp_Planar16U
00007ff843b4fb78 (__DATA,__bss) non-external _vImagePerspectiveWarp_Planar16U.vPerspectiveWarp_Planar16U_Linear_bgf
00007ff843b4fb80 (__DATA,__bss) non-external _vImagePerspectiveWarp_Planar16U.vPerspectiveWarp_Planar16U_Linear_ext
00007ff843b4fb68 (__DATA,__bss) non-external _vImagePerspectiveWarp_Planar16U.vPerspectiveWarp_Planar16U_Nearest_bgf
00007ff843b4fb70 (__DATA,__bss) non-external _vImagePerspectiveWarp_Planar16U.vPerspectiveWarp_Planar16U_Nearest_ext
00007ff80c4614e0 (__TEXT,__text) external _vImagePerspectiveWarp_Planar8
00007ff843b4fb38 (__DATA,__bss) non-external _vImagePerspectiveWarp_Planar8.vPerspectiveWarp_Planar8_Linear_bgf
00007ff843b4fb40 (__DATA,__bss) non-external _vImagePerspectiveWarp_Planar8.vPerspectiveWarp_Planar8_Linear_ext
00007ff843b4fb28 (__DATA,__bss) non-external _vImagePerspectiveWarp_Planar8.vPerspectiveWarp_Planar8_Nearest_bgf
00007ff843b4fb30 (__DATA,__bss) non-external _vImagePerspectiveWarp_Planar8.vPerspectiveWarp_Planar8_Nearest_ext
00007ff80c4b6a80 (__TEXT,__text) external _vImagePiecewiseGamma_Planar16Q12
00007ff80c4b6c80 (__TEXT,__text) external _vImagePiecewiseGamma_Planar16Q12toPlanar8
00007ff80c4b67f0 (__TEXT,__text) external _vImagePiecewiseGamma_Planar8
00007ff80c4b6950 (__TEXT,__text) external _vImagePiecewiseGamma_Planar8toPlanar16Q12
00007ff80c4b6d00 (__TEXT,__text) external _vImagePiecewiseGamma_Planar8toPlanarF
00007ff80c2d3330 (__TEXT,__text) external _vImagePiecewiseGamma_PlanarF
00007ff80c4b7020 (__TEXT,__text) external _vImagePiecewiseGamma_PlanarFtoPlanar8
00007ff843b4fd88 (__DATA,__bss) non-external _vImagePiecewiseGamma_PlanarFtoPlanar8.vPiecewiseGamma_PlanarFto8
00007ff80c4b4c10 (__TEXT,__text) external _vImagePiecewisePolynomial_Planar8toPlanarF
00007ff80c2ed760 (__TEXT,__text) external _vImagePiecewisePolynomial_PlanarF
00007ff80c4b5ba0 (__TEXT,__text) external _vImagePiecewisePolynomial_PlanarFtoPlanar8
00007ff80c4b89d0 (__TEXT,__text) external _vImagePiecewiseRational_PlanarF
00007ff80c35aff0 (__TEXT,__text) external _vImagePremultipliedAlphaBlendDarken_RGBA8888
00007ff843b4f5d8 (__DATA,__bss) non-external _vImagePremultipliedAlphaBlendDarken_RGBA8888.vPremultipliedAlphaBlendDarken_RGBA8888_CV
00007ff80c35ada0 (__TEXT,__text) external _vImagePremultipliedAlphaBlendLighten_RGBA8888
00007ff843b4f5d0 (__DATA,__bss) non-external _vImagePremultipliedAlphaBlendLighten_RGBA8888.vPremultipliedAlphaBlendLighten_RGBA8888_CV
00007ff80c35a900 (__TEXT,__text) external _vImagePremultipliedAlphaBlendMultiply_RGBA8888
00007ff843b4f5c0 (__DATA,__bss) non-external _vImagePremultipliedAlphaBlendMultiply_RGBA8888.vPremultipliedAlphaBlendMultiply_RGBA8888_CV
00007ff80c35ab50 (__TEXT,__text) external _vImagePremultipliedAlphaBlendScreen_RGBA8888
00007ff843b4f5c8 (__DATA,__bss) non-external _vImagePremultipliedAlphaBlendScreen_RGBA8888.vPremultipliedAlphaBlendScreen_RGBA8888_CV
00007ff80c2ef210 (__TEXT,__text) external _vImagePremultipliedAlphaBlendWithPermute_ARGB8888
00007ff843b4eff8 (__DATA,__bss) non-external _vImagePremultipliedAlphaBlendWithPermute_ARGB8888.vPremultipliedAlphaBlendWithPermute_ARGB8888_CV
00007ff80c2db720 (__TEXT,__text) external _vImagePremultipliedAlphaBlendWithPermute_RGBA8888
00007ff843b4f000 (__DATA,__bss) non-external _vImagePremultipliedAlphaBlendWithPermute_RGBA8888.vPremultipliedAlphaBlendWithPermute_RGBA8888_CV
00007ff80c359d80 (__TEXT,__text) external _vImagePremultipliedAlphaBlend_ARGB8888
00007ff843b4f5a8 (__DATA,__bss) non-external _vImagePremultipliedAlphaBlend_ARGB8888.vAlpha_Blend_Premultiplied_ARGB_8888_CV
00007ff80c35a280 (__TEXT,__text) external _vImagePremultipliedAlphaBlend_ARGBFFFF
00007ff843b4f5b0 (__DATA,__bss) non-external _vImagePremultipliedAlphaBlend_ARGBFFFF.vAlpha_Blend_Premultiplied_ARGB_FFFF_CV
00007ff80c35a000 (__TEXT,__text) external _vImagePremultipliedAlphaBlend_BGRA8888
00007ff843b4eff0 (__DATA,__bss) non-external _vImagePremultipliedAlphaBlend_BGRA8888.vAlpha_Blend_Premultiplied_BGRA_8888_CV
00007ff80c35a500 (__TEXT,__text) external _vImagePremultipliedAlphaBlend_BGRAFFFF
00007ff843b4f5b8 (__DATA,__bss) non-external _vImagePremultipliedAlphaBlend_BGRAFFFF.vAlpha_Blend_Premultiplied_BGRA_FFFF_CV
00007ff80c359820 (__TEXT,__text) external _vImagePremultipliedAlphaBlend_Planar8
00007ff843b4f598 (__DATA,__bss) non-external _vImagePremultipliedAlphaBlend_Planar8.vAlpha_Blend_Premultiplied_Planar_UInt8_CV
00007ff80c359ad0 (__TEXT,__text) external _vImagePremultipliedAlphaBlend_PlanarF
00007ff843b4f5a0 (__DATA,__bss) non-external _vImagePremultipliedAlphaBlend_PlanarF.vAlpha_Blend_Premultiplied_Planar_Float_CV
00007ff80c35b810 (__TEXT,__text) external _vImagePremultipliedConstAlphaBlend_ARGB8888
00007ff843b4f5f0 (__DATA,__bss) non-external _vImagePremultipliedConstAlphaBlend_ARGB8888.vConst_Alpha_Blend_Premultiplied_ARGB_8888_CV_new
00007ff80c35bab0 (__TEXT,__text) external _vImagePremultipliedConstAlphaBlend_ARGBFFFF
00007ff843b4f5f8 (__DATA,__bss) non-external _vImagePremultipliedConstAlphaBlend_ARGBFFFF.vConst_Alpha_Blend_Premultiplied_ARGB_FFFF_CV
00007ff80c35b240 (__TEXT,__text) external _vImagePremultipliedConstAlphaBlend_Planar8
00007ff843b4f5e0 (__DATA,__bss) non-external _vImagePremultipliedConstAlphaBlend_Planar8.vConst_Alpha_Blend_Premultiplied_Planar_UInt8_CV_new
00007ff80c35b520 (__TEXT,__text) external _vImagePremultipliedConstAlphaBlend_PlanarF
00007ff843b4f5e8 (__DATA,__bss) non-external _vImagePremultipliedConstAlphaBlend_PlanarF.vConst_Alpha_Blend_Premultiplied_Planar_Float_CV
00007ff80c35cf60 (__TEXT,__text) external _vImagePremultiplyData_ARGB16Q12
00007ff843b4f638 (__DATA,__bss) non-external _vImagePremultiplyData_ARGB16Q12.vPremultiplyData_ARGB16Q12
00007ff80c35cd20 (__TEXT,__text) external _vImagePremultiplyData_ARGB16U
00007ff843b4f630 (__DATA,__bss) non-external _vImagePremultiplyData_ARGB16U.vPremultiplyData_ARGB16U_CV
00007ff80c2dc2f0 (__TEXT,__text) external _vImagePremultiplyData_ARGB8888
00007ff843b4f008 (__DATA,__bss) non-external _vImagePremultiplyData_ARGB8888.vPremultiplyData_ARGB8888_CV
00007ff80c35c340 (__TEXT,__text) external _vImagePremultiplyData_ARGBFFFF
00007ff843b4f610 (__DATA,__bss) non-external _vImagePremultiplyData_ARGBFFFF.vPremultiplyData_ARGBFFFF_CV
00007ff80c4ec8b0 (__TEXT,__text) non-external (was a private external) _vImagePremultiplyData_Chunky16AlphaFirst
00007ff80c3dea90 (__TEXT,__text) non-external (was a private external) _vImagePremultiplyData_Chunky16AlphaFirst_AVX
00007ff80c50c280 (__TEXT,__text) non-external (was a private external) _vImagePremultiplyData_Chunky16AlphaFirst_AVX2
00007ff80c57a2e0 (__TEXT,__text) non-external (was a private external) _vImagePremultiplyData_Chunky16AlphaFirst_SSE4_1
00007ff80c4ec8d0 (__TEXT,__text) non-external (was a private external) _vImagePremultiplyData_Chunky16AlphaFirst_resolver
00007ff80c4f2ea0 (__TEXT,__text) non-external (was a private external) _vImagePremultiplyData_Chunky16AlphaFirst_scalar
00007ff843b4eec0 (__DATA,__data) non-external (was a private external) _vImagePremultiplyData_Chunky16AlphaFirst_vec
00007ff80c4ec850 (__TEXT,__text) non-external (was a private external) _vImagePremultiplyData_Chunky16AlphaLast
00007ff80c3de440 (__TEXT,__text) non-external (was a private external) _vImagePremultiplyData_Chunky16AlphaLast_AVX
00007ff80c50bca0 (__TEXT,__text) non-external (was a private external) _vImagePremultiplyData_Chunky16AlphaLast_AVX2
00007ff80c579df0 (__TEXT,__text) non-external (was a private external) _vImagePremultiplyData_Chunky16AlphaLast_SSE4_1
00007ff80c4ec870 (__TEXT,__text) non-external (was a private external) _vImagePremultiplyData_Chunky16AlphaLast_resolver
00007ff80c4f2c10 (__TEXT,__text) non-external (was a private external) _vImagePremultiplyData_Chunky16AlphaLast_scalar
00007ff843b4eeb8 (__DATA,__data) non-external (was a private external) _vImagePremultiplyData_Chunky16AlphaLast_vec
00007ff80c4ec970 (__TEXT,__text) non-external (was a private external) _vImagePremultiplyData_Chunky16Q12AlphaFirst
00007ff80c3df610 (__TEXT,__text) non-external (was a private external) _vImagePremultiplyData_Chunky16Q12AlphaFirst_AVX
00007ff80c50cd30 (__TEXT,__text) non-external (was a private external) _vImagePremultiplyData_Chunky16Q12AlphaFirst_AVX2
00007ff80c57acf0 (__TEXT,__text) non-external (was a private external) _vImagePremultiplyData_Chunky16Q12AlphaFirst_SSE4_1
00007ff80c4ec990 (__TEXT,__text) non-external (was a private external) _vImagePremultiplyData_Chunky16Q12AlphaFirst_resolver
00007ff80c4f33a0 (__TEXT,__text) non-external (was a private external) _vImagePremultiplyData_Chunky16Q12AlphaFirst_scalar
00007ff843b4eed0 (__DATA,__data) non-external (was a private external) _vImagePremultiplyData_Chunky16Q12AlphaFirst_vec
00007ff80c4ec910 (__TEXT,__text) non-external (was a private external) _vImagePremultiplyData_Chunky16Q12AlphaLast
00007ff80c3df0c0 (__TEXT,__text) non-external (was a private external) _vImagePremultiplyData_Chunky16Q12AlphaLast_AVX
00007ff80c50c840 (__TEXT,__text) non-external (was a private external) _vImagePremultiplyData_Chunky16Q12AlphaLast_AVX2
00007ff80c57a7d0 (__TEXT,__text) non-external (was a private external) _vImagePremultiplyData_Chunky16Q12AlphaLast_SSE4_1
00007ff80c4ec930 (__TEXT,__text) non-external (was a private external) _vImagePremultiplyData_Chunky16Q12AlphaLast_resolver
00007ff80c4f3130 (__TEXT,__text) non-external (was a private external) _vImagePremultiplyData_Chunky16Q12AlphaLast_scalar
00007ff843b4eec8 (__DATA,__data) non-external (was a private external) _vImagePremultiplyData_Chunky16Q12AlphaLast_vec
00007ff80c4ec7f0 (__TEXT,__text) non-external (was a private external) _vImagePremultiplyData_Chunky8AlphaFirst
00007ff80c3dddc0 (__TEXT,__text) non-external (was a private external) _vImagePremultiplyData_Chunky8AlphaFirst_AVX
00007ff80c50b680 (__TEXT,__text) non-external (was a private external) _vImagePremultiplyData_Chunky8AlphaFirst_AVX2
00007ff80c579860 (__TEXT,__text) non-external (was a private external) _vImagePremultiplyData_Chunky8AlphaFirst_SSE4_1
00007ff80c4ec810 (__TEXT,__text) non-external (was a private external) _vImagePremultiplyData_Chunky8AlphaFirst_resolver
00007ff80c4f29e0 (__TEXT,__text) non-external (was a private external) _vImagePremultiplyData_Chunky8AlphaFirst_scalar
00007ff843b4eeb0 (__DATA,__data) non-external (was a private external) _vImagePremultiplyData_Chunky8AlphaFirst_vec
00007ff80c2f70e0 (__TEXT,__text) non-external (was a private external) _vImagePremultiplyData_Chunky8AlphaLast
00007ff80c3dd710 (__TEXT,__text) non-external (was a private external) _vImagePremultiplyData_Chunky8AlphaLast_AVX
00007ff80c2f7140 (__TEXT,__text) non-external (was a private external) _vImagePremultiplyData_Chunky8AlphaLast_AVX2
00007ff80c579290 (__TEXT,__text) non-external (was a private external) _vImagePremultiplyData_Chunky8AlphaLast_SSE4_1
00007ff80c2f7100 (__TEXT,__text) non-external (was a private external) _vImagePremultiplyData_Chunky8AlphaLast_resolver
00007ff80c4f27b0 (__TEXT,__text) non-external (was a private external) _vImagePremultiplyData_Chunky8AlphaLast_scalar
00007ff843b4eea8 (__DATA,__data) non-external (was a private external) _vImagePremultiplyData_Chunky8AlphaLast_vec
00007ff80c4eca30 (__TEXT,__text) non-external (was a private external) _vImagePremultiplyData_ChunkyFAlphaFirst
00007ff80c3dffe0 (__TEXT,__text) non-external (was a private external) _vImagePremultiplyData_ChunkyFAlphaFirst_AVX
00007ff80c50d6c0 (__TEXT,__text) non-external (was a private external) _vImagePremultiplyData_ChunkyFAlphaFirst_AVX2
00007ff80c57b620 (__TEXT,__text) non-external (was a private external) _vImagePremultiplyData_ChunkyFAlphaFirst_SSE4_1
00007ff80c4eca50 (__TEXT,__text) non-external (was a private external) _vImagePremultiplyData_ChunkyFAlphaFirst_resolver
00007ff80c4f38e0 (__TEXT,__text) non-external (was a private external) _vImagePremultiplyData_ChunkyFAlphaFirst_scalar
00007ff843b4eee0 (__DATA,__data) non-external (was a private external) _vImagePremultiplyData_ChunkyFAlphaFirst_vec
00007ff80c4ec9d0 (__TEXT,__text) non-external (was a private external) _vImagePremultiplyData_ChunkyFAlphaLast
00007ff80c3dfae0 (__TEXT,__text) non-external (was a private external) _vImagePremultiplyData_ChunkyFAlphaLast_AVX
00007ff80c50d1c0 (__TEXT,__text) non-external (was a private external) _vImagePremultiplyData_ChunkyFAlphaLast_AVX2
00007ff80c57b1a0 (__TEXT,__text) non-external (was a private external) _vImagePremultiplyData_ChunkyFAlphaLast_SSE4_1
00007ff80c4ec9f0 (__TEXT,__text) non-external (was a private external) _vImagePremultiplyData_ChunkyFAlphaLast_resolver
00007ff80c4f3630 (__TEXT,__text) non-external (was a private external) _vImagePremultiplyData_ChunkyFAlphaLast_scalar
00007ff843b4eed8 (__DATA,__data) non-external (was a private external) _vImagePremultiplyData_ChunkyFAlphaLast_vec
00007ff80c35bd50 (__TEXT,__text) external _vImagePremultiplyData_Planar8
00007ff843b4f600 (__DATA,__bss) non-external _vImagePremultiplyData_Planar8.vPremultiplyData_Planar8_CV
00007ff80c35c000 (__TEXT,__text) external _vImagePremultiplyData_PlanarF
00007ff843b4f608 (__DATA,__bss) non-external _vImagePremultiplyData_PlanarF.vPremultiplyData_PlanarF_CV
00007ff80c35c880 (__TEXT,__text) external _vImagePremultiplyData_RGBA16F
