00007ffa437f86f0 (__DATA,__data) non-external _.compoundliteral
00007ffa1925a2a3 (__TEXT,__text) non-external (was a private external) _glpTypeFromScalarTypeAndComponentCount
00007ffa1922c9e8 (__TEXT,__text) non-external (was a private external) _glpTypeGetAppleVec4Types
00007ffa192823b0 (__TEXT,__text) non-external (was a private external) _glpTypeGetKind
00007ffa19282afc (__TEXT,__text) non-external (was a private external) _glpTypeGetSamplerCount
00007ffa19283457 (__TEXT,__text) non-external (was a private external) _glpTypeHumanReadableDescription
00007ffa1928d923 (__TEXT,__text) non-external (was a private external) _glpTypeIdentifierNodeGetName
00007ffa19282bc4 (__TEXT,__text) non-external (was a private external) _glpTypeIsAtomic
00007ffa19282c5b (__TEXT,__text) non-external (was a private external) _glpTypeIsSized
00007ffa192830ad (__TEXT,__text) non-external (was a private external) _glpTypeParseDeref
00007ffa1922c851 (__TEXT,__text) non-external (was a private external) _glpTypeSizeGetSize
00007ffa1922c843 (__TEXT,__text) non-external (was a private external) _glpTypeSizeIsValid
00007ffa19256979 (__TEXT,__text) non-external _glpTypeToLLVMType
00007ffa1928791a (__TEXT,__text) non-external (was a private external) _glpTypedValueHash
00007ffa1922c531 (__TEXT,__text) non-external (was a private external) _glpTypedValueHashCache
00007ffa1922c48f (__TEXT,__text) non-external (was a private external) _glpTypedValueHashGet
00007ffa1922c2dd (__TEXT,__text) non-external (was a private external) _glpTypedValueHashPut
00007ffa19287976 (__TEXT,__text) non-external (was a private external) _glpTypedValuesEqual
00007ffa192827f9 (__TEXT,__text) non-external (was a private external) _glpTypesEqual
00007ffa1928d51e (__TEXT,__text) non-external (was a private external) _glpUnaryOperatorNodeGetExpr
00007ffa1928d52b (__TEXT,__text) non-external (was a private external) _glpUnaryOperatorNodeSetExpr
00007ffa19283880 (__TEXT,__text) non-external (was a private external) _glpUnaryOperatorStringToSymbol
00007ffa1928db9c (__TEXT,__text) non-external (was a private external) _glpUndeterminedCallNodeGetCallee
00007ffa1928dbad (__TEXT,__text) non-external (was a private external) _glpUndeterminedCallNodeSetCallee
00007ffa1922d4ef (__TEXT,__text) non-external (was a private external) _glpUnlockPoolAllocator
00007ffa192bebca (__TEXT,__text) non-external (was a private external) _glpUpdateExtensionBehavior
00007ffa19276c90 (__TEXT,__text) non-external (was a private external) _glpValidateSwizzle
00007ffa1928759e (__TEXT,__text) non-external (was a private external) _glpValueGetAsSize
00007ffa19287555 (__TEXT,__text) non-external (was a private external) _glpValueIsUsableAsSize
00007ffa1928f011 (__TEXT,__text) non-external (was a private external) _glpVariableDeclarationGroupNodeAddDeclaration
00007ffa1928efce (__TEXT,__text) non-external (was a private external) _glpVariableDeclarationGroupNodeGetBaseType
00007ffa1928eff1 (__TEXT,__text) non-external (was a private external) _glpVariableDeclarationGroupNodeGetDeclaration
00007ffa1928efe8 (__TEXT,__text) non-external (was a private external) _glpVariableDeclarationGroupNodeGetDeclarationCount
00007ffa1928f01e (__TEXT,__text) non-external (was a private external) _glpVariableDeclarationGroupNodeInsertDeclaration
00007ffa1928efdb (__TEXT,__text) non-external (was a private external) _glpVariableDeclarationGroupNodeSetBaseType
00007ffa1928f001 (__TEXT,__text) non-external (was a private external) _glpVariableDeclarationGroupNodeSetDeclaration
00007ffa1928ef19 (__TEXT,__text) non-external (was a private external) _glpVariableDeclarationNodeGetExtra
00007ffa1928ef47 (__TEXT,__text) non-external (was a private external) _glpVariableDeclarationNodeGetInitializer
00007ffa1928ef0f (__TEXT,__text) non-external (was a private external) _glpVariableDeclarationNodeGetIsFromSource
00007ffa1928eef3 (__TEXT,__text) non-external (was a private external) _glpVariableDeclarationNodeGetName
00007ffa1928ef2d (__TEXT,__text) non-external (was a private external) _glpVariableDeclarationNodeGetType
00007ffa1928ef23 (__TEXT,__text) non-external (was a private external) _glpVariableDeclarationNodeSetExtra
00007ffa1928ef55 (__TEXT,__text) non-external (was a private external) _glpVariableDeclarationNodeSetInitializer
00007ffa1928ef01 (__TEXT,__text) non-external (was a private external) _glpVariableDeclarationNodeSetName
00007ffa1928ef3a (__TEXT,__text) non-external (was a private external) _glpVariableDeclarationNodeSetType
00007ffa1928d8b9 (__TEXT,__text) non-external (was a private external) _glpVariableIdentifierNodeGetName
00007ffa1925b44e (__TEXT,__text) non-external (was a private external) _glpVariableObjectExtendImplicitArraySize
00007ffa1925b302 (__TEXT,__text) non-external (was a private external) _glpVariableObjectGetABI
00007ffa1925b398 (__TEXT,__text) non-external (was a private external) _glpVariableObjectValidateImplicitArraySize
00007ffa192ac217 (__TEXT,__text) non-external _glpVecFromValue
00007ffa192ee8ca (__TEXT,__text) external _glpVertexStateToPPStream
00007ffa192ddcc0 (__TEXT,__text) non-external _glpWriteClampSat
00007ffa192ddd2f (__TEXT,__text) non-external _glpWriteDestinationOperand
00007ffa192e0fdf (__TEXT,__text) non-external _glpWriteOperandSize
00007ffa1928e9ad (__TEXT,__text) non-external (was a private external) _glpWriteOutputNodeGetExtra
00007ffa1928e9b7 (__TEXT,__text) non-external (was a private external) _glpWriteOutputNodeSetExtra
00007ffa192dd748 (__TEXT,__text) non-external _glpWriteSizeType
00007ffa192e0f5a (__TEXT,__text) non-external _glpWriteSizeTypePrecision
00007ffa192dd7bd (__TEXT,__text) non-external _glpWriteSourceOperand
00007ffa1927c529 (__TEXT,__text) non-external (was a private external) _glp_serialized_integer32_control
00007ffa1927c4ac (__TEXT,__text) non-external (was a private external) _glp_serialized_integer64_control
00007ffa191a6022 (__TEXT,__text) non-external (was a private external) _glp_strtod
00007ffa1922a3d1 (__TEXT,__text) external _glsmAllocateTextureLevels
00007ffa1922a4a3 (__TEXT,__text) external _glsmCleanTextureGeometry
00007ffa1922b380 (__TEXT,__text) external _glsmCreateBuffer
00007ffa1922b1fe (__TEXT,__text) external _glsmCreateSampler
00007ffa1922a370 (__TEXT,__text) external _glsmCreateTexture
00007ffa1922b3bc (__TEXT,__text) external _glsmDestroyBuffer
00007ffa1922b23c (__TEXT,__text) external _glsmDestroySampler
00007ffa1922a474 (__TEXT,__text) external _glsmDestroyTexture
00007ffa1922a404 (__TEXT,__text) external _glsmFreeTextureLevelBuffers
00007ffa1922a9f5 (__TEXT,__text) external _glsmLoadTextureLevelBuffer
00007ffa1922b000 (__TEXT,__text) external _glsmLoadTextureStructure
00007ffa1922a7be (__TEXT,__text) non-external _glsmResetTextureLevel
00007ffa1922b246 (__TEXT,__text) external _glsmUpdateTexImageDataInPPStream
00007ffa191a67d0 (__TEXT,__text) non-external (was a private external) _glvmCPGetAttributeCode
00007ffa191a98c4 (__TEXT,__text) external _glvmCalculateSurfaceTextureBase
00007ffa191d5e30 (__TEXT,__text) non-external (was a private external) _glvmChooseArgTypeConversion
00007ffa191d6140 (__TEXT,__text) non-external (was a private external) _glvmChooseDestTypeConversion
00007ffa19225020 (__TEXT,__text) external _glvmCopyAttributes
00007ffa191a67f0 (__TEXT,__text) non-external (was a private external) _glvmEPGetAttributeCode
00007ffa191a6865 (__TEXT,__text) non-external (was a private external) _glvmFPGetAttributeCode
00007ffa191a6810 (__TEXT,__text) non-external (was a private external) _glvmGPGetAttributeCode
00007ffa191a690c (__TEXT,__text) external _glvmGetConstants
00007ffa191f9680 (__TEXT,__text) non-external (was a private external) _glvmGetDestOffsetCount
00007ffa191a6298 (__TEXT,__text) non-external (was a private external) _glvmGetGlobalParameterOffset
00007ffa191f9ed0 (__TEXT,__text) non-external (was a private external) _glvmGetOperationSpec
00007ffa191a6760 (__TEXT,__text) non-external (was a private external) _glvmGetResultCode
00007ffa191f8c30 (__TEXT,__text) non-external (was a private external) _glvmGetSourceOffsetStride
00007ffa19218b80 (__TEXT,__text) external _glvmInterpretCPTransformPatch
00007ffa19215ae0 (__TEXT,__text) non-external (was a private external) _glvmInterpretCPTransformPatchInner
00007ffa1921c790 (__TEXT,__text) external _glvmInterpretEPTransformPatch
00007ffa192191f0 (__TEXT,__text) non-external (was a private external) _glvmInterpretEPTransformPatchInner
00007ffa19228920 (__TEXT,__text) external _glvmInterpretFPTransformFour
00007ffa19225270 (__TEXT,__text) non-external (was a private external) _glvmInterpretFPTransformFourInner
00007ffa192217b0 (__TEXT,__text) external _glvmInterpretGPTransformPrimitive
00007ffa1921ded0 (__TEXT,__text) non-external (was a private external) _glvmInterpretGPTransformPrimitiveInner
00007ffa19215330 (__TEXT,__text) external _glvmInterpretVPTransformFour
00007ffa19211950 (__TEXT,__text) non-external (was a private external) _glvmInterpretVPTransformFourInner
00007ffa191dd070 (__TEXT,__text) non-external (was a private external) _glvmLoadDestTemp
00007ffa191d8490 (__TEXT,__text) non-external (was a private external) _glvmLoadSourceAddress
00007ffa191e8e00 (__TEXT,__text) non-external (was a private external) _glvmLoadSourceAttribCP
00007ffa191ee600 (__TEXT,__text) non-external (was a private external) _glvmLoadSourceAttribEP
00007ffa191f3670 (__TEXT,__text) non-external (was a private external) _glvmLoadSourceAttribFP
00007ffa191f2270 (__TEXT,__text) non-external (was a private external) _glvmLoadSourceAttribGP
00007ffa191e4f90 (__TEXT,__text) non-external (was a private external) _glvmLoadSourceAttribVP
00007ffa191d8ff0 (__TEXT,__text) non-external (was a private external) _glvmLoadSourceParam
00007ffa191d63e0 (__TEXT,__text) non-external (was a private external) _glvmLoadSourceTemp
00007ffa192ac465 (__TEXT,__text) non-external _glvmOp
00007ffa191fb610 (__TEXT,__text) non-external (was a private external) _glvmOperationABS
00007ffa1920caf0 (__TEXT,__text) non-external (was a private external) _glvmOperationACOSH
00007ffa191fb7a0 (__TEXT,__text) non-external (was a private external) _glvmOperationACS
00007ffa19203050 (__TEXT,__text) non-external (was a private external) _glvmOperationADD
00007ffa191fb940 (__TEXT,__text) non-external (was a private external) _glvmOperationALL
00007ffa1920c2a0 (__TEXT,__text) non-external (was a private external) _glvmOperationAND
00007ffa192031a0 (__TEXT,__text) non-external (was a private external) _glvmOperationANL
00007ffa191fbac0 (__TEXT,__text) non-external (was a private external) _glvmOperationANY
00007ffa191fb5a0 (__TEXT,__text) non-external (was a private external) _glvmOperationARA
00007ffa191fb560 (__TEXT,__text) non-external (was a private external) _glvmOperationARL
00007ffa191fb590 (__TEXT,__text) non-external (was a private external) _glvmOperationARR
00007ffa1920c9b0 (__TEXT,__text) non-external (was a private external) _glvmOperationASINH
00007ffa191fbc40 (__TEXT,__text) non-external (was a private external) _glvmOperationASN
00007ffa1920cc30 (__TEXT,__text) non-external (was a private external) _glvmOperationATANH
00007ffa191fbdc0 (__TEXT,__text) non-external (was a private external) _glvmOperationATN
00007ffa192031e0 (__TEXT,__text) non-external (was a private external) _glvmOperationATN2
00007ffa1920ad90 (__TEXT,__text) non-external (was a private external) _glvmOperationBDL
00007ffa1920f0a0 (__TEXT,__text) non-external (was a private external) _glvmOperationBITCOUNT
00007ffa1920eb90 (__TEXT,__text) non-external (was a private external) _glvmOperationBITFIELD_REVERSE
00007ffa191fbfc0 (__TEXT,__text) non-external (was a private external) _glvmOperationCEI
00007ffa19207b10 (__TEXT,__text) non-external (was a private external) _glvmOperationCLM
00007ffa19207a90 (__TEXT,__text) non-external (was a private external) _glvmOperationCMP
00007ffa1920c5b0 (__TEXT,__text) non-external (was a private external) _glvmOperationCOMP
00007ffa191fc230 (__TEXT,__text) non-external (was a private external) _glvmOperationCOS
00007ffa1920c730 (__TEXT,__text) non-external (was a private external) _glvmOperationCOSH
00007ffa19221a50 (__TEXT,__text) non-external (was a private external) _glvmOperationCopyAttributes
00007ffa19202fb0 (__TEXT,__text) non-external (was a private external) _glvmOperationDDX
00007ffa19202fe0 (__TEXT,__text) non-external (was a private external) _glvmOperationDDY
00007ffa191fc490 (__TEXT,__text) non-external (was a private external) _glvmOperationDEG
00007ffa19204370 (__TEXT,__text) non-external (was a private external) _glvmOperationDISTANCE
00007ffa19203590 (__TEXT,__text) non-external (was a private external) _glvmOperationDIV
00007ffa19203ab0 (__TEXT,__text) non-external (was a private external) _glvmOperationDOT
00007ffa19203e10 (__TEXT,__text) non-external (was a private external) _glvmOperationDP3
00007ffa19204000 (__TEXT,__text) non-external (was a private external) _glvmOperationDP4
00007ffa19204200 (__TEXT,__text) non-external (was a private external) _glvmOperationDPH
00007ffa19209d10 (__TEXT,__text) non-external (was a private external) _glvmOperationDSL
00007ffa192042d0 (__TEXT,__text) non-external (was a private external) _glvmOperationDST
00007ffa192158e0 (__TEXT,__text) non-external (was a private external) _glvmOperationDispatchCP
00007ffa19218ff0 (__TEXT,__text) non-external (was a private external) _glvmOperationDispatchEP
00007ffa19225040 (__TEXT,__text) non-external (was a private external) _glvmOperationDispatchFP
00007ffa1921dca0 (__TEXT,__text) non-external (was a private external) _glvmOperationDispatchGP
00007ffa19211710 (__TEXT,__text) non-external (was a private external) _glvmOperationDispatchVP
00007ffa1921d540 (__TEXT,__text) non-external (was a private external) _glvmOperationENDSTREAMPRIMITIVE
00007ffa1921d9f0 (__TEXT,__text) non-external (was a private external) _glvmOperationENDSTREAMPRIMITIVES
00007ffa1921d790 (__TEXT,__text) non-external (was a private external) _glvmOperationENDSTREAMPRIMITIVEWithMask
00007ffa191fc4d0 (__TEXT,__text) non-external (was a private external) _glvmOperationEX2
00007ffa191fc880 (__TEXT,__text) non-external (was a private external) _glvmOperationEXP
00007ffa191fcb40 (__TEXT,__text) non-external (was a private external) _glvmOperationEXPE
00007ffa1920d350 (__TEXT,__text) non-external (was a private external) _glvmOperationEXTRACT_EXPONENT
00007ffa1920d060 (__TEXT,__text) non-external (was a private external) _glvmOperationEXTRACT_SIGNIFICAND
00007ffa19208320 (__TEXT,__text) non-external (was a private external) _glvmOperationFFW
00007ffa1920f3b0 (__TEXT,__text) non-external (was a private external) _glvmOperationFIND_LSB
00007ffa1920f8c0 (__TEXT,__text) non-external (was a private external) _glvmOperationFIND_MSB
00007ffa191fcf00 (__TEXT,__text) non-external (was a private external) _glvmOperationFLR
00007ffa191fd160 (__TEXT,__text) non-external (was a private external) _glvmOperationFRC
00007ffa1920d030 (__TEXT,__text) non-external (was a private external) _glvmOperationFROM_BITS
00007ffa191cf120 (__TEXT,__text) non-external (was a private external) _glvmOperationFUNCSTART
00007ffa19203010 (__TEXT,__text) non-external (was a private external) _glvmOperationFWD
00007ffa1920ff30 (__TEXT,__text) non-external (was a private external) _glvmOperationINTERPOLATE_AT_CENTROID
00007ffa1920ff80 (__TEXT,__text) non-external (was a private external) _glvmOperationINTERPOLATE_AT_OFFSET
00007ffa19210160 (__TEXT,__text) non-external (was a private external) _glvmOperationINTERPOLATE_AT_SAMPLE
00007ffa19201be0 (__TEXT,__text) non-external (was a private external) _glvmOperationINVERSESQRT
00007ffa1920cd70 (__TEXT,__text) non-external (was a private external) _glvmOperationISINF
00007ffa1920ce80 (__TEXT,__text) non-external (was a private external) _glvmOperationISNAN
00007ffa191cf140 (__TEXT,__text) non-external (was a private external) _glvmOperationInitMasksForNested
00007ffa191cf180 (__TEXT,__text) non-external (was a private external) _glvmOperationInitSub
00007ffa1920d5c0 (__TEXT,__text) non-external (was a private external) _glvmOperationLDEXP
00007ffa191fd4c0 (__TEXT,__text) non-external (was a private external) _glvmOperationLEN
00007ffa191fd870 (__TEXT,__text) non-external (was a private external) _glvmOperationLG2
00007ffa191fdb50 (__TEXT,__text) non-external (was a private external) _glvmOperationLIT
00007ffa1920ae80 (__TEXT,__text) non-external (was a private external) _glvmOperationLOAD
00007ffa191fe080 (__TEXT,__text) non-external (was a private external) _glvmOperationLOG
00007ffa191fe270 (__TEXT,__text) non-external (was a private external) _glvmOperationLOGE
00007ffa19208750 (__TEXT,__text) non-external (was a private external) _glvmOperationLRP
00007ffa19208a70 (__TEXT,__text) non-external (was a private external) _glvmOperationMAD
00007ffa19204760 (__TEXT,__text) non-external (was a private external) _glvmOperationMAX
00007ffa19204b60 (__TEXT,__text) non-external (was a private external) _glvmOperationMIN
00007ffa19204f60 (__TEXT,__text) non-external (was a private external) _glvmOperationMLC
00007ffa19204f70 (__TEXT,__text) non-external (was a private external) _glvmOperationMOD
00007ffa191fe560 (__TEXT,__text) non-external (was a private external) _glvmOperationMOV
00007ffa19205770 (__TEXT,__text) non-external (was a private external) _glvmOperationMUL
00007ffa1920e920 (__TEXT,__text) non-external (was a private external) _glvmOperationMUL_HB
00007ffa191fe5e0 (__TEXT,__text) non-external (was a private external) _glvmOperationNOT
00007ffa191fe620 (__TEXT,__text) non-external (was a private external) _glvmOperationNRM
00007ffa191feaa0 (__TEXT,__text) non-external (was a private external) _glvmOperationNSE
00007ffa1920c2e0 (__TEXT,__text) non-external (was a private external) _glvmOperationOR
00007ffa192058c0 (__TEXT,__text) non-external (was a private external) _glvmOperationORL
00007ffa1920daa0 (__TEXT,__text) non-external (was a private external) _glvmOperationPK2H
00007ffa1920d8e0 (__TEXT,__text) non-external (was a private external) _glvmOperationPK2US
00007ffa1920e8c0 (__TEXT,__text) non-external (was a private external) _glvmOperationPK2W
00007ffa1920e2e0 (__TEXT,__text) non-external (was a private external) _glvmOperationPK4B
00007ffa1920e5e0 (__TEXT,__text) non-external (was a private external) _glvmOperationPK4UB
00007ffa19205900 (__TEXT,__text) non-external (was a private external) _glvmOperationPOW
00007ffa19201520 (__TEXT,__text) non-external (was a private external) _glvmOperationRAD
00007ffa19201560 (__TEXT,__text) non-external (was a private external) _glvmOperationRCC
00007ffa19201570 (__TEXT,__text) non-external (was a private external) _glvmOperationRCP
00007ffa191cf130 (__TEXT,__text) non-external (was a private external) _glvmOperationRET
00007ffa19205e90 (__TEXT,__text) non-external (was a private external) _glvmOperationRFL
00007ffa19208b80 (__TEXT,__text) non-external (was a private external) _glvmOperationRFR
00007ffa1920b360 (__TEXT,__text) non-external (was a private external) _glvmOperationROUND
00007ffa1920b5e0 (__TEXT,__text) non-external (was a private external) _glvmOperationROUNDEVEN
00007ffa19201870 (__TEXT,__text) non-external (was a private external) _glvmOperationRSQ
00007ffa191fb500 (__TEXT,__text) non-external (was a private external) _glvmOperationSAT
00007ffa19202d50 (__TEXT,__text) non-external (was a private external) _glvmOperationSCS
00007ffa19206300 (__TEXT,__text) non-external (was a private external) _glvmOperationSEL
00007ffa192063f0 (__TEXT,__text) non-external (was a private external) _glvmOperationSEQ
00007ffa19206800 (__TEXT,__text) non-external (was a private external) _glvmOperationSFL
00007ffa19206820 (__TEXT,__text) non-external (was a private external) _glvmOperationSGE
00007ffa19206ac0 (__TEXT,__text) non-external (was a private external) _glvmOperationSGT
00007ffa1920c360 (__TEXT,__text) non-external (was a private external) _glvmOperationSHL
00007ffa1920c420 (__TEXT,__text) non-external (was a private external) _glvmOperationSHR
00007ffa19202070 (__TEXT,__text) non-external (was a private external) _glvmOperationSIN
00007ffa1920c5f0 (__TEXT,__text) non-external (was a private external) _glvmOperationSINH
00007ffa19206d50 (__TEXT,__text) non-external (was a private external) _glvmOperationSLE
00007ffa19206ff0 (__TEXT,__text) non-external (was a private external) _glvmOperationSLT
00007ffa19209910 (__TEXT,__text) non-external (was a private external) _glvmOperationSMS
00007ffa19207280 (__TEXT,__text) non-external (was a private external) _glvmOperationSNE
00007ffa192022c0 (__TEXT,__text) non-external (was a private external) _glvmOperationSQT
00007ffa192024b0 (__TEXT,__text) non-external (was a private external) _glvmOperationSSG
00007ffa19218e20 (__TEXT,__text) non-external (was a private external) _glvmOperationSTOREWithMaskEP
00007ffa1921ca50 (__TEXT,__text) non-external (was a private external) _glvmOperationSTOREWithMaskGP
00007ffa19210310 (__TEXT,__text) non-external (was a private external) _glvmOperationSTOREWithMaskVP
00007ffa19207680 (__TEXT,__text) non-external (was a private external) _glvmOperationSTR
00007ffa192076a0 (__TEXT,__text) non-external (was a private external) _glvmOperationSUB
00007ffa19209da0 (__TEXT,__text) non-external (was a private external) _glvmOperationSWZ
00007ffa19221e10 (__TEXT,__text) non-external (was a private external) _glvmOperationStackPreload
00007ffa192029e0 (__TEXT,__text) non-external (was a private external) _glvmOperationTAN
00007ffa1920c870 (__TEXT,__text) non-external (was a private external) _glvmOperationTANH
00007ffa191cf010 (__TEXT,__text) non-external (was a private external) _glvmOperationTARGBRA
00007ffa191ced10 (__TEXT,__text) non-external (was a private external) _glvmOperationTARGBRK
00007ffa191cee90 (__TEXT,__text) non-external (was a private external) _glvmOperationTARGCONT
00007ffa1920d000 (__TEXT,__text) non-external (was a private external) _glvmOperationTO_BITS
00007ffa1920c020 (__TEXT,__text) non-external (was a private external) _glvmOperationTRUNCATE
00007ffa1920dee0 (__TEXT,__text) non-external (was a private external) _glvmOperationUP2H
00007ffa1920d9f0 (__TEXT,__text) non-external (was a private external) _glvmOperationUP2US
00007ffa1920e8f0 (__TEXT,__text) non-external (was a private external) _glvmOperationUP2W
00007ffa1920e490 (__TEXT,__text) non-external (was a private external) _glvmOperationUP4B
00007ffa1920e790 (__TEXT,__text) non-external (was a private external) _glvmOperationUP4UB
00007ffa1920c320 (__TEXT,__text) non-external (was a private external) _glvmOperationXOR
00007ffa192077f0 (__TEXT,__text) non-external (was a private external) _glvmOperationXPD
00007ffa19207a50 (__TEXT,__text) non-external (was a private external) _glvmOperationXRL
00007ffa191fb5b0 (__TEXT,__text) non-external (was a private external) _glvmOperationZERO
00007ffa191fab00 (__TEXT,__text) non-external (was a private external) _glvmOperationsNoise3D
00007ffa191fae50 (__TEXT,__text) non-external (was a private external) _glvmOperationsNoise4D
00007ffa191ceeb0 (__TEXT,__text) non-external (was a private external) _glvmPredicateBRA
00007ffa191cebb0 (__TEXT,__text) non-external (was a private external) _glvmPredicateBRK
00007ffa191cf0a0 (__TEXT,__text) non-external (was a private external) _glvmPredicateCASE
00007ffa191ced30 (__TEXT,__text) non-external (was a private external) _glvmPredicateCONT
00007ffa191cf0f0 (__TEXT,__text) non-external (was a private external) _glvmPredicateDEFAULT
00007ffa191ceb20 (__TEXT,__text) non-external (was a private external) _glvmPredicateELSE
00007ffa191ceb40 (__TEXT,__text) non-external (was a private external) _glvmPredicateENDIF
00007ffa191cf050 (__TEXT,__text) non-external (was a private external) _glvmPredicateENDSWITCH
00007ffa191ceb90 (__TEXT,__text) non-external (was a private external) _glvmPredicateENDWHILE
00007ffa191ceae0 (__TEXT,__text) non-external (was a private external) _glvmPredicateIF
00007ffa191cf030 (__TEXT,__text) non-external (was a private external) _glvmPredicateSWITCH
00007ffa191ceb80 (__TEXT,__text) non-external (was a private external) _glvmPredicateWHILE
00007ffa19224940 (__TEXT,__text) external _glvmPreloadFPTransformFour
00007ffa19221ff0 (__TEXT,__text) non-external (was a private external) _glvmPreloadSourceAttribs
00007ffa191cf7f0 (__TEXT,__text) non-external (was a private external) _glvmRasterOpAlphaTest
00007ffa191d2320 (__TEXT,__text) non-external (was a private external) _glvmRasterOpBlend
00007ffa191cf190 (__TEXT,__text) non-external (was a private external) _glvmRasterOpDepthBoundsTest
00007ffa191cf8b0 (__TEXT,__text) non-external (was a private external) _glvmRasterOpDepthStencilTest
00007ffa191d1d50 (__TEXT,__text) non-external (was a private external) _glvmRasterOpFragmentCount
00007ffa191d3990 (__TEXT,__text) non-external (was a private external) _glvmRasterOpLogicOp
00007ffa191d3d80 (__TEXT,__text) non-external (was a private external) _glvmRasterOpMask
00007ffa191cf3a0 (__TEXT,__text) non-external (was a private external) _glvmRasterOpMultisampleAlphaCoverage
00007ffa191cf4a0 (__TEXT,__text) non-external (was a private external) _glvmRasterOpMultisampleAlphaOne
00007ffa191cf510 (__TEXT,__text) non-external (was a private external) _glvmRasterOpMultisampleCoverageMask
00007ffa191cf6e0 (__TEXT,__text) non-external (was a private external) _glvmRasterOpMultisampleSampleMask
00007ffa191d1dd0 (__TEXT,__text) non-external (was a private external) _glvmRasterOpPack
00007ffa191d3f30 (__TEXT,__text) non-external (was a private external) _glvmRasterOpRead
00007ffa191d4280 (__TEXT,__text) non-external (was a private external) _glvmRasterOpWrite
00007ffa191d4710 (__TEXT,__text) non-external (was a private external) _glvmRasterOpWriteFallback
00007ffa191cde90 (__TEXT,__text) non-external (was a private external) _glvmSamplerFetch
00007ffa191cdd70 (__TEXT,__text) non-external (was a private external) _glvmSamplerInvalid
00007ffa191aa900 (__TEXT,__text) non-external (was a private external) _glvmSamplerLoadTexels
00007ffa191b13e0 (__TEXT,__text) non-external (was a private external) _glvmSamplerQueryLOD
00007ffa191b2930 (__TEXT,__text) non-external (was a private external) _glvmSamplerSample
00007ffa191cddb0 (__TEXT,__text) non-external (was a private external) _glvmSamplerSize
00007ffa19215210 (__TEXT,__text) non-external _glvmSetSourceIndirectLimits
00007ffa19218a60 (__TEXT,__text) non-external _glvmSetSourceIndirectLimits
00007ffa1921c670 (__TEXT,__text) non-external _glvmSetSourceIndirectLimits
00007ffa19221690 (__TEXT,__text) non-external _glvmSetSourceIndirectLimits
00007ffa19228800 (__TEXT,__text) non-external _glvmSetSourceIndirectLimits
00007ffa191a8cfc (__TEXT,__text) external _glvmSetTextureFormat
00007ffa191d5b30 (__TEXT,__text) non-external (was a private external) _glvmSourceNegateCF
00007ffa191e05d0 (__TEXT,__text) non-external (was a private external) _glvmStoreDestAddress
00007ffa191e44d0 (__TEXT,__text) non-external (was a private external) _glvmStoreDestAddressWithMask
00007ffa191eb660 (__TEXT,__text) non-external (was a private external) _glvmStoreDestOutputCP
00007ffa191f0460 (__TEXT,__text) non-external (was a private external) _glvmStoreDestOutputEP
00007ffa191f58d0 (__TEXT,__text) non-external (was a private external) _glvmStoreDestOutputFP
00007ffa191f2980 (__TEXT,__text) non-external (was a private external) _glvmStoreDestOutputGP
00007ffa191e6450 (__TEXT,__text) non-external (was a private external) _glvmStoreDestOutputVP
00007ffa191ecdf0 (__TEXT,__text) non-external (was a private external) _glvmStoreDestOutputWithMaskCP
00007ffa191f1370 (__TEXT,__text) non-external (was a private external) _glvmStoreDestOutputWithMaskEP
00007ffa191f6d10 (__TEXT,__text) non-external (was a private external) _glvmStoreDestOutputWithMaskFP
00007ffa191f3000 (__TEXT,__text) non-external (was a private external) _glvmStoreDestOutputWithMaskGP
00007ffa191e76a0 (__TEXT,__text) non-external (was a private external) _glvmStoreDestOutputWithMaskVP
00007ffa191de700 (__TEXT,__text) non-external (was a private external) _glvmStoreDestTemp
00007ffa191e0f00 (__TEXT,__text) non-external (was a private external) _glvmStoreDestTempWithMask
00007ffa191aa820 (__TEXT,__text) non-external _glvmTextureFilterEnumToPPStreamEnum
00007ffa191aa880 (__TEXT,__text) non-external _glvmTextureWrapEnumToPPStreamEnum
00007ffa191d5bd0 (__TEXT,__text) non-external (was a private external) _glvmTypeConvertCF
00007ffa191a9bc5 (__TEXT,__text) external _glvmUpdateTextureStructure
00007ffa1921c130 (__TEXT,__text) non-external (was a private external) _glvmWindowTransformEP
00007ffa19220ef0 (__TEXT,__text) non-external (was a private external) _glvmWindowTransformGP
00007ffa19214880 (__TEXT,__text) non-external (was a private external) _glvmWindowTransformVP
00007ffa419f2270 (__DATA_DIRTY,__bss) non-external _glvm_constants
00007ffa419f2260 (__DATA_DIRTY,__bss) non-external _glvm_constants_init
00007ffa1927dd75 (__TEXT,__text) non-external _handleResetPost
00007ffa1927dd15 (__TEXT,__text) non-external _handleResetPre
00007ffa1928361c (__TEXT,__text) non-external _humanReadableDescriptionToBuffer
00007ffa1928bc55 (__TEXT,__text) non-external _include_str_getch
00007ffa1928bd29 (__TEXT,__text) non-external _include_str_ungetch
00007ffa19282e33 (__TEXT,__text) non-external _initAggregateType
00007ffa19290e1b (__TEXT,__text) non-external _initBinaryOperatorNode
00007ffa19290e66 (__TEXT,__text) non-external _initDerefNode
00007ffa19231363 (__TEXT,__text) non-external _initTypeWithGLPPrimitiveType
00007ffa19290de0 (__TEXT,__text) non-external _initUnaryOperatorNode
00007ffa192ae30d (__TEXT,__text) non-external _inliningNodeReplacement
00007ffa1926cd32 (__TEXT,__text) non-external _inputForOutput
