00007ff8400abe00 (__DATA,__data) non-external _C
00007ff800ba2bd9 (__TEXT,__text) non-external _mpool_new.cold.1
00007ff800b4b728 (__TEXT,__text) external _mpool_open
00007ff800b4bb2d (__TEXT,__text) external _mpool_put
00007ff800b4bb8c (__TEXT,__text) external _mpool_sync
00007ff800b4bbf7 (__TEXT,__text) non-external _mpool_write
00007ff800b55b25 (__TEXT,__text) external _mrand48
00007ff800b44084 (__TEXT,__text) non-external _mswap
00007ff800b3943c (__TEXT,__text) non-external _multiplyByFiveToTheN
                 (undefined) external _munmap (from libsystem_kernel)
00007ff800ba0ad9 (__TEXT,__text) external _nanosleep
00007ff800b3d7e6 (__TEXT,__text) external _nanosleep$NOCANCEL
00007ff8400adf30 (__DATA,__bss) non-external _new_categories
00007ff800b41a75 (__TEXT,__text) external _new_printf_comp
00007ff800b41dac (__TEXT,__text) external _new_printf_domain
00007ff800b40399 (__TEXT,__text) external _newlocale
00007ff8400acd60 (__DATA,__data) non-external _next
00007ff800b5287e (__TEXT,__text) non-external _nextcomp
00007ff8400ade30 (__DATA,__bss) non-external _nextcomp.lmsgverb
00007ff8400ade50 (__DATA,__bss) non-external _nextcomp.state
00007ff800b5f087 (__TEXT,__text) external _nextwctype
00007ff800b5ef45 (__TEXT,__text) external _nextwctype_l
00007ff800b3de28 (__TEXT,__text) external _nftw
00007ff800b55b54 (__TEXT,__text) external _nice
00007ff800b5f508 (__TEXT,__text) external _nl_langinfo
00007ff800b5f0b0 (__TEXT,__text) external _nl_langinfo_l
00007ff8400adf20 (__DATA,__bss) non-external _nl_langinfo_l.csym
00007ff800ba5fc0 (__TEXT,__const) non-external _noarg
00007ff800ba5a7c (__TEXT,__const) non-external _nogrouping
00007ff8400acd34 (__DATA,__data) non-external _nonopt_end
00007ff8400acd38 (__DATA,__data) non-external _nonopt_start
00007ff800b55bd4 (__TEXT,__text) external _nrand48
00007ff800b4572a (__TEXT,__text) non-external _nroot
00007ff8400ac598 (__DATA,__data) non-external _numempty
00007ff800ba5620 (__TEXT,__const) non-external _nv
00007ff800b59de3 (__TEXT,__text) external _nvis
00007ff800b7cec6 (__TEXT,__text) external _offtime
00007ff8400763a0 (__DATA_CONST,__const) non-external _okshells
                 (undefined) external _open$NOCANCEL (from libsystem_kernel)
                 (undefined) external _open_dprotected_np (from libsystem_kernel)
00007ff800b6310d (__TEXT,__text) external _open_memstream
00007ff800b40e6c (__TEXT,__text) external _open_with_subsystem
00007ff800b7ac3c (__TEXT,__text) external _open_wmemstream
                 (undefined) external _openat$NOCANCEL (from libsystem_kernel)
00007ff800b55c1c (__TEXT,__text) external _opendir
00007ff800b561c1 (__TEXT,__text) non-external _opendir_compar
00007ff8400b8c00 (__DATA,__common) external _optarg
00007ff8400acd20 (__DATA,__data) external _opterr
00007ff8400acd24 (__DATA,__data) external _optind
00007ff8400b8bfc (__DATA,__common) external _optopt
00007ff8400b8bf8 (__DATA,__common) external _optreset
                 (undefined) external _os_unfair_lock_lock (from libsystem_platform)
                 (undefined) external _os_unfair_lock_lock_with_options (from libsystem_platform)
                 (undefined) external _os_unfair_lock_unlock (from libsystem_platform)
00007ff800b39194 (__TEXT,__text) non-external _overflow
00007ff8400ade10 (__DATA,__bss) non-external _p5s
00007ff800ba5b20 (__TEXT,__const) non-external _padchar
00007ff8400adc4a (__DATA,__bss) non-external _parse_error
00007ff800b85870 (__TEXT,__text) non-external _parse_long_options
00007ff8400adc48 (__DATA,__bss) non-external _parsed
                 (undefined) external _pathconf (from libsystem_kernel)
00007ff800ba09ac (__TEXT,__text) external _pause
00007ff800b561d9 (__TEXT,__text) external _pause$NOCANCEL
00007ff800b5655d (__TEXT,__text) external _pclose
00007ff800b857d2 (__TEXT,__text) non-external _permute_args
00007ff800ba35e1 (__TEXT,__text) external _perror
00007ff8400ade90 (__DATA,__bss) non-external _pfp
                 (undefined) external _pipe (from libsystem_kernel)
00007ff8400acd40 (__DATA,__data) non-external _place
00007ff800b56204 (__TEXT,__text) external _popen
00007ff800ba0ef5 (__TEXT,__text) external _popen$DARWIN_EXTSN
00007ff800b7d326 (__TEXT,__text) external _posix2time
00007ff800b8cc33 (__TEXT,__text) external _posix_openpt
                 (undefined) external _posix_spawn (from libsystem_kernel)
                 (undefined) external _posix_spawn_file_actions_addclose (from libsystem_kernel)
                 (undefined) external _posix_spawn_file_actions_adddup2 (from libsystem_kernel)
                 (undefined) external _posix_spawn_file_actions_addinherit_np (from libsystem_kernel)
                 (undefined) external _posix_spawn_file_actions_destroy (from libsystem_kernel)
                 (undefined) external _posix_spawn_file_actions_init (from libsystem_kernel)
                 (undefined) external _posix_spawnattr_destroy (from libsystem_kernel)
                 (undefined) external _posix_spawnattr_init (from libsystem_kernel)
                 (undefined) external _posix_spawnattr_setflags (from libsystem_kernel)
                 (undefined) external _posix_spawnattr_setsigdefault (from libsystem_kernel)
                 (undefined) external _posix_spawnattr_setsigmask (from libsystem_kernel)
00007ff800b434ac (__TEXT,__text) external _posix_spawnp
00007ff800ba4c70 (__TEXT,__const) non-external _powersOf10_Binary128
00007ff800ba49c0 (__TEXT,__const) non-external _powersOf10_CoarseBinary64
00007ff800ba4590 (__TEXT,__const) non-external _powersOf10_Float
00007ff800ba4350 (__TEXT,__const) non-external _powersOfFive
                 (undefined) external _pread$NOCANCEL (from libsystem_kernel)
00007ff800b6a3b3 (__TEXT,__text) external _printf
00007ff800b6a485 (__TEXT,__text) external _printf_l
00007ff800b5260d (__TEXT,__text) non-external _printfmt
                 (undefined) external _proc_name (from libsystem_kernel)
00007ff800b5664e (__TEXT,__text) external _psignal
                 (undefined) external _pthread_fchdir_np (from libsystem_pthread)
                 (undefined) external _pthread_get_stackaddr_np (from libsystem_pthread)
                 (undefined) external _pthread_get_stacksize_np (from libsystem_pthread)
                 (undefined) external _pthread_getspecific (from libsystem_pthread)
                 (undefined) external _pthread_key_create (from libsystem_pthread)
                 (undefined) external _pthread_key_init_np (from libsystem_pthread)
                 (undefined) external _pthread_kill (from libsystem_pthread)
                 (undefined) external _pthread_mutex_destroy (from libsystem_pthread)
                 (undefined) external _pthread_mutex_lock (from libsystem_pthread)
                 (undefined) external _pthread_mutex_trylock (from libsystem_pthread)
                 (undefined) external _pthread_mutex_unlock (from libsystem_pthread)
                 (undefined) external _pthread_once (from libsystem_pthread)
                 (undefined) external _pthread_rwlock_destroy (from libsystem_pthread)
                 (undefined) external _pthread_rwlock_rdlock (from libsystem_pthread)
                 (undefined) external _pthread_rwlock_unlock (from libsystem_pthread)
                 (undefined) external _pthread_rwlock_wrlock (from libsystem_pthread)
                 (undefined) external _pthread_self (from libsystem_pthread)
                 (undefined) external _pthread_setspecific (from libsystem_pthread)
                 (undefined) external _pthread_sigmask (from libsystem_pthread)
                 (undefined) external _pthread_stack_frame_decode_np (from libsystem_pthread)
                 (undefined) external _pthread_testcancel (from libsystem_pthread)
00007ff800b8cc64 (__TEXT,__text) external _ptsname
00007ff800ba26c7 (__TEXT,__text) non-external _ptsname.cold.1
00007ff800ba3afc (__TEXT,__text) non-external _ptsname.cold.2
00007ff8400b8ae0 (__DATA,__bss) non-external _ptsname_buffer_specific_key
00007ff8400b8ad8 (__DATA,__bss) non-external _ptsname_once
00007ff800b8ccfd (__TEXT,__text) non-external _ptsname_once_init
00007ff800ba3afc (__TEXT,__text) non-external _ptsname_once_init.cold.1
00007ff800b8cd23 (__TEXT,__text) external _ptsname_r
00007ff800b6a538 (__TEXT,__text) external _putc
00007ff800b6a59f (__TEXT,__text) external _putc_unlocked
00007ff800b6a5d3 (__TEXT,__text) external _putchar
00007ff800b6a641 (__TEXT,__text) external _putchar_unlocked
00007ff800b86cbf (__TEXT,__text) external _putenv
00007ff800b4a7ab (__TEXT,__text) non-external _putpair
00007ff800b6a67f (__TEXT,__text) external _puts
00007ff800b6a74f (__TEXT,__text) external _putw
00007ff800b6a7b1 (__TEXT,__text) external _putwc
00007ff800b6a7d9 (__TEXT,__text) external _putwc_l
00007ff800b6a7e3 (__TEXT,__text) external _putwchar
00007ff800b6a815 (__TEXT,__text) external _putwchar_l
                 (undefined) external _pwrite$NOCANCEL (from libsystem_kernel)
00007ff800b86d43 (__TEXT,__text) external _qsort
00007ff800b8d2fa (__TEXT,__text) external _qsort_b
00007ff800b8775d (__TEXT,__text) external _qsort_r
00007ff800b40bce (__TEXT,__text) external _querylocale
00007ff800ba5230 (__TEXT,__const) non-external _querylocale_mapping
00007ff800b92fe4 (__TEXT,__text) external _quick_exit
00007ff800b88b34 (__TEXT,__text) non-external _r_sort_a
00007ff8400b8aac (__DATA,__bss) non-external _r_sort_a.bmin
00007ff8400b8aa0 (__DATA,__bss) non-external _r_sort_a.count
00007ff8400b8aa8 (__DATA,__bss) non-external _r_sort_a.nc
00007ff8400b8ab0 (__DATA,__bss) non-external _r_sort_a_count
00007ff800b899d5 (__TEXT,__text) non-external _r_sort_b
00007ff8400b8acc (__DATA,__bss) non-external _r_sort_b.bmin
00007ff8400b8ac0 (__DATA,__bss) non-external _r_sort_b.count
00007ff8400b8ac8 (__DATA,__bss) non-external _r_sort_b.nc
00007ff8400b8ab8 (__DATA,__bss) non-external _r_sort_b_count
00007ff800b89dcf (__TEXT,__text) non-external _r_sort_count_allocate
00007ff8400acd50 (__DATA,__data) non-external _r_sort_count_control
00007ff800b88216 (__TEXT,__text) external _radixsort
00007ff800b429b7 (__TEXT,__text) external _raise
00007ff800b89e6a (__TEXT,__text) external _rand
00007ff8400acd7c (__DATA,__data) non-external _rand_deg
00007ff800b89e18 (__TEXT,__text) external _rand_r
00007ff8400acd80 (__DATA,__data) non-external _rand_sep
00007ff8400acd78 (__DATA,__data) non-external _rand_type
00007ff800b8a017 (__TEXT,__text) external _random
00007ff8400acda0 (__DATA,__data) non-external _randtbl
00007ff800b530e6 (__TEXT,__text) non-external (was a private external) _rangematch
00007ff800b94602 (__TEXT,__text) external _rb_tree_count
00007ff800b9401a (__TEXT,__text) external _rb_tree_find_node
00007ff800b94077 (__TEXT,__text) external _rb_tree_find_node_geq
00007ff800b940e8 (__TEXT,__text) external _rb_tree_find_node_leq
00007ff800b94000 (__TEXT,__text) external _rb_tree_init
00007ff800b94159 (__TEXT,__text) external _rb_tree_insert_node
00007ff800b9458e (__TEXT,__text) external _rb_tree_iterate
00007ff800b946b4 (__TEXT,__text) non-external _rb_tree_removal_rebalance
00007ff800b94326 (__TEXT,__text) external _rb_tree_remove_node
00007ff800b94614 (__TEXT,__text) non-external _rb_tree_reparent_nodes
00007ff800ba6120 (__TEXT,__const) non-external _rcsid
00007ff800ba61a1 (__TEXT,__const) non-external _rcsid
                 (undefined) external _read$NOCANCEL (from libsystem_kernel)
00007ff800b5685a (__TEXT,__text) external _readdir
00007ff800b56890 (__TEXT,__text) external _readdir_r
                 (undefined) external _readlink (from libsystem_kernel)
                 (undefined) external _reallocarray$DARWIN_EXTSN (from libsystem_malloc)
                 (undefined) external _reallocf (from libsystem_malloc)
00007ff800b8a3a4 (__TEXT,__text) external _realpath
00007ff800ba145c (__TEXT,__text) external _realpath$DARWIN_EXTSN
00007ff8400b8b00 (__DATA,__bss) non-external _realpath$DARWIN_EXTSN.rootdev
00007ff8400b8b04 (__DATA,__bss) non-external _realpath$DARWIN_EXTSN.rootdev_inited
00007ff8400b8ad0 (__DATA,__bss) non-external _realpath.rootdev
00007ff8400b8ad4 (__DATA,__bss) non-external _realpath.rootdev_inited
00007ff800b4c014 (__TEXT,__text) non-external _rec_rdelete
00007ff800ba5f70 (__TEXT,__const) non-external _recargchar
00007ff800ba5ff0 (__TEXT,__const) non-external _recargstring
00007ff800ba0c6f (__TEXT,__text) external _recv
00007ff800b63632 (__TEXT,__text) external _recv$NOCANCEL
00007ff800b94a02 (__TEXT,__text) external _regcomp
00007ff800b949a7 (__TEXT,__text) external _regcomp_l
00007ff800ba375b (__TEXT,__text) external _regerror
00007ff800b950a2 (__TEXT,__text) external _regexec
00007ff800b94b27 (__TEXT,__text) external _regfree
00007ff800b41dff (__TEXT,__text) external _register_printf_domain_function
00007ff800b41ed3 (__TEXT,__text) non-external (was a private external) _register_printf_domain_render
00007ff800b41fac (__TEXT,__text) external _register_printf_domain_render_std
00007ff800b9497f (__TEXT,__text) external _regncomp
00007ff800b947df (__TEXT,__text) external _regncomp_l
00007ff800b94e8f (__TEXT,__text) external _regnexec
00007ff800b94ad5 (__TEXT,__text) external _regwcomp
00007ff800b94a81 (__TEXT,__text) external _regwcomp_l
00007ff800b950f1 (__TEXT,__text) external _regwexec
00007ff800b94a59 (__TEXT,__text) external _regwncomp
00007ff800b94a2a (__TEXT,__text) external _regwncomp_l
00007ff800b950bc (__TEXT,__text) external _regwnexec
00007ff800ba5ac0 (__TEXT,__const) non-external _reltable.__get_locale_env
00007ff800b6aa04 (__TEXT,__text) external _remove
00007ff800b8ab82 (__TEXT,__text) external _remque
00007ff840076dd0 (__DATA_CONST,__const) non-external _rerrs
00007ff800b6aa7f (__TEXT,__text) external _rewind
00007ff800b56934 (__TEXT,__text) external _rewinddir
00007ff800b810d4 (__TEXT,__text) external _rindex
                 (undefined) external _rmdir (from libsystem_kernel)
00007ff8400ade18 (__DATA,__bss) non-external _rng
00007ff800b687db (__TEXT,__text) external _rpmatch
00007ff8400acd90 (__DATA,__data) non-external _rptr
00007ff800b679c3 (__TEXT,__text) non-external _sappend
00007ff8400ae010 (__DATA,__bss) non-external _saved_categories
00007ff800b36878 (__TEXT,__text) external _sbrk
00007ff8400adc28 (__DATA,__bss) non-external _sbrk_curbrk
00007ff8400adc20 (__DATA,__bss) non-external _sbrk_needs_init
00007ff8400ab730 (__DATA,__data) non-external _sbrk_region_size
00007ff800b5699e (__TEXT,__text) external _scandir
00007ff800b8ef3a (__TEXT,__text) external _scandir_b
00007ff800b6ab09 (__TEXT,__text) external _scanf
00007ff800b6ac03 (__TEXT,__text) external _scanf_l
00007ff800ba55c0 (__TEXT,__const) non-external _sccsid
00007ff800ba55f0 (__TEXT,__const) non-external _sccsid
00007ff800b56b8c (__TEXT,__text) external _seed48
00007ff8400adec4 (__DATA,__bss) non-external _seed48.sseed
00007ff800b56bf3 (__TEXT,__text) external _seekdir
                 (undefined) external _select$NOCANCEL (from libsystem_kernel)
                 (undefined) external _semaphore_create (from libsystem_kernel)
00007ff800ba0c7f (__TEXT,__text) external _send
00007ff800b63642 (__TEXT,__text) external _send$NOCANCEL
00007ff800ba60e0 (__TEXT,__const) non-external _seps
00007ff8400adca8 (__DATA,__bss) non-external _seq
                 (undefined) external _setattrlist (from libsystem_kernel)
00007ff800b6ad0f (__TEXT,__text) external _setbuf
00007ff800b6ad28 (__TEXT,__text) external _setbuffer
00007ff800b8b3f5 (__TEXT,__text) external _setenv
00007ff800b43cf0 (__TEXT,__text) external _sethostid
00007ff800b56c2c (__TEXT,__text) external _sethostname
                 (undefined) external _setitimer (from libsystem_kernel)
00007ff800b6ad41 (__TEXT,__text) external _setlinebuf
00007ff800b5fa80 (__TEXT,__text) external _setlocale
00007ff800b56d94 (__TEXT,__text) external _setmode
                 (undefined) external _setpgid (from libsystem_kernel)
00007ff800b43d4d (__TEXT,__text) external _setpgrp
                 (undefined) external _setpriority (from libsystem_kernel)
00007ff800b57471 (__TEXT,__text) external _setprogname
                 (undefined) external _setregid (from libsystem_kernel)
                 (undefined) external _setreuid (from libsystem_kernel)
00007ff800b43d78 (__TEXT,__text) external _setrgid
                 (undefined) external _setrlimit (from libsystem_kernel)
00007ff800b43d87 (__TEXT,__text) external _setruid
                 (undefined) external _setsid (from libsystem_kernel)
00007ff800b8a2f1 (__TEXT,__text) external _setstate
00007ff800b43834 (__TEXT,__text) external _settimeofday
00007ff800b3cb98 (__TEXT,__text) external _setttyent
00007ff800b7c3a1 (__TEXT,__text) non-external _settzname
00007ff800b3d677 (__TEXT,__text) external _setusershell
00007ff800b6ad54 (__TEXT,__text) external _setvbuf
00007ff800b647e7 (__TEXT,__text) non-external _sflush_locked
00007ff8400add20 (__DATA,__bss) non-external _shells
00007ff800b397ef (__TEXT,__text) non-external _shiftLeftMP
00007ff800b395b9 (__TEXT,__text) non-external _shiftRightMPWithRounding
00007ff8400accd0 (__DATA,__data) non-external _sig_init_once
00007ff8400b8a68 (__DATA,__bss) non-external _sig_key
00007ff800b81c1c (__TEXT,__text) non-external _sig_keycreate
00007ff8400b8a60 (__DATA,__bss) non-external _sig_keycreated
00007ff800b4389c (__TEXT,__text) external _sigaction
00007ff800b3de58 (__TEXT,__text) external _sigaddset
00007ff800b36062 (__TEXT,__text) external _sigaltstack
00007ff800b36110 (__TEXT,__text) external _sigblock
00007ff800b3de89 (__TEXT,__text) external _sigdelset
00007ff800b3de3c (__TEXT,__text) external _sigemptyset
00007ff800b3de4a (__TEXT,__text) external _sigfillset
00007ff800b361ad (__TEXT,__text) external _sighold
00007ff800b36239 (__TEXT,__text) external _sigignore
00007ff800b5750c (__TEXT,__text) external _siginterrupt
00007ff800b3deba (__TEXT,__text) external _sigismember
00007ff800b57587 (__TEXT,__text) external _signal
00007ff800b57596 (__TEXT,__text) non-external _signal__
00007ff800ba0867 (__TEXT,__text) external _sigpause
00007ff800b3613f (__TEXT,__text) external _sigpause$NOCANCEL
                 (undefined) external _sigprocmask (from libsystem_kernel)
00007ff800b361f3 (__TEXT,__text) external _sigrelse
00007ff800b36256 (__TEXT,__text) external _sigset
00007ff800b360e1 (__TEXT,__text) external _sigsetmask
                 (undefined) external _sigsuspend (from libsystem_kernel)
                 (undefined) external _sigsuspend$NOCANCEL (from libsystem_kernel)
00007ff800b3608d (__TEXT,__text) external _sigvec
00007ff800b3609c (__TEXT,__text) non-external _sigvec__
00007ff800b3d30b (__TEXT,__text) non-external _skip
00007ff800b5771c (__TEXT,__text) external _sl_add
00007ff800b577ca (__TEXT,__text) external _sl_find
00007ff800b5777b (__TEXT,__text) external _sl_free
00007ff800b576b4 (__TEXT,__text) external _sl_init
00007ff800ba33aa (__TEXT,__text) non-external _sl_init.cold.1
00007ff800ba33bf (__TEXT,__text) non-external _sl_init.cold.2
00007ff8400adea0 (__DATA,__bss) non-external _slash
00007ff800ba09d7 (__TEXT,__text) external _sleep
00007ff800b5760d (__TEXT,__text) external _sleep$NOCANCEL
00007ff8400adca0 (__DATA,__bss) non-external _slot
00007ff800b6af53 (__TEXT,__text) external _snprintf
00007ff800b6b014 (__TEXT,__text) external _snprintf_l
00007ff800b59bfb (__TEXT,__text) external _snvis
00007ff800b63652 (__TEXT,__text) external _sockatmark
                 (undefined) external _socket (from libsystem_kernel)
                 (undefined) external _socketpair (from libsystem_kernel)
00007ff800b6b0ad (__TEXT,__text) external _sprintf
00007ff800b6b171 (__TEXT,__text) external _sprintf_l
00007ff800b88ff0 (__TEXT,__text) external _sradixsort
00007ff800b89ecc (__TEXT,__text) external _srand
00007ff800b57676 (__TEXT,__text) external _srand48
00007ff800b89edb (__TEXT,__text) external _sranddev
00007ff800b89f55 (__TEXT,__text) external _srandom
00007ff800b8a0cc (__TEXT,__text) external _srandomdev
00007ff800b6b20d (__TEXT,__text) external _sscanf
00007ff800b6b2d1 (__TEXT,__text) external _sscanf_l
                 (undefined) external _stat (from libsystem_kernel)
00007ff800b40fcb (__TEXT,__text) external _stat_with_subsystem
00007ff8400acd70 (__DATA,__data) non-external _state
                 (undefined) external _statfs (from libsystem_kernel)
00007ff800b39b0d (__TEXT,__text) external _statvfs
00007ff800b438b0 (__TEXT,__text) external _stpcpy
00007ff800b438eb (__TEXT,__text) external _stpncpy
00007ff800b59e9d (__TEXT,__text) external _stravis
00007ff800b811df (__TEXT,__text) external _strcasecmp
00007ff800b810f0 (__TEXT,__text) external _strcasecmp_l
00007ff800b81410 (__TEXT,__text) external _strcasestr
00007ff800b8133f (__TEXT,__text) external _strcasestr_l
00007ff800b4395b (__TEXT,__text) external _strcat
                 (indirect) external _strchr (for __platform_strchr)
                 (indirect) external _strcmp (for __platform_strcmp)
00007ff800b81513 (__TEXT,__text) external _strcoll
00007ff800b81438 (__TEXT,__text) external _strcoll_l
                 (indirect) external _strcpy (for __platform_strcpy)
00007ff800b8153b (__TEXT,__text) external _strcspn
00007ff800b815d2 (__TEXT,__text) external _strdup
00007ff800b59f29 (__TEXT,__text) external _strenvisx
00007ff800b81731 (__TEXT,__text) external _strerror
00007ff800b816d4 (__TEXT,__text) external _strerror_r
00007ff800b93009 (__TEXT,__text) external _strfmon
00007ff800b93da1 (__TEXT,__text) external _strfmon_l
00007ff800b7f2e8 (__TEXT,__text) external _strftime
00007ff800b7e0c8 (__TEXT,__text) external _strftime_l
00007ff8400add28 (__DATA,__bss) non-external _strings
                 (indirect) external _strlcat (for __platform_strlcat)
                 (indirect) external _strlcpy (for __platform_strlcpy)
                 (indirect) external _strlen (for __platform_strlen)
00007ff800b817b3 (__TEXT,__text) external _strmode
00007ff800b81317 (__TEXT,__text) external _strncasecmp
00007ff800b81207 (__TEXT,__text) external _strncasecmp_l
00007ff800b4399b (__TEXT,__text) external _strncat
                 (indirect) external _strncmp (for __platform_strncmp)
                 (indirect) external _strncpy (for __platform_strncpy)
00007ff800b818cd (__TEXT,__text) external _strndup
                 (indirect) external _strnlen (for __platform_strnlen)
00007ff800b8192b (__TEXT,__text) external _strnstr
00007ff800b593d8 (__TEXT,__text) external _strnunvis
00007ff800b59258 (__TEXT,__text) external _strnunvisx
00007ff800ba341a (__TEXT,__text) non-external _strnunvisx.cold.1
00007ff800ba343d (__TEXT,__text) non-external _strnunvisx.cold.2
00007ff800ba3460 (__TEXT,__text) non-external _strnunvisx.cold.3
00007ff800b59e6f (__TEXT,__text) external _strnvis
00007ff800b59ef3 (__TEXT,__text) external _strnvisx
00007ff800b819a5 (__TEXT,__text) external _strpbrk
00007ff800b7f4a4 (__TEXT,__text) external _strptime
00007ff800b7f4cc (__TEXT,__text) external _strptime_l
00007ff800b819ce (__TEXT,__text) external _strrchr
00007ff800b59d61 (__TEXT,__text) external _strsenvisx
00007ff800b819ea (__TEXT,__text) external _strsep
00007ff800b81b68 (__TEXT,__text) external _strsignal
00007ff800b81a29 (__TEXT,__text) external _strsignal_r
00007ff800b59cd8 (__TEXT,__text) external _strsnvis
00007ff800b59d32 (__TEXT,__text) external _strsnvisx
00007ff800b81c42 (__TEXT,__text) external _strspn
                 (indirect) external _strstr (for __platform_strstr)
00007ff800b59c55 (__TEXT,__text) external _strsvis
00007ff800b59cff (__TEXT,__text) external _strsvisx
00007ff800b37254 (__TEXT,__text) external _strtod
00007ff800b3729c (__TEXT,__text) external _strtod_l
00007ff800b36970 (__TEXT,__text) external _strtoencf16
00007ff800b36a45 (__TEXT,__text) external _strtoencf32
00007ff800b36d67 (__TEXT,__text) external _strtoencf64
00007ff800b3795d (__TEXT,__text) external _strtoencf64x
00007ff800b372c9 (__TEXT,__text) external _strtoencf80_l
00007ff800b36cf4 (__TEXT,__text) external _strtof
00007ff800b36d3b (__TEXT,__text) external _strtof_l
00007ff800b3df81 (__TEXT,__text) external _strtofflags
00007ff800b8bcb9 (__TEXT,__text) external _strtoimax
00007ff800b8bac4 (__TEXT,__text) external _strtoimax_l
00007ff800b81d3f (__TEXT,__text) external _strtok
00007ff8400b8a70 (__DATA,__bss) non-external _strtok.last
00007ff800b81ccd (__TEXT,__text) external _strtok_r
00007ff800b8bed6 (__TEXT,__text) external _strtol
00007ff800b8bce1 (__TEXT,__text) external _strtol_l
00007ff800b37985 (__TEXT,__text) external _strtold
00007ff800b379ca (__TEXT,__text) external _strtold_l
00007ff800b8c0f3 (__TEXT,__text) external _strtoll
00007ff800b8befe (__TEXT,__text) external _strtoll_l
00007ff800b65e2b (__TEXT,__text) external _strtonum
00007ff800b8c11b (__TEXT,__text) external _strtoq
00007ff800b8c143 (__TEXT,__text) external _strtoq_l
00007ff800b8c32c (__TEXT,__text) external _strtoul
00007ff800b8c14d (__TEXT,__text) external _strtoul_l
00007ff800b8c533 (__TEXT,__text) external _strtoull
00007ff800b8c354 (__TEXT,__text) external _strtoull_l
00007ff800b8c73a (__TEXT,__text) external _strtoumax
00007ff800b8c55b (__TEXT,__text) external _strtoumax_l
00007ff800b8c762 (__TEXT,__text) external _strtouq
00007ff800b8c78a (__TEXT,__text) external _strtouq_l
00007ff800b593c2 (__TEXT,__text) external _strunvis
00007ff800b593ac (__TEXT,__text) external _strunvisx
00007ff800b59e44 (__TEXT,__text) external _strvis
00007ff800b59ebc (__TEXT,__text) external _strvisx
00007ff800b82047 (__TEXT,__text) external _strxfrm
00007ff800b81d50 (__TEXT,__text) external _strxfrm_l
00007ff8400b8c08 (__DATA,__common) external _suboptarg
00007ff8400add30 (__DATA,__bss) non-external _subsystem_root_path
00007ff800b5947c (__TEXT,__text) external _svis
00007ff800b8206f (__TEXT,__text) external _swab
00007ff800b6b5ae (__TEXT,__text) external _swprintf
00007ff800b6b66f (__TEXT,__text) external _swprintf_l
00007ff800b6b708 (__TEXT,__text) external _swscanf
00007ff800b6b7cc (__TEXT,__text) external _swscanf_l
00007ff800b4181e (__TEXT,__text) external _sxprintf
00007ff800b422df (__TEXT,__text) external _sxprintf_exec
00007ff800b439ec (__TEXT,__text) external _sync_volume_np
00007ff800ba5ef5 (__TEXT,__const) non-external _syntax_error_str
00007ff840076000 (__DATA_CONST,__const) external _sys_errlist
00007ff800ba5228 (__TEXT,__const) external _sys_nerr
00007ff8400767b0 (__DATA_CONST,__const) external _sys_siglist
00007ff8400766b0 (__DATA_CONST,__const) external _sys_signame
00007ff800b5781c (__TEXT,__text) external _sysconf
00007ff800b57f20 (__TEXT,__text) external _sysctl
00007ff800b580d0 (__TEXT,__text) external _sysctlbyname
00007ff800b5818c (__TEXT,__text) external _sysctlnametomib
00007ff800ba0c8f (__TEXT,__text) external _system
00007ff800b8c794 (__TEXT,__text) external _system$NOCANCEL
00007ff800ba0a40 (__TEXT,__text) external _tcdrain
00007ff800b58604 (__TEXT,__text) external _tcdrain$NOCANCEL
00007ff800b5866f (__TEXT,__text) external _tcflow
00007ff800b58617 (__TEXT,__text) external _tcflush
00007ff800b583c4 (__TEXT,__text) external _tcgetattr
00007ff800b584de (__TEXT,__text) external _tcgetpgrp
00007ff800b43136 (__TEXT,__text) external _tcgetsid
00007ff800b5859d (__TEXT,__text) external _tcsendbreak
00007ff800b583d8 (__TEXT,__text) external _tcsetattr
00007ff800b584a0 (__TEXT,__text) external _tcsetpgrp
00007ff800b8c9f2 (__TEXT,__text) external _tdelete
00007ff800b5820c (__TEXT,__text) external _telldir
00007ff800b6b868 (__TEXT,__text) external _tempnam
00007ff8400adc98 (__DATA,__bss) non-external _tf
00007ff800b8cab2 (__TEXT,__text) external _tfind
00007ff800b3e27d (__TEXT,__text) external _thread_stack_async_pcs
00007ff800b3e26a (__TEXT,__text) external _thread_stack_pcs
00007ff8400ab828 (__DATA,__data) non-external _threadsafe
00007ff800b586d0 (__TEXT,__text) external _time
00007ff800b7d1a6 (__TEXT,__text) non-external _time2
00007ff800b7d2d3 (__TEXT,__text) external _time2posix
00007ff800b7daa2 (__TEXT,__text) non-external _time2sub
00007ff800b7d28a (__TEXT,__text) external _timegm
00007ff800b7d270 (__TEXT,__text) external _timelocal
00007ff800b7d2ae (__TEXT,__text) external _timeoff
00007ff800b5874e (__TEXT,__text) external _times
00007ff800b8d9c0 (__TEXT,__text) external _timespec_get
00007ff800b7c7b8 (__TEXT,__text) non-external _timesub
00007ff8400b8b20 (__DATA,__common) external _timezone
00007ff800b4d477 (__TEXT,__text) external _timingsafe_bcmp
00007ff8400b42a0 (__DATA,__bss) non-external _tm
00007ff800b7e087 (__TEXT,__text) non-external _tmcomp
00007ff800b6ba54 (__TEXT,__text) external _tmpfile
00007ff800b6bb8d (__TEXT,__text) external _tmpnam
