0000000227ab8008 (__TEXT,__text) non-external _DiToMD5
0000000227aa8648 (__TEXT,__text) external __ZThn48_N12OSDictionary14ensureCapacityEj
0000000227aa874c (__TEXT,__text) external __ZThn48_N12OSDictionary15flushCollectionEv
0000000227aa8f54 (__TEXT,__text) external __ZThn48_N7OSArray14ensureCapacityEj
0000000227aa9018 (__TEXT,__text) external __ZThn48_N7OSArray15flushCollectionEv
0000000227aa84e8 (__TEXT,__text) external __ZThn48_NK12OSCollection14copyCollectionEP12OSDictionary
0000000227aa84f8 (__TEXT,__text) external __ZThn48_NK12OSCollection14iterateObjectsEU13block_pointerFbP8OSObjectE
0000000227aa8634 (__TEXT,__text) external __ZThn48_NK12OSDictionary11getCapacityEv
0000000227aa8cf4 (__TEXT,__text) external __ZThn48_NK12OSDictionary14iterateObjectsEU13block_pointerFbP8OSObjectE
0000000227aa861c (__TEXT,__text) external __ZThn48_NK12OSDictionary8getCountEv
0000000227aa8f40 (__TEXT,__text) external __ZThn48_NK7OSArray11getCapacityEv
0000000227aa9430 (__TEXT,__text) external __ZThn48_NK7OSArray14iterateObjectsEU13block_pointerFbP8OSObjectE
0000000227aa8f28 (__TEXT,__text) external __ZThn48_NK7OSArray8getCountEv
00000002943a3108 (__DATA,__bss) non-external __ZZL13noChannelNamevE4name
00000002943a3110 (__DATA,__bss) non-external __ZZL13noChannelNamevE4once
                 (undefined) external __ZdlPvSt19__type_descriptor_t (from libc++)
                 (undefined) external __ZnwmSt19__type_descriptor_t (from libc++)
0000000227a9cb40 (__TEXT,__text) non-external ___IOUserServerMain_block_invoke
0000000227a9cbdc (__TEXT,__text) non-external ___IOUserServerMain_block_invoke_2
0000000227a9cc74 (__TEXT,__text) non-external ___IOUserServerMain_block_invoke_3
0000000227acb164 (__TEXT,__text) non-external ___IOUserServerMain_block_invoke_3.cold.1
0000000227acb190 (__TEXT,__text) non-external ___IOUserServerMain_block_invoke_3.cold.2
0000000227aa6fe0 (__TEXT,__text) non-external ___OSArrayApply_block_invoke
0000000227aa649c (__TEXT,__text) non-external ___OSDictionaryApply_block_invoke
0000000227acbe18 (__TEXT,__text) non-external ___OSDictionaryApply_block_invoke.cold.1
0000000227acbe44 (__TEXT,__text) non-external ___OSDictionaryApply_block_invoke.cold.2
0000000227aa5b04 (__TEXT,__text) non-external ___OSStringCreate_block_invoke
0000000227aa7cfc (__TEXT,__text) non-external ____Z16OSSerializeEntryP15OSSerializationS0_17OSCollectionEntry_block_invoke
0000000227aa7d7c (__TEXT,__text) non-external ____Z16OSSerializeEntryP15OSSerializationS0_17OSCollectionEntry_block_invoke_2
0000000227aa83e4 (__TEXT,__text) non-external ____Z19OSObjectLogInternalP8OSObjectj_block_invoke
0000000227aa8460 (__TEXT,__text) non-external ____Z19OSObjectLogInternalP8OSObjectj_block_invoke.42
0000000227ab5324 (__TEXT,__text) non-external ____ZL13noChannelNamev_block_invoke
0000000227aa44b4 (__TEXT,__text) non-external ____ZL15OSCopyInObjectsP18IOUserServer_IVarsP16IORPCMessageMachP12IORPCMessageb_block_invoke
0000000227acbaf8 (__TEXT,__text) non-external ____ZL15OSCopyInObjectsP18IOUserServer_IVarsP16IORPCMessageMachP12IORPCMessageb_block_invoke.cold.1
0000000227a99474 (__TEXT,__text) non-external ____ZL18isFirstPartyDriverv_block_invoke
0000000227aaa7fc (__TEXT,__text) non-external ____ZL19OSArrayContainerizeP7OSArray_block_invoke
0000000227aaa914 (__TEXT,__text) non-external ____ZL20OSArrayInternalApplyP7OSArrayjU13block_pointerFbmP15OSSerialization17OSCollectionEntryE_block_invoke
0000000227aaa690 (__TEXT,__text) non-external ____ZL20OSDictionaryGetEntryP12OSDictionaryP8OSObjectPKcPm_block_invoke
0000000227acc3bc (__TEXT,__text) non-external ____ZL20OSDictionaryGetEntryP12OSDictionaryP8OSObjectPKcPm_block_invoke.cold.1
0000000227aaaa48 (__TEXT,__text) non-external ____ZL21OSArrayIterateObjectsP7OSArrayjU13block_pointerFbP8OSObjectE_block_invoke
0000000227aaa510 (__TEXT,__text) non-external ____ZL24OSDictionaryContainerizeP12OSDictionary_block_invoke
0000000227aaa664 (__TEXT,__text) non-external ____ZL25OSDictionaryInternalApplyP12OSDictionaryU13block_pointerFbmP15OSSerialization17OSCollectionEntryS3_E_block_invoke
0000000227aaa978 (__TEXT,__text) non-external ____ZL26OSDictionaryIterateObjectsP12OSDictionaryU13block_pointerFbP8OSObjectS2_E_block_invoke
0000000227aaa95c (__TEXT,__text) non-external ____ZL27OSCollectionEntryArrayApplyP15OSSerialization17OSCollectionEntryU13block_pointerFbmS0_S1_E_block_invoke
0000000227aa4ac4 (__TEXT,__text) non-external ____ZL31IOInterruptDispatchSourceThreadPv_block_invoke
0000000227aa4bec (__TEXT,__text) non-external ____ZL31IOInterruptDispatchSourceThreadPv_block_invoke.253
0000000227aa4b48 (__TEXT,__text) non-external ____ZL31IOInterruptDispatchSourceThreadPv_block_invoke_2
0000000227aa4b58 (__TEXT,__text) non-external ____ZL31IOInterruptDispatchSourceThreadPv_block_invoke_3
0000000227aaa938 (__TEXT,__text) non-external ____ZL32OSCollectionEntryDictionaryApplyP15OSSerialization17OSCollectionEntryU13block_pointerFbmS0_S1_S1_E_block_invoke
0000000227aa44e0 (__TEXT,__text) non-external ____ZL8LockTesti_block_invoke
0000000227aa4550 (__TEXT,__text) non-external ____ZL8LockTesti_block_invoke.221
0000000227aa45e0 (__TEXT,__text) non-external ____ZL8LockTesti_block_invoke.225
0000000227ab7e18 (__TEXT,__text) non-external ____ZL8deepcopyP12OSDictionary_block_invoke
0000000227ab3d10 (__TEXT,__text) non-external ____ZN10IOReporter16updateAllReportsEP12OSCollectionP6OSDatajPjyyP18IOMemoryDescriptor_block_invoke
0000000227ab38e8 (__TEXT,__text) non-external ____ZN10IOReporter19configureAllReportsEP12OSCollectionP6OSDatajPj_block_invoke
0000000227aa8a34 (__TEXT,__text) non-external ____ZN12OSDictionary5mergeEPKS__block_invoke
0000000227aa2738 (__TEXT,__text) non-external ____ZN13IOCommandPool10getCommandEb_block_invoke
0000000227aa2834 (__TEXT,__text) non-external ____ZN13IOCommandPool13returnCommandEP9IOCommand_block_invoke
0000000227acb7f4 (__TEXT,__text) non-external ____ZN13IOCommandPool13returnCommandEP9IOCommand_block_invoke.cold.1
0000000227a9d7a0 (__TEXT,__text) non-external ____ZN15IODispatchQueue14DispatchSync_fEPvPFvS0_E_block_invoke
0000000227a9d4c8 (__TEXT,__text) non-external ____ZN15IODispatchQueue15DispatchAsync_fEPvPFvS0_E_block_invoke
0000000227a9d658 (__TEXT,__text) non-external ____ZN15IODispatchQueue20DispatchConcurrent_fEPvPFvS0_E_block_invoke
0000000227a9d018 (__TEXT,__text) non-external ____ZN15IODispatchQueue6CancelEU13block_pointerFvvE_block_invoke
0000000227a9dd40 (__TEXT,__text) non-external ____ZN15IODispatchQueue9RunActionEU13block_pointerFivE_block_invoke
0000000227a9aff4 (__TEXT,__text) non-external ____ZN15OSMetaClassBase6InvokeE5IORPC_block_invoke
0000000227a9fec4 (__TEXT,__text) non-external ____ZN21IOTimerDispatchSource11Cancel_ImplEU13block_pointerFvvE_block_invoke
0000000227a9fb50 (__TEXT,__text) non-external ____ZN21IOTimerDispatchSource11Create_ImplEP15IODispatchQueuePPS__block_invoke
0000000227a9fc44 (__TEXT,__text) non-external ____ZN21IOTimerDispatchSource11Create_ImplEP15IODispatchQueuePPS__block_invoke_2
0000000227aa0178 (__TEXT,__text) non-external ____ZN21IOTimerDispatchSource15WakeAtTime_ImplEyyy_block_invoke
0000000227a9e53c (__TEXT,__text) non-external ____ZN25IOInterruptDispatchSource11Cancel_ImplEU13block_pointerFvvE_block_invoke
0000000227a9e140 (__TEXT,__text) non-external ____ZN25IOInterruptDispatchSource28SetEnableWithCompletion_ImplEbU13block_pointerFvvE_block_invoke
0000000227a9e9d0 (__TEXT,__text) non-external ____ZN35IOServiceNotificationDispatchSource11Cancel_ImplEU13block_pointerFvvE_block_invoke
0000000227a9eba0 (__TEXT,__text) non-external ____ZN35IOServiceNotificationDispatchSource20DeliverNotificationsEU13block_pointerFvyP9IOServiceyE_block_invoke
0000000227acb440 (__TEXT,__text) non-external ____ZN35IOServiceNotificationDispatchSource20DeliverNotificationsEU13block_pointerFvyP9IOServiceyE_block_invoke.cold.1
0000000227acb46c (__TEXT,__text) non-external ____ZN35IOServiceNotificationDispatchSource20DeliverNotificationsEU13block_pointerFvyP9IOServiceyE_block_invoke.cold.2
0000000227a9e924 (__TEXT,__text) non-external ____ZN35IOServiceNotificationDispatchSource28SetEnableWithCompletion_ImplEbU13block_pointerFvvE_block_invoke
0000000227aa2cb8 (__TEXT,__text) non-external ____ZN40IOServiceStateNotificationDispatchSource11Cancel_ImplEU13block_pointerFvvE_block_invoke
0000000227aa2c0c (__TEXT,__text) non-external ____ZN40IOServiceStateNotificationDispatchSource28SetEnableWithCompletion_ImplEbU13block_pointerFvvE_block_invoke
0000000227aa986c (__TEXT,__text) non-external ____ZN5OSSet5mergeEPK7OSArray_block_invoke
0000000227aa9288 (__TEXT,__text) non-external ____ZN7OSArray5mergeEPKS__block_invoke
0000000227aa0508 (__TEXT,__text) non-external ____ZN8OSAction6CancelEU13block_pointerFvvE_block_invoke
0000000227aa5e1c (__TEXT,__text) non-external ____ZN8OSString4freeEv_block_invoke
0000000227aa1290 (__TEXT,__text) non-external ____ZN9IOService9Stop_ImplEPS__block_invoke
0000000227aa8ce4 (__TEXT,__text) non-external ____ZNK12OSDictionary14iterateObjectsEU13block_pointerFbP8OSObjectE_block_invoke
0000000227aa8bc8 (__TEXT,__text) non-external ____ZNK12OSDictionary9isEqualToEPKS_PK12OSCollection_block_invoke
0000000227aa8a7c (__TEXT,__text) non-external ____ZNK12OSDictionary9isEqualToEPKS__block_invoke
0000000227aa94f8 (__TEXT,__text) non-external ____ZNK7OSArray20getNextIndexOfObjectEPK15OSMetaClassBasej_block_invoke
0000000227aa92d4 (__TEXT,__text) non-external ____ZNK7OSArray9isEqualToEPKS__block_invoke
0000000227aca098 (__TEXT,__text) external ___assert_rtn
000000028f842250 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
000000028f8423b0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
000000029a5c17e8 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp
000000029a5c2d98 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp
000000029a5c3220 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp
000000029a5c2dc8 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.1
000000029a5c1968 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.102
000000029a5c1998 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.105
000000029a5c19c8 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.111
000000028f8422d0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.120
000000028f8422f0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.121
000000029a5c19f8 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.124
000000029a5c1a28 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.125
000000029a5c1a58 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.129
000000028f842310 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.140
000000029a5c1a88 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.156
000000028f842330 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.157
000000028f8423d0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.16
000000029a5c1ab8 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.161
000000029a5c1ae8 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.164
000000028f842430 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.166
000000029a5c2c48 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.170
000000029a5c2c78 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.175
000000028f842450 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.177
000000029a5c2ca8 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.181
000000029a5c2cd8 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.187
000000029a5c2d08 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.190
000000029a5c2d38 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.194
000000029a5c2d68 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.197
000000028f842350 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.198
000000029a5c1f88 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.219
000000029a5c1fb8 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.224
000000029a5c1fe8 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.228
000000028f8424d8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.23
000000029a5c2078 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.23
000000028f842370 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.248
000000028f842390 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.249
000000029a5c2018 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.252
000000029a5c2048 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.256
000000029a5c20a8 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.27
000000028f8423f0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.33
000000028f842410 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.34
000000029a5c20d8 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.41
000000029a5c2108 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.47
000000029a5c2138 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.56
000000029a5c2168 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.59
000000029a5c2198 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.62
000000029a5c21c8 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.65
000000029a5c21f8 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.68
000000029a5c1818 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.71
000000029a5c2228 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.71
000000029a5c1848 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.74
000000029a5c2258 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.74
000000029a5c1878 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.77
000000029a5c2288 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.77
000000029a5c18a8 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.80
000000028f842270 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.87
000000028f842290 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.88
000000028f8422b0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.89
000000029a5c18d8 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.93
000000029a5c1908 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.96
000000029a5c1938 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.99
000000029a5c17c8 (__AUTH_CONST,__const) non-external ___block_literal_global
000000029a5c1f68 (__AUTH_CONST,__const) non-external ___block_literal_global
000000029a5c2f48 (__AUTH_CONST,__const) non-external ___block_literal_global
                 (undefined) external ___chkstk_darwin (from libSystem)
0000000227a9d0e0 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32b
0000000227a9dd7c (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32b40r
0000000227ab7ee0 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32c33_ZTS11OSSharedPtrI12OSDictionaryE
0000000227aa01d4 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32r
0000000227a9b0b0 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32r40c28_ZTS11OSSharedPtrI8OSActionE
0000000227a9ccf0 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32r40r
0000000227ab3a08 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32r40r48r
0000000227ab3e5c (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32r40r48r56r64r
                 (undefined) external ___cxa_pure_virtual (from libc++)
0000000227a9d0f0 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32b
0000000227a9ddcc (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32b40r
0000000227ab7f10 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32c33_ZTS11OSSharedPtrI12OSDictionaryE
0000000227aa01e4 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32r
0000000227a9b124 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32r40c28_ZTS11OSSharedPtrI8OSActionE
0000000227a9cd40 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32r40r
0000000227ab3a68 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32r40r48r
0000000227ab3edc (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32r40r48r56r64r
                 (undefined) external ___error (from libSystem)
                 (undefined) external ___memcpy_chk (from libSystem)
                 (undefined) external ___stack_chk_fail (from libSystem)
                 (undefined) external ___stack_chk_guard (from libSystem)
                 (undefined) external ___stderrp (from libSystem)
                 (undefined) external __dispatch_queue_attr_concurrent (from libSystem)
                 (undefined) external __dispatch_source_type_timer (from libSystem)
                 (undefined) external __dyld_get_image_header (from libSystem)
                 (undefined) external __dyld_get_image_name (from libSystem)
                 (undefined) external __dyld_image_count (from libSystem)
                 (undefined) external __os_log_default (from libSystem)
                 (undefined) external __os_log_impl (from libSystem)
                 (undefined) external _abort (from libSystem)
0000000227a98874 (__TEXT,__text) external _absolutetime_to_continuoustime
0000000227a9868c (__TEXT,__text) external _absolutetime_to_nanoseconds
0000000227ac9f90 (__TEXT,__text) non-external _absolutetime_to_nanoseconds.cold.1
0000000227ac9fbc (__TEXT,__text) non-external _absolutetime_to_nanoseconds.cold.2
0000000227ab8848 (__TEXT,__text) external _aes_decrypt
0000000227ab8db4 (__TEXT,__text) external _aes_decrypt_aad_gcm
0000000227ab876c (__TEXT,__text) external _aes_decrypt_cbc
0000000227ab8e8c (__TEXT,__text) external _aes_decrypt_finalize_gcm
0000000227ab8e1c (__TEXT,__text) external _aes_decrypt_gcm
0000000227ab8f30 (__TEXT,__text) external _aes_decrypt_get_ctx_size_gcm
0000000227ab8d60 (__TEXT,__text) external _aes_decrypt_inc_iv_gcm
0000000227ab870c (__TEXT,__text) external _aes_decrypt_key
0000000227acca84 (__TEXT,__text) non-external _aes_decrypt_key.cold.1
0000000227ab8868 (__TEXT,__text) external _aes_decrypt_key128
0000000227ab8880 (__TEXT,__text) external _aes_decrypt_key256
0000000227ab8bc0 (__TEXT,__text) external _aes_decrypt_key_gcm
0000000227ab8c28 (__TEXT,__text) external _aes_decrypt_key_with_iv_gcm
0000000227ab8d14 (__TEXT,__text) external _aes_decrypt_reset_gcm
0000000227ab8c98 (__TEXT,__text) external _aes_decrypt_set_iv_gcm
0000000227ab86f8 (__TEXT,__text) external _aes_encrypt
0000000227ab8a6c (__TEXT,__text) external _aes_encrypt_aad_gcm
0000000227ab861c (__TEXT,__text) external _aes_encrypt_cbc
0000000227ab8b44 (__TEXT,__text) external _aes_encrypt_finalize_gcm
0000000227ab8ad4 (__TEXT,__text) external _aes_encrypt_gcm
0000000227ab8f08 (__TEXT,__text) external _aes_encrypt_get_ctx_size_gcm
0000000227ab8a18 (__TEXT,__text) external _aes_encrypt_inc_iv_gcm
0000000227ab85bc (__TEXT,__text) external _aes_encrypt_key
0000000227acca5c (__TEXT,__text) non-external _aes_encrypt_key.cold.1
0000000227ab885c (__TEXT,__text) external _aes_encrypt_key128
0000000227ab8874 (__TEXT,__text) external _aes_encrypt_key256
0000000227ab888c (__TEXT,__text) external _aes_encrypt_key_gcm
0000000227ab88f4 (__TEXT,__text) external _aes_encrypt_key_with_iv_gcm
0000000227ab89cc (__TEXT,__text) external _aes_encrypt_reset_gcm
0000000227ab8964 (__TEXT,__text) external _aes_encrypt_set_iv_gcm
                 (undefined) external _arc4random_buf (from libSystem)
                 (undefined) external _bzero (from libSystem)
                 (undefined) external _ccaes_cbc_decrypt_mode (from libSystem)
                 (undefined) external _ccaes_cbc_encrypt_mode (from libSystem)
                 (undefined) external _ccaes_gcm_decrypt_mode (from libSystem)
                 (undefined) external _ccaes_gcm_encrypt_mode (from libSystem)
                 (undefined) external _cccbc_init (from libSystem)
                 (undefined) external _cccbc_set_iv (from libSystem)
                 (undefined) external _cccbc_update (from libSystem)
                 (undefined) external _ccdigest_init (from libSystem)
                 (undefined) external _ccdigest_update (from libSystem)
                 (undefined) external _ccgcm_aad (from libSystem)
                 (undefined) external _ccgcm_finalize (from libSystem)
                 (undefined) external _ccgcm_inc_iv (from libSystem)
                 (undefined) external _ccgcm_init (from libSystem)
                 (undefined) external _ccgcm_init_with_iv (from libSystem)
                 (undefined) external _ccgcm_reset (from libSystem)
                 (undefined) external _ccgcm_set_iv (from libSystem)
                 (undefined) external _ccgcm_update (from libSystem)
                 (undefined) external _ccmd5_di (from libSystem)
                 (undefined) external _ccsha1_di (from libSystem)
                 (undefined) external _ccsha256_di (from libSystem)
                 (undefined) external _ccsha384_di (from libSystem)
                 (undefined) external _ccsha512_di (from libSystem)
0000000227a9875c (__TEXT,__text) external _clock_get_calendar_microtime
0000000227aca014 (__TEXT,__text) non-external _clock_get_calendar_microtime.cold.1
0000000227a98710 (__TEXT,__text) external _clock_get_calendar_nanotime
0000000227ac9fe8 (__TEXT,__text) non-external _clock_get_calendar_nanotime.cold.1
0000000227a987c4 (__TEXT,__text) external _clock_get_system_nanotime
0000000227aca040 (__TEXT,__text) non-external _clock_get_system_nanotime.cold.1
                 (undefined) external _clock_gettime (from libSystem)
                 (undefined) external _clock_gettime_nsec_np (from libSystem)
0000000227a98810 (__TEXT,__text) external _clock_interval_to_deadline
                 (undefined) external _close (from libSystem)
0000000227a9885c (__TEXT,__text) external _continuoustime_to_absolutetime
0000000227a97c54 (__TEXT,__text) external _crc32
                 (undefined) external _csops (from libSystem)
                 (undefined) external _dispatch_activate (from libSystem)
                 (undefined) external _dispatch_async (from libSystem)
                 (undefined) external _dispatch_async_f (from libSystem)
                 (undefined) external _dispatch_get_specific (from libSystem)
                 (undefined) external _dispatch_group_async (from libSystem)
                 (undefined) external _dispatch_group_create (from libSystem)
                 (undefined) external _dispatch_group_wait (from libSystem)
                 (undefined) external _dispatch_mach_cancel (from libSystem)
                 (undefined) external _dispatch_mach_connect (from libSystem)
                 (undefined) external _dispatch_mach_create_f (from libSystem)
                 (undefined) external _dispatch_mach_msg_get_msg (from libSystem)
                 (undefined) external _dispatch_main (from libSystem)
                 (undefined) external _dispatch_once (from libSystem)
                 (undefined) external _dispatch_queue_create (from libSystem)
                 (undefined) external _dispatch_queue_create_with_target$V2 (from libSystem)
                 (undefined) external _dispatch_queue_get_label (from libSystem)
                 (undefined) external _dispatch_queue_set_specific (from libSystem)
                 (undefined) external _dispatch_release (from libSystem)
                 (undefined) external _dispatch_resume (from libSystem)
                 (undefined) external _dispatch_source_cancel (from libSystem)
                 (undefined) external _dispatch_source_create (from libSystem)
                 (undefined) external _dispatch_source_set_cancel_handler (from libSystem)
                 (undefined) external _dispatch_source_set_event_handler (from libSystem)
                 (undefined) external _dispatch_source_set_timer (from libSystem)
                 (undefined) external _dispatch_sync (from libSystem)
                 (undefined) external _dispatch_workloop_create_inactive (from libSystem)
                 (undefined) external _dispatch_workloop_set_scheduler_priority (from libSystem)
                 (undefined) external _dladdr (from libSystem)
                 (undefined) external _dlclose (from libSystem)
                 (undefined) external _dlerror (from libSystem)
                 (undefined) external _dlopen (from libSystem)
                 (undefined) external _dyld_get_program_sdk_version (from libSystem)
                 (undefined) external _exit (from libSystem)
                 (undefined) external _fprintf (from libSystem)
                 (undefined) external _free (from libSystem)
                 (undefined) external _fstat (from libSystem)
00000002943a2a18 (__DATA,__crash_info) non-external (was a private external) _gCRAnnotations
00000002943a2b78 (__DATA,__common) external _gIOBufferMemoryDescriptorMetaClass
000000028f842718 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOBufferMemoryDescriptor_Declaration
00000002943a2b80 (__DATA,__common) external _gIOCommandMetaClass
00000002943a2b88 (__DATA,__common) external _gIOCommandPoolMetaClass
000000028f842728 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOCommandPool_Declaration
000000028f842720 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOCommand_Declaration
00000002943a2b60 (__DATA,__common) external _gIODKDebug
00000002943a2b90 (__DATA,__common) external _gIODMACommandMetaClass
000000028f842730 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIODMACommand_Declaration
00000002943a2b98 (__DATA,__common) external _gIODataQueueDispatchSourceMetaClass
000000028f842738 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIODataQueueDispatchSource_Declaration
00000002943a2ba0 (__DATA,__common) external _gIODispatchQueueMetaClass
000000028f842740 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIODispatchQueue_Declaration
00000002943a2ba8 (__DATA,__common) external _gIODispatchSourceMetaClass
000000028f842748 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIODispatchSource_Declaration
00000002943a2bb0 (__DATA,__common) external _gIOEventLinkMetaClass
000000028f842750 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOEventLink_Declaration
00000002943a2bb8 (__DATA,__common) external _gIOExtensiblePaniclogMetaClass
000000028f842758 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOExtensiblePaniclog_Declaration
00000002943a2bf0 (__DATA,__common) external _gIOHistogramReporterMetaClass
000000028f842790 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOHistogramReporter_Declaration
00000002943a2bc0 (__DATA,__common) external _gIOInterruptDispatchSourceMetaClass
000000028f842760 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOInterruptDispatchSource_Declaration
00000002943a2bc8 (__DATA,__common) external _gIOMemoryDescriptorMetaClass
000000028f842768 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOMemoryDescriptor_Declaration
00000002943a2bd0 (__DATA,__common) external _gIOMemoryMapMetaClass
000000028f842770 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOMemoryMap_Declaration
00000002943a2bf8 (__DATA,__common) external _gIOReportLegendMetaClass
000000028f842798 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOReportLegend_Declaration
00000002943a2bd8 (__DATA,__common) external _gIOReporterMetaClass
000000028f842778 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOReporter_Declaration
00000002943a2c00 (__DATA,__common) external _gIOServiceMetaClass
00000002943a2c08 (__DATA,__common) external _gIOServiceNotificationDispatchSourceMetaClass
000000028f8427a8 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOServiceNotificationDispatchSource_Declaration
00000002943a2c10 (__DATA,__common) external _gIOServiceStateNotificationDispatchSourceMetaClass
000000028f8427b0 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOServiceStateNotificationDispatchSource_Declaration
000000028f8427a0 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOService_Declaration
00000002943a2be0 (__DATA,__common) external _gIOSimpleReporterMetaClass
000000028f842780 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOSimpleReporter_Declaration
00000002943a2be8 (__DATA,__common) external _gIOStateReporterMetaClass
000000028f842788 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOStateReporter_Declaration
00000002943a2cc8 (__DATA,__common) external _gIOThreadMetaClass
