00007ff843437dd0 (__DATA,__data) non-external _.compoundliteral
00007ff803d599a0 (__TEXT,__text) non-external _eliminate_common_subexpressions_policy
00007ff803d4e2ab (__TEXT,__text) non-external _eliminate_dead_code
00007ff803d5ab0d (__TEXT,__text) non-external _eliminate_dead_code_policy
00007ff803d51dd8 (__TEXT,__text) non-external _emit
00007ff803d5841a (__TEXT,__text) non-external _emit_bitmask
00007ff803d534c3 (__TEXT,__text) non-external _emit_buffer
00007ff803d5104e (__TEXT,__text) non-external _emit_instruction
00007ff803d58965 (__TEXT,__text) non-external _emit_modifier_descriptor
00007ff803d58383 (__TEXT,__text) non-external _emit_network
00007ff803d58226 (__TEXT,__text) non-external _emit_pattern
00007ff803d575af (__TEXT,__text) non-external _emit_profile
00007ff803d5827a (__TEXT,__text) non-external _emit_regex
00007ff803d57d0d (__TEXT,__text) non-external _emit_string_table
00007ff803d5812a (__TEXT,__text) non-external _emit_string_table_reference
00007ff803d57c4b (__TEXT,__text) non-external _emit_variable_names
00007ff803d5e492 (__TEXT,__text) non-external _enable_profile_flag
00007ff803d51ad1 (__TEXT,__text) non-external _encode_address
00007ff803d4755c (__TEXT,__text) non-external _end_expression
00007ff803d3de20 (__TEXT,__text) non-external _eqv
00007ff803d4de07 (__TEXT,__text) non-external _expand_logical_conditions
00007ff803d5bfe0 (__TEXT,__text) non-external _expand_logical_conditions_policy
00007ff803d5e6b8 (__TEXT,__text) non-external _extends_builtin
00007ff803d5b66e (__TEXT,__text) non-external _factor_policy
                 (undefined) external _fclose (from libSystem)
                 (undefined) external _fcntl (from libSystem)
                 (undefined) external _feof (from libSystem)
                 (undefined) external _ferror (from libSystem)
                 (undefined) external _fileno (from libSystem)
00007ff803d38800 (__TEXT,__text) non-external (was a private external) _fill_vector
00007ff840699ec0 (__DATA_CONST,__const) non-external _filter_info
00007ff803d3876b (__TEXT,__text) non-external _find_consecutive_cells
00007ff803d3bc81 (__TEXT,__text) non-external _find_slot_in_env
00007ff803d479ad (__TEXT,__text) non-external _fixup_unanchored_operand
                 (undefined) external _flockfile (from libSystem)
                 (undefined) external _fopen (from libSystem)
00007ff803d5f68d (__TEXT,__text) non-external _format_error
                 (undefined) external _fprintf (from libSystem)
                 (undefined) external _fputc (from libSystem)
                 (undefined) external _fputs (from libSystem)
                 (undefined) external _fread (from libSystem)
                 (undefined) external _free (from libSystem)
00007ff803d37719 (__TEXT,__text) non-external _free_bytes_in_buffer
                 (undefined) external _fseeko (from libSystem)
                 (undefined) external _fstat$INODE64 (from libSystem)
                 (undefined) external _ftello (from libSystem)
                 (undefined) external _funlockfile (from libSystem)
                 (undefined) external _funopen (from libSystem)
                 (undefined) external _fwrite (from libSystem)
00007ff8434411b0 (__DATA,__crash_info) non-external (was a private external) _gCRAnnotations
00007ff803d3f35b (__TEXT,__text) non-external _gc
00007ff803d3e727 (__TEXT,__text) non-external (was a private external) _gc_protect
00007ff803d3e9aa (__TEXT,__text) non-external (was a private external) _gc_unprotect
00007ff803d631ed (__TEXT,__text) non-external _gc_unprotect.cold.1
00007ff803d61410 (__TEXT,__text) non-external _generate_syscallmask
00007ff803d3dcd1 (__TEXT,__text) non-external (was a private external) _gensym
00007ff803d631ca (__TEXT,__text) non-external _gensym.cold.1
00007ff803d38907 (__TEXT,__text) non-external _get_cell
00007ff803d51d78 (__TEXT,__text) non-external _get_current_data_address
00007ff803d3a77c (__TEXT,__text) non-external _inchar
00007ff803d63ae0 (__TEXT,__const) non-external _init_scm
00007ff803d5561c (__TEXT,__text) non-external _inspect_iterate_items
00007ff803d3d896 (__TEXT,__text) non-external _is_any
00007ff803d535ce (__TEXT,__text) non-external (was a private external) _is_bt_pointer
00007ff803d44d02 (__TEXT,__text) non-external (was a private external) _is_character
00007ff803d5365f (__TEXT,__text) non-external (was a private external) _is_closure
00007ff803d53685 (__TEXT,__text) non-external (was a private external) _is_continuation
00007ff803d536ab (__TEXT,__text) non-external (was a private external) _is_environment
00007ff803d53638 (__TEXT,__text) non-external (was a private external) _is_foreign
00007ff803d5364b (__TEXT,__text) non-external (was a private external) _is_foreign_block
00007ff803d42706 (__TEXT,__text) non-external (was a private external) _is_foreign_object
00007ff803d5fb00 (__TEXT,__text) non-external _is_implicit_source_name
00007ff803d407e1 (__TEXT,__text) non-external (was a private external) _is_integer
00007ff803d53672 (__TEXT,__text) non-external (was a private external) _is_macro
00007ff803d40dc4 (__TEXT,__text) non-external _is_nonneg
00007ff803d54965 (__TEXT,__text) non-external _is_num_integer
00007ff803d3ddc2 (__TEXT,__text) non-external (was a private external) _is_number
00007ff803d3c8f6 (__TEXT,__text) non-external (was a private external) _is_pair
00007ff803d5360f (__TEXT,__text) non-external (was a private external) _is_port
00007ff803d4a00e (__TEXT,__text) non-external _is_position_at_end_of_sequence
00007ff803d53625 (__TEXT,__text) non-external (was a private external) _is_proc
00007ff803d53698 (__TEXT,__text) non-external (was a private external) _is_promise
00007ff803d40db0 (__TEXT,__text) non-external (was a private external) _is_string
00007ff803d40fc7 (__TEXT,__text) non-external (was a private external) _is_symbol
00007ff803d53417 (__TEXT,__text) non-external (was a private external) _is_vector
                 (undefined) external _isalnum (from libSystem)
                 (undefined) external _isalpha (from libSystem)
                 (undefined) external _isblank (from libSystem)
                 (undefined) external _iscntrl (from libSystem)
                 (undefined) external _isdigit (from libSystem)
                 (undefined) external _isgraph (from libSystem)
                 (undefined) external _islower (from libSystem)
                 (undefined) external _isprint (from libSystem)
                 (undefined) external _ispunct (from libSystem)
                 (undefined) external _isspace (from libSystem)
                 (undefined) external _isupper (from libSystem)
                 (undefined) external _isxdigit (from libSystem)
00007ff803d407ee (__TEXT,__text) non-external (was a private external) _ivalue
00007ff803d44a68 (__TEXT,__text) non-external _list_cost_estimate
00007ff803d44c54 (__TEXT,__text) non-external _list_star
                 (undefined) external _mach_msg (from libSystem)
                 (undefined) external _mach_msg_destroy (from libSystem)
                 (undefined) external _mach_port_deallocate (from libSystem)
                 (undefined) external _mach_task_self_ (from libSystem)
                 (undefined) external _malloc (from libSystem)
                 (undefined) external _malloc_good_size (from libSystem)
                 (undefined) external _malloc_size (from libSystem)
                 (undefined) external _malloc_type_calloc (from libSystem)
                 (undefined) external _malloc_type_malloc (from libSystem)
                 (undefined) external _malloc_type_realloc (from libSystem)
00007ff803d3f6bc (__TEXT,__text) non-external _mark
                 (undefined) external _matchCombine (from libMatch)
                 (undefined) external _matchCompile (from libMatch)
                 (undefined) external _matchExec (from libMatch)
                 (undefined) external _matchFree (from libMatch)
                 (undefined) external _matchInit (from libMatch)
                 (undefined) external _matchPack (from libMatch)
                 (undefined) external _memchr (from libSystem)
                 (undefined) external _memcmp (from libSystem)
                 (undefined) external _memcpy (from libSystem)
                 (undefined) external _memmem (from libSystem)
                 (undefined) external _memmove (from libSystem)
                 (undefined) external _memset (from libSystem)
                 (undefined) external _mergesort_b (from libSystem)
                 (undefined) external _mig_dealloc_reply_port (from libSystem)
                 (undefined) external _mig_get_reply_port (from libSystem)
                 (undefined) external _mig_put_reply_port (from libSystem)
                 (undefined) external _mig_strncpy (from libSystem)
                 (undefined) weak external _mig_strncpy_zerofill (from libSystem)
00007ff803d3ba80 (__TEXT,__text) non-external _mk_atom
00007ff803d49eef (__TEXT,__text) non-external (was a private external) _mk_counted_string
00007ff803d54498 (__TEXT,__text) non-external _mk_empty_string
00007ff803d3eac1 (__TEXT,__text) non-external (was a private external) _mk_foreign_block
00007ff803d3eaf8 (__TEXT,__text) non-external (was a private external) _mk_foreign_func
00007ff803d426d7 (__TEXT,__text) non-external (was a private external) _mk_foreign_object
00007ff803d3f261 (__TEXT,__text) non-external (was a private external) _mk_integer
00007ff803d3c6eb (__TEXT,__text) non-external _mk_sharp_const
00007ff803d53282 (__TEXT,__text) non-external _mk_sharp_integer
00007ff803d38b90 (__TEXT,__text) non-external (was a private external) _mk_string
00007ff803d389a0 (__TEXT,__text) non-external (was a private external) _mk_symbol
00007ff803d385ff (__TEXT,__text) non-external _mk_vector
00007ff803d63256 (__TEXT,__text) non-external _mk_vector.cold.1
00007ff84069ad20 (__DATA_CONST,__const) non-external _modifier_info
00007ff803d4a048 (__TEXT,__text) non-external _move_to_next_node
00007ff803d5fe55 (__TEXT,__text) non-external _msgfilter_free_callback
00007ff803d4c223 (__TEXT,__text) non-external _negate_instruction
00007ff840699e20 (__DATA_CONST,__const) non-external _network_filter_constants
00007ff803d38851 (__TEXT,__text) non-external _new_frame_in_env
00007ff803d38c6a (__TEXT,__text) non-external _new_slot_spec_in_env
00007ff803d73810 (__TEXT,__const) non-external _nfBasicCF
00007ff803d6fc20 (__TEXT,__const) non-external _nfTrieHi
00007ff803d74210 (__TEXT,__const) non-external _nfTrieLo
00007ff803d72630 (__TEXT,__const) non-external _nfTrieMid
00007ff803d70250 (__TEXT,__const) non-external _nfU16InvMasks
00007ff803d70360 (__TEXT,__const) non-external _nfU16Seq2
00007ff803d70f80 (__TEXT,__const) non-external _nfU16Seq3
00007ff803d714c0 (__TEXT,__const) non-external _nfU16SeqMisc
00007ff803d71650 (__TEXT,__const) non-external _nfU32Char
00007ff803d724d0 (__TEXT,__const) non-external _nfU32SeqMisc
00007ff803d3ddd8 (__TEXT,__text) non-external _num_eq
00007ff803d44cbc (__TEXT,__text) non-external _num_ge
00007ff803d49f46 (__TEXT,__text) non-external _num_gt
00007ff803d53470 (__TEXT,__text) non-external _num_le
00007ff803d5342c (__TEXT,__text) non-external _num_lt
00007ff803d5401a (__TEXT,__text) non-external _num_mod
00007ff843156268 (__DATA_DIRTY,__bss) non-external _num_one
00007ff803d53fac (__TEXT,__text) non-external _num_rem
00007ff843156258 (__DATA_DIRTY,__bss) non-external _num_zero
00007ff803d40671 (__TEXT,__text) non-external (was a private external) _objvalue
00007ff803d38a63 (__TEXT,__text) non-external _oblist_add_by_name
00007ff803d389cf (__TEXT,__text) non-external _oblist_find_by_name
00007ff803d475ca (__TEXT,__text) non-external _op_concat
00007ff803d47b00 (__TEXT,__text) non-external _operand_release
00007ff803d5d7e4 (__TEXT,__text) non-external _operation_expand
00007ff84069b7a0 (__DATA_CONST,__const) non-external _operation_info
00007ff84069b170 (__DATA_CONST,__const) non-external _operation_names
00007ff803d5da89 (__TEXT,__text) non-external _operations_allowed_by_default
00007ff803d5d07c (__TEXT,__text) non-external _operator_name
00007ff803d4740c (__TEXT,__text) non-external _operator_precedence
00007ff803d3942f (__TEXT,__text) non-external _opexe_0
00007ff803d63279 (__TEXT,__text) non-external _opexe_0.cold.1
00007ff803d6329c (__TEXT,__text) non-external _opexe_0.cold.2
00007ff803d3bd24 (__TEXT,__text) non-external _opexe_1
00007ff803d3c90c (__TEXT,__text) non-external _opexe_2
00007ff803d3d8a4 (__TEXT,__text) non-external _opexe_3
00007ff803d3df94 (__TEXT,__text) non-external _opexe_4
00007ff803d3a970 (__TEXT,__text) non-external _opexe_5
00007ff803d52a3c (__TEXT,__text) non-external _opexe_6
                 (undefined) external _os_log_type_enabled (from libSystem)
00007ff803d40671 (__TEXT,__text) non-external (was a private external) _pair_car
00007ff803d406bf (__TEXT,__text) non-external (was a private external) _pair_cdr
00007ff803d4156d (__TEXT,__text) non-external _parse_pattern
00007ff803d5cf36 (__TEXT,__text) non-external _peek_operand
00007ff803d6b300 (__TEXT,__const) non-external _policy_scm
00007ff803d586ad (__TEXT,__text) non-external _populate_modifier_descriptor
00007ff803d589c8 (__TEXT,__text) non-external _populate_modifier_msgfilter_descriptor
00007ff803d57bbb (__TEXT,__text) non-external _populate_profile_entry_points
00007ff803d3f8dc (__TEXT,__text) non-external _port_close
00007ff803d537d4 (__TEXT,__text) non-external _port_from_file
00007ff803d38de1 (__TEXT,__text) non-external _port_from_string
00007ff803d40de7 (__TEXT,__text) non-external _port_rep_from_file
00007ff803d581cd (__TEXT,__text) non-external _previously_emitted_condition
00007ff803d58bf8 (__TEXT,__text) non-external _previously_emitted_data
00007ff803d548d9 (__TEXT,__text) non-external _printatom
00007ff803d5451d (__TEXT,__text) non-external _printslashstring
00007ff8406990e0 (__DATA_CONST,__const) non-external _profile_dirs
00007ff803d57b2b (__TEXT,__text) non-external _profile_has_autobox_actions
00007ff803d57b8b (__TEXT,__text) non-external _profile_has_mach_message_filters
00007ff803d57b5b (__TEXT,__text) non-external _profile_has_message_filters
00007ff803d4976c (__TEXT,__text) non-external _push_bytes
00007ff803d481ba (__TEXT,__text) non-external _push_byteset
00007ff803d5d010 (__TEXT,__text) non-external _push_byteset_skip
00007ff803d49939 (__TEXT,__text) non-external _push_jne_instr
00007ff803d47454 (__TEXT,__text) non-external _push_literal
00007ff803d49aad (__TEXT,__text) non-external _push_match_sequence_instr
00007ff803d60f1c (__TEXT,__text) non-external _push_match_variable_instr
00007ff803d53240 (__TEXT,__text) non-external _push_nop
00007ff803d53240 (__TEXT,__text) non-external _push_operand
00007ff803d46f3c (__TEXT,__text) non-external _push_operator
00007ff803d61078 (__TEXT,__text) non-external _push_repeat_seek_byte_instr
00007ff803d5cf83 (__TEXT,__text) non-external _push_seek
00007ff803d60fc9 (__TEXT,__text) non-external _push_seek_byte_instr
00007ff803d5370a (__TEXT,__text) non-external (was a private external) _putcharacter
00007ff803d536be (__TEXT,__text) non-external (was a private external) _putstr
00007ff803d5483c (__TEXT,__text) non-external _readsharpstrexp
00007ff803d3b9ce (__TEXT,__text) non-external _readstr_upto
00007ff803d54648 (__TEXT,__text) non-external _readstrexp
                 (undefined) external _reallocf (from libSystem)
00007ff803d51e6c (__TEXT,__text) non-external _record_condition_data
00007ff803d58ca3 (__TEXT,__text) non-external _record_data_address
00007ff803d49c9f (__TEXT,__text) non-external _regex_quote
00007ff803d5b46f (__TEXT,__text) non-external _remove_conditions_matching_predicate_policy
00007ff803d5cfc8 (__TEXT,__text) non-external _remove_leading_literal_byte
00007ff803d4f1c7 (__TEXT,__text) non-external _reorder_condition
00007ff803d4f2bc (__TEXT,__text) non-external _reorder_condition_list
00007ff803d5d2b1 (__TEXT,__text) non-external _reorder_policy
00007ff803d44d44 (__TEXT,__text) non-external _reverse
00007ff803d3eec0 (__TEXT,__text) non-external (was a private external) _s_cons
00007ff803d3e985 (__TEXT,__text) non-external (was a private external) _s_immutable_cons
00007ff803d3a494 (__TEXT,__text) non-external _s_save
00007ff803d5237c (__TEXT,__text) external _sandbox_apply
00007ff803d52397 (__TEXT,__text) external _sandbox_apply_container
00007ff803d55020 (__TEXT,__text) external _sandbox_compile_entitlements
00007ff803d34fa1 (__TEXT,__text) external _sandbox_compile_file
00007ff803d34f08 (__TEXT,__text) external _sandbox_compile_named
00007ff803d52ead (__TEXT,__text) external _sandbox_compile_string
00007ff803d559b4 (__TEXT,__text) external _sandbox_container_paths_iterate_items
00007ff803d34da0 (__TEXT,__text) external _sandbox_create_params
00007ff803d55db3 (__TEXT,__text) external _sandbox_exempt_from_network_approval_policy
00007ff803d5246c (__TEXT,__text) external _sandbox_free_params
00007ff803d52439 (__TEXT,__text) external _sandbox_free_profile
00007ff803d55163 (__TEXT,__text) external _sandbox_inspect_pid
00007ff803d55265 (__TEXT,__text) external _sandbox_inspect_smemory
00007ff803d559c9 (__TEXT,__text) external _sandbox_prepare_user_home_mount
00007ff803d55e64 (__TEXT,__text) external _sandbox_register_network_approval_policy_exemption_for_share
00007ff803d55058 (__TEXT,__text) external _sandbox_register_profile
00007ff803d561fd (__TEXT,__text) external _sandbox_register_sync_root
00007ff803d34e04 (__TEXT,__text) external _sandbox_set_param
00007ff803d552e5 (__TEXT,__text) external _sandbox_set_user_state_item
00007ff803d552fd (__TEXT,__text) external _sandbox_set_user_state_item_with_persona
00007ff803d55136 (__TEXT,__text) external _sandbox_unregister_all_profiles
00007ff803d550f1 (__TEXT,__text) external _sandbox_unregister_profile
00007ff803d55270 (__TEXT,__text) external _sandbox_user_state_item_buffer_create
00007ff803d552cd (__TEXT,__text) external _sandbox_user_state_item_buffer_destroy
00007ff803d5527f (__TEXT,__text) external _sandbox_user_state_item_buffer_send
00007ff803d55608 (__TEXT,__text) external _sandbox_user_state_iterate_items
00007ff803d627c1 (__TEXT,__text) non-external _save_condition
00007ff803d5c2fc (__TEXT,__text) non-external _sb_action_iterate
00007ff803d5689b (__TEXT,__text) non-external _sb_annotation_destroy
00007ff803d567b2 (__TEXT,__text) non-external _sb_annotation_list_copy
00007ff803d50e84 (__TEXT,__text) non-external _sb_annotation_set_integer
00007ff803d571a6 (__TEXT,__text) non-external _sb_bitmask_clear_bit
00007ff803d56f73 (__TEXT,__text) non-external _sb_bitmask_create_empty
00007ff803d57058 (__TEXT,__text) non-external _sb_bitmask_get_hash
00007ff803d570e0 (__TEXT,__text) non-external _sb_bitmask_iterate_set
00007ff803d56f04 (__TEXT,__text) non-external _sb_bitmask_release
00007ff803d56eb1 (__TEXT,__text) non-external _sb_bitmask_retain
00007ff803d5715c (__TEXT,__text) non-external _sb_bitmask_set_bit
00007ff803d57503 (__TEXT,__text) non-external _sb_branch_get_target_instruction
00007ff803d574c5 (__TEXT,__text) non-external _sb_branch_new
00007ff803d37758 (__TEXT,__text) non-external _sb_buffer_alloc
00007ff803d48550 (__TEXT,__text) non-external _sb_buffer_get_byte_count
00007ff803d485ec (__TEXT,__text) non-external _sb_buffer_get_hash
00007ff803d49bd8 (__TEXT,__text) non-external _sb_buffer_is_equivalent
00007ff803d41b88 (__TEXT,__text) non-external _sb_buffer_release
00007ff803d489c0 (__TEXT,__text) non-external _sb_buffer_retain
00007ff803d571e2 (__TEXT,__text) non-external _sb_buffer_with_contents_of_file
00007ff803d48597 (__TEXT,__text) non-external _sb_buffer_with_data_pointer
00007ff803d47fb6 (__TEXT,__text) non-external _sb_byteset_add_byte
00007ff803d59950 (__TEXT,__text) non-external _sb_byteset_copy
00007ff803d48226 (__TEXT,__text) non-external _sb_byteset_get_population
00007ff803d5097c (__TEXT,__text) non-external _sb_byteset_is_equivalent
00007ff803d4a2ec (__TEXT,__text) non-external _sb_byteset_iterate_ranges
00007ff803d4810e (__TEXT,__text) non-external _sb_byteset_negate
00007ff803d47f77 (__TEXT,__text) non-external _sb_byteset_new
00007ff803d480a9 (__TEXT,__text) non-external _sb_byteset_release
00007ff803d48056 (__TEXT,__text) non-external _sb_byteset_retain
00007ff803d4a438 (__TEXT,__text) non-external _sb_byteset_union
00007ff803d59872 (__TEXT,__text) non-external _sb_byteset_with_range
00007ff803d375fa (__TEXT,__text) non-external _sb_calloc
00007ff803d59c4c (__TEXT,__text) non-external _sb_codepath_extend
00007ff803d59bc5 (__TEXT,__text) non-external _sb_codepath_get_last_branch
00007ff803d59b51 (__TEXT,__text) non-external _sb_codepath_get_last_instruction
00007ff803d59df7 (__TEXT,__text) non-external _sb_codepath_restore_state
00007ff803d59f9a (__TEXT,__text) non-external _sb_condition_bitmask
00007ff803d59f27 (__TEXT,__text) non-external _sb_condition_boolean
00007ff803d44fa9 (__TEXT,__text) non-external _sb_condition_conjunction
00007ff803d52cdb (__TEXT,__text) non-external _sb_condition_constant
00007ff803d4243f (__TEXT,__text) non-external _sb_condition_disjunction
00007ff803d5a963 (__TEXT,__text) non-external _sb_condition_is_bitmask
00007ff803d5a814 (__TEXT,__text) non-external _sb_condition_is_boolean
00007ff803d4d1c8 (__TEXT,__text) non-external _sb_condition_is_conjunction
00007ff803d45264 (__TEXT,__text) non-external _sb_condition_is_contrary
00007ff803d4c4a8 (__TEXT,__text) non-external _sb_condition_is_disjunction
00007ff803d459e6 (__TEXT,__text) non-external _sb_condition_is_equivalent
00007ff803d51b5d (__TEXT,__text) non-external _sb_condition_is_integer
00007ff803d5a8fa (__TEXT,__text) non-external _sb_condition_is_network
00007ff803d4d412 (__TEXT,__text) non-external _sb_condition_is_pattern
00007ff803d41fc0 (__TEXT,__text) non-external _sb_condition_is_regex
00007ff803d5a888 (__TEXT,__text) non-external _sb_condition_is_string_textbuf
00007ff803d4d57d (__TEXT,__text) non-external _sb_condition_is_transposable
00007ff803d4202b (__TEXT,__text) non-external _sb_condition_list_append
00007ff803d4db35 (__TEXT,__text) non-external _sb_condition_list_contains_condition
00007ff803d4d73e (__TEXT,__text) non-external _sb_condition_list_copy
00007ff803d48ab8 (__TEXT,__text) non-external _sb_condition_list_every_condition_matches_predicate
00007ff803d5aa66 (__TEXT,__text) non-external _sb_condition_list_filter
00007ff803d449e2 (__TEXT,__text) non-external _sb_condition_list_get_hash
00007ff803d504b0 (__TEXT,__text) non-external _sb_condition_list_is_equivalent
00007ff803d44b59 (__TEXT,__text) non-external _sb_condition_list_iterate
00007ff803d4e103 (__TEXT,__text) non-external _sb_condition_list_iterate_reverse
00007ff803d405a5 (__TEXT,__text) non-external _sb_condition_list_new
00007ff803d40d0d (__TEXT,__text) non-external _sb_condition_list_release
00007ff803d4d840 (__TEXT,__text) non-external _sb_condition_list_remove
00007ff803d4e8d8 (__TEXT,__text) non-external _sb_condition_matches_subset
00007ff803d4c2f4 (__TEXT,__text) non-external _sb_condition_negation
00007ff803d529c7 (__TEXT,__text) non-external _sb_condition_network
00007ff803d41cc6 (__TEXT,__text) non-external _sb_condition_new
00007ff803d47f0a (__TEXT,__text) non-external _sb_condition_pattern
00007ff803d427ea (__TEXT,__text) non-external _sb_condition_pattern_path
00007ff803d422cf (__TEXT,__text) non-external _sb_condition_release
00007ff803d488fd (__TEXT,__text) non-external _sb_condition_string
00007ff803d372e0 (__TEXT,__text) non-external _sb_context_intern_string
00007ff803d409fb (__TEXT,__text) non-external _sb_context_release
00007ff803d4097d (__TEXT,__text) non-external _sb_context_release_modification
00007ff803d371b8 (__TEXT,__text) non-external _sb_context_retain
00007ff803d5aac3 (__TEXT,__text) non-external _sb_context_retain_modification
00007ff803d5b0f0 (__TEXT,__text) non-external _sb_error_fatal
00007ff803d5b378 (__TEXT,__text) non-external _sb_error_fatal_for_instruction
00007ff803d5b197 (__TEXT,__text) non-external _sb_error_for_instruction
00007ff803d483fb (__TEXT,__text) non-external _sb_error_new
00007ff840699d18 (__DATA_CONST,__const) non-external _sb_error_out_of_memory.oom_error
00007ff803d482e5 (__TEXT,__text) non-external _sb_error_set_unsupported_with_format
00007ff803d5af67 (__TEXT,__text) non-external _sb_error_set_with_description
00007ff803d5b049 (__TEXT,__text) non-external _sb_error_set_with_format
00007ff803d5afc9 (__TEXT,__text) non-external _sb_error_set_with_formatv
00007ff803d3f291 (__TEXT,__text) non-external _sb_filter_accepts_type
00007ff803d41e75 (__TEXT,__text) non-external _sb_filter_has_dependency
00007ff843156278 (__DATA_DIRTY,__bss) non-external _sb_filter_has_side_effects.filterset
00007ff843156288 (__DATA_DIRTY,__bss) non-external _sb_filter_has_side_effects.onceToken
00007ff803d41008 (__TEXT,__text) non-external _sb_filter_is_case_sensitive
00007ff803d5b883 (__TEXT,__text) non-external _sb_filter_pattern_values_can_be_mutually_exclusive
00007ff803d5b8c0 (__TEXT,__text) non-external _sb_filter_values_are_serialized_via_string_table
00007ff803d4110b (__TEXT,__text) non-external _sb_fsa_acceptor
00007ff803d43a8e (__TEXT,__text) non-external _sb_fsa_copy
00007ff803d438da (__TEXT,__text) non-external _sb_fsa_disjunction
00007ff803d43cde (__TEXT,__text) non-external _sb_fsa_get_recognizer_child
00007ff803d4ec39 (__TEXT,__text) non-external _sb_fsa_is_backtracking_recognizer
00007ff803d4eb30 (__TEXT,__text) non-external _sb_fsa_matches_subset
00007ff803d56e58 (__TEXT,__text) non-external _sb_fsa_may_backtrack
00007ff803d4a151 (__TEXT,__text) non-external _sb_fsa_recognizer_byteset
00007ff803d4a532 (__TEXT,__text) non-external _sb_fsa_recognizer_byteset_skip
00007ff803d4a0ae (__TEXT,__text) non-external _sb_fsa_recognizer_seek_byte
00007ff803d47e74 (__TEXT,__text) non-external _sb_fsa_recognizer_seek_byte_with_retry
00007ff803d43685 (__TEXT,__text) non-external _sb_fsa_recognizer_sequence
00007ff803d4388e (__TEXT,__text) non-external _sb_fsa_recognizer_terminal
00007ff803d56a13 (__TEXT,__text) non-external _sb_fsa_recognizer_variable
00007ff803d41a65 (__TEXT,__text) non-external _sb_fsa_release
00007ff803d44810 (__TEXT,__text) non-external _sb_fsa_release_indegree
00007ff803d419a2 (__TEXT,__text) non-external _sb_fsa_retain
00007ff803d43800 (__TEXT,__text) non-external _sb_fsa_retain_indegree
00007ff803d49f90 (__TEXT,__text) non-external _sb_fsa_set_recognizer_child
00007ff803d37667 (__TEXT,__text) non-external _sb_hash_compute
00007ff803d5517b (__TEXT,__text) non-external _sb_inspect_subsystem
00007ff803d3795c (__TEXT,__text) non-external _sb_instr_action
00007ff803d4271d (__TEXT,__text) non-external _sb_instr_conditional
00007ff803d5bbdb (__TEXT,__text) non-external _sb_instr_deep_copy
00007ff803d509e1 (__TEXT,__text) non-external _sb_instr_get_action_modifiers
00007ff803d4c588 (__TEXT,__text) non-external _sb_instr_get_jump_target
00007ff803d4bff1 (__TEXT,__text) non-external _sb_instr_is_equivalent
00007ff803d5bcf4 (__TEXT,__text) non-external _sb_instr_is_unmodified_allow_action
00007ff803d5ba2f (__TEXT,__text) non-external _sb_instr_jump
00007ff803d37a35 (__TEXT,__text) non-external _sb_instr_new
00007ff803d37b6e (__TEXT,__text) non-external _sb_instr_release
00007ff803d5b950 (__TEXT,__text) non-external _sb_instr_release_tracking
00007ff803d4c1d8 (__TEXT,__text) non-external _sb_instr_replace
00007ff803d37af6 (__TEXT,__text) non-external _sb_instr_retain
00007ff803d5bac9 (__TEXT,__text) non-external _sb_instr_retain_tracking
00007ff803d4c702 (__TEXT,__text) non-external _sb_instr_set_condition
00007ff803d4886b (__TEXT,__text) non-external _sb_instr_set_false_branch
00007ff803d4e80a (__TEXT,__text) non-external _sb_instr_set_true_branch
00007ff803d376b9 (__TEXT,__text) non-external _sb_malloc
00007ff803d5c26f (__TEXT,__text) non-external _sb_modifier_get_name
00007ff803d45dca (__TEXT,__text) non-external _sb_modifier_requires_argument
00007ff803d4080b (__TEXT,__text) non-external _sb_modifiers_iterate
00007ff803d4087c (__TEXT,__text) non-external _sb_modifiers_release
00007ff803d5c4c1 (__TEXT,__text) non-external _sb_modifiers_set_deny_errno
00007ff803d5c5a6 (__TEXT,__text) non-external _sb_modifiers_set_message_filter
00007ff803d5c38a (__TEXT,__text) non-external _sb_modifiers_set_modifier
00007ff803d5c46c (__TEXT,__text) non-external _sb_modifiers_set_signal
00007ff803d5c142 (__TEXT,__text) non-external _sb_msgfilter_is_equivalent
00007ff803d5c0b0 (__TEXT,__text) non-external _sb_msgfilter_release
00007ff803d5215a (__TEXT,__text) non-external _sb_mutable_buffer_make_immutable
00007ff803d4b004 (__TEXT,__text) non-external _sb_mutable_buffer_new
00007ff803d52273 (__TEXT,__text) non-external _sb_mutable_buffer_release
00007ff803d50f23 (__TEXT,__text) non-external _sb_mutable_buffer_set_minimum_size
00007ff803d50fab (__TEXT,__text) non-external _sb_mutable_buffer_write
00007ff803d54b03 (__TEXT,__text) non-external (was a private external) _sb_packbuff_free
00007ff803d633d7 (__TEXT,__text) non-external _sb_packbuff_free.cold.1
00007ff803d54b75 (__TEXT,__text) non-external (was a private external) _sb_packbuff_get_bytes
00007ff803d54b89 (__TEXT,__text) non-external (was a private external) _sb_packbuff_get_item_value_type
00007ff803d54b7f (__TEXT,__text) non-external (was a private external) _sb_packbuff_get_size
00007ff803d54a8b (__TEXT,__text) non-external (was a private external) _sb_packbuff_init_with_buffer
00007ff803d54980 (__TEXT,__text) non-external (was a private external) _sb_packbuff_new
00007ff803d54d54 (__TEXT,__text) non-external _sb_packbuff_pack_item
00007ff803d6346c (__TEXT,__text) non-external _sb_packbuff_pack_item.cold.1
00007ff803d6348f (__TEXT,__text) non-external _sb_packbuff_pack_item.cold.2
