                 (undefined) external _AuthorizationCopyInfo (from Security)
                 (undefined) external _AuthorizationCopyRights (from Security)
                 (undefined) external _AuthorizationCreate (from Security)
                 (undefined) external _AuthorizationFree (from Security)
                 (undefined) external _AuthorizationFreeItemSet (from Security)
                 (undefined) external _CC_SHA1_Final (from libSystem)
                 (undefined) external _CC_SHA1_Init (from libSystem)
                 (undefined) external _CC_SHA1_Update (from libSystem)
                 (undefined) external _CFBooleanGetTypeID (from CoreFoundation)
                 (undefined) external _CFBooleanGetValue (from CoreFoundation)
                 (undefined) external _CFDataGetBytePtr (from CoreFoundation)
                 (undefined) external _CFDataGetLength (from CoreFoundation)
                 (undefined) external _CFDictionaryCreateMutable (from CoreFoundation)
                 (undefined) external _CFDictionaryGetTypeID (from CoreFoundation)
                 (undefined) external _CFDictionaryGetValue (from CoreFoundation)
                 (undefined) external _CFDictionarySetValue (from CoreFoundation)
                 (undefined) external _CFGetTypeID (from CoreFoundation)
                 (undefined) external _CFPropertyListCreateData (from CoreFoundation)
                 (undefined) external _CFPropertyListCreateWithStream (from CoreFoundation)
                 (undefined) external _CFReadStreamCreateWithFile (from CoreFoundation)
                 (undefined) external _CFReadStreamOpen (from CoreFoundation)
                 (undefined) external _CFRelease (from CoreFoundation)
                 (undefined) external _CFRetain (from CoreFoundation)
                 (undefined) external _CFStringCreateWithFormat (from CoreFoundation)
                 (undefined) external _CFURLCreateWithFileSystemPath (from CoreFoundation)
00007ff80fc31c13 (__TEXT,__text) external _FSp_krb_get_svc_in_tkt
00007ff80fc2b1ac (__TEXT,__text) non-external (was a private external) _mshim_mkeyblock2hkeyblock
00007ff80fc2b85a (__TEXT,__text) non-external (was a private external) _mshim_remap_flags
                 (undefined) external _notify_check (from libSystem)
                 (undefined) external _notify_post (from libSystem)
                 (undefined) external _notify_register_check (from libSystem)
00007ff842b03ed8 (__DATA,__data) non-external _notify_token
00007ff842b03760 (__DATA,__const) non-external _oidsets
00007ff842b03d90 (__DATA,__data) non-external _prof_error_strings
00007ff80fc2f547 (__TEXT,__text) external _profile_abandon
00007ff80fc308ca (__TEXT,__text) non-external (was a private external) _profile_add_node
00007ff80fc3058c (__TEXT,__text) external _profile_add_relation
00007ff80fc3037b (__TEXT,__text) external _profile_clear_relation
00007ff80fc2e60d (__TEXT,__text) non-external (was a private external) _profile_close_file
00007ff80fc2e656 (__TEXT,__text) external _profile_configuration_updated
00007ff80fc2f228 (__TEXT,__text) non-external (was a private external) _profile_copy
00007ff80fc30757 (__TEXT,__text) non-external (was a private external) _profile_create_node
00007ff80fc2e915 (__TEXT,__text) non-external (was a private external) _profile_dereference_data
00007ff80fc2e57c (__TEXT,__text) non-external (was a private external) _profile_dereference_data_locked
00007ff80fc2e04e (__TEXT,__text) non-external (was a private external) _profile_file_is_writable
00007ff80fc30a11 (__TEXT,__text) non-external (was a private external) _profile_find_node
00007ff80fc30b38 (__TEXT,__text) non-external (was a private external) _profile_find_node_relation
00007ff80fc30b88 (__TEXT,__text) non-external (was a private external) _profile_find_node_subsection
00007ff80fc2f4a8 (__TEXT,__text) external _profile_flush
00007ff80fc2e6b0 (__TEXT,__text) non-external (was a private external) _profile_flush_file_data
00007ff80fc2e667 (__TEXT,__text) non-external (was a private external) _profile_flush_file_data_to_buffer
00007ff80fc2e8b3 (__TEXT,__text) non-external (was a private external) _profile_flush_file_data_to_file
00007ff80fc2f528 (__TEXT,__text) external _profile_flush_to_buffer
00007ff80fc2f4e8 (__TEXT,__text) external _profile_flush_to_file
00007ff80fc2f53a (__TEXT,__text) external _profile_free_buffer
00007ff80fc2e971 (__TEXT,__text) non-external (was a private external) _profile_free_file
00007ff80fc2e9ab (__TEXT,__text) external _profile_free_list
00007ff80fc306fd (__TEXT,__text) non-external (was a private external) _profile_free_node
00007ff80fc2ed86 (__TEXT,__text) external _profile_get_boolean
00007ff80fc2ec7d (__TEXT,__text) external _profile_get_integer
00007ff80fc309fd (__TEXT,__text) non-external (was a private external) _profile_get_node_name
00007ff80fc30bd7 (__TEXT,__text) non-external (was a private external) _profile_get_node_parent
00007ff80fc30a07 (__TEXT,__text) non-external (was a private external) _profile_get_node_value
00007ff80fc2ef42 (__TEXT,__text) external _profile_get_relation_names
00007ff80fc2ebda (__TEXT,__text) external _profile_get_string
00007ff80fc2ee8a (__TEXT,__text) external _profile_get_subsection_names
00007ff80fc2eb71 (__TEXT,__text) non-external (was a private external) _profile_get_value
00007ff80fc2e9e4 (__TEXT,__text) external _profile_get_values
00007ff80fc2f0fa (__TEXT,__text) external _profile_init
00007ff80fc2f2cf (__TEXT,__text) external _profile_init_path
00007ff80fc2f46a (__TEXT,__text) external _profile_is_modified
00007ff80fc309f0 (__TEXT,__text) non-external (was a private external) _profile_is_node_final
00007ff80fc2f427 (__TEXT,__text) external _profile_is_writable
00007ff80fc2f047 (__TEXT,__text) external _profile_iterator
00007ff80fc2f033 (__TEXT,__text) external _profile_iterator_create
00007ff80fc2f03d (__TEXT,__text) external _profile_iterator_free
00007ff80fc2e048 (__TEXT,__text) non-external (was a private external) _profile_library_initializer
00007ff80fc2e94f (__TEXT,__text) non-external (was a private external) _profile_lock_global
00007ff80fc309d4 (__TEXT,__text) non-external (was a private external) _profile_make_node_final
00007ff80fc2e092 (__TEXT,__text) non-external (was a private external) _profile_make_prf_data
00007ff80fc30cce (__TEXT,__text) non-external (was a private external) _profile_node_iterator
00007ff80fc33d9d (__TEXT,__text) non-external _profile_node_iterator.cold.1
00007ff80fc30be6 (__TEXT,__text) non-external (was a private external) _profile_node_iterator_create
00007ff80fc30c9c (__TEXT,__text) non-external (was a private external) _profile_node_iterator_free
00007ff80fc2e136 (__TEXT,__text) non-external (was a private external) _profile_open_file
00007ff80fc2f58a (__TEXT,__text) non-external (was a private external) _profile_parse_file
00007ff80fc2f1e5 (__TEXT,__text) external _profile_release
00007ff80fc2f0f0 (__TEXT,__text) external _profile_release_string
00007ff80fc310c1 (__TEXT,__text) non-external (was a private external) _profile_remove_node
00007ff80fc31142 (__TEXT,__text) non-external (was a private external) _profile_rename_node
00007ff80fc3046d (__TEXT,__text) external _profile_rename_section
00007ff80fc310ed (__TEXT,__text) non-external (was a private external) _profile_set_relation_value
00007ff80fc2e960 (__TEXT,__text) non-external (was a private external) _profile_unlock_global
00007ff80fc2e453 (__TEXT,__text) non-external (was a private external) _profile_update_file_data
00007ff80fc33d7a (__TEXT,__text) non-external _profile_update_file_data.cold.1
00007ff80fc30179 (__TEXT,__text) external _profile_update_relation
00007ff80fc30829 (__TEXT,__text) non-external (was a private external) _profile_verify_node
00007ff80fc2fc8f (__TEXT,__text) non-external (was a private external) _profile_write_tree_file
00007ff80fc3003e (__TEXT,__text) non-external (was a private external) _profile_write_tree_to_buffer
                 (undefined) external _pthread_getspecific (from libSystem)
                 (undefined) external _pthread_key_create (from libSystem)
                 (undefined) external _pthread_mutex_destroy (from libSystem)
                 (undefined) external _pthread_mutex_init (from libSystem)
                 (undefined) external _pthread_mutex_lock (from libSystem)
                 (undefined) external _pthread_mutex_unlock (from libSystem)
                 (undefined) external _pthread_setspecific (from libSystem)
00007ff80fc31a83 (__TEXT,__text) external _put_svc_key
00007ff80fc31abf (__TEXT,__text) external _read_service_key
                 (undefined) external _realloc (from libSystem)
00007ff80fc289bd (__TEXT,__text) external _remove_error_table
                 (undefined) external _rename (from libSystem)
                 (undefined) external _reset_com_err_hook (from Heimdal)
                 (indirect) external _reset_com_err_hook (for _reset_com_err_hook)
00007ff80fc302ad (__TEXT,__text) non-external _rw_setup
                 (undefined) external _set_com_err_hook (from Heimdal)
                 (indirect) external _set_com_err_hook (for _set_com_err_hook)
                 (undefined) external _snprintf (from libSystem)
                 (undefined) external _sprintf (from libSystem)
                 (undefined) external _strcasecmp (from libSystem)
                 (undefined) external _strchr (from libSystem)
                 (undefined) external _strcmp (from libSystem)
                 (undefined) external _strdup (from libSystem)
00007ff842b03bf8 (__DATA,__data) non-external (was a private external) _string_functions
00007ff80fc289f0 (__TEXT,__text) non-external _string_release
                 (undefined) external _strlcpy (from libSystem)
                 (undefined) external _strlen (from libSystem)
                 (undefined) external _strncmp (from libSystem)
                 (undefined) external _strncpy (from libSystem)
                 (undefined) external _strptime (from libSystem)
                 (undefined) external _strtol (from libSystem)
                 (undefined) external _sync (from libSystem)
                 (undefined) external _syslog$DARWIN_EXTSN (from libSystem)
                 (undefined) external _time (from libSystem)
00007ff80fc31b01 (__TEXT,__text) external _tkt_string
                 (undefined) external _unlink (from libSystem)
00007ff80fc289cd (__TEXT,__text) non-external (was a private external) _update_time
                 (undefined) external _vsyslog (from libSystem)
00007ff80fc35b40 (__TEXT,__const) non-external _whichfields_flags
00007ff80fc2e719 (__TEXT,__text) non-external _write_data_to_file
