00007ffb025a9cb2 (__TEXT,__text) non-external _DiToMD5
00007ffb025977d0 (__TEXT,__text) external __ZThn24_N8OSBundle4freeEv
00007ffb02597754 (__TEXT,__text) external __ZThn24_N8OSBundle4initEv
00007ffb0259e53c (__TEXT,__text) external __ZThn24_N8OSNumber4freeEv
00007ffb02593d5e (__TEXT,__text) external __ZThn24_N8OSObject4freeEv
00007ffb02593d4c (__TEXT,__text) external __ZThn24_N8OSObject4initEv
00007ffb0259acd6 (__TEXT,__text) external __ZThn24_N8OSString4freeEv
00007ffb02597d18 (__TEXT,__text) external __ZThn24_N9IOCommand4freeEv
00007ffb02597caa (__TEXT,__text) external __ZThn24_N9IOCommand4initEv
00007ffb02596d7e (__TEXT,__text) external __ZThn24_N9IOService4freeEv
00007ffb02596cc6 (__TEXT,__text) external __ZThn24_N9IOService4initEv
00007ffb0259e59e (__TEXT,__text) external __ZThn24_N9OSBoolean4freeEv
00007ffb02597f46 (__TEXT,__text) external __ZThn40_N13IOCommandPool10getCommandEb
00007ffb02597da8 (__TEXT,__text) external __ZThn40_N13IOCommandPool13initWithQueueEP15IODispatchQueue
00007ffb02597fcc (__TEXT,__text) external __ZThn40_N13IOCommandPool13returnCommandEP9IOCommand
00007ffb025980c8 (__TEXT,__text) external __ZThn40_N13IOCommandPool15gatedGetCommandEPP9IOCommandb
00007ffb02598144 (__TEXT,__text) external __ZThn40_N13IOCommandPool18gatedReturnCommandEP9IOCommand
00007ffb02599152 (__TEXT,__text) external __ZThn40_N20IOExtensiblePaniclog11ClaimBufferEPyS0_
00007ffb02599196 (__TEXT,__text) external __ZThn40_N20IOExtensiblePaniclog11YieldBufferEj
00007ffb0259746c (__TEXT,__text) external __ZThn48_N12IOUserClient14ExternalMethodEyP27IOUserClientMethodArgumentsPK26IOUserClientMethodDispatchP8OSObjectPv
00007ffb0259cf14 (__TEXT,__text) external __ZThn48_N12OSDictionary14ensureCapacityEj
00007ffb0259cfcc (__TEXT,__text) external __ZThn48_N12OSDictionary15flushCollectionEv
00007ffb0259d5cc (__TEXT,__text) external __ZThn48_N7OSArray14ensureCapacityEj
00007ffb0259d65c (__TEXT,__text) external __ZThn48_N7OSArray15flushCollectionEv
00007ffb0259cdf2 (__TEXT,__text) external __ZThn48_NK12OSCollection14copyCollectionEP12OSDictionary
00007ffb0259ce02 (__TEXT,__text) external __ZThn48_NK12OSCollection14iterateObjectsEU13block_pointerFbP8OSObjectE
00007ffb0259cefe (__TEXT,__text) external __ZThn48_NK12OSDictionary11getCapacityEv
00007ffb0259d414 (__TEXT,__text) external __ZThn48_NK12OSDictionary14iterateObjectsEU13block_pointerFbP8OSObjectE
00007ffb0259cee2 (__TEXT,__text) external __ZThn48_NK12OSDictionary8getCountEv
00007ffb0259d5b6 (__TEXT,__text) external __ZThn48_NK7OSArray11getCapacityEv
00007ffb0259d976 (__TEXT,__text) external __ZThn48_NK7OSArray14iterateObjectsEU13block_pointerFbP8OSObjectE
00007ffb0259d59a (__TEXT,__text) external __ZThn48_NK7OSArray8getCountEv
00007ffb42861810 (__DATA,__bss) non-external __ZZL13noChannelNamevE4name
00007ffb42861818 (__DATA,__bss) non-external __ZZL13noChannelNamevE4once
00007ffb428607d0 (__DATA,__bss) non-external __ZZL18isFirstPartyDrivervE4once
00007ffb428607d8 (__DATA,__bss) non-external __ZZL18isFirstPartyDrivervE6result
                 (undefined) external __ZdlPvSt19__type_descriptor_t (from libc++)
                 (undefined) external __ZnwmSt19__type_descriptor_t (from libc++)
00007ffb02593bc6 (__TEXT,__text) non-external ___IOUserServerMain_block_invoke
00007ffb02593c20 (__TEXT,__text) non-external ___IOUserServerMain_block_invoke_2
00007ffb02593c73 (__TEXT,__text) non-external ___IOUserServerMain_block_invoke_3
00007ffb025baf28 (__TEXT,__text) non-external ___IOUserServerMain_block_invoke_3.cold.1
00007ffb025baf4b (__TEXT,__text) non-external ___IOUserServerMain_block_invoke_3.cold.2
00007ffb0259bb42 (__TEXT,__text) non-external ___OSArrayApply_block_invoke
00007ffb0259b1c6 (__TEXT,__text) non-external ___OSDictionaryApply_block_invoke
00007ffb025bb98d (__TEXT,__text) non-external ___OSDictionaryApply_block_invoke.cold.1
00007ffb025bb9b0 (__TEXT,__text) non-external ___OSDictionaryApply_block_invoke.cold.2
00007ffb0259aa17 (__TEXT,__text) non-external ___OSStringCreate_block_invoke
00007ffb0259c6d2 (__TEXT,__text) non-external ____Z16OSSerializeEntryP15OSSerializationS0_17OSCollectionEntry_block_invoke
00007ffb0259c72d (__TEXT,__text) non-external ____Z16OSSerializeEntryP15OSSerializationS0_17OSCollectionEntry_block_invoke_2
00007ffb0259cd34 (__TEXT,__text) non-external ____Z19OSObjectLogInternalP8OSObjectj_block_invoke
00007ffb0259cd8c (__TEXT,__text) non-external ____Z19OSObjectLogInternalP8OSObjectj_block_invoke.39
00007ffb025a7b12 (__TEXT,__text) non-external ____ZL13noChannelNamev_block_invoke
00007ffb02599684 (__TEXT,__text) non-external ____ZL15OSCopyInObjectsP18IOUserServer_IVarsP16IORPCMessageMachP12IORPCMessageb_block_invoke
00007ffb025bb6cc (__TEXT,__text) non-external ____ZL15OSCopyInObjectsP18IOUserServer_IVarsP16IORPCMessageMachP12IORPCMessageb_block_invoke.cold.1
00007ffb025909cb (__TEXT,__text) non-external ____ZL18isFirstPartyDriverv_block_invoke
00007ffb0259e9f4 (__TEXT,__text) non-external ____ZL19OSArrayContainerizeP7OSArray_block_invoke
00007ffb0259eaf5 (__TEXT,__text) non-external ____ZL20OSArrayInternalApplyP7OSArrayjU13block_pointerFbmP15OSSerialization17OSCollectionEntryE_block_invoke
00007ffb0259e856 (__TEXT,__text) non-external ____ZL20OSDictionaryGetEntryP12OSDictionaryP8OSObjectPKcPm_block_invoke
00007ffb025bbe33 (__TEXT,__text) non-external ____ZL20OSDictionaryGetEntryP12OSDictionaryP8OSObjectPKcPm_block_invoke.cold.1
00007ffb0259ec17 (__TEXT,__text) non-external ____ZL21OSArrayIterateObjectsP7OSArrayjU13block_pointerFbP8OSObjectE_block_invoke
00007ffb0259e6e6 (__TEXT,__text) non-external ____ZL24OSDictionaryContainerizeP12OSDictionary_block_invoke
00007ffb0259e824 (__TEXT,__text) non-external ____ZL25OSDictionaryInternalApplyP12OSDictionaryU13block_pointerFbmP15OSSerialization17OSCollectionEntryS3_E_block_invoke
00007ffb0259eb65 (__TEXT,__text) non-external ____ZL26OSDictionaryIterateObjectsP12OSDictionaryU13block_pointerFbP8OSObjectS2_E_block_invoke
00007ffb0259eb46 (__TEXT,__text) non-external ____ZL27OSCollectionEntryArrayApplyP15OSSerialization17OSCollectionEntryU13block_pointerFbmS0_S1_E_block_invoke
00007ffb02599c00 (__TEXT,__text) non-external ____ZL31IOInterruptDispatchSourceThreadPv_block_invoke
00007ffb0259eb1c (__TEXT,__text) non-external ____ZL32OSCollectionEntryDictionaryApplyP15OSSerialization17OSCollectionEntryU13block_pointerFbmS0_S1_S1_E_block_invoke
00007ffb025996a3 (__TEXT,__text) non-external ____ZL8LockTesti_block_invoke
00007ffb025996f8 (__TEXT,__text) non-external ____ZL8LockTesti_block_invoke.170
00007ffb0259976f (__TEXT,__text) non-external ____ZL8LockTesti_block_invoke.172
00007ffb025a9b69 (__TEXT,__text) non-external ____ZL8deepcopyP12OSDictionary_block_invoke
00007ffb025a698d (__TEXT,__text) non-external ____ZN10IOReporter16updateAllReportsEP12OSCollectionP6OSDatajPjyyP18IOMemoryDescriptor_block_invoke
00007ffb025a65d1 (__TEXT,__text) non-external ____ZN10IOReporter19configureAllReportsEP12OSCollectionP6OSDatajPj_block_invoke
00007ffb0259d20d (__TEXT,__text) non-external ____ZN12OSDictionary5mergeEPKS__block_invoke
00007ffb02597f08 (__TEXT,__text) non-external ____ZN13IOCommandPool10getCommandEb_block_invoke
00007ffb02597fa9 (__TEXT,__text) non-external ____ZN13IOCommandPool13returnCommandEP9IOCommand_block_invoke
00007ffb025bb456 (__TEXT,__text) non-external ____ZN13IOCommandPool13returnCommandEP9IOCommand_block_invoke.cold.1
00007ffb02594468 (__TEXT,__text) non-external ____ZN15IODispatchQueue14DispatchSync_fEPvPFvS0_E_block_invoke
00007ffb0259426c (__TEXT,__text) non-external ____ZN15IODispatchQueue15DispatchAsync_fEPvPFvS0_E_block_invoke
00007ffb02594371 (__TEXT,__text) non-external ____ZN15IODispatchQueue20DispatchConcurrent_fEPvPFvS0_E_block_invoke
00007ffb02593ec4 (__TEXT,__text) non-external ____ZN15IODispatchQueue6CancelEU13block_pointerFvvE_block_invoke
00007ffb025948e5 (__TEXT,__text) non-external ____ZN15IODispatchQueue9RunActionEU13block_pointerFivE_block_invoke
00007ffb0259230e (__TEXT,__text) non-external ____ZN15OSMetaClassBase6InvokeE5IORPC_block_invoke
00007ffb0259608c (__TEXT,__text) non-external ____ZN21IOTimerDispatchSource11Cancel_ImplEU13block_pointerFvvE_block_invoke
00007ffb02595e26 (__TEXT,__text) non-external ____ZN21IOTimerDispatchSource11Create_ImplEP15IODispatchQueuePPS__block_invoke
00007ffb02595ecb (__TEXT,__text) non-external ____ZN21IOTimerDispatchSource11Create_ImplEP15IODispatchQueuePPS__block_invoke_2
00007ffb0259625b (__TEXT,__text) non-external ____ZN21IOTimerDispatchSource15WakeAtTime_ImplEyyy_block_invoke
00007ffb02594d7b (__TEXT,__text) non-external ____ZN25IOInterruptDispatchSource11Cancel_ImplEU13block_pointerFvvE_block_invoke
00007ffb02594b51 (__TEXT,__text) non-external ____ZN25IOInterruptDispatchSource28SetEnableWithCompletion_ImplEbU13block_pointerFvvE_block_invoke
00007ffb02595026 (__TEXT,__text) non-external ____ZN35IOServiceNotificationDispatchSource11Cancel_ImplEU13block_pointerFvvE_block_invoke
00007ffb0259515b (__TEXT,__text) non-external ____ZN35IOServiceNotificationDispatchSource20DeliverNotificationsEU13block_pointerFvyP9IOServiceyE_block_invoke
00007ffb025bb158 (__TEXT,__text) non-external ____ZN35IOServiceNotificationDispatchSource20DeliverNotificationsEU13block_pointerFvyP9IOServiceyE_block_invoke.cold.1
00007ffb025bb17b (__TEXT,__text) non-external ____ZN35IOServiceNotificationDispatchSource20DeliverNotificationsEU13block_pointerFvyP9IOServiceyE_block_invoke.cold.2
00007ffb02594fa7 (__TEXT,__text) non-external ____ZN35IOServiceNotificationDispatchSource28SetEnableWithCompletion_ImplEbU13block_pointerFvvE_block_invoke
00007ffb02598317 (__TEXT,__text) non-external ____ZN40IOServiceStateNotificationDispatchSource11Cancel_ImplEU13block_pointerFvvE_block_invoke
00007ffb02598298 (__TEXT,__text) non-external ____ZN40IOServiceStateNotificationDispatchSource28SetEnableWithCompletion_ImplEbU13block_pointerFvvE_block_invoke
00007ffb0259dc76 (__TEXT,__text) non-external ____ZN5OSSet5mergeEPK7OSArray_block_invoke
00007ffb0259d83e (__TEXT,__text) non-external ____ZN7OSArray5mergeEPKS__block_invoke
00007ffb02596538 (__TEXT,__text) non-external ____ZN8OSAction6CancelEU13block_pointerFvvE_block_invoke
00007ffb0259acc8 (__TEXT,__text) non-external ____ZN8OSString4freeEv_block_invoke
00007ffb02596ef0 (__TEXT,__text) non-external ____ZN9IOService9Stop_ImplEPS__block_invoke
00007ffb0259d404 (__TEXT,__text) non-external ____ZNK12OSDictionary14iterateObjectsEU13block_pointerFbP8OSObjectE_block_invoke
00007ffb0259d32d (__TEXT,__text) non-external ____ZNK12OSDictionary9isEqualToEPKS_PK12OSCollection_block_invoke
00007ffb0259d243 (__TEXT,__text) non-external ____ZNK12OSDictionary9isEqualToEPKS__block_invoke
00007ffb0259da18 (__TEXT,__text) non-external ____ZNK7OSArray20getNextIndexOfObjectEPK15OSMetaClassBasej_block_invoke
00007ffb0259d879 (__TEXT,__text) non-external ____ZNK7OSArray9isEqualToEPKS__block_invoke
                 (undefined) weak external ____chkstk_darwin (from libSystem)
00007ffb025ba152 (__TEXT,__text) external ___assert_rtn
00007ffb403023a0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00007ffb403023e0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00007ffb40302d40 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00007ffb40303b20 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00007ffb40303fc8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00007ffb40303b50 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.1
00007ffb40302650 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.104
00007ffb40302670 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.105
00007ffb40302690 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.106
00007ffb403026c0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.107
00007ffb403026f0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.109
00007ffb40302720 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.120
00007ffb40302740 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.134
00007ffb40302770 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.135
00007ffb40302790 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.137
00007ffb403027c0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.138
00007ffb40302c40 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.150
00007ffb40302d60 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.16
00007ffb40302c80 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.168
00007ffb40302cb0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.171
00007ffb40302ce0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.173
00007ffb40302d10 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.192
00007ffb40302d80 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.22
00007ffb40303cd0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.23
00007ffb40302db0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.24
00007ffb40302de0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.30
00007ffb40302e00 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.31
00007ffb40302e20 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.38
00007ffb40302e50 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.42
00007ffb40302e80 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.51
00007ffb40302eb0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.52
00007ffb40302ee0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.53
00007ffb40302f10 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.54
00007ffb40302f40 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.55
00007ffb40302f70 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.56
00007ffb40302fa0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.57
00007ffb40302fd0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.58
00007ffb40303990 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.62
00007ffb403039b0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.64
00007ffb403039e0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.67
00007ffb40303a10 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.69
00007ffb40302410 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.71
00007ffb40303a30 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.71
00007ffb40302440 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.72
00007ffb40302470 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.73
00007ffb40303a60 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.75
00007ffb403024a0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.76
00007ffb40303a90 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.76
00007ffb40303ac0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.78
00007ffb40303af0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.79
00007ffb403024d0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.83
00007ffb403024f0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.84
00007ffb40302510 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.85
00007ffb40302530 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.89
00007ffb40302560 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.90
00007ffb40302590 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.91
00007ffb403025c0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.92
00007ffb403025f0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.93
00007ffb40302620 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.95
00007ffb403023c0 (__DATA_CONST,__const) non-external ___block_literal_global
00007ffb40302c60 (__DATA_CONST,__const) non-external ___block_literal_global
00007ffb40303cf0 (__DATA_CONST,__const) non-external ___block_literal_global
                 (undefined) external ___bzero (from libSystem)
00007ffb02590a80 (__TEXT,__text) non-external (was a private external) ___chkstk_darwin
00007ffb02590aa0 (__TEXT,__text) non-external (was a private external) ___chkstk_darwin_llvm_probe
00007ffb02593f2a (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32b
00007ffb02594907 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32b40r
00007ffb025a9be9 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32c33_ZTS11OSSharedPtrI12OSDictionaryE
00007ffb025962bd (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32r
00007ffb02592399 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32r40c28_ZTS11OSSharedPtrI8OSActionE
00007ffb02593ce0 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32r40r
00007ffb025a66a7 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32r40r48r
00007ffb025a6a8e (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32r40r48r56r64r
                 (undefined) external ___cxa_pure_virtual (from libc++)
00007ffb02593f41 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32b
00007ffb0259493f (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32b40r
00007ffb025a9c06 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32c33_ZTS11OSSharedPtrI12OSDictionaryE
00007ffb025962d4 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32r
00007ffb025923d4 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32r40c28_ZTS11OSSharedPtrI8OSActionE
00007ffb02593d18 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32r40r
00007ffb025a66f1 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32r40r48r
00007ffb025a6afc (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32r40r48r56r64r
                 (undefined) external ___error (from libSystem)
                 (undefined) external ___memcpy_chk (from libSystem)
                 (undefined) external ___stack_chk_fail (from libSystem)
                 (undefined) external ___stack_chk_guard (from libSystem)
                 (undefined) external ___stderrp (from libSystem)
                 (undefined) external __dispatch_queue_attr_concurrent (from libSystem)
                 (undefined) external __dispatch_source_type_timer (from libSystem)
                 (undefined) external __dyld_get_image_header (from libSystem)
                 (undefined) external __dyld_get_image_name (from libSystem)
                 (undefined) external __dyld_image_count (from libSystem)
                 (undefined) external __os_log_default (from libSystem)
                 (undefined) external __os_log_impl (from libSystem)
                 (undefined) external _abort (from libSystem)
00007ffb0258fefa (__TEXT,__text) external _absolutetime_to_continuoustime
00007ffb0258fdd4 (__TEXT,__text) external _absolutetime_to_nanoseconds
00007ffb025ba097 (__TEXT,__text) non-external _absolutetime_to_nanoseconds.cold.1
00007ffb025aa32f (__TEXT,__text) external _aes_decrypt
00007ffb025aa703 (__TEXT,__text) external _aes_decrypt_aad_gcm
00007ffb025aa289 (__TEXT,__text) external _aes_decrypt_cbc
00007ffb025aa796 (__TEXT,__text) external _aes_decrypt_finalize_gcm
00007ffb025aa74b (__TEXT,__text) external _aes_decrypt_gcm
00007ffb025aa80c (__TEXT,__text) external _aes_decrypt_get_ctx_size_gcm
00007ffb025aa6d0 (__TEXT,__text) external _aes_decrypt_inc_iv_gcm
00007ffb025aa23b (__TEXT,__text) external _aes_decrypt_key
00007ffb025bc454 (__TEXT,__text) non-external _aes_decrypt_key.cold.1
00007ffb025aa358 (__TEXT,__text) external _aes_decrypt_key128
00007ffb025aa37c (__TEXT,__text) external _aes_decrypt_key256
00007ffb025aa5b6 (__TEXT,__text) external _aes_decrypt_key_gcm
00007ffb025aa5fe (__TEXT,__text) external _aes_decrypt_key_with_iv_gcm
00007ffb025aa6a0 (__TEXT,__text) external _aes_decrypt_reset_gcm
00007ffb025aa649 (__TEXT,__text) external _aes_decrypt_set_iv_gcm
00007ffb025aa224 (__TEXT,__text) external _aes_encrypt
00007ffb025aa4cc (__TEXT,__text) external _aes_encrypt_aad_gcm
00007ffb025aa17e (__TEXT,__text) external _aes_encrypt_cbc
00007ffb025aa55f (__TEXT,__text) external _aes_encrypt_finalize_gcm
00007ffb025aa514 (__TEXT,__text) external _aes_encrypt_gcm
00007ffb025aa7ed (__TEXT,__text) external _aes_encrypt_get_ctx_size_gcm
00007ffb025aa499 (__TEXT,__text) external _aes_encrypt_inc_iv_gcm
00007ffb025aa130 (__TEXT,__text) external _aes_encrypt_key
00007ffb025bc43b (__TEXT,__text) non-external _aes_encrypt_key.cold.1
00007ffb025aa346 (__TEXT,__text) external _aes_encrypt_key128
00007ffb025aa36a (__TEXT,__text) external _aes_encrypt_key256
00007ffb025aa38e (__TEXT,__text) external _aes_encrypt_key_gcm
00007ffb025aa3d6 (__TEXT,__text) external _aes_encrypt_key_with_iv_gcm
00007ffb025aa469 (__TEXT,__text) external _aes_encrypt_reset_gcm
00007ffb025aa421 (__TEXT,__text) external _aes_encrypt_set_iv_gcm
                 (undefined) external _arc4random_buf (from libSystem)
                 (undefined) external _ccaes_cbc_decrypt_mode (from libSystem)
                 (undefined) external _ccaes_cbc_encrypt_mode (from libSystem)
                 (undefined) external _ccaes_gcm_decrypt_mode (from libSystem)
                 (undefined) external _ccaes_gcm_encrypt_mode (from libSystem)
                 (undefined) external _cccbc_init (from libSystem)
                 (undefined) external _cccbc_set_iv (from libSystem)
                 (undefined) external _cccbc_update (from libSystem)
                 (undefined) external _ccdigest_init (from libSystem)
                 (undefined) external _ccdigest_update (from libSystem)
                 (undefined) external _ccgcm_aad (from libSystem)
                 (undefined) external _ccgcm_finalize (from libSystem)
                 (undefined) external _ccgcm_inc_iv (from libSystem)
                 (undefined) external _ccgcm_init (from libSystem)
                 (undefined) external _ccgcm_init_with_iv (from libSystem)
                 (undefined) external _ccgcm_reset (from libSystem)
                 (undefined) external _ccgcm_set_iv (from libSystem)
                 (undefined) external _ccgcm_update (from libSystem)
                 (undefined) external _ccmd5_di (from libSystem)
                 (undefined) external _ccsha1_di (from libSystem)
                 (undefined) external _ccsha256_di (from libSystem)
                 (undefined) external _ccsha384_di (from libSystem)
                 (undefined) external _ccsha512_di (from libSystem)
00007ffb0258fe24 (__TEXT,__text) external _clock_get_calendar_microtime
00007ffb025ba0dd (__TEXT,__text) non-external _clock_get_calendar_microtime.cold.1
00007ffb0258fde9 (__TEXT,__text) external _clock_get_calendar_nanotime
00007ffb025ba0ba (__TEXT,__text) non-external _clock_get_calendar_nanotime.cold.1
00007ffb0258fe75 (__TEXT,__text) external _clock_get_system_nanotime
00007ffb025ba100 (__TEXT,__text) non-external _clock_get_system_nanotime.cold.1
                 (undefined) external _clock_gettime (from libSystem)
                 (undefined) external _clock_gettime_nsec_np (from libSystem)
00007ffb0258feb3 (__TEXT,__text) external _clock_interval_to_deadline
                 (undefined) external _close (from libSystem)
00007ffb0258fee1 (__TEXT,__text) external _continuoustime_to_absolutetime
00007ffb0258f30c (__TEXT,__text) external _crc32
                 (undefined) external _csops (from libSystem)
                 (undefined) external _csr_check (from libSystem)
                 (undefined) external _dispatch_activate (from libSystem)
                 (undefined) external _dispatch_async (from libSystem)
                 (undefined) external _dispatch_async_f (from libSystem)
                 (undefined) external _dispatch_get_specific (from libSystem)
                 (undefined) external _dispatch_group_async (from libSystem)
                 (undefined) external _dispatch_group_create (from libSystem)
                 (undefined) external _dispatch_group_wait (from libSystem)
                 (undefined) external _dispatch_mach_cancel (from libSystem)
                 (undefined) external _dispatch_mach_connect (from libSystem)
                 (undefined) external _dispatch_mach_create_f (from libSystem)
                 (undefined) external _dispatch_mach_msg_get_msg (from libSystem)
                 (undefined) external _dispatch_main (from libSystem)
                 (undefined) external _dispatch_once (from libSystem)
                 (undefined) external _dispatch_queue_create (from libSystem)
                 (undefined) external _dispatch_queue_create_with_target$V2 (from libSystem)
                 (undefined) external _dispatch_queue_get_label (from libSystem)
                 (undefined) external _dispatch_queue_set_specific (from libSystem)
                 (undefined) external _dispatch_release (from libSystem)
                 (undefined) external _dispatch_resume (from libSystem)
                 (undefined) external _dispatch_source_cancel (from libSystem)
                 (undefined) external _dispatch_source_create (from libSystem)
                 (undefined) external _dispatch_source_set_cancel_handler (from libSystem)
                 (undefined) external _dispatch_source_set_event_handler (from libSystem)
                 (undefined) external _dispatch_source_set_timer (from libSystem)
                 (undefined) external _dispatch_sync (from libSystem)
                 (undefined) external _dispatch_workloop_create_inactive (from libSystem)
                 (undefined) external _dispatch_workloop_set_scheduler_priority (from libSystem)
                 (undefined) external _dladdr (from libSystem)
                 (undefined) external _dlclose (from libSystem)
                 (undefined) external _dlerror (from libSystem)
                 (undefined) external _dlopen (from libSystem)
                 (undefined) external _dyld_get_program_sdk_version (from libSystem)
                 (undefined) external _exit (from libSystem)
                 (undefined) external _fprintf (from libSystem)
                 (undefined) external _free (from libSystem)
                 (undefined) external _fstat$INODE64 (from libSystem)
00007ffb4285ff20 (__DATA,__crash_info) non-external (was a private external) _gCRAnnotations
00007ffb42860270 (__DATA,__common) external _gIOBufferMemoryDescriptorMetaClass
00007ffb40307e88 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOBufferMemoryDescriptor_Declaration
00007ffb42860278 (__DATA,__common) external _gIOCommandMetaClass
00007ffb42860280 (__DATA,__common) external _gIOCommandPoolMetaClass
00007ffb40307e98 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOCommandPool_Declaration
00007ffb40307e90 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOCommand_Declaration
00007ffb4285ff60 (__DATA,__common) external _gIODKDebug
00007ffb42860288 (__DATA,__common) external _gIODMACommandMetaClass
00007ffb40307ea0 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIODMACommand_Declaration
00007ffb42860290 (__DATA,__common) external _gIODataQueueDispatchSourceMetaClass
00007ffb40307ea8 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIODataQueueDispatchSource_Declaration
00007ffb42860298 (__DATA,__common) external _gIODispatchQueueMetaClass
00007ffb40307eb0 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIODispatchQueue_Declaration
00007ffb428602a0 (__DATA,__common) external _gIODispatchSourceMetaClass
00007ffb40307eb8 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIODispatchSource_Declaration
00007ffb428602a8 (__DATA,__common) external _gIOEventLinkMetaClass
00007ffb40307ec0 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOEventLink_Declaration
00007ffb428602b0 (__DATA,__common) external _gIOExtensiblePaniclogMetaClass
00007ffb40307ec8 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOExtensiblePaniclog_Declaration
00007ffb428602e8 (__DATA,__common) external _gIOHistogramReporterMetaClass
