00000001d83daf20 (__DATA,__data) external _NDR_record
00000001b7200780 (__TEXT,__text) external _proc_name
00000001b71ffdac (__TEXT,__text) external _proc_pid_rusage
00000001b7208b28 (__TEXT,__text) external _proc_pidbind
00000001b720ca34 (__TEXT,__text) external _proc_piddynkqueueinfo
00000001b72019f4 (__TEXT,__text) external _proc_pidfdinfo
00000001b720c9fc (__TEXT,__text) external _proc_pidfileportinfo
00000001b71fded8 (__TEXT,__text) external _proc_pidinfo
00000001b7206a18 (__TEXT,__text) external _proc_pidoriginatorinfo
00000001b71ff108 (__TEXT,__text) external _proc_pidpath
00000001b72020ac (__TEXT,__text) external _proc_pidpath_audittoken
00000001b7203f28 (__TEXT,__text) external _proc_regionfilename
00000001b7204030 (__TEXT,__text) external _proc_reset_footprint_interval
00000001b7200cb0 (__TEXT,__text) external _proc_resume_cpumon
00000001b7207424 (__TEXT,__text) external _proc_rlimit_control
00000001b7209364 (__TEXT,__text) external _proc_set_cpumon_defaults
00000001b7207dd0 (__TEXT,__text) external _proc_set_cpumon_params
00000001b720cc14 (__TEXT,__text) external _proc_set_cpumon_params_fatal
00000001b720d2e8 (__TEXT,__text) external _proc_set_csm
00000001b71fee2c (__TEXT,__text) external _proc_set_dirty
00000001b720d248 (__TEXT,__text) external _proc_set_no_smt
00000001b720cda0 (__TEXT,__text) external _proc_set_wakemon_defaults
00000001b720cd1c (__TEXT,__text) external _proc_set_wakemon_params
00000001b720d014 (__TEXT,__text) external _proc_setappstate
00000001b720cee8 (__TEXT,__text) external _proc_setcpu_deadline
00000001b720ce40 (__TEXT,__text) external _proc_setcpu_percentage
00000001b720cf48 (__TEXT,__text) external _proc_setcpu_percentage_withdeadline
00000001b720cb60 (__TEXT,__text) external _proc_setpcontrol
00000001b72060f8 (__TEXT,__text) external _proc_setthread_cpupercent
00000001b720d39c (__TEXT,__text) external _proc_setthread_csm
00000001b720d298 (__TEXT,__text) external _proc_setthread_no_smt
00000001b7202a00 (__TEXT,__text) external _proc_terminate
00000001b722a1dc (__TEXT,__text) external _proc_trace_log
00000001b7204638 (__TEXT,__text) external _proc_track_dirty
00000001b720ca6c (__TEXT,__text) external _proc_udata_info
00000001b722a208 (__TEXT,__text) external _proc_uuid_policy
00000001b721eb3c (__TEXT,__text) external _processor_assign
00000001b721e9c4 (__TEXT,__text) external _processor_control
00000001b721e694 (__TEXT,__text) external _processor_exit
00000001b721ec74 (__TEXT,__text) external _processor_get_assignment
00000001b721e7ac (__TEXT,__text) external _processor_info
00000001b7217904 (__TEXT,__text) external _processor_set_create
00000001b72177a8 (__TEXT,__text) external _processor_set_default
00000001b721d8ac (__TEXT,__text) external _processor_set_destroy
00000001b721e1d8 (__TEXT,__text) external _processor_set_info
00000001b721d9c8 (__TEXT,__text) external _processor_set_max_priority
00000001b721ded8 (__TEXT,__text) external _processor_set_policy_control
00000001b721dc28 (__TEXT,__text) external _processor_set_policy_disable
00000001b721daf8 (__TEXT,__text) external _processor_set_policy_enable
00000001b721e064 (__TEXT,__text) external _processor_set_stack_usage
00000001b721d6dc (__TEXT,__text) external _processor_set_statistics
00000001b720018c (__TEXT,__text) external _processor_set_tasks
00000001b721e3e4 (__TEXT,__text) external _processor_set_tasks_with_flavor
00000001b721dd58 (__TEXT,__text) external _processor_set_threads
00000001b721e57c (__TEXT,__text) external _processor_start
00000001b7210f04 (__TEXT,__text) external _pselect
00000001b72062f8 (__TEXT,__text) external _pselect$DARWIN_EXTSN
00000001b720c54c (__TEXT,__text) external _pselect$DARWIN_EXTSN$NOCANCEL
00000001b7211050 (__TEXT,__text) external _pselect$NOCANCEL
00000001b7209d1c (__TEXT,__text) non-external (was a private external) _pthread_current_stack_contains_np
00000001b71fd4ac (__TEXT,__text) external _pthread_getugid_np
00000001b720753c (__TEXT,__text) external _pthread_setugid_np
00000001b7228f44 (__TEXT,__text) external _ptrace
00000001b71fe540 (__TEXT,__text) external _pwrite
00000001b7228f7c (__TEXT,__text) external _pwrite$NOCANCEL
00000001b722a234 (__TEXT,__text) external _pwritev
00000001b7228fa8 (__TEXT,__text) external _pwritev$NOCANCEL
00000001b71ff354 (__TEXT,__text) external _quotactl
00000001b71fd424 (__TEXT,__text) external _read
00000001b71fe6c0 (__TEXT,__text) external _read$NOCANCEL
00000001b71fdfdc (__TEXT,__text) external _readlink
00000001b722a260 (__TEXT,__text) external _readlinkat
00000001b722a28c (__TEXT,__text) external _readv
00000001b7228fd4 (__TEXT,__text) external _readv$NOCANCEL
00000001b7209ab8 (__TEXT,__text) non-external (was a private external) _realloc
00000001b7209cb8 (__TEXT,__text) non-external (was a private external) _reallocf
00000001b720b780 (__TEXT,__text) external _reboot
00000001b720b788 (__TEXT,__text) external _reboot_np
00000001b7200cd0 (__TEXT,__text) external _recvfrom
00000001b7202b04 (__TEXT,__text) external _recvfrom$NOCANCEL
00000001b7203188 (__TEXT,__text) external _recvmsg
00000001b722902c (__TEXT,__text) external _recvmsg$NOCANCEL
00000001b722a2b8 (__TEXT,__text) external _recvmsg_x
00000001b722a2e4 (__TEXT,__text) external _register_uexc_handler
00000001b72031e0 (__TEXT,__text) external _removexattr
00000001b7201ae8 (__TEXT,__text) external _rename
00000001b720da68 (__TEXT,__text) external _rename_ext
00000001b7202834 (__TEXT,__text) external _renameat
00000001b720da38 (__TEXT,__text) external _renameatx_np
00000001b7208cd4 (__TEXT,__text) external _renamex_np
00000001b722a310 (__TEXT,__text) external _revoke
00000001b7200460 (__TEXT,__text) external _rmdir
00000001b722a33c (__TEXT,__text) external _searchfs
00000001b7203448 (__TEXT,__text) external _select
00000001b71fd15c (__TEXT,__text) external _select$DARWIN_EXTSN
00000001b7208d28 (__TEXT,__text) external _select$DARWIN_EXTSN$NOCANCEL
00000001b7208bf4 (__TEXT,__text) external _select$NOCANCEL
00000001b71ff6a8 (__TEXT,__text) external _sem_close
00000001b7210bfc (__TEXT,__text) external _sem_destroy
00000001b7210c20 (__TEXT,__text) external _sem_getvalue
00000001b7210c44 (__TEXT,__text) external _sem_init
00000001b720160c (__TEXT,__text) external _sem_open
00000001b722a368 (__TEXT,__text) external _sem_post
00000001b722a394 (__TEXT,__text) external _sem_trywait
00000001b722a3c0 (__TEXT,__text) external _sem_unlink
00000001b722a3ec (__TEXT,__text) external _sem_wait
00000001b7229058 (__TEXT,__text) external _sem_wait$NOCANCEL
00000001b7206868 (__TEXT,__text) external _semaphore_create
00000001b7202344 (__TEXT,__text) external _semaphore_destroy
00000001b71fdc34 (__TEXT,__text) external _semaphore_signal
00000001b720c350 (__TEXT,__text) external _semaphore_signal_all
00000001b71fc4bc (__TEXT,__text) external _semaphore_signal_all_trap
00000001b720c354 (__TEXT,__text) external _semaphore_signal_thread
00000001b71fc4c8 (__TEXT,__text) external _semaphore_signal_thread_trap
00000001b71fc4b0 (__TEXT,__text) external _semaphore_signal_trap
00000001b71fc700 (__TEXT,__text) external _semaphore_timedwait
00000001b720c35c (__TEXT,__text) external _semaphore_timedwait_signal
00000001b71fc4f8 (__TEXT,__text) external _semaphore_timedwait_signal_trap
00000001b71fc4ec (__TEXT,__text) external _semaphore_timedwait_trap
00000001b71fe53c (__TEXT,__text) external _semaphore_wait
00000001b720c358 (__TEXT,__text) external _semaphore_wait_signal
00000001b71fc4e0 (__TEXT,__text) external _semaphore_wait_signal_trap
00000001b71fc4d4 (__TEXT,__text) external _semaphore_wait_trap
00000001b7201690 (__TEXT,__text) external _semctl
00000001b722a418 (__TEXT,__text) external _semget
00000001b722a444 (__TEXT,__text) external _semop
00000001b720166c (__TEXT,__text) external _semsys
00000001b722a470 (__TEXT,__text) external _sendfile
00000001b72290dc (__TEXT,__text) external _sendmsg
00000001b7209b28 (__TEXT,__text) external _sendmsg$NOCANCEL
00000001b722a49c (__TEXT,__text) external _sendmsg_x
00000001b7200d2c (__TEXT,__text) external _sendto
00000001b72065e4 (__TEXT,__text) external _sendto$NOCANCEL
00000001b7200dec (__TEXT,__text) external _setattrlist
00000001b722a4c8 (__TEXT,__text) external _setattrlistat
00000001b721309c (__TEXT,__text) external _setaudit
00000001b722a4f4 (__TEXT,__text) external _setaudit_addr
00000001b722a520 (__TEXT,__text) external _setauid
00000001b722a54c (__TEXT,__text) external _setegid
00000001b71ff3b4 (__TEXT,__text) external _seteuid
00000001b722a578 (__TEXT,__text) external _setgid
00000001b72099ec (__TEXT,__text) external _setgroups
00000001b720658c (__TEXT,__text) external _setiopolicy_np
00000001b72067e4 (__TEXT,__text) external _setitimer
00000001b7202a68 (__TEXT,__text) external _setpgid
00000001b7207f20 (__TEXT,__text) external _setpriority
00000001b722a5a4 (__TEXT,__text) external _setprivexec
00000001b7229108 (__TEXT,__text) external _setregid
00000001b7229134 (__TEXT,__text) external _setreuid
00000001b7202470 (__TEXT,__text) external _setrlimit
00000001b722918c (__TEXT,__text) external _setsgroups_np
00000001b72067b8 (__TEXT,__text) external _setsid
00000001b71fe598 (__TEXT,__text) external _setsockopt
00000001b7209894 (__TEXT,__text) external _setuid
00000001b7229210 (__TEXT,__text) external _setwgroups_np
00000001b7200354 (__TEXT,__text) external _setxattr
00000001b720ec38 (__TEXT,__text) external _sfi_get_class_offtime
00000001b720ec60 (__TEXT,__text) external _sfi_process_get_flags
00000001b720ec4c (__TEXT,__text) external _sfi_process_set_flags
00000001b72098c0 (__TEXT,__text) external _sfi_set_class_offtime
00000001b720162c (__TEXT,__text) external _shm_open
00000001b71ff9dc (__TEXT,__text) external _shm_unlink
00000001b722a5d0 (__TEXT,__text) external _shmat
00000001b72292ec (__TEXT,__text) external _shmctl
00000001b722a5fc (__TEXT,__text) external _shmdt
00000001b722a628 (__TEXT,__text) external _shmget
00000001b72016b0 (__TEXT,__text) external _shmsys
00000001b72043f4 (__TEXT,__text) external _shutdown
00000001b722a654 (__TEXT,__text) external _sigpending
00000001b71fe894 (__TEXT,__text) external _sigprocmask
00000001b7211f28 (__TEXT,__text) external _sigsuspend
00000001b72083c0 (__TEXT,__text) external _sigsuspend$NOCANCEL
00000001b720398c (__TEXT,__text) external _socket
00000001b722a680 (__TEXT,__text) external _socket_delegate
00000001b7207118 (__TEXT,__text) external _socketpair
00000001b720ea5c (__TEXT,__text) external _stackshot_capture_with_config
00000001b72062a4 (__TEXT,__text) external _stackshot_config_create
00000001b720ebb0 (__TEXT,__text) external _stackshot_config_dealloc
00000001b720eb54 (__TEXT,__text) external _stackshot_config_dealloc_buffer
00000001b720eabc (__TEXT,__text) external _stackshot_config_get_stackshot_buffer
00000001b720eac8 (__TEXT,__text) external _stackshot_config_get_stackshot_size
00000001b720eb08 (__TEXT,__text) external _stackshot_config_set_delta_timestamp
00000001b7209a70 (__TEXT,__text) external _stackshot_config_set_flags
00000001b720eb2c (__TEXT,__text) external _stackshot_config_set_pagetable_mask
00000001b720ea40 (__TEXT,__text) external _stackshot_config_set_pid
00000001b720eae4 (__TEXT,__text) external _stackshot_config_set_size_hint
00000001b71fcd44 (__TEXT,__text) external _stat
00000001b71fcd44 (__TEXT,__text) external _stat64
00000001b720014c (__TEXT,__text) external _statfs
00000001b720014c (__TEXT,__text) external _statfs64
00000001b7209d58 (__TEXT,__text) non-external (was a private external) _strcmp
00000001b7209d68 (__TEXT,__text) non-external (was a private external) _strlcpy
00000001b72039b8 (__TEXT,__text) non-external (was a private external) _strlen
00000001d83daf98 (__DATA,__bss) non-external _supported
00000001b722a6ac (__TEXT,__text) external _swapon
00000001b71fc5ac (__TEXT,__text) external _swtch
00000001b71fc5a0 (__TEXT,__text) external _swtch_pri
00000001b7204340 (__TEXT,__text) external _symlink
00000001b722a6d8 (__TEXT,__text) external _symlinkat
00000001b71ff814 (__TEXT,__text) external _sync
00000001b72293f4 (__TEXT,__text) external _syscall
00000001b71fc5b8 (__TEXT,__text) external _syscall_thread_switch
00000001b720ec24 (__TEXT,__text) external _system_get_sfi_window
00000001b7207244 (__TEXT,__text) external _system_override
00000001b7208264 (__TEXT,__text) external _system_set_sfi_window
00000001b722122c (__TEXT,__text) external _task_assign
00000001b7221364 (__TEXT,__text) external _task_assign_default
00000001b721f474 (__TEXT,__text) external _task_create
00000001b7205c80 (__TEXT,__text) external _task_create_identity_token
00000001b7223340 (__TEXT,__text) external _task_dyld_process_info_notify_deregister
00000001b71fc3d8 (__TEXT,__text) external _task_dyld_process_info_notify_get
00000001b7223218 (__TEXT,__text) external _task_dyld_process_info_notify_register
00000001b71fc540 (__TEXT,__text) external _task_for_pid
00000001b722237c (__TEXT,__text) external _task_generate_corpse
00000001b7221490 (__TEXT,__text) external _task_get_assignment
00000001b72228a8 (__TEXT,__text) external _task_get_dyld_image_infos
00000001b7220c6c (__TEXT,__text) external _task_get_emulation_vector
00000001b7222fbc (__TEXT,__text) external _task_get_exc_guard_behavior
00000001b721fe0c (__TEXT,__text) external _task_get_exception_ports
00000001b722346c (__TEXT,__text) external _task_get_exception_ports_info
00000001b7221f68 (__TEXT,__text) external _task_get_mach_voucher
00000001b7201b88 (__TEXT,__text) external _task_get_special_port
00000001b72217cc (__TEXT,__text) external _task_get_state
00000001b7208fa8 (__TEXT,__text) external _task_identity_token_get_task_port
00000001b71ff458 (__TEXT,__text) external _task_info
00000001b7222df0 (__TEXT,__text) external _task_inspect
00000001b7206610 (__TEXT,__text) external _task_inspect_for_pid
00000001b72224d8 (__TEXT,__text) external _task_map_corpse_info
00000001b7207c78 (__TEXT,__text) external _task_map_corpse_info_64
00000001b71fc534 (__TEXT,__text) external _task_name_for_pid
00000001b72209bc (__TEXT,__text) external _task_policy
00000001b7208dac (__TEXT,__text) external _task_policy_get
00000001b7220714 (__TEXT,__text) external _task_policy_set
00000001b7221dcc (__TEXT,__text) external _task_purgable_info
00000001b722a704 (__TEXT,__text) external _task_read_for_pid
00000001b7222c98 (__TEXT,__text) external _task_register_dyld_get_process_state
00000001b7222630 (__TEXT,__text) external _task_register_dyld_image_infos
00000001b7222b64 (__TEXT,__text) external _task_register_dyld_set_dyld_state
00000001b7222a34 (__TEXT,__text) external _task_register_dyld_shared_cache_image_info
00000001b7204934 (__TEXT,__text) external _task_restartable_ranges_register
00000001b7201124 (__TEXT,__text) external _task_restartable_ranges_synchronize
00000001b7202864 (__TEXT,__text) external _task_resume
00000001b720614c (__TEXT,__text) external _task_resume2
00000001b7220894 (__TEXT,__text) external _task_sample
00000001b720c37c (__TEXT,__text) external _task_self_
00000001b71fc480 (__TEXT,__text) external _task_self_trap
00000001b72238b4 (__TEXT,__text) external _task_set_corpse_forking_behavior
00000001b7220b48 (__TEXT,__text) external _task_set_emulation
00000001b7220df8 (__TEXT,__text) external _task_set_emulation_vector
00000001b72230ec (__TEXT,__text) external _task_set_exc_guard_behavior
00000001b721fcd0 (__TEXT,__text) external _task_set_exception_ports
00000001b721f70c (__TEXT,__text) external _task_set_info
00000001b72220dc (__TEXT,__text) external _task_set_mach_voucher
00000001b7221c88 (__TEXT,__text) external _task_set_phys_footprint_limit
00000001b72215ec (__TEXT,__text) external _task_set_policy
00000001b7212db4 (__TEXT,__text) external _task_set_port_space
00000001b7220f30 (__TEXT,__text) external _task_set_ras_pc
00000001b720812c (__TEXT,__text) external _task_set_special_port
00000001b7221a5c (__TEXT,__text) external _task_set_state
00000001b7202dcc (__TEXT,__text) external _task_suspend
00000001b7206a70 (__TEXT,__text) external _task_suspend2
00000001b722013c (__TEXT,__text) external _task_swap_exception_ports
00000001b7222204 (__TEXT,__text) external _task_swap_mach_voucher
00000001b721f5f4 (__TEXT,__text) external _task_terminate
00000001b72239e0 (__TEXT,__text) external _task_test_async_upcall_propagation
00000001b722378c (__TEXT,__text) external _task_test_sync_upcall
00000001b71fe718 (__TEXT,__text) external _task_threads
00000001b722276c (__TEXT,__text) external _task_unregister_dyld_image_infos
00000001b7221054 (__TEXT,__text) external _task_zone_info
00000001b720ec20 (__TEXT,__text) external _terminate_with_payload
00000001b720ec0c (__TEXT,__text) external _terminate_with_reason
00000001b7224318 (__TEXT,__text) external _thread_abort
00000001b7224430 (__TEXT,__text) external _thread_abort_safely
00000001b7224e9c (__TEXT,__text) external _thread_assign
00000001b7224fc4 (__TEXT,__text) external _thread_assign_default
00000001b7225810 (__TEXT,__text) external _thread_convert_thread_state
00000001b721f8f8 (__TEXT,__text) external _thread_create
00000001b721fa54 (__TEXT,__text) external _thread_create_running
00000001b7224548 (__TEXT,__text) external _thread_depress_abort
00000001b71ff030 (__TEXT,__text) external _thread_destruct_special_reply_port
00000001b72250dc (__TEXT,__text) external _thread_get_assignment
00000001b7203bcc (__TEXT,__text) external _thread_get_exception_ports
00000001b7225ae0 (__TEXT,__text) external _thread_get_exception_ports_info
00000001b72253fc (__TEXT,__text) external _thread_get_mach_voucher
00000001b720d83c (__TEXT,__text) external _thread_get_register_pointer_values
00000001b7224660 (__TEXT,__text) external _thread_get_special_port
00000001b71fc570 (__TEXT,__text) external _thread_get_special_reply_port
00000001b72034b8 (__TEXT,__text) external _thread_get_state
00000001b7200e88 (__TEXT,__text) external _thread_info
00000001b72086f0 (__TEXT,__text) external _thread_policy
00000001b7206bcc (__TEXT,__text) external _thread_policy_get
00000001b7205c14 (__TEXT,__text) external _thread_policy_set
00000001b72037fc (__TEXT,__text) external _thread_resume
00000001b7224c48 (__TEXT,__text) external _thread_sample
00000001b71fc474 (__TEXT,__text) external _thread_self_trap
00000001b722a730 (__TEXT,__text) external _thread_selfcounts
00000001b72025d8 (__TEXT,__text) external _thread_set_exception_ports
00000001b7225570 (__TEXT,__text) external _thread_set_mach_voucher
00000001b720d800 (__TEXT,__text) external _thread_set_policy
00000001b72247d4 (__TEXT,__text) external _thread_set_special_port
00000001b72240ec (__TEXT,__text) external _thread_set_state
00000001b72089e4 (__TEXT,__text) external _thread_suspend
00000001b722490c (__TEXT,__text) external _thread_swap_exception_ports
00000001b7225698 (__TEXT,__text) external _thread_swap_mach_voucher
00000001b7201ad4 (__TEXT,__text) external _thread_switch
00000001b7223b18 (__TEXT,__text) external _thread_terminate
00000001b7214cf0 (__TEXT,__text) external _thread_wire
00000001b722b738 (__TEXT,__const) non-external _times_now
00000001b722a75c (__TEXT,__text) external _tracker_action
00000001b722a788 (__TEXT,__text) external _truncate
00000001b72016d4 (__TEXT,__text) external _umask
00000001b722a7b4 (__TEXT,__text) external _undelete
00000001b7204398 (__TEXT,__text) external _unlink
00000001b7202ee4 (__TEXT,__text) external _unlinkat
00000001b7203a98 (__TEXT,__text) external _unmount
00000001b722a7e0 (__TEXT,__text) external _usrctl
00000001b720d738 (__TEXT,__text) external _utimensat
00000001b7200c84 (__TEXT,__text) external _utimes
00000001b722a80c (__TEXT,__text) external _vfs_purge
00000001b71fdf68 (__TEXT,__text) external _vm_allocate
00000001b7214e28 (__TEXT,__text) external _vm_allocate_cpm
00000001b7226450 (__TEXT,__text) external _vm_behavior_set
00000001b7201d30 (__TEXT,__text) external _vm_copy
00000001b71fd624 (__TEXT,__text) external _vm_deallocate
00000001b7225e00 (__TEXT,__text) external _vm_inherit
00000001d95b8038 (__DATA_DIRTY,__common) external _vm_kernel_page_mask
00000001d95b8040 (__DATA_DIRTY,__common) external _vm_kernel_page_shift
00000001d95b8030 (__DATA_DIRTY,__common) external _vm_kernel_page_size
00000001b722657c (__TEXT,__text) external _vm_machine_attribute
00000001b7205478 (__TEXT,__text) external _vm_map
00000001b72266c8 (__TEXT,__text) external _vm_map_page_query
00000001b7226324 (__TEXT,__text) external _vm_msync
00000001d95b8050 (__DATA_DIRTY,__common) external _vm_page_mask
00000001d95b8058 (__DATA_DIRTY,__common) external _vm_page_shift
00000001d95b8048 (__DATA_DIRTY,__common) external _vm_page_size
00000001b722a838 (__TEXT,__text) external _vm_pressure_monitor
00000001b720246c (__TEXT,__text) external _vm_protect
00000001b71fe008 (__TEXT,__text) external _vm_purgable_control
00000001b71fd6a0 (__TEXT,__text) external _vm_read
00000001b7225f2c (__TEXT,__text) external _vm_read_list
00000001b72261e0 (__TEXT,__text) external _vm_read_overwrite
00000001b7226a38 (__TEXT,__text) external _vm_region_64
00000001b722681c (__TEXT,__text) external _vm_region_recurse_64
00000001b71feed0 (__TEXT,__text) external _vm_remap
00000001b7212fa4 (__TEXT,__text) external _vm_remap_new
00000001b7214bb4 (__TEXT,__text) external _vm_wire
00000001b72260a4 (__TEXT,__text) external _vm_write
00000001b7200338 (__TEXT,__text) external _voucher_mach_msg_adopt
00000001b72005b8 (__TEXT,__text) external _voucher_mach_msg_clear
00000001b71fdb10 (__TEXT,__text) external _voucher_mach_msg_revert
00000001b71fdc94 (__TEXT,__text) external _voucher_mach_msg_set
00000001d83daf50 (__DATA,__common) external _vprintf_stderr_func
00000001b7201b2c (__TEXT,__text) external _wait4
00000001b722a864 (__TEXT,__text) external _waitid
00000001b722957c (__TEXT,__text) external _waitid$NOCANCEL
00000001b7201f64 (__TEXT,__text) external _work_interval_copy_port
00000001b72005d0 (__TEXT,__text) external _work_interval_create
00000001b720913c (__TEXT,__text) external _work_interval_destroy
00000001b7208c5c (__TEXT,__text) external _work_interval_get_flags_from_port
00000001b720874c (__TEXT,__text) external _work_interval_instance_alloc
00000001b7201b18 (__TEXT,__text) external _work_interval_instance_clear
00000001b71ffa08 (__TEXT,__text) external _work_interval_instance_finish
00000001b7203484 (__TEXT,__text) external _work_interval_instance_free
00000001b7212044 (__TEXT,__text) external _work_interval_instance_get_complexity
00000001b7212014 (__TEXT,__text) external _work_interval_instance_get_deadline
00000001b721202c (__TEXT,__text) external _work_interval_instance_get_finish
00000001b721205c (__TEXT,__text) external _work_interval_instance_get_id
00000001b7211ffc (__TEXT,__text) external _work_interval_instance_get_start
00000001b71fcdb0 (__TEXT,__text) external _work_interval_instance_set_complexity
00000001b71fd2bc (__TEXT,__text) external _work_interval_instance_set_deadline
00000001b71fcc18 (__TEXT,__text) external _work_interval_instance_set_finish
00000001b71fc708 (__TEXT,__text) external _work_interval_instance_set_start
00000001b7203128 (__TEXT,__text) external _work_interval_instance_start
00000001b71fc9bc (__TEXT,__text) external _work_interval_instance_update
00000001b7208910 (__TEXT,__text) external _work_interval_join
00000001b7212064 (__TEXT,__text) external _work_interval_join_port
00000001b7204300 (__TEXT,__text) external _work_interval_leave
00000001b7211f34 (__TEXT,__text) external _work_interval_notify
00000001b7211f9c (__TEXT,__text) external _work_interval_notify_simple
00000001b71fdeac (__TEXT,__text) external _write
00000001b71fe510 (__TEXT,__text) external _write$NOCANCEL
00000001b71fe00c (__TEXT,__text) external _writev
00000001b720781c (__TEXT,__text) external _writev$NOCANCEL
