00007ff80366f6a1 (__TEXT,__text) external _CreateLSTMBreakEngine
00007ff8037d4d66 (__TEXT,__text) weak external __ZNKR3icu6number28NumberRangeFormatterSettingsINS0_31UnlocalizedNumberRangeFormatterEE20numberFormatterFirstEONS0_26UnlocalizedNumberFormatterE
00007ff8037d4c82 (__TEXT,__text) weak external __ZNKR3icu6number28NumberRangeFormatterSettingsINS0_31UnlocalizedNumberRangeFormatterEE20numberFormatterFirstERKNS0_26UnlocalizedNumberFormatterE
00007ff8037d4f32 (__TEXT,__text) weak external __ZNKR3icu6number28NumberRangeFormatterSettingsINS0_31UnlocalizedNumberRangeFormatterEE21numberFormatterSecondEONS0_26UnlocalizedNumberFormatterE
00007ff8037d4e4a (__TEXT,__text) weak external __ZNKR3icu6number28NumberRangeFormatterSettingsINS0_31UnlocalizedNumberRangeFormatterEE21numberFormatterSecondERKNS0_26UnlocalizedNumberFormatterE
00007ff8037d510a (__TEXT,__text) weak external __ZNKR3icu6number28NumberRangeFormatterSettingsINS0_31UnlocalizedNumberRangeFormatterEE5cloneEv
00007ff8037d501a (__TEXT,__text) weak external __ZNKR3icu6number28NumberRangeFormatterSettingsINS0_31UnlocalizedNumberRangeFormatterEE8collapseE20UNumberRangeCollapse
00007ff8037d6090 (__TEXT,__text) external __ZNKR3icu6number31UnlocalizedNumberRangeFormatter6localeERKNS_6LocaleE
                 (undefined) external __ZNKSt3__16locale9use_facetERNS0_2idE (from libc++)
                 (undefined) external __ZNKSt3__18ios_base6getlocEv (from libc++)
00007ff803798750 (__TEXT,__text) external __ZNO3icu15MeasureUnitImpl5buildER10UErrorCode
00007ff8037aeefe (__TEXT,__text) weak external __ZNO3icu6number23NumberFormatterSettingsINS0_24LocalizedNumberFormatterEE12adoptPerUnitEPNS_11MeasureUnitE
00007ff8037af246 (__TEXT,__text) weak external __ZNO3icu6number23NumberFormatterSettingsINS0_24LocalizedNumberFormatterEE12adoptSymbolsEPNS_15NumberingSystemE
00007ff8037af126 (__TEXT,__text) weak external __ZNO3icu6number23NumberFormatterSettingsINS0_24LocalizedNumberFormatterEE12integerWidthERKNS0_12IntegerWidthE
00007ff8037af01c (__TEXT,__text) weak external __ZNO3icu6number23NumberFormatterSettingsINS0_24LocalizedNumberFormatterEE12roundingModeE25UNumberFormatRoundingMode
00007ff8037af7de (__TEXT,__text) weak external __ZNO3icu6number23NumberFormatterSettingsINS0_24LocalizedNumberFormatterEE13forDateFormatEb
00007ff8037af594 (__TEXT,__text) weak external __ZNO3icu6number23NumberFormatterSettingsINS0_24LocalizedNumberFormatterEE14displayOptionsERKNS_14DisplayOptionsE
00007ff8037af656 (__TEXT,__text) weak external __ZNO3icu6number23NumberFormatterSettingsINS0_24LocalizedNumberFormatterEE15unitDisplayCaseENS_11StringPieceE
00007ff8037af342 (__TEXT,__text) weak external __ZNO3icu6number23NumberFormatterSettingsINS0_24LocalizedNumberFormatterEE4signE18UNumberSignDisplay
00007ff8037aed30 (__TEXT,__text) weak external __ZNO3icu6number23NumberFormatterSettingsINS0_24LocalizedNumberFormatterEE4unitERKNS_11MeasureUnitE
00007ff8037afca0 (__TEXT,__text) weak external __ZNO3icu6number23NumberFormatterSettingsINS0_24LocalizedNumberFormatterEE5cloneEv
00007ff8037af43e (__TEXT,__text) weak external __ZNO3icu6number23NumberFormatterSettingsINS0_24LocalizedNumberFormatterEE5scaleERKNS0_5ScaleE
00007ff8037af4d2 (__TEXT,__text) weak external __ZNO3icu6number23NumberFormatterSettingsINS0_24LocalizedNumberFormatterEE5usageENS_11StringPieceE
00007ff8037afb50 (__TEXT,__text) weak external __ZNO3icu6number23NumberFormatterSettingsINS0_24LocalizedNumberFormatterEE6macrosEONS0_4impl10MacroPropsE
00007ff8037af92c (__TEXT,__text) weak external __ZNO3icu6number23NumberFormatterSettingsINS0_24LocalizedNumberFormatterEE6macrosERKNS0_4impl10MacroPropsE
00007ff8037af3ba (__TEXT,__text) weak external __ZNO3icu6number23NumberFormatterSettingsINS0_24LocalizedNumberFormatterEE7decimalE30UNumberDecimalSeparatorDisplay
00007ff8037af6e6 (__TEXT,__text) weak external __ZNO3icu6number23NumberFormatterSettingsINS0_24LocalizedNumberFormatterEE7paddingERKNS0_4impl6PadderE
00007ff8037aee64 (__TEXT,__text) weak external __ZNO3icu6number23NumberFormatterSettingsINS0_24LocalizedNumberFormatterEE7perUnitERKNS_11MeasureUnitE
00007ff8037af1b6 (__TEXT,__text) weak external __ZNO3icu6number23NumberFormatterSettingsINS0_24LocalizedNumberFormatterEE7symbolsERKNS_20DecimalFormatSymbolsE
00007ff8037af09a (__TEXT,__text) weak external __ZNO3icu6number23NumberFormatterSettingsINS0_24LocalizedNumberFormatterEE8groupingE23UNumberGroupingStrategy
00007ff8037aec9c (__TEXT,__text) weak external __ZNO3icu6number23NumberFormatterSettingsINS0_24LocalizedNumberFormatterEE8notationERKNS0_8NotationE
00007ff8037aedca (__TEXT,__text) weak external __ZNO3icu6number23NumberFormatterSettingsINS0_24LocalizedNumberFormatterEE9adoptUnitEPNS_11MeasureUnitE
00007ff8037aef9a (__TEXT,__text) weak external __ZNO3icu6number23NumberFormatterSettingsINS0_24LocalizedNumberFormatterEE9precisionERKNS0_9PrecisionE
00007ff8037af766 (__TEXT,__text) weak external __ZNO3icu6number23NumberFormatterSettingsINS0_24LocalizedNumberFormatterEE9thresholdEi
00007ff8037af2ca (__TEXT,__text) weak external __ZNO3icu6number23NumberFormatterSettingsINS0_24LocalizedNumberFormatterEE9unitWidthE16UNumberUnitWidth
00007ff8037ade3e (__TEXT,__text) weak external __ZNO3icu6number23NumberFormatterSettingsINS0_26UnlocalizedNumberFormatterEE12adoptPerUnitEPNS_11MeasureUnitE
00007ff8037ae186 (__TEXT,__text) weak external __ZNO3icu6number23NumberFormatterSettingsINS0_26UnlocalizedNumberFormatterEE12adoptSymbolsEPNS_15NumberingSystemE
00007ff8037ae066 (__TEXT,__text) weak external __ZNO3icu6number23NumberFormatterSettingsINS0_26UnlocalizedNumberFormatterEE12integerWidthERKNS0_12IntegerWidthE
00007ff8037adf5c (__TEXT,__text) weak external __ZNO3icu6number23NumberFormatterSettingsINS0_26UnlocalizedNumberFormatterEE12roundingModeE25UNumberFormatRoundingMode
00007ff8037ae71e (__TEXT,__text) weak external __ZNO3icu6number23NumberFormatterSettingsINS0_26UnlocalizedNumberFormatterEE13forDateFormatEb
00007ff8037ae4d4 (__TEXT,__text) weak external __ZNO3icu6number23NumberFormatterSettingsINS0_26UnlocalizedNumberFormatterEE14displayOptionsERKNS_14DisplayOptionsE
00007ff8037ae596 (__TEXT,__text) weak external __ZNO3icu6number23NumberFormatterSettingsINS0_26UnlocalizedNumberFormatterEE15unitDisplayCaseENS_11StringPieceE
00007ff8037ae282 (__TEXT,__text) weak external __ZNO3icu6number23NumberFormatterSettingsINS0_26UnlocalizedNumberFormatterEE4signE18UNumberSignDisplay
00007ff8037adc70 (__TEXT,__text) weak external __ZNO3icu6number23NumberFormatterSettingsINS0_26UnlocalizedNumberFormatterEE4unitERKNS_11MeasureUnitE
00007ff8037aebe0 (__TEXT,__text) weak external __ZNO3icu6number23NumberFormatterSettingsINS0_26UnlocalizedNumberFormatterEE5cloneEv
00007ff8037ae37e (__TEXT,__text) weak external __ZNO3icu6number23NumberFormatterSettingsINS0_26UnlocalizedNumberFormatterEE5scaleERKNS0_5ScaleE
00007ff8037ae412 (__TEXT,__text) weak external __ZNO3icu6number23NumberFormatterSettingsINS0_26UnlocalizedNumberFormatterEE5usageENS_11StringPieceE
00007ff8037aea90 (__TEXT,__text) weak external __ZNO3icu6number23NumberFormatterSettingsINS0_26UnlocalizedNumberFormatterEE6macrosEONS0_4impl10MacroPropsE
00007ff8037ae86c (__TEXT,__text) weak external __ZNO3icu6number23NumberFormatterSettingsINS0_26UnlocalizedNumberFormatterEE6macrosERKNS0_4impl10MacroPropsE
00007ff8037ae2fa (__TEXT,__text) weak external __ZNO3icu6number23NumberFormatterSettingsINS0_26UnlocalizedNumberFormatterEE7decimalE30UNumberDecimalSeparatorDisplay
00007ff8037ae626 (__TEXT,__text) weak external __ZNO3icu6number23NumberFormatterSettingsINS0_26UnlocalizedNumberFormatterEE7paddingERKNS0_4impl6PadderE
00007ff8037adda4 (__TEXT,__text) weak external __ZNO3icu6number23NumberFormatterSettingsINS0_26UnlocalizedNumberFormatterEE7perUnitERKNS_11MeasureUnitE
00007ff8037ae0f6 (__TEXT,__text) weak external __ZNO3icu6number23NumberFormatterSettingsINS0_26UnlocalizedNumberFormatterEE7symbolsERKNS_20DecimalFormatSymbolsE
00007ff8037adfda (__TEXT,__text) weak external __ZNO3icu6number23NumberFormatterSettingsINS0_26UnlocalizedNumberFormatterEE8groupingE23UNumberGroupingStrategy
00007ff8037adbdc (__TEXT,__text) weak external __ZNO3icu6number23NumberFormatterSettingsINS0_26UnlocalizedNumberFormatterEE8notationERKNS0_8NotationE
00007ff8037add0a (__TEXT,__text) weak external __ZNO3icu6number23NumberFormatterSettingsINS0_26UnlocalizedNumberFormatterEE9adoptUnitEPNS_11MeasureUnitE
00007ff8037adeda (__TEXT,__text) weak external __ZNO3icu6number23NumberFormatterSettingsINS0_26UnlocalizedNumberFormatterEE9precisionERKNS0_9PrecisionE
00007ff8037ae6a6 (__TEXT,__text) weak external __ZNO3icu6number23NumberFormatterSettingsINS0_26UnlocalizedNumberFormatterEE9thresholdEi
00007ff8037ae20a (__TEXT,__text) weak external __ZNO3icu6number23NumberFormatterSettingsINS0_26UnlocalizedNumberFormatterEE9unitWidthE16UNumberUnitWidth
00007ff8037afdcc (__TEXT,__text) external __ZNO3icu6number26UnlocalizedNumberFormatter6localeERKNS_6LocaleE
00007ff8037d582c (__TEXT,__text) weak external __ZNO3icu6number28NumberRangeFormatterSettingsINS0_29LocalizedNumberRangeFormatterEE16identityFallbackE28UNumberRangeIdentityFallback
00007ff8037d536e (__TEXT,__text) weak external __ZNO3icu6number28NumberRangeFormatterSettingsINS0_29LocalizedNumberRangeFormatterEE19numberFormatterBothEONS0_26UnlocalizedNumberFormatterE
00007ff8037d5280 (__TEXT,__text) weak external __ZNO3icu6number28NumberRangeFormatterSettingsINS0_29LocalizedNumberRangeFormatterEE19numberFormatterBothERKNS0_26UnlocalizedNumberFormatterE
00007ff8037d5536 (__TEXT,__text) weak external __ZNO3icu6number28NumberRangeFormatterSettingsINS0_29LocalizedNumberRangeFormatterEE20numberFormatterFirstEONS0_26UnlocalizedNumberFormatterE
00007ff8037d5452 (__TEXT,__text) weak external __ZNO3icu6number28NumberRangeFormatterSettingsINS0_29LocalizedNumberRangeFormatterEE20numberFormatterFirstERKNS0_26UnlocalizedNumberFormatterE
00007ff8037d5704 (__TEXT,__text) weak external __ZNO3icu6number28NumberRangeFormatterSettingsINS0_29LocalizedNumberRangeFormatterEE21numberFormatterSecondEONS0_26UnlocalizedNumberFormatterE
00007ff8037d561c (__TEXT,__text) weak external __ZNO3icu6number28NumberRangeFormatterSettingsINS0_29LocalizedNumberRangeFormatterEE21numberFormatterSecondERKNS0_26UnlocalizedNumberFormatterE
00007ff8037d58a6 (__TEXT,__text) weak external __ZNO3icu6number28NumberRangeFormatterSettingsINS0_29LocalizedNumberRangeFormatterEE5cloneEv
00007ff8037d57b4 (__TEXT,__text) weak external __ZNO3icu6number28NumberRangeFormatterSettingsINS0_29LocalizedNumberRangeFormatterEE8collapseE20UNumberRangeCollapse
00007ff8037d50ce (__TEXT,__text) weak external __ZNO3icu6number28NumberRangeFormatterSettingsINS0_31UnlocalizedNumberRangeFormatterEE16identityFallbackE28UNumberRangeIdentityFallback
00007ff8037d4c10 (__TEXT,__text) weak external __ZNO3icu6number28NumberRangeFormatterSettingsINS0_31UnlocalizedNumberRangeFormatterEE19numberFormatterBothEONS0_26UnlocalizedNumberFormatterE
00007ff8037d4b22 (__TEXT,__text) weak external __ZNO3icu6number28NumberRangeFormatterSettingsINS0_31UnlocalizedNumberRangeFormatterEE19numberFormatterBothERKNS0_26UnlocalizedNumberFormatterE
00007ff8037d4dd8 (__TEXT,__text) weak external __ZNO3icu6number28NumberRangeFormatterSettingsINS0_31UnlocalizedNumberRangeFormatterEE20numberFormatterFirstEONS0_26UnlocalizedNumberFormatterE
00007ff8037d4cf4 (__TEXT,__text) weak external __ZNO3icu6number28NumberRangeFormatterSettingsINS0_31UnlocalizedNumberRangeFormatterEE20numberFormatterFirstERKNS0_26UnlocalizedNumberFormatterE
00007ff8037d4fa6 (__TEXT,__text) weak external __ZNO3icu6number28NumberRangeFormatterSettingsINS0_31UnlocalizedNumberRangeFormatterEE21numberFormatterSecondEONS0_26UnlocalizedNumberFormatterE
00007ff8037d4ebe (__TEXT,__text) weak external __ZNO3icu6number28NumberRangeFormatterSettingsINS0_31UnlocalizedNumberRangeFormatterEE21numberFormatterSecondERKNS0_26UnlocalizedNumberFormatterE
00007ff8037d5148 (__TEXT,__text) weak external __ZNO3icu6number28NumberRangeFormatterSettingsINS0_31UnlocalizedNumberRangeFormatterEE5cloneEv
00007ff8037d5056 (__TEXT,__text) weak external __ZNO3icu6number28NumberRangeFormatterSettingsINS0_31UnlocalizedNumberRangeFormatterEE8collapseE20UNumberRangeCollapse
00007ff8037d59ac (__TEXT,__text) external __ZNO3icu6number31UnlocalizedNumberRangeFormatter6localeERKNS_6LocaleE
                 (undefined) external __ZNSt3__111__call_onceERVmPvPFvS2_E (from libc++)
                 (undefined) external __ZNSt3__112basic_stringIcNS_11char_traitsIcEENS_9allocatorIcEEE6appendEPKcm (from libc++)
                 (undefined) external __ZNSt3__112basic_stringIcNS_11char_traitsIcEENS_9allocatorIcEEE6resizeEmc (from libc++)
                 (undefined) external __ZNSt3__113basic_istreamIcNS_11char_traitsIcEEE3getEv (from libc++)
                 (undefined) external __ZNSt3__113basic_istreamIcNS_11char_traitsIcEEE7putbackEc (from libc++)
                 (undefined) external __ZNSt3__113basic_ostreamIcNS_11char_traitsIcEEE6sentryC1ERS3_ (from libc++)
                 (undefined) external __ZNSt3__113basic_ostreamIcNS_11char_traitsIcEEE6sentryD1Ev (from libc++)
                 (undefined) external __ZNSt3__118condition_variable10notify_allEv (from libc++)
                 (undefined) external __ZNSt3__118condition_variable4waitERNS_11unique_lockINS_5mutexEEE (from libc++)
                 (undefined) external __ZNSt3__118condition_variableD1Ev (from libc++)
                 (undefined) external __ZNSt3__15ctypeIcE2idE (from libc++)
                 (undefined) external __ZNSt3__15mutex4lockEv (from libc++)
                 (undefined) external __ZNSt3__15mutex6unlockEv (from libc++)
                 (undefined) external __ZNSt3__15mutexD1Ev (from libc++)
                 (undefined) external __ZNSt3__16localeD1Ev (from libc++)
                 (undefined) external __ZNSt3__18ios_base5clearEj (from libc++)
00007ff84063c320 (__DATA_CONST,__const) external __ZTIN3icu10AppendableE
00007ff8406507f8 (__DATA_CONST,__const) external __ZTIN3icu10CECalendarE
00007ff8406539a0 (__DATA_CONST,__const) external __ZTIN3icu10DateFormatE
00007ff8406551c8 (__DATA_CONST,__const) external __ZTIN3icu10GenderInfoE
00007ff840640918 (__DATA_CONST,__const) external __ZTIN3icu10NormalizerE
00007ff84064cb68 (__DATA_CONST,__const) external __ZTIN3icu10UnicodeSetE
00007ff840654da0 (__DATA_CONST,__const) external __ZTIN3icu11FormattableE
00007ff840657a20 (__DATA_CONST,__const) external __ZTIN3icu11MeasureUnitE
00007ff8406404a0 (__DATA_CONST,__const) external __ZTIN3icu11Normalizer2E
00007ff84065add0 (__DATA_CONST,__const) external __ZTIN3icu11PluralRulesE
00007ff84064ccb8 (__DATA_CONST,__const) external __ZTIN3icu11ReplaceableE
00007ff84064cb58 (__DATA_CONST,__const) external __ZTIN3icu11SymbolTableE
00007ff84065d660 (__DATA_CONST,__const) external __ZTIN3icu11TextTrieMapE
00007ff84064c818 (__DATA_CONST,__const) external __ZTIN3icu12CacheKeyBaseE
00007ff840650c30 (__DATA_CONST,__const) external __ZTIN3icu12ChoiceFormatE
00007ff84065c5d0 (__DATA_CONST,__const) external __ZTIN3icu12CollationKeyE
00007ff840653590 (__DATA_CONST,__const) external __ZTIN3icu12CurrencyUnitE
00007ff84063cce0 (__DATA_CONST,__const) external __ZTIN3icu12DateIntervalE
00007ff8406548e0 (__DATA_CONST,__const) external __ZTIN3icu12DateTimeRuleE
00007ff84065ae60 (__DATA_CONST,__const) external __ZTIN3icu12FixedDecimalE
00007ff840659a18 (__DATA_CONST,__const) external __ZTIN3icu12NumberFormatE
00007ff84065ab60 (__DATA_CONST,__const) external __ZTIN3icu12PluralFormat14PluralSelectorE
00007ff84065ab78 (__DATA_CONST,__const) external __ZTIN3icu12PluralFormat21PluralSelectorAdapterE
00007ff84065ab90 (__DATA_CONST,__const) external __ZTIN3icu12PluralFormatE
00007ff84065b528 (__DATA_CONST,__const) external __ZTIN3icu12RegexCompileE
00007ff84065bb98 (__DATA_CONST,__const) external __ZTIN3icu12RegexMatcherE
00007ff84065bcd8 (__DATA_CONST,__const) external __ZTIN3icu12RegexPatternE
00007ff840641730 (__DATA_CONST,__const) external __ZTIN3icu12ResourceSinkE
00007ff84065c310 (__DATA_CONST,__const) external __ZTIN3icu12SelectFormatE
00007ff8406418b8 (__DATA_CONST,__const) external __ZTIN3icu12SharedObjectE
00007ff84065c8c0 (__DATA_CONST,__const) external __ZTIN3icu12StringSearchE
00007ff84065d908 (__DATA_CONST,__const) external __ZTIN3icu12TimeZoneRuleE
00007ff84064c830 (__DATA_CONST,__const) external __ZTIN3icu12UnifiedCacheE
00007ff84064fef0 (__DATA_CONST,__const) external __ZTIN3icu13BasicTimeZoneE
00007ff84063c5b8 (__DATA_CONST,__const) external __ZTIN3icu13BreakIteratorE
00007ff840651368 (__DATA_CONST,__const) external __ZTIN3icu13CollationKeys13LevelCallbackE
00007ff840653ee8 (__DATA_CONST,__const) external __ZTIN3icu13DecimalFormatE
00007ff840654e30 (__DATA_CONST,__const) external __ZTIN3icu13FieldPositionE
00007ff840656688 (__DATA_CONST,__const) external __ZTIN3icu13FormattedListE
00007ff840658978 (__DATA_CONST,__const) external __ZTIN3icu13IFixedDecimalE
00007ff840656718 (__DATA_CONST,__const) external __ZTIN3icu13ListFormatterE
00007ff84063d060 (__DATA_CONST,__const) external __ZTIN3icu13LocaleBuilderE
00007ff840656928 (__DATA_CONST,__const) external __ZTIN3icu13MeasureFormatE
00007ff840657db8 (__DATA_CONST,__const) external __ZTIN3icu13MessageFormat11DummyFormatE
00007ff840657f88 (__DATA_CONST,__const) external __ZTIN3icu13MessageFormat22PluralSelectorProviderE
00007ff840657f00 (__DATA_CONST,__const) external __ZTIN3icu13MessageFormatE
00007ff84065a878 (__DATA_CONST,__const) external __ZTIN3icu13OlsonTimeZoneE
00007ff840640958 (__DATA_CONST,__const) external __ZTIN3icu13ParsePositionE
00007ff8406416e8 (__DATA_CONST,__const) external __ZTIN3icu13ResourceValueE
00007ff84065d3e8 (__DATA_CONST,__const) external __ZTIN3icu13TimeZoneNames19MatchInfoCollectionE
00007ff84065d308 (__DATA_CONST,__const) external __ZTIN3icu13TimeZoneNamesE
00007ff84064c930 (__DATA_CONST,__const) external __ZTIN3icu13UnicodeFilterE
00007ff84064ccd0 (__DATA_CONST,__const) external __ZTIN3icu13UnicodeStringE
00007ff840653498 (__DATA_CONST,__const) external __ZTIN3icu14CurrencyAmountE
00007ff840654f90 (__DATA_CONST,__const) external __ZTIN3icu14FormattedValueE
00007ff840655620 (__DATA_CONST,__const) external __ZTIN3icu14HebrewCalendarE
00007ff840655800 (__DATA_CONST,__const) external __ZTIN3icu14IndianCalendarE
00007ff840640458 (__DATA_CONST,__const) external __ZTIN3icu14MessagePatternE
00007ff840641640 (__DATA_CONST,__const) external __ZTIN3icu14ResourceBundleE
00007ff84065c2a0 (__DATA_CONST,__const) external __ZTIN3icu14SearchIteratorE
00007ff840650448 (__DATA_CONST,__const) external __ZTIN3icu14SharedCalendarE
00007ff84065c428 (__DATA_CONST,__const) external __ZTIN3icu14SimpleTimeZoneE
00007ff84065cd28 (__DATA_CONST,__const) external __ZTIN3icu14TimeUnitAmountE
00007ff84065cd90 (__DATA_CONST,__const) external __ZTIN3icu14TimeUnitFormatE
00007ff84065d178 (__DATA_CONST,__const) external __ZTIN3icu14TimeZoneFormatE
00007ff84065d020 (__DATA_CONST,__const) external __ZTIN3icu14TransliteratorE
00007ff84064c9b0 (__DATA_CONST,__const) external __ZTIN3icu14UnicodeFunctorE
00007ff84064c888 (__DATA_CONST,__const) external __ZTIN3icu14UnicodeMatcherE
00007ff84064e490 (__DATA_CONST,__const) external __ZTIN3icu15AlphabeticIndex14ImmutableIndexE
00007ff84064e4d8 (__DATA_CONST,__const) external __ZTIN3icu15AlphabeticIndex6BucketE
00007ff84064e4c0 (__DATA_CONST,__const) external __ZTIN3icu15AlphabeticIndexE
00007ff840650a88 (__DATA_CONST,__const) external __ZTIN3icu15ChineseCalendarE
00007ff840656178 (__DATA_CONST,__const) external __ZTIN3icu15IslamicCalendarE
00007ff8406408d8 (__DATA_CONST,__const) external __ZTIN3icu15Normalizer2ImplE
00007ff84065a790 (__DATA_CONST,__const) external __ZTIN3icu15NumberingSystemE
00007ff84065c7f8 (__DATA_CONST,__const) external __ZTIN3icu15UnicodeReplacerE
00007ff84063c7d0 (__DATA_CONST,__const) external __ZTIN3icu16BytesTrieBuilder17BTLinearMatchNodeE
00007ff84063c7b8 (__DATA_CONST,__const) external __ZTIN3icu16BytesTrieBuilderE
00007ff840651040 (__DATA_CONST,__const) external __ZTIN3icu16CollationBuilderE
00007ff840654408 (__DATA_CONST,__const) external __ZTIN3icu16DateIntervalInfoE
00007ff84065c590 (__DATA_CONST,__const) external __ZTIN3icu16SimpleDateFormatE
00007ff840641878 (__DATA_CONST,__const) external __ZTIN3icu16UnifiedCacheBaseE
00007ff84063c810 (__DATA_CONST,__const) external __ZTIN3icu17CanonicalIteratorE
00007ff84063c978 (__DATA_CONST,__const) external __ZTIN3icu17CharacterIteratorE
00007ff840651310 (__DATA_CONST,__const) external __ZTIN3icu17CollationIteratorE
00007ff840651468 (__DATA_CONST,__const) external __ZTIN3icu17CollationSettingsE
00007ff840654158 (__DATA_CONST,__const) external __ZTIN3icu17DateFormatSymbolsE
00007ff84063cc60 (__DATA_CONST,__const) external __ZTIN3icu17DictionaryMatcherE
00007ff8406553c8 (__DATA_CONST,__const) external __ZTIN3icu17GregorianCalendarE
00007ff84065be48 (__DATA_CONST,__const) external __ZTIN3icu17RuleBasedCollatorE
00007ff84065b4f0 (__DATA_CONST,__const) external __ZTIN3icu17RuleBasedTimeZoneE
00007ff84065adb8 (__DATA_CONST,__const) external __ZTIN3icu17SharedPluralRulesE
00007ff84064d970 (__DATA_CONST,__const) external __ZTIN3icu17StringEnumerationE
00007ff840641bc0 (__DATA_CONST,__const) weak external __ZTIN3icu17StringTrieBuilder10BranchNodeE
00007ff840641c88 (__DATA_CONST,__const) external __ZTIN3icu17StringTrieBuilder14BranchHeadNodeE
00007ff840641a60 (__DATA_CONST,__const) external __ZTIN3icu17StringTrieBuilder14FinalValueNodeE
00007ff840641bd8 (__DATA_CONST,__const) external __ZTIN3icu17StringTrieBuilder14ListBranchNodeE
00007ff840641b68 (__DATA_CONST,__const) external __ZTIN3icu17StringTrieBuilder15LinearMatchNodeE
00007ff840641c30 (__DATA_CONST,__const) external __ZTIN3icu17StringTrieBuilder15SplitBranchNodeE
00007ff840641b10 (__DATA_CONST,__const) external __ZTIN3icu17StringTrieBuilder21IntermediateValueNodeE
00007ff840641a08 (__DATA_CONST,__const) external __ZTIN3icu17StringTrieBuilder4NodeE
00007ff840641ab8 (__DATA_CONST,__const) external __ZTIN3icu17StringTrieBuilder9ValueNodeE
00007ff840641ca0 (__DATA_CONST,__const) external __ZTIN3icu17StringTrieBuilderE
00007ff840642d30 (__DATA_CONST,__const) external __ZTIN3icu17UCharsTrieBuilder18UCTLinearMatchNodeE
00007ff840642d18 (__DATA_CONST,__const) external __ZTIN3icu17UCharsTrieBuilderE
00007ff84065d938 (__DATA_CONST,__const) external __ZTIN3icu18AnnualTimeZoneRuleE
00007ff84064fcc8 (__DATA_CONST,__const) external __ZTIN3icu18CalendarAstronomer9AngleFuncE
00007ff84064fd48 (__DATA_CONST,__const) external __ZTIN3icu18CalendarAstronomer9CoordFuncE
00007ff84063c608 (__DATA_CONST,__const) external __ZTIN3icu18CharStringByteSinkE
00007ff8406514e8 (__DATA_CONST,__const) external __ZTIN3icu18CollationTailoringE
00007ff840653540 (__DATA_CONST,__const) external __ZTIN3icu18CurrencyPluralInfoE
00007ff840654388 (__DATA_CONST,__const) external __ZTIN3icu18DateIntervalFormatE
00007ff84063d300 (__DATA_CONST,__const) external __ZTIN3icu18LocaleDisplayNamesE
00007ff84063d0a8 (__DATA_CONST,__const) weak external __ZTIN3icu18LocalePriorityList8IteratorE
00007ff840641600 (__DATA_CONST,__const) external __ZTIN3icu18RuleBasedTokenizerE
00007ff840659a00 (__DATA_CONST,__const) external __ZTIN3icu18SharedNumberFormatE
00007ff84065d990 (__DATA_CONST,__const) external __ZTIN3icu18TimeZoneTransitionE
00007ff84064d988 (__DATA_CONST,__const) external __ZTIN3icu18UStringEnumerationE
00007ff84064d6c0 (__DATA_CONST,__const) external __ZTIN3icu18UnicodeSetIteratorE
00007ff8406514d0 (__DATA_CONST,__const) external __ZTIN3icu19CollationCacheEntryE
00007ff8406513c8 (__DATA_CONST,__const) external __ZTIN3icu19CollationRuleParser4SinkE
00007ff840651410 (__DATA_CONST,__const) external __ZTIN3icu19CollationRuleParser8ImporterE
00007ff84063cfe0 (__DATA_CONST,__const) external __ZTIN3icu19FilteredNormalizer2E
00007ff84065d920 (__DATA_CONST,__const) external __ZTIN3icu19InitialTimeZoneRuleE
00007ff8406561d8 (__DATA_CONST,__const) external __ZTIN3icu19IslamicRGSACalendarE
00007ff8406561a8 (__DATA_CONST,__const) external __ZTIN3icu19IslamicTBLACalendarE
00007ff84065c350 (__DATA_CONST,__const) external __ZTIN3icu19SharedBreakIteratorE
00007ff84063c6b0 (__DATA_CONST,__const) external __ZTIN3icu20CheckedArrayByteSinkE
00007ff8406511f8 (__DATA_CONST,__const) external __ZTIN3icu20CollationDataBuilder10CEModifierE
00007ff840651228 (__DATA_CONST,__const) external __ZTIN3icu20CollationDataBuilderE
00007ff840651770 (__DATA_CONST,__const) external __ZTIN3icu20CompactDecimalFormatE
00007ff840653ac8 (__DATA_CONST,__const) external __ZTIN3icu20DecimalFormatSymbolsE
00007ff840655048 (__DATA_CONST,__const) external __ZTIN3icu20FieldPositionHandlerE
00007ff840656190 (__DATA_CONST,__const) external __ZTIN3icu20IslamicCivilCalendarE
00007ff84065d258 (__DATA_CONST,__const) external __ZTIN3icu20TimeZoneGenericNamesE
00007ff8406550b8 (__DATA_CONST,__const) external __ZTIN3icu21FieldPositionIteratorE
00007ff8406542f8 (__DATA_CONST,__const) external __ZTIN3icu21FormattedDateIntervalE
00007ff84065b250 (__DATA_CONST,__const) external __ZTIN3icu21RuleBasedNumberFormatE
00007ff84065d950 (__DATA_CONST,__const) external __ZTIN3icu21TimeArrayTimeZoneRuleE
00007ff84065e458 (__DATA_CONST,__const) external __ZTIN3icu21UTF8CollationIteratorE
00007ff84063cc90 (__DATA_CONST,__const) external __ZTIN3icu22BytesDictionaryMatcherE
00007ff840651a18 (__DATA_CONST,__const) external __ZTIN3icu22CompoundTransliteratorE
00007ff840641320 (__DATA_CONST,__const) external __ZTIN3icu22RuleBasedBreakIterator10BreakCacheE
00007ff8406411e8 (__DATA_CONST,__const) external __ZTIN3icu22RuleBasedBreakIteratorE
00007ff840642e30 (__DATA_CONST,__const) external __ZTIN3icu22UCharCharacterIteratorE
