                 (undefined) external _DNSServiceCreateConnection (from libsystem_dnssd)
                 (undefined) external _DNSServiceProcessResult (from libsystem_dnssd)
                 (undefined) external _DNSServiceQueryRecordWithAttribute (from libsystem_dnssd)
                 (undefined) external _DNSServiceRefDeallocate (from libsystem_dnssd)
                 (undefined) external _DNSServiceRefSockFD (from libsystem_dnssd)
                 (undefined) external _DarwinDirectoryGetGeneration (from libsystem_darwindirectory)
                 (undefined) external _DarwinDirectoryRecordStoreApply (from libsystem_darwindirectory)
                 (undefined) external _DarwinDirectoryRecordStoreApplyWithFilter (from libsystem_darwindirectory)
00007ff802eb62fb (__TEXT,__text) non-external _LI_get_thread_info
00007ff802ed6b51 (__TEXT,__text) non-external _svcudp_getargs
00007ff8438ae4d0 (__DATA,__data) non-external _svcudp_op
00007ff802ed69df (__TEXT,__text) non-external _svcudp_recv
00007ff802ed6b68 (__TEXT,__text) non-external _svcudp_reply
00007ff802ed6b46 (__TEXT,__text) non-external _svcudp_stat
                 (undefined) external _sys_nerr (from libsystem_c)
                 (undefined) external _sysctl (from libsystem_c)
00007ff8438ae350 (__DATA,__data) non-external _tcp_ops
                 (undefined) external _time (from libsystem_c)
00007ff8438ae380 (__DATA,__data) non-external _udp_ops
00007ff8438ae3d8 (__DATA,__data) non-external _unset_retry_timeout
00007ff8438ae3e8 (__DATA,__data) non-external _unset_total_timeout
00007ff802ebf1c8 (__TEXT,__text) external _user_from_uid
00007ff8438ae990 (__DATA,__bss) non-external _user_from_uid.buf
                 (undefined) external _uuid_copy (from libsystem_c)
                 (undefined) external _uuid_parse (from libsystem_c)
                 (undefined) external _uuid_unparse_upper (from libsystem_c)
                 (undefined) external _vasprintf (from libsystem_c)
00007ff8438ae4c0 (__DATA,__data) non-external _wait_per_try
                 (undefined) external _warnx (from libsystem_c)
                 (undefined) external _write$NOCANCEL (from libsystem_kernel)
00007ff802ed0b36 (__TEXT,__text) non-external _writetcp
00007ff802ed669c (__TEXT,__text) non-external _writetcp
                 (undefined) external _writev$NOCANCEL (from libsystem_kernel)
00007ff802ed552c (__TEXT,__text) non-external (was a private external) _xdr_accepted_reply
00007ff802ed750a (__TEXT,__text) external _xdr_array
00007ff802ecf6e6 (__TEXT,__text) external _xdr_authunix_parms
00007ff802eb93f7 (__TEXT,__text) external _xdr_bool
00007ff802ed70d7 (__TEXT,__text) external _xdr_bytes
00007ff802ed567d (__TEXT,__text) external _xdr_callhdr
00007ff802ed5142 (__TEXT,__text) external _xdr_callmsg
00007ff802ed706d (__TEXT,__text) external _xdr_char
00007ff802ed551d (__TEXT,__text) external _xdr_des_block
00007ff802ecd7fb (__TEXT,__text) external _xdr_domainname
00007ff802ed76d5 (__TEXT,__text) external _xdr_double
00007ff802ed70cd (__TEXT,__text) external _xdr_enum
00007ff802ed7682 (__TEXT,__text) external _xdr_float
00007ff802ed6e0f (__TEXT,__text) external _xdr_free
00007ff802ed74e2 (__TEXT,__text) external _xdr_hyper
00007ff802ed6e39 (__TEXT,__text) external _xdr_int
00007ff802ed6fb3 (__TEXT,__text) external _xdr_int16_t
00007ff802eb95c4 (__TEXT,__text) external _xdr_int32_t
00007ff802ed7350 (__TEXT,__text) external _xdr_int64_t
00007ff802ecd80a (__TEXT,__text) external _xdr_keydat
00007ff802ed6e93 (__TEXT,__text) external _xdr_long
00007ff802ed74f6 (__TEXT,__text) external _xdr_longlong_t
00007ff802ecd820 (__TEXT,__text) external _xdr_mapname
00007ff802ed71bc (__TEXT,__text) external _xdr_netobj
00007ff802eb945d (__TEXT,__text) external _xdr_opaque
00007ff802ed54e4 (__TEXT,__text) non-external (was a private external) _xdr_opaque_auth
00007ff802ecd82f (__TEXT,__text) external _xdr_peername
00007ff802ed458c (__TEXT,__text) external _xdr_pmap
00007ff802ed45dc (__TEXT,__text) external _xdr_pmaplist
00007ff802ed83d6 (__TEXT,__text) external _xdr_pointer
00007ff802ed8320 (__TEXT,__text) external _xdr_reference
00007ff802ed55b9 (__TEXT,__text) non-external (was a private external) _xdr_rejected_reply
00007ff802ed5617 (__TEXT,__text) external _xdr_replymsg
00007ff802ed477b (__TEXT,__text) external _xdr_rmtcall_args
00007ff802ed4861 (__TEXT,__text) external _xdr_rmtcallres
00007ff802ed6ef9 (__TEXT,__text) external _xdr_short
00007ff802ed7258 (__TEXT,__text) external _xdr_string
00007ff802ed709d (__TEXT,__text) external _xdr_u_char
00007ff802ed74ec (__TEXT,__text) external _xdr_u_hyper
00007ff802eb956a (__TEXT,__text) external _xdr_u_int
00007ff802ed7010 (__TEXT,__text) external _xdr_u_int16_t
00007ff802eb9510 (__TEXT,__text) external _xdr_u_int32_t
00007ff802ed7419 (__TEXT,__text) external _xdr_u_int64_t
00007ff802ed6ec6 (__TEXT,__text) external _xdr_u_long
00007ff802ed7500 (__TEXT,__text) external _xdr_u_longlong_t
00007ff802ed6f56 (__TEXT,__text) external _xdr_u_short
00007ff802ed71d2 (__TEXT,__text) external _xdr_union
00007ff802ecd83e (__TEXT,__text) external _xdr_valdat
00007ff802ed762f (__TEXT,__text) external _xdr_vector
00007ff802ed6e2e (__TEXT,__text) external _xdr_void
00007ff802ed7341 (__TEXT,__text) external _xdr_wrapstring
00007ff802ecef67 (__TEXT,__text) external _xdr_x_passwd
00007ff802ecd854 (__TEXT,__text) external _xdr_ypbind_binding
00007ff802ecd88e (__TEXT,__text) external _xdr_ypbind_resp
00007ff802ecd8dd (__TEXT,__text) external _xdr_ypbind_resptype
00007ff802ecd8e7 (__TEXT,__text) external _xdr_ypbind_setdom
00007ff802ecd927 (__TEXT,__text) external _xdr_ypmaplist
00007ff802ecf00e (__TEXT,__text) external _xdr_yppasswd
00007ff802ecd963 (__TEXT,__text) external _xdr_ypreq_key
00007ff802ecd9a3 (__TEXT,__text) external _xdr_ypreq_nokey
00007ff802ecd9d3 (__TEXT,__text) external _xdr_ypresp_all
00007ff802ecdb57 (__TEXT,__text) external _xdr_ypresp_all_seq
00007ff802ecda15 (__TEXT,__text) external _xdr_ypresp_key_val
00007ff802ecda55 (__TEXT,__text) external _xdr_ypresp_maplist
00007ff802ecda91 (__TEXT,__text) external _xdr_ypresp_master
00007ff802ecdac1 (__TEXT,__text) external _xdr_ypresp_order
00007ff802ecdb1d (__TEXT,__text) external _xdr_ypresp_val
00007ff802ecdb4d (__TEXT,__text) external _xdr_ypstat
00007ff802edc1c0 (__TEXT,__const) non-external _xdr_zero
00007ff802ed7769 (__TEXT,__text) external _xdrmem_create
00007ff802ed78ae (__TEXT,__text) non-external _xdrmem_destroy
00007ff802ed77ed (__TEXT,__text) non-external _xdrmem_getbytes
00007ff802ed78b4 (__TEXT,__text) non-external _xdrmem_getlong_aligned
00007ff802ed7796 (__TEXT,__text) non-external _xdrmem_getlong_unaligned
00007ff802ed7859 (__TEXT,__text) non-external _xdrmem_getpos
00007ff802ed790e (__TEXT,__text) non-external _xdrmem_inline_aligned
00007ff802ed78a6 (__TEXT,__text) non-external _xdrmem_inline_unaligned
00007ff840094180 (__DATA_CONST,__const) non-external _xdrmem_ops_aligned
00007ff840094138 (__DATA_CONST,__const) non-external _xdrmem_ops_unaligned
00007ff802ed7826 (__TEXT,__text) non-external _xdrmem_putbytes
00007ff802ed78e1 (__TEXT,__text) non-external _xdrmem_putlong_aligned
00007ff802ed77c3 (__TEXT,__text) non-external _xdrmem_putlong_unaligned
00007ff802ed7873 (__TEXT,__text) non-external _xdrmem_setpos
00007ff802ed792f (__TEXT,__text) external _xdrrec_create
00007ff802edb648 (__TEXT,__text) non-external _xdrrec_create.cold.1
00007ff802ed81fd (__TEXT,__text) non-external _xdrrec_destroy
00007ff802ed7e0a (__TEXT,__text) external _xdrrec_endofrecord
00007ff802ed7dae (__TEXT,__text) external _xdrrec_eof
00007ff802ed7fe1 (__TEXT,__text) non-external _xdrrec_getbytes
00007ff802ed7f1a (__TEXT,__text) non-external _xdrrec_getlong
00007ff802ed80dd (__TEXT,__text) non-external _xdrrec_getpos
00007ff802ed81b2 (__TEXT,__text) non-external _xdrrec_inline
00007ff8400941c8 (__DATA_CONST,__const) non-external _xdrrec_ops
00007ff802ed8059 (__TEXT,__text) non-external _xdrrec_putbytes
00007ff802ed7f7b (__TEXT,__text) non-external _xdrrec_putlong
00007ff802ed8130 (__TEXT,__text) non-external _xdrrec_setpos
00007ff802ed7adf (__TEXT,__text) external _xdrrec_skiprecord
00007ff802ed843f (__TEXT,__text) external _xdrstdio_create
00007ff802ed8577 (__TEXT,__text) non-external _xdrstdio_destroy
00007ff802ed84dc (__TEXT,__text) non-external _xdrstdio_getbytes
00007ff802ed8465 (__TEXT,__text) non-external _xdrstdio_getlong
00007ff802ed853c (__TEXT,__text) non-external _xdrstdio_getpos
00007ff802ed856f (__TEXT,__text) non-external _xdrstdio_inline
00007ff840094210 (__DATA_CONST,__const) non-external _xdrstdio_ops
00007ff802ed850c (__TEXT,__text) non-external _xdrstdio_putbytes
00007ff802ed84a3 (__TEXT,__text) non-external _xdrstdio_putlong
00007ff802ed8557 (__TEXT,__text) non-external _xdrstdio_setpos
                 (undefined) external _xpc_array_apply (from libxpc)
                 (undefined) external _xpc_array_get_count (from libxpc)
                 (undefined) external _xpc_array_get_value (from libxpc)
                 (undefined) external _xpc_bool_get_value (from libxpc)
                 (undefined) external _xpc_create_from_plist (from libxpc)
                 (undefined) external _xpc_dictionary_apply (from libxpc)
                 (undefined) external _xpc_dictionary_create (from libxpc)
                 (undefined) external _xpc_dictionary_get_audit_token (from libxpc)
                 (undefined) external _xpc_dictionary_get_bool (from libxpc)
                 (undefined) external _xpc_dictionary_get_data (from libxpc)
                 (undefined) external _xpc_dictionary_get_int64 (from libxpc)
                 (undefined) external _xpc_dictionary_get_value (from libxpc)
                 (undefined) external _xpc_dictionary_set_bool (from libxpc)
                 (undefined) external _xpc_dictionary_set_data (from libxpc)
                 (undefined) external _xpc_dictionary_set_int64 (from libxpc)
                 (undefined) external _xpc_dictionary_set_string (from libxpc)
                 (undefined) external _xpc_dictionary_set_uuid (from libxpc)
                 (undefined) external _xpc_get_type (from libxpc)
                 (undefined) external _xpc_int64_get_value (from libxpc)
                 (undefined) external _xpc_pipe_create (from libxpc)
                 (undefined) external _xpc_pipe_invalidate (from libxpc)
                 (undefined) external _xpc_pipe_routine (from libxpc)
                 (undefined) external _xpc_release (from libxpc)
                 (undefined) external _xpc_retain (from libxpc)
                 (undefined) external _xpc_string_get_string_ptr (from libxpc)
00007ff8438aea88 (__DATA,__bss) non-external _xports
00007ff802ed57c4 (__TEXT,__text) external _xprt_register
00007ff802ed5849 (__TEXT,__text) external _xprt_unregister
00007ff802ecdcf9 (__TEXT,__text) external _yp_all
00007ff802ece3c8 (__TEXT,__text) external _yp_bind
00007ff802ece449 (__TEXT,__text) external _yp_first
00007ff8438ae9f0 (__DATA,__bss) non-external _yp_first.proto
00007ff802ece663 (__TEXT,__text) external _yp_get_default_domain
00007ff802ece6a7 (__TEXT,__text) external _yp_maplist
00007ff8438ae9f4 (__DATA,__bss) non-external _yp_maplist.proto
00007ff802ece7bd (__TEXT,__text) external _yp_master
00007ff8438ae9f8 (__DATA,__bss) non-external _yp_master.proto
00007ff802eceb07 (__TEXT,__text) external _yp_match
00007ff8438aea50 (__DATA,__bss) non-external _yp_match.proto
00007ff802eced0b (__TEXT,__text) external _yp_next
00007ff8438aea54 (__DATA,__bss) non-external _yp_next.proto
00007ff802ece943 (__TEXT,__text) external _yp_order
00007ff8438ae9fc (__DATA,__bss) non-external _yp_order.proto
00007ff802ece3d4 (__TEXT,__text) external _yp_unbind
00007ff802eceac1 (__TEXT,__text) external _yperr_string
00007ff8438aea00 (__DATA,__bss) non-external _yperr_string.err
00007ff802ecf043 (__TEXT,__text) external _ypprot_err
00007ff8438ae750 (__DATA,__common) non-external (was a private external) _ypresp_allfn
00007ff8438ae758 (__DATA,__common) non-external (was a private external) _ypresp_data
