
/Volumes/macOS Mojave/System/Library/Frameworks/OpenGL.framework/Versions/A/Libraries/libGL.dylib (for architecture x86_64):
000000000000beee (__TEXT,__text) external _CGLGetCurrentContext
00000e6f (__TEXT,__text) external _glColor3iv
00000e8b (__TEXT,__text) external _glColor3s
00000eb1 (__TEXT,__text) external _glColor3sv
00000ecd (__TEXT,__text) external _glColor3ub
00000ef3 (__TEXT,__text) external _glColor3ubv
00000f0f (__TEXT,__text) external _glColor3ui
00000f2e (__TEXT,__text) external _glColor3uiv
00000f4a (__TEXT,__text) external _glColor3us
00000f73 (__TEXT,__text) external _glColor3usv
00000f92 (__TEXT,__text) external _glColor4b
00000fc4 (__TEXT,__text) external _glColor4bv
00000fe3 (__TEXT,__text) external _glColor4d
0000102b (__TEXT,__text) external _glColor4dv
0000104a (__TEXT,__text) external _glColor4f
00001092 (__TEXT,__text) external _glColor4fv
000010b1 (__TEXT,__text) external _glColor4i
000010d9 (__TEXT,__text) external _glColor4iv
000010f8 (__TEXT,__text) external _glColor4s
0000112a (__TEXT,__text) external _glColor4sv
00001149 (__TEXT,__text) external _glColor4ub
0000117b (__TEXT,__text) external _glColor4ubv
0000119a (__TEXT,__text) external _glColor4ui
000011c2 (__TEXT,__text) external _glColor4uiv
000011e1 (__TEXT,__text) external _glColor4us
00001213 (__TEXT,__text) external _glColor4usv
00001232 (__TEXT,__text) external _glColorMask
0000c38d (__TEXT,__text) external _glColorMaskIndexedEXT
0000695e (__TEXT,__text) external _glColorMaski
00001264 (__TEXT,__text) external _glColorMaterial
00001286 (__TEXT,__text) external _glColorPointer
00004156 (__TEXT,__text) external _glColorSubTable
0000b3d8 (__TEXT,__text) external _glColorSubTableEXT
0000404d (__TEXT,__text) external _glColorTable
0000b3aa (__TEXT,__text) external _glColorTableEXT
0000407b (__TEXT,__text) external _glColorTableParameterfv
0000409d (__TEXT,__text) external _glColorTableParameteriv
0000cd45 (__TEXT,__text) external _glCombinerInputNV
0000cd4a (__TEXT,__text) external _glCombinerOutputNV
0000cd36 (__TEXT,__text) external _glCombinerParameterfNV
0000cd31 (__TEXT,__text) external _glCombinerParameterfvNV
0000cd40 (__TEXT,__text) external _glCombinerParameteriNV
0000cd3b (__TEXT,__text) external _glCombinerParameterivNV
0000cd72 (__TEXT,__text) external _glCombinerStageParameterfvNV
00005dc1 (__TEXT,__text) external _glCompileShader
0000aa6c (__TEXT,__text) external _glCompileShaderARB
0000b1cc (__TEXT,__text) external _glCompileShaderIncludeARB
00004bca (__TEXT,__text) external _glCompressedTexImage1D
0000a34d (__TEXT,__text) external _glCompressedTexImage1DARB
00004b96 (__TEXT,__text) external _glCompressedTexImage2D
0000a319 (__TEXT,__text) external _glCompressedTexImage2DARB
00004b5f (__TEXT,__text) external _glCompressedTexImage3D
0000a2e2 (__TEXT,__text) external _glCompressedTexImage3DARB
00004c69 (__TEXT,__text) external _glCompressedTexSubImage1D
0000a3ec (__TEXT,__text) external _glCompressedTexSubImage1DARB
00004c32 (__TEXT,__text) external _glCompressedTexSubImage2D
0000a3b5 (__TEXT,__text) external _glCompressedTexSubImage2DARB
00004bf8 (__TEXT,__text) external _glCompressedTexSubImage3D
0000a37b (__TEXT,__text) external _glCompressedTexSubImage3DARB
000041af (__TEXT,__text) external _glConvolutionFilter1D
000041dd (__TEXT,__text) external _glConvolutionFilter2D
0000420b (__TEXT,__text) external _glConvolutionParameterf
00004243 (__TEXT,__text) external _glConvolutionParameterfv
00004265 (__TEXT,__text) external _glConvolutionParameteri
00004287 (__TEXT,__text) external _glConvolutionParameteriv
0000718c (__TEXT,__text) external _glCopyBufferSubData
00004184 (__TEXT,__text) external _glCopyColorSubTable
000040bf (__TEXT,__text) external _glCopyColorTable
000042a9 (__TEXT,__text) external _glCopyConvolutionFilter1D
000042d4 (__TEXT,__text) external _glCopyConvolutionFilter2D
000012ae (__TEXT,__text) external _glCopyPixels
000012d9 (__TEXT,__text) external _glCopyTexImage1D
00001307 (__TEXT,__text) external _glCopyTexImage2D
0000133b (__TEXT,__text) external _glCopyTexSubImage1D
00001369 (__TEXT,__text) external _glCopyTexSubImage2D
00004016 (__TEXT,__text) external _glCopyTexSubImage3D
00005de0 (__TEXT,__text) external _glCreateProgram
0000aa8b (__TEXT,__text) external _glCreateProgramObjectARB
00005d7a (__TEXT,__text) external _glCreateShader
0000aa25 (__TEXT,__text) external _glCreateShaderObjectARB
000082fe (__TEXT,__text) external _glCreateShaderProgramv
0000139d (__TEXT,__text) external _glCullFace
000054c5 (__TEXT,__text) external _glDeleteBuffers
0000a859 (__TEXT,__text) external _glDeleteBuffersARB
0000c7cc (__TEXT,__text) external _glDeleteFencesAPPLE
000066a6 (__TEXT,__text) external _glDeleteFramebuffers
0000b9f0 (__TEXT,__text) external _glDeleteFramebuffersEXT
000013bc (__TEXT,__text) external _glDeleteLists
0000b1aa (__TEXT,__text) external _glDeleteNamedStringARB
0000a9c5 (__TEXT,__text) external _glDeleteObjectARB
00005e5c (__TEXT,__text) external _glDeleteProgram
0000833f (__TEXT,__text) external _glDeleteProgramPipelines
000090ef (__TEXT,__text) external _glDeleteProgramsARB
000053b5 (__TEXT,__text) external _glDeleteQueries
0000a749 (__TEXT,__text) external _glDeleteQueriesARB
000065d1 (__TEXT,__text) external _glDeleteRenderbuffers
0000b91b (__TEXT,__text) external _glDeleteRenderbuffersEXT
000076b5 (__TEXT,__text) external _glDeleteSamplers
00005d39 (__TEXT,__text) external _glDeleteShader
0000747b (__TEXT,__text) external _glDeleteSync
000013de (__TEXT,__text) external _glDeleteTextures
00007f74 (__TEXT,__text) external _glDeleteTransformFeedbacks
000068f5 (__TEXT,__text) external _glDeleteVertexArrays
0000c945 (__TEXT,__text) external _glDeleteVertexArraysAPPLE
0000b378 (__TEXT,__text) external _glDepthBoundsEXT
00001400 (__TEXT,__text) external _glDepthFunc
0000141f (__TEXT,__text) external _glDepthMask
00001441 (__TEXT,__text) external _glDepthRange
0000902d (__TEXT,__text) external _glDepthRangeArrayv
0000904f (__TEXT,__text) external _glDepthRangeIndexed
000081ec (__TEXT,__text) external _glDepthRangef
0000aa03 (__TEXT,__text) external _glDetachObjectARB
00005d58 (__TEXT,__text) external _glDetachShader
00001473 (__TEXT,__text) external _glDisable
00001492 (__TEXT,__text) external _glDisableClientState
0000c3e4 (__TEXT,__text) external _glDisableIndexedEXT
0000c566 (__TEXT,__text) external _glDisableVertexAttribAPPLE
00005c92 (__TEXT,__text) external _glDisableVertexAttribArray
00009797 (__TEXT,__text) external _glDisableVertexAttribArrayARB
000069f9 (__TEXT,__text) external _glDisablei
000014b1 (__TEXT,__text) external _glDrawArrays
00007a68 (__TEXT,__text) external _glDrawArraysIndirect
000072cc (__TEXT,__text) external _glDrawArraysInstanced
0000b074 (__TEXT,__text) external _glDrawArraysInstancedARB
000014d3 (__TEXT,__text) external _glDrawBuffer
00005631 (__TEXT,__text) external _glDrawBuffers
0000b00e (__TEXT,__text) external _glDrawBuffersARB
0000c9d0 (__TEXT,__text) external _glDrawElementArrayAPPLE
000014f2 (__TEXT,__text) external _glDrawElements
00007360 (__TEXT,__text) external _glDrawElementsBaseVertex
00007a8a (__TEXT,__text) external _glDrawElementsIndirect
000072f4 (__TEXT,__text) external _glDrawElementsInstanced
0000b09c (__TEXT,__text) external _glDrawElementsInstancedARB
000073b9 (__TEXT,__text) external _glDrawElementsInstancedBaseVertex
0000151a (__TEXT,__text) external _glDrawPixels
0000c9f2 (__TEXT,__text) external _glDrawRangeElementArrayAPPLE
00003f74 (__TEXT,__text) external _glDrawRangeElements
0000738b (__TEXT,__text) external _glDrawRangeElementsBaseVertex
0000b7a2 (__TEXT,__text) external _glDrawRangeElementsEXT
00008015 (__TEXT,__text) external _glDrawTransformFeedback
00008037 (__TEXT,__text) external _glDrawTransformFeedbackStream
00001545 (__TEXT,__text) external _glEdgeFlag
00001567 (__TEXT,__text) external _glEdgeFlagPointer
00001589 (__TEXT,__text) external _glEdgeFlagv
0000c9ae (__TEXT,__text) external _glElementPointerAPPLE
000015a8 (__TEXT,__text) external _glEnable
000015c7 (__TEXT,__text) external _glEnableClientState
0000c3c2 (__TEXT,__text) external _glEnableIndexedEXT
0000c544 (__TEXT,__text) external _glEnableVertexAttribAPPLE
00005c73 (__TEXT,__text) external _glEnableVertexAttribArray
00009778 (__TEXT,__text) external _glEnableVertexAttribArrayARB
000069d7 (__TEXT,__text) external _glEnablei
000015e6 (__TEXT,__text) external _glEnd
00006b65 (__TEXT,__text) external _glEndConditionalRender
0000ccb5 (__TEXT,__text) external _glEndConditionalRenderNV
00001602 (__TEXT,__text) external _glEndList
0000541e (__TEXT,__text) external _glEndQuery
0000a7b2 (__TEXT,__text) external _glEndQueryARB
0000807b (__TEXT,__text) external _glEndQueryIndexed
00006a62 (__TEXT,__text) external _glEndTransformFeedback
0000bcdf (__TEXT,__text) external _glEndTransformFeedbackEXT
0000161e (__TEXT,__text) external _glEvalCoord1d
00001645 (__TEXT,__text) external _glEvalCoord1dv
00001664 (__TEXT,__text) external _glEvalCoord1f
0000168b (__TEXT,__text) external _glEvalCoord1fv
000016aa (__TEXT,__text) external _glEvalCoord2d
000016dc (__TEXT,__text) external _glEvalCoord2dv
000016fb (__TEXT,__text) external _glEvalCoord2f
0000172d (__TEXT,__text) external _glEvalCoord2fv
0000174c (__TEXT,__text) external _glEvalMesh1
0000176e (__TEXT,__text) external _glEvalMesh2
00001799 (__TEXT,__text) external _glEvalPoint1
000017b8 (__TEXT,__text) external _glEvalPoint2
000017da (__TEXT,__text) external _glFeedbackBuffer
00007434 (__TEXT,__text) external _glFenceSync
0000cd4f (__TEXT,__text) external _glFinalCombinerInputNV
000017fc (__TEXT,__text) external _glFinish
0000c857 (__TEXT,__text) external _glFinishFenceAPPLE
0000c89e (__TEXT,__text) external _glFinishObjectAPPLE
0000ca8f (__TEXT,__text) external _glFinishRenderAPPLE
00001818 (__TEXT,__text) external _glFlush
000068b4 (__TEXT,__text) external _glFlushMappedBufferRange
0000cae9 (__TEXT,__text) external _glFlushMappedBufferRangeAPPLE
0000ca73 (__TEXT,__text) external _glFlushRenderAPPLE
0000c8e2 (__TEXT,__text) external _glFlushVertexArrayRangeAPPLE
00004d75 (__TEXT,__text) external _glFogCoordPointer
0000b780 (__TEXT,__text) external _glFogCoordPointerEXT
00004d2f (__TEXT,__text) external _glFogCoordd
0000b73a (__TEXT,__text) external _glFogCoorddEXT
00004d56 (__TEXT,__text) external _glFogCoorddv
0000b761 (__TEXT,__text) external _glFogCoorddvEXT
00004ce9 (__TEXT,__text) external _glFogCoordf
0000b6f4 (__TEXT,__text) external _glFogCoordfEXT
00004d10 (__TEXT,__text) external _glFogCoordfv
0000b71b (__TEXT,__text) external _glFogCoordfvEXT
00001834 (__TEXT,__text) external _glFogf
00001863 (__TEXT,__text) external _glFogfv
00001885 (__TEXT,__text) external _glFogi
000018a7 (__TEXT,__text) external _glFogiv
0000678d (__TEXT,__text) external _glFramebufferRenderbuffer
0000bad7 (__TEXT,__text) external _glFramebufferRenderbufferEXT
00007621 (__TEXT,__text) external _glFramebufferTexture
00006709 (__TEXT,__text) external _glFramebufferTexture1D
0000ba53 (__TEXT,__text) external _glFramebufferTexture1DEXT
00006734 (__TEXT,__text) external _glFramebufferTexture2D
0000ba7e (__TEXT,__text) external _glFramebufferTexture2DEXT
0000675f (__TEXT,__text) external _glFramebufferTexture3D
0000baa9 (__TEXT,__text) external _glFramebufferTexture3DEXT
0000bbcd (__TEXT,__text) external _glFramebufferTextureEXT
0000bc20 (__TEXT,__text) external _glFramebufferTextureFaceEXT
00006861 (__TEXT,__text) external _glFramebufferTextureLayer
0000bbf5 (__TEXT,__text) external _glFramebufferTextureLayerEXT
000018c9 (__TEXT,__text) external _glFrontFace
000018e8 (__TEXT,__text) external _glFrustum
000054e7 (__TEXT,__text) external _glGenBuffers
0000a87b (__TEXT,__text) external _glGenBuffersARB
0000c7aa (__TEXT,__text) external _glGenFencesAPPLE
000066c8 (__TEXT,__text) external _glGenFramebuffers
0000ba12 (__TEXT,__text) external _glGenFramebuffersEXT
00001946 (__TEXT,__text) external _glGenLists
00008361 (__TEXT,__text) external _glGenProgramPipelines
00009111 (__TEXT,__text) external _glGenProgramsARB
00005393 (__TEXT,__text) external _glGenQueries
0000a727 (__TEXT,__text) external _glGenQueriesARB
000065f3 (__TEXT,__text) external _glGenRenderbuffers
0000b93d (__TEXT,__text) external _glGenRenderbuffersEXT
00007693 (__TEXT,__text) external _glGenSamplers
00001965 (__TEXT,__text) external _glGenTextures
00007f96 (__TEXT,__text) external _glGenTransformFeedbacks
00006917 (__TEXT,__text) external _glGenVertexArrays
0000c967 (__TEXT,__text) external _glGenVertexArraysAPPLE
000067dd (__TEXT,__text) external _glGenerateMipmap
0000bb27 (__TEXT,__text) external _glGenerateMipmapEXT
000063a4 (__TEXT,__text) external _glGetActiveAttrib
0000afbe (__TEXT,__text) external _glGetActiveAttribARB
00007e74 (__TEXT,__text) external _glGetActiveSubroutineName
00007e46 (__TEXT,__text) external _glGetActiveSubroutineUniformName
00007e1b (__TEXT,__text) external _glGetActiveSubroutineUniformiv
000062e8 (__TEXT,__text) external _glGetActiveUniform
0000af02 (__TEXT,__text) external _glGetActiveUniformARB
0000727f (__TEXT,__text) external _glGetActiveUniformBlockName
00007257 (__TEXT,__text) external _glGetActiveUniformBlockiv
0000720a (__TEXT,__text) external _glGetActiveUniformName
000071df (__TEXT,__text) external _glGetActiveUniformsiv
0000aeb8 (__TEXT,__text) external _glGetAttachedObjectsARB
0000624e (__TEXT,__text) external _glGetAttachedShaders
000063d2 (__TEXT,__text) external _glGetAttribLocation
0000afec (__TEXT,__text) external _glGetAttribLocationARB
0000bd73 (__TEXT,__text) external _glGetBooleanIndexedvEXT
00006993 (__TEXT,__text) external _glGetBooleani_v
00001987 (__TEXT,__text) external _glGetBooleanv
000075ff (__TEXT,__text) external _glGetBufferParameteri64v
000055ed (__TEXT,__text) external _glGetBufferParameteriv
0000a981 (__TEXT,__text) external _glGetBufferParameterivARB
0000560f (__TEXT,__text) external _glGetBufferPointerv
0000a9a3 (__TEXT,__text) external _glGetBufferPointervARB
0000557e (__TEXT,__text) external _glGetBufferSubData
0000a912 (__TEXT,__text) external _glGetBufferSubDataARB
000019a9 (__TEXT,__text) external _glGetClipPlane
000040ea (__TEXT,__text) external _glGetColorTable
0000b406 (__TEXT,__text) external _glGetColorTableEXT
00004112 (__TEXT,__text) external _glGetColorTableParameterfv
0000b42e (__TEXT,__text) external _glGetColorTableParameterfvEXT
00004134 (__TEXT,__text) external _glGetColorTableParameteriv
0000b450 (__TEXT,__text) external _glGetColorTableParameterivEXT
0000cd54 (__TEXT,__text) external _glGetCombinerInputParameterfvNV
0000cd59 (__TEXT,__text) external _glGetCombinerInputParameterivNV
0000cd5e (__TEXT,__text) external _glGetCombinerOutputParameterfvNV
0000cd63 (__TEXT,__text) external _glGetCombinerOutputParameterivNV
0000cd77 (__TEXT,__text) external _glGetCombinerStageParameterfvNV
00004c97 (__TEXT,__text) external _glGetCompressedTexImage
0000a41a (__TEXT,__text) external _glGetCompressedTexImageARB
00004302 (__TEXT,__text) external _glGetConvolutionFilter
0000432a (__TEXT,__text) external _glGetConvolutionParameterfv
0000434c (__TEXT,__text) external _glGetConvolutionParameteriv
000090ab (__TEXT,__text) external _glGetDoublei_v
000019cb (__TEXT,__text) external _glGetDoublev
000019ed (__TEXT,__text) external _glGetError
0000cd68 (__TEXT,__text) external _glGetFinalCombinerInputParameterfvNV
0000cd6d (__TEXT,__text) external _glGetFinalCombinerInputParameterivNV
00009089 (__TEXT,__text) external _glGetFloati_v
00001a09 (__TEXT,__text) external _glGetFloatv
00007671 (__TEXT,__text) external _glGetFragDataIndex
00006efa (__TEXT,__text) external _glGetFragDataLocation
0000c293 (__TEXT,__text) external _glGetFragDataLocationEXT
000067b5 (__TEXT,__text) external _glGetFramebufferAttachmentParameteriv
0000baff (__TEXT,__text) external _glGetFramebufferAttachmentParameterivEXT
0000a9e4 (__TEXT,__text) external _glGetHandleARB
000043d0 (__TEXT,__text) external _glGetHistogram
000043fe (__TEXT,__text) external _glGetHistogramParameterfv
00004420 (__TEXT,__text) external _glGetHistogramParameteriv
0000ae90 (__TEXT,__text) external _glGetInfoLogARB
000075dd (__TEXT,__text) external _glGetInteger64i_v
000074ea (__TEXT,__text) external _glGetInteger64v
0000bd51 (__TEXT,__text) external _glGetIntegerIndexedvEXT
000069b5 (__TEXT,__text) external _glGetIntegeri_v
00001a2b (__TEXT,__text) external _glGetIntegerv
0000b26f (__TEXT,__text) external _glGetInternalformativ
00001a4d (__TEXT,__text) external _glGetLightfv
00001a6f (__TEXT,__text) external _glGetLightiv
00001a91 (__TEXT,__text) external _glGetMapdv
00001ab3 (__TEXT,__text) external _glGetMapfv
00001ad5 (__TEXT,__text) external _glGetMapiv
00001af7 (__TEXT,__text) external _glGetMaterialfv
00001b19 (__TEXT,__text) external _glGetMaterialiv
00004442 (__TEXT,__text) external _glGetMinmax
00004470 (__TEXT,__text) external _glGetMinmaxParameterfv
00004492 (__TEXT,__text) external _glGetMinmaxParameteriv
00007599 (__TEXT,__text) external _glGetMultisamplefv
0000b21c (__TEXT,__text) external _glGetNamedStringARB
0000b247 (__TEXT,__text) external _glGetNamedStringivARB
0000c4b9 (__TEXT,__text) external _glGetObjectLabelEXT
0000ae4c (__TEXT,__text) external _glGetObjectParameterfvARB
0000cb4f (__TEXT,__text) external _glGetObjectParameterivAPPLE
0000ae6e (__TEXT,__text) external _glGetObjectParameterivARB
00001b3b (__TEXT,__text) external _glGetPixelMapfv
00001b5d (__TEXT,__text) external _glGetPixelMapuiv
00001b7f (__TEXT,__text) external _glGetPixelMapusv
00001ba1 (__TEXT,__text) external _glGetPointerv
00001bc3 (__TEXT,__text) external _glGetPolygonStipple
00008245 (__TEXT,__text) external _glGetProgramBinary
00009a7a (__TEXT,__text) external _glGetProgramEnvParameterdvARB
00009a9c (__TEXT,__text) external _glGetProgramEnvParameterfvARB
0000629e (__TEXT,__text) external _glGetProgramInfoLog
00009abe (__TEXT,__text) external _glGetProgramLocalParameterdvARB
00009ae0 (__TEXT,__text) external _glGetProgramLocalParameterfvARB
000083e9 (__TEXT,__text) external _glGetProgramPipelineInfoLog
000083a8 (__TEXT,__text) external _glGetProgramPipelineiv
00007ee6 (__TEXT,__text) external _glGetProgramStageiv
00009b2a (__TEXT,__text) external _glGetProgramStringARB
0000622c (__TEXT,__text) external _glGetProgramiv
00009b4c (__TEXT,__text) external _glGetProgramivARB
0000809d (__TEXT,__text) external _glGetQueryIndexediv
000078aa (__TEXT,__text) external _glGetQueryObjecti64v
0000c44d (__TEXT,__text) external _glGetQueryObjecti64vEXT
0000545f (__TEXT,__text) external _glGetQueryObjectiv
0000a7f3 (__TEXT,__text) external _glGetQueryObjectivARB
000078cc (__TEXT,__text) external _glGetQueryObjectui64v
0000c46f (__TEXT,__text) external _glGetQueryObjectui64vEXT
00005481 (__TEXT,__text) external _glGetQueryObjectuiv
0000a815 (__TEXT,__text) external _glGetQueryObjectuivARB
0000543d (__TEXT,__text) external _glGetQueryiv
0000a7d1 (__TEXT,__text) external _glGetQueryivARB
0000663d (__TEXT,__text) external _glGetRenderbufferParameteriv
0000b987 (__TEXT,__text) external _glGetRenderbufferParameterivEXT
00007844 (__TEXT,__text) external _glGetSamplerParameterIiv
00007866 (__TEXT,__text) external _glGetSamplerParameterIuiv
00007822 (__TEXT,__text) external _glGetSamplerParameterfv
00007800 (__TEXT,__text) external _glGetSamplerParameteriv
0000436e (__TEXT,__text) external _glGetSeparableFilter
00006276 (__TEXT,__text) external _glGetShaderInfoLog
000081c4 (__TEXT,__text) external _glGetShaderPrecisionFormat
0000635a (__TEXT,__text) external _glGetShaderSource
0000af74 (__TEXT,__text) external _glGetShaderSourceARB
0000620a (__TEXT,__text) external _glGetShaderiv
00001be2 (__TEXT,__text) external _glGetString
0000716a (__TEXT,__text) external _glGetStringi
00007df9 (__TEXT,__text) external _glGetSubroutineIndex
00007dd7 (__TEXT,__text) external _glGetSubroutineUniformLocation
0000750c (__TEXT,__text) external _glGetSynciv
00001c01 (__TEXT,__text) external _glGetTexEnvfv
00001c23 (__TEXT,__text) external _glGetTexEnviv
00001c45 (__TEXT,__text) external _glGetTexGendv
00001c67 (__TEXT,__text) external _glGetTexGenfv
00001c89 (__TEXT,__text) external _glGetTexGeniv
00001cab (__TEXT,__text) external _glGetTexImage
00001cd6 (__TEXT,__text) external _glGetTexLevelParameterfv
00001cfe (__TEXT,__text) external _glGetTexLevelParameteriv
0000707f (__TEXT,__text) external _glGetTexParameterIiv
0000c349 (__TEXT,__text) external _glGetTexParameterIivEXT
000070a1 (__TEXT,__text) external _glGetTexParameterIuiv
0000c36b (__TEXT,__text) external _glGetTexParameterIuivEXT
0000c788 (__TEXT,__text) external _glGetTexParameterPointervAPPLE
00001d26 (__TEXT,__text) external _glGetTexParameterfv
00001d48 (__TEXT,__text) external _glGetTexParameteriv
00006af3 (__TEXT,__text) external _glGetTransformFeedbackVarying
0000bd23 (__TEXT,__text) external _glGetTransformFeedbackVaryingEXT
00007235 (__TEXT,__text) external _glGetUniformBlockIndex
0000bdb7 (__TEXT,__text) external _glGetUniformBufferSizeEXT
000071b7 (__TEXT,__text) external _glGetUniformIndices
000062c6 (__TEXT,__text) external _glGetUniformLocation
0000aee0 (__TEXT,__text) external _glGetUniformLocationARB
0000bdd9 (__TEXT,__text) external _glGetUniformOffsetEXT
00007ec4 (__TEXT,__text) external _glGetUniformSubroutineuiv
00007db5 (__TEXT,__text) external _glGetUniformdv
00006316 (__TEXT,__text) external _glGetUniformfv
0000af30 (__TEXT,__text) external _glGetUniformfvARB
00006338 (__TEXT,__text) external _glGetUniformiv
0000af52 (__TEXT,__text) external _glGetUniformivARB
00006eb6 (__TEXT,__text) external _glGetUniformuiv
0000c24f (__TEXT,__text) external _glGetUniformuivEXT
00006bac (__TEXT,__text) external _glGetVertexAttribIiv
0000c0ec (__TEXT,__text) external _glGetVertexAttribIivEXT
00006bce (__TEXT,__text) external _glGetVertexAttribIuiv
0000c10e (__TEXT,__text) external _glGetVertexAttribIuivEXT
00008f08 (__TEXT,__text) external _glGetVertexAttribLdv
00005d17 (__TEXT,__text) external _glGetVertexAttribPointerv
0000981c (__TEXT,__text) external _glGetVertexAttribPointervARB
00005cb1 (__TEXT,__text) external _glGetVertexAttribdv
000097b6 (__TEXT,__text) external _glGetVertexAttribdvARB
00005cd3 (__TEXT,__text) external _glGetVertexAttribfv
000097d8 (__TEXT,__text) external _glGetVertexAttribfvARB
00005cf5 (__TEXT,__text) external _glGetVertexAttribiv
000097fa (__TEXT,__text) external _glGetVertexAttribivARB
00001d6a (__TEXT,__text) external _glHint
000044b4 (__TEXT,__text) external _glHistogram
00001d8c (__TEXT,__text) external _glIndexMask
00001dab (__TEXT,__text) external _glIndexPointer
00001dcd (__TEXT,__text) external _glIndexd
00001df4 (__TEXT,__text) external _glIndexdv
00001e13 (__TEXT,__text) external _glIndexf
00001e3a (__TEXT,__text) external _glIndexfv
00001e59 (__TEXT,__text) external _glIndexi
00001e78 (__TEXT,__text) external _glIndexiv
00001e97 (__TEXT,__text) external _glIndexs
00001eb9 (__TEXT,__text) external _glIndexsv
00001ed8 (__TEXT,__text) external _glIndexub
00001efa (__TEXT,__text) external _glIndexubv
00001f19 (__TEXT,__text) external _glInitNames
0000c4e4 (__TEXT,__text) external _glInsertEventMarkerEXT
00001f35 (__TEXT,__text) external _glInterleavedArrays
00005509 (__TEXT,__text) external _glIsBuffer
0000a89d (__TEXT,__text) external _glIsBufferARB
00001f57 (__TEXT,__text) external _glIsEnabled
0000c406 (__TEXT,__text) external _glIsEnabledIndexedEXT
00006a1b (__TEXT,__text) external _glIsEnabledi
0000c80d (__TEXT,__text) external _glIsFenceAPPLE
0000665f (__TEXT,__text) external _glIsFramebuffer
0000b9a9 (__TEXT,__text) external _glIsFramebufferEXT
00001f7c (__TEXT,__text) external _glIsList
0000b1f4 (__TEXT,__text) external _glIsNamedStringARB
000061e5 (__TEXT,__text) external _glIsProgram
00009133 (__TEXT,__text) external _glIsProgramARB
00008383 (__TEXT,__text) external _glIsProgramPipeline
000053d7 (__TEXT,__text) external _glIsQuery
0000a76b (__TEXT,__text) external _glIsQueryARB
0000658a (__TEXT,__text) external _glIsRenderbuffer
0000b8d4 (__TEXT,__text) external _glIsRenderbufferEXT
000076d7 (__TEXT,__text) external _glIsSampler
000061c0 (__TEXT,__text) external _glIsShader
00007456 (__TEXT,__text) external _glIsSync
00001fa1 (__TEXT,__text) external _glIsTexture
00007fb8 (__TEXT,__text) external _glIsTransformFeedback
00006939 (__TEXT,__text) external _glIsVertexArray
0000c989 (__TEXT,__text) external _glIsVertexArrayAPPLE
0000c588 (__TEXT,__text) external _glIsVertexAttribEnabledAPPLE
0000c491 (__TEXT,__text) external _glLabelObjectEXT
0000cbc0 (__TEXT,__text) external _glLabelObjectWithResponsibleProcessAPPLE
00001fc6 (__TEXT,__text) external _glLightModelf
00001ff5 (__TEXT,__text) external _glLightModelfv
00002017 (__TEXT,__text) external _glLightModeli
00002039 (__TEXT,__text) external _glLightModeliv
0000205b (__TEXT,__text) external _glLightf
00002093 (__TEXT,__text) external _glLightfv
000020b5 (__TEXT,__text) external _glLighti
000020d7 (__TEXT,__text) external _glLightiv
000020f9 (__TEXT,__text) external _glLineStipple
0000211e (__TEXT,__text) external _glLineWidth
00005e1e (__TEXT,__text) external _glLinkProgram
0000aac9 (__TEXT,__text) external _glLinkProgramARB
00002145 (__TEXT,__text) external _glListBase
00002164 (__TEXT,__text) external _glLoadIdentity
00002180 (__TEXT,__text) external _glLoadMatrixd
0000219f (__TEXT,__text) external _glLoadMatrixf
000021be (__TEXT,__text) external _glLoadName
00004ae3 (__TEXT,__text) external _glLoadTransposeMatrixd
0000a266 (__TEXT,__text) external _glLoadTransposeMatrixdARB
00004b02 (__TEXT,__text) external _glLoadTransposeMatrixf
0000a285 (__TEXT,__text) external _glLoadTransposeMatrixfARB
0000b31b (__TEXT,__text) external _glLockArraysEXT
000021dd (__TEXT,__text) external _glLogicOp
000021fc (__TEXT,__text) external _glMap1d
00002251 (__TEXT,__text) external _glMap1f
000022a6 (__TEXT,__text) external _glMap2d
0000231e (__TEXT,__text) external _glMap2f
000055a6 (__TEXT,__text) external _glMapBuffer
0000a93a (__TEXT,__text) external _glMapBufferARB
0000688c (__TEXT,__text) external _glMapBufferRange
00002396 (__TEXT,__text) external _glMapGrid1d
000023d0 (__TEXT,__text) external _glMapGrid1f
0000240a (__TEXT,__text) external _glMapGrid2d
00002463 (__TEXT,__text) external _glMapGrid2f
0000c5b0 (__TEXT,__text) external _glMapVertexAttrib1dAPPLE
0000c60c (__TEXT,__text) external _glMapVertexAttrib1fAPPLE
0000c668 (__TEXT,__text) external _glMapVertexAttrib2dAPPLE
0000c6e7 (__TEXT,__text) external _glMapVertexAttrib2fAPPLE
000024bc (__TEXT,__text) external _glMaterialf
000024f4 (__TEXT,__text) external _glMaterialfv
00002516 (__TEXT,__text) external _glMateriali
00002538 (__TEXT,__text) external _glMaterialiv
0000255a (__TEXT,__text) external _glMatrixMode
000080c5 (__TEXT,__text) external _glMinSampleShading
0000b0c7 (__TEXT,__text) external _glMinSampleShadingARB
000044df (__TEXT,__text) external _glMinmax
00002579 (__TEXT,__text) external _glMultMatrixd
00002598 (__TEXT,__text) external _glMultMatrixf
00004b21 (__TEXT,__text) external _glMultTransposeMatrixd
0000a2a4 (__TEXT,__text) external _glMultTransposeMatrixdARB
00004b40 (__TEXT,__text) external _glMultTransposeMatrixf
