00007ff841d687c0 (__DATA,__data) external _NDR_record
00007ff8003c7ed1 (__TEXT,__text) external _proc_suppress
00007ff8003c78f2 (__TEXT,__text) external _proc_terminate
00007ff8003c794d (__TEXT,__text) external _proc_terminate_all_rsr
00007ff8003c3b20 (__TEXT,__text) external _proc_trace_log
00007ff8003bae12 (__TEXT,__text) external _proc_track_dirty
00007ff8003c763b (__TEXT,__text) external _proc_udata_info
00007ff8003c3b38 (__TEXT,__text) external _proc_uuid_policy
00007ff8003d901a (__TEXT,__text) external _processor_assign
00007ff8003d8edf (__TEXT,__text) external _processor_control
00007ff8003d8c44 (__TEXT,__text) external _processor_exit
00007ff8003d9110 (__TEXT,__text) external _processor_get_assignment
00007ff8003d8d10 (__TEXT,__text) external _processor_info
00007ff8003d2f4a (__TEXT,__text) external _processor_set_create
00007ff8003d2e43 (__TEXT,__text) external _processor_set_default
00007ff8003d8075 (__TEXT,__text) external _processor_set_destroy
00007ff8003d88a9 (__TEXT,__text) external _processor_set_info
00007ff8003d8141 (__TEXT,__text) external _processor_set_max_priority
00007ff8003d8627 (__TEXT,__text) external _processor_set_policy_control
00007ff8003d830c (__TEXT,__text) external _processor_set_policy_disable
00007ff8003d8228 (__TEXT,__text) external _processor_set_policy_enable
00007ff8003d8773 (__TEXT,__text) external _processor_set_stack_usage
00007ff8003d7ef4 (__TEXT,__text) external _processor_set_statistics
00007ff8003d83f3 (__TEXT,__text) external _processor_set_tasks
00007ff8003d8a46 (__TEXT,__text) external _processor_set_tasks_with_flavor
00007ff8003d850d (__TEXT,__text) external _processor_set_threads
00007ff8003d8b78 (__TEXT,__text) external _processor_start
00007ff8003ccc1c (__TEXT,__text) external _pselect
00007ff8003be78d (__TEXT,__text) external _pselect$1050
00007ff8003bd20c (__TEXT,__text) external _pselect$DARWIN_EXTSN
00007ff8003c6e57 (__TEXT,__text) external _pselect$DARWIN_EXTSN$NOCANCEL
00007ff8003cce16 (__TEXT,__text) external _pselect$NOCANCEL
00007ff8003b9b98 (__TEXT,__text) external _pthread_getugid_np
00007ff8003bfddc (__TEXT,__text) external _pthread_setugid_np
00007ff8003bf624 (__TEXT,__text) external _ptrace
00007ff8003bb07c (__TEXT,__text) external _pwrite
00007ff8003c3120 (__TEXT,__text) external _pwrite$NOCANCEL
00007ff8003c3b50 (__TEXT,__text) external _pwritev
00007ff8003c3138 (__TEXT,__text) external _pwritev$NOCANCEL
00007ff8003c6b37 (__TEXT,__text) external _quota
00007ff8003bd354 (__TEXT,__text) external _quotactl
00007ff8003b8fe4 (__TEXT,__text) external _read
00007ff8003b9e68 (__TEXT,__text) external _read$NOCANCEL
00007ff8003ba1dc (__TEXT,__text) external _readlink
00007ff8003c3b68 (__TEXT,__text) external _readlinkat
00007ff8003c3b80 (__TEXT,__text) external _readv
00007ff8003c3150 (__TEXT,__text) external _readv$NOCANCEL
00007ff8003c6218 (__TEXT,__text) external _reboot
00007ff8003c621f (__TEXT,__text) external _reboot_np
00007ff8003cce11 (__TEXT,__text) external _record_system_event_as_kernel
00007ff8003bbc4c (__TEXT,__text) external _recvfrom
00007ff8003bbb1c (__TEXT,__text) external _recvfrom$NOCANCEL
00007ff8003bbf68 (__TEXT,__text) external _recvmsg
00007ff8003c3198 (__TEXT,__text) external _recvmsg$NOCANCEL
00007ff8003c3b98 (__TEXT,__text) external _recvmsg_x
00007ff8003c3bb0 (__TEXT,__text) external _register_uexc_handler
00007ff8003bc3ec (__TEXT,__text) external _removexattr
00007ff8003bb375 (__TEXT,__text) external _rename
00007ff8003c8cee (__TEXT,__text) external _rename_ext
00007ff8003c628b (__TEXT,__text) external _renameat
00007ff8003c8cad (__TEXT,__text) external _renameatx_np
00007ff8003c8cc4 (__TEXT,__text) external _renamex_np
00007ff8003c3bc8 (__TEXT,__text) external _revoke
00007ff8003bb3ae (__TEXT,__text) external _rmdir
00007ff8003c3be0 (__TEXT,__text) external _searchfs
00007ff8003bbcd9 (__TEXT,__text) external _select
00007ff8003bc7a6 (__TEXT,__text) external _select$1050
00007ff8003c1288 (__TEXT,__text) external _select$DARWIN_EXTSN
00007ff8003bbb04 (__TEXT,__text) external _select$DARWIN_EXTSN$NOCANCEL
00007ff8003bbad3 (__TEXT,__text) external _select$NOCANCEL
00007ff8003bffc0 (__TEXT,__text) external _sem_close
00007ff8003cc918 (__TEXT,__text) external _sem_destroy
00007ff8003cc93b (__TEXT,__text) external _sem_getvalue
00007ff8003cc95e (__TEXT,__text) external _sem_init
00007ff8003bffa8 (__TEXT,__text) external _sem_open
00007ff8003c3bf8 (__TEXT,__text) external _sem_post
00007ff8003c3c10 (__TEXT,__text) external _sem_trywait
00007ff8003c3c28 (__TEXT,__text) external _sem_unlink
00007ff8003c3c40 (__TEXT,__text) external _sem_wait
00007ff8003c31e0 (__TEXT,__text) external _sem_wait$NOCANCEL
00007ff8003baa4a (__TEXT,__text) external _semaphore_create
00007ff8003bad28 (__TEXT,__text) external _semaphore_destroy
00007ff8003bab73 (__TEXT,__text) external _semaphore_signal
00007ff8003c6c1c (__TEXT,__text) external _semaphore_signal_all
00007ff8003b851c (__TEXT,__text) external _semaphore_signal_all_trap
00007ff8003c6c21 (__TEXT,__text) external _semaphore_signal_thread
00007ff8003b8528 (__TEXT,__text) external _semaphore_signal_thread_trap
00007ff8003b8510 (__TEXT,__text) external _semaphore_signal_trap
00007ff8003bc19b (__TEXT,__text) external _semaphore_timedwait
00007ff8003c6c2c (__TEXT,__text) external _semaphore_timedwait_signal
00007ff8003b8558 (__TEXT,__text) external _semaphore_timedwait_signal_trap
00007ff8003b854c (__TEXT,__text) external _semaphore_timedwait_trap
00007ff8003bab6e (__TEXT,__text) external _semaphore_wait
00007ff8003c6c27 (__TEXT,__text) external _semaphore_wait_signal
00007ff8003b8540 (__TEXT,__text) external _semaphore_wait_signal_trap
00007ff8003b8534 (__TEXT,__text) external _semaphore_wait_trap
00007ff8003c31f8 (__TEXT,__text) external _semctl
00007ff8003c3c58 (__TEXT,__text) external _semget
00007ff8003c3c70 (__TEXT,__text) external _semop
00007ff8003c3210 (__TEXT,__text) external _semsys
00007ff8003c3c88 (__TEXT,__text) external _sendfile
00007ff8003bcd70 (__TEXT,__text) external _sendmsg
00007ff8003bbb4c (__TEXT,__text) external _sendmsg$NOCANCEL
00007ff8003c3ca0 (__TEXT,__text) external _sendmsg_x
00007ff8003bbc34 (__TEXT,__text) external _sendto
00007ff8003bbabc (__TEXT,__text) external _sendto$NOCANCEL
00007ff8003bb0ac (__TEXT,__text) external _setattrlist
00007ff8003c3cb8 (__TEXT,__text) external _setattrlistat
00007ff8003cf7c2 (__TEXT,__text) external _setaudit
00007ff8003c3cd0 (__TEXT,__text) external _setaudit_addr
00007ff8003c3ce8 (__TEXT,__text) external _setauid
00007ff8003bfe0c (__TEXT,__text) external _setegid
00007ff8003bfdf4 (__TEXT,__text) external _seteuid
00007ff8003bfbe8 (__TEXT,__text) external _setgid
00007ff8003c3d00 (__TEXT,__text) external _setgroups
00007ff8003be61b (__TEXT,__text) external _setiopolicy_np
00007ff8003bf210 (__TEXT,__text) external _setitimer
00007ff8003c1a70 (__TEXT,__text) external _setpgid
00007ff8003bed86 (__TEXT,__text) external _setpriority
00007ff8003c3d18 (__TEXT,__text) external _setprivexec
00007ff8003c6b52 (__TEXT,__text) external _setquota
00007ff8003c3228 (__TEXT,__text) external _setregid
00007ff8003c3240 (__TEXT,__text) external _setreuid
00007ff8003ba8a0 (__TEXT,__text) external _setrlimit
00007ff8003c3258 (__TEXT,__text) external _setsgroups_np
00007ff8003bf310 (__TEXT,__text) external _setsid
00007ff8003bba8c (__TEXT,__text) external _setsockopt
00007ff8003bfc00 (__TEXT,__text) external _setuid
00007ff8003c32a0 (__TEXT,__text) external _setwgroups_np
00007ff8003bb2e4 (__TEXT,__text) external _setxattr
00007ff8003c9be2 (__TEXT,__text) external _sfi_get_class_offtime
00007ff8003c9c03 (__TEXT,__text) external _sfi_process_get_flags
00007ff8003c9bf3 (__TEXT,__text) external _sfi_process_set_flags
00007ff8003bffed (__TEXT,__text) external _sfi_set_class_offtime
00007ff8003b99ac (__TEXT,__text) external _shm_open
00007ff8003c3d30 (__TEXT,__text) external _shm_unlink
00007ff8003c3d48 (__TEXT,__text) external _shmat
00007ff8003c3300 (__TEXT,__text) external _shmctl
00007ff8003c3d60 (__TEXT,__text) external _shmdt
00007ff8003c3d78 (__TEXT,__text) external _shmget
00007ff8003c3318 (__TEXT,__text) external _shmsys
00007ff8003bbc94 (__TEXT,__text) external _shutdown
00007ff8003c3d90 (__TEXT,__text) external _sigpending
00007ff8003bb04c (__TEXT,__text) external _sigprocmask
00007ff8003cddf1 (__TEXT,__text) external _sigsuspend
00007ff8003be293 (__TEXT,__text) external _sigsuspend$NOCANCEL
00007ff8003bb86c (__TEXT,__text) external _socket
00007ff8003c3da8 (__TEXT,__text) external _socket_delegate
00007ff8003bbb34 (__TEXT,__text) external _socketpair
00007ff8003c99c8 (__TEXT,__text) external _stackshot_capture_with_config
00007ff8003c9967 (__TEXT,__text) external _stackshot_config_create
00007ff8003c9aeb (__TEXT,__text) external _stackshot_config_dealloc
00007ff8003c9aa3 (__TEXT,__text) external _stackshot_config_dealloc_buffer
00007ff8003c9a35 (__TEXT,__text) external _stackshot_config_get_stackshot_buffer
00007ff8003c9a42 (__TEXT,__text) external _stackshot_config_get_stackshot_size
00007ff8003c9a6f (__TEXT,__text) external _stackshot_config_set_delta_timestamp
00007ff8003c99b6 (__TEXT,__text) external _stackshot_config_set_flags
00007ff8003c9a88 (__TEXT,__text) external _stackshot_config_set_pagetable_mask
00007ff8003c99a6 (__TEXT,__text) external _stackshot_config_set_pid
00007ff8003c9a57 (__TEXT,__text) external _stackshot_config_set_size_hint
00007ff8003c1aa0 (__TEXT,__text) external _stat
00007ff8003b9ae8 (__TEXT,__text) external _stat$INODE64
00007ff8003b9ae8 (__TEXT,__text) external _stat64
00007ff8003c3dc0 (__TEXT,__text) external _statfs
00007ff8003ba9f0 (__TEXT,__text) external _statfs$INODE64
00007ff8003ba9f0 (__TEXT,__text) external _statfs64
00007ff841d68890 (__DATA,__bss) non-external _supported
00007ff8003c3dd8 (__TEXT,__text) external _swapon
00007ff8003b8618 (__TEXT,__text) external _swtch
00007ff8003b860c (__TEXT,__text) external _swtch_pri
00007ff8003bcd40 (__TEXT,__text) external _symlink
00007ff8003c3df0 (__TEXT,__text) external _symlinkat
00007ff8003c3e08 (__TEXT,__text) external _sync
00007ff8003ba1c4 (__TEXT,__text) external _syscall
00007ff8003b8624 (__TEXT,__text) external _syscall_thread_switch
00007ff8003c9bd0 (__TEXT,__text) external _system_get_sfi_window
00007ff8003c3e20 (__TEXT,__text) external _system_override
00007ff8003c0017 (__TEXT,__text) external _system_set_sfi_window
00007ff841d68898 (__DATA,__bss) non-external _system_version_compat_check_path_suffix
00007ff841d68838 (__DATA,__common) external _system_version_compat_mode
00007ff8003dacd3 (__TEXT,__text) external _task_assign
00007ff8003dadc9 (__TEXT,__text) external _task_assign_default
00007ff8003d98a0 (__TEXT,__text) external _task_create
00007ff8003dcab8 (__TEXT,__text) external _task_create_identity_token
00007ff8003dccde (__TEXT,__text) external _task_dyld_process_info_notify_deregister
00007ff8003b8438 (__TEXT,__text) external _task_dyld_process_info_notify_get
00007ff8003dc9d0 (__TEXT,__text) external _task_dyld_process_info_notify_register
00007ff8003b85a0 (__TEXT,__text) external _task_for_pid
00007ff8003dbbd4 (__TEXT,__text) external _task_generate_corpse
00007ff8003daead (__TEXT,__text) external _task_get_assignment
00007ff8003dc008 (__TEXT,__text) external _task_get_dyld_image_infos
00007ff8003da854 (__TEXT,__text) external _task_get_emulation_vector
00007ff8003dc6f6 (__TEXT,__text) external _task_get_exc_guard_behavior
00007ff8003c1684 (__TEXT,__text) external _task_get_exception_ports
00007ff8003dcdc2 (__TEXT,__text) external _task_get_exception_ports_info
00007ff8003db8a1 (__TEXT,__text) external _task_get_mach_voucher
00007ff8003b89b3 (__TEXT,__text) external _task_get_special_port
00007ff8003db173 (__TEXT,__text) external _task_get_state
00007ff8003dcbbf (__TEXT,__text) external _task_identity_token_get_task_port
00007ff8003b8b1a (__TEXT,__text) external _task_info
00007ff8003dc575 (__TEXT,__text) external _task_inspect
00007ff8003c3e38 (__TEXT,__text) external _task_inspect_for_pid
00007ff8003dbcdb (__TEXT,__text) external _task_map_corpse_info
00007ff8003dc44f (__TEXT,__text) external _task_map_corpse_info_64
00007ff8003dd2f6 (__TEXT,__text) external _task_map_kcdata_object_64
00007ff8003b8594 (__TEXT,__text) external _task_name_for_pid
00007ff8003da61b (__TEXT,__text) external _task_policy
00007ff8003da37e (__TEXT,__text) external _task_policy_get
00007ff8003ba478 (__TEXT,__text) external _task_policy_set
00007ff8003db76f (__TEXT,__text) external _task_purgable_info
00007ff8003c3e50 (__TEXT,__text) external _task_read_for_pid
00007ff8003dc31d (__TEXT,__text) external _task_register_dyld_get_process_state
00007ff8003dbe00 (__TEXT,__text) external _task_register_dyld_image_infos
00007ff8003dc22e (__TEXT,__text) external _task_register_dyld_set_dyld_state
00007ff8003dc12f (__TEXT,__text) external _task_register_dyld_shared_cache_image_info
00007ff8003b86cd (__TEXT,__text) external _task_restartable_ranges_register
00007ff8003ba8c3 (__TEXT,__text) external _task_restartable_ranges_synchronize
00007ff8003d9b73 (__TEXT,__text) external _task_resume
00007ff8003db6a3 (__TEXT,__text) external _task_resume2
00007ff8003da533 (__TEXT,__text) external _task_sample
00007ff8003c6c4a (__TEXT,__text) external _task_self_
00007ff8003b84e0 (__TEXT,__text) external _task_self_trap
00007ff8003dd119 (__TEXT,__text) external _task_set_corpse_forking_behavior
00007ff8003da76c (__TEXT,__text) external _task_set_emulation
00007ff8003da97f (__TEXT,__text) external _task_set_emulation_vector
00007ff8003dc7f1 (__TEXT,__text) external _task_set_exc_guard_behavior
00007ff8003c0807 (__TEXT,__text) external _task_set_exception_ports
00007ff8003c0baa (__TEXT,__text) external _task_set_info
00007ff8003db9c0 (__TEXT,__text) external _task_set_mach_voucher
00007ff8003db489 (__TEXT,__text) external _task_set_phys_footprint_limit
00007ff8003dafb4 (__TEXT,__text) external _task_set_policy
00007ff8003cf3b0 (__TEXT,__text) external _task_set_port_space
00007ff8003daa83 (__TEXT,__text) external _task_set_ras_pc
00007ff8003b94ca (__TEXT,__text) external _task_set_special_port
00007ff8003db32d (__TEXT,__text) external _task_set_state
00007ff8003d9aa7 (__TEXT,__text) external _task_suspend
00007ff8003db59c (__TEXT,__text) external _task_suspend2
00007ff8003d9eee (__TEXT,__text) external _task_swap_exception_ports
00007ff8003dbaa8 (__TEXT,__text) external _task_swap_mach_voucher
00007ff8003d99d8 (__TEXT,__text) external _task_terminate
00007ff8003dd1fd (__TEXT,__text) external _task_test_async_upcall_propagation
00007ff8003dd031 (__TEXT,__text) external _task_test_sync_upcall
00007ff8003bf914 (__TEXT,__text) external _task_threads
00007ff8003dbf04 (__TEXT,__text) external _task_unregister_dyld_image_infos
00007ff8003dab6c (__TEXT,__text) external _task_zone_info
00007ff8003c9bc8 (__TEXT,__text) external _terminate_with_payload
00007ff8003c0b75 (__TEXT,__text) external _terminate_with_reason
00007ff8003ddaf4 (__TEXT,__text) external _thread_abort
00007ff8003ddbc0 (__TEXT,__text) external _thread_abort_safely
00007ff8003de3c5 (__TEXT,__text) external _thread_assign
00007ff8003de4ad (__TEXT,__text) external _thread_assign_default
00007ff8003deb32 (__TEXT,__text) external _thread_convert_thread_state
00007ff8003d9c40 (__TEXT,__text) external _thread_create
00007ff8003d9d47 (__TEXT,__text) external _thread_create_running
00007ff8003ddc8c (__TEXT,__text) external _thread_depress_abort
00007ff8003bac80 (__TEXT,__text) external _thread_destruct_special_reply_port
00007ff8003de579 (__TEXT,__text) external _thread_get_assignment
00007ff8003c002a (__TEXT,__text) external _thread_get_exception_ports
00007ff8003ded6a (__TEXT,__text) external _thread_get_exception_ports_info
00007ff8003de7ff (__TEXT,__text) external _thread_get_mach_voucher
00007ff8003c89e9 (__TEXT,__text) external _thread_get_register_pointer_values
00007ff8003ddd58 (__TEXT,__text) external _thread_get_special_port
00007ff8003b85dc (__TEXT,__text) external _thread_get_special_reply_port
00007ff8003bfa2e (__TEXT,__text) external _thread_get_state
00007ff8003be2d5 (__TEXT,__text) external _thread_info
00007ff8003bc614 (__TEXT,__text) external _thread_policy
00007ff8003bfc18 (__TEXT,__text) external _thread_policy_get
00007ff8003bd381 (__TEXT,__text) external _thread_policy_set
00007ff8003dda28 (__TEXT,__text) external _thread_resume
00007ff8003de1f9 (__TEXT,__text) external _thread_sample
00007ff8003b84d4 (__TEXT,__text) external _thread_self_trap
00007ff8003c3e68 (__TEXT,__text) external _thread_selfcounts
00007ff8003bd585 (__TEXT,__text) external _thread_set_exception_ports
00007ff8003de91e (__TEXT,__text) external _thread_set_mach_voucher
00007ff8003c899a (__TEXT,__text) external _thread_set_policy
00007ff8003dde77 (__TEXT,__text) external _thread_set_special_port
00007ff8003dd800 (__TEXT,__text) external _thread_set_state
00007ff8003dd95c (__TEXT,__text) external _thread_suspend
00007ff8003ddf70 (__TEXT,__text) external _thread_swap_exception_ports
00007ff8003dea06 (__TEXT,__text) external _thread_swap_mach_voucher
00007ff8003bca03 (__TEXT,__text) external _thread_switch
00007ff8003dd41c (__TEXT,__text) external _thread_terminate
00007ff8003d0e67 (__TEXT,__text) external _thread_wire
00007ff8003e0a60 (__TEXT,__const) non-external _times_now
00007ff8003c3e80 (__TEXT,__text) external _tracker_action
00007ff8003c3e98 (__TEXT,__text) external _truncate
00007ff8003bc9d4 (__TEXT,__text) external _umask
00007ff8003c3eb0 (__TEXT,__text) external _undelete
00007ff8003c3ec8 (__TEXT,__text) external _ungraftdmg
00007ff8003bb648 (__TEXT,__text) external _unlink
00007ff8003c0289 (__TEXT,__text) external _unlinkat
00007ff8003c2410 (__TEXT,__text) external _unmount
00007ff8003c3ee0 (__TEXT,__text) external _usrctl
00007ff8003c88bf (__TEXT,__text) external _utimensat
00007ff8003bc9ec (__TEXT,__text) external _utimes
00007ff8003c3ef8 (__TEXT,__text) external _vfs_purge
00007ff8003ba0cf (__TEXT,__text) external _vm_allocate
00007ff8003d0f5d (__TEXT,__text) external _vm_allocate_cpm
00007ff8003df537 (__TEXT,__text) external _vm_behavior_set
00007ff8003bab79 (__TEXT,__text) external _vm_copy
00007ff8003ba182 (__TEXT,__text) external _vm_deallocate
00007ff8003defd9 (__TEXT,__text) external _vm_inherit
00007ff843adc040 (__DATA_DIRTY,__common) external _vm_kernel_page_mask
00007ff843adc048 (__DATA_DIRTY,__common) external _vm_kernel_page_shift
00007ff843adc038 (__DATA_DIRTY,__common) external _vm_kernel_page_size
00007ff8003df624 (__TEXT,__text) external _vm_machine_attribute
00007ff8003c214e (__TEXT,__text) external _vm_map
00007ff8003df748 (__TEXT,__text) external _vm_map_page_query
00007ff8003df44b (__TEXT,__text) external _vm_msync
00007ff843adc050 (__DATA_DIRTY,__common) external _vm_page_mask
00007ff843adc058 (__DATA_DIRTY,__common) external _vm_page_shift
00007ff843adc070 (__DATA_DIRTY,__common) external _vm_page_size
00007ff8003c3f10 (__TEXT,__text) external _vm_pressure_monitor
00007ff8003bbf63 (__TEXT,__text) external _vm_protect
00007ff8003bb1f9 (__TEXT,__text) external _vm_purgable_control
00007ff8003bfe22 (__TEXT,__text) external _vm_read
00007ff8003df0c8 (__TEXT,__text) external _vm_read_list
00007ff8003df32e (__TEXT,__text) external _vm_read_overwrite
00007ff8003bede2 (__TEXT,__text) external _vm_region_64
00007ff8003befc9 (__TEXT,__text) external _vm_region_recurse_64
00007ff8003ba292 (__TEXT,__text) external _vm_remap
00007ff8003cf6f8 (__TEXT,__text) external _vm_remap_new
00007ff8003d0d68 (__TEXT,__text) external _vm_wire
00007ff8003df22f (__TEXT,__text) external _vm_write
00007ff8003baff0 (__TEXT,__text) external _voucher_mach_msg_adopt
00007ff8003b9471 (__TEXT,__text) external _voucher_mach_msg_clear
00007ff8003bafda (__TEXT,__text) external _voucher_mach_msg_revert
00007ff8003b90c0 (__TEXT,__text) external _voucher_mach_msg_set
00007ff841d68818 (__DATA,__common) external _vprintf_stderr_func
00007ff8003c2398 (__TEXT,__text) external _wait4
00007ff8003c3f28 (__TEXT,__text) external _waitid
00007ff8003c3430 (__TEXT,__text) external _waitid$NOCANCEL
00007ff8003ce32c (__TEXT,__text) external _work_interval_copy_port
00007ff8003bf6a1 (__TEXT,__text) external _work_interval_create
00007ff8003ce1c6 (__TEXT,__text) external _work_interval_destroy
00007ff8003cdf3c (__TEXT,__text) external _work_interval_get_flags_from_port
00007ff8003bf791 (__TEXT,__text) external _work_interval_instance_alloc
00007ff8003ce054 (__TEXT,__text) external _work_interval_instance_clear
00007ff8003ce15e (__TEXT,__text) external _work_interval_instance_finish
00007ff8003ce068 (__TEXT,__text) external _work_interval_instance_free
00007ff8003ce0bc (__TEXT,__text) external _work_interval_instance_get_complexity
00007ff8003ce09e (__TEXT,__text) external _work_interval_instance_get_deadline
00007ff8003ce0ad (__TEXT,__text) external _work_interval_instance_get_finish
00007ff8003bf7cf (__TEXT,__text) external _work_interval_instance_get_id
00007ff8003ce08f (__TEXT,__text) external _work_interval_instance_get_start
00007ff8003ce08a (__TEXT,__text) external _work_interval_instance_set_complexity
00007ff8003ce080 (__TEXT,__text) external _work_interval_instance_set_deadline
00007ff8003ce085 (__TEXT,__text) external _work_interval_instance_set_finish
00007ff8003ce07b (__TEXT,__text) external _work_interval_instance_set_start
00007ff8003ce0cc (__TEXT,__text) external _work_interval_instance_start
00007ff8003ce111 (__TEXT,__text) external _work_interval_instance_update
00007ff8003ce29e (__TEXT,__text) external _work_interval_join
00007ff8003ce2e5 (__TEXT,__text) external _work_interval_join_port
00007ff8003ce31c (__TEXT,__text) external _work_interval_leave
00007ff8003cdfa7 (__TEXT,__text) external _work_interval_notify
00007ff8003ce016 (__TEXT,__text) external _work_interval_notify_simple
00007ff8003bb360 (__TEXT,__text) external _write
00007ff8003bb5e8 (__TEXT,__text) external _write$NOCANCEL
00007ff8003bb5b8 (__TEXT,__text) external _writev
00007ff8003c3448 (__TEXT,__text) external _writev$NOCANCEL
