00007ffa19628b5b (__TEXT,__text) non-external _DiToMD5
00007ffa196160c4 (__TEXT,__text) external __ZThn48_N12IOUserClient14ExternalMethodEyP27IOUserClientMethodArgumentsPK26IOUserClientMethodDispatchP8OSObjectPv
00007ffa1961b62e (__TEXT,__text) external __ZThn48_N12OSDictionary14ensureCapacityEj
00007ffa1961b6ea (__TEXT,__text) external __ZThn48_N12OSDictionary15flushCollectionEv
00007ffa1961bcda (__TEXT,__text) external __ZThn48_N7OSArray14ensureCapacityEj
00007ffa1961bd6e (__TEXT,__text) external __ZThn48_N7OSArray15flushCollectionEv
00007ffa1961b50c (__TEXT,__text) external __ZThn48_NK12OSCollection14copyCollectionEP12OSDictionary
00007ffa1961b51c (__TEXT,__text) external __ZThn48_NK12OSCollection14iterateObjectsEU13block_pointerFbP8OSObjectE
00007ffa1961b618 (__TEXT,__text) external __ZThn48_NK12OSDictionary11getCapacityEv
00007ffa1961bb1a (__TEXT,__text) external __ZThn48_NK12OSDictionary14iterateObjectsEU13block_pointerFbP8OSObjectE
00007ffa1961b5fc (__TEXT,__text) external __ZThn48_NK12OSDictionary8getCountEv
00007ffa1961bcc4 (__TEXT,__text) external __ZThn48_NK7OSArray11getCapacityEv
00007ffa1961c076 (__TEXT,__text) external __ZThn48_NK7OSArray14iterateObjectsEU13block_pointerFbP8OSObjectE
00007ffa1961bca8 (__TEXT,__text) external __ZThn48_NK7OSArray8getCountEv
00007ffa430bb9c0 (__DATA,__bss) non-external __ZZL13noChannelNamevE4name
00007ffa430bb9c8 (__DATA,__bss) non-external __ZZL13noChannelNamevE4once
00007ffa430ba980 (__DATA,__bss) non-external __ZZL18isFirstPartyDrivervE4once
00007ffa430ba988 (__DATA,__bss) non-external __ZZL18isFirstPartyDrivervE6result
                 (undefined) weak external __ZdlPv (from libc++)
                 (undefined) weak external __Znwm (from libc++)
00007ffa196129d0 (__TEXT,__text) non-external ___IOUserServerMain_block_invoke
00007ffa19612a2a (__TEXT,__text) non-external ___IOUserServerMain_block_invoke_2
00007ffa19612a84 (__TEXT,__text) non-external ___IOUserServerMain_block_invoke_3
00007ffa19638ca7 (__TEXT,__text) non-external ___IOUserServerMain_block_invoke_3.cold.1
00007ffa19638cca (__TEXT,__text) non-external ___IOUserServerMain_block_invoke_3.cold.2
00007ffa1961a200 (__TEXT,__text) non-external ___OSArrayApply_block_invoke
00007ffa196198c3 (__TEXT,__text) non-external ___OSDictionaryApply_block_invoke
00007ffa196396be (__TEXT,__text) non-external ___OSDictionaryApply_block_invoke.cold.1
00007ffa196396e1 (__TEXT,__text) non-external ___OSDictionaryApply_block_invoke.cold.2
00007ffa19619133 (__TEXT,__text) non-external ___OSStringCreate_block_invoke
00007ffa1961ad31 (__TEXT,__text) non-external ____Z16OSSerializeEntryP15OSSerializationS0_17OSCollectionEntry_block_invoke
00007ffa1961ad89 (__TEXT,__text) non-external ____Z16OSSerializeEntryP15OSSerializationS0_17OSCollectionEntry_block_invoke_2
00007ffa1961b3f0 (__TEXT,__text) non-external ____Z19OSObjectLogInternalP8OSObjectj_block_invoke
00007ffa1961b4a7 (__TEXT,__text) non-external ____Z19OSObjectLogInternalP8OSObjectj_block_invoke.39
00007ffa1962688a (__TEXT,__text) non-external ____ZL13noChannelNamev_block_invoke
00007ffa196180a8 (__TEXT,__text) non-external ____ZL15OSCopyInObjectsP18IOUserServer_IVarsP16IORPCMessageMachP12IORPCMessageb_block_invoke
00007ffa1963944b (__TEXT,__text) non-external ____ZL15OSCopyInObjectsP18IOUserServer_IVarsP16IORPCMessageMachP12IORPCMessageb_block_invoke.cold.1
00007ffa1960f64f (__TEXT,__text) non-external ____ZL18isFirstPartyDriverv_block_invoke
00007ffa1961d099 (__TEXT,__text) non-external ____ZL19OSArrayContainerizeP7OSArray_block_invoke
00007ffa1961d191 (__TEXT,__text) non-external ____ZL20OSArrayInternalApplyP7OSArrayjU13block_pointerFbmP15OSSerialization17OSCollectionEntryE_block_invoke
00007ffa1961cf1e (__TEXT,__text) non-external ____ZL20OSDictionaryGetEntryP12OSDictionaryP8OSObjectPKcPm_block_invoke
00007ffa19639b64 (__TEXT,__text) non-external ____ZL20OSDictionaryGetEntryP12OSDictionaryP8OSObjectPKcPm_block_invoke.cold.1
00007ffa1961d2b0 (__TEXT,__text) non-external ____ZL21OSArrayIterateObjectsP7OSArrayjU13block_pointerFbP8OSObjectE_block_invoke
00007ffa1961cda2 (__TEXT,__text) non-external ____ZL24OSDictionaryContainerizeP12OSDictionary_block_invoke
00007ffa1961ceed (__TEXT,__text) non-external ____ZL25OSDictionaryInternalApplyP12OSDictionaryU13block_pointerFbmP15OSSerialization17OSCollectionEntryS3_E_block_invoke
00007ffa1961d200 (__TEXT,__text) non-external ____ZL26OSDictionaryIterateObjectsP12OSDictionaryU13block_pointerFbP8OSObjectS2_E_block_invoke
00007ffa1961d1e1 (__TEXT,__text) non-external ____ZL27OSCollectionEntryArrayApplyP15OSSerialization17OSCollectionEntryU13block_pointerFbmS0_S1_E_block_invoke
00007ffa19618357 (__TEXT,__text) non-external ____ZL31IOInterruptDispatchSourceThreadPv_block_invoke
00007ffa1961d1b8 (__TEXT,__text) non-external ____ZL32OSCollectionEntryDictionaryApplyP15OSSerialization17OSCollectionEntryU13block_pointerFbmS0_S1_S1_E_block_invoke
00007ffa196180c5 (__TEXT,__text) non-external ____ZL8LockTesti_block_invoke
00007ffa19618117 (__TEXT,__text) non-external ____ZL8LockTesti_block_invoke.173
00007ffa1961818e (__TEXT,__text) non-external ____ZL8LockTesti_block_invoke.175
00007ffa196289d8 (__TEXT,__text) non-external ____ZL8deepcopyP12OSDictionary_block_invoke
00007ffa19625778 (__TEXT,__text) non-external ____ZN10IOReporter16updateAllReportsEP12OSCollectionP6OSDatajPjyyP18IOMemoryDescriptor_block_invoke
00007ffa196253c7 (__TEXT,__text) non-external ____ZN10IOReporter19configureAllReportsEP12OSCollectionP6OSDatajPj_block_invoke
00007ffa1961b92b (__TEXT,__text) non-external ____ZN12OSDictionary5mergeEPKS__block_invoke
00007ffa19616ba4 (__TEXT,__text) non-external ____ZN13IOCommandPool10getCommandEb_block_invoke
00007ffa19616c45 (__TEXT,__text) non-external ____ZN13IOCommandPool13returnCommandEP9IOCommand_block_invoke
00007ffa196391d5 (__TEXT,__text) non-external ____ZN13IOCommandPool13returnCommandEP9IOCommand_block_invoke.cold.1
00007ffa196131f0 (__TEXT,__text) non-external ____ZN15IODispatchQueue14DispatchSync_fEPvPFvS0_E_block_invoke
00007ffa19612ff6 (__TEXT,__text) non-external ____ZN15IODispatchQueue15DispatchAsync_fEPvPFvS0_E_block_invoke
00007ffa196130f9 (__TEXT,__text) non-external ____ZN15IODispatchQueue20DispatchConcurrent_fEPvPFvS0_E_block_invoke
00007ffa19612c5c (__TEXT,__text) non-external ____ZN15IODispatchQueue6CancelEU13block_pointerFvvE_block_invoke
00007ffa19613622 (__TEXT,__text) non-external ____ZN15IODispatchQueue9RunActionEU13block_pointerFivE_block_invoke
00007ffa19610f54 (__TEXT,__text) non-external ____ZN15OSMetaClassBase6InvokeE5IORPC_block_invoke
00007ffa19614d8e (__TEXT,__text) non-external ____ZN21IOTimerDispatchSource11Cancel_ImplEU13block_pointerFvvE_block_invoke
00007ffa19614b33 (__TEXT,__text) non-external ____ZN21IOTimerDispatchSource11Create_ImplEP15IODispatchQueuePPS__block_invoke
00007ffa19614be0 (__TEXT,__text) non-external ____ZN21IOTimerDispatchSource11Create_ImplEP15IODispatchQueuePPS__block_invoke_2
00007ffa19614f4e (__TEXT,__text) non-external ____ZN21IOTimerDispatchSource15WakeAtTime_ImplEyyy_block_invoke
00007ffa19613a9b (__TEXT,__text) non-external ____ZN25IOInterruptDispatchSource11Cancel_ImplEU13block_pointerFvvE_block_invoke
00007ffa19613879 (__TEXT,__text) non-external ____ZN25IOInterruptDispatchSource28SetEnableWithCompletion_ImplEbU13block_pointerFvvE_block_invoke
00007ffa19613d2e (__TEXT,__text) non-external ____ZN35IOServiceNotificationDispatchSource11Cancel_ImplEU13block_pointerFvvE_block_invoke
00007ffa19613e63 (__TEXT,__text) non-external ____ZN35IOServiceNotificationDispatchSource20DeliverNotificationsEU13block_pointerFvyP9IOServiceyE_block_invoke
00007ffa19638ed7 (__TEXT,__text) non-external ____ZN35IOServiceNotificationDispatchSource20DeliverNotificationsEU13block_pointerFvyP9IOServiceyE_block_invoke.cold.1
00007ffa19638efa (__TEXT,__text) non-external ____ZN35IOServiceNotificationDispatchSource20DeliverNotificationsEU13block_pointerFvyP9IOServiceyE_block_invoke.cold.2
00007ffa19613caf (__TEXT,__text) non-external ____ZN35IOServiceNotificationDispatchSource28SetEnableWithCompletion_ImplEbU13block_pointerFvvE_block_invoke
00007ffa19616f95 (__TEXT,__text) non-external ____ZN40IOServiceStateNotificationDispatchSource11Cancel_ImplEU13block_pointerFvvE_block_invoke
00007ffa19616f16 (__TEXT,__text) non-external ____ZN40IOServiceStateNotificationDispatchSource28SetEnableWithCompletion_ImplEbU13block_pointerFvvE_block_invoke
00007ffa1961c376 (__TEXT,__text) non-external ____ZN5OSSet5mergeEPK7OSArray_block_invoke
00007ffa1961bf50 (__TEXT,__text) non-external ____ZN7OSArray5mergeEPKS__block_invoke
00007ffa196151f8 (__TEXT,__text) non-external ____ZN8OSAction6CancelEU13block_pointerFvvE_block_invoke
00007ffa196193d2 (__TEXT,__text) non-external ____ZN8OSString4freeEv_block_invoke
00007ffa19615b60 (__TEXT,__text) non-external ____ZN9IOService9Stop_ImplEPS__block_invoke
00007ffa1961bb0a (__TEXT,__text) non-external ____ZNK12OSDictionary14iterateObjectsEU13block_pointerFbP8OSObjectE_block_invoke
00007ffa1961ba39 (__TEXT,__text) non-external ____ZNK12OSDictionary9isEqualToEPKS_PK12OSCollection_block_invoke
00007ffa1961b958 (__TEXT,__text) non-external ____ZNK12OSDictionary9isEqualToEPKS__block_invoke
00007ffa1961c118 (__TEXT,__text) non-external ____ZNK7OSArray20getNextIndexOfObjectEPK15OSMetaClassBasej_block_invoke
00007ffa1961bf82 (__TEXT,__text) non-external ____ZNK7OSArray9isEqualToEPKS__block_invoke
                 (undefined) weak external ____chkstk_darwin (from libSystem)
00007ffa19637e44 (__TEXT,__text) external ___assert_rtn
00007ffa41e65ac8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00007ffa41e65b08 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00007ffa41e662d8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00007ffa41e67080 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00007ffa41e673e8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00007ffa41e670b0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.1
00007ffa41e65d78 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.107
00007ffa41e65d98 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.108
00007ffa41e65db8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.109
00007ffa41e65de8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.110
00007ffa41e65e18 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.112
00007ffa41e65e48 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.123
00007ffa41e65e68 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.137
00007ffa41e65e98 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.138
00007ffa41e65eb8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.140
00007ffa41e65ee8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.141
00007ffa41e661d8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.151
00007ffa41e662f8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.16
00007ffa41e66218 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.171
00007ffa41e66248 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.174
00007ffa41e66278 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.176
00007ffa41e662a8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.187
00007ffa41e66318 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.22
00007ffa41e671e0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.23
00007ffa41e66348 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.24
00007ffa41e66378 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.30
00007ffa41e66398 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.31
00007ffa41e663b8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.38
00007ffa41e663e8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.42
00007ffa41e66418 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.51
00007ffa41e66448 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.52
00007ffa41e66478 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.53
00007ffa41e664a8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.54
00007ffa41e664d8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.55
00007ffa41e66508 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.56
00007ffa41e66538 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.57
00007ffa41e66568 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.58
00007ffa41e66e88 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.62
00007ffa41e66ea8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.64
00007ffa41e66ed8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.67
00007ffa41e66f08 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.69
00007ffa41e66f28 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.71
00007ffa41e65b38 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.74
00007ffa41e65b68 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.75
00007ffa41e66f58 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.75
00007ffa41e65b98 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.76
00007ffa41e66f88 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.76
00007ffa41e66fb8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.78
00007ffa41e65bc8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.79
00007ffa41e66fe8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.79
00007ffa41e65bf8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.86
00007ffa41e65c18 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.87
00007ffa41e65c38 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.88
00007ffa41e65c58 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.92
00007ffa41e65c88 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.93
00007ffa41e65cb8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.94
00007ffa41e65ce8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.95
00007ffa41e65d18 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.96
00007ffa41e65d48 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.98
00007ffa41e65ae8 (__DATA_CONST,__const) non-external ___block_literal_global
00007ffa41e661f8 (__DATA_CONST,__const) non-external ___block_literal_global
00007ffa41e67200 (__DATA_CONST,__const) non-external ___block_literal_global
                 (undefined) external ___bzero (from libSystem)
00007ffa1960f700 (__TEXT,__text) non-external (was a private external) ___chkstk_darwin
00007ffa1960f720 (__TEXT,__text) non-external (was a private external) ___chkstk_darwin_llvm_probe
00007ffa19612cc2 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32b
00007ffa19613644 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32b40r
00007ffa19628a70 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32c33_ZTS11OSSharedPtrI12OSDictionaryE
00007ffa19614fb0 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32r
00007ffa19610fdf (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32r40c28_ZTS11OSSharedPtrI8OSActionE
00007ffa1961b444 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32r40r
00007ffa1962549c (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32r40r48r
00007ffa19625878 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32r40r48r56r64r
                 (undefined) external ___cxa_pure_virtual (from libc++)
00007ffa19612cd9 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32b
00007ffa1961367c (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32b40r
00007ffa19628a8d (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32c33_ZTS11OSSharedPtrI12OSDictionaryE
00007ffa19614fc7 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32r
00007ffa1961101a (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32r40c28_ZTS11OSSharedPtrI8OSActionE
00007ffa1961b47c (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32r40r
00007ffa196254e6 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32r40r48r
00007ffa196258e6 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32r40r48r56r64r
                 (undefined) external ___error (from libSystem)
                 (undefined) external ___memcpy_chk (from libSystem)
                 (undefined) external ___stack_chk_fail (from libSystem)
                 (undefined) external ___stack_chk_guard (from libSystem)
                 (undefined) external ___stderrp (from libSystem)
                 (undefined) external __dispatch_queue_attr_concurrent (from libSystem)
                 (undefined) external __dispatch_source_type_timer (from libSystem)
                 (undefined) external __dyld_get_image_header (from libSystem)
                 (undefined) external __dyld_get_image_name (from libSystem)
                 (undefined) external __dyld_image_count (from libSystem)
                 (undefined) external __os_log_default (from libSystem)
                 (undefined) external __os_log_impl (from libSystem)
                 (undefined) external _abort (from libSystem)
00007ffa1960f0d6 (__TEXT,__text) external _absolutetime_to_continuoustime
00007ffa1960ef9b (__TEXT,__text) external _absolutetime_to_nanoseconds
00007ffa19637db2 (__TEXT,__text) non-external _absolutetime_to_nanoseconds.cold.1
00007ffa196292a9 (__TEXT,__text) external _aes_decrypt
00007ffa19629673 (__TEXT,__text) external _aes_decrypt_aad_gcm
00007ffa196291e0 (__TEXT,__text) external _aes_decrypt_cbc
00007ffa19629702 (__TEXT,__text) external _aes_decrypt_finalize_gcm
00007ffa196296b9 (__TEXT,__text) external _aes_decrypt_gcm
00007ffa19629778 (__TEXT,__text) external _aes_decrypt_get_ctx_size_gcm
00007ffa19629640 (__TEXT,__text) external _aes_decrypt_inc_iv_gcm
00007ffa196291a0 (__TEXT,__text) external _aes_decrypt_key
00007ffa1963a180 (__TEXT,__text) non-external _aes_decrypt_key.cold.1
00007ffa196292d2 (__TEXT,__text) external _aes_decrypt_key128
00007ffa196292f6 (__TEXT,__text) external _aes_decrypt_key256
00007ffa19629528 (__TEXT,__text) external _aes_decrypt_key_gcm
00007ffa1962956f (__TEXT,__text) external _aes_decrypt_key_with_iv_gcm
00007ffa19629610 (__TEXT,__text) external _aes_decrypt_reset_gcm
00007ffa196295b9 (__TEXT,__text) external _aes_decrypt_set_iv_gcm
00007ffa19629189 (__TEXT,__text) external _aes_encrypt
00007ffa19629442 (__TEXT,__text) external _aes_encrypt_aad_gcm
00007ffa196290c0 (__TEXT,__text) external _aes_encrypt_cbc
00007ffa196294d1 (__TEXT,__text) external _aes_encrypt_finalize_gcm
00007ffa19629488 (__TEXT,__text) external _aes_encrypt_gcm
00007ffa19629759 (__TEXT,__text) external _aes_encrypt_get_ctx_size_gcm
00007ffa1962940f (__TEXT,__text) external _aes_encrypt_inc_iv_gcm
00007ffa19629080 (__TEXT,__text) external _aes_encrypt_key
00007ffa1963a167 (__TEXT,__text) non-external _aes_encrypt_key.cold.1
00007ffa196292c0 (__TEXT,__text) external _aes_encrypt_key128
00007ffa196292e4 (__TEXT,__text) external _aes_encrypt_key256
00007ffa19629308 (__TEXT,__text) external _aes_encrypt_key_gcm
00007ffa1962934f (__TEXT,__text) external _aes_encrypt_key_with_iv_gcm
00007ffa196293df (__TEXT,__text) external _aes_encrypt_reset_gcm
00007ffa19629399 (__TEXT,__text) external _aes_encrypt_set_iv_gcm
                 (undefined) external _arc4random_buf (from libSystem)
                 (undefined) external _calloc (from libSystem)
                 (undefined) external _ccaes_cbc_decrypt_mode (from libSystem)
                 (undefined) external _ccaes_cbc_encrypt_mode (from libSystem)
                 (undefined) external _ccaes_gcm_decrypt_mode (from libSystem)
                 (undefined) external _ccaes_gcm_encrypt_mode (from libSystem)
                 (undefined) external _cccbc_init (from libSystem)
                 (undefined) external _cccbc_set_iv (from libSystem)
                 (undefined) external _cccbc_update (from libSystem)
                 (undefined) external _ccdigest_init (from libSystem)
                 (undefined) external _ccdigest_update (from libSystem)
                 (undefined) external _ccgcm_aad (from libSystem)
                 (undefined) external _ccgcm_finalize (from libSystem)
                 (undefined) external _ccgcm_inc_iv (from libSystem)
                 (undefined) external _ccgcm_init (from libSystem)
                 (undefined) external _ccgcm_init_with_iv (from libSystem)
                 (undefined) external _ccgcm_reset (from libSystem)
                 (undefined) external _ccgcm_set_iv (from libSystem)
                 (undefined) external _ccgcm_update (from libSystem)
                 (undefined) external _ccmd5_di (from libSystem)
                 (undefined) external _ccsha1_di (from libSystem)
                 (undefined) external _ccsha256_di (from libSystem)
                 (undefined) external _ccsha384_di (from libSystem)
                 (undefined) external _ccsha512_di (from libSystem)
00007ffa1960eff1 (__TEXT,__text) external _clock_get_calendar_microtime
00007ffa19637df8 (__TEXT,__text) non-external _clock_get_calendar_microtime.cold.1
00007ffa1960efae (__TEXT,__text) external _clock_get_calendar_nanotime
00007ffa19637dd5 (__TEXT,__text) non-external _clock_get_calendar_nanotime.cold.1
00007ffa1960f04a (__TEXT,__text) external _clock_get_system_nanotime
00007ffa19637e1b (__TEXT,__text) non-external _clock_get_system_nanotime.cold.1
                 (undefined) external _clock_gettime (from libSystem)
                 (undefined) external _clock_gettime_nsec_np (from libSystem)
00007ffa1960f090 (__TEXT,__text) external _clock_interval_to_deadline
                 (undefined) external _close (from libSystem)
00007ffa1960f0bd (__TEXT,__text) external _continuoustime_to_absolutetime
00007ffa1960e3de (__TEXT,__text) external _crc32
                 (undefined) external _csops (from libSystem)
                 (undefined) external _csr_check (from libSystem)
                 (undefined) external _dispatch_activate (from libSystem)
                 (undefined) external _dispatch_async (from libSystem)
                 (undefined) external _dispatch_async_f (from libSystem)
                 (undefined) external _dispatch_get_specific (from libSystem)
                 (undefined) external _dispatch_group_async (from libSystem)
                 (undefined) external _dispatch_group_create (from libSystem)
                 (undefined) external _dispatch_group_wait (from libSystem)
                 (undefined) external _dispatch_mach_cancel (from libSystem)
                 (undefined) external _dispatch_mach_connect (from libSystem)
                 (undefined) external _dispatch_mach_create_f (from libSystem)
                 (undefined) external _dispatch_mach_msg_get_msg (from libSystem)
                 (undefined) external _dispatch_main (from libSystem)
                 (undefined) external _dispatch_once (from libSystem)
                 (undefined) external _dispatch_queue_create (from libSystem)
                 (undefined) external _dispatch_queue_create_with_target$V2 (from libSystem)
                 (undefined) external _dispatch_queue_get_label (from libSystem)
                 (undefined) external _dispatch_queue_set_specific (from libSystem)
                 (undefined) external _dispatch_release (from libSystem)
                 (undefined) external _dispatch_resume (from libSystem)
                 (undefined) external _dispatch_source_cancel (from libSystem)
                 (undefined) external _dispatch_source_create (from libSystem)
                 (undefined) external _dispatch_source_set_cancel_handler (from libSystem)
                 (undefined) external _dispatch_source_set_event_handler (from libSystem)
                 (undefined) external _dispatch_source_set_timer (from libSystem)
                 (undefined) external _dispatch_sync (from libSystem)
                 (undefined) external _dispatch_workloop_create_inactive (from libSystem)
                 (undefined) external _dispatch_workloop_set_scheduler_priority (from libSystem)
                 (undefined) external _dladdr (from libSystem)
                 (undefined) external _dlclose (from libSystem)
                 (undefined) external _dlerror (from libSystem)
                 (undefined) external _dlopen (from libSystem)
                 (undefined) external _dyld_get_program_sdk_version (from libSystem)
                 (undefined) external _exit (from libSystem)
                 (undefined) external _fprintf (from libSystem)
                 (undefined) external _free (from libSystem)
                 (undefined) external _fstat$INODE64 (from libSystem)
00007ffa430ba0d0 (__DATA,__crash_info) non-external (was a private external) _gCRAnnotations
00007ffa430ba428 (__DATA,__common) external _gIOBufferMemoryDescriptorMetaClass
00007ffa41e6ac20 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOBufferMemoryDescriptor_Declaration
00007ffa430ba430 (__DATA,__common) external _gIOCommandMetaClass
00007ffa430ba438 (__DATA,__common) external _gIOCommandPoolMetaClass
00007ffa41e6ac30 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOCommandPool_Declaration
00007ffa41e6ac28 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOCommand_Declaration
00007ffa430ba110 (__DATA,__common) external _gIODKDebug
00007ffa430ba440 (__DATA,__common) external _gIODMACommandMetaClass
00007ffa41e6ac38 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIODMACommand_Declaration
00007ffa430ba448 (__DATA,__common) external _gIODataQueueDispatchSourceMetaClass
00007ffa41e6ac40 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIODataQueueDispatchSource_Declaration
00007ffa430ba450 (__DATA,__common) external _gIODispatchQueueMetaClass
00007ffa41e6ac48 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIODispatchQueue_Declaration
00007ffa430ba458 (__DATA,__common) external _gIODispatchSourceMetaClass
00007ffa41e6ac50 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIODispatchSource_Declaration
00007ffa430ba460 (__DATA,__common) external _gIOEventLinkMetaClass
00007ffa41e6ac58 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOEventLink_Declaration
00007ffa430ba498 (__DATA,__common) external _gIOHistogramReporterMetaClass
00007ffa41e6ac90 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOHistogramReporter_Declaration
00007ffa430ba468 (__DATA,__common) external _gIOInterruptDispatchSourceMetaClass
00007ffa41e6ac60 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOInterruptDispatchSource_Declaration
00007ffa430ba470 (__DATA,__common) external _gIOMemoryDescriptorMetaClass
00007ffa41e6ac68 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOMemoryDescriptor_Declaration
00007ffa430ba478 (__DATA,__common) external _gIOMemoryMapMetaClass
00007ffa41e6ac70 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOMemoryMap_Declaration
00007ffa430ba4a0 (__DATA,__common) external _gIOReportLegendMetaClass
00007ffa41e6ac98 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOReportLegend_Declaration
00007ffa430ba480 (__DATA,__common) external _gIOReporterMetaClass
00007ffa41e6ac78 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOReporter_Declaration
00007ffa430ba4a8 (__DATA,__common) external _gIOServiceMetaClass
00007ffa430ba4b0 (__DATA,__common) external _gIOServiceNotificationDispatchSourceMetaClass
00007ffa41e6aca8 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOServiceNotificationDispatchSource_Declaration
00007ffa430ba4b8 (__DATA,__common) external _gIOServiceStateNotificationDispatchSourceMetaClass
00007ffa41e6acb0 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOServiceStateNotificationDispatchSource_Declaration
00007ffa41e6aca0 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOService_Declaration
00007ffa430ba488 (__DATA,__common) external _gIOSimpleReporterMetaClass
00007ffa41e6ac80 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOSimpleReporter_Declaration
