                 (undefined) external _DNSServiceCreateConnection (from libsystem_dnssd)
                 (undefined) external _DNSServiceProcessResult (from libsystem_dnssd)
                 (undefined) external _DNSServiceQueryRecordWithAttribute (from libsystem_dnssd)
                 (undefined) external _DNSServiceRefDeallocate (from libsystem_dnssd)
                 (undefined) external _DNSServiceRefSockFD (from libsystem_dnssd)
                 (undefined) external _DarwinDirectoryGetGeneration (from libsystem_darwindirectory)
                 (undefined) external _DarwinDirectoryRecordStoreApply (from libsystem_darwindirectory)
                 (undefined) external _DarwinDirectoryRecordStoreApplyWithFilter (from libsystem_darwindirectory)
00000001804ef1e4 (__TEXT,__text) non-external _LI_get_thread_info
0000000180510d90 (__TEXT,__text) external _xdr_long
00000001805115c8 (__TEXT,__text) external _xdr_longlong_t
0000000180506b98 (__TEXT,__text) external _xdr_mapname
00000001805111c0 (__TEXT,__text) external _xdr_netobj
00000001804f21a8 (__TEXT,__text) external _xdr_opaque
000000018050ef84 (__TEXT,__text) non-external (was a private external) _xdr_opaque_auth
0000000180506ba0 (__TEXT,__text) external _xdr_peername
000000018050e044 (__TEXT,__text) external _xdr_pmap
000000018050e0b8 (__TEXT,__text) external _xdr_pmaplist
0000000180512810 (__TEXT,__text) external _xdr_pointer
0000000180512730 (__TEXT,__text) external _xdr_reference
000000018050f090 (__TEXT,__text) non-external (was a private external) _xdr_rejected_reply
000000018050f128 (__TEXT,__text) external _xdr_replymsg
000000018050e2b4 (__TEXT,__text) external _xdr_rmtcall_args
000000018050e3b4 (__TEXT,__text) external _xdr_rmtcallres
0000000180510e10 (__TEXT,__text) external _xdr_short
000000018051128c (__TEXT,__text) external _xdr_string
0000000180511078 (__TEXT,__text) external _xdr_u_char
00000001805115c4 (__TEXT,__text) external _xdr_u_hyper
00000001804f2334 (__TEXT,__text) external _xdr_u_int
0000000180510fa8 (__TEXT,__text) external _xdr_u_int16_t
00000001804f22ac (__TEXT,__text) external _xdr_u_int32_t
00000001805114bc (__TEXT,__text) external _xdr_u_int64_t
0000000180510dd0 (__TEXT,__text) external _xdr_u_long
00000001805115cc (__TEXT,__text) external _xdr_u_longlong_t
0000000180510e98 (__TEXT,__text) external _xdr_u_short
00000001805111d0 (__TEXT,__text) external _xdr_union
0000000180506ba8 (__TEXT,__text) external _xdr_valdat
0000000180511710 (__TEXT,__text) external _xdr_vector
0000000180510d00 (__TEXT,__text) external _xdr_void
00000001805113b0 (__TEXT,__text) external _xdr_wrapstring
00000001805085d8 (__TEXT,__text) external _xdr_x_passwd
0000000180506bb8 (__TEXT,__text) external _xdr_ypbind_binding
0000000180506c10 (__TEXT,__text) external _xdr_ypbind_resp
0000000180506c9c (__TEXT,__text) external _xdr_ypbind_resptype
0000000180506ca0 (__TEXT,__text) external _xdr_ypbind_setdom
0000000180506d04 (__TEXT,__text) external _xdr_ypmaplist
000000018050867c (__TEXT,__text) external _xdr_yppasswd
0000000180506d68 (__TEXT,__text) external _xdr_ypreq_key
0000000180506dcc (__TEXT,__text) external _xdr_ypreq_nokey
0000000180506e1c (__TEXT,__text) external _xdr_ypresp_all
000000018050707c (__TEXT,__text) external _xdr_ypresp_all_seq
0000000180506e88 (__TEXT,__text) external _xdr_ypresp_key_val
0000000180506eec (__TEXT,__text) external _xdr_ypresp_maplist
0000000180506f50 (__TEXT,__text) external _xdr_ypresp_master
0000000180506fa0 (__TEXT,__text) external _xdr_ypresp_order
0000000180507028 (__TEXT,__text) external _xdr_ypresp_val
0000000180507078 (__TEXT,__text) external _xdr_ypstat
0000000180516cf8 (__TEXT,__const) non-external _xdr_zero
00000001805118fc (__TEXT,__text) external _xdrmem_create
0000000180511ab8 (__TEXT,__text) non-external _xdrmem_destroy
0000000180511998 (__TEXT,__text) non-external _xdrmem_getbytes
0000000180511abc (__TEXT,__text) non-external _xdrmem_getlong_aligned
0000000180511928 (__TEXT,__text) non-external _xdrmem_getlong_unaligned
0000000180511a58 (__TEXT,__text) non-external _xdrmem_getpos
0000000180511b24 (__TEXT,__text) non-external _xdrmem_inline_aligned
0000000180511ab0 (__TEXT,__text) non-external _xdrmem_inline_unaligned
00000001eddb1a68 (__AUTH_CONST,__const) non-external _xdrmem_ops_aligned
00000001eddb1a20 (__AUTH_CONST,__const) non-external _xdrmem_ops_unaligned
00000001805119fc (__TEXT,__text) non-external _xdrmem_putbytes
0000000180511af0 (__TEXT,__text) non-external _xdrmem_putlong_aligned
000000018051195c (__TEXT,__text) non-external _xdrmem_putlong_unaligned
0000000180511a70 (__TEXT,__text) non-external _xdrmem_setpos
0000000180511b50 (__TEXT,__text) external _xdrrec_create
0000000180515bdc (__TEXT,__text) non-external _xdrrec_create.cold.1
00000001805125a4 (__TEXT,__text) non-external _xdrrec_destroy
0000000180512090 (__TEXT,__text) external _xdrrec_endofrecord
0000000180512024 (__TEXT,__text) external _xdrrec_eof
00000001805122dc (__TEXT,__text) non-external _xdrrec_getbytes
00000001805121dc (__TEXT,__text) non-external _xdrrec_getlong
0000000180512420 (__TEXT,__text) non-external _xdrrec_getpos
0000000180512548 (__TEXT,__text) non-external _xdrrec_inline
00000001eddb1ab0 (__AUTH_CONST,__const) non-external _xdrrec_ops
000000018051237c (__TEXT,__text) non-external _xdrrec_putbytes
000000018051226c (__TEXT,__text) non-external _xdrrec_putlong
0000000180512494 (__TEXT,__text) non-external _xdrrec_setpos
0000000180511d0c (__TEXT,__text) external _xdrrec_skiprecord
0000000180512890 (__TEXT,__text) external _xdrstdio_create
0000000180512a3c (__TEXT,__text) non-external _xdrstdio_destroy
0000000180512950 (__TEXT,__text) non-external _xdrstdio_getbytes
00000001805128ac (__TEXT,__text) non-external _xdrstdio_getlong
00000001805129e0 (__TEXT,__text) non-external _xdrstdio_getpos
0000000180512a34 (__TEXT,__text) non-external _xdrstdio_inline
00000001eddb1af8 (__AUTH_CONST,__const) non-external _xdrstdio_ops
0000000180512998 (__TEXT,__text) non-external _xdrstdio_putbytes
000000018051290c (__TEXT,__text) non-external _xdrstdio_putlong
0000000180512a08 (__TEXT,__text) non-external _xdrstdio_setpos
                 (undefined) external _xpc_array_apply (from libxpc)
                 (undefined) external _xpc_array_get_count (from libxpc)
                 (undefined) external _xpc_array_get_value (from libxpc)
                 (undefined) external _xpc_bool_get_value (from libxpc)
                 (undefined) external _xpc_create_from_plist (from libxpc)
                 (undefined) external _xpc_dictionary_apply (from libxpc)
                 (undefined) external _xpc_dictionary_create (from libxpc)
                 (undefined) external _xpc_dictionary_get_audit_token (from libxpc)
                 (undefined) external _xpc_dictionary_get_bool (from libxpc)
                 (undefined) external _xpc_dictionary_get_data (from libxpc)
                 (undefined) external _xpc_dictionary_get_int64 (from libxpc)
                 (undefined) external _xpc_dictionary_get_value (from libxpc)
                 (undefined) external _xpc_dictionary_set_bool (from libxpc)
                 (undefined) external _xpc_dictionary_set_data (from libxpc)
                 (undefined) external _xpc_dictionary_set_int64 (from libxpc)
                 (undefined) external _xpc_dictionary_set_string (from libxpc)
                 (undefined) external _xpc_dictionary_set_uuid (from libxpc)
                 (undefined) external _xpc_get_type (from libxpc)
                 (undefined) external _xpc_int64_get_value (from libxpc)
                 (undefined) external _xpc_pipe_create (from libxpc)
                 (undefined) external _xpc_pipe_invalidate (from libxpc)
                 (undefined) external _xpc_pipe_routine (from libxpc)
                 (undefined) external _xpc_release (from libxpc)
                 (undefined) external _xpc_retain (from libxpc)
                 (undefined) external _xpc_string_get_string_ptr (from libxpc)
00000001e9dac8d0 (__DATA,__bss) non-external _xports
000000018050f348 (__TEXT,__text) external _xprt_register
000000018050f3fc (__TEXT,__text) external _xprt_unregister
0000000180507278 (__TEXT,__text) external _yp_all
0000000180507950 (__TEXT,__text) external _yp_bind
00000001805079f8 (__TEXT,__text) external _yp_first
00000001e9dac850 (__DATA,__bss) non-external _yp_first.proto
0000000180507c3c (__TEXT,__text) external _yp_get_default_domain
0000000180507c94 (__TEXT,__text) external _yp_maplist
00000001e9dac854 (__DATA,__bss) non-external _yp_maplist.proto
0000000180507da4 (__TEXT,__text) external _yp_master
00000001e9dac858 (__DATA,__bss) non-external _yp_master.proto
0000000180508178 (__TEXT,__text) external _yp_match
00000001e9dac8b0 (__DATA,__bss) non-external _yp_match.proto
0000000180508380 (__TEXT,__text) external _yp_next
00000001e9dac8b4 (__DATA,__bss) non-external _yp_next.proto
0000000180507f60 (__TEXT,__text) external _yp_order
00000001e9dac85c (__DATA,__bss) non-external _yp_order.proto
0000000180507958 (__TEXT,__text) external _yp_unbind
0000000180508118 (__TEXT,__text) external _yperr_string
00000001e9dac85d (__DATA,__bss) non-external _yperr_string.err
00000001805086d0 (__TEXT,__text) external _ypprot_err
00000001e9dac5a8 (__DATA,__common) non-external (was a private external) _ypresp_allfn
00000001e9dac5b0 (__DATA,__common) non-external (was a private external) _ypresp_data
