00007ff84004b8a8 (__DATA,__data) non-external _C
00007ff840059140 (__DATA,__bss) non-external _r_sort_a_count
00007ff800366666 (__TEXT,__text) non-external _r_sort_b
00007ff84005915c (__DATA,__bss) non-external _r_sort_b.bmin
00007ff840059150 (__DATA,__bss) non-external _r_sort_b.count
00007ff840059158 (__DATA,__bss) non-external _r_sort_b.nc
00007ff840059148 (__DATA,__bss) non-external _r_sort_b_count
00007ff800366a1b (__TEXT,__text) non-external _r_sort_count_allocate
00007ff84004c740 (__DATA,__data) non-external _r_sort_count_control
00007ff8003654ae (__TEXT,__text) external _radixsort
00007ff80031c3e2 (__TEXT,__text) external _raise
00007ff800366a9b (__TEXT,__text) external _rand
00007ff84004c76c (__DATA,__data) non-external _rand_deg
00007ff800366a4d (__TEXT,__text) external _rand_r
00007ff84004c770 (__DATA,__data) non-external _rand_sep
00007ff84004c768 (__DATA,__data) non-external _rand_type
00007ff800366c38 (__TEXT,__text) external _random
00007ff84004c790 (__DATA,__data) non-external _randtbl
00007ff80033075e (__TEXT,__text) non-external (was a private external) _rangematch
00007ff8003706cf (__TEXT,__text) external _rb_tree_count
00007ff800370097 (__TEXT,__text) external _rb_tree_find_node
00007ff8003700f2 (__TEXT,__text) external _rb_tree_find_node_geq
00007ff80037016a (__TEXT,__text) external _rb_tree_find_node_leq
00007ff80037007d (__TEXT,__text) external _rb_tree_init
00007ff8003701e2 (__TEXT,__text) external _rb_tree_insert_node
00007ff80037065e (__TEXT,__text) external _rb_tree_iterate
00007ff80037077a (__TEXT,__text) non-external _rb_tree_removal_rebalance
00007ff800370400 (__TEXT,__text) external _rb_tree_remove_node
00007ff8003706e1 (__TEXT,__text) non-external _rb_tree_reparent_nodes
00007ff800381160 (__TEXT,__const) non-external _rcsid
00007ff8003811e1 (__TEXT,__const) non-external _rcsid
                 (undefined) external _read$NOCANCEL (from libsystem_kernel)
00007ff800333be8 (__TEXT,__text) external _readdir
00007ff800333c1e (__TEXT,__text) external _readdir_r
                 (undefined) external _readlink (from libsystem_kernel)
                 (undefined) external _realloc (from libsystem_malloc)
                 (undefined) external _reallocarray$DARWIN_EXTSN (from libsystem_malloc)
00007ff800366fb7 (__TEXT,__text) external _reallocf
00007ff800366ff4 (__TEXT,__text) external _realpath
00007ff80037d69f (__TEXT,__text) external _realpath$DARWIN_EXTSN
00007ff840059188 (__DATA,__bss) non-external _realpath$DARWIN_EXTSN.rootdev
00007ff84005918c (__DATA,__bss) non-external _realpath$DARWIN_EXTSN.rootdev_inited
00007ff840059160 (__DATA,__bss) non-external _realpath.rootdev
00007ff840059164 (__DATA,__bss) non-external _realpath.rootdev_inited
00007ff800325530 (__TEXT,__text) non-external _rec_rdelete
00007ff800380fd0 (__TEXT,__const) non-external _recargchar
00007ff800381050 (__TEXT,__const) non-external _recargstring
00007ff80037cf83 (__TEXT,__text) external _recv
00007ff8003407ad (__TEXT,__text) external _recv$NOCANCEL
00007ff800370acf (__TEXT,__text) external _regcomp
00007ff800370a74 (__TEXT,__text) external _regcomp_l
00007ff80037f64d (__TEXT,__text) external _regerror
00007ff800371135 (__TEXT,__text) external _regexec
00007ff800370bf4 (__TEXT,__text) external _regfree
00007ff80031b8bf (__TEXT,__text) external _register_printf_domain_function
00007ff80031b983 (__TEXT,__text) non-external (was a private external) _register_printf_domain_render
00007ff80031ba47 (__TEXT,__text) external _register_printf_domain_render_std
00007ff800370a4c (__TEXT,__text) external _regncomp
00007ff8003708ba (__TEXT,__text) external _regncomp_l
00007ff800370f34 (__TEXT,__text) external _regnexec
00007ff800370ba0 (__TEXT,__text) external _regwcomp
00007ff800370b4a (__TEXT,__text) external _regwcomp_l
00007ff800371184 (__TEXT,__text) external _regwexec
00007ff800370b22 (__TEXT,__text) external _regwncomp
00007ff800370af7 (__TEXT,__text) external _regwncomp_l
00007ff80037114f (__TEXT,__text) external _regwnexec
00007ff800348437 (__TEXT,__text) external _remove
00007ff8003676e5 (__TEXT,__text) external _remque
00007ff840031720 (__DATA_CONST,__const) non-external _rerrs
00007ff800348489 (__TEXT,__text) external _rewind
00007ff800333cc1 (__TEXT,__text) external _rewinddir
00007ff80035e494 (__TEXT,__text) external _rindex
                 (undefined) external _rmdir (from libsystem_kernel)
00007ff84004e4c8 (__DATA,__bss) non-external _rng
00007ff800345496 (__TEXT,__text) external _rpmatch
00007ff84004c780 (__DATA,__data) non-external _rptr
00007ff800344846 (__TEXT,__text) non-external _sappend
00007ff84004e6c0 (__DATA,__bss) non-external _saved_categories
00007ff800313519 (__TEXT,__text) external _sbrk
00007ff84004e2d8 (__DATA,__bss) non-external _sbrk_curbrk
00007ff84004e2d0 (__DATA,__bss) non-external _sbrk_needs_init
00007ff84004b1d0 (__DATA,__data) non-external _sbrk_region_size
00007ff800333d28 (__TEXT,__text) external _scandir
00007ff80036b296 (__TEXT,__text) external _scandir_b
00007ff800348513 (__TEXT,__text) external _scanf
00007ff800348606 (__TEXT,__text) external _scanf_l
00007ff800333f08 (__TEXT,__text) external _seed48
00007ff84004e574 (__DATA,__bss) non-external _seed48.sseed
00007ff800333f71 (__TEXT,__text) external _seekdir
                 (undefined) external _select$NOCANCEL (from libsystem_kernel)
                 (undefined) external _semaphore_create (from libsystem_kernel)
00007ff80037cf93 (__TEXT,__text) external _send
00007ff8003407bd (__TEXT,__text) external _send$NOCANCEL
00007ff800381120 (__TEXT,__const) non-external _seps
00007ff84004e358 (__DATA,__bss) non-external _seq
                 (undefined) external _setattrlist (from libsystem_kernel)
00007ff80034870b (__TEXT,__text) external _setbuf
00007ff800348724 (__TEXT,__text) external _setbuffer
00007ff800367eb5 (__TEXT,__text) external _setenv
00007ff80031d4e6 (__TEXT,__text) external _sethostid
00007ff800333faa (__TEXT,__text) external _sethostname
                 (undefined) external _setitimer (from libsystem_kernel)
00007ff80034873d (__TEXT,__text) external _setlinebuf
00007ff80033cc22 (__TEXT,__text) external _setlocale
00007ff800334111 (__TEXT,__text) external _setmode
                 (undefined) external _setpgid (from libsystem_kernel)
00007ff80031d543 (__TEXT,__text) external _setpgrp
                 (undefined) external _setpriority (from libsystem_kernel)
00007ff80033476d (__TEXT,__text) external _setprogname
                 (undefined) external _setregid (from libsystem_kernel)
                 (undefined) external _setreuid (from libsystem_kernel)
00007ff80031d56e (__TEXT,__text) external _setrgid
                 (undefined) external _setrlimit (from libsystem_kernel)
00007ff80031d57d (__TEXT,__text) external _setruid
                 (undefined) external _setsid (from libsystem_kernel)
00007ff800366f05 (__TEXT,__text) external _setstate
00007ff80031d17e (__TEXT,__text) external _settimeofday
00007ff80031665c (__TEXT,__text) external _setttyent
00007ff8003595ea (__TEXT,__text) non-external _settzname
00007ff8003170bc (__TEXT,__text) external _setusershell
00007ff800348750 (__TEXT,__text) external _setvbuf
00007ff8003418d5 (__TEXT,__text) non-external _sflush_locked
00007ff84004e3d0 (__DATA,__bss) non-external _shells
00007ff84004c6c0 (__DATA,__data) non-external _sig_init_once
00007ff8400590f8 (__DATA,__bss) non-external _sig_key
00007ff80035efd4 (__TEXT,__text) non-external _sig_keycreate
00007ff8400590f0 (__DATA,__bss) non-external _sig_keycreated
00007ff80031d1e7 (__TEXT,__text) external _sigaction
00007ff800317808 (__TEXT,__text) external _sigaddset
00007ff800312d82 (__TEXT,__text) external _sigaltstack
00007ff800312e2a (__TEXT,__text) external _sigblock
00007ff800317839 (__TEXT,__text) external _sigdelset
00007ff8003177ec (__TEXT,__text) external _sigemptyset
00007ff8003177fa (__TEXT,__text) external _sigfillset
00007ff800312eb7 (__TEXT,__text) external _sighold
00007ff800312f3b (__TEXT,__text) external _sigignore
00007ff800334808 (__TEXT,__text) external _siginterrupt
00007ff80031786a (__TEXT,__text) external _sigismember
00007ff80033487d (__TEXT,__text) external _signal
00007ff80033488c (__TEXT,__text) non-external _signal__
00007ff80037cba5 (__TEXT,__text) external _sigpause
00007ff800312e53 (__TEXT,__text) external _sigpause$NOCANCEL
                 (undefined) external _sigprocmask (from libsystem_kernel)
00007ff800312ef9 (__TEXT,__text) external _sigrelse
00007ff800312f58 (__TEXT,__text) external _sigset
00007ff800312e01 (__TEXT,__text) external _sigsetmask
                 (undefined) external _sigsuspend (from libsystem_kernel)
                 (undefined) external _sigsuspend$NOCANCEL (from libsystem_kernel)
00007ff800312dad (__TEXT,__text) external _sigvec
00007ff800312dbc (__TEXT,__text) non-external _sigvec__
00007ff800316dab (__TEXT,__text) non-external _skip
00007ff84004c890 (__DATA,__data) external _skip
00007ff8003349e6 (__TEXT,__text) external _sl_add
00007ff800334aa7 (__TEXT,__text) external _sl_find
00007ff800334a47 (__TEXT,__text) external _sl_free
00007ff80033499d (__TEXT,__text) external _sl_init
00007ff80037f2e0 (__TEXT,__text) non-external _sl_init.cold.1
00007ff80037f2f5 (__TEXT,__text) non-external _sl_init.cold.2
00007ff84004e550 (__DATA,__bss) non-external _slash
00007ff80037ccfd (__TEXT,__text) external _sleep
00007ff8003348fc (__TEXT,__text) external _sleep$NOCANCEL
00007ff84004e350 (__DATA,__bss) non-external _slot
00007ff800348911 (__TEXT,__text) external _snprintf
00007ff8003489cb (__TEXT,__text) external _snprintf_l
00007ff800336e2a (__TEXT,__text) external _snvis
00007ff8003407cd (__TEXT,__text) external _sockatmark
                 (undefined) external _socket (from libsystem_kernel)
                 (undefined) external _socketpair (from libsystem_kernel)
00007ff800348a5d (__TEXT,__text) external _sprintf
00007ff800348b1b (__TEXT,__text) external _sprintf_l
00007ff800365f2c (__TEXT,__text) external _sradixsort
00007ff800366afd (__TEXT,__text) external _srand
00007ff80033495f (__TEXT,__text) external _srand48
00007ff800366b0c (__TEXT,__text) external _sranddev
00007ff800366b80 (__TEXT,__text) external _srandom
00007ff800366ced (__TEXT,__text) external _srandomdev
00007ff800348bb1 (__TEXT,__text) external _sscanf
00007ff800348c6f (__TEXT,__text) external _sscanf_l
                 (undefined) external _stat (from libsystem_kernel)
00007ff80031aacc (__TEXT,__text) external _stat_with_subsystem
00007ff84004c760 (__DATA,__data) non-external _state
                 (undefined) external _statfs (from libsystem_kernel)
00007ff800313899 (__TEXT,__text) external _statvfs
00007ff80031d1fb (__TEXT,__text) external _stpcpy
00007ff80031d236 (__TEXT,__text) external _stpncpy
00007ff8003370d5 (__TEXT,__text) external _stravis
00007ff80035e597 (__TEXT,__text) external _strcasecmp
00007ff80035e4b0 (__TEXT,__text) external _strcasecmp_l
00007ff80035e7c0 (__TEXT,__text) external _strcasestr
00007ff80035e6f1 (__TEXT,__text) external _strcasestr_l
00007ff80031d29d (__TEXT,__text) external _strcat
                 (indirect) external _strchr (for __platform_strchr)
                 (indirect) external _strcmp (for __platform_strcmp)
00007ff80035e8bc (__TEXT,__text) external _strcoll
00007ff80035e7e8 (__TEXT,__text) external _strcoll_l
                 (indirect) external _strcpy (for __platform_strcpy)
00007ff80035e8e4 (__TEXT,__text) external _strcspn
00007ff80035e994 (__TEXT,__text) external _strdup
00007ff800337161 (__TEXT,__text) external _strenvisx
00007ff80035eae7 (__TEXT,__text) external _strerror
00007ff80035ea8a (__TEXT,__text) external _strerror_r
00007ff80036effc (__TEXT,__text) external _strfmon
00007ff80036fe30 (__TEXT,__text) external _strfmon_l
00007ff80035c584 (__TEXT,__text) external _strftime
00007ff80035b304 (__TEXT,__text) external _strftime_l
00007ff84004e3d8 (__DATA,__bss) non-external _strings
                 (indirect) external _strlcat (for __platform_strlcat)
                 (indirect) external _strlcpy (for __platform_strlcpy)
                 (indirect) external _strlen (for __platform_strlen)
00007ff80035eb64 (__TEXT,__text) external _strmode
00007ff80035e6c9 (__TEXT,__text) external _strncasecmp
00007ff80035e5bf (__TEXT,__text) external _strncasecmp_l
00007ff80031d2dd (__TEXT,__text) external _strncat
                 (indirect) external _strncmp (for __platform_strncmp)
                 (indirect) external _strncpy (for __platform_strncpy)
00007ff80035ec8e (__TEXT,__text) external _strndup
                 (indirect) external _strnlen (for __platform_strnlen)
00007ff80035ece6 (__TEXT,__text) external _strnstr
00007ff800336714 (__TEXT,__text) external _strnunvis
00007ff8003365a0 (__TEXT,__text) external _strnunvisx
00007ff80037f352 (__TEXT,__text) non-external _strnunvisx.cold.1
00007ff80037f375 (__TEXT,__text) non-external _strnunvisx.cold.2
00007ff80037f398 (__TEXT,__text) non-external _strnunvisx.cold.3
00007ff8003370a7 (__TEXT,__text) external _strnvis
00007ff80033712b (__TEXT,__text) external _strnvisx
00007ff80035ed62 (__TEXT,__text) external _strpbrk
00007ff80035c750 (__TEXT,__text) external _strptime
00007ff80035c778 (__TEXT,__text) external _strptime_l
00007ff80035ed8b (__TEXT,__text) external _strrchr
00007ff800336f94 (__TEXT,__text) external _strsenvisx
00007ff80035eda7 (__TEXT,__text) external _strsep
00007ff80035ef2a (__TEXT,__text) external _strsignal
00007ff80035ede6 (__TEXT,__text) external _strsignal_r
00007ff800336f0b (__TEXT,__text) external _strsnvis
00007ff800336f65 (__TEXT,__text) external _strsnvisx
00007ff80035effa (__TEXT,__text) external _strspn
                 (indirect) external _strstr (for __platform_strstr)
00007ff800336e88 (__TEXT,__text) external _strsvis
00007ff800336f32 (__TEXT,__text) external _strsvisx
00007ff80032bf1a (__TEXT,__text) external _strtod
00007ff80032aa28 (__TEXT,__text) external _strtod_l
00007ff800380440 (__TEXT,__const) non-external _strtod_l.fpi
00007ff800380454 (__TEXT,__const) non-external _strtod_l.fpinan
00007ff80032df64 (__TEXT,__text) external _strtof
00007ff80032de74 (__TEXT,__text) external _strtof_l
00007ff80038050c (__TEXT,__const) non-external _strtof_l.fpi0
00007ff80031791b (__TEXT,__text) external _strtofflags
00007ff8003686f5 (__TEXT,__text) external _strtoimax
00007ff8003684fa (__TEXT,__text) external _strtoimax_l
00007ff80035f10f (__TEXT,__text) external _strtok
00007ff840059100 (__DATA,__bss) non-external _strtok.last
00007ff80035f09e (__TEXT,__text) external _strtok_r
00007ff800368918 (__TEXT,__text) external _strtol
00007ff80036871d (__TEXT,__text) external _strtol_l
00007ff80036a3b8 (__TEXT,__text) external _strtold
00007ff80036a3f0 (__TEXT,__text) external _strtold_l
00007ff800368b3b (__TEXT,__text) external _strtoll
00007ff800368940 (__TEXT,__text) external _strtoll_l
00007ff800342e1e (__TEXT,__text) external _strtonum
00007ff800368b63 (__TEXT,__text) external _strtoq
00007ff800368b8b (__TEXT,__text) external _strtoq_l
00007ff800368d7a (__TEXT,__text) external _strtoul
00007ff800368b95 (__TEXT,__text) external _strtoul_l
00007ff800368f87 (__TEXT,__text) external _strtoull
00007ff800368da2 (__TEXT,__text) external _strtoull_l
00007ff800369194 (__TEXT,__text) external _strtoumax
00007ff800368faf (__TEXT,__text) external _strtoumax_l
00007ff8003691bc (__TEXT,__text) external _strtouq
00007ff8003691e4 (__TEXT,__text) external _strtouq_l
00007ff8003366fe (__TEXT,__text) external _strunvis
00007ff8003366e8 (__TEXT,__text) external _strunvisx
00007ff80033707c (__TEXT,__text) external _strvis
00007ff8003370f4 (__TEXT,__text) external _strvisx
00007ff80035f3bf (__TEXT,__text) external _strxfrm
00007ff80035f120 (__TEXT,__text) external _strxfrm_l
00007ff840059268 (__DATA,__common) external _suboptarg
00007ff84004e3e0 (__DATA,__bss) non-external _subsystem_root_path
00007ff8003367b8 (__TEXT,__text) external _svis
00007ff80035f3e7 (__TEXT,__text) external _swab
00007ff800348f62 (__TEXT,__text) external _swprintf
00007ff80034901c (__TEXT,__text) external _swprintf_l
00007ff8003490ae (__TEXT,__text) external _swscanf
00007ff80034916c (__TEXT,__text) external _swscanf_l
00007ff80031b2c1 (__TEXT,__text) external _sxprintf
00007ff80031bd66 (__TEXT,__text) external _sxprintf_exec
00007ff80031d32e (__TEXT,__text) external _sync_volume_np
00007ff800380f55 (__TEXT,__const) non-external _syntax_error_str
00007ff8400309c0 (__DATA_CONST,__const) external _sys_errlist
00007ff8003800b0 (__TEXT,__const) external _sys_nerr
00007ff840031170 (__DATA_CONST,__const) external _sys_siglist
00007ff840031070 (__DATA_CONST,__const) external _sys_signame
00007ff800334af8 (__TEXT,__text) external _sysconf
00007ff8003351e8 (__TEXT,__text) external _sysctl
00007ff800335398 (__TEXT,__text) external _sysctlbyname
00007ff800335454 (__TEXT,__text) external _sysctlnametomib
00007ff80037cfa3 (__TEXT,__text) external _system
00007ff8003691ee (__TEXT,__text) external _system$NOCANCEL
00007ff80037cd60 (__TEXT,__text) external _tcdrain
00007ff8003358c0 (__TEXT,__text) external _tcdrain$NOCANCEL
00007ff80033592b (__TEXT,__text) external _tcflow
00007ff8003358d3 (__TEXT,__text) external _tcflush
00007ff8003356a0 (__TEXT,__text) external _tcgetattr
00007ff80033579f (__TEXT,__text) external _tcgetpgrp
00007ff80031cb47 (__TEXT,__text) external _tcgetsid
00007ff800335858 (__TEXT,__text) external _tcsendbreak
00007ff8003356b4 (__TEXT,__text) external _tcsetattr
00007ff800335761 (__TEXT,__text) external _tcsetpgrp
00007ff800369425 (__TEXT,__text) external _tdelete
00007ff8003354d4 (__TEXT,__text) external _telldir
00007ff800349202 (__TEXT,__text) external _tempnam
00007ff84004e348 (__DATA,__bss) non-external _tf
00007ff8003694e5 (__TEXT,__text) external _tfind
00007ff800317c56 (__TEXT,__text) external _thread_stack_async_pcs
00007ff800317c43 (__TEXT,__text) external _thread_stack_pcs
00007ff84004b2c8 (__DATA,__data) non-external _threadsafe
00007ff80033598c (__TEXT,__text) external _time
00007ff80035a3c3 (__TEXT,__text) non-external _time2
00007ff80035a4eb (__TEXT,__text) external _time2posix
00007ff80035acca (__TEXT,__text) non-external _time2sub
00007ff80035a4a2 (__TEXT,__text) external _timegm
00007ff80035a48c (__TEXT,__text) external _timelocal
00007ff80035a4c6 (__TEXT,__text) external _timeoff
00007ff8003359fd (__TEXT,__text) external _times
00007ff80036a394 (__TEXT,__text) external _timespec_get
00007ff800359a23 (__TEXT,__text) non-external _timesub
00007ff8400591a0 (__DATA,__common) external _timezone
00007ff8003268fd (__TEXT,__text) external _timingsafe_bcmp
00007ff800380470 (__TEXT,__const) non-external _tinytens
00007ff840054930 (__DATA,__bss) non-external _tm
00007ff8003493c3 (__TEXT,__text) external _tmpfile
00007ff8003494ee (__TEXT,__text) external _tmpnam
00007ff840050030 (__DATA,__bss) non-external _tmpnam.tmpcount
00007ff840050038 (__DATA,__bss) non-external _tmpnam_buf
00007ff800349561 (__TEXT,__text) non-external _tmpnam_buf_allocate
00007ff84004c560 (__DATA,__data) non-external _tmpnam_buf_control
00007ff8003800b8 (__TEXT,__const) non-external _tmundef
00007ff8003182a9 (__TEXT,__text) external _toascii
00007ff8003182b4 (__TEXT,__text) external _tolower
00007ff800318c8d (__TEXT,__text) external _tolower_l
00007ff84004e528 (__DATA,__bss) non-external _toprec
00007ff84004e530 (__DATA,__bss) non-external _topreclen
00007ff8003182f4 (__TEXT,__text) external _toupper
00007ff800318cac (__TEXT,__text) external _toupper_l
00007ff800340015 (__TEXT,__text) external _towctrans
00007ff80033ff87 (__TEXT,__text) external _towctrans_l
00007ff8003190d3 (__TEXT,__text) external _towlower
00007ff8003195c8 (__TEXT,__text) external _towlower_l
00007ff800319113 (__TEXT,__text) external _towupper
00007ff8003195e7 (__TEXT,__text) external _towupper_l
00007ff80035a997 (__TEXT,__text) non-external _transtime
00007ff800374b0d (__TEXT,__text) non-external _tre_add_tag_left
00007ff800374a52 (__TEXT,__text) non-external _tre_add_tag_right
00007ff800372940 (__TEXT,__text) non-external _tre_add_tags
00007ff800371307 (__TEXT,__text) external _tre_ast_new_catenation
00007ff800371276 (__TEXT,__text) external _tre_ast_new_iter
00007ff80037123b (__TEXT,__text) external _tre_ast_new_literal
00007ff8003711c0 (__TEXT,__text) external _tre_ast_new_node
00007ff8003712cd (__TEXT,__text) external _tre_ast_new_union
00007ff800374724 (__TEXT,__text) non-external _tre_ast_to_tnfa
00007ff800371344 (__TEXT,__text) external _tre_compile
00007ff800374bc8 (__TEXT,__text) non-external _tre_copy_ast
00007ff800370bfe (__TEXT,__text) external _tre_fill_pmatch
00007ff8003747c7 (__TEXT,__text) external _tre_free
00007ff840031ef0 (__DATA_CONST,__const) non-external _tre_macros
00007ff8003754c4 (__TEXT,__text) non-external _tre_make_trans
00007ff800370f82 (__TEXT,__text) non-external _tre_match
00007ff800375306 (__TEXT,__text) non-external _tre_match_empty
00007ff80037a52d (__TEXT,__text) external _tre_mem_alloc_impl
00007ff80037a4ea (__TEXT,__text) external _tre_mem_destroy
00007ff80037a4c0 (__TEXT,__text) external _tre_mem_new_impl
00007ff800374925 (__TEXT,__text) non-external _tre_merge_branches
00007ff80037c98d (__TEXT,__text) non-external _tre_new_item
00007ff80037a634 (__TEXT,__text) external _tre_parse
00007ff80037c714 (__TEXT,__text) non-external _tre_parse_bound
00007ff800370d9a (__TEXT,__text) non-external _tre_reset_last_matched_branches
00007ff80037c8fb (__TEXT,__text) non-external _tre_search_cnames
00007ff800374f00 (__TEXT,__text) non-external _tre_set_union
00007ff80037ca6d (__TEXT,__text) external _tre_stack_destroy
00007ff80037ca08 (__TEXT,__text) external _tre_stack_new
00007ff80037ca8d (__TEXT,__text) external _tre_stack_num_objects
00007ff80037cb61 (__TEXT,__text) non-external (was a private external) _tre_stack_pop_int
00007ff80037cb7a (__TEXT,__text) non-external (was a private external) _tre_stack_pop_voidptr
00007ff80037caa2 (__TEXT,__text) non-external _tre_stack_push
00007ff80037ca96 (__TEXT,__text) non-external (was a private external) _tre_stack_push_int
00007ff80037cb57 (__TEXT,__text) non-external (was a private external) _tre_stack_push_voidptr
00007ff8003757e4 (__TEXT,__text) external _tre_tnfa_run_backtrack
00007ff800378314 (__TEXT,__text) external _tre_tnfa_run_parallel
00007ff8003695d3 (__TEXT,__text) non-external _trecurse
00007ff800369545 (__TEXT,__text) external _tsearch
00007ff800335b2b (__TEXT,__text) external _ttyname
00007ff84004e580 (__DATA,__bss) non-external _ttyname_init
00007ff84004e588 (__DATA,__bss) non-external _ttyname_key
00007ff84004bf50 (__DATA,__data) non-external _ttyname_lock
00007ff800335c1d (__TEXT,__text) external _ttyname_r
00007ff800335cd1 (__TEXT,__text) external _ttyslot
00007ff8003695bb (__TEXT,__text) external _twalk
00007ff80035a67c (__TEXT,__text) non-external _typesequiv
00007ff800358758 (__TEXT,__text) non-external _tzload
00007ff84004c680 (__DATA,__data) external _tzname
00007ff8003590ec (__TEXT,__text) non-external _tzparse
00007ff800359807 (__TEXT,__text) external _tzset
00007ff8003584da (__TEXT,__text) external _tzsetwall
00007ff8003584e6 (__TEXT,__text) non-external _tzsetwall_basic
00007ff800335cd9 (__TEXT,__text) external _ualarm
00007ff84004c4e8 (__DATA,__data) non-external _uglue
00007ff800335d52 (__TEXT,__text) external _ulimit
                 (undefined) external _umask (from libsystem_kernel)
00007ff800317cd5 (__TEXT,__text) external _uname
00007ff800380f70 (__TEXT,__const) non-external _unbound_variable_str
00007ff800349578 (__TEXT,__text) external _ungetc
00007ff8003497d8 (__TEXT,__text) external _ungetwc
00007ff80034983e (__TEXT,__text) external _ungetwc_l
00007ff84004e2f9 (__DATA,__bss) non-external _unix2003_mode
                 (undefined) external _unlink (from libsystem_kernel)
00007ff800369811 (__TEXT,__text) external _unlockpt
00007ff800367f53 (__TEXT,__text) external _unsetenv
00007ff800335e94 (__TEXT,__text) external _unvis
00007ff80037f30c (__TEXT,__text) non-external _unvis.cold.1
00007ff80037f32f (__TEXT,__text) non-external _unvis.cold.2
00007ff80031a650 (__TEXT,__text) external _uselocale
00007ff80037cd83 (__TEXT,__text) external _usleep
00007ff800336720 (__TEXT,__text) external _usleep$NOCANCEL
00007ff84004f5e0 (__DATA,__bss) non-external _usual
00007ff84004e810 (__DATA,__bss) non-external _usual_extra
00007ff80033675b (__TEXT,__text) external _utime
                 (undefined) external _utimes (from libsystem_kernel)
00007ff80031c42d (__TEXT,__text) external _uuid_clear
00007ff80031c439 (__TEXT,__text) external _uuid_compare
00007ff80031c4d2 (__TEXT,__text) external _uuid_copy
00007ff80031c88d (__TEXT,__text) external _uuid_generate
00007ff80031c800 (__TEXT,__text) external _uuid_generate_random
00007ff80031c4e8 (__TEXT,__text) external _uuid_generate_time
00007ff84004e430 (__DATA,__bss) non-external _uuid_generate_time.has_init
00007ff84004e428 (__DATA,__bss) non-external _uuid_generate_time.node_id
00007ff80031c897 (__TEXT,__text) external _uuid_is_null
00007ff80031c8b4 (__TEXT,__text) external _uuid_pack
00007ff80031c8f2 (__TEXT,__text) external _uuid_parse
00007ff80031ca1c (__TEXT,__text) external _uuid_unpack
00007ff80031caf8 (__TEXT,__text) external _uuid_unparse
00007ff80031ca5a (__TEXT,__text) external _uuid_unparse_lower
00007ff80031caa9 (__TEXT,__text) external _uuid_unparse_upper
00007ff840031020 (__DATA_CONST,__const) non-external _validlist
00007ff800349a49 (__TEXT,__text) external _vasprintf
00007ff800349a2a (__TEXT,__text) external _vasprintf_l
00007ff80031b41b (__TEXT,__text) external _vasxprintf
00007ff80031bec6 (__TEXT,__text) external _vasxprintf_exec
00007ff800349be5 (__TEXT,__text) external _vdprintf
00007ff800349bc7 (__TEXT,__text) external _vdprintf_l
00007ff80031b433 (__TEXT,__text) external _vdxprintf
00007ff80031bee0 (__TEXT,__text) external _vdxprintf_exec
00007ff80037ee16 (__TEXT,__text) external _verr
00007ff80037ed44 (__TEXT,__text) external _verrc
00007ff80037ef14 (__TEXT,__text) external _verrx
00007ff80031cd5b (__TEXT,__text) external _vfork
00007ff800349c6d (__TEXT,__text) external _vfprintf
00007ff800349c20 (__TEXT,__text) external _vfprintf_l
00007ff80034e45c (__TEXT,__text) external _vfscanf
00007ff800350670 (__TEXT,__text) external _vfscanf_l
00007ff8003545e0 (__TEXT,__text) external _vfwprintf
00007ff8003507f8 (__TEXT,__text) external _vfwprintf_l
00007ff800354e28 (__TEXT,__text) external _vfwscanf
00007ff800356fa0 (__TEXT,__text) external _vfwscanf_l
00007ff80031b44a (__TEXT,__text) external _vfxprintf
00007ff80031bef9 (__TEXT,__text) external _vfxprintf_exec
00007ff800336fc3 (__TEXT,__text) external _vis
                 (undefined) external _vm_allocate (from libsystem_kernel)
                 (undefined) external _vm_region_64 (from libsystem_kernel)
00007ff80035701f (__TEXT,__text) external _vprintf
00007ff800357057 (__TEXT,__text) external _vprintf_l
00007ff800357074 (__TEXT,__text) external _vscanf
00007ff8003570d6 (__TEXT,__text) external _vscanf_l
00007ff800357297 (__TEXT,__text) external _vsnprintf
00007ff800357268 (__TEXT,__text) external _vsnprintf_l
00007ff8003573c0 (__TEXT,__text) external _vsprintf
00007ff8003572e1 (__TEXT,__text) external _vsprintf_l
00007ff8003574fa (__TEXT,__text) external _vsscanf
00007ff8003573ee (__TEXT,__text) external _vsscanf_l
00007ff80035773c (__TEXT,__text) external _vswprintf
00007ff800357528 (__TEXT,__text) external _vswprintf_l
00007ff80035793e (__TEXT,__text) external _vswscanf
00007ff80035776a (__TEXT,__text) external _vswscanf_l
00007ff80031b462 (__TEXT,__text) external _vsxprintf
00007ff80031bf13 (__TEXT,__text) external _vsxprintf_exec
00007ff80037f10f (__TEXT,__text) external _vwarn
00007ff80037f06a (__TEXT,__text) external _vwarnc
00007ff80037f26a (__TEXT,__text) external _vwarnx
00007ff80035796c (__TEXT,__text) external _vwprintf
00007ff8003579a4 (__TEXT,__text) external _vwprintf_l
00007ff8003579c1 (__TEXT,__text) external _vwscanf
00007ff8003579f9 (__TEXT,__text) external _vwscanf_l
00007ff80031b490 (__TEXT,__text) external _vxprintf
00007ff80031bf41 (__TEXT,__text) external _vxprintf_exec
00007ff80037cdbe (__TEXT,__text) external _wait
00007ff8003378e0 (__TEXT,__text) external _wait$NOCANCEL
00007ff8003378f6 (__TEXT,__text) external _wait3
                 (undefined) external _wait4 (from libsystem_kernel)
