00007ffa17b1cf0a (__TEXT,__text) external _CGLGetCurrentContext
00007ffa17b19a84 (__TEXT,__text) external _glViewportIndexedf
00007ffa17b19aa0 (__TEXT,__text) external _glViewportIndexedfv
00007ffa17b184a0 (__TEXT,__text) external _glWaitSync
00007ffa17b1a49e (__TEXT,__text) external _glWeightPointerARB
00007ffa17b1a3a6 (__TEXT,__text) external _glWeightbvARB
00007ffa17b1a422 (__TEXT,__text) external _glWeightdvARB
00007ffa17b1a403 (__TEXT,__text) external _glWeightfvARB
00007ffa17b1a3e4 (__TEXT,__text) external _glWeightivARB
00007ffa17b1a3c5 (__TEXT,__text) external _glWeightsvARB
00007ffa17b1a441 (__TEXT,__text) external _glWeightubvARB
00007ffa17b1a47f (__TEXT,__text) external _glWeightuivARB
00007ffa17b1a460 (__TEXT,__text) external _glWeightusvARB
00007ffa17b1658c (__TEXT,__text) external _glWindowPos2d
00007ffa17b1ab4f (__TEXT,__text) external _glWindowPos2dARB
00007ffa17b165a6 (__TEXT,__text) external _glWindowPos2dv
00007ffa17b1ab69 (__TEXT,__text) external _glWindowPos2dvARB
00007ffa17b165c3 (__TEXT,__text) external _glWindowPos2f
00007ffa17b1ab86 (__TEXT,__text) external _glWindowPos2fARB
00007ffa17b165dd (__TEXT,__text) external _glWindowPos2fv
00007ffa17b1aba0 (__TEXT,__text) external _glWindowPos2fvARB
00007ffa17b165fa (__TEXT,__text) external _glWindowPos2i
00007ffa17b1abbd (__TEXT,__text) external _glWindowPos2iARB
00007ffa17b16618 (__TEXT,__text) external _glWindowPos2iv
00007ffa17b1abdb (__TEXT,__text) external _glWindowPos2ivARB
00007ffa17b16635 (__TEXT,__text) external _glWindowPos2s
00007ffa17b1abf8 (__TEXT,__text) external _glWindowPos2sARB
00007ffa17b16653 (__TEXT,__text) external _glWindowPos2sv
00007ffa17b1ac16 (__TEXT,__text) external _glWindowPos2svARB
00007ffa17b16670 (__TEXT,__text) external _glWindowPos3d
00007ffa17b1ac33 (__TEXT,__text) external _glWindowPos3dARB
00007ffa17b1668a (__TEXT,__text) external _glWindowPos3dv
00007ffa17b1ac4d (__TEXT,__text) external _glWindowPos3dvARB
00007ffa17b166a7 (__TEXT,__text) external _glWindowPos3f
00007ffa17b1ac6a (__TEXT,__text) external _glWindowPos3fARB
00007ffa17b166c1 (__TEXT,__text) external _glWindowPos3fv
00007ffa17b1ac84 (__TEXT,__text) external _glWindowPos3fvARB
00007ffa17b166de (__TEXT,__text) external _glWindowPos3i
00007ffa17b1aca1 (__TEXT,__text) external _glWindowPos3iARB
00007ffa17b166ff (__TEXT,__text) external _glWindowPos3iv
00007ffa17b1acc2 (__TEXT,__text) external _glWindowPos3ivARB
00007ffa17b1671c (__TEXT,__text) external _glWindowPos3s
00007ffa17b1acdf (__TEXT,__text) external _glWindowPos3sARB
00007ffa17b1673d (__TEXT,__text) external _glWindowPos3sv
00007ffa17b1ad00 (__TEXT,__text) external _glWindowPos3svARB
00007ffa4411a0e0 (__DATA_DIRTY,__common) external _gll_noop
