00007fff85bc4f60 (__DATA,__data) non-external _.compoundliteral
00007fff6bb7170a (__TEXT,__text) non-external (was a private external) _glpSwitchStatementNodeSetExpr
00007fff6bb3480c (__TEXT,__text) non-external _glpTextureNameFromSamplerType
00007fff6bb71a9f (__TEXT,__text) non-external (was a private external) _glpTopLevelNodeAddDef
00007fff6bb6e6a5 (__TEXT,__text) non-external (was a private external) _glpTopLevelNodeGetDef
00007fff6bb6e69c (__TEXT,__text) non-external (was a private external) _glpTopLevelNodeGetDefCount
00007fff6bb6e64f (__TEXT,__text) non-external (was a private external) _glpTopLevelNodeGetGlobalTypeQualifier
00007fff6bb71aac (__TEXT,__text) non-external (was a private external) _glpTopLevelNodeInsertDef
00007fff6bb71a8f (__TEXT,__text) non-external (was a private external) _glpTopLevelNodeSetDef
00007fff6bb6ea3e (__TEXT,__text) non-external (was a private external) _glpTypeConversionNodeGetToPrecision
00007fff6bb6ea34 (__TEXT,__text) non-external (was a private external) _glpTypeConversionNodeGetToType
00007fff6bb6ea48 (__TEXT,__text) non-external (was a private external) _glpTypeConversionNodeSetToPrecision
00007fff6bb3ae73 (__TEXT,__text) non-external (was a private external) _glpTypeFromScalarTypeAndComponentCount
00007fff6bb0fe74 (__TEXT,__text) non-external (was a private external) _glpTypeGetAppleVec4Types
00007fff6bb63674 (__TEXT,__text) non-external (was a private external) _glpTypeGetKind
00007fff6bb63df0 (__TEXT,__text) non-external (was a private external) _glpTypeGetSamplerCount
00007fff6bb64768 (__TEXT,__text) non-external (was a private external) _glpTypeHumanReadableDescription
00007fff6bb6eb37 (__TEXT,__text) non-external (was a private external) _glpTypeIdentifierNodeGetName
00007fff6bb63ed4 (__TEXT,__text) non-external (was a private external) _glpTypeIsAtomic
00007fff6bb63f6b (__TEXT,__text) non-external (was a private external) _glpTypeIsSized
00007fff6bb643cd (__TEXT,__text) non-external (was a private external) _glpTypeParseDeref
00007fff6bb0fce1 (__TEXT,__text) non-external (was a private external) _glpTypeSizeGetSize
00007fff6bb0fcd3 (__TEXT,__text) non-external (was a private external) _glpTypeSizeIsValid
00007fff6bb37af5 (__TEXT,__text) non-external _glpTypeToLLVMType
00007fff6bb68b0b (__TEXT,__text) non-external (was a private external) _glpTypedValueHash
00007fff6bb0fc7d (__TEXT,__text) non-external (was a private external) _glpTypedValueHashCache
00007fff6bb0fbde (__TEXT,__text) non-external (was a private external) _glpTypedValueHashGet
00007fff6bb0fa2e (__TEXT,__text) non-external (was a private external) _glpTypedValueHashPut
00007fff6bb68b67 (__TEXT,__text) non-external (was a private external) _glpTypedValuesEqual
00007fff6bb63ae9 (__TEXT,__text) non-external (was a private external) _glpTypesEqual
00007fff6bb6e724 (__TEXT,__text) non-external (was a private external) _glpUnaryOperatorNodeGetExpr
00007fff6bb6e731 (__TEXT,__text) non-external (was a private external) _glpUnaryOperatorNodeSetExpr
00007fff6bb64b90 (__TEXT,__text) non-external (was a private external) _glpUnaryOperatorStringToSymbol
00007fff6bb6edd0 (__TEXT,__text) non-external (was a private external) _glpUndeterminedCallNodeGetCallee
00007fff6bb6ede1 (__TEXT,__text) non-external (was a private external) _glpUndeterminedCallNodeSetCallee
00007fff6bb10925 (__TEXT,__text) non-external (was a private external) _glpUnlockPoolAllocator
00007fff6bba011a (__TEXT,__text) non-external (was a private external) _glpUpdateExtensionBehavior
00007fff6bb580e8 (__TEXT,__text) non-external (was a private external) _glpValidateSwizzle
00007fff6bb6878a (__TEXT,__text) non-external (was a private external) _glpValueGetAsSize
00007fff6bb68741 (__TEXT,__text) non-external (was a private external) _glpValueIsUsableAsSize
00007fff6bb702da (__TEXT,__text) non-external (was a private external) _glpVariableDeclarationGroupNodeAddDeclaration
00007fff6bb70297 (__TEXT,__text) non-external (was a private external) _glpVariableDeclarationGroupNodeGetBaseType
00007fff6bb702ba (__TEXT,__text) non-external (was a private external) _glpVariableDeclarationGroupNodeGetDeclaration
00007fff6bb702b1 (__TEXT,__text) non-external (was a private external) _glpVariableDeclarationGroupNodeGetDeclarationCount
00007fff6bb702e7 (__TEXT,__text) non-external (was a private external) _glpVariableDeclarationGroupNodeInsertDeclaration
00007fff6bb702a4 (__TEXT,__text) non-external (was a private external) _glpVariableDeclarationGroupNodeSetBaseType
00007fff6bb702ca (__TEXT,__text) non-external (was a private external) _glpVariableDeclarationGroupNodeSetDeclaration
00007fff6bb701da (__TEXT,__text) non-external (was a private external) _glpVariableDeclarationNodeGetExtra
00007fff6bb70208 (__TEXT,__text) non-external (was a private external) _glpVariableDeclarationNodeGetInitializer
00007fff6bb701d0 (__TEXT,__text) non-external (was a private external) _glpVariableDeclarationNodeGetIsFromSource
00007fff6bb701b4 (__TEXT,__text) non-external (was a private external) _glpVariableDeclarationNodeGetName
00007fff6bb701ee (__TEXT,__text) non-external (was a private external) _glpVariableDeclarationNodeGetType
00007fff6bb701e4 (__TEXT,__text) non-external (was a private external) _glpVariableDeclarationNodeSetExtra
00007fff6bb70216 (__TEXT,__text) non-external (was a private external) _glpVariableDeclarationNodeSetInitializer
00007fff6bb701c2 (__TEXT,__text) non-external (was a private external) _glpVariableDeclarationNodeSetName
00007fff6bb701fb (__TEXT,__text) non-external (was a private external) _glpVariableDeclarationNodeSetType
00007fff6bb6eac5 (__TEXT,__text) non-external (was a private external) _glpVariableIdentifierNodeGetName
00007fff6bb3c052 (__TEXT,__text) non-external (was a private external) _glpVariableObjectExtendImplicitArraySize
00007fff6bb3bf09 (__TEXT,__text) non-external (was a private external) _glpVariableObjectGetABI
00007fff6bb3bf9f (__TEXT,__text) non-external (was a private external) _glpVariableObjectValidateImplicitArraySize
00007fff6bb8d557 (__TEXT,__text) non-external _glpVecFromValue
00007fff6bbd2cfc (__TEXT,__text) external _glpVertexStateToPPStream
00007fff6bbc1fc0 (__TEXT,__text) non-external _glpWriteClampSat
00007fff6bbc202f (__TEXT,__text) non-external _glpWriteDestinationOperand
00007fff6bbc531f (__TEXT,__text) non-external _glpWriteOperandSize
00007fff6bb6fc54 (__TEXT,__text) non-external (was a private external) _glpWriteOutputNodeGetExtra
00007fff6bb6fc5e (__TEXT,__text) non-external (was a private external) _glpWriteOutputNodeSetExtra
00007fff6bbc1f9c (__TEXT,__text) non-external _glpWritePrecision
00007fff6bbc1a08 (__TEXT,__text) non-external _glpWriteSizeType
00007fff6bbc529a (__TEXT,__text) non-external _glpWriteSizeTypePrecision
00007fff6bbc1a7d (__TEXT,__text) non-external _glpWriteSourceOperand
00007fff6bb5d8b5 (__TEXT,__text) non-external (was a private external) _glp_serialized_integer32_control
00007fff6bb5d838 (__TEXT,__text) non-external (was a private external) _glp_serialized_integer64_control
00007fff6ba86419 (__TEXT,__text) non-external (was a private external) _glp_strtod
00007fff6bb0dad1 (__TEXT,__text) external _glsmAllocateTextureLevels
00007fff6bb0dba3 (__TEXT,__text) external _glsmCleanTextureGeometry
00007fff6bb0ea98 (__TEXT,__text) external _glsmCreateBuffer
00007fff6bb0e915 (__TEXT,__text) external _glsmCreateSampler
00007fff6bb0da70 (__TEXT,__text) external _glsmCreateTexture
00007fff6bb0ead4 (__TEXT,__text) external _glsmDestroyBuffer
00007fff6bb0e953 (__TEXT,__text) external _glsmDestroySampler
00007fff6bb0db74 (__TEXT,__text) external _glsmDestroyTexture
00007fff6bb0db04 (__TEXT,__text) external _glsmFreeTextureLevelBuffers
00007fff6bb0e0e2 (__TEXT,__text) external _glsmLoadTextureLevelBuffer
00007fff6bb0e6e6 (__TEXT,__text) external _glsmLoadTextureStructure
00007fff6bb0dead (__TEXT,__text) non-external _glsmResetTextureLevel
00007fff6bb0e95d (__TEXT,__text) external _glsmUpdateTexImageDataInPPStream
00007fff6ba86bc0 (__TEXT,__text) non-external (was a private external) _glvmCPGetAttributeCode
00007fff6ba89c14 (__TEXT,__text) external _glvmCalculateSurfaceTextureBase
00007fff6bab6620 (__TEXT,__text) non-external (was a private external) _glvmChooseArgTypeConversion
00007fff6bab6a10 (__TEXT,__text) non-external (was a private external) _glvmChooseDestTypeConversion
00007fff6bb08230 (__TEXT,__text) external _glvmCopyAttributes
00007fff6ba86be0 (__TEXT,__text) non-external (was a private external) _glvmEPGetAttributeCode
00007fff6ba86c55 (__TEXT,__text) non-external (was a private external) _glvmFPGetAttributeCode
00007fff6ba86c00 (__TEXT,__text) non-external (was a private external) _glvmGPGetAttributeCode
00007fff6ba86cf8 (__TEXT,__text) external _glvmGetConstants
00007fff6badb980 (__TEXT,__text) non-external (was a private external) _glvmGetDestOffsetCount
00007fff6ba8667c (__TEXT,__text) non-external (was a private external) _glvmGetGlobalParameterOffset
00007fff6badc1f0 (__TEXT,__text) non-external (was a private external) _glvmGetOperationSpec
00007fff6ba86b50 (__TEXT,__text) non-external (was a private external) _glvmGetResultCode
00007fff6badaf10 (__TEXT,__text) non-external (was a private external) _glvmGetSourceOffsetStride
00007fff6bafb6b0 (__TEXT,__text) external _glvmInterpretCPTransformPatch
00007fff6baf8320 (__TEXT,__text) non-external (was a private external) _glvmInterpretCPTransformPatchInner
00007fff6baff5a0 (__TEXT,__text) external _glvmInterpretEPTransformPatch
00007fff6bafbd30 (__TEXT,__text) non-external (was a private external) _glvmInterpretEPTransformPatchInner
00007fff6bb0bd70 (__TEXT,__text) external _glvmInterpretFPTransformFour
00007fff6bb08480 (__TEXT,__text) non-external (was a private external) _glvmInterpretFPTransformFourInner
00007fff6bb048e0 (__TEXT,__text) external _glvmInterpretGPTransformPrimitive
00007fff6bb00d00 (__TEXT,__text) non-external (was a private external) _glvmInterpretGPTransformPrimitiveInner
00007fff6baf7b90 (__TEXT,__text) external _glvmInterpretVPTransformFour
00007fff6baf3ed0 (__TEXT,__text) non-external (was a private external) _glvmInterpretVPTransformFourInner
00007fff6babdf30 (__TEXT,__text) non-external (was a private external) _glvmLoadDestTemp
00007fff6bab9080 (__TEXT,__text) non-external (was a private external) _glvmLoadSourceAddress
00007fff6baca090 (__TEXT,__text) non-external (was a private external) _glvmLoadSourceAttribCP
00007fff6bad0100 (__TEXT,__text) non-external (was a private external) _glvmLoadSourceAttribEP
00007fff6bad5630 (__TEXT,__text) non-external (was a private external) _glvmLoadSourceAttribFP
00007fff6bad4250 (__TEXT,__text) non-external (was a private external) _glvmLoadSourceAttribGP
00007fff6bac5de0 (__TEXT,__text) non-external (was a private external) _glvmLoadSourceAttribVP
00007fff6bab9c70 (__TEXT,__text) non-external (was a private external) _glvmLoadSourceParam
00007fff6bab6d80 (__TEXT,__text) non-external (was a private external) _glvmLoadSourceTemp
00007fff6bb8d79f (__TEXT,__text) non-external _glvmOp
00007fff6badd990 (__TEXT,__text) non-external (was a private external) _glvmOperationABS
00007fff6baef110 (__TEXT,__text) non-external (was a private external) _glvmOperationACOSH
00007fff6baddb20 (__TEXT,__text) non-external (was a private external) _glvmOperationACS
00007fff6bae54c0 (__TEXT,__text) non-external (was a private external) _glvmOperationADD
00007fff6baddcc0 (__TEXT,__text) non-external (was a private external) _glvmOperationALL
00007fff6baee8c0 (__TEXT,__text) non-external (was a private external) _glvmOperationAND
00007fff6bae5610 (__TEXT,__text) non-external (was a private external) _glvmOperationANL
00007fff6badde40 (__TEXT,__text) non-external (was a private external) _glvmOperationANY
00007fff6badd920 (__TEXT,__text) non-external (was a private external) _glvmOperationARA
00007fff6badd8e0 (__TEXT,__text) non-external (was a private external) _glvmOperationARL
00007fff6badd910 (__TEXT,__text) non-external (was a private external) _glvmOperationARR
00007fff6baeefd0 (__TEXT,__text) non-external (was a private external) _glvmOperationASINH
00007fff6baddfc0 (__TEXT,__text) non-external (was a private external) _glvmOperationASN
00007fff6baef250 (__TEXT,__text) non-external (was a private external) _glvmOperationATANH
00007fff6bade140 (__TEXT,__text) non-external (was a private external) _glvmOperationATN
00007fff6bae5650 (__TEXT,__text) non-external (was a private external) _glvmOperationATN2
00007fff6baed3b0 (__TEXT,__text) non-external (was a private external) _glvmOperationBDL
00007fff6baf16c0 (__TEXT,__text) non-external (was a private external) _glvmOperationBITCOUNT
00007fff6baf11b0 (__TEXT,__text) non-external (was a private external) _glvmOperationBITFIELD_REVERSE
00007fff6bade340 (__TEXT,__text) non-external (was a private external) _glvmOperationCEI
00007fff6baea130 (__TEXT,__text) non-external (was a private external) _glvmOperationCLM
00007fff6baea0b0 (__TEXT,__text) non-external (was a private external) _glvmOperationCMP
00007fff6baeebd0 (__TEXT,__text) non-external (was a private external) _glvmOperationCOMP
00007fff6bade5b0 (__TEXT,__text) non-external (was a private external) _glvmOperationCOS
00007fff6baeed50 (__TEXT,__text) non-external (was a private external) _glvmOperationCOSH
00007fff6bb04b80 (__TEXT,__text) non-external (was a private external) _glvmOperationCopyAttributes
00007fff6bae5420 (__TEXT,__text) non-external (was a private external) _glvmOperationDDX
00007fff6bae5450 (__TEXT,__text) non-external (was a private external) _glvmOperationDDY
00007fff6bade810 (__TEXT,__text) non-external (was a private external) _glvmOperationDEG
00007fff6bae67e0 (__TEXT,__text) non-external (was a private external) _glvmOperationDISTANCE
00007fff6bae5a00 (__TEXT,__text) non-external (was a private external) _glvmOperationDIV
00007fff6bae5f20 (__TEXT,__text) non-external (was a private external) _glvmOperationDOT
00007fff6bae62a0 (__TEXT,__text) non-external (was a private external) _glvmOperationDP3
00007fff6bae6460 (__TEXT,__text) non-external (was a private external) _glvmOperationDP4
00007fff6bae6670 (__TEXT,__text) non-external (was a private external) _glvmOperationDPH
00007fff6baec360 (__TEXT,__text) non-external (was a private external) _glvmOperationDSL
00007fff6bae6740 (__TEXT,__text) non-external (was a private external) _glvmOperationDST
00007fff6baf8120 (__TEXT,__text) non-external (was a private external) _glvmOperationDispatchCP
00007fff6bafbb30 (__TEXT,__text) non-external (was a private external) _glvmOperationDispatchEP
00007fff6bb08250 (__TEXT,__text) non-external (was a private external) _glvmOperationDispatchFP
00007fff6bb00ac0 (__TEXT,__text) non-external (was a private external) _glvmOperationDispatchGP
00007fff6baf3c90 (__TEXT,__text) non-external (was a private external) _glvmOperationDispatchVP
00007fff6bb00370 (__TEXT,__text) non-external (was a private external) _glvmOperationENDSTREAMPRIMITIVE
00007fff6bb00820 (__TEXT,__text) non-external (was a private external) _glvmOperationENDSTREAMPRIMITIVES
00007fff6bb005c0 (__TEXT,__text) non-external (was a private external) _glvmOperationENDSTREAMPRIMITIVEWithMask
00007fff6bade850 (__TEXT,__text) non-external (was a private external) _glvmOperationEX2
00007fff6badec00 (__TEXT,__text) non-external (was a private external) _glvmOperationEXP
00007fff6badeec0 (__TEXT,__text) non-external (was a private external) _glvmOperationEXPE
00007fff6baef970 (__TEXT,__text) non-external (was a private external) _glvmOperationEXTRACT_EXPONENT
00007fff6baef680 (__TEXT,__text) non-external (was a private external) _glvmOperationEXTRACT_SIGNIFICAND
00007fff6baea940 (__TEXT,__text) non-external (was a private external) _glvmOperationFFW
00007fff6baf18d0 (__TEXT,__text) non-external (was a private external) _glvmOperationFIND_LSB
00007fff6baf1de0 (__TEXT,__text) non-external (was a private external) _glvmOperationFIND_MSB
00007fff6badf280 (__TEXT,__text) non-external (was a private external) _glvmOperationFLR
00007fff6badf4e0 (__TEXT,__text) non-external (was a private external) _glvmOperationFRC
00007fff6baef650 (__TEXT,__text) non-external (was a private external) _glvmOperationFROM_BITS
00007fff6baaf840 (__TEXT,__text) non-external (was a private external) _glvmOperationFUNCSTART
00007fff6bae5480 (__TEXT,__text) non-external (was a private external) _glvmOperationFWD
00007fff6baf2450 (__TEXT,__text) non-external (was a private external) _glvmOperationINTERPOLATE_AT_CENTROID
00007fff6baf24a0 (__TEXT,__text) non-external (was a private external) _glvmOperationINTERPOLATE_AT_OFFSET
00007fff6baf2680 (__TEXT,__text) non-external (was a private external) _glvmOperationINTERPOLATE_AT_SAMPLE
00007fff6bae4040 (__TEXT,__text) non-external (was a private external) _glvmOperationINVERSESQRT
00007fff6baef390 (__TEXT,__text) non-external (was a private external) _glvmOperationISINF
00007fff6baef4a0 (__TEXT,__text) non-external (was a private external) _glvmOperationISNAN
00007fff6baaf860 (__TEXT,__text) non-external (was a private external) _glvmOperationInitMasksForNested
00007fff6baaf8a0 (__TEXT,__text) non-external (was a private external) _glvmOperationInitSub
00007fff6baefbe0 (__TEXT,__text) non-external (was a private external) _glvmOperationLDEXP
00007fff6badf840 (__TEXT,__text) non-external (was a private external) _glvmOperationLEN
00007fff6badfbf0 (__TEXT,__text) non-external (was a private external) _glvmOperationLG2
00007fff6badfed0 (__TEXT,__text) non-external (was a private external) _glvmOperationLIT
00007fff6baed4a0 (__TEXT,__text) non-external (was a private external) _glvmOperationLOAD
00007fff6bae0400 (__TEXT,__text) non-external (was a private external) _glvmOperationLOG
00007fff6bae05f0 (__TEXT,__text) non-external (was a private external) _glvmOperationLOGE
00007fff6baead90 (__TEXT,__text) non-external (was a private external) _glvmOperationLRP
00007fff6baeb0b0 (__TEXT,__text) non-external (was a private external) _glvmOperationMAD
00007fff6bae6c40 (__TEXT,__text) non-external (was a private external) _glvmOperationMAX
00007fff6bae7040 (__TEXT,__text) non-external (was a private external) _glvmOperationMIN
00007fff6bae7440 (__TEXT,__text) non-external (was a private external) _glvmOperationMLC
00007fff6bae7450 (__TEXT,__text) non-external (was a private external) _glvmOperationMOD
00007fff6bae08e0 (__TEXT,__text) non-external (was a private external) _glvmOperationMOV
00007fff6bae7c50 (__TEXT,__text) non-external (was a private external) _glvmOperationMUL
00007fff6baf0f40 (__TEXT,__text) non-external (was a private external) _glvmOperationMUL_HB
00007fff6bae0960 (__TEXT,__text) non-external (was a private external) _glvmOperationNOT
00007fff6bae09a0 (__TEXT,__text) non-external (was a private external) _glvmOperationNRM
00007fff6bae0e40 (__TEXT,__text) non-external (was a private external) _glvmOperationNSE
00007fff6baee900 (__TEXT,__text) non-external (was a private external) _glvmOperationOR
00007fff6bae7da0 (__TEXT,__text) non-external (was a private external) _glvmOperationORL
00007fff6baf00c0 (__TEXT,__text) non-external (was a private external) _glvmOperationPK2H
00007fff6baeff00 (__TEXT,__text) non-external (was a private external) _glvmOperationPK2US
00007fff6baf0ee0 (__TEXT,__text) non-external (was a private external) _glvmOperationPK2W
00007fff6baf0900 (__TEXT,__text) non-external (was a private external) _glvmOperationPK4B
00007fff6baf0c00 (__TEXT,__text) non-external (was a private external) _glvmOperationPK4UB
00007fff6bae7de0 (__TEXT,__text) non-external (was a private external) _glvmOperationPOW
00007fff6bae38c0 (__TEXT,__text) non-external (was a private external) _glvmOperationRAD
00007fff6bae3900 (__TEXT,__text) non-external (was a private external) _glvmOperationRCC
00007fff6bae3910 (__TEXT,__text) non-external (was a private external) _glvmOperationRCP
00007fff6baaf850 (__TEXT,__text) non-external (was a private external) _glvmOperationRET
00007fff6bae8370 (__TEXT,__text) non-external (was a private external) _glvmOperationRFL
00007fff6baeb1c0 (__TEXT,__text) non-external (was a private external) _glvmOperationRFR
00007fff6baed970 (__TEXT,__text) non-external (was a private external) _glvmOperationROUND
00007fff6baedbf0 (__TEXT,__text) non-external (was a private external) _glvmOperationROUNDEVEN
00007fff6bae3c50 (__TEXT,__text) non-external (was a private external) _glvmOperationRSQ
00007fff6badd880 (__TEXT,__text) non-external (was a private external) _glvmOperationSAT
00007fff6bae51c0 (__TEXT,__text) non-external (was a private external) _glvmOperationSCS
00007fff6bae8880 (__TEXT,__text) non-external (was a private external) _glvmOperationSEL
00007fff6bae8970 (__TEXT,__text) non-external (was a private external) _glvmOperationSEQ
00007fff6bae8dd0 (__TEXT,__text) non-external (was a private external) _glvmOperationSFL
00007fff6bae8df0 (__TEXT,__text) non-external (was a private external) _glvmOperationSGE
00007fff6bae9090 (__TEXT,__text) non-external (was a private external) _glvmOperationSGT
00007fff6baee980 (__TEXT,__text) non-external (was a private external) _glvmOperationSHL
00007fff6baeea40 (__TEXT,__text) non-external (was a private external) _glvmOperationSHR
00007fff6bae44e0 (__TEXT,__text) non-external (was a private external) _glvmOperationSIN
00007fff6baeec10 (__TEXT,__text) non-external (was a private external) _glvmOperationSINH
00007fff6bae9320 (__TEXT,__text) non-external (was a private external) _glvmOperationSLE
00007fff6bae95c0 (__TEXT,__text) non-external (was a private external) _glvmOperationSLT
00007fff6baebf60 (__TEXT,__text) non-external (was a private external) _glvmOperationSMS
00007fff6bae9850 (__TEXT,__text) non-external (was a private external) _glvmOperationSNE
00007fff6bae4730 (__TEXT,__text) non-external (was a private external) _glvmOperationSQT
00007fff6bae4920 (__TEXT,__text) non-external (was a private external) _glvmOperationSSG
00007fff6bafb950 (__TEXT,__text) non-external (was a private external) _glvmOperationSTOREWithMaskEP
00007fff6baff850 (__TEXT,__text) non-external (was a private external) _glvmOperationSTOREWithMaskGP
00007fff6baf2830 (__TEXT,__text) non-external (was a private external) _glvmOperationSTOREWithMaskVP
00007fff6bae9ca0 (__TEXT,__text) non-external (was a private external) _glvmOperationSTR
00007fff6bae9cc0 (__TEXT,__text) non-external (was a private external) _glvmOperationSUB
00007fff6baec3f0 (__TEXT,__text) non-external (was a private external) _glvmOperationSWZ
00007fff6bb04f40 (__TEXT,__text) non-external (was a private external) _glvmOperationStackPreload
00007fff6bae4e50 (__TEXT,__text) non-external (was a private external) _glvmOperationTAN
00007fff6baeee90 (__TEXT,__text) non-external (was a private external) _glvmOperationTANH
00007fff6baaf720 (__TEXT,__text) non-external (was a private external) _glvmOperationTARGBRA
00007fff6baaf440 (__TEXT,__text) non-external (was a private external) _glvmOperationTARGBRK
00007fff6baaf5b0 (__TEXT,__text) non-external (was a private external) _glvmOperationTARGCONT
00007fff6baef620 (__TEXT,__text) non-external (was a private external) _glvmOperationTO_BITS
00007fff6baee640 (__TEXT,__text) non-external (was a private external) _glvmOperationTRUNCATE
00007fff6baf0500 (__TEXT,__text) non-external (was a private external) _glvmOperationUP2H
00007fff6baf0010 (__TEXT,__text) non-external (was a private external) _glvmOperationUP2US
00007fff6baf0f10 (__TEXT,__text) non-external (was a private external) _glvmOperationUP2W
00007fff6baf0ab0 (__TEXT,__text) non-external (was a private external) _glvmOperationUP4B
00007fff6baf0db0 (__TEXT,__text) non-external (was a private external) _glvmOperationUP4UB
00007fff6baee940 (__TEXT,__text) non-external (was a private external) _glvmOperationXOR
00007fff6bae9e10 (__TEXT,__text) non-external (was a private external) _glvmOperationXPD
00007fff6baea070 (__TEXT,__text) non-external (was a private external) _glvmOperationXRL
00007fff6badd930 (__TEXT,__text) non-external (was a private external) _glvmOperationZERO
00007fff6badce80 (__TEXT,__text) non-external (was a private external) _glvmOperationsNoise3D
00007fff6badd1d0 (__TEXT,__text) non-external (was a private external) _glvmOperationsNoise4D
00007fff6baaf5d0 (__TEXT,__text) non-external (was a private external) _glvmPredicateBRA
00007fff6baaf2f0 (__TEXT,__text) non-external (was a private external) _glvmPredicateBRK
00007fff6baaf7b0 (__TEXT,__text) non-external (was a private external) _glvmPredicateCASE
00007fff6baaf460 (__TEXT,__text) non-external (was a private external) _glvmPredicateCONT
00007fff6baaf810 (__TEXT,__text) non-external (was a private external) _glvmPredicateDEFAULT
00007fff6baaf260 (__TEXT,__text) non-external (was a private external) _glvmPredicateELSE
00007fff6baaf280 (__TEXT,__text) non-external (was a private external) _glvmPredicateENDIF
00007fff6baaf760 (__TEXT,__text) non-external (was a private external) _glvmPredicateENDSWITCH
00007fff6baaf2d0 (__TEXT,__text) non-external (was a private external) _glvmPredicateENDWHILE
00007fff6baaf210 (__TEXT,__text) non-external (was a private external) _glvmPredicateIF
00007fff6baaf740 (__TEXT,__text) non-external (was a private external) _glvmPredicateSWITCH
00007fff6baaf2c0 (__TEXT,__text) non-external (was a private external) _glvmPredicateWHILE
00007fff6bb07b60 (__TEXT,__text) external _glvmPreloadFPTransformFour
00007fff6bb05120 (__TEXT,__text) non-external (was a private external) _glvmPreloadSourceAttribs
00007fff6baaff30 (__TEXT,__text) non-external (was a private external) _glvmRasterOpAlphaTest
00007fff6bab2b80 (__TEXT,__text) non-external (was a private external) _glvmRasterOpBlend
00007fff6baaf8b0 (__TEXT,__text) non-external (was a private external) _glvmRasterOpDepthBoundsTest
00007fff6baafff0 (__TEXT,__text) non-external (was a private external) _glvmRasterOpDepthStencilTest
00007fff6bab2570 (__TEXT,__text) non-external (was a private external) _glvmRasterOpFragmentCount
00007fff6bab41d0 (__TEXT,__text) non-external (was a private external) _glvmRasterOpLogicOp
00007fff6bab45b0 (__TEXT,__text) non-external (was a private external) _glvmRasterOpMask
00007fff6baafad0 (__TEXT,__text) non-external (was a private external) _glvmRasterOpMultisampleAlphaCoverage
00007fff6baafbe0 (__TEXT,__text) non-external (was a private external) _glvmRasterOpMultisampleAlphaOne
00007fff6baafc50 (__TEXT,__text) non-external (was a private external) _glvmRasterOpMultisampleCoverageMask
00007fff6baafe20 (__TEXT,__text) non-external (was a private external) _glvmRasterOpMultisampleSampleMask
00007fff6bab25f0 (__TEXT,__text) non-external (was a private external) _glvmRasterOpPack
00007fff6bab4760 (__TEXT,__text) non-external (was a private external) _glvmRasterOpRead
00007fff6bab4ac0 (__TEXT,__text) non-external (was a private external) _glvmRasterOpWrite
00007fff6bab4f60 (__TEXT,__text) non-external (was a private external) _glvmRasterOpWriteFallback
00007fff6baae580 (__TEXT,__text) non-external (was a private external) _glvmSamplerFetch
00007fff6baae460 (__TEXT,__text) non-external (was a private external) _glvmSamplerInvalid
00007fff6ba8ad10 (__TEXT,__text) non-external (was a private external) _glvmSamplerLoadTexels
00007fff6ba918d0 (__TEXT,__text) non-external (was a private external) _glvmSamplerQueryLOD
00007fff6ba92e00 (__TEXT,__text) non-external (was a private external) _glvmSamplerSample
00007fff6baae4a0 (__TEXT,__text) non-external (was a private external) _glvmSamplerSize
00007fff6baf7a70 (__TEXT,__text) non-external _glvmSetSourceIndirectLimits
00007fff6bafb590 (__TEXT,__text) non-external _glvmSetSourceIndirectLimits
00007fff6baff480 (__TEXT,__text) non-external _glvmSetSourceIndirectLimits
00007fff6bb047c0 (__TEXT,__text) non-external _glvmSetSourceIndirectLimits
00007fff6bb0bc50 (__TEXT,__text) non-external _glvmSetSourceIndirectLimits
00007fff6ba8904c (__TEXT,__text) external _glvmSetTextureFormat
00007fff6bab6330 (__TEXT,__text) non-external (was a private external) _glvmSourceNegateCF
00007fff6bac1510 (__TEXT,__text) non-external (was a private external) _glvmStoreDestAddress
00007fff6bac5330 (__TEXT,__text) non-external (was a private external) _glvmStoreDestAddressWithMask
00007fff6baccd20 (__TEXT,__text) non-external (was a private external) _glvmStoreDestOutputCP
00007fff6bad21a0 (__TEXT,__text) non-external (was a private external) _glvmStoreDestOutputEP
00007fff6bad7b40 (__TEXT,__text) non-external (was a private external) _glvmStoreDestOutputFP
00007fff6bad4950 (__TEXT,__text) non-external (was a private external) _glvmStoreDestOutputGP
00007fff6bac7420 (__TEXT,__text) non-external (was a private external) _glvmStoreDestOutputVP
00007fff6bace6b0 (__TEXT,__text) non-external (was a private external) _glvmStoreDestOutputWithMaskCP
00007fff6bad31e0 (__TEXT,__text) non-external (was a private external) _glvmStoreDestOutputWithMaskEP
00007fff6bad8ff0 (__TEXT,__text) non-external (was a private external) _glvmStoreDestOutputWithMaskFP
00007fff6bad4fc0 (__TEXT,__text) non-external (was a private external) _glvmStoreDestOutputWithMaskGP
00007fff6bac87f0 (__TEXT,__text) non-external (was a private external) _glvmStoreDestOutputWithMaskVP
00007fff6babf620 (__TEXT,__text) non-external (was a private external) _glvmStoreDestTemp
00007fff6bac1e60 (__TEXT,__text) non-external (was a private external) _glvmStoreDestTempWithMask
00007fff6ba8ac30 (__TEXT,__text) non-external _glvmTextureFilterEnumToPPStreamEnum
00007fff6ba8ac90 (__TEXT,__text) non-external _glvmTextureWrapEnumToPPStreamEnum
00007fff6bab63d0 (__TEXT,__text) non-external (was a private external) _glvmTypeConvertCF
