00007ffa438436b0 (__DATA,__data) non-external _.compoundliteral
00007ffa192826d6 (__TEXT,__text) non-external (was a private external) _glpStructureNodeSetField
00007ffa19282cd8 (__TEXT,__text) non-external (was a private external) _glpSubroutineArrayCallNodeGetIndexExpr
00007ffa19282cca (__TEXT,__text) non-external (was a private external) _glpSubroutineArrayCallNodeGetName
00007ffa19282ce9 (__TEXT,__text) non-external (was a private external) _glpSubroutineArrayCallNodeSetIndexExpr
00007ffa19285935 (__TEXT,__text) non-external (was a private external) _glpSubroutineRawCallNodeGetExtra
00007ffa1928593f (__TEXT,__text) non-external (was a private external) _glpSubroutineRawCallNodeGetIndexExpr
00007ffa1928594c (__TEXT,__text) non-external (was a private external) _glpSubroutineRawCallNodeSetIndexExpr
00007ffa19277a2b (__TEXT,__text) non-external (was a private external) _glpSubroutineTypeGetFunctionObject
00007ffa19277696 (__TEXT,__text) non-external (was a private external) _glpSubroutineTypeGetName
00007ffa19284c17 (__TEXT,__text) non-external (was a private external) _glpSubroutineTypeListNodeAddType
00007ffa19284bf7 (__TEXT,__text) non-external (was a private external) _glpSubroutineTypeListNodeGetType
00007ffa19284bee (__TEXT,__text) non-external (was a private external) _glpSubroutineTypeListNodeGetTypeCount
00007ffa19284c24 (__TEXT,__text) non-external (was a private external) _glpSubroutineTypeListNodeInsertType
00007ffa19284c07 (__TEXT,__text) non-external (was a private external) _glpSubroutineTypeListNodeSetType
00007ffa19285dd6 (__TEXT,__text) non-external (was a private external) _glpSubroutineUniformNodeGetExtra
00007ffa192853ab (__TEXT,__text) non-external (was a private external) _glpSwitchStatementNodeGetBody
00007ffa19285391 (__TEXT,__text) non-external (was a private external) _glpSwitchStatementNodeGetExpr
00007ffa192853b9 (__TEXT,__text) non-external (was a private external) _glpSwitchStatementNodeSetBody
00007ffa1928539e (__TEXT,__text) non-external (was a private external) _glpSwitchStatementNodeSetExpr
00007ffa19248674 (__TEXT,__text) non-external _glpTextureNameFromSamplerType
00007ffa192856fb (__TEXT,__text) non-external (was a private external) _glpTopLevelNodeAddDef
00007ffa192824af (__TEXT,__text) non-external (was a private external) _glpTopLevelNodeGetDef
00007ffa192824a6 (__TEXT,__text) non-external (was a private external) _glpTopLevelNodeGetDefCount
00007ffa19282459 (__TEXT,__text) non-external (was a private external) _glpTopLevelNodeGetGlobalTypeQualifier
00007ffa19285708 (__TEXT,__text) non-external (was a private external) _glpTopLevelNodeInsertDef
00007ffa192856eb (__TEXT,__text) non-external (was a private external) _glpTopLevelNodeSetDef
00007ffa1928283a (__TEXT,__text) non-external (was a private external) _glpTypeConversionNodeGetToPrecision
00007ffa19282830 (__TEXT,__text) non-external (was a private external) _glpTypeConversionNodeGetToType
00007ffa19282844 (__TEXT,__text) non-external (was a private external) _glpTypeConversionNodeSetToPrecision
00007ffa1924f2a3 (__TEXT,__text) non-external (was a private external) _glpTypeFromScalarTypeAndComponentCount
00007ffa192219e8 (__TEXT,__text) non-external (was a private external) _glpTypeGetAppleVec4Types
00007ffa192773b0 (__TEXT,__text) non-external (was a private external) _glpTypeGetKind
00007ffa19277afc (__TEXT,__text) non-external (was a private external) _glpTypeGetSamplerCount
00007ffa19278457 (__TEXT,__text) non-external (was a private external) _glpTypeHumanReadableDescription
00007ffa19282923 (__TEXT,__text) non-external (was a private external) _glpTypeIdentifierNodeGetName
00007ffa19277bc4 (__TEXT,__text) non-external (was a private external) _glpTypeIsAtomic
00007ffa19277c5b (__TEXT,__text) non-external (was a private external) _glpTypeIsSized
00007ffa192780ad (__TEXT,__text) non-external (was a private external) _glpTypeParseDeref
00007ffa19221851 (__TEXT,__text) non-external (was a private external) _glpTypeSizeGetSize
00007ffa19221843 (__TEXT,__text) non-external (was a private external) _glpTypeSizeIsValid
00007ffa1924b979 (__TEXT,__text) non-external _glpTypeToLLVMType
00007ffa1927c91a (__TEXT,__text) non-external (was a private external) _glpTypedValueHash
00007ffa19221531 (__TEXT,__text) non-external (was a private external) _glpTypedValueHashCache
00007ffa1922148f (__TEXT,__text) non-external (was a private external) _glpTypedValueHashGet
00007ffa192212dd (__TEXT,__text) non-external (was a private external) _glpTypedValueHashPut
00007ffa1927c976 (__TEXT,__text) non-external (was a private external) _glpTypedValuesEqual
00007ffa192777f9 (__TEXT,__text) non-external (was a private external) _glpTypesEqual
00007ffa1928251e (__TEXT,__text) non-external (was a private external) _glpUnaryOperatorNodeGetExpr
00007ffa1928252b (__TEXT,__text) non-external (was a private external) _glpUnaryOperatorNodeSetExpr
00007ffa19278880 (__TEXT,__text) non-external (was a private external) _glpUnaryOperatorStringToSymbol
00007ffa19282b9c (__TEXT,__text) non-external (was a private external) _glpUndeterminedCallNodeGetCallee
00007ffa19282bad (__TEXT,__text) non-external (was a private external) _glpUndeterminedCallNodeSetCallee
00007ffa192224ef (__TEXT,__text) non-external (was a private external) _glpUnlockPoolAllocator
00007ffa192b3bca (__TEXT,__text) non-external (was a private external) _glpUpdateExtensionBehavior
00007ffa1926bc90 (__TEXT,__text) non-external (was a private external) _glpValidateSwizzle
00007ffa1927c59e (__TEXT,__text) non-external (was a private external) _glpValueGetAsSize
00007ffa1927c555 (__TEXT,__text) non-external (was a private external) _glpValueIsUsableAsSize
00007ffa19284011 (__TEXT,__text) non-external (was a private external) _glpVariableDeclarationGroupNodeAddDeclaration
00007ffa19283fce (__TEXT,__text) non-external (was a private external) _glpVariableDeclarationGroupNodeGetBaseType
00007ffa19283ff1 (__TEXT,__text) non-external (was a private external) _glpVariableDeclarationGroupNodeGetDeclaration
00007ffa19283fe8 (__TEXT,__text) non-external (was a private external) _glpVariableDeclarationGroupNodeGetDeclarationCount
00007ffa1928401e (__TEXT,__text) non-external (was a private external) _glpVariableDeclarationGroupNodeInsertDeclaration
00007ffa19283fdb (__TEXT,__text) non-external (was a private external) _glpVariableDeclarationGroupNodeSetBaseType
00007ffa19284001 (__TEXT,__text) non-external (was a private external) _glpVariableDeclarationGroupNodeSetDeclaration
00007ffa19283f19 (__TEXT,__text) non-external (was a private external) _glpVariableDeclarationNodeGetExtra
00007ffa19283f47 (__TEXT,__text) non-external (was a private external) _glpVariableDeclarationNodeGetInitializer
00007ffa19283f0f (__TEXT,__text) non-external (was a private external) _glpVariableDeclarationNodeGetIsFromSource
00007ffa19283ef3 (__TEXT,__text) non-external (was a private external) _glpVariableDeclarationNodeGetName
00007ffa19283f2d (__TEXT,__text) non-external (was a private external) _glpVariableDeclarationNodeGetType
00007ffa19283f23 (__TEXT,__text) non-external (was a private external) _glpVariableDeclarationNodeSetExtra
00007ffa19283f55 (__TEXT,__text) non-external (was a private external) _glpVariableDeclarationNodeSetInitializer
00007ffa19283f01 (__TEXT,__text) non-external (was a private external) _glpVariableDeclarationNodeSetName
00007ffa19283f3a (__TEXT,__text) non-external (was a private external) _glpVariableDeclarationNodeSetType
00007ffa192828b9 (__TEXT,__text) non-external (was a private external) _glpVariableIdentifierNodeGetName
00007ffa1925044e (__TEXT,__text) non-external (was a private external) _glpVariableObjectExtendImplicitArraySize
00007ffa19250302 (__TEXT,__text) non-external (was a private external) _glpVariableObjectGetABI
00007ffa19250398 (__TEXT,__text) non-external (was a private external) _glpVariableObjectValidateImplicitArraySize
00007ffa192a1217 (__TEXT,__text) non-external _glpVecFromValue
00007ffa192e38ca (__TEXT,__text) external _glpVertexStateToPPStream
00007ffa192d2cc0 (__TEXT,__text) non-external _glpWriteClampSat
00007ffa192d2d2f (__TEXT,__text) non-external _glpWriteDestinationOperand
00007ffa192d5fdf (__TEXT,__text) non-external _glpWriteOperandSize
00007ffa192839ad (__TEXT,__text) non-external (was a private external) _glpWriteOutputNodeGetExtra
00007ffa192839b7 (__TEXT,__text) non-external (was a private external) _glpWriteOutputNodeSetExtra
00007ffa192d2748 (__TEXT,__text) non-external _glpWriteSizeType
00007ffa192d5f5a (__TEXT,__text) non-external _glpWriteSizeTypePrecision
00007ffa192d27bd (__TEXT,__text) non-external _glpWriteSourceOperand
00007ffa19271529 (__TEXT,__text) non-external (was a private external) _glp_serialized_integer32_control
00007ffa192714ac (__TEXT,__text) non-external (was a private external) _glp_serialized_integer64_control
00007ffa1919b022 (__TEXT,__text) non-external (was a private external) _glp_strtod
00007ffa1921f3d1 (__TEXT,__text) external _glsmAllocateTextureLevels
00007ffa1921f4a3 (__TEXT,__text) external _glsmCleanTextureGeometry
00007ffa19220380 (__TEXT,__text) external _glsmCreateBuffer
00007ffa192201fe (__TEXT,__text) external _glsmCreateSampler
00007ffa1921f370 (__TEXT,__text) external _glsmCreateTexture
00007ffa192203bc (__TEXT,__text) external _glsmDestroyBuffer
00007ffa1922023c (__TEXT,__text) external _glsmDestroySampler
00007ffa1921f474 (__TEXT,__text) external _glsmDestroyTexture
00007ffa1921f404 (__TEXT,__text) external _glsmFreeTextureLevelBuffers
00007ffa1921f9f5 (__TEXT,__text) external _glsmLoadTextureLevelBuffer
00007ffa19220000 (__TEXT,__text) external _glsmLoadTextureStructure
00007ffa1921f7be (__TEXT,__text) non-external _glsmResetTextureLevel
00007ffa19220246 (__TEXT,__text) external _glsmUpdateTexImageDataInPPStream
00007ffa1919b7d0 (__TEXT,__text) non-external (was a private external) _glvmCPGetAttributeCode
00007ffa1919e8c4 (__TEXT,__text) external _glvmCalculateSurfaceTextureBase
00007ffa191cae30 (__TEXT,__text) non-external (was a private external) _glvmChooseArgTypeConversion
00007ffa191cb140 (__TEXT,__text) non-external (was a private external) _glvmChooseDestTypeConversion
00007ffa1921a020 (__TEXT,__text) external _glvmCopyAttributes
00007ffa1919b7f0 (__TEXT,__text) non-external (was a private external) _glvmEPGetAttributeCode
00007ffa1919b865 (__TEXT,__text) non-external (was a private external) _glvmFPGetAttributeCode
00007ffa1919b810 (__TEXT,__text) non-external (was a private external) _glvmGPGetAttributeCode
00007ffa1919b90c (__TEXT,__text) external _glvmGetConstants
00007ffa191ee680 (__TEXT,__text) non-external (was a private external) _glvmGetDestOffsetCount
00007ffa1919b298 (__TEXT,__text) non-external (was a private external) _glvmGetGlobalParameterOffset
00007ffa191eeed0 (__TEXT,__text) non-external (was a private external) _glvmGetOperationSpec
00007ffa1919b760 (__TEXT,__text) non-external (was a private external) _glvmGetResultCode
00007ffa191edc30 (__TEXT,__text) non-external (was a private external) _glvmGetSourceOffsetStride
00007ffa1920db80 (__TEXT,__text) external _glvmInterpretCPTransformPatch
00007ffa1920aae0 (__TEXT,__text) non-external (was a private external) _glvmInterpretCPTransformPatchInner
00007ffa19211790 (__TEXT,__text) external _glvmInterpretEPTransformPatch
00007ffa1920e1f0 (__TEXT,__text) non-external (was a private external) _glvmInterpretEPTransformPatchInner
00007ffa1921d920 (__TEXT,__text) external _glvmInterpretFPTransformFour
00007ffa1921a270 (__TEXT,__text) non-external (was a private external) _glvmInterpretFPTransformFourInner
00007ffa192167b0 (__TEXT,__text) external _glvmInterpretGPTransformPrimitive
00007ffa19212ed0 (__TEXT,__text) non-external (was a private external) _glvmInterpretGPTransformPrimitiveInner
00007ffa1920a330 (__TEXT,__text) external _glvmInterpretVPTransformFour
00007ffa19206950 (__TEXT,__text) non-external (was a private external) _glvmInterpretVPTransformFourInner
00007ffa191d2070 (__TEXT,__text) non-external (was a private external) _glvmLoadDestTemp
00007ffa191cd490 (__TEXT,__text) non-external (was a private external) _glvmLoadSourceAddress
00007ffa191dde00 (__TEXT,__text) non-external (was a private external) _glvmLoadSourceAttribCP
00007ffa191e3600 (__TEXT,__text) non-external (was a private external) _glvmLoadSourceAttribEP
00007ffa191e8670 (__TEXT,__text) non-external (was a private external) _glvmLoadSourceAttribFP
00007ffa191e7270 (__TEXT,__text) non-external (was a private external) _glvmLoadSourceAttribGP
00007ffa191d9f90 (__TEXT,__text) non-external (was a private external) _glvmLoadSourceAttribVP
00007ffa191cdff0 (__TEXT,__text) non-external (was a private external) _glvmLoadSourceParam
00007ffa191cb3e0 (__TEXT,__text) non-external (was a private external) _glvmLoadSourceTemp
00007ffa192a1465 (__TEXT,__text) non-external _glvmOp
00007ffa191f0610 (__TEXT,__text) non-external (was a private external) _glvmOperationABS
00007ffa19201af0 (__TEXT,__text) non-external (was a private external) _glvmOperationACOSH
00007ffa191f07a0 (__TEXT,__text) non-external (was a private external) _glvmOperationACS
00007ffa191f8050 (__TEXT,__text) non-external (was a private external) _glvmOperationADD
00007ffa191f0940 (__TEXT,__text) non-external (was a private external) _glvmOperationALL
00007ffa192012a0 (__TEXT,__text) non-external (was a private external) _glvmOperationAND
00007ffa191f81a0 (__TEXT,__text) non-external (was a private external) _glvmOperationANL
00007ffa191f0ac0 (__TEXT,__text) non-external (was a private external) _glvmOperationANY
00007ffa191f05a0 (__TEXT,__text) non-external (was a private external) _glvmOperationARA
00007ffa191f0560 (__TEXT,__text) non-external (was a private external) _glvmOperationARL
00007ffa191f0590 (__TEXT,__text) non-external (was a private external) _glvmOperationARR
00007ffa192019b0 (__TEXT,__text) non-external (was a private external) _glvmOperationASINH
00007ffa191f0c40 (__TEXT,__text) non-external (was a private external) _glvmOperationASN
00007ffa19201c30 (__TEXT,__text) non-external (was a private external) _glvmOperationATANH
00007ffa191f0dc0 (__TEXT,__text) non-external (was a private external) _glvmOperationATN
00007ffa191f81e0 (__TEXT,__text) non-external (was a private external) _glvmOperationATN2
00007ffa191ffd90 (__TEXT,__text) non-external (was a private external) _glvmOperationBDL
00007ffa192040a0 (__TEXT,__text) non-external (was a private external) _glvmOperationBITCOUNT
00007ffa19203b90 (__TEXT,__text) non-external (was a private external) _glvmOperationBITFIELD_REVERSE
00007ffa191f0fc0 (__TEXT,__text) non-external (was a private external) _glvmOperationCEI
00007ffa191fcb10 (__TEXT,__text) non-external (was a private external) _glvmOperationCLM
00007ffa191fca90 (__TEXT,__text) non-external (was a private external) _glvmOperationCMP
00007ffa192015b0 (__TEXT,__text) non-external (was a private external) _glvmOperationCOMP
00007ffa191f1230 (__TEXT,__text) non-external (was a private external) _glvmOperationCOS
00007ffa19201730 (__TEXT,__text) non-external (was a private external) _glvmOperationCOSH
00007ffa19216a50 (__TEXT,__text) non-external (was a private external) _glvmOperationCopyAttributes
00007ffa191f7fb0 (__TEXT,__text) non-external (was a private external) _glvmOperationDDX
00007ffa191f7fe0 (__TEXT,__text) non-external (was a private external) _glvmOperationDDY
00007ffa191f1490 (__TEXT,__text) non-external (was a private external) _glvmOperationDEG
00007ffa191f9370 (__TEXT,__text) non-external (was a private external) _glvmOperationDISTANCE
00007ffa191f8590 (__TEXT,__text) non-external (was a private external) _glvmOperationDIV
00007ffa191f8ab0 (__TEXT,__text) non-external (was a private external) _glvmOperationDOT
00007ffa191f8e10 (__TEXT,__text) non-external (was a private external) _glvmOperationDP3
00007ffa191f9000 (__TEXT,__text) non-external (was a private external) _glvmOperationDP4
00007ffa191f9200 (__TEXT,__text) non-external (was a private external) _glvmOperationDPH
00007ffa191fed10 (__TEXT,__text) non-external (was a private external) _glvmOperationDSL
00007ffa191f92d0 (__TEXT,__text) non-external (was a private external) _glvmOperationDST
00007ffa1920a8e0 (__TEXT,__text) non-external (was a private external) _glvmOperationDispatchCP
00007ffa1920dff0 (__TEXT,__text) non-external (was a private external) _glvmOperationDispatchEP
00007ffa1921a040 (__TEXT,__text) non-external (was a private external) _glvmOperationDispatchFP
00007ffa19212ca0 (__TEXT,__text) non-external (was a private external) _glvmOperationDispatchGP
00007ffa19206710 (__TEXT,__text) non-external (was a private external) _glvmOperationDispatchVP
00007ffa19212540 (__TEXT,__text) non-external (was a private external) _glvmOperationENDSTREAMPRIMITIVE
00007ffa192129f0 (__TEXT,__text) non-external (was a private external) _glvmOperationENDSTREAMPRIMITIVES
00007ffa19212790 (__TEXT,__text) non-external (was a private external) _glvmOperationENDSTREAMPRIMITIVEWithMask
00007ffa191f14d0 (__TEXT,__text) non-external (was a private external) _glvmOperationEX2
00007ffa191f1880 (__TEXT,__text) non-external (was a private external) _glvmOperationEXP
00007ffa191f1b40 (__TEXT,__text) non-external (was a private external) _glvmOperationEXPE
00007ffa19202350 (__TEXT,__text) non-external (was a private external) _glvmOperationEXTRACT_EXPONENT
00007ffa19202060 (__TEXT,__text) non-external (was a private external) _glvmOperationEXTRACT_SIGNIFICAND
00007ffa191fd320 (__TEXT,__text) non-external (was a private external) _glvmOperationFFW
00007ffa192043b0 (__TEXT,__text) non-external (was a private external) _glvmOperationFIND_LSB
00007ffa192048c0 (__TEXT,__text) non-external (was a private external) _glvmOperationFIND_MSB
00007ffa191f1f00 (__TEXT,__text) non-external (was a private external) _glvmOperationFLR
00007ffa191f2160 (__TEXT,__text) non-external (was a private external) _glvmOperationFRC
00007ffa19202030 (__TEXT,__text) non-external (was a private external) _glvmOperationFROM_BITS
00007ffa191c4120 (__TEXT,__text) non-external (was a private external) _glvmOperationFUNCSTART
00007ffa191f8010 (__TEXT,__text) non-external (was a private external) _glvmOperationFWD
00007ffa19204f30 (__TEXT,__text) non-external (was a private external) _glvmOperationINTERPOLATE_AT_CENTROID
00007ffa19204f80 (__TEXT,__text) non-external (was a private external) _glvmOperationINTERPOLATE_AT_OFFSET
00007ffa19205160 (__TEXT,__text) non-external (was a private external) _glvmOperationINTERPOLATE_AT_SAMPLE
00007ffa191f6be0 (__TEXT,__text) non-external (was a private external) _glvmOperationINVERSESQRT
00007ffa19201d70 (__TEXT,__text) non-external (was a private external) _glvmOperationISINF
00007ffa19201e80 (__TEXT,__text) non-external (was a private external) _glvmOperationISNAN
00007ffa191c4140 (__TEXT,__text) non-external (was a private external) _glvmOperationInitMasksForNested
00007ffa191c4180 (__TEXT,__text) non-external (was a private external) _glvmOperationInitSub
00007ffa192025c0 (__TEXT,__text) non-external (was a private external) _glvmOperationLDEXP
00007ffa191f24c0 (__TEXT,__text) non-external (was a private external) _glvmOperationLEN
00007ffa191f2870 (__TEXT,__text) non-external (was a private external) _glvmOperationLG2
00007ffa191f2b50 (__TEXT,__text) non-external (was a private external) _glvmOperationLIT
00007ffa191ffe80 (__TEXT,__text) non-external (was a private external) _glvmOperationLOAD
00007ffa191f3080 (__TEXT,__text) non-external (was a private external) _glvmOperationLOG
00007ffa191f3270 (__TEXT,__text) non-external (was a private external) _glvmOperationLOGE
00007ffa191fd750 (__TEXT,__text) non-external (was a private external) _glvmOperationLRP
00007ffa191fda70 (__TEXT,__text) non-external (was a private external) _glvmOperationMAD
00007ffa191f9760 (__TEXT,__text) non-external (was a private external) _glvmOperationMAX
00007ffa191f9b60 (__TEXT,__text) non-external (was a private external) _glvmOperationMIN
00007ffa191f9f60 (__TEXT,__text) non-external (was a private external) _glvmOperationMLC
00007ffa191f9f70 (__TEXT,__text) non-external (was a private external) _glvmOperationMOD
00007ffa191f3560 (__TEXT,__text) non-external (was a private external) _glvmOperationMOV
00007ffa191fa770 (__TEXT,__text) non-external (was a private external) _glvmOperationMUL
00007ffa19203920 (__TEXT,__text) non-external (was a private external) _glvmOperationMUL_HB
00007ffa191f35e0 (__TEXT,__text) non-external (was a private external) _glvmOperationNOT
00007ffa191f3620 (__TEXT,__text) non-external (was a private external) _glvmOperationNRM
00007ffa191f3aa0 (__TEXT,__text) non-external (was a private external) _glvmOperationNSE
00007ffa192012e0 (__TEXT,__text) non-external (was a private external) _glvmOperationOR
00007ffa191fa8c0 (__TEXT,__text) non-external (was a private external) _glvmOperationORL
00007ffa19202aa0 (__TEXT,__text) non-external (was a private external) _glvmOperationPK2H
00007ffa192028e0 (__TEXT,__text) non-external (was a private external) _glvmOperationPK2US
00007ffa192038c0 (__TEXT,__text) non-external (was a private external) _glvmOperationPK2W
00007ffa192032e0 (__TEXT,__text) non-external (was a private external) _glvmOperationPK4B
00007ffa192035e0 (__TEXT,__text) non-external (was a private external) _glvmOperationPK4UB
00007ffa191fa900 (__TEXT,__text) non-external (was a private external) _glvmOperationPOW
00007ffa191f6520 (__TEXT,__text) non-external (was a private external) _glvmOperationRAD
00007ffa191f6560 (__TEXT,__text) non-external (was a private external) _glvmOperationRCC
00007ffa191f6570 (__TEXT,__text) non-external (was a private external) _glvmOperationRCP
00007ffa191c4130 (__TEXT,__text) non-external (was a private external) _glvmOperationRET
00007ffa191fae90 (__TEXT,__text) non-external (was a private external) _glvmOperationRFL
00007ffa191fdb80 (__TEXT,__text) non-external (was a private external) _glvmOperationRFR
00007ffa19200360 (__TEXT,__text) non-external (was a private external) _glvmOperationROUND
00007ffa192005e0 (__TEXT,__text) non-external (was a private external) _glvmOperationROUNDEVEN
00007ffa191f6870 (__TEXT,__text) non-external (was a private external) _glvmOperationRSQ
00007ffa191f0500 (__TEXT,__text) non-external (was a private external) _glvmOperationSAT
00007ffa191f7d50 (__TEXT,__text) non-external (was a private external) _glvmOperationSCS
00007ffa191fb300 (__TEXT,__text) non-external (was a private external) _glvmOperationSEL
00007ffa191fb3f0 (__TEXT,__text) non-external (was a private external) _glvmOperationSEQ
00007ffa191fb800 (__TEXT,__text) non-external (was a private external) _glvmOperationSFL
00007ffa191fb820 (__TEXT,__text) non-external (was a private external) _glvmOperationSGE
00007ffa191fbac0 (__TEXT,__text) non-external (was a private external) _glvmOperationSGT
00007ffa19201360 (__TEXT,__text) non-external (was a private external) _glvmOperationSHL
00007ffa19201420 (__TEXT,__text) non-external (was a private external) _glvmOperationSHR
00007ffa191f7070 (__TEXT,__text) non-external (was a private external) _glvmOperationSIN
00007ffa192015f0 (__TEXT,__text) non-external (was a private external) _glvmOperationSINH
00007ffa191fbd50 (__TEXT,__text) non-external (was a private external) _glvmOperationSLE
00007ffa191fbff0 (__TEXT,__text) non-external (was a private external) _glvmOperationSLT
00007ffa191fe910 (__TEXT,__text) non-external (was a private external) _glvmOperationSMS
00007ffa191fc280 (__TEXT,__text) non-external (was a private external) _glvmOperationSNE
00007ffa191f72c0 (__TEXT,__text) non-external (was a private external) _glvmOperationSQT
00007ffa191f74b0 (__TEXT,__text) non-external (was a private external) _glvmOperationSSG
00007ffa1920de20 (__TEXT,__text) non-external (was a private external) _glvmOperationSTOREWithMaskEP
00007ffa19211a50 (__TEXT,__text) non-external (was a private external) _glvmOperationSTOREWithMaskGP
00007ffa19205310 (__TEXT,__text) non-external (was a private external) _glvmOperationSTOREWithMaskVP
00007ffa191fc680 (__TEXT,__text) non-external (was a private external) _glvmOperationSTR
00007ffa191fc6a0 (__TEXT,__text) non-external (was a private external) _glvmOperationSUB
00007ffa191feda0 (__TEXT,__text) non-external (was a private external) _glvmOperationSWZ
00007ffa19216e10 (__TEXT,__text) non-external (was a private external) _glvmOperationStackPreload
00007ffa191f79e0 (__TEXT,__text) non-external (was a private external) _glvmOperationTAN
00007ffa19201870 (__TEXT,__text) non-external (was a private external) _glvmOperationTANH
00007ffa191c4010 (__TEXT,__text) non-external (was a private external) _glvmOperationTARGBRA
00007ffa191c3d10 (__TEXT,__text) non-external (was a private external) _glvmOperationTARGBRK
00007ffa191c3e90 (__TEXT,__text) non-external (was a private external) _glvmOperationTARGCONT
00007ffa19202000 (__TEXT,__text) non-external (was a private external) _glvmOperationTO_BITS
00007ffa19201020 (__TEXT,__text) non-external (was a private external) _glvmOperationTRUNCATE
00007ffa19202ee0 (__TEXT,__text) non-external (was a private external) _glvmOperationUP2H
00007ffa192029f0 (__TEXT,__text) non-external (was a private external) _glvmOperationUP2US
00007ffa192038f0 (__TEXT,__text) non-external (was a private external) _glvmOperationUP2W
00007ffa19203490 (__TEXT,__text) non-external (was a private external) _glvmOperationUP4B
00007ffa19203790 (__TEXT,__text) non-external (was a private external) _glvmOperationUP4UB
00007ffa19201320 (__TEXT,__text) non-external (was a private external) _glvmOperationXOR
00007ffa191fc7f0 (__TEXT,__text) non-external (was a private external) _glvmOperationXPD
00007ffa191fca50 (__TEXT,__text) non-external (was a private external) _glvmOperationXRL
00007ffa191f05b0 (__TEXT,__text) non-external (was a private external) _glvmOperationZERO
00007ffa191efb00 (__TEXT,__text) non-external (was a private external) _glvmOperationsNoise3D
00007ffa191efe50 (__TEXT,__text) non-external (was a private external) _glvmOperationsNoise4D
00007ffa191c3eb0 (__TEXT,__text) non-external (was a private external) _glvmPredicateBRA
00007ffa191c3bb0 (__TEXT,__text) non-external (was a private external) _glvmPredicateBRK
00007ffa191c40a0 (__TEXT,__text) non-external (was a private external) _glvmPredicateCASE
00007ffa191c3d30 (__TEXT,__text) non-external (was a private external) _glvmPredicateCONT
00007ffa191c40f0 (__TEXT,__text) non-external (was a private external) _glvmPredicateDEFAULT
00007ffa191c3b20 (__TEXT,__text) non-external (was a private external) _glvmPredicateELSE
00007ffa191c3b40 (__TEXT,__text) non-external (was a private external) _glvmPredicateENDIF
00007ffa191c4050 (__TEXT,__text) non-external (was a private external) _glvmPredicateENDSWITCH
00007ffa191c3b90 (__TEXT,__text) non-external (was a private external) _glvmPredicateENDWHILE
00007ffa191c3ae0 (__TEXT,__text) non-external (was a private external) _glvmPredicateIF
00007ffa191c4030 (__TEXT,__text) non-external (was a private external) _glvmPredicateSWITCH
00007ffa191c3b80 (__TEXT,__text) non-external (was a private external) _glvmPredicateWHILE
00007ffa19219940 (__TEXT,__text) external _glvmPreloadFPTransformFour
00007ffa19216ff0 (__TEXT,__text) non-external (was a private external) _glvmPreloadSourceAttribs
00007ffa191c47f0 (__TEXT,__text) non-external (was a private external) _glvmRasterOpAlphaTest
00007ffa191c7320 (__TEXT,__text) non-external (was a private external) _glvmRasterOpBlend
00007ffa191c4190 (__TEXT,__text) non-external (was a private external) _glvmRasterOpDepthBoundsTest
00007ffa191c48b0 (__TEXT,__text) non-external (was a private external) _glvmRasterOpDepthStencilTest
00007ffa191c6d50 (__TEXT,__text) non-external (was a private external) _glvmRasterOpFragmentCount
00007ffa191c8990 (__TEXT,__text) non-external (was a private external) _glvmRasterOpLogicOp
00007ffa191c8d80 (__TEXT,__text) non-external (was a private external) _glvmRasterOpMask
00007ffa191c43a0 (__TEXT,__text) non-external (was a private external) _glvmRasterOpMultisampleAlphaCoverage
00007ffa191c44a0 (__TEXT,__text) non-external (was a private external) _glvmRasterOpMultisampleAlphaOne
00007ffa191c4510 (__TEXT,__text) non-external (was a private external) _glvmRasterOpMultisampleCoverageMask
00007ffa191c46e0 (__TEXT,__text) non-external (was a private external) _glvmRasterOpMultisampleSampleMask
00007ffa191c6dd0 (__TEXT,__text) non-external (was a private external) _glvmRasterOpPack
00007ffa191c8f30 (__TEXT,__text) non-external (was a private external) _glvmRasterOpRead
00007ffa191c9280 (__TEXT,__text) non-external (was a private external) _glvmRasterOpWrite
00007ffa191c9710 (__TEXT,__text) non-external (was a private external) _glvmRasterOpWriteFallback
00007ffa191c2e90 (__TEXT,__text) non-external (was a private external) _glvmSamplerFetch
00007ffa191c2d70 (__TEXT,__text) non-external (was a private external) _glvmSamplerInvalid
00007ffa1919f900 (__TEXT,__text) non-external (was a private external) _glvmSamplerLoadTexels
00007ffa191a63e0 (__TEXT,__text) non-external (was a private external) _glvmSamplerQueryLOD
00007ffa191a7930 (__TEXT,__text) non-external (was a private external) _glvmSamplerSample
00007ffa191c2db0 (__TEXT,__text) non-external (was a private external) _glvmSamplerSize
00007ffa1920a210 (__TEXT,__text) non-external _glvmSetSourceIndirectLimits
00007ffa1920da60 (__TEXT,__text) non-external _glvmSetSourceIndirectLimits
00007ffa19211670 (__TEXT,__text) non-external _glvmSetSourceIndirectLimits
00007ffa19216690 (__TEXT,__text) non-external _glvmSetSourceIndirectLimits
00007ffa1921d800 (__TEXT,__text) non-external _glvmSetSourceIndirectLimits
00007ffa1919dcfc (__TEXT,__text) external _glvmSetTextureFormat
00007ffa191cab30 (__TEXT,__text) non-external (was a private external) _glvmSourceNegateCF
00007ffa191d55d0 (__TEXT,__text) non-external (was a private external) _glvmStoreDestAddress
00007ffa191d94d0 (__TEXT,__text) non-external (was a private external) _glvmStoreDestAddressWithMask
