000000018244b868 (__DATA,__data) external _NDR_record
000000018037c6f0 (__TEXT,__text) external _task_assign_default
0000000180379c74 (__TEXT,__text) external _task_create
000000018037e9c4 (__TEXT,__text) external _task_create_identity_token
000000018037ec84 (__TEXT,__text) external _task_dyld_process_info_notify_deregister
0000000180355820 (__TEXT,__text) external _task_dyld_process_info_notify_get
000000018037e8a4 (__TEXT,__text) external _task_dyld_process_info_notify_register
0000000180355988 (__TEXT,__text) external _task_for_pid
000000018037d76c (__TEXT,__text) external _task_generate_corpse
000000018037c80c (__TEXT,__text) external _task_get_assignment
000000018037dca4 (__TEXT,__text) external _task_get_dyld_image_infos
000000018037c01c (__TEXT,__text) external _task_get_emulation_vector
000000018037e508 (__TEXT,__text) external _task_get_exc_guard_behavior
000000018037af3c (__TEXT,__text) external _task_get_exception_ports
000000018037eda0 (__TEXT,__text) external _task_get_exception_ports_info
000000018037d364 (__TEXT,__text) external _task_get_mach_voucher
000000018037a868 (__TEXT,__text) external _task_get_special_port
000000018037cb1c (__TEXT,__text) external _task_get_state
000000018037eb1c (__TEXT,__text) external _task_identity_token_get_task_port
000000018037a324 (__TEXT,__text) external _task_info
000000018037e338 (__TEXT,__text) external _task_inspect
000000018035a830 (__TEXT,__text) external _task_inspect_for_pid
000000018037d8c4 (__TEXT,__text) external _task_map_corpse_info
000000018037e1d0 (__TEXT,__text) external _task_map_corpse_info_64
000000018037f37c (__TEXT,__text) external _task_map_kcdata_object_64
000000018035597c (__TEXT,__text) external _task_name_for_pid
000000018037bd94 (__TEXT,__text) external _task_policy
000000018037ba84 (__TEXT,__text) external _task_policy_get
000000018037b930 (__TEXT,__text) external _task_policy_set
000000018037d210 (__TEXT,__text) external _task_purgable_info
000000018035a85c (__TEXT,__text) external _task_read_for_pid
000000018037e078 (__TEXT,__text) external _task_register_dyld_get_process_state
000000018037da2c (__TEXT,__text) external _task_register_dyld_image_infos
000000018037df54 (__TEXT,__text) external _task_register_dyld_set_dyld_state
000000018037de28 (__TEXT,__text) external _task_register_dyld_shared_cache_image_info
000000018038399c (__TEXT,__text) external _task_restartable_ranges_register
0000000180383ae8 (__TEXT,__text) external _task_restartable_ranges_synchronize
000000018037a75c (__TEXT,__text) external _task_resume
000000018037d104 (__TEXT,__text) external _task_resume2
000000018037bc74 (__TEXT,__text) external _task_sample
000000018035e2ac (__TEXT,__text) external _task_self_
00000001803558c8 (__TEXT,__text) external _task_self_trap
000000018037f130 (__TEXT,__text) external _task_set_corpse_forking_behavior
000000018037bf00 (__TEXT,__text) external _task_set_emulation
000000018037c1a0 (__TEXT,__text) external _task_set_emulation_vector
000000018037e648 (__TEXT,__text) external _task_set_exc_guard_behavior
000000018037ae08 (__TEXT,__text) external _task_set_exception_ports
000000018037a4fc (__TEXT,__text) external _task_set_info
000000018037d4cc (__TEXT,__text) external _task_set_mach_voucher
000000018037ce5c (__TEXT,__text) external _task_set_phys_footprint_limit
000000018037c964 (__TEXT,__text) external _task_set_policy
000000018036ab68 (__TEXT,__text) external _task_set_port_space
000000018037c2d8 (__TEXT,__text) external _task_set_ras_pc
000000018037a9d0 (__TEXT,__text) external _task_set_special_port
000000018037cd00 (__TEXT,__text) external _task_set_state
000000018037a650 (__TEXT,__text) external _task_suspend
000000018037cfac (__TEXT,__text) external _task_suspend2
000000018037b1a4 (__TEXT,__text) external _task_swap_exception_ports
000000018037d5ec (__TEXT,__text) external _task_swap_mach_voucher
0000000180379dfc (__TEXT,__text) external _task_terminate
000000018037f24c (__TEXT,__text) external _task_test_async_upcall_propagation
000000018037f010 (__TEXT,__text) external _task_test_sync_upcall
0000000180379f08 (__TEXT,__text) external _task_threads
000000018037db68 (__TEXT,__text) external _task_unregister_dyld_image_infos
000000018037c3f4 (__TEXT,__text) external _task_zone_info
0000000180363714 (__TEXT,__text) external _terminate_with_payload
0000000180363700 (__TEXT,__text) external _terminate_with_reason
000000018037fe88 (__TEXT,__text) external _thread_abort
000000018037ff94 (__TEXT,__text) external _thread_abort_safely
0000000180381314 (__TEXT,__text) external _thread_assign
0000000180381434 (__TEXT,__text) external _thread_assign_default
0000000180381c40 (__TEXT,__text) external _thread_convert_thread_state
000000018037ab00 (__TEXT,__text) external _thread_create
000000018037ac58 (__TEXT,__text) external _thread_create_running
00000001803800a0 (__TEXT,__text) external _thread_depress_abort
000000018036ac98 (__TEXT,__text) external _thread_destruct_special_reply_port
0000000180381540 (__TEXT,__text) external _thread_get_assignment
0000000180380748 (__TEXT,__text) external _thread_get_exception_ports
0000000180381e5c (__TEXT,__text) external _thread_get_exception_ports_info
0000000180381838 (__TEXT,__text) external _thread_get_mach_voucher
0000000180360acc (__TEXT,__text) external _thread_get_register_pointer_values
00000001803801ac (__TEXT,__text) external _thread_get_special_port
00000001803559c4 (__TEXT,__text) external _thread_get_special_reply_port
000000018037f930 (__TEXT,__text) external _thread_get_state
0000000180380444 (__TEXT,__text) external _thread_info
0000000180360910 (__TEXT,__text) external _thread_policy
0000000180380ee8 (__TEXT,__text) external _thread_policy_get
00000001803609a4 (__TEXT,__text) external _thread_policy_set
000000018037fd7c (__TEXT,__text) external _thread_resume
00000001803810d8 (__TEXT,__text) external _thread_sample
00000001803558bc (__TEXT,__text) external _thread_self_trap
000000018035a888 (__TEXT,__text) external _thread_selfcounts
0000000180380614 (__TEXT,__text) external _thread_set_exception_ports
00000001803819a0 (__TEXT,__text) external _thread_set_mach_voucher
0000000180360a38 (__TEXT,__text) external _thread_set_policy
0000000180380314 (__TEXT,__text) external _thread_set_special_port
000000018037fb14 (__TEXT,__text) external _thread_set_state
000000018037fc70 (__TEXT,__text) external _thread_suspend
00000001803809b0 (__TEXT,__text) external _thread_swap_exception_ports
0000000180381ac0 (__TEXT,__text) external _thread_swap_mach_voucher
000000018035e1ac (__TEXT,__text) external _thread_switch
000000018037f4e4 (__TEXT,__text) external _thread_terminate
000000018036d818 (__TEXT,__text) external _thread_wire
0000000180385a90 (__TEXT,__const) non-external _times_now
000000018035a8b4 (__TEXT,__text) external _tracker_action
000000018035a8e0 (__TEXT,__text) external _truncate
000000018035a90c (__TEXT,__text) external _umask
000000018035a938 (__TEXT,__text) external _undelete
000000018035a964 (__TEXT,__text) external _ungraftdmg
0000000180368fa0 (__TEXT,__text) external _unlink
000000018035c9b0 (__TEXT,__text) external _unlinkat
000000018035a990 (__TEXT,__text) external _unmount
000000018035a9bc (__TEXT,__text) external _usrctl
0000000180360850 (__TEXT,__text) external _utimensat
000000018035a9e8 (__TEXT,__text) external _utimes
000000018035aa14 (__TEXT,__text) external _vfs_purge
000000018036b350 (__TEXT,__text) external _vm_allocate
000000018036d948 (__TEXT,__text) external _vm_allocate_cpm
00000001803829d4 (__TEXT,__text) external _vm_behavior_set
000000018038263c (__TEXT,__text) external _vm_copy
000000018036b390 (__TEXT,__text) external _vm_deallocate
00000001803820cc (__TEXT,__text) external _vm_inherit
000000018244b8c8 (__DATA,__common) external _vm_kernel_page_mask
000000018244b8d0 (__DATA,__common) external _vm_kernel_page_shift
000000018244b8c0 (__DATA,__common) external _vm_kernel_page_size
0000000180382c88 (__TEXT,__text) external _vm_machine_attribute
000000018036b678 (__TEXT,__text) external _vm_map
0000000180382f78 (__TEXT,__text) external _vm_map_page_query
00000001803828b0 (__TEXT,__text) external _vm_msync
000000018244b8d8 (__DATA,__common) external _vm_page_mask
000000018244b8e0 (__DATA,__common) external _vm_page_shift
000000018244b8f8 (__DATA,__common) external _vm_page_size
000000018035aa40 (__TEXT,__text) external _vm_pressure_monitor
000000018036b394 (__TEXT,__text) external _vm_protect
000000018036b924 (__TEXT,__text) external _vm_purgable_control
000000018036b83c (__TEXT,__text) external _vm_read
0000000180382378 (__TEXT,__text) external _vm_read_list
000000018038275c (__TEXT,__text) external _vm_read_overwrite
00000001803832e8 (__TEXT,__text) external _vm_region_64
00000001803830d8 (__TEXT,__text) external _vm_region_recurse_64
000000018036b714 (__TEXT,__text) external _vm_remap
000000018036b7a8 (__TEXT,__text) external _vm_remap_new
000000018036d6e4 (__TEXT,__text) external _vm_wire
0000000180382500 (__TEXT,__text) external _vm_write
000000018035aca4 (__TEXT,__text) external _voucher_mach_msg_adopt
000000018035ac88 (__TEXT,__text) external _voucher_mach_msg_clear
000000018035acc4 (__TEXT,__text) external _voucher_mach_msg_revert
000000018035ac68 (__TEXT,__text) external _voucher_mach_msg_set
000000018244b8b0 (__DATA,__common) external _vprintf_stderr_func
0000000180358444 (__TEXT,__text) external _wait4
000000018035aa6c (__TEXT,__text) external _waitid
0000000180358470 (__TEXT,__text) external _waitid$NOCANCEL
0000000180369770 (__TEXT,__text) external _work_interval_copy_port
0000000180369060 (__TEXT,__text) external _work_interval_create
0000000180369550 (__TEXT,__text) external _work_interval_destroy
0000000180369178 (__TEXT,__text) external _work_interval_get_flags_from_port
00000001803692e0 (__TEXT,__text) external _work_interval_instance_alloc
000000018036933c (__TEXT,__text) external _work_interval_instance_clear
00000001803694d0 (__TEXT,__text) external _work_interval_instance_finish
0000000180369350 (__TEXT,__text) external _work_interval_instance_free
0000000180369408 (__TEXT,__text) external _work_interval_instance_get_complexity
00000001803693d8 (__TEXT,__text) external _work_interval_instance_get_deadline
00000001803693f0 (__TEXT,__text) external _work_interval_instance_get_finish
0000000180369420 (__TEXT,__text) external _work_interval_instance_get_id
00000001803693c0 (__TEXT,__text) external _work_interval_instance_get_start
00000001803693b8 (__TEXT,__text) external _work_interval_instance_set_complexity
00000001803693a8 (__TEXT,__text) external _work_interval_instance_set_deadline
00000001803693b0 (__TEXT,__text) external _work_interval_instance_set_finish
00000001803693a0 (__TEXT,__text) external _work_interval_instance_set_start
0000000180369428 (__TEXT,__text) external _work_interval_instance_start
0000000180369478 (__TEXT,__text) external _work_interval_instance_update
00000001803696c4 (__TEXT,__text) external _work_interval_join
000000018036971c (__TEXT,__text) external _work_interval_join_port
000000018036975c (__TEXT,__text) external _work_interval_leave
0000000180369204 (__TEXT,__text) external _work_interval_notify
0000000180369280 (__TEXT,__text) external _work_interval_notify_simple
000000018035aa98 (__TEXT,__text) external _write
0000000180358520 (__TEXT,__text) external _write$NOCANCEL
000000018035aac4 (__TEXT,__text) external _writev
000000018035854c (__TEXT,__text) external _writev$NOCANCEL
