00007ffa42c1a960 (__DATA,__data) non-external _.compoundliteral
00007ffa19f38650 (__TEXT,__text) non-external (was a private external) _glvmOperationARR
00007ffa19f49d90 (__TEXT,__text) non-external (was a private external) _glvmOperationASINH
00007ffa19f38cf0 (__TEXT,__text) non-external (was a private external) _glvmOperationASN
00007ffa19f4a010 (__TEXT,__text) non-external (was a private external) _glvmOperationATANH
00007ffa19f38e80 (__TEXT,__text) non-external (was a private external) _glvmOperationATN
00007ffa19f40410 (__TEXT,__text) non-external (was a private external) _glvmOperationATN2
00007ffa19f48130 (__TEXT,__text) non-external (was a private external) _glvmOperationBDL
00007ffa19f4c410 (__TEXT,__text) non-external (was a private external) _glvmOperationBITCOUNT
00007ffa19f4bf20 (__TEXT,__text) non-external (was a private external) _glvmOperationBITFIELD_REVERSE
00007ffa19f39080 (__TEXT,__text) non-external (was a private external) _glvmOperationCEI
00007ffa19f44d00 (__TEXT,__text) non-external (was a private external) _glvmOperationCLM
00007ffa19f44c80 (__TEXT,__text) non-external (was a private external) _glvmOperationCMP
00007ffa19f49990 (__TEXT,__text) non-external (was a private external) _glvmOperationCOMP
00007ffa19f392f0 (__TEXT,__text) non-external (was a private external) _glvmOperationCOS
00007ffa19f49b10 (__TEXT,__text) non-external (was a private external) _glvmOperationCOSH
00007ffa19f5e890 (__TEXT,__text) non-external (was a private external) _glvmOperationCopyAttributes
00007ffa19f401e0 (__TEXT,__text) non-external (was a private external) _glvmOperationDDX
00007ffa19f40210 (__TEXT,__text) non-external (was a private external) _glvmOperationDDY
00007ffa19f39540 (__TEXT,__text) non-external (was a private external) _glvmOperationDEG
00007ffa19f41560 (__TEXT,__text) non-external (was a private external) _glvmOperationDISTANCE
00007ffa19f407a0 (__TEXT,__text) non-external (was a private external) _glvmOperationDIV
00007ffa19f40ca0 (__TEXT,__text) non-external (was a private external) _glvmOperationDOT
00007ffa19f41010 (__TEXT,__text) non-external (was a private external) _glvmOperationDP3
00007ffa19f411d0 (__TEXT,__text) non-external (was a private external) _glvmOperationDP4
00007ffa19f413f0 (__TEXT,__text) non-external (was a private external) _glvmOperationDPH
00007ffa19f47070 (__TEXT,__text) non-external (was a private external) _glvmOperationDSL
00007ffa19f414c0 (__TEXT,__text) non-external (was a private external) _glvmOperationDST
00007ffa19f52af0 (__TEXT,__text) non-external (was a private external) _glvmOperationDispatchCP
00007ffa19f56120 (__TEXT,__text) non-external (was a private external) _glvmOperationDispatchEP
00007ffa19f61e90 (__TEXT,__text) non-external (was a private external) _glvmOperationDispatchFP
00007ffa19f5ac30 (__TEXT,__text) non-external (was a private external) _glvmOperationDispatchGP
00007ffa19f4eaf0 (__TEXT,__text) non-external (was a private external) _glvmOperationDispatchVP
00007ffa19f5a4e0 (__TEXT,__text) non-external (was a private external) _glvmOperationENDSTREAMPRIMITIVE
00007ffa19f5a9a0 (__TEXT,__text) non-external (was a private external) _glvmOperationENDSTREAMPRIMITIVES
00007ffa19f5a740 (__TEXT,__text) non-external (was a private external) _glvmOperationENDSTREAMPRIMITIVEWithMask
00007ffa19f39580 (__TEXT,__text) non-external (was a private external) _glvmOperationEX2
00007ffa19f39920 (__TEXT,__text) non-external (was a private external) _glvmOperationEXP
00007ffa19f39c00 (__TEXT,__text) non-external (was a private external) _glvmOperationEXPE
00007ffa19f4a730 (__TEXT,__text) non-external (was a private external) _glvmOperationEXTRACT_EXPONENT
00007ffa19f4a440 (__TEXT,__text) non-external (was a private external) _glvmOperationEXTRACT_SIGNIFICAND
00007ffa19f455d0 (__TEXT,__text) non-external (was a private external) _glvmOperationFFW
00007ffa19f4c720 (__TEXT,__text) non-external (was a private external) _glvmOperationFIND_LSB
00007ffa19f4cc20 (__TEXT,__text) non-external (was a private external) _glvmOperationFIND_MSB
00007ffa19f39fb0 (__TEXT,__text) non-external (was a private external) _glvmOperationFLR
00007ffa19f3a210 (__TEXT,__text) non-external (was a private external) _glvmOperationFRC
00007ffa19f4a410 (__TEXT,__text) non-external (was a private external) _glvmOperationFROM_BITS
00007ffa19f0bc90 (__TEXT,__text) non-external (was a private external) _glvmOperationFUNCSTART
00007ffa19f40240 (__TEXT,__text) non-external (was a private external) _glvmOperationFWD
00007ffa19f4d290 (__TEXT,__text) non-external (was a private external) _glvmOperationINTERPOLATE_AT_CENTROID
00007ffa19f4d2e0 (__TEXT,__text) non-external (was a private external) _glvmOperationINTERPOLATE_AT_OFFSET
00007ffa19f4d4d0 (__TEXT,__text) non-external (was a private external) _glvmOperationINTERPOLATE_AT_SAMPLE
00007ffa19f3ee20 (__TEXT,__text) non-external (was a private external) _glvmOperationINVERSESQRT
00007ffa19f4a150 (__TEXT,__text) non-external (was a private external) _glvmOperationISINF
00007ffa19f4a260 (__TEXT,__text) non-external (was a private external) _glvmOperationISNAN
00007ffa19f0bcb0 (__TEXT,__text) non-external (was a private external) _glvmOperationInitMasksForNested
00007ffa19f0bcf0 (__TEXT,__text) non-external (was a private external) _glvmOperationInitSub
00007ffa19f4a9a0 (__TEXT,__text) non-external (was a private external) _glvmOperationLDEXP
00007ffa19f3a570 (__TEXT,__text) non-external (was a private external) _glvmOperationLEN
00007ffa19f3a920 (__TEXT,__text) non-external (was a private external) _glvmOperationLG2
00007ffa19f3ac10 (__TEXT,__text) non-external (was a private external) _glvmOperationLIT
00007ffa19f48220 (__TEXT,__text) non-external (was a private external) _glvmOperationLOAD
00007ffa19f3b120 (__TEXT,__text) non-external (was a private external) _glvmOperationLOG
00007ffa19f3b330 (__TEXT,__text) non-external (was a private external) _glvmOperationLOGE
00007ffa19f45a90 (__TEXT,__text) non-external (was a private external) _glvmOperationLRP
00007ffa19f45db0 (__TEXT,__text) non-external (was a private external) _glvmOperationMAD
00007ffa19f41960 (__TEXT,__text) non-external (was a private external) _glvmOperationMAX
00007ffa19f41d60 (__TEXT,__text) non-external (was a private external) _glvmOperationMIN
00007ffa19f42160 (__TEXT,__text) non-external (was a private external) _glvmOperationMLC
00007ffa19f42170 (__TEXT,__text) non-external (was a private external) _glvmOperationMOD
00007ffa19f3b630 (__TEXT,__text) non-external (was a private external) _glvmOperationMOV
00007ffa19f42960 (__TEXT,__text) non-external (was a private external) _glvmOperationMUL
00007ffa19f4bcc0 (__TEXT,__text) non-external (was a private external) _glvmOperationMUL_HB
00007ffa19f3b6b0 (__TEXT,__text) non-external (was a private external) _glvmOperationNOT
00007ffa19f3b6f0 (__TEXT,__text) non-external (was a private external) _glvmOperationNRM
00007ffa19f3bb60 (__TEXT,__text) non-external (was a private external) _glvmOperationNSE
00007ffa19f49690 (__TEXT,__text) non-external (was a private external) _glvmOperationOR
00007ffa19f42ab0 (__TEXT,__text) non-external (was a private external) _glvmOperationORL
00007ffa19f4ae80 (__TEXT,__text) non-external (was a private external) _glvmOperationPK2H
00007ffa19f4acc0 (__TEXT,__text) non-external (was a private external) _glvmOperationPK2US
00007ffa19f4bc60 (__TEXT,__text) non-external (was a private external) _glvmOperationPK2W
00007ffa19f4b680 (__TEXT,__text) non-external (was a private external) _glvmOperationPK4B
00007ffa19f4b980 (__TEXT,__text) non-external (was a private external) _glvmOperationPK4UB
00007ffa19f42af0 (__TEXT,__text) non-external (was a private external) _glvmOperationPOW
00007ffa19f3e700 (__TEXT,__text) non-external (was a private external) _glvmOperationRAD
00007ffa19f3e740 (__TEXT,__text) non-external (was a private external) _glvmOperationRCC
00007ffa19f3e750 (__TEXT,__text) non-external (was a private external) _glvmOperationRCP
00007ffa19f0bca0 (__TEXT,__text) non-external (was a private external) _glvmOperationRET
00007ffa19f43080 (__TEXT,__text) non-external (was a private external) _glvmOperationRFL
00007ffa19f45ec0 (__TEXT,__text) non-external (was a private external) _glvmOperationRFR
00007ffa19f486f0 (__TEXT,__text) non-external (was a private external) _glvmOperationROUND
00007ffa19f48970 (__TEXT,__text) non-external (was a private external) _glvmOperationROUNDEVEN
00007ffa19f3ea80 (__TEXT,__text) non-external (was a private external) _glvmOperationRSQ
00007ffa19f385c0 (__TEXT,__text) non-external (was a private external) _glvmOperationSAT
00007ffa19f3ff90 (__TEXT,__text) non-external (was a private external) _glvmOperationSCS
00007ffa19f434e0 (__TEXT,__text) non-external (was a private external) _glvmOperationSEL
00007ffa19f435d0 (__TEXT,__text) non-external (was a private external) _glvmOperationSEQ
00007ffa19f439e0 (__TEXT,__text) non-external (was a private external) _glvmOperationSFL
00007ffa19f43a00 (__TEXT,__text) non-external (was a private external) _glvmOperationSGE
00007ffa19f43ca0 (__TEXT,__text) non-external (was a private external) _glvmOperationSGT
00007ffa19f49710 (__TEXT,__text) non-external (was a private external) _glvmOperationSHL
00007ffa19f497e0 (__TEXT,__text) non-external (was a private external) _glvmOperationSHR
00007ffa19f3f2c0 (__TEXT,__text) non-external (was a private external) _glvmOperationSIN
00007ffa19f499d0 (__TEXT,__text) non-external (was a private external) _glvmOperationSINH
00007ffa19f43f30 (__TEXT,__text) non-external (was a private external) _glvmOperationSLE
00007ffa19f441d0 (__TEXT,__text) non-external (was a private external) _glvmOperationSLT
00007ffa19f46c60 (__TEXT,__text) non-external (was a private external) _glvmOperationSMS
00007ffa19f44460 (__TEXT,__text) non-external (was a private external) _glvmOperationSNE
00007ffa19f3f500 (__TEXT,__text) non-external (was a private external) _glvmOperationSQT
00007ffa19f3f6e0 (__TEXT,__text) non-external (was a private external) _glvmOperationSSG
00007ffa19f55f20 (__TEXT,__text) non-external (was a private external) _glvmOperationSTOREWithMaskEP
00007ffa19f59a20 (__TEXT,__text) non-external (was a private external) _glvmOperationSTOREWithMaskGP
00007ffa19f4d680 (__TEXT,__text) non-external (was a private external) _glvmOperationSTOREWithMaskVP
00007ffa19f44860 (__TEXT,__text) non-external (was a private external) _glvmOperationSTR
00007ffa19f44880 (__TEXT,__text) non-external (was a private external) _glvmOperationSUB
00007ffa19f47100 (__TEXT,__text) non-external (was a private external) _glvmOperationSWZ
00007ffa19f5ec50 (__TEXT,__text) non-external (was a private external) _glvmOperationStackPreload
00007ffa19f3fc10 (__TEXT,__text) non-external (was a private external) _glvmOperationTAN
00007ffa19f49c50 (__TEXT,__text) non-external (was a private external) _glvmOperationTANH
00007ffa19f0bb80 (__TEXT,__text) non-external (was a private external) _glvmOperationTARGBRA
00007ffa19f0b880 (__TEXT,__text) non-external (was a private external) _glvmOperationTARGBRK
00007ffa19f0ba00 (__TEXT,__text) non-external (was a private external) _glvmOperationTARGCONT
00007ffa19f4a3e0 (__TEXT,__text) non-external (was a private external) _glvmOperationTO_BITS
00007ffa19f493d0 (__TEXT,__text) non-external (was a private external) _glvmOperationTRUNCATE
00007ffa19f4b2c0 (__TEXT,__text) non-external (was a private external) _glvmOperationUP2H
00007ffa19f4add0 (__TEXT,__text) non-external (was a private external) _glvmOperationUP2US
00007ffa19f4bc90 (__TEXT,__text) non-external (was a private external) _glvmOperationUP2W
00007ffa19f4b830 (__TEXT,__text) non-external (was a private external) _glvmOperationUP4B
00007ffa19f4bb30 (__TEXT,__text) non-external (was a private external) _glvmOperationUP4UB
00007ffa19f496d0 (__TEXT,__text) non-external (was a private external) _glvmOperationXOR
00007ffa19f449d0 (__TEXT,__text) non-external (was a private external) _glvmOperationXPD
00007ffa19f44c40 (__TEXT,__text) non-external (was a private external) _glvmOperationXRL
00007ffa19f38670 (__TEXT,__text) non-external (was a private external) _glvmOperationZERO
00007ffa19f37b70 (__TEXT,__text) non-external (was a private external) _glvmOperationsNoise3D
00007ffa19f37ed0 (__TEXT,__text) non-external (was a private external) _glvmOperationsNoise4D
00007ffa19f0ba20 (__TEXT,__text) non-external (was a private external) _glvmPredicateBRA
00007ffa19f0b720 (__TEXT,__text) non-external (was a private external) _glvmPredicateBRK
00007ffa19f0bc10 (__TEXT,__text) non-external (was a private external) _glvmPredicateCASE
00007ffa19f0b8a0 (__TEXT,__text) non-external (was a private external) _glvmPredicateCONT
00007ffa19f0bc60 (__TEXT,__text) non-external (was a private external) _glvmPredicateDEFAULT
00007ffa19f0b690 (__TEXT,__text) non-external (was a private external) _glvmPredicateELSE
00007ffa19f0b6b0 (__TEXT,__text) non-external (was a private external) _glvmPredicateENDIF
00007ffa19f0bbc0 (__TEXT,__text) non-external (was a private external) _glvmPredicateENDSWITCH
00007ffa19f0b700 (__TEXT,__text) non-external (was a private external) _glvmPredicateENDWHILE
00007ffa19f0b650 (__TEXT,__text) non-external (was a private external) _glvmPredicateIF
00007ffa19f0bba0 (__TEXT,__text) non-external (was a private external) _glvmPredicateSWITCH
00007ffa19f0b6f0 (__TEXT,__text) non-external (was a private external) _glvmPredicateWHILE
00007ffa19f61800 (__TEXT,__text) external _glvmPreloadFPTransformFour
00007ffa19f5ee30 (__TEXT,__text) non-external (was a private external) _glvmPreloadSourceAttribs
00007ffa19f0c360 (__TEXT,__text) non-external (was a private external) _glvmRasterOpAlphaTest
00007ffa19f0ee90 (__TEXT,__text) non-external (was a private external) _glvmRasterOpBlend
00007ffa19f0bd00 (__TEXT,__text) non-external (was a private external) _glvmRasterOpDepthBoundsTest
00007ffa19f0c420 (__TEXT,__text) non-external (was a private external) _glvmRasterOpDepthStencilTest
00007ffa19f0e8c0 (__TEXT,__text) non-external (was a private external) _glvmRasterOpFragmentCount
00007ffa19f10520 (__TEXT,__text) non-external (was a private external) _glvmRasterOpLogicOp
00007ffa19f10900 (__TEXT,__text) non-external (was a private external) _glvmRasterOpMask
00007ffa19f0bf00 (__TEXT,__text) non-external (was a private external) _glvmRasterOpMultisampleAlphaCoverage
00007ffa19f0c000 (__TEXT,__text) non-external (was a private external) _glvmRasterOpMultisampleAlphaOne
00007ffa19f0c070 (__TEXT,__text) non-external (was a private external) _glvmRasterOpMultisampleCoverageMask
00007ffa19f0c250 (__TEXT,__text) non-external (was a private external) _glvmRasterOpMultisampleSampleMask
00007ffa19f0e940 (__TEXT,__text) non-external (was a private external) _glvmRasterOpPack
00007ffa19f10ab0 (__TEXT,__text) non-external (was a private external) _glvmRasterOpRead
00007ffa19f10e00 (__TEXT,__text) non-external (was a private external) _glvmRasterOpWrite
00007ffa19f11270 (__TEXT,__text) non-external (was a private external) _glvmRasterOpWriteFallback
00007ffa19f0aa30 (__TEXT,__text) non-external (was a private external) _glvmSamplerFetch
00007ffa19f0a900 (__TEXT,__text) non-external (was a private external) _glvmSamplerInvalid
00007ffa19ee77b0 (__TEXT,__text) non-external (was a private external) _glvmSamplerLoadTexels
00007ffa19eee130 (__TEXT,__text) non-external (was a private external) _glvmSamplerQueryLOD
00007ffa19eef770 (__TEXT,__text) non-external (was a private external) _glvmSamplerSample
00007ffa19f0a940 (__TEXT,__text) non-external (was a private external) _glvmSamplerSize
00007ffa19f52420 (__TEXT,__text) non-external _glvmSetSourceIndirectLimits
00007ffa19f55b70 (__TEXT,__text) non-external _glvmSetSourceIndirectLimits
00007ffa19f59650 (__TEXT,__text) non-external _glvmSetSourceIndirectLimits
00007ffa19f5e4a0 (__TEXT,__text) non-external _glvmSetSourceIndirectLimits
00007ffa19f656b0 (__TEXT,__text) non-external _glvmSetSourceIndirectLimits
00007ffa19ee5cbc (__TEXT,__text) external _glvmSetTextureFormat
00007ffa19f126d0 (__TEXT,__text) non-external (was a private external) _glvmSourceNegateCF
00007ffa19f1cda0 (__TEXT,__text) non-external (was a private external) _glvmStoreDestAddress
00007ffa19f21160 (__TEXT,__text) non-external (was a private external) _glvmStoreDestAddressWithMask
00007ffa19f28210 (__TEXT,__text) non-external (was a private external) _glvmStoreDestOutputCP
00007ffa19f2cf30 (__TEXT,__text) non-external (was a private external) _glvmStoreDestOutputEP
00007ffa19f323f0 (__TEXT,__text) non-external (was a private external) _glvmStoreDestOutputFP
00007ffa19f2f440 (__TEXT,__text) non-external (was a private external) _glvmStoreDestOutputGP
00007ffa19f231f0 (__TEXT,__text) non-external (was a private external) _glvmStoreDestOutputVP
00007ffa19f29a00 (__TEXT,__text) non-external (was a private external) _glvmStoreDestOutputWithMaskCP
00007ffa19f2de20 (__TEXT,__text) non-external (was a private external) _glvmStoreDestOutputWithMaskEP
00007ffa19f33aa0 (__TEXT,__text) non-external (was a private external) _glvmStoreDestOutputWithMaskFP
00007ffa19f2fad0 (__TEXT,__text) non-external (was a private external) _glvmStoreDestOutputWithMaskGP
00007ffa19f243e0 (__TEXT,__text) non-external (was a private external) _glvmStoreDestOutputWithMaskVP
00007ffa19f1ac60 (__TEXT,__text) non-external (was a private external) _glvmStoreDestTemp
00007ffa19f1d730 (__TEXT,__text) non-external (was a private external) _glvmStoreDestTempWithMask
00007ffa19ee76d0 (__TEXT,__text) non-external _glvmTextureFilterEnumToPPStreamEnum
00007ffa19ee7730 (__TEXT,__text) non-external _glvmTextureWrapEnumToPPStreamEnum
00007ffa19f12770 (__TEXT,__text) non-external (was a private external) _glvmTypeConvertCF
00007ffa19ee6ab8 (__TEXT,__text) external _glvmUpdateTextureStructure
00007ffa19f59120 (__TEXT,__text) non-external (was a private external) _glvmWindowTransformEP
00007ffa19f5dd40 (__TEXT,__text) non-external (was a private external) _glvmWindowTransformGP
00007ffa19f51b00 (__TEXT,__text) non-external (was a private external) _glvmWindowTransformVP
00007ffa43f6b7b0 (__DATA_DIRTY,__bss) non-external _glvm_constants
00007ffa43f6b7a0 (__DATA_DIRTY,__bss) non-external _glvm_constants_init
00007ffa19fb7c35 (__TEXT,__text) non-external _handleResetPost
00007ffa19fb7bd5 (__TEXT,__text) non-external _handleResetPre
00007ffa19fbd490 (__TEXT,__text) non-external _humanReadableDescriptionToBuffer
00007ffa19fc5920 (__TEXT,__text) non-external _include_str_getch
00007ffa19fc59f5 (__TEXT,__text) non-external _include_str_ungetch
00007ffa19fbccb1 (__TEXT,__text) non-external _initAggregateType
00007ffa19fca922 (__TEXT,__text) non-external _initBinaryOperatorNode
00007ffa19fca965 (__TEXT,__text) non-external _initDerefNode
00007ffa19f6e7a0 (__TEXT,__text) non-external _initTypeWithGLPPrimitiveType
00007ffa19fca8ed (__TEXT,__text) non-external _initUnaryOperatorNode
00007ffa19fec281 (__TEXT,__text) non-external _inliningNodeReplacement
00007ffa19fa6b60 (__TEXT,__text) non-external _inputForOutput
00007ffa1a019d3e (__TEXT,__text) non-external _instructionIndexEqualsFunction
00007ffa1a019d35 (__TEXT,__text) non-external _instructionIndexHashFunction
00007ffa1a007f69 (__TEXT,__text) non-external _iterateQualifiers
00007ffa19fc67fd (__TEXT,__text) non-external _lAddByte
00007ffa19fc606c (__TEXT,__text) non-external _lFloatConst
00007ffa19fc66d3 (__TEXT,__text) non-external _lNewBlock
00007ffa19fc6db4 (__TEXT,__text) non-external _lReadByte
00007ffa19fc1d90 (__TEXT,__text) non-external (was a private external) _lazyCPPSetup
00007ffa19fe87c6 (__TEXT,__text) non-external _lazyPrepareVariableObject
                 (undefined) external _ldexp (from libSystem)
                 (undefined) external _ldexpf (from libSystem)
00007ffa19ed944c (__TEXT,__text) non-external _llvmir_PPStreamAddAddressUsage
00007ffa19ed94a4 (__TEXT,__text) non-external _llvmir_PPStreamAddAttribBinding
00007ffa19ed95a9 (__TEXT,__text) non-external _llvmir_PPStreamAddConstant
00007ffa19ed9620 (__TEXT,__text) non-external _llvmir_PPStreamAddLabel
00007ffa19ed9419 (__TEXT,__text) non-external _llvmir_PPStreamAddOperation
00007ffa19ed9597 (__TEXT,__text) non-external _llvmir_PPStreamAddOption
00007ffa19ed950c (__TEXT,__text) non-external _llvmir_PPStreamAddOutputBinding
00007ffa19ed9452 (__TEXT,__text) non-external _llvmir_PPStreamAddParamBinding
00007ffa19ed949e (__TEXT,__text) non-external _llvmir_PPStreamAddParamBindingArray
00007ffa19ed9446 (__TEXT,__text) non-external _llvmir_PPStreamAddTempUsage
00007ffa19ed9631 (__TEXT,__text) non-external _llvmir_PPStreamResolveBranches
00007ffa19ed9410 (__TEXT,__text) non-external _llvmir_PPStreamSetTarget
                 (undefined) external _log2f (from libSystem)
                 (undefined) external _logf (from libSystem)
                 (undefined) external _longjmp (from libSystem)
                 (undefined) external _lroundf (from libSystem)
00007ffa19fc3d10 (__TEXT,__text) non-external _macro_scan
00007ffa19f9ebfb (__TEXT,__text) non-external _makeCopyFunction
00007ffa19fe8b28 (__TEXT,__text) non-external _makeIntConstantNode
00007ffa19f6a32d (__TEXT,__text) non-external _makePoolNode
                 (undefined) external _malloc (from libSystem)
00007ffa19fc461a (__TEXT,__text) non-external (was a private external) _mem_AddCleanup
00007ffa19fc4569 (__TEXT,__text) non-external (was a private external) _mem_Alloc
00007ffa19fc4473 (__TEXT,__text) non-external (was a private external) _mem_CreatePool
00007ffa19fc4529 (__TEXT,__text) non-external (was a private external) _mem_FreePool
                 (undefined) external _memcmp (from libSystem)
                 (undefined) external _memcpy (from libSystem)
                 (undefined) external _memmove (from libSystem)
                 (undefined) external _memset (from libSystem)
                 (undefined) external _memset_pattern16 (from libSystem)
00007ffa19f6b982 (__TEXT,__text) non-external _mergeTypes
00007ffa42c1f040 (__DATA,__bss) non-external _message
00007ffa42c1f030 (__DATA,__bss) non-external _message_lock
                 (undefined) external _mmap (from libSystem)
                 (undefined) external _mprotect (from libSystem)
                 (undefined) external _munmap (from libSystem)
00007ffa42c1a8e8 (__DATA,__data) non-external _mutex
00007ffa19fa8dc1 (__TEXT,__text) non-external _nameTablePush
00007ffa42c1f470 (__DATA,__bss) non-external _nameTableSets
00007ffa19fc43d9 (__TEXT,__text) non-external _noop
00007ffa19fc6066 (__TEXT,__text) non-external _noop
00007ffa19fa0c63 (__TEXT,__text) non-external _offsetLayout
00007ffa19fc208a (__TEXT,__text) non-external _op_add
00007ffa19fc201a (__TEXT,__text) non-external _op_and
00007ffa19fc20e8 (__TEXT,__text) non-external _op_cmpl
00007ffa19fc20a8 (__TEXT,__text) non-external _op_div
00007ffa19fc2024 (__TEXT,__text) non-external _op_eq
00007ffa19fc204b (__TEXT,__text) non-external _op_ge
00007ffa19fc203e (__TEXT,__text) non-external _op_gt
00007ffa19fc2065 (__TEXT,__text) non-external _op_le
00007ffa19fc1ff1 (__TEXT,__text) non-external _op_logand
00007ffa19fc1fe4 (__TEXT,__text) non-external _op_logor
00007ffa19fc2058 (__TEXT,__text) non-external _op_lt
00007ffa19fc20be (__TEXT,__text) non-external _op_mod
00007ffa19fc209d (__TEXT,__text) non-external _op_mul
00007ffa19fc2031 (__TEXT,__text) non-external _op_ne
00007ffa19fc20de (__TEXT,__text) non-external _op_neg
00007ffa19fc20f2 (__TEXT,__text) non-external _op_not
00007ffa19fc2006 (__TEXT,__text) non-external _op_or
00007ffa19fc20d6 (__TEXT,__text) non-external _op_pos
00007ffa19fc2072 (__TEXT,__text) non-external _op_shl
00007ffa19fc207e (__TEXT,__text) non-external _op_shr
00007ffa19fc2093 (__TEXT,__text) non-external _op_sub
00007ffa19fc2010 (__TEXT,__text) non-external _op_xor
                 (undefined) external _os_log_type_enabled (from libSystem)
                 (undefined) external _os_unfair_lock_lock (from libSystem)
                 (undefined) external _os_unfair_lock_unlock (from libSystem)
00007ffa19fa7b42 (__TEXT,__text) non-external _outputForInput
00007ffa19f944b9 (__TEXT,__text) non-external _packInto
00007ffa19faf72c (__TEXT,__text) non-external _parseInterpolationQualifiers
00007ffa19faf598 (__TEXT,__text) non-external _parseLayout
00007ffa19f6b8c1 (__TEXT,__text) non-external _phase1ProcessFunctionPrototype
00007ffa19f6b5ba (__TEXT,__text) non-external _phase1ProcessVariableDeclaration
00007ffa19fe7730 (__TEXT,__text) non-external (was a private external) _phase2AddDef
00007ffa19fe791a (__TEXT,__text) non-external _phase2Process
00007ffa19fe7bd4 (__TEXT,__text) non-external _phase2ProcessConstant
00007ffa19fe7c81 (__TEXT,__text) non-external _phase2ProcessFunctionPrototype
00007ffa19fe7cf7 (__TEXT,__text) non-external _phase2ProcessInterfaceBlock
00007ffa19fe81dc (__TEXT,__text) non-external _phase2ProcessLValue
00007ffa19fe7c2b (__TEXT,__text) non-external _phase2ProcessParameterDeclaration
00007ffa19fe7d9b (__TEXT,__text) non-external _phase2ProcessRawCall
00007ffa19fe7f7d (__TEXT,__text) non-external _phase2ProcessSubroutineRawCall
00007ffa19fe86e1 (__TEXT,__text) non-external _phase2ProcessSubroutineUniform
00007ffa19fe7cb8 (__TEXT,__text) non-external _phase2ProcessVariableDeclaration
00007ffa19f6a392 (__TEXT,__text) non-external _poolAlloc
00007ffa42c1f490 (__DATA,__bss) non-external _poolAllocators
00007ffa19f6a40e (__TEXT,__text) non-external _poolFree
00007ffa19f6a406 (__TEXT,__text) non-external _poolRealloc
00007ffa1a03d330 (__TEXT,__const) non-external _pow_10.down
00007ffa1a03d230 (__TEXT,__const) non-external _pow_10.up
                 (undefined) external _powf (from libSystem)
00007ffa41b0de80 (__DATA_CONST,__const) non-external (was a private external) _ppstreamOpString
00007ffa19f6f55e (__TEXT,__text) non-external _primitiveTypeOfDeref
                 (undefined) external _printf (from libSystem)
00007ffa19fa7905 (__TEXT,__text) non-external _propagateCopyBindings
                 (undefined) external _pthread_mutex_lock (from libSystem)
                 (undefined) external _pthread_mutex_unlock (from libSystem)
00007ffa19fb5d60 (__TEXT,__text) non-external (was a private external) _pushdownPrecisionInternal
                 (undefined) external _qsort (from libSystem)
                 (undefined) external _qsort_b (from libSystem)
00007ffa19fafdaa (__TEXT,__text) non-external _qualifierContextToString
00007ffa19fae7d9 (__TEXT,__text) non-external _qualifierMaskToSAFlags
00007ffa19faf904 (__TEXT,__text) non-external _qualifierMaskToStringBuffer
00007ffa19fc20ff (__TEXT,__text) non-external (was a private external) _readCPPline
00007ffa19f6a57d (__TEXT,__text) non-external _readTOC
00007ffa19fd76e0 (__TEXT,__text) non-external (was a private external) _real_serialize_GLPValue
                 (undefined) external _realloc (from libSystem)
00007ffa1a015b8b (__TEXT,__text) non-external _regEqualsFunction
00007ffa1a015b83 (__TEXT,__text) non-external _regHashFunction
00007ffa19fc702f (__TEXT,__text) non-external _reget_token
00007ffa1a03ed90 (__TEXT,__const) non-external _reltable.glpGetBIArchiveData
00007ffa1a048de4 (__TEXT,__const) non-external _reltable.glpPPDisassemble
00007ffa19fa8f6c (__TEXT,__text) non-external _remap
00007ffa1a03f280 (__TEXT,__const) non-external (was a private external) _remapSlotToCode
00007ffa1a00b788 (__TEXT,__text) non-external _renumberTargets
                 (undefined) external _round (from libSystem)
                 (undefined) external _roundf (from libSystem)
00007ffa19fadac2 (__TEXT,__text) non-external _saInliningNodeReplacement
00007ffa19fc6f2e (__TEXT,__text) non-external _scan_token
00007ffa19fe1c31 (__TEXT,__text) non-external _serializeASTFields
00007ffa19fdc4e8 (__TEXT,__text) non-external _serializeAssignFields
00007ffa19fdf15c (__TEXT,__text) non-external _serializeBlockFields
00007ffa19fe2bd8 (__TEXT,__text) non-external _serializeCallFields
00007ffa19fdf570 (__TEXT,__text) non-external _serializeCaseStatementFields
00007ffa19fdc611 (__TEXT,__text) non-external _serializeCommaExprFields
00007ffa19fdc266 (__TEXT,__text) non-external _serializeConstantFields
00007ffa19fdf62c (__TEXT,__text) non-external _serializeDefaultStatementFields
00007ffa19fdc370 (__TEXT,__text) non-external _serializeEqualFields
00007ffa19fdc2b9 (__TEXT,__text) non-external _serializeFieldAccessFields
00007ffa19fdd98c (__TEXT,__text) non-external _serializeFieldDeclarationFields
00007ffa19fdc2e2 (__TEXT,__text) non-external _serializeFunctionCallFields
00007ffa19fdca60 (__TEXT,__text) non-external _serializeFunctionPrototypeFields
00007ffa19fdece4 (__TEXT,__text) non-external _serializeGlobalTypeQualifierFields
00007ffa19fe0978 (__TEXT,__text) non-external _serializeIBPartialDerefFields
00007ffa19fdd9de (__TEXT,__text) non-external _serializeInterfaceBlockFields
00007ffa19fddee4 (__TEXT,__text) non-external _serializeKeywordQualifierFields
00007ffa19fe05d4 (__TEXT,__text) non-external _serializeLValueFields
