                 (undefined) external _DNSServiceCreateConnection (from libsystem_dnssd)
                 (undefined) external _DNSServiceProcessResult (from libsystem_dnssd)
                 (undefined) external _DNSServiceQueryRecordWithAttribute (from libsystem_dnssd)
                 (undefined) external _DNSServiceRefDeallocate (from libsystem_dnssd)
                 (undefined) external _DNSServiceRefSockFD (from libsystem_dnssd)
                 (undefined) external _DarwinDirectoryGetGeneration (from libsystem_darwindirectory)
                 (undefined) external _DarwinDirectoryRecordStoreApply (from libsystem_darwindirectory)
                 (undefined) external _DarwinDirectoryRecordStoreApplyWithFilter (from libsystem_darwindirectory)
000000018050516c (__TEXT,__text) non-external _LI_get_thread_info
0000000180524dbc (__TEXT,__text) non-external (was a private external) _xdr_rejected_reply
0000000180524e54 (__TEXT,__text) external _xdr_replymsg
0000000180523fd4 (__TEXT,__text) external _xdr_rmtcall_args
00000001805240d4 (__TEXT,__text) external _xdr_rmtcallres
0000000180526b20 (__TEXT,__text) external _xdr_short
0000000180526f9c (__TEXT,__text) external _xdr_string
0000000180526d88 (__TEXT,__text) external _xdr_u_char
00000001805272d4 (__TEXT,__text) external _xdr_u_hyper
0000000180508294 (__TEXT,__text) external _xdr_u_int
0000000180526cb8 (__TEXT,__text) external _xdr_u_int16_t
000000018050820c (__TEXT,__text) external _xdr_u_int32_t
00000001805271cc (__TEXT,__text) external _xdr_u_int64_t
0000000180526ae0 (__TEXT,__text) external _xdr_u_long
00000001805272dc (__TEXT,__text) external _xdr_u_longlong_t
0000000180526ba8 (__TEXT,__text) external _xdr_u_short
0000000180526ee0 (__TEXT,__text) external _xdr_union
000000018051c95c (__TEXT,__text) external _xdr_valdat
0000000180527420 (__TEXT,__text) external _xdr_vector
0000000180526a10 (__TEXT,__text) external _xdr_void
00000001805270c0 (__TEXT,__text) external _xdr_wrapstring
000000018051e370 (__TEXT,__text) external _xdr_x_passwd
000000018051c96c (__TEXT,__text) external _xdr_ypbind_binding
000000018051c9c4 (__TEXT,__text) external _xdr_ypbind_resp
000000018051ca50 (__TEXT,__text) external _xdr_ypbind_resptype
000000018051ca54 (__TEXT,__text) external _xdr_ypbind_setdom
000000018051cab8 (__TEXT,__text) external _xdr_ypmaplist
000000018051e414 (__TEXT,__text) external _xdr_yppasswd
000000018051cb1c (__TEXT,__text) external _xdr_ypreq_key
000000018051cb80 (__TEXT,__text) external _xdr_ypreq_nokey
000000018051cbd0 (__TEXT,__text) external _xdr_ypresp_all
000000018051ce30 (__TEXT,__text) external _xdr_ypresp_all_seq
000000018051cc3c (__TEXT,__text) external _xdr_ypresp_key_val
000000018051cca0 (__TEXT,__text) external _xdr_ypresp_maplist
000000018051cd04 (__TEXT,__text) external _xdr_ypresp_master
000000018051cd54 (__TEXT,__text) external _xdr_ypresp_order
000000018051cddc (__TEXT,__text) external _xdr_ypresp_val
000000018051ce2c (__TEXT,__text) external _xdr_ypstat
000000018052c5b8 (__TEXT,__const) non-external _xdr_zero
000000018052760c (__TEXT,__text) external _xdrmem_create
00000001805277c8 (__TEXT,__text) non-external _xdrmem_destroy
00000001805276a8 (__TEXT,__text) non-external _xdrmem_getbytes
00000001805277cc (__TEXT,__text) non-external _xdrmem_getlong_aligned
0000000180527638 (__TEXT,__text) non-external _xdrmem_getlong_unaligned
0000000180527768 (__TEXT,__text) non-external _xdrmem_getpos
0000000180527834 (__TEXT,__text) non-external _xdrmem_inline_aligned
00000001805277c0 (__TEXT,__text) non-external _xdrmem_inline_unaligned
00000001edd86b60 (__AUTH_CONST,__const) non-external _xdrmem_ops_aligned
00000001edd86b18 (__AUTH_CONST,__const) non-external _xdrmem_ops_unaligned
000000018052770c (__TEXT,__text) non-external _xdrmem_putbytes
0000000180527800 (__TEXT,__text) non-external _xdrmem_putlong_aligned
000000018052766c (__TEXT,__text) non-external _xdrmem_putlong_unaligned
0000000180527780 (__TEXT,__text) non-external _xdrmem_setpos
0000000180527860 (__TEXT,__text) external _xdrrec_create
000000018052b484 (__TEXT,__text) non-external _xdrrec_create.cold.1
00000001805282b4 (__TEXT,__text) non-external _xdrrec_destroy
0000000180527d9c (__TEXT,__text) external _xdrrec_endofrecord
0000000180527d30 (__TEXT,__text) external _xdrrec_eof
0000000180527fec (__TEXT,__text) non-external _xdrrec_getbytes
0000000180527eec (__TEXT,__text) non-external _xdrrec_getlong
0000000180528130 (__TEXT,__text) non-external _xdrrec_getpos
0000000180528258 (__TEXT,__text) non-external _xdrrec_inline
00000001edd86ba8 (__AUTH_CONST,__const) non-external _xdrrec_ops
000000018052808c (__TEXT,__text) non-external _xdrrec_putbytes
0000000180527f7c (__TEXT,__text) non-external _xdrrec_putlong
00000001805281a4 (__TEXT,__text) non-external _xdrrec_setpos
0000000180527a1c (__TEXT,__text) external _xdrrec_skiprecord
0000000180528594 (__TEXT,__text) external _xdrstdio_create
0000000180528740 (__TEXT,__text) non-external _xdrstdio_destroy
0000000180528654 (__TEXT,__text) non-external _xdrstdio_getbytes
00000001805285b0 (__TEXT,__text) non-external _xdrstdio_getlong
00000001805286e4 (__TEXT,__text) non-external _xdrstdio_getpos
0000000180528738 (__TEXT,__text) non-external _xdrstdio_inline
00000001edd86bf0 (__AUTH_CONST,__const) non-external _xdrstdio_ops
000000018052869c (__TEXT,__text) non-external _xdrstdio_putbytes
0000000180528610 (__TEXT,__text) non-external _xdrstdio_putlong
000000018052870c (__TEXT,__text) non-external _xdrstdio_setpos
                 (undefined) external _xpc_array_apply (from libxpc)
                 (undefined) external _xpc_array_get_count (from libxpc)
                 (undefined) external _xpc_array_get_value (from libxpc)
                 (undefined) external _xpc_bool_get_value (from libxpc)
                 (undefined) external _xpc_create_from_plist (from libxpc)
                 (undefined) external _xpc_dictionary_apply (from libxpc)
                 (undefined) external _xpc_dictionary_create (from libxpc)
                 (undefined) external _xpc_dictionary_get_audit_token (from libxpc)
                 (undefined) external _xpc_dictionary_get_bool (from libxpc)
                 (undefined) external _xpc_dictionary_get_data (from libxpc)
                 (undefined) external _xpc_dictionary_get_int64 (from libxpc)
                 (undefined) external _xpc_dictionary_get_value (from libxpc)
                 (undefined) external _xpc_dictionary_set_bool (from libxpc)
                 (undefined) external _xpc_dictionary_set_data (from libxpc)
                 (undefined) external _xpc_dictionary_set_int64 (from libxpc)
                 (undefined) external _xpc_dictionary_set_string (from libxpc)
                 (undefined) external _xpc_dictionary_set_uuid (from libxpc)
                 (undefined) external _xpc_get_type (from libxpc)
                 (undefined) external _xpc_int64_get_value (from libxpc)
                 (undefined) external _xpc_pipe_create (from libxpc)
                 (undefined) external _xpc_pipe_invalidate (from libxpc)
                 (undefined) external _xpc_pipe_routine (from libxpc)
                 (undefined) external _xpc_release (from libxpc)
                 (undefined) external _xpc_retain (from libxpc)
                 (undefined) external _xpc_string_get_string_ptr (from libxpc)
00000001e9c5c888 (__DATA,__bss) non-external _xports
0000000180525074 (__TEXT,__text) external _xprt_register
0000000180525128 (__TEXT,__text) external _xprt_unregister
000000018051d02c (__TEXT,__text) external _yp_all
000000018051d71c (__TEXT,__text) external _yp_bind
000000018051d7c4 (__TEXT,__text) external _yp_first
00000001e9c5c7f0 (__DATA,__bss) non-external _yp_first.proto
000000018051da00 (__TEXT,__text) external _yp_get_default_domain
000000018051da58 (__TEXT,__text) external _yp_maplist
00000001e9c5c7f4 (__DATA,__bss) non-external _yp_maplist.proto
000000018051db68 (__TEXT,__text) external _yp_master
00000001e9c5c7f8 (__DATA,__bss) non-external _yp_master.proto
000000018051df20 (__TEXT,__text) external _yp_match
00000001e9c5c850 (__DATA,__bss) non-external _yp_match.proto
000000018051e120 (__TEXT,__text) external _yp_next
00000001e9c5c854 (__DATA,__bss) non-external _yp_next.proto
000000018051dd14 (__TEXT,__text) external _yp_order
00000001e9c5c7fc (__DATA,__bss) non-external _yp_order.proto
000000018051d724 (__TEXT,__text) external _yp_unbind
000000018051dec0 (__TEXT,__text) external _yperr_string
00000001e9c5c7fd (__DATA,__bss) non-external _yperr_string.err
000000018051e468 (__TEXT,__text) external _ypprot_err
00000001e9c5c560 (__DATA,__common) non-external (was a private external) _ypresp_allfn
00000001e9c5c568 (__DATA,__common) non-external (was a private external) _ypresp_data
