00007ff8084543d0 (__TEXT,__const) non-external _A1_Table
00007ff807906a20 (__TEXT,__text) external _vImageDeepmap2Encode
00007ff807907130 (__TEXT,__text) external _vImageDeepmap2EncodeCreateBuffer
00007ff807886d60 (__TEXT,__text) external _vImageDeepmap2PixelSize
00007ff8078f6040 (__TEXT,__text) external _vImageDeepmapDecode
00007ff8078f6020 (__TEXT,__text) external _vImageDeepmapDecodeScratchBufferSize
00007ff8078c42e0 (__TEXT,__text) external _vImageDeepmapDecodeStreamCreate
00007ff8078c4460 (__TEXT,__text) external _vImageDeepmapDecodeStreamProcess
00007ff8078c4c70 (__TEXT,__text) external _vImageDeepmapDecodeStreamRelease
00007ff8078f6420 (__TEXT,__text) external _vImageDeepmapDecodeStreamScratchBufferSize
00007ff8078f5630 (__TEXT,__text) external _vImageDeepmapEncode
00007ff8078f5e50 (__TEXT,__text) external _vImageDeepmapEncodeCreateBuffer
00007ff8078c5750 (__TEXT,__text) external _vImageDeepmapPixelSize
00007ff807a74010 (__TEXT,__text) external _vImageDestroyGammaFunction
00007ff807b0e0f0 (__TEXT,__text) external _vImageDestroyResamplingFilter
00007ff807a62950 (__TEXT,__text) external _vImageDilate_ARGB8888
00007ff84210e540 (__DATA,__bss) non-external _vImageDilate_ARGB8888.vDilate_Interleaved_CV
00007ff807a649b0 (__TEXT,__text) external _vImageDilate_ARGBFFFF
00007ff84210e580 (__DATA,__bss) non-external _vImageDilate_ARGBFFFF.vDilateFP_Interleaved_CV
00007ff80789d6a0 (__TEXT,__text) external _vImageDilate_Planar8
00007ff84210e4f0 (__DATA,__bss) non-external _vImageDilate_Planar8.vDilate_ZeroCenter_CV
00007ff807a608f0 (__TEXT,__text) external _vImageDilate_PlanarF
00007ff84210e500 (__DATA,__bss) non-external _vImageDilate_PlanarF.vDilateFP_CV
00007ff807a1fe90 (__TEXT,__text) external _vImageDownScale_CbCr8
00007ff807a1f8d0 (__TEXT,__text) external _vImageDownScale_Planar8
00007ff80791f100 (__TEXT,__text) external _vImageEncodeVectorHalf
00007ff8083c6850 (__TEXT,__text) non-external _vImageEncodeVectorHalf.cold.1
00007ff8083c6880 (__TEXT,__text) non-external _vImageEncodeVectorHalf.cold.2
00007ff8083c68b0 (__TEXT,__text) non-external _vImageEncodeVectorHalf.cold.3
00007ff80791f0a0 (__TEXT,__text) external _vImageEncodeVectorOptionsCreate
00007ff80791f0d0 (__TEXT,__text) external _vImageEncodeVectorOptionsFree
00007ff80791f0c0 (__TEXT,__text) external _vImageEncodeVectorOptionsSetQuantization
00007ff807a54530 (__TEXT,__text) external _vImageEndsInContrastStretch_ARGB8888
00007ff807a55210 (__TEXT,__text) external _vImageEndsInContrastStretch_ARGBFFFF
00007ff807a53110 (__TEXT,__text) external _vImageEndsInContrastStretch_Planar8
00007ff807a53c50 (__TEXT,__text) external _vImageEndsInContrastStretch_PlanarF
00007ff807a35fe0 (__TEXT,__text) external _vImageEqualization_ARGB8888
00007ff807a365d0 (__TEXT,__text) external _vImageEqualization_ARGBFFFF
00007ff807a35120 (__TEXT,__text) external _vImageEqualization_Planar8
00007ff807a354c0 (__TEXT,__text) external _vImageEqualization_PlanarF
00007ff807a62430 (__TEXT,__text) external _vImageErode_ARGB8888
00007ff84210e538 (__DATA,__bss) non-external _vImageErode_ARGB8888.vErode_Interleaved_CV
00007ff807a64490 (__TEXT,__text) external _vImageErode_ARGBFFFF
00007ff84210e578 (__DATA,__bss) non-external _vImageErode_ARGBFFFF.vErodeFP_Interleaved_CV
00007ff807a5f910 (__TEXT,__text) external _vImageErode_Planar8
00007ff84210e4e8 (__DATA,__bss) non-external _vImageErode_Planar8.vErode_CV
00007ff807a603d0 (__TEXT,__text) external _vImageErode_PlanarF
00007ff84210e4f8 (__DATA,__bss) non-external _vImageErode_PlanarF.vErodeFP_CV
00007ff80793d600 (__TEXT,__text) external _vImageExtractChannel_ARGB16U
00007ff80793d520 (__TEXT,__text) external _vImageExtractChannel_ARGB8888
00007ff80793d6e0 (__TEXT,__text) external _vImageExtractChannel_ARGBFFFF
00007ff807bf0230 (__TEXT,__text) external _vImageExtract_444YpCbCrA10To420Yp10P32_CbCr10P32
00007ff84210ea88 (__DATA,__bss) non-external _vImageExtract_444YpCbCrA10To420Yp10P32_CbCr10P32.vExtract_444YpCbCrA10To420Yp10P32_CbCr10P32
00007ff807befe70 (__TEXT,__text) external _vImageExtract_444YpCbCrA10To420Yp10_CbCr10
00007ff84210ea80 (__DATA,__bss) non-external _vImageExtract_444YpCbCrA10To420Yp10_CbCr10.vExtract_444YpCbCrA10To420Yp10_CbCr10
00007ff807befab0 (__TEXT,__text) external _vImageExtract_444YpCbCrA8To420Yp8_CbCr8
00007ff84210ea78 (__DATA,__bss) non-external _vImageExtract_444YpCbCrA8To420Yp8_CbCr8.vExtract_444YpCbCrA8To420Yp8_CbCr8
00007ff807974000 (__TEXT,__text) external _vImageFlatten_ARGB16Q12
00007ff84210e2c8 (__DATA,__bss) non-external _vImageFlatten_ARGB16Q12.vFlatten_ARGB16Q12_GV
00007ff8079404e0 (__TEXT,__text) external _vImageFlatten_ARGB16U
00007ff8078e5b50 (__TEXT,__text) external _vImageFlatten_ARGB8888
00007ff84210e2c0 (__DATA,__bss) non-external _vImageFlatten_ARGB8888.vFlatten_ARGB8888_GV
00007ff80793d7c0 (__TEXT,__text) external _vImageFlatten_ARGB8888ToRGB888
00007ff807940a60 (__TEXT,__text) external _vImageFlatten_ARGBFFFF
00007ff80793e090 (__TEXT,__text) external _vImageFlatten_ARGBFFFFToRGBFFF
00007ff80793dda0 (__TEXT,__text) external _vImageFlatten_BGRA8888ToRGB888
00007ff80793e6f0 (__TEXT,__text) external _vImageFlatten_BGRAFFFFToRGBFFF
00007ff807ab5ee0 (__TEXT,__text) non-external (was a private external) _vImageFlatten_Chunky16AlphaFirst
00007ff80798fc70 (__TEXT,__text) non-external (was a private external) _vImageFlatten_Chunky16AlphaFirst_AVX
00007ff807acca50 (__TEXT,__text) non-external (was a private external) _vImageFlatten_Chunky16AlphaFirst_AVX2
00007ff807b51d10 (__TEXT,__text) non-external (was a private external) _vImageFlatten_Chunky16AlphaFirst_SSE4_1
00007ff807ab5f00 (__TEXT,__text) non-external (was a private external) _vImageFlatten_Chunky16AlphaFirst_resolver
00007ff807ab8c20 (__TEXT,__text) non-external (was a private external) _vImageFlatten_Chunky16AlphaFirst_scalar
00007ff84210d960 (__DATA,__data) non-external (was a private external) _vImageFlatten_Chunky16AlphaFirst_vec
00007ff807ab5f40 (__TEXT,__text) non-external (was a private external) _vImageFlatten_Chunky16AlphaLast
00007ff807990850 (__TEXT,__text) non-external (was a private external) _vImageFlatten_Chunky16AlphaLast_AVX
00007ff807acd690 (__TEXT,__text) non-external (was a private external) _vImageFlatten_Chunky16AlphaLast_AVX2
00007ff807b527e0 (__TEXT,__text) non-external (was a private external) _vImageFlatten_Chunky16AlphaLast_SSE4_1
00007ff807ab5f60 (__TEXT,__text) non-external (was a private external) _vImageFlatten_Chunky16AlphaLast_resolver
00007ff807ab90d0 (__TEXT,__text) non-external (was a private external) _vImageFlatten_Chunky16AlphaLast_scalar
00007ff84210d968 (__DATA,__data) non-external (was a private external) _vImageFlatten_Chunky16AlphaLast_vec
00007ff807ab5fa0 (__TEXT,__text) non-external (was a private external) _vImageFlatten_Chunky16Q12AlphaFirst
00007ff807991600 (__TEXT,__text) non-external (was a private external) _vImageFlatten_Chunky16Q12AlphaFirst_AVX
00007ff807ace400 (__TEXT,__text) non-external (was a private external) _vImageFlatten_Chunky16Q12AlphaFirst_AVX2
00007ff807b53440 (__TEXT,__text) non-external (was a private external) _vImageFlatten_Chunky16Q12AlphaFirst_SSE4_1
00007ff807ab5fc0 (__TEXT,__text) non-external (was a private external) _vImageFlatten_Chunky16Q12AlphaFirst_resolver
00007ff807ab9560 (__TEXT,__text) non-external (was a private external) _vImageFlatten_Chunky16Q12AlphaFirst_scalar
00007ff84210d970 (__DATA,__data) non-external (was a private external) _vImageFlatten_Chunky16Q12AlphaFirst_vec
00007ff807ab6000 (__TEXT,__text) non-external (was a private external) _vImageFlatten_Chunky16Q12AlphaLast
00007ff807992030 (__TEXT,__text) non-external (was a private external) _vImageFlatten_Chunky16Q12AlphaLast_AVX
00007ff807acf0f0 (__TEXT,__text) non-external (was a private external) _vImageFlatten_Chunky16Q12AlphaLast_AVX2
00007ff807b54590 (__TEXT,__text) non-external (was a private external) _vImageFlatten_Chunky16Q12AlphaLast_SSE4_1
00007ff807ab6020 (__TEXT,__text) non-external (was a private external) _vImageFlatten_Chunky16Q12AlphaLast_resolver
00007ff807ab99a0 (__TEXT,__text) non-external (was a private external) _vImageFlatten_Chunky16Q12AlphaLast_scalar
00007ff84210d978 (__DATA,__data) non-external (was a private external) _vImageFlatten_Chunky16Q12AlphaLast_vec
00007ff807ab5e20 (__TEXT,__text) non-external (was a private external) _vImageFlatten_Chunky8AlphaFirst
00007ff80798e230 (__TEXT,__text) non-external (was a private external) _vImageFlatten_Chunky8AlphaFirst_AVX
00007ff807acb0f0 (__TEXT,__text) non-external (was a private external) _vImageFlatten_Chunky8AlphaFirst_AVX2
00007ff807b50320 (__TEXT,__text) non-external (was a private external) _vImageFlatten_Chunky8AlphaFirst_SSE4_1
00007ff807ab5e40 (__TEXT,__text) non-external (was a private external) _vImageFlatten_Chunky8AlphaFirst_resolver
00007ff807ab8430 (__TEXT,__text) non-external (was a private external) _vImageFlatten_Chunky8AlphaFirst_scalar
00007ff84210d950 (__DATA,__data) non-external (was a private external) _vImageFlatten_Chunky8AlphaFirst_vec
00007ff807ab5e80 (__TEXT,__text) non-external (was a private external) _vImageFlatten_Chunky8AlphaLast
00007ff80798eeb0 (__TEXT,__text) non-external (was a private external) _vImageFlatten_Chunky8AlphaLast_AVX
00007ff807acbd40 (__TEXT,__text) non-external (was a private external) _vImageFlatten_Chunky8AlphaLast_AVX2
00007ff807b50fb0 (__TEXT,__text) non-external (was a private external) _vImageFlatten_Chunky8AlphaLast_SSE4_1
00007ff807ab5ea0 (__TEXT,__text) non-external (was a private external) _vImageFlatten_Chunky8AlphaLast_resolver
00007ff807ab8840 (__TEXT,__text) non-external (was a private external) _vImageFlatten_Chunky8AlphaLast_scalar
00007ff84210d958 (__DATA,__data) non-external (was a private external) _vImageFlatten_Chunky8AlphaLast_vec
00007ff807ab6060 (__TEXT,__text) non-external (was a private external) _vImageFlatten_ChunkyFAlphaFirst
00007ff807992c00 (__TEXT,__text) non-external (was a private external) _vImageFlatten_ChunkyFAlphaFirst_AVX
00007ff807acfd10 (__TEXT,__text) non-external (was a private external) _vImageFlatten_ChunkyFAlphaFirst_AVX2
00007ff807b555d0 (__TEXT,__text) non-external (was a private external) _vImageFlatten_ChunkyFAlphaFirst_SSE4_1
00007ff807ab6080 (__TEXT,__text) non-external (was a private external) _vImageFlatten_ChunkyFAlphaFirst_resolver
00007ff807ab9da0 (__TEXT,__text) non-external (was a private external) _vImageFlatten_ChunkyFAlphaFirst_scalar
00007ff84210d980 (__DATA,__data) non-external (was a private external) _vImageFlatten_ChunkyFAlphaFirst_vec
00007ff807ab60c0 (__TEXT,__text) non-external (was a private external) _vImageFlatten_ChunkyFAlphaLast
00007ff807993520 (__TEXT,__text) non-external (was a private external) _vImageFlatten_ChunkyFAlphaLast_AVX
00007ff807ad0620 (__TEXT,__text) non-external (was a private external) _vImageFlatten_ChunkyFAlphaLast_AVX2
00007ff807b56310 (__TEXT,__text) non-external (was a private external) _vImageFlatten_ChunkyFAlphaLast_SSE4_1
00007ff807ab60e0 (__TEXT,__text) non-external (was a private external) _vImageFlatten_ChunkyFAlphaLast_resolver
00007ff807aba190 (__TEXT,__text) non-external (was a private external) _vImageFlatten_ChunkyFAlphaLast_scalar
00007ff84210d988 (__DATA,__data) non-external (was a private external) _vImageFlatten_ChunkyFAlphaLast_vec
00007ff807974340 (__TEXT,__text) external _vImageFlatten_RGBA16Q12
00007ff84210e2d0 (__DATA,__bss) non-external _vImageFlatten_RGBA16Q12.vFlatten_RGBA16Q12_GV
00007ff8079407a0 (__TEXT,__text) external _vImageFlatten_RGBA16U
00007ff8078bd9b0 (__TEXT,__text) external _vImageFlatten_RGBA8888
00007ff84210d738 (__DATA,__data) non-external _vImageFlatten_RGBA8888.vFlatten_RGBA8888_GV
00007ff80793dab0 (__TEXT,__text) external _vImageFlatten_RGBA8888ToRGB888
00007ff807940d20 (__TEXT,__text) external _vImageFlatten_RGBAFFFF
00007ff80793e3c0 (__TEXT,__text) external _vImageFlatten_RGBAFFFFToRGBFFF
00007ff807a72850 (__TEXT,__text) external _vImageFloodFill_ARGB16U
00007ff84210e5e8 (__DATA,__bss) non-external _vImageFloodFill_ARGB16U.vFloodFillConn4_ARGB16U
00007ff84210e5f0 (__DATA,__bss) non-external _vImageFloodFill_ARGB16U.vFloodFillConn8_ARGB16U
00007ff807a726c0 (__TEXT,__text) external _vImageFloodFill_ARGB8888
00007ff84210e5d8 (__DATA,__bss) non-external _vImageFloodFill_ARGB8888.vFloodFillConn4_ARGB8888
00007ff84210e5e0 (__DATA,__bss) non-external _vImageFloodFill_ARGB8888.vFloodFillConn8_ARGB8888
00007ff807a72530 (__TEXT,__text) external _vImageFloodFill_Planar16U
00007ff84210e5c8 (__DATA,__bss) non-external _vImageFloodFill_Planar16U.vFloodFillConn4_Planar16U
00007ff84210e5d0 (__DATA,__bss) non-external _vImageFloodFill_Planar16U.vFloodFillConn8_Planar16U
00007ff807a723a0 (__TEXT,__text) external _vImageFloodFill_Planar8
00007ff84210e5b8 (__DATA,__bss) non-external _vImageFloodFill_Planar8.vFloodFillConn4_Planar8
00007ff84210e5c0 (__DATA,__bss) non-external _vImageFloodFill_Planar8.vFloodFillConn8_Planar8
00007ff807a74030 (__TEXT,__text) external _vImageGamma_Planar8toPlanarF
00007ff807a754c0 (__TEXT,__text) external _vImageGamma_PlanarF
00007ff807a743a0 (__TEXT,__text) external _vImageGamma_PlanarFtoPlanar8
00007ff807a11d10 (__TEXT,__text) external _vImageGaussianBoxDiffConvolve_Planar8
00007ff84210e3d0 (__DATA,__bss) non-external _vImageGaussianBoxDiffConvolve_Planar8.vGaussianBoxDiffPlanar8ext_3x3_11x11
00007ff84210e3d8 (__DATA,__bss) non-external _vImageGaussianBoxDiffConvolve_Planar8.vGaussianBoxDiffPlanar8ext_5x5_11x11
00007ff8078faf00 (__TEXT,__text) external _vImageGaussianConvolve_Planar8
00007ff84210ddd8 (__DATA,__bss) non-external _vImageGaussianConvolve_Planar8.vGaussianPlanar8ext_3x3
00007ff84210dde0 (__DATA,__bss) non-external _vImageGaussianConvolve_Planar8.vGaussianPlanar8ext_5x5
00007ff84210dde8 (__DATA,__bss) non-external _vImageGaussianConvolve_Planar8.vGaussianPlanar8ext_7x7
00007ff807be4070 (__TEXT,__text) non-external _vImageGetCPUCount
00007ff807be4040 (__TEXT,__text) non-external _vImageGetLogicalCPUCount
00007ff807a12580 (__TEXT,__text) external _vImageGetMinimumGeometryTempBufferSize
00007ff8079af430 (__TEXT,__text) external _vImageGetMinimumTempBufferSizeForConvolution
00007ff807a29c70 (__TEXT,__text) external _vImageGetMinimumTempBufferSizeForHistogram
00007ff807a66510 (__TEXT,__text) external _vImageGetMinimumTempBufferSizeForMinMax
00007ff807a245b0 (__TEXT,__text) external _vImageGetPerspectiveWarp
00007ff807b0e0d0 (__TEXT,__text) external _vImageGetResamplingFilterExtent
00007ff8078b06b0 (__TEXT,__text) external _vImageGetResamplingFilterSize
00007ff8078eef60 (__TEXT,__text) non-external (was a private external) _vImageGetResamplingFilterSizeForBuffer
00007ff807a11710 (__TEXT,__text) external _vImageGradientSobel_Planar8to16S
00007ff808453000 (__TEXT,__const) non-external _vImageGradientSobel_Planar8to16S.sobel1_D
00007ff80845300c (__TEXT,__const) non-external _vImageGradientSobel_Planar8to16S.sobel1_S
00007ff808453010 (__TEXT,__const) non-external _vImageGradientSobel_Planar8to16S.sobel3_D
00007ff80845301c (__TEXT,__const) non-external _vImageGradientSobel_Planar8to16S.sobel3_S
00007ff808453030 (__TEXT,__const) non-external _vImageGradientSobel_Planar8to16S.sobel5_D
00007ff808453050 (__TEXT,__const) non-external _vImageGradientSobel_Planar8to16S.sobel5_S
00007ff808453070 (__TEXT,__const) non-external _vImageGradientSobel_Planar8to16S.sobel7_D
00007ff808453090 (__TEXT,__const) non-external _vImageGradientSobel_Planar8to16S.sobel7_S
00007ff84210e3c8 (__DATA,__bss) non-external _vImageGradientSobel_Planar8to16S.vSobel8to16Sext
00007ff8078a5af0 (__TEXT,__text) external _vImageHistogramCalculation_ARGB8888
00007ff807a2ae40 (__TEXT,__text) external _vImageHistogramCalculation_ARGBFFFF
00007ff807a29ca0 (__TEXT,__text) external _vImageHistogramCalculation_Planar8
00007ff807a2a3e0 (__TEXT,__text) external _vImageHistogramCalculation_PlanarF
00007ff807a38050 (__TEXT,__text) external _vImageHistogramSpecification_ARGB8888
00007ff807a38b50 (__TEXT,__text) external _vImageHistogramSpecification_ARGBFFFF
00007ff807a37160 (__TEXT,__text) external _vImageHistogramSpecification_Planar8
00007ff807a374c0 (__TEXT,__text) external _vImageHistogramSpecification_PlanarF
00007ff807a28630 (__TEXT,__text) external _vImageHorizontalReflect_ARGB16F
00007ff807a27fc0 (__TEXT,__text) external _vImageHorizontalReflect_ARGB16S
00007ff84210e4a8 (__DATA,__bss) non-external _vImageHorizontalReflect_ARGB16S.vHorizontal_Reflect_ARGB_16U_GV
00007ff807a27c60 (__TEXT,__text) external _vImageHorizontalReflect_ARGB16U
00007ff84210e4a0 (__DATA,__bss) non-external _vImageHorizontalReflect_ARGB16U.vHorizontal_Reflect_ARGB_16U_GV
00007ff807a27970 (__TEXT,__text) external _vImageHorizontalReflect_ARGB8888
00007ff807a28320 (__TEXT,__text) external _vImageHorizontalReflect_ARGBFFFF
00007ff807a28620 (__TEXT,__text) external _vImageHorizontalReflect_CbCr16F
00007ff807a28610 (__TEXT,__text) external _vImageHorizontalReflect_Planar16F
00007ff807a27280 (__TEXT,__text) external _vImageHorizontalReflect_Planar16U
00007ff807a26ee0 (__TEXT,__text) external _vImageHorizontalReflect_Planar8
00007ff807a27680 (__TEXT,__text) external _vImageHorizontalReflect_PlanarF
00007ff807bb8100 (__TEXT,__text) external _vImageHorizontalShearD_ARGB16F
00007ff84210e6c8 (__DATA,__bss) non-external _vImageHorizontalShearD_ARGB16F.vHorizontalShear_ARGB16F
00007ff807a171b0 (__TEXT,__text) external _vImageHorizontalShearD_ARGB16S
00007ff807a161d0 (__TEXT,__text) external _vImageHorizontalShearD_ARGB16U
00007ff8078ef550 (__TEXT,__text) external _vImageHorizontalShearD_ARGB8888
00007ff807a238a0 (__TEXT,__text) external _vImageHorizontalShearD_ARGBFFFF
00007ff807bb79e0 (__TEXT,__text) external _vImageHorizontalShearD_CbCr16F
00007ff84210e6b8 (__DATA,__bss) non-external _vImageHorizontalShearD_CbCr16F.vHorizontalShear_CbCr16F
00007ff807a20e30 (__TEXT,__text) external _vImageHorizontalShearD_CbCr16S
00007ff807a20900 (__TEXT,__text) external _vImageHorizontalShearD_CbCr16U
00007ff807bb88a0 (__TEXT,__text) external _vImageHorizontalShearD_CbCrF
00007ff84210e6d8 (__DATA,__bss) non-external _vImageHorizontalShearD_CbCrF.vHorizontalShear_CbCrF
00007ff807bb7240 (__TEXT,__text) external _vImageHorizontalShearD_Planar16F
00007ff84210e6a8 (__DATA,__bss) non-external _vImageHorizontalShearD_Planar16F.vHorizontalShear_Planar16F
00007ff807a12c40 (__TEXT,__text) external _vImageHorizontalShearD_Planar8
00007ff807a13ae0 (__TEXT,__text) external _vImageHorizontalShearD_PlanarF
00007ff807bb8460 (__TEXT,__text) external _vImageHorizontalShear_ARGB16F
00007ff807a1c4a0 (__TEXT,__text) external _vImageHorizontalShear_ARGB16S
00007ff8078c7e60 (__TEXT,__text) external _vImageHorizontalShear_ARGB16U
00007ff8078b1330 (__TEXT,__text) external _vImageHorizontalShear_ARGB8888
00007ff807a18010 (__TEXT,__text) external _vImageHorizontalShear_ARGBFFFF
00007ff807bb7d40 (__TEXT,__text) external _vImageHorizontalShear_CbCr16F
00007ff807a20f00 (__TEXT,__text) external _vImageHorizontalShear_CbCr16S
00007ff807a1be90 (__TEXT,__text) external _vImageHorizontalShear_CbCr16U
00007ff8078e0940 (__TEXT,__text) external _vImageHorizontalShear_CbCr8
00007ff807bb8c90 (__TEXT,__text) external _vImageHorizontalShear_CbCrF
00007ff807bb7620 (__TEXT,__text) external _vImageHorizontalShear_Planar16F
00007ff807a18f10 (__TEXT,__text) external _vImageHorizontalShear_Planar16S
00007ff807a19f50 (__TEXT,__text) external _vImageHorizontalShear_Planar16U
00007ff8078d6030 (__TEXT,__text) external _vImageHorizontalShear_Planar8
00007ff807a1af90 (__TEXT,__text) external _vImageHorizontalShear_PlanarF
00007ff807a1d7f0 (__TEXT,__text) external _vImageHorizontalShear_XRGB2101010W
00007ff807a77bb0 (__TEXT,__text) external _vImageInterpolatedLookupTable_PlanarF
00007ff84210e640 (__DATA,__bss) non-external _vImageInterpolatedLookupTable_PlanarF.vInterpolatedLookupTable_PlanarF
00007ff807a78e10 (__TEXT,__text) external _vImageInvert_16U
00007ff807a788d0 (__TEXT,__text) external _vImageInvert_8
00007ff807a79340 (__TEXT,__text) external _vImageInvert_F
00007ff807911430 (__TEXT,__text) external _vImageLinearTransform_16Q12to8
00007ff84210dfd8 (__DATA,__bss) non-external _vImageLinearTransform_16Q12to8.vLinearTransform_16Q12to8
00007ff807ab5d60 (__TEXT,__text) non-external (was a private external) _vImageLinearTransform_16U
00007ff80798cde0 (__TEXT,__text) non-external (was a private external) _vImageLinearTransform_16U_AVX
00007ff807ac9460 (__TEXT,__text) non-external (was a private external) _vImageLinearTransform_16U_AVX2
00007ff807b4e9d0 (__TEXT,__text) non-external (was a private external) _vImageLinearTransform_16U_SSE4_1
00007ff807ab5d80 (__TEXT,__text) non-external (was a private external) _vImageLinearTransform_16U_resolver
00007ff807ab76b0 (__TEXT,__text) non-external (was a private external) _vImageLinearTransform_16U_scalar
00007ff84210d940 (__DATA,__data) non-external (was a private external) _vImageLinearTransform_16U_vec
00007ff8079112d0 (__TEXT,__text) external _vImageLinearTransform_16Uto8
00007ff84210dfc8 (__DATA,__bss) non-external _vImageLinearTransform_16Uto8.vLinearTransform_16Uto8
00007ff807911380 (__TEXT,__text) external _vImageLinearTransform_16UtoF
00007ff84210dfd0 (__DATA,__bss) non-external _vImageLinearTransform_16UtoF.vLinearTransform_16UtoF
00007ff807ab5d00 (__TEXT,__text) non-external (was a private external) _vImageLinearTransform_8
00007ff80798b840 (__TEXT,__text) non-external (was a private external) _vImageLinearTransform_8_AVX
00007ff807ac7e20 (__TEXT,__text) non-external (was a private external) _vImageLinearTransform_8_AVX2
00007ff807b4d560 (__TEXT,__text) non-external (was a private external) _vImageLinearTransform_8_SSE4_1
00007ff807ab5d20 (__TEXT,__text) non-external (was a private external) _vImageLinearTransform_8_resolver
00007ff807ab6ea0 (__TEXT,__text) non-external (was a private external) _vImageLinearTransform_8_scalar
00007ff84210d938 (__DATA,__data) non-external (was a private external) _vImageLinearTransform_8_vec
00007ff8079110c0 (__TEXT,__text) external _vImageLinearTransform_8to16Q12
00007ff84210dfb0 (__DATA,__bss) non-external _vImageLinearTransform_8to16Q12.vLinearTransform_8to16Q12
00007ff807911170 (__TEXT,__text) external _vImageLinearTransform_8to16U
00007ff84210dfb8 (__DATA,__bss) non-external _vImageLinearTransform_8to16U.vLinearTransform_8to16U
00007ff807911220 (__TEXT,__text) external _vImageLinearTransform_8toF
00007ff84210dfc0 (__DATA,__bss) non-external _vImageLinearTransform_8toF.vLinearTransform_8toF
00007ff807ab5dc0 (__TEXT,__text) external _vImageLinearTransform_F
00007ff80798d4e0 (__TEXT,__text) non-external (was a private external) _vImageLinearTransform_F_AVX
00007ff807ac9b60 (__TEXT,__text) non-external (was a private external) _vImageLinearTransform_F_AVX2
00007ff807b4f230 (__TEXT,__text) non-external (was a private external) _vImageLinearTransform_F_SSE4_1
00007ff807ab5de0 (__TEXT,__text) non-external (was a private external) _vImageLinearTransform_F_resolver
00007ff807ab7f10 (__TEXT,__text) non-external (was a private external) _vImageLinearTransform_F_scalar
00007ff84210d948 (__DATA,__data) non-external (was a private external) _vImageLinearTransform_F_vec
00007ff807911590 (__TEXT,__text) external _vImageLinearTransform_Fto16U
00007ff84210dfe8 (__DATA,__bss) non-external _vImageLinearTransform_Fto16U.vLinearTransform_Fto16U
00007ff8079114e0 (__TEXT,__text) external _vImageLinearTransform_Fto8
00007ff84210dfe0 (__DATA,__bss) non-external _vImageLinearTransform_Fto8.vLinearTransform_Fto8
00007ff8079098d0 (__TEXT,__text) non-external (was a private external) _vImageLogDebug
00007ff8079097a0 (__TEXT,__text) non-external (was a private external) _vImageLogError
00007ff807909670 (__TEXT,__text) non-external (was a private external) _vImageLogWarning
00007ff807a76f10 (__TEXT,__text) external _vImageLookupTable_8to64U
00007ff80788b700 (__TEXT,__text) external _vImageLookupTable_Planar16
00007ff807a77230 (__TEXT,__text) external _vImageLookupTable_Planar16WithClipping
00007ff807a76c90 (__TEXT,__text) external _vImageLookupTable_Planar8toPlanar128
00007ff80788a6f0 (__TEXT,__text) external _vImageLookupTable_Planar8toPlanar16
00007ff8078ed100 (__TEXT,__text) external _vImageLookupTable_Planar8toPlanar24
00007ff807a768f0 (__TEXT,__text) external _vImageLookupTable_Planar8toPlanar48
00007ff807a76ac0 (__TEXT,__text) external _vImageLookupTable_Planar8toPlanar96
00007ff8078ae3f0 (__TEXT,__text) external _vImageLookupTable_Planar8toPlanarF
00007ff807a74d20 (__TEXT,__text) external _vImageLookupTable_PlanarFtoPlanar8
00007ff807ae6280 (__TEXT,__text) external _vImageMapping_CreateFromMap_Image8U
00007ff8083c6910 (__TEXT,__text) non-external _vImageMapping_CreateFromMap_Image8U.cold.1
00007ff8083c6940 (__TEXT,__text) non-external _vImageMapping_CreateFromMap_Image8U.cold.2
00007ff8083c6970 (__TEXT,__text) non-external _vImageMapping_CreateFromMap_Image8U.cold.3
00007ff8083c69a0 (__TEXT,__text) non-external _vImageMapping_CreateFromMap_Image8U.cold.4
00007ff807ae6b20 (__TEXT,__text) external _vImageMapping_Release
00007ff8078d0a20 (__TEXT,__text) external _vImageMatrixMultiply_ARGB8888
00007ff807a73480 (__TEXT,__text) external _vImageMatrixMultiply_ARGB8888ToPlanar8
00007ff807a73a90 (__TEXT,__text) external _vImageMatrixMultiply_ARGBFFFF
00007ff807a735a0 (__TEXT,__text) external _vImageMatrixMultiply_ARGBFFFFToPlanarF
00007ff807880660 (__TEXT,__text) external _vImageMatrixMultiply_Planar16S
00007ff84210d7a0 (__DATA,__data) non-external _vImageMatrixMultiply_Planar16S.initialized
00007ff84210db10 (__DATA,__bss) non-external _vImageMatrixMultiply_Planar16S.matrixMultiply_3x3
00007ff84210e618 (__DATA,__bss) non-external _vImageMatrixMultiply_Planar16S.vMatrixMultiply_Planar16S_1x4
00007ff84210e620 (__DATA,__bss) non-external _vImageMatrixMultiply_Planar16S.vMatrixMultiply_Planar16S_2x4
00007ff84210e628 (__DATA,__bss) non-external _vImageMatrixMultiply_Planar16S.vMatrixMultiply_Planar16S_3x4
00007ff84210e5f8 (__DATA,__bss) non-external _vImageMatrixMultiply_Planar16S.vMatrixMultiply_Planar16S_4x1
00007ff84210e600 (__DATA,__bss) non-external _vImageMatrixMultiply_Planar16S.vMatrixMultiply_Planar16S_4x2
00007ff84210e608 (__DATA,__bss) non-external _vImageMatrixMultiply_Planar16S.vMatrixMultiply_Planar16S_4x3
