00007fff85bc0f60 (__DATA,__data) non-external _.compoundliteral
00007fff6be40768 (__TEXT,__text) non-external (was a private external) _glpTypeHumanReadableDescription
00007fff6be4ab37 (__TEXT,__text) non-external (was a private external) _glpTypeIdentifierNodeGetName
00007fff6be3fed4 (__TEXT,__text) non-external (was a private external) _glpTypeIsAtomic
00007fff6be3ff6b (__TEXT,__text) non-external (was a private external) _glpTypeIsSized
00007fff6be403cd (__TEXT,__text) non-external (was a private external) _glpTypeParseDeref
00007fff6bdebce1 (__TEXT,__text) non-external (was a private external) _glpTypeSizeGetSize
00007fff6bdebcd3 (__TEXT,__text) non-external (was a private external) _glpTypeSizeIsValid
00007fff6be13af5 (__TEXT,__text) non-external _glpTypeToLLVMType
00007fff6be44b0b (__TEXT,__text) non-external (was a private external) _glpTypedValueHash
00007fff6bdebc7d (__TEXT,__text) non-external (was a private external) _glpTypedValueHashCache
00007fff6bdebbde (__TEXT,__text) non-external (was a private external) _glpTypedValueHashGet
00007fff6bdeba2e (__TEXT,__text) non-external (was a private external) _glpTypedValueHashPut
00007fff6be44b67 (__TEXT,__text) non-external (was a private external) _glpTypedValuesEqual
00007fff6be3fae9 (__TEXT,__text) non-external (was a private external) _glpTypesEqual
00007fff6be4a724 (__TEXT,__text) non-external (was a private external) _glpUnaryOperatorNodeGetExpr
00007fff6be4a731 (__TEXT,__text) non-external (was a private external) _glpUnaryOperatorNodeSetExpr
00007fff6be40b90 (__TEXT,__text) non-external (was a private external) _glpUnaryOperatorStringToSymbol
00007fff6be4add0 (__TEXT,__text) non-external (was a private external) _glpUndeterminedCallNodeGetCallee
00007fff6be4ade1 (__TEXT,__text) non-external (was a private external) _glpUndeterminedCallNodeSetCallee
00007fff6bdec925 (__TEXT,__text) non-external (was a private external) _glpUnlockPoolAllocator
00007fff6be7c11a (__TEXT,__text) non-external (was a private external) _glpUpdateExtensionBehavior
00007fff6be340e8 (__TEXT,__text) non-external (was a private external) _glpValidateSwizzle
00007fff6be4478a (__TEXT,__text) non-external (was a private external) _glpValueGetAsSize
00007fff6be44741 (__TEXT,__text) non-external (was a private external) _glpValueIsUsableAsSize
00007fff6be4c2da (__TEXT,__text) non-external (was a private external) _glpVariableDeclarationGroupNodeAddDeclaration
00007fff6be4c297 (__TEXT,__text) non-external (was a private external) _glpVariableDeclarationGroupNodeGetBaseType
00007fff6be4c2ba (__TEXT,__text) non-external (was a private external) _glpVariableDeclarationGroupNodeGetDeclaration
00007fff6be4c2b1 (__TEXT,__text) non-external (was a private external) _glpVariableDeclarationGroupNodeGetDeclarationCount
00007fff6be4c2e7 (__TEXT,__text) non-external (was a private external) _glpVariableDeclarationGroupNodeInsertDeclaration
00007fff6be4c2a4 (__TEXT,__text) non-external (was a private external) _glpVariableDeclarationGroupNodeSetBaseType
00007fff6be4c2ca (__TEXT,__text) non-external (was a private external) _glpVariableDeclarationGroupNodeSetDeclaration
00007fff6be4c1da (__TEXT,__text) non-external (was a private external) _glpVariableDeclarationNodeGetExtra
00007fff6be4c208 (__TEXT,__text) non-external (was a private external) _glpVariableDeclarationNodeGetInitializer
00007fff6be4c1d0 (__TEXT,__text) non-external (was a private external) _glpVariableDeclarationNodeGetIsFromSource
00007fff6be4c1b4 (__TEXT,__text) non-external (was a private external) _glpVariableDeclarationNodeGetName
00007fff6be4c1ee (__TEXT,__text) non-external (was a private external) _glpVariableDeclarationNodeGetType
00007fff6be4c1e4 (__TEXT,__text) non-external (was a private external) _glpVariableDeclarationNodeSetExtra
00007fff6be4c216 (__TEXT,__text) non-external (was a private external) _glpVariableDeclarationNodeSetInitializer
00007fff6be4c1c2 (__TEXT,__text) non-external (was a private external) _glpVariableDeclarationNodeSetName
00007fff6be4c1fb (__TEXT,__text) non-external (was a private external) _glpVariableDeclarationNodeSetType
00007fff6be4aac5 (__TEXT,__text) non-external (was a private external) _glpVariableIdentifierNodeGetName
00007fff6be18052 (__TEXT,__text) non-external (was a private external) _glpVariableObjectExtendImplicitArraySize
00007fff6be17f09 (__TEXT,__text) non-external (was a private external) _glpVariableObjectGetABI
00007fff6be17f9f (__TEXT,__text) non-external (was a private external) _glpVariableObjectValidateImplicitArraySize
00007fff6be69557 (__TEXT,__text) non-external _glpVecFromValue
00007fff6beaecfc (__TEXT,__text) external _glpVertexStateToPPStream
00007fff6be9dfc0 (__TEXT,__text) non-external _glpWriteClampSat
00007fff6be9e02f (__TEXT,__text) non-external _glpWriteDestinationOperand
00007fff6bea131f (__TEXT,__text) non-external _glpWriteOperandSize
00007fff6be4bc54 (__TEXT,__text) non-external (was a private external) _glpWriteOutputNodeGetExtra
00007fff6be4bc5e (__TEXT,__text) non-external (was a private external) _glpWriteOutputNodeSetExtra
00007fff6be9df9c (__TEXT,__text) non-external _glpWritePrecision
00007fff6be9da08 (__TEXT,__text) non-external _glpWriteSizeType
00007fff6bea129a (__TEXT,__text) non-external _glpWriteSizeTypePrecision
00007fff6be9da7d (__TEXT,__text) non-external _glpWriteSourceOperand
00007fff6be398b5 (__TEXT,__text) non-external (was a private external) _glp_serialized_integer32_control
00007fff6be39838 (__TEXT,__text) non-external (was a private external) _glp_serialized_integer64_control
00007fff6bd62419 (__TEXT,__text) non-external (was a private external) _glp_strtod
00007fff6bde9ad1 (__TEXT,__text) external _glsmAllocateTextureLevels
00007fff6bde9ba3 (__TEXT,__text) external _glsmCleanTextureGeometry
00007fff6bdeaa98 (__TEXT,__text) external _glsmCreateBuffer
00007fff6bdea915 (__TEXT,__text) external _glsmCreateSampler
00007fff6bde9a70 (__TEXT,__text) external _glsmCreateTexture
00007fff6bdeaad4 (__TEXT,__text) external _glsmDestroyBuffer
00007fff6bdea953 (__TEXT,__text) external _glsmDestroySampler
00007fff6bde9b74 (__TEXT,__text) external _glsmDestroyTexture
00007fff6bde9b04 (__TEXT,__text) external _glsmFreeTextureLevelBuffers
00007fff6bdea0e2 (__TEXT,__text) external _glsmLoadTextureLevelBuffer
00007fff6bdea6e6 (__TEXT,__text) external _glsmLoadTextureStructure
00007fff6bde9ead (__TEXT,__text) non-external _glsmResetTextureLevel
00007fff6bdea95d (__TEXT,__text) external _glsmUpdateTexImageDataInPPStream
00007fff6bd62bc0 (__TEXT,__text) non-external (was a private external) _glvmCPGetAttributeCode
00007fff6bd65c14 (__TEXT,__text) external _glvmCalculateSurfaceTextureBase
00007fff6bd92620 (__TEXT,__text) non-external (was a private external) _glvmChooseArgTypeConversion
00007fff6bd92a10 (__TEXT,__text) non-external (was a private external) _glvmChooseDestTypeConversion
00007fff6bde4230 (__TEXT,__text) external _glvmCopyAttributes
00007fff6bd62be0 (__TEXT,__text) non-external (was a private external) _glvmEPGetAttributeCode
00007fff6bd62c55 (__TEXT,__text) non-external (was a private external) _glvmFPGetAttributeCode
00007fff6bd62c00 (__TEXT,__text) non-external (was a private external) _glvmGPGetAttributeCode
00007fff6bd62cf8 (__TEXT,__text) external _glvmGetConstants
00007fff6bdb7980 (__TEXT,__text) non-external (was a private external) _glvmGetDestOffsetCount
00007fff6bd6267c (__TEXT,__text) non-external (was a private external) _glvmGetGlobalParameterOffset
00007fff6bdb81f0 (__TEXT,__text) non-external (was a private external) _glvmGetOperationSpec
00007fff6bd62b50 (__TEXT,__text) non-external (was a private external) _glvmGetResultCode
00007fff6bdb6f10 (__TEXT,__text) non-external (was a private external) _glvmGetSourceOffsetStride
00007fff6bdd76b0 (__TEXT,__text) external _glvmInterpretCPTransformPatch
00007fff6bdd4320 (__TEXT,__text) non-external (was a private external) _glvmInterpretCPTransformPatchInner
00007fff6bddb5a0 (__TEXT,__text) external _glvmInterpretEPTransformPatch
00007fff6bdd7d30 (__TEXT,__text) non-external (was a private external) _glvmInterpretEPTransformPatchInner
00007fff6bde7d70 (__TEXT,__text) external _glvmInterpretFPTransformFour
00007fff6bde4480 (__TEXT,__text) non-external (was a private external) _glvmInterpretFPTransformFourInner
00007fff6bde08e0 (__TEXT,__text) external _glvmInterpretGPTransformPrimitive
00007fff6bddcd00 (__TEXT,__text) non-external (was a private external) _glvmInterpretGPTransformPrimitiveInner
00007fff6bdd3b90 (__TEXT,__text) external _glvmInterpretVPTransformFour
00007fff6bdcfed0 (__TEXT,__text) non-external (was a private external) _glvmInterpretVPTransformFourInner
00007fff6bd99f30 (__TEXT,__text) non-external (was a private external) _glvmLoadDestTemp
00007fff6bd95080 (__TEXT,__text) non-external (was a private external) _glvmLoadSourceAddress
00007fff6bda6090 (__TEXT,__text) non-external (was a private external) _glvmLoadSourceAttribCP
00007fff6bdac100 (__TEXT,__text) non-external (was a private external) _glvmLoadSourceAttribEP
00007fff6bdb1630 (__TEXT,__text) non-external (was a private external) _glvmLoadSourceAttribFP
00007fff6bdb0250 (__TEXT,__text) non-external (was a private external) _glvmLoadSourceAttribGP
00007fff6bda1de0 (__TEXT,__text) non-external (was a private external) _glvmLoadSourceAttribVP
00007fff6bd95c70 (__TEXT,__text) non-external (was a private external) _glvmLoadSourceParam
00007fff6bd92d80 (__TEXT,__text) non-external (was a private external) _glvmLoadSourceTemp
00007fff6be6979f (__TEXT,__text) non-external _glvmOp
00007fff6bdb9990 (__TEXT,__text) non-external (was a private external) _glvmOperationABS
00007fff6bdcb110 (__TEXT,__text) non-external (was a private external) _glvmOperationACOSH
00007fff6bdb9b20 (__TEXT,__text) non-external (was a private external) _glvmOperationACS
00007fff6bdc14c0 (__TEXT,__text) non-external (was a private external) _glvmOperationADD
00007fff6bdb9cc0 (__TEXT,__text) non-external (was a private external) _glvmOperationALL
00007fff6bdca8c0 (__TEXT,__text) non-external (was a private external) _glvmOperationAND
00007fff6bdc1610 (__TEXT,__text) non-external (was a private external) _glvmOperationANL
00007fff6bdb9e40 (__TEXT,__text) non-external (was a private external) _glvmOperationANY
00007fff6bdb9920 (__TEXT,__text) non-external (was a private external) _glvmOperationARA
00007fff6bdb98e0 (__TEXT,__text) non-external (was a private external) _glvmOperationARL
00007fff6bdb9910 (__TEXT,__text) non-external (was a private external) _glvmOperationARR
00007fff6bdcafd0 (__TEXT,__text) non-external (was a private external) _glvmOperationASINH
00007fff6bdb9fc0 (__TEXT,__text) non-external (was a private external) _glvmOperationASN
00007fff6bdcb250 (__TEXT,__text) non-external (was a private external) _glvmOperationATANH
00007fff6bdba140 (__TEXT,__text) non-external (was a private external) _glvmOperationATN
00007fff6bdc1650 (__TEXT,__text) non-external (was a private external) _glvmOperationATN2
00007fff6bdc93b0 (__TEXT,__text) non-external (was a private external) _glvmOperationBDL
00007fff6bdcd6c0 (__TEXT,__text) non-external (was a private external) _glvmOperationBITCOUNT
00007fff6bdcd1b0 (__TEXT,__text) non-external (was a private external) _glvmOperationBITFIELD_REVERSE
00007fff6bdba340 (__TEXT,__text) non-external (was a private external) _glvmOperationCEI
00007fff6bdc6130 (__TEXT,__text) non-external (was a private external) _glvmOperationCLM
00007fff6bdc60b0 (__TEXT,__text) non-external (was a private external) _glvmOperationCMP
00007fff6bdcabd0 (__TEXT,__text) non-external (was a private external) _glvmOperationCOMP
00007fff6bdba5b0 (__TEXT,__text) non-external (was a private external) _glvmOperationCOS
00007fff6bdcad50 (__TEXT,__text) non-external (was a private external) _glvmOperationCOSH
00007fff6bde0b80 (__TEXT,__text) non-external (was a private external) _glvmOperationCopyAttributes
00007fff6bdc1420 (__TEXT,__text) non-external (was a private external) _glvmOperationDDX
00007fff6bdc1450 (__TEXT,__text) non-external (was a private external) _glvmOperationDDY
00007fff6bdba810 (__TEXT,__text) non-external (was a private external) _glvmOperationDEG
00007fff6bdc27e0 (__TEXT,__text) non-external (was a private external) _glvmOperationDISTANCE
00007fff6bdc1a00 (__TEXT,__text) non-external (was a private external) _glvmOperationDIV
00007fff6bdc1f20 (__TEXT,__text) non-external (was a private external) _glvmOperationDOT
00007fff6bdc22a0 (__TEXT,__text) non-external (was a private external) _glvmOperationDP3
00007fff6bdc2460 (__TEXT,__text) non-external (was a private external) _glvmOperationDP4
00007fff6bdc2670 (__TEXT,__text) non-external (was a private external) _glvmOperationDPH
00007fff6bdc8360 (__TEXT,__text) non-external (was a private external) _glvmOperationDSL
00007fff6bdc2740 (__TEXT,__text) non-external (was a private external) _glvmOperationDST
00007fff6bdd4120 (__TEXT,__text) non-external (was a private external) _glvmOperationDispatchCP
00007fff6bdd7b30 (__TEXT,__text) non-external (was a private external) _glvmOperationDispatchEP
00007fff6bde4250 (__TEXT,__text) non-external (was a private external) _glvmOperationDispatchFP
00007fff6bddcac0 (__TEXT,__text) non-external (was a private external) _glvmOperationDispatchGP
00007fff6bdcfc90 (__TEXT,__text) non-external (was a private external) _glvmOperationDispatchVP
00007fff6bddc370 (__TEXT,__text) non-external (was a private external) _glvmOperationENDSTREAMPRIMITIVE
00007fff6bddc820 (__TEXT,__text) non-external (was a private external) _glvmOperationENDSTREAMPRIMITIVES
00007fff6bddc5c0 (__TEXT,__text) non-external (was a private external) _glvmOperationENDSTREAMPRIMITIVEWithMask
00007fff6bdba850 (__TEXT,__text) non-external (was a private external) _glvmOperationEX2
00007fff6bdbac00 (__TEXT,__text) non-external (was a private external) _glvmOperationEXP
00007fff6bdbaec0 (__TEXT,__text) non-external (was a private external) _glvmOperationEXPE
00007fff6bdcb970 (__TEXT,__text) non-external (was a private external) _glvmOperationEXTRACT_EXPONENT
00007fff6bdcb680 (__TEXT,__text) non-external (was a private external) _glvmOperationEXTRACT_SIGNIFICAND
00007fff6bdc6940 (__TEXT,__text) non-external (was a private external) _glvmOperationFFW
00007fff6bdcd8d0 (__TEXT,__text) non-external (was a private external) _glvmOperationFIND_LSB
00007fff6bdcdde0 (__TEXT,__text) non-external (was a private external) _glvmOperationFIND_MSB
00007fff6bdbb280 (__TEXT,__text) non-external (was a private external) _glvmOperationFLR
00007fff6bdbb4e0 (__TEXT,__text) non-external (was a private external) _glvmOperationFRC
00007fff6bdcb650 (__TEXT,__text) non-external (was a private external) _glvmOperationFROM_BITS
00007fff6bd8b840 (__TEXT,__text) non-external (was a private external) _glvmOperationFUNCSTART
00007fff6bdc1480 (__TEXT,__text) non-external (was a private external) _glvmOperationFWD
00007fff6bdce450 (__TEXT,__text) non-external (was a private external) _glvmOperationINTERPOLATE_AT_CENTROID
00007fff6bdce4a0 (__TEXT,__text) non-external (was a private external) _glvmOperationINTERPOLATE_AT_OFFSET
00007fff6bdce680 (__TEXT,__text) non-external (was a private external) _glvmOperationINTERPOLATE_AT_SAMPLE
00007fff6bdc0040 (__TEXT,__text) non-external (was a private external) _glvmOperationINVERSESQRT
00007fff6bdcb390 (__TEXT,__text) non-external (was a private external) _glvmOperationISINF
00007fff6bdcb4a0 (__TEXT,__text) non-external (was a private external) _glvmOperationISNAN
00007fff6bd8b860 (__TEXT,__text) non-external (was a private external) _glvmOperationInitMasksForNested
00007fff6bd8b8a0 (__TEXT,__text) non-external (was a private external) _glvmOperationInitSub
00007fff6bdcbbe0 (__TEXT,__text) non-external (was a private external) _glvmOperationLDEXP
00007fff6bdbb840 (__TEXT,__text) non-external (was a private external) _glvmOperationLEN
00007fff6bdbbbf0 (__TEXT,__text) non-external (was a private external) _glvmOperationLG2
00007fff6bdbbed0 (__TEXT,__text) non-external (was a private external) _glvmOperationLIT
00007fff6bdc94a0 (__TEXT,__text) non-external (was a private external) _glvmOperationLOAD
00007fff6bdbc400 (__TEXT,__text) non-external (was a private external) _glvmOperationLOG
00007fff6bdbc5f0 (__TEXT,__text) non-external (was a private external) _glvmOperationLOGE
00007fff6bdc6d90 (__TEXT,__text) non-external (was a private external) _glvmOperationLRP
00007fff6bdc70b0 (__TEXT,__text) non-external (was a private external) _glvmOperationMAD
00007fff6bdc2c40 (__TEXT,__text) non-external (was a private external) _glvmOperationMAX
00007fff6bdc3040 (__TEXT,__text) non-external (was a private external) _glvmOperationMIN
00007fff6bdc3440 (__TEXT,__text) non-external (was a private external) _glvmOperationMLC
00007fff6bdc3450 (__TEXT,__text) non-external (was a private external) _glvmOperationMOD
00007fff6bdbc8e0 (__TEXT,__text) non-external (was a private external) _glvmOperationMOV
00007fff6bdc3c50 (__TEXT,__text) non-external (was a private external) _glvmOperationMUL
00007fff6bdccf40 (__TEXT,__text) non-external (was a private external) _glvmOperationMUL_HB
00007fff6bdbc960 (__TEXT,__text) non-external (was a private external) _glvmOperationNOT
00007fff6bdbc9a0 (__TEXT,__text) non-external (was a private external) _glvmOperationNRM
00007fff6bdbce40 (__TEXT,__text) non-external (was a private external) _glvmOperationNSE
00007fff6bdca900 (__TEXT,__text) non-external (was a private external) _glvmOperationOR
00007fff6bdc3da0 (__TEXT,__text) non-external (was a private external) _glvmOperationORL
00007fff6bdcc0c0 (__TEXT,__text) non-external (was a private external) _glvmOperationPK2H
00007fff6bdcbf00 (__TEXT,__text) non-external (was a private external) _glvmOperationPK2US
00007fff6bdccee0 (__TEXT,__text) non-external (was a private external) _glvmOperationPK2W
00007fff6bdcc900 (__TEXT,__text) non-external (was a private external) _glvmOperationPK4B
00007fff6bdccc00 (__TEXT,__text) non-external (was a private external) _glvmOperationPK4UB
00007fff6bdc3de0 (__TEXT,__text) non-external (was a private external) _glvmOperationPOW
00007fff6bdbf8c0 (__TEXT,__text) non-external (was a private external) _glvmOperationRAD
00007fff6bdbf900 (__TEXT,__text) non-external (was a private external) _glvmOperationRCC
00007fff6bdbf910 (__TEXT,__text) non-external (was a private external) _glvmOperationRCP
00007fff6bd8b850 (__TEXT,__text) non-external (was a private external) _glvmOperationRET
00007fff6bdc4370 (__TEXT,__text) non-external (was a private external) _glvmOperationRFL
00007fff6bdc71c0 (__TEXT,__text) non-external (was a private external) _glvmOperationRFR
00007fff6bdc9970 (__TEXT,__text) non-external (was a private external) _glvmOperationROUND
00007fff6bdc9bf0 (__TEXT,__text) non-external (was a private external) _glvmOperationROUNDEVEN
00007fff6bdbfc50 (__TEXT,__text) non-external (was a private external) _glvmOperationRSQ
00007fff6bdb9880 (__TEXT,__text) non-external (was a private external) _glvmOperationSAT
00007fff6bdc11c0 (__TEXT,__text) non-external (was a private external) _glvmOperationSCS
00007fff6bdc4880 (__TEXT,__text) non-external (was a private external) _glvmOperationSEL
00007fff6bdc4970 (__TEXT,__text) non-external (was a private external) _glvmOperationSEQ
00007fff6bdc4dd0 (__TEXT,__text) non-external (was a private external) _glvmOperationSFL
00007fff6bdc4df0 (__TEXT,__text) non-external (was a private external) _glvmOperationSGE
00007fff6bdc5090 (__TEXT,__text) non-external (was a private external) _glvmOperationSGT
00007fff6bdca980 (__TEXT,__text) non-external (was a private external) _glvmOperationSHL
00007fff6bdcaa40 (__TEXT,__text) non-external (was a private external) _glvmOperationSHR
00007fff6bdc04e0 (__TEXT,__text) non-external (was a private external) _glvmOperationSIN
00007fff6bdcac10 (__TEXT,__text) non-external (was a private external) _glvmOperationSINH
00007fff6bdc5320 (__TEXT,__text) non-external (was a private external) _glvmOperationSLE
00007fff6bdc55c0 (__TEXT,__text) non-external (was a private external) _glvmOperationSLT
00007fff6bdc7f60 (__TEXT,__text) non-external (was a private external) _glvmOperationSMS
00007fff6bdc5850 (__TEXT,__text) non-external (was a private external) _glvmOperationSNE
00007fff6bdc0730 (__TEXT,__text) non-external (was a private external) _glvmOperationSQT
00007fff6bdc0920 (__TEXT,__text) non-external (was a private external) _glvmOperationSSG
00007fff6bdd7950 (__TEXT,__text) non-external (was a private external) _glvmOperationSTOREWithMaskEP
00007fff6bddb850 (__TEXT,__text) non-external (was a private external) _glvmOperationSTOREWithMaskGP
00007fff6bdce830 (__TEXT,__text) non-external (was a private external) _glvmOperationSTOREWithMaskVP
00007fff6bdc5ca0 (__TEXT,__text) non-external (was a private external) _glvmOperationSTR
00007fff6bdc5cc0 (__TEXT,__text) non-external (was a private external) _glvmOperationSUB
00007fff6bdc83f0 (__TEXT,__text) non-external (was a private external) _glvmOperationSWZ
00007fff6bde0f40 (__TEXT,__text) non-external (was a private external) _glvmOperationStackPreload
00007fff6bdc0e50 (__TEXT,__text) non-external (was a private external) _glvmOperationTAN
00007fff6bdcae90 (__TEXT,__text) non-external (was a private external) _glvmOperationTANH
00007fff6bd8b720 (__TEXT,__text) non-external (was a private external) _glvmOperationTARGBRA
00007fff6bd8b440 (__TEXT,__text) non-external (was a private external) _glvmOperationTARGBRK
00007fff6bd8b5b0 (__TEXT,__text) non-external (was a private external) _glvmOperationTARGCONT
00007fff6bdcb620 (__TEXT,__text) non-external (was a private external) _glvmOperationTO_BITS
00007fff6bdca640 (__TEXT,__text) non-external (was a private external) _glvmOperationTRUNCATE
00007fff6bdcc500 (__TEXT,__text) non-external (was a private external) _glvmOperationUP2H
00007fff6bdcc010 (__TEXT,__text) non-external (was a private external) _glvmOperationUP2US
00007fff6bdccf10 (__TEXT,__text) non-external (was a private external) _glvmOperationUP2W
00007fff6bdccab0 (__TEXT,__text) non-external (was a private external) _glvmOperationUP4B
00007fff6bdccdb0 (__TEXT,__text) non-external (was a private external) _glvmOperationUP4UB
00007fff6bdca940 (__TEXT,__text) non-external (was a private external) _glvmOperationXOR
00007fff6bdc5e10 (__TEXT,__text) non-external (was a private external) _glvmOperationXPD
00007fff6bdc6070 (__TEXT,__text) non-external (was a private external) _glvmOperationXRL
00007fff6bdb9930 (__TEXT,__text) non-external (was a private external) _glvmOperationZERO
00007fff6bdb8e80 (__TEXT,__text) non-external (was a private external) _glvmOperationsNoise3D
00007fff6bdb91d0 (__TEXT,__text) non-external (was a private external) _glvmOperationsNoise4D
00007fff6bd8b5d0 (__TEXT,__text) non-external (was a private external) _glvmPredicateBRA
00007fff6bd8b2f0 (__TEXT,__text) non-external (was a private external) _glvmPredicateBRK
00007fff6bd8b7b0 (__TEXT,__text) non-external (was a private external) _glvmPredicateCASE
00007fff6bd8b460 (__TEXT,__text) non-external (was a private external) _glvmPredicateCONT
00007fff6bd8b810 (__TEXT,__text) non-external (was a private external) _glvmPredicateDEFAULT
00007fff6bd8b260 (__TEXT,__text) non-external (was a private external) _glvmPredicateELSE
00007fff6bd8b280 (__TEXT,__text) non-external (was a private external) _glvmPredicateENDIF
00007fff6bd8b760 (__TEXT,__text) non-external (was a private external) _glvmPredicateENDSWITCH
00007fff6bd8b2d0 (__TEXT,__text) non-external (was a private external) _glvmPredicateENDWHILE
00007fff6bd8b210 (__TEXT,__text) non-external (was a private external) _glvmPredicateIF
00007fff6bd8b740 (__TEXT,__text) non-external (was a private external) _glvmPredicateSWITCH
00007fff6bd8b2c0 (__TEXT,__text) non-external (was a private external) _glvmPredicateWHILE
00007fff6bde3b60 (__TEXT,__text) external _glvmPreloadFPTransformFour
00007fff6bde1120 (__TEXT,__text) non-external (was a private external) _glvmPreloadSourceAttribs
00007fff6bd8bf30 (__TEXT,__text) non-external (was a private external) _glvmRasterOpAlphaTest
00007fff6bd8eb80 (__TEXT,__text) non-external (was a private external) _glvmRasterOpBlend
00007fff6bd8b8b0 (__TEXT,__text) non-external (was a private external) _glvmRasterOpDepthBoundsTest
00007fff6bd8bff0 (__TEXT,__text) non-external (was a private external) _glvmRasterOpDepthStencilTest
00007fff6bd8e570 (__TEXT,__text) non-external (was a private external) _glvmRasterOpFragmentCount
00007fff6bd901d0 (__TEXT,__text) non-external (was a private external) _glvmRasterOpLogicOp
00007fff6bd905b0 (__TEXT,__text) non-external (was a private external) _glvmRasterOpMask
00007fff6bd8bad0 (__TEXT,__text) non-external (was a private external) _glvmRasterOpMultisampleAlphaCoverage
00007fff6bd8bbe0 (__TEXT,__text) non-external (was a private external) _glvmRasterOpMultisampleAlphaOne
00007fff6bd8bc50 (__TEXT,__text) non-external (was a private external) _glvmRasterOpMultisampleCoverageMask
00007fff6bd8be20 (__TEXT,__text) non-external (was a private external) _glvmRasterOpMultisampleSampleMask
00007fff6bd8e5f0 (__TEXT,__text) non-external (was a private external) _glvmRasterOpPack
00007fff6bd90760 (__TEXT,__text) non-external (was a private external) _glvmRasterOpRead
00007fff6bd90ac0 (__TEXT,__text) non-external (was a private external) _glvmRasterOpWrite
00007fff6bd90f60 (__TEXT,__text) non-external (was a private external) _glvmRasterOpWriteFallback
00007fff6bd8a580 (__TEXT,__text) non-external (was a private external) _glvmSamplerFetch
00007fff6bd8a460 (__TEXT,__text) non-external (was a private external) _glvmSamplerInvalid
00007fff6bd66d10 (__TEXT,__text) non-external (was a private external) _glvmSamplerLoadTexels
00007fff6bd6d8d0 (__TEXT,__text) non-external (was a private external) _glvmSamplerQueryLOD
00007fff6bd6ee00 (__TEXT,__text) non-external (was a private external) _glvmSamplerSample
00007fff6bd8a4a0 (__TEXT,__text) non-external (was a private external) _glvmSamplerSize
00007fff6bdd3a70 (__TEXT,__text) non-external _glvmSetSourceIndirectLimits
00007fff6bdd7590 (__TEXT,__text) non-external _glvmSetSourceIndirectLimits
00007fff6bddb480 (__TEXT,__text) non-external _glvmSetSourceIndirectLimits
00007fff6bde07c0 (__TEXT,__text) non-external _glvmSetSourceIndirectLimits
00007fff6bde7c50 (__TEXT,__text) non-external _glvmSetSourceIndirectLimits
00007fff6bd6504c (__TEXT,__text) external _glvmSetTextureFormat
00007fff6bd92330 (__TEXT,__text) non-external (was a private external) _glvmSourceNegateCF
00007fff6bd9d510 (__TEXT,__text) non-external (was a private external) _glvmStoreDestAddress
00007fff6bda1330 (__TEXT,__text) non-external (was a private external) _glvmStoreDestAddressWithMask
00007fff6bda8d20 (__TEXT,__text) non-external (was a private external) _glvmStoreDestOutputCP
00007fff6bdae1a0 (__TEXT,__text) non-external (was a private external) _glvmStoreDestOutputEP
00007fff6bdb3b40 (__TEXT,__text) non-external (was a private external) _glvmStoreDestOutputFP
00007fff6bdb0950 (__TEXT,__text) non-external (was a private external) _glvmStoreDestOutputGP
00007fff6bda3420 (__TEXT,__text) non-external (was a private external) _glvmStoreDestOutputVP
00007fff6bdaa6b0 (__TEXT,__text) non-external (was a private external) _glvmStoreDestOutputWithMaskCP
00007fff6bdaf1e0 (__TEXT,__text) non-external (was a private external) _glvmStoreDestOutputWithMaskEP
00007fff6bdb4ff0 (__TEXT,__text) non-external (was a private external) _glvmStoreDestOutputWithMaskFP
00007fff6bdb0fc0 (__TEXT,__text) non-external (was a private external) _glvmStoreDestOutputWithMaskGP
00007fff6bda47f0 (__TEXT,__text) non-external (was a private external) _glvmStoreDestOutputWithMaskVP
00007fff6bd9b620 (__TEXT,__text) non-external (was a private external) _glvmStoreDestTemp
00007fff6bd9de60 (__TEXT,__text) non-external (was a private external) _glvmStoreDestTempWithMask
00007fff6bd66c30 (__TEXT,__text) non-external _glvmTextureFilterEnumToPPStreamEnum
00007fff6bd66c90 (__TEXT,__text) non-external _glvmTextureWrapEnumToPPStreamEnum
00007fff6bd923d0 (__TEXT,__text) non-external (was a private external) _glvmTypeConvertCF
00007fff6bd65f42 (__TEXT,__text) external _glvmUpdateTextureStructure
00007fff6bddaf10 (__TEXT,__text) non-external (was a private external) _glvmWindowTransformEP
00007fff6bddffe0 (__TEXT,__text) non-external (was a private external) _glvmWindowTransformGP
00007fff6bdd30a0 (__TEXT,__text) non-external (was a private external) _glvmWindowTransformVP
00007fff800b9d10 (__DATA_DIRTY,__bss) non-external _glvm_constants
00007fff800b9d00 (__DATA_DIRTY,__bss) non-external _glvm_constants_init
00007fff6be3b13c (__TEXT,__text) non-external _handleResetPost
00007fff6be3b0df (__TEXT,__text) non-external _handleResetPre
00007fff6be4091c (__TEXT,__text) non-external _humanReadableDescriptionToBuffer
00007fff6be48e11 (__TEXT,__text) non-external _include_str_getch
00007fff6be48ee5 (__TEXT,__text) non-external _include_str_ungetch
00007fff6be40156 (__TEXT,__text) non-external _initAggregateType
00007fff6be4e201 (__TEXT,__text) non-external _initBinaryOperatorNode
00007fff6be4e254 (__TEXT,__text) non-external _initDerefNode
