00007ffa1bd92a9b (__TEXT,__text) non-external _DiToMD5
00007ffa1bd855d0 (__TEXT,__text) external __ZThn24_N12OSDictionary4freeEv
00007ffa1bd806a4 (__TEXT,__text) external __ZThn24_N12OSMappedFile4freeEv
00007ffa1bd80642 (__TEXT,__text) external __ZThn24_N12OSMappedFile4initEv
00007ffa1bd8633e (__TEXT,__text) external __ZThn24_N12OSOrderedSet4freeEv
00007ffa1bd862da (__TEXT,__text) external __ZThn24_N12OSOrderedSet4initEv
00007ffa1bd80848 (__TEXT,__text) external __ZThn24_N13IOCommandPool4freeEv
00007ffa1bd8078a (__TEXT,__text) external __ZThn24_N13IOCommandPool4initEv
00007ffa1bd924dc (__TEXT,__text) external __ZThn24_N14IOReportLegend4freeEv
00007ffa1bd7cafc (__TEXT,__text) external __ZThn24_N15IODispatchQueue4freeEv
00007ffa1bd7c91a (__TEXT,__text) external __ZThn24_N15IODispatchQueue4initEv
00007ffa1bd86c3a (__TEXT,__text) external __ZThn24_N15OSSerialization4freeEv
00007ffa1bd7d40c (__TEXT,__text) external __ZThn24_N16IODispatchSource4freeEv
00007ffa1bd7d3fa (__TEXT,__text) external __ZThn24_N16IODispatchSource4initEv
00007ffa1bd7f2ae (__TEXT,__text) external __ZThn24_N18IOMemoryDescriptor4freeEv
00007ffa1bd7f23a (__TEXT,__text) external __ZThn24_N18IOMemoryDescriptor4initEv
00007ffa1bd7ea80 (__TEXT,__text) external __ZThn24_N21IOTimerDispatchSource4freeEv
00007ffa1bd7e9e0 (__TEXT,__text) external __ZThn24_N21IOTimerDispatchSource4initEv
00007ffa1bd7f450 (__TEXT,__text) external __ZThn24_N24IOBufferMemoryDescriptor4freeEv
00007ffa1bd7f3d0 (__TEXT,__text) external __ZThn24_N24IOBufferMemoryDescriptor4initEv
00007ffa1bd7e1d2 (__TEXT,__text) external __ZThn24_N25IODataQueueDispatchSource4freeEv
00007ffa1bd7e052 (__TEXT,__text) external __ZThn24_N25IODataQueueDispatchSource4initEv
00007ffa1bd7d4f2 (__TEXT,__text) external __ZThn24_N25IOInterruptDispatchSource4freeEv
00007ffa1bd7d472 (__TEXT,__text) external __ZThn24_N25IOInterruptDispatchSource4initEv
00007ffa1bd7d96c (__TEXT,__text) external __ZThn24_N35IOServiceNotificationDispatchSource4freeEv
00007ffa1bd7d914 (__TEXT,__text) external __ZThn24_N35IOServiceNotificationDispatchSource4initEv
00007ffa1bd80c40 (__TEXT,__text) external __ZThn24_N40IOServiceStateNotificationDispatchSource4freeEv
00007ffa1bd80bf2 (__TEXT,__text) external __ZThn24_N40IOServiceStateNotificationDispatchSource4initEv
00007ffa1bd8619c (__TEXT,__text) external __ZThn24_N5OSSet4initEv
00007ffa1bd866ee (__TEXT,__text) external __ZThn24_N6OSData4freeEv
00007ffa1bd85c54 (__TEXT,__text) external __ZThn24_N7OSArray4freeEv
00007ffa1bd80df8 (__TEXT,__text) external __ZThn24_N8IOThread4freeEv
00007ffa1bd80d90 (__TEXT,__text) external __ZThn24_N8IOThread4initEv
00007ffa1bd7eedc (__TEXT,__text) external __ZThn24_N8OSAction4freeEv
00007ffa1bd80204 (__TEXT,__text) external __ZThn24_N8OSBundle4freeEv
00007ffa1bd80192 (__TEXT,__text) external __ZThn24_N8OSBundle4initEv
00007ffa1bd86a96 (__TEXT,__text) external __ZThn24_N8OSNumber4freeEv
00007ffa1bd7c83e (__TEXT,__text) external __ZThn24_N8OSObject4freeEv
00007ffa1bd7c82c (__TEXT,__text) external __ZThn24_N8OSObject4initEv
00007ffa1bd83206 (__TEXT,__text) external __ZThn24_N8OSString4freeEv
00007ffa1bd80760 (__TEXT,__text) external __ZThn24_N9IOCommand4freeEv
00007ffa1bd806fc (__TEXT,__text) external __ZThn24_N9IOCommand4initEv
00007ffa1bd7f77a (__TEXT,__text) external __ZThn24_N9IOService4freeEv
00007ffa1bd7f664 (__TEXT,__text) external __ZThn24_N9IOService4initEv
00007ffa1bd86b00 (__TEXT,__text) external __ZThn24_N9OSBoolean4freeEv
00007ffa1bd80990 (__TEXT,__text) external __ZThn40_N13IOCommandPool10getCommandEb
00007ffa1bd807e6 (__TEXT,__text) external __ZThn40_N13IOCommandPool13initWithQueueEP15IODispatchQueue
00007ffa1bd80a16 (__TEXT,__text) external __ZThn40_N13IOCommandPool13returnCommandEP9IOCommand
00007ffa1bd80b0c (__TEXT,__text) external __ZThn40_N13IOCommandPool15gatedGetCommandEPP9IOCommandb
00007ffa1bd80b8e (__TEXT,__text) external __ZThn40_N13IOCommandPool18gatedReturnCommandEP9IOCommand
00007ffa1bd7fe5a (__TEXT,__text) external __ZThn48_N12IOUserClient14ExternalMethodEyP27IOUserClientMethodArgumentsPK26IOUserClientMethodDispatchP8OSObjectPv
00007ffa1bd854c6 (__TEXT,__text) external __ZThn48_N12OSDictionary14ensureCapacityEj
00007ffa1bd85582 (__TEXT,__text) external __ZThn48_N12OSDictionary15flushCollectionEv
00007ffa1bd85b72 (__TEXT,__text) external __ZThn48_N7OSArray14ensureCapacityEj
00007ffa1bd85c06 (__TEXT,__text) external __ZThn48_N7OSArray15flushCollectionEv
00007ffa1bd853a4 (__TEXT,__text) external __ZThn48_NK12OSCollection14copyCollectionEP12OSDictionary
00007ffa1bd853b4 (__TEXT,__text) external __ZThn48_NK12OSCollection14iterateObjectsEU13block_pointerFbP8OSObjectE
00007ffa1bd854b0 (__TEXT,__text) external __ZThn48_NK12OSDictionary11getCapacityEv
00007ffa1bd859b2 (__TEXT,__text) external __ZThn48_NK12OSDictionary14iterateObjectsEU13block_pointerFbP8OSObjectE
00007ffa1bd85494 (__TEXT,__text) external __ZThn48_NK12OSDictionary8getCountEv
00007ffa1bd85b5c (__TEXT,__text) external __ZThn48_NK7OSArray11getCapacityEv
00007ffa1bd85f0e (__TEXT,__text) external __ZThn48_NK7OSArray14iterateObjectsEU13block_pointerFbP8OSObjectE
00007ffa1bd85b40 (__TEXT,__text) external __ZThn48_NK7OSArray8getCountEv
00007ffa43051770 (__DATA,__bss) non-external __ZZL13noChannelNamevE4name
00007ffa43051778 (__DATA,__bss) non-external __ZZL13noChannelNamevE4once
00007ffa43050730 (__DATA,__bss) non-external __ZZL18isFirstPartyDrivervE4once
00007ffa43050738 (__DATA,__bss) non-external __ZZL18isFirstPartyDrivervE6result
                 (undefined) weak external __ZdlPv (from libc++)
                 (undefined) weak external __Znwm (from libc++)
00007ffa1bd7c700 (__TEXT,__text) non-external ___IOUserServerMain_block_invoke
00007ffa1bd7c75a (__TEXT,__text) non-external ___IOUserServerMain_block_invoke_2
00007ffa1bd7c7b4 (__TEXT,__text) non-external ___IOUserServerMain_block_invoke_3
00007ffa1bda2c50 (__TEXT,__text) non-external ___IOUserServerMain_block_invoke_3.cold.1
00007ffa1bda2c73 (__TEXT,__text) non-external ___IOUserServerMain_block_invoke_3.cold.2
00007ffa1bd84046 (__TEXT,__text) non-external ___OSArrayApply_block_invoke
00007ffa1bd836f4 (__TEXT,__text) non-external ___OSDictionaryApply_block_invoke
00007ffa1bda366e (__TEXT,__text) non-external ___OSDictionaryApply_block_invoke.cold.1
00007ffa1bda3691 (__TEXT,__text) non-external ___OSDictionaryApply_block_invoke.cold.2
00007ffa1bd82f4f (__TEXT,__text) non-external ___OSStringCreate_block_invoke
00007ffa1bd84bc5 (__TEXT,__text) non-external ____Z16OSSerializeEntryP15OSSerializationS0_17OSCollectionEntry_block_invoke
00007ffa1bd84c1d (__TEXT,__text) non-external ____Z16OSSerializeEntryP15OSSerializationS0_17OSCollectionEntry_block_invoke_2
00007ffa1bd85288 (__TEXT,__text) non-external ____Z19OSObjectLogInternalP8OSObjectj_block_invoke
00007ffa1bd8533f (__TEXT,__text) non-external ____Z19OSObjectLogInternalP8OSObjectj_block_invoke.39
00007ffa1bd9078e (__TEXT,__text) non-external ____ZL13noChannelNamev_block_invoke
00007ffa1bd81e9f (__TEXT,__text) non-external ____ZL15OSCopyInObjectsP18IOUserServer_IVarsP16IORPCMessageMachP12IORPCMessageb_block_invoke
00007ffa1bda33f4 (__TEXT,__text) non-external ____ZL15OSCopyInObjectsP18IOUserServer_IVarsP16IORPCMessageMachP12IORPCMessageb_block_invoke.cold.1
00007ffa1bd79254 (__TEXT,__text) non-external ____ZL18isFirstPartyDriverv_block_invoke
00007ffa1bd86f4d (__TEXT,__text) non-external ____ZL19OSArrayContainerizeP7OSArray_block_invoke
00007ffa1bd8704d (__TEXT,__text) non-external ____ZL20OSArrayInternalApplyP7OSArrayjU13block_pointerFbmP15OSSerialization17OSCollectionEntryE_block_invoke
00007ffa1bd86dce (__TEXT,__text) non-external ____ZL20OSDictionaryGetEntryP12OSDictionaryP8OSObjectPKcPm_block_invoke
00007ffa1bda3b14 (__TEXT,__text) non-external ____ZL20OSDictionaryGetEntryP12OSDictionaryP8OSObjectPKcPm_block_invoke.cold.1
00007ffa1bd8716c (__TEXT,__text) non-external ____ZL21OSArrayIterateObjectsP7OSArrayjU13block_pointerFbP8OSObjectE_block_invoke
00007ffa1bd86c48 (__TEXT,__text) non-external ____ZL24OSDictionaryContainerizeP12OSDictionary_block_invoke
00007ffa1bd86d9d (__TEXT,__text) non-external ____ZL25OSDictionaryInternalApplyP12OSDictionaryU13block_pointerFbmP15OSSerialization17OSCollectionEntryS3_E_block_invoke
00007ffa1bd870bc (__TEXT,__text) non-external ____ZL26OSDictionaryIterateObjectsP12OSDictionaryU13block_pointerFbP8OSObjectS2_E_block_invoke
00007ffa1bd8709d (__TEXT,__text) non-external ____ZL27OSCollectionEntryArrayApplyP15OSSerialization17OSCollectionEntryU13block_pointerFbmS0_S1_E_block_invoke
00007ffa1bd82150 (__TEXT,__text) non-external ____ZL31IOInterruptDispatchSourceThreadPv_block_invoke
00007ffa1bd87074 (__TEXT,__text) non-external ____ZL32OSCollectionEntryDictionaryApplyP15OSSerialization17OSCollectionEntryU13block_pointerFbmS0_S1_S1_E_block_invoke
00007ffa1bd81ebe (__TEXT,__text) non-external ____ZL8LockTesti_block_invoke
00007ffa1bd81f10 (__TEXT,__text) non-external ____ZL8LockTesti_block_invoke.173
00007ffa1bd81f87 (__TEXT,__text) non-external ____ZL8LockTesti_block_invoke.175
00007ffa1bd92916 (__TEXT,__text) non-external ____ZL8deepcopyP12OSDictionary_block_invoke
00007ffa1bd8f644 (__TEXT,__text) non-external ____ZN10IOReporter16updateAllReportsEP12OSCollectionP6OSDatajPjyyP18IOMemoryDescriptor_block_invoke
00007ffa1bd8f287 (__TEXT,__text) non-external ____ZN10IOReporter19configureAllReportsEP12OSCollectionP6OSDatajPj_block_invoke
00007ffa1bd857c3 (__TEXT,__text) non-external ____ZN12OSDictionary5mergeEPKS__block_invoke
00007ffa1bd80952 (__TEXT,__text) non-external ____ZN13IOCommandPool10getCommandEb_block_invoke
00007ffa1bd809f3 (__TEXT,__text) non-external ____ZN13IOCommandPool13returnCommandEP9IOCommand_block_invoke
00007ffa1bda317e (__TEXT,__text) non-external ____ZN13IOCommandPool13returnCommandEP9IOCommand_block_invoke.cold.1
00007ffa1bd7cf2e (__TEXT,__text) non-external ____ZN15IODispatchQueue14DispatchSync_fEPvPFvS0_E_block_invoke
00007ffa1bd7cd32 (__TEXT,__text) non-external ____ZN15IODispatchQueue15DispatchAsync_fEPvPFvS0_E_block_invoke
00007ffa1bd7ce37 (__TEXT,__text) non-external ____ZN15IODispatchQueue20DispatchConcurrent_fEPvPFvS0_E_block_invoke
00007ffa1bd7c990 (__TEXT,__text) non-external ____ZN15IODispatchQueue6CancelEU13block_pointerFvvE_block_invoke
00007ffa1bd7d36c (__TEXT,__text) non-external ____ZN15IODispatchQueue9RunActionEU13block_pointerFivE_block_invoke
00007ffa1bd7abd4 (__TEXT,__text) non-external ____ZN15OSMetaClassBase6InvokeE5IORPC_block_invoke
00007ffa1bd7eaf4 (__TEXT,__text) non-external ____ZN21IOTimerDispatchSource11Cancel_ImplEU13block_pointerFvvE_block_invoke
00007ffa1bd7e899 (__TEXT,__text) non-external ____ZN21IOTimerDispatchSource11Create_ImplEP15IODispatchQueuePPS__block_invoke
00007ffa1bd7e946 (__TEXT,__text) non-external ____ZN21IOTimerDispatchSource11Create_ImplEP15IODispatchQueuePPS__block_invoke_2
00007ffa1bd7ecb4 (__TEXT,__text) non-external ____ZN21IOTimerDispatchSource15WakeAtTime_ImplEyyy_block_invoke
00007ffa1bd7d7e3 (__TEXT,__text) non-external ____ZN25IOInterruptDispatchSource11Cancel_ImplEU13block_pointerFvvE_block_invoke
00007ffa1bd7d5c3 (__TEXT,__text) non-external ____ZN25IOInterruptDispatchSource28SetEnableWithCompletion_ImplEbU13block_pointerFvvE_block_invoke
00007ffa1bd7da78 (__TEXT,__text) non-external ____ZN35IOServiceNotificationDispatchSource11Cancel_ImplEU13block_pointerFvvE_block_invoke
00007ffa1bd7dbad (__TEXT,__text) non-external ____ZN35IOServiceNotificationDispatchSource20DeliverNotificationsEU13block_pointerFvyP9IOServiceyE_block_invoke
00007ffa1bda2e80 (__TEXT,__text) non-external ____ZN35IOServiceNotificationDispatchSource20DeliverNotificationsEU13block_pointerFvyP9IOServiceyE_block_invoke.cold.1
00007ffa1bda2ea3 (__TEXT,__text) non-external ____ZN35IOServiceNotificationDispatchSource20DeliverNotificationsEU13block_pointerFvyP9IOServiceyE_block_invoke.cold.2
00007ffa1bd7d9f9 (__TEXT,__text) non-external ____ZN35IOServiceNotificationDispatchSource28SetEnableWithCompletion_ImplEbU13block_pointerFvvE_block_invoke
00007ffa1bd80d4b (__TEXT,__text) non-external ____ZN40IOServiceStateNotificationDispatchSource11Cancel_ImplEU13block_pointerFvvE_block_invoke
00007ffa1bd80ccc (__TEXT,__text) non-external ____ZN40IOServiceStateNotificationDispatchSource28SetEnableWithCompletion_ImplEbU13block_pointerFvvE_block_invoke
00007ffa1bd8620e (__TEXT,__text) non-external ____ZN5OSSet5mergeEPK7OSArray_block_invoke
00007ffa1bd85de8 (__TEXT,__text) non-external ____ZN7OSArray5mergeEPKS__block_invoke
00007ffa1bd7ef68 (__TEXT,__text) non-external ____ZN8OSAction6CancelEU13block_pointerFvvE_block_invoke
00007ffa1bd831f8 (__TEXT,__text) non-external ____ZN8OSString4freeEv_block_invoke
00007ffa1bd7f8ec (__TEXT,__text) non-external ____ZN9IOService9Stop_ImplEPS__block_invoke
00007ffa1bd859a2 (__TEXT,__text) non-external ____ZNK12OSDictionary14iterateObjectsEU13block_pointerFbP8OSObjectE_block_invoke
00007ffa1bd858d1 (__TEXT,__text) non-external ____ZNK12OSDictionary9isEqualToEPKS_PK12OSCollection_block_invoke
00007ffa1bd857f0 (__TEXT,__text) non-external ____ZNK12OSDictionary9isEqualToEPKS__block_invoke
00007ffa1bd85fb0 (__TEXT,__text) non-external ____ZNK7OSArray20getNextIndexOfObjectEPK15OSMetaClassBasej_block_invoke
00007ffa1bd85e1a (__TEXT,__text) non-external ____ZNK7OSArray9isEqualToEPKS__block_invoke
                 (undefined) weak external ____chkstk_darwin (from libSystem)
00007ffa1bda1dea (__TEXT,__text) external ___assert_rtn
00007ffa41e76d18 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00007ffa41e76d58 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00007ffa41e77528 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00007ffa41e78268 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00007ffa41e785d0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00007ffa41e78298 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.1
00007ffa41e76fc8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.107
00007ffa41e76fe8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.108
00007ffa41e77008 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.109
00007ffa41e77038 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.110
00007ffa41e77068 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.112
00007ffa41e77098 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.123
00007ffa41e770b8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.137
00007ffa41e770e8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.138
00007ffa41e77108 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.140
00007ffa41e77138 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.141
00007ffa41e77428 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.151
00007ffa41e77548 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.16
00007ffa41e77468 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.171
00007ffa41e77498 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.174
00007ffa41e774c8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.176
00007ffa41e774f8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.187
00007ffa41e77568 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.22
00007ffa41e783c8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.23
00007ffa41e77598 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.24
00007ffa41e775c8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.30
00007ffa41e775e8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.31
00007ffa41e77608 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.38
00007ffa41e77638 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.42
00007ffa41e77668 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.51
00007ffa41e77698 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.52
00007ffa41e776c8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.53
00007ffa41e776f8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.54
00007ffa41e77728 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.55
00007ffa41e77758 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.56
00007ffa41e77788 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.57
00007ffa41e777b8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.58
00007ffa41e780d8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.62
00007ffa41e780f8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.64
00007ffa41e78128 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.67
00007ffa41e78158 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.69
00007ffa41e78178 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.71
00007ffa41e76d88 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.74
00007ffa41e76db8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.75
00007ffa41e781a8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.75
00007ffa41e76de8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.76
00007ffa41e781d8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.76
00007ffa41e78208 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.78
00007ffa41e76e18 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.79
00007ffa41e78238 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.79
00007ffa41e76e48 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.86
00007ffa41e76e68 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.87
00007ffa41e76e88 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.88
00007ffa41e76ea8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.92
00007ffa41e76ed8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.93
00007ffa41e76f08 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.94
00007ffa41e76f38 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.95
00007ffa41e76f68 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.96
00007ffa41e76f98 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.98
00007ffa41e76d38 (__DATA_CONST,__const) non-external ___block_literal_global
00007ffa41e77448 (__DATA_CONST,__const) non-external ___block_literal_global
00007ffa41e783e8 (__DATA_CONST,__const) non-external ___block_literal_global
                 (undefined) external ___bzero (from libSystem)
00007ffa1bd79300 (__TEXT,__text) non-external (was a private external) ___chkstk_darwin
00007ffa1bd79320 (__TEXT,__text) non-external (was a private external) ___chkstk_darwin_llvm_probe
00007ffa1bd7c9f6 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32b
00007ffa1bd7d38e (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32b40r
00007ffa1bd929ae (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32c33_ZTS11OSSharedPtrI12OSDictionaryE
00007ffa1bd7ed16 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32r
00007ffa1bd7ac5f (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32r40c28_ZTS11OSSharedPtrI8OSActionE
00007ffa1bd852dc (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32r40r
00007ffa1bd8f35c (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32r40r48r
00007ffa1bd8f744 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32r40r48r56r64r
                 (undefined) external ___cxa_pure_virtual (from libc++)
00007ffa1bd7ca0d (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32b
00007ffa1bd7d3c6 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32b40r
00007ffa1bd929cb (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32c33_ZTS11OSSharedPtrI12OSDictionaryE
00007ffa1bd7ed2d (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32r
00007ffa1bd7ac9a (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32r40c28_ZTS11OSSharedPtrI8OSActionE
00007ffa1bd85314 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32r40r
00007ffa1bd8f3a6 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32r40r48r
00007ffa1bd8f7b2 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32r40r48r56r64r
                 (undefined) external ___error (from libSystem)
                 (undefined) external ___memcpy_chk (from libSystem)
                 (undefined) external ___stack_chk_fail (from libSystem)
                 (undefined) external ___stack_chk_guard (from libSystem)
                 (undefined) external ___stderrp (from libSystem)
                 (undefined) external __dispatch_queue_attr_concurrent (from libSystem)
                 (undefined) external __dispatch_source_type_timer (from libSystem)
                 (undefined) external __dyld_get_image_header (from libSystem)
                 (undefined) external __dyld_get_image_name (from libSystem)
                 (undefined) external __dyld_image_count (from libSystem)
                 (undefined) external __os_log_default (from libSystem)
                 (undefined) external __os_log_impl (from libSystem)
                 (undefined) external _abort (from libSystem)
00007ffa1bd7883d (__TEXT,__text) external _absolutetime_to_continuoustime
00007ffa1bd786fa (__TEXT,__text) external _absolutetime_to_nanoseconds
00007ffa1bda1d23 (__TEXT,__text) non-external _absolutetime_to_nanoseconds.cold.1
00007ffa1bd931f3 (__TEXT,__text) external _aes_decrypt
00007ffa1bd935bd (__TEXT,__text) external _aes_decrypt_aad_gcm
00007ffa1bd9312a (__TEXT,__text) external _aes_decrypt_cbc
00007ffa1bd9364c (__TEXT,__text) external _aes_decrypt_finalize_gcm
00007ffa1bd93603 (__TEXT,__text) external _aes_decrypt_gcm
00007ffa1bd936c2 (__TEXT,__text) external _aes_decrypt_get_ctx_size_gcm
00007ffa1bd9358a (__TEXT,__text) external _aes_decrypt_inc_iv_gcm
00007ffa1bd930dd (__TEXT,__text) external _aes_decrypt_key
00007ffa1bda413a (__TEXT,__text) non-external _aes_decrypt_key.cold.1
00007ffa1bd9321c (__TEXT,__text) external _aes_decrypt_key128
00007ffa1bd93240 (__TEXT,__text) external _aes_decrypt_key256
00007ffa1bd93472 (__TEXT,__text) external _aes_decrypt_key_gcm
00007ffa1bd934b9 (__TEXT,__text) external _aes_decrypt_key_with_iv_gcm
00007ffa1bd9355a (__TEXT,__text) external _aes_decrypt_reset_gcm
00007ffa1bd93503 (__TEXT,__text) external _aes_decrypt_set_iv_gcm
00007ffa1bd930c6 (__TEXT,__text) external _aes_encrypt
00007ffa1bd9338c (__TEXT,__text) external _aes_encrypt_aad_gcm
00007ffa1bd92ffd (__TEXT,__text) external _aes_encrypt_cbc
00007ffa1bd9341b (__TEXT,__text) external _aes_encrypt_finalize_gcm
00007ffa1bd933d2 (__TEXT,__text) external _aes_encrypt_gcm
00007ffa1bd936a3 (__TEXT,__text) external _aes_encrypt_get_ctx_size_gcm
00007ffa1bd93359 (__TEXT,__text) external _aes_encrypt_inc_iv_gcm
00007ffa1bd92fb0 (__TEXT,__text) external _aes_encrypt_key
00007ffa1bda4121 (__TEXT,__text) non-external _aes_encrypt_key.cold.1
00007ffa1bd9320a (__TEXT,__text) external _aes_encrypt_key128
00007ffa1bd9322e (__TEXT,__text) external _aes_encrypt_key256
00007ffa1bd93252 (__TEXT,__text) external _aes_encrypt_key_gcm
00007ffa1bd93299 (__TEXT,__text) external _aes_encrypt_key_with_iv_gcm
00007ffa1bd93329 (__TEXT,__text) external _aes_encrypt_reset_gcm
00007ffa1bd932e3 (__TEXT,__text) external _aes_encrypt_set_iv_gcm
                 (undefined) external _arc4random_buf (from libSystem)
                 (undefined) external _calloc (from libSystem)
                 (undefined) external _ccaes_cbc_decrypt_mode (from libSystem)
                 (undefined) external _ccaes_cbc_encrypt_mode (from libSystem)
                 (undefined) external _ccaes_gcm_decrypt_mode (from libSystem)
                 (undefined) external _ccaes_gcm_encrypt_mode (from libSystem)
                 (undefined) external _cccbc_init (from libSystem)
                 (undefined) external _cccbc_set_iv (from libSystem)
                 (undefined) external _cccbc_update (from libSystem)
                 (undefined) external _ccdigest_init (from libSystem)
                 (undefined) external _ccdigest_update (from libSystem)
                 (undefined) external _ccgcm_aad (from libSystem)
                 (undefined) external _ccgcm_finalize (from libSystem)
                 (undefined) external _ccgcm_inc_iv (from libSystem)
                 (undefined) external _ccgcm_init (from libSystem)
                 (undefined) external _ccgcm_init_with_iv (from libSystem)
                 (undefined) external _ccgcm_reset (from libSystem)
                 (undefined) external _ccgcm_set_iv (from libSystem)
                 (undefined) external _ccgcm_update (from libSystem)
                 (undefined) external _ccmd5_di (from libSystem)
                 (undefined) external _ccsha1_di (from libSystem)
                 (undefined) external _ccsha256_di (from libSystem)
                 (undefined) external _ccsha384_di (from libSystem)
                 (undefined) external _ccsha512_di (from libSystem)
00007ffa1bd78754 (__TEXT,__text) external _clock_get_calendar_microtime
00007ffa1bda1d69 (__TEXT,__text) non-external _clock_get_calendar_microtime.cold.1
00007ffa1bd7870f (__TEXT,__text) external _clock_get_calendar_nanotime
00007ffa1bda1d46 (__TEXT,__text) non-external _clock_get_calendar_nanotime.cold.1
00007ffa1bd787af (__TEXT,__text) external _clock_get_system_nanotime
00007ffa1bda1d8c (__TEXT,__text) non-external _clock_get_system_nanotime.cold.1
                 (undefined) external _clock_gettime (from libSystem)
                 (undefined) external _clock_gettime_nsec_np (from libSystem)
00007ffa1bd787f7 (__TEXT,__text) external _clock_interval_to_deadline
                 (undefined) external _close (from libSystem)
00007ffa1bd78824 (__TEXT,__text) external _continuoustime_to_absolutetime
00007ffa1bd77b5e (__TEXT,__text) external _crc32
                 (undefined) external _csops (from libSystem)
                 (undefined) external _csr_check (from libSystem)
                 (undefined) external _dispatch_activate (from libSystem)
                 (undefined) external _dispatch_async (from libSystem)
                 (undefined) external _dispatch_async_f (from libSystem)
                 (undefined) external _dispatch_get_specific (from libSystem)
                 (undefined) external _dispatch_group_async (from libSystem)
                 (undefined) external _dispatch_group_create (from libSystem)
                 (undefined) external _dispatch_group_wait (from libSystem)
