00007ff84004ab98 (__DATA,__data) non-external _C
                 (undefined) external _pthread_stack_frame_decode_np (from libsystem_pthread)
                 (undefined) external _pthread_testcancel (from libsystem_pthread)
00007ff8002e72cf (__TEXT,__text) external _ptsname
00007ff8002fdb0f (__TEXT,__text) non-external _ptsname.cold.1
00007ff8002fdb24 (__TEXT,__text) non-external _ptsname.cold.2
00007ff840058448 (__DATA,__bss) non-external _ptsname_buffer_specific_key
00007ff840058440 (__DATA,__bss) non-external _ptsname_once
00007ff8002e735f (__TEXT,__text) non-external _ptsname_once_init
00007ff8002fdb3a (__TEXT,__text) non-external _ptsname_once_init.cold.1
00007ff8002e7383 (__TEXT,__text) external _ptsname_r
00007ff8002c53e5 (__TEXT,__text) external _putc
00007ff8002c5452 (__TEXT,__text) external _putc_unlocked
00007ff8002c548c (__TEXT,__text) external _putchar
00007ff8002c5500 (__TEXT,__text) external _putchar_unlocked
00007ff8002e17fd (__TEXT,__text) external _putenv
00007ff8002a180d (__TEXT,__text) non-external _putpair
00007ff8002c5544 (__TEXT,__text) external _puts
00007ff8002c5602 (__TEXT,__text) external _putw
00007ff8002c5664 (__TEXT,__text) external _putwc
00007ff8002c568c (__TEXT,__text) external _putwc_l
00007ff8002c5696 (__TEXT,__text) external _putwchar
00007ff8002c56c8 (__TEXT,__text) external _putwchar_l
                 (undefined) external _pwrite$NOCANCEL (from libsystem_kernel)
00007ff8002e1881 (__TEXT,__text) external _qsort
00007ff8002e78ed (__TEXT,__text) external _qsort_b
00007ff8002e2309 (__TEXT,__text) external _qsort_r
00007ff800298020 (__TEXT,__text) external _querylocale
00007ff8002e3597 (__TEXT,__text) non-external _r_sort_a
00007ff840058414 (__DATA,__bss) non-external _r_sort_a.bmin
00007ff840058408 (__DATA,__bss) non-external _r_sort_a.count
00007ff840058410 (__DATA,__bss) non-external _r_sort_a.nc
00007ff840058418 (__DATA,__bss) non-external _r_sort_a_count
00007ff8002e4254 (__TEXT,__text) non-external _r_sort_b
00007ff840058434 (__DATA,__bss) non-external _r_sort_b.bmin
00007ff840058428 (__DATA,__bss) non-external _r_sort_b.count
00007ff840058430 (__DATA,__bss) non-external _r_sort_b.nc
00007ff840058420 (__DATA,__bss) non-external _r_sort_b_count
00007ff8002e4601 (__TEXT,__text) non-external _r_sort_count_allocate
00007ff84004ba28 (__DATA,__data) non-external _r_sort_count_control
00007ff8002e2e27 (__TEXT,__text) external _radixsort
00007ff800299eea (__TEXT,__text) external _raise
00007ff8002e4681 (__TEXT,__text) external _rand
00007ff84004ba4c (__DATA,__data) non-external _rand_deg
00007ff8002e4633 (__TEXT,__text) external _rand_r
00007ff84004ba50 (__DATA,__data) non-external _rand_sep
00007ff84004ba48 (__DATA,__data) non-external _rand_type
00007ff8002e481e (__TEXT,__text) external _random
00007ff84004ba70 (__DATA,__data) non-external _randtbl
00007ff8002ae0e3 (__TEXT,__text) non-external (was a private external) _rangematch
00007ff8002ee3a2 (__TEXT,__text) external _rb_tree_count
00007ff8002edd68 (__TEXT,__text) external _rb_tree_find_node
00007ff8002eddc3 (__TEXT,__text) external _rb_tree_find_node_geq
00007ff8002ede3b (__TEXT,__text) external _rb_tree_find_node_leq
00007ff8002edd4e (__TEXT,__text) external _rb_tree_init
00007ff8002edeb3 (__TEXT,__text) external _rb_tree_insert_node
00007ff8002ee331 (__TEXT,__text) external _rb_tree_iterate
00007ff8002ee44d (__TEXT,__text) non-external _rb_tree_removal_rebalance
00007ff8002ee0d1 (__TEXT,__text) external _rb_tree_remove_node
00007ff8002ee3b4 (__TEXT,__text) non-external _rb_tree_reparent_nodes
00007ff8002ff250 (__TEXT,__const) non-external _rcsid
00007ff8002ff2d1 (__TEXT,__const) non-external _rcsid
                 (undefined) external _read$NOCANCEL (from libsystem_kernel)
00007ff8002b1569 (__TEXT,__text) external _readdir
00007ff8002b159f (__TEXT,__text) external _readdir_r
                 (undefined) external _readlink (from libsystem_kernel)
                 (undefined) external _realloc (from libsystem_malloc)
                 (undefined) external _reallocarray$DARWIN_EXTSN (from libsystem_malloc)
00007ff8002e4b8d (__TEXT,__text) external _reallocf
00007ff8002e4bca (__TEXT,__text) external _realpath
00007ff8002fb807 (__TEXT,__text) external _realpath$DARWIN_EXTSN
00007ff840058460 (__DATA,__bss) non-external _realpath$DARWIN_EXTSN.rootdev
00007ff840058464 (__DATA,__bss) non-external _realpath$DARWIN_EXTSN.rootdev_inited
00007ff840058438 (__DATA,__bss) non-external _realpath.rootdev
00007ff84005843c (__DATA,__bss) non-external _realpath.rootdev_inited
00007ff8002a2ffb (__TEXT,__text) non-external _rec_rdelete
00007ff8002ff0c0 (__TEXT,__const) non-external _recargchar
00007ff8002ff140 (__TEXT,__const) non-external _recargstring
00007ff8002fb0eb (__TEXT,__text) external _recv
00007ff8002bdc85 (__TEXT,__text) external _recv$NOCANCEL
00007ff8002ee7a6 (__TEXT,__text) external _regcomp
00007ff8002ee74b (__TEXT,__text) external _regcomp_l
00007ff8002fd7bd (__TEXT,__text) external _regerror
00007ff8002eee0f (__TEXT,__text) external _regexec
00007ff8002ee8ce (__TEXT,__text) external _regfree
00007ff8002993d0 (__TEXT,__text) external _register_printf_domain_function
00007ff800299494 (__TEXT,__text) non-external (was a private external) _register_printf_domain_render
00007ff800299558 (__TEXT,__text) external _register_printf_domain_render_std
00007ff8002ee723 (__TEXT,__text) external _regncomp
00007ff8002ee58d (__TEXT,__text) external _regncomp_l
00007ff8002eec0e (__TEXT,__text) external _regnexec
00007ff8002ee87a (__TEXT,__text) external _regwcomp
00007ff8002ee821 (__TEXT,__text) external _regwcomp_l
00007ff8002eee5e (__TEXT,__text) external _regwexec
00007ff8002ee7f9 (__TEXT,__text) external _regwncomp
00007ff8002ee7ce (__TEXT,__text) external _regwncomp_l
00007ff8002eee29 (__TEXT,__text) external _regwnexec
00007ff8002c58b7 (__TEXT,__text) external _remove
00007ff8002e52bb (__TEXT,__text) external _remque
00007ff84002e570 (__DATA_CONST,__const) non-external _rerrs
00007ff8002c5909 (__TEXT,__text) external _rewind
00007ff8002b1642 (__TEXT,__text) external _rewinddir
00007ff8002dbe4d (__TEXT,__text) external _rindex
                 (undefined) external _rmdir (from libsystem_kernel)
00007ff84004d7a8 (__DATA,__bss) non-external _rng
00007ff8002c2911 (__TEXT,__text) external _rpmatch
00007ff84004ba60 (__DATA,__data) non-external _rptr
00007ff8002c1cbb (__TEXT,__text) non-external _sappend
00007ff84004d9a0 (__DATA,__bss) non-external _saved_categories
00007ff800291041 (__TEXT,__text) external _sbrk
00007ff84004d5b8 (__DATA,__bss) non-external _sbrk_curbrk
00007ff84004d5b0 (__DATA,__bss) non-external _sbrk_needs_init
00007ff84004a4c0 (__DATA,__data) non-external _sbrk_region_size
00007ff8002b16a9 (__TEXT,__text) external _scandir
00007ff8002e8eb0 (__TEXT,__text) external _scandir_b
00007ff8002c5993 (__TEXT,__text) external _scanf
00007ff8002c5a86 (__TEXT,__text) external _scanf_l
00007ff8002b1889 (__TEXT,__text) external _seed48
00007ff84004d854 (__DATA,__bss) non-external _seed48.sseed
00007ff8002b18f2 (__TEXT,__text) external _seekdir
                 (undefined) external _select$NOCANCEL (from libsystem_kernel)
                 (undefined) external _semaphore_create (from libsystem_kernel)
00007ff8002fb0fb (__TEXT,__text) external _send
00007ff8002bdc95 (__TEXT,__text) external _send$NOCANCEL
00007ff8002ff210 (__TEXT,__const) non-external _seps
00007ff84004d638 (__DATA,__bss) non-external _seq
                 (undefined) external _setattrlist (from libsystem_kernel)
00007ff8002c5b8e (__TEXT,__text) external _setbuf
00007ff8002c5ba7 (__TEXT,__text) external _setbuffer
00007ff8002e5a8d (__TEXT,__text) external _setenv
00007ff80029afd6 (__TEXT,__text) external _sethostid
00007ff8002b192b (__TEXT,__text) external _sethostname
                 (undefined) external _setitimer (from libsystem_kernel)
00007ff8002c5bc0 (__TEXT,__text) external _setlinebuf
00007ff8002ba006 (__TEXT,__text) external _setlocale
00007ff8002b1a91 (__TEXT,__text) external _setmode
                 (undefined) external _setpgid (from libsystem_kernel)
00007ff80029b033 (__TEXT,__text) external _setpgrp
                 (undefined) external _setpriority (from libsystem_kernel)
00007ff8002b20ed (__TEXT,__text) external _setprogname
                 (undefined) external _setregid (from libsystem_kernel)
                 (undefined) external _setreuid (from libsystem_kernel)
00007ff80029b05e (__TEXT,__text) external _setrgid
                 (undefined) external _setrlimit (from libsystem_kernel)
00007ff80029b06d (__TEXT,__text) external _setruid
                 (undefined) external _setsid (from libsystem_kernel)
00007ff8002e4adb (__TEXT,__text) external _setstate
00007ff80029ac70 (__TEXT,__text) external _settimeofday
00007ff80029419f (__TEXT,__text) external _setttyent
00007ff8002d6c12 (__TEXT,__text) non-external _settzname
00007ff800294c06 (__TEXT,__text) external _setusershell
00007ff8002c5bd3 (__TEXT,__text) external _setvbuf
00007ff8002bed8f (__TEXT,__text) non-external _sflush_locked
00007ff84004d6b0 (__DATA,__bss) non-external _shells
00007ff84004b9b0 (__DATA,__data) non-external _sig_init_once
00007ff8400583d8 (__DATA,__bss) non-external _sig_key
00007ff8002dc98f (__TEXT,__text) non-external _sig_keycreate
00007ff8400583d0 (__DATA,__bss) non-external _sig_keycreated
00007ff80029acd9 (__TEXT,__text) external _sigaction
00007ff800295350 (__TEXT,__text) external _sigaddset
00007ff8002908aa (__TEXT,__text) external _sigaltstack
00007ff800290952 (__TEXT,__text) external _sigblock
00007ff800295381 (__TEXT,__text) external _sigdelset
00007ff800295334 (__TEXT,__text) external _sigemptyset
00007ff800295342 (__TEXT,__text) external _sigfillset
00007ff8002909df (__TEXT,__text) external _sighold
00007ff800290a63 (__TEXT,__text) external _sigignore
00007ff8002b2188 (__TEXT,__text) external _siginterrupt
00007ff8002953b2 (__TEXT,__text) external _sigismember
00007ff8002b21fd (__TEXT,__text) external _signal
00007ff8002b220c (__TEXT,__text) non-external _signal__
00007ff8002fad0d (__TEXT,__text) external _sigpause
00007ff80029097b (__TEXT,__text) external _sigpause$NOCANCEL
                 (undefined) external _sigprocmask (from libsystem_kernel)
00007ff800290a21 (__TEXT,__text) external _sigrelse
00007ff800290a80 (__TEXT,__text) external _sigset
00007ff800290929 (__TEXT,__text) external _sigsetmask
                 (undefined) external _sigsuspend (from libsystem_kernel)
                 (undefined) external _sigsuspend$NOCANCEL (from libsystem_kernel)
00007ff8002908d5 (__TEXT,__text) external _sigvec
00007ff8002908e4 (__TEXT,__text) non-external _sigvec__
00007ff8002948ee (__TEXT,__text) non-external _skip
00007ff84004bb70 (__DATA,__data) external _skip
00007ff8002b2366 (__TEXT,__text) external _sl_add
00007ff8002b2427 (__TEXT,__text) external _sl_find
00007ff8002b23c7 (__TEXT,__text) external _sl_free
00007ff8002b231d (__TEXT,__text) external _sl_init
00007ff8002fd450 (__TEXT,__text) non-external _sl_init.cold.1
00007ff8002fd465 (__TEXT,__text) non-external _sl_init.cold.2
00007ff84004d830 (__DATA,__bss) non-external _slash
00007ff8002fae65 (__TEXT,__text) external _sleep
00007ff8002b227c (__TEXT,__text) external _sleep$NOCANCEL
00007ff84004d630 (__DATA,__bss) non-external _slot
00007ff8002c5d94 (__TEXT,__text) external _snprintf
00007ff8002c5e4e (__TEXT,__text) external _snprintf_l
00007ff8002b4462 (__TEXT,__text) external _snvis
00007ff8002bdca5 (__TEXT,__text) external _sockatmark
                 (undefined) external _socket (from libsystem_kernel)
                 (undefined) external _socketpair (from libsystem_kernel)
00007ff8002c5ee0 (__TEXT,__text) external _sprintf
00007ff8002c5f9e (__TEXT,__text) external _sprintf_l
00007ff8002e39f9 (__TEXT,__text) external _sradixsort
00007ff8002e46e3 (__TEXT,__text) external _srand
00007ff8002b22df (__TEXT,__text) external _srand48
00007ff8002e46f2 (__TEXT,__text) external _sranddev
00007ff8002e4766 (__TEXT,__text) external _srandom
00007ff8002e48d2 (__TEXT,__text) external _srandomdev
00007ff8002c6034 (__TEXT,__text) external _sscanf
00007ff8002c60f2 (__TEXT,__text) external _sscanf_l
                 (undefined) external _stat (from libsystem_kernel)
00007ff800298612 (__TEXT,__text) external _stat_with_subsystem
00007ff84004ba40 (__DATA,__data) non-external _state
                 (undefined) external _statfs (from libsystem_kernel)
00007ff8002913c1 (__TEXT,__text) external _statvfs
00007ff80029aced (__TEXT,__text) external _stpcpy
00007ff80029ad28 (__TEXT,__text) external _stpncpy
00007ff8002dbf53 (__TEXT,__text) external _strcasecmp
00007ff8002dbe69 (__TEXT,__text) external _strcasecmp_l
00007ff8002dc178 (__TEXT,__text) external _strcasestr
00007ff8002dc0a6 (__TEXT,__text) external _strcasestr_l
00007ff80029ad8f (__TEXT,__text) external _strcat
                 (indirect) external _strchr (for __platform_strchr)
                 (indirect) external _strcmp (for __platform_strcmp)
00007ff8002dc277 (__TEXT,__text) external _strcoll
00007ff8002dc1a0 (__TEXT,__text) external _strcoll_l
                 (indirect) external _strcpy (for __platform_strcpy)
00007ff8002dc29f (__TEXT,__text) external _strcspn
00007ff8002dc34f (__TEXT,__text) external _strdup
00007ff8002b46ed (__TEXT,__text) external _strenvisx
00007ff8002dc4a2 (__TEXT,__text) external _strerror
00007ff8002dc445 (__TEXT,__text) external _strerror_r
00007ff8002ecc8c (__TEXT,__text) external _strfmon
00007ff8002edb04 (__TEXT,__text) external _strfmon_l
00007ff8002d9bd4 (__TEXT,__text) external _strftime
00007ff8002d8950 (__TEXT,__text) external _strftime_l
00007ff84004d6b8 (__DATA,__bss) non-external _strings
                 (indirect) external _strlcat (for __platform_strlcat)
                 (indirect) external _strlcpy (for __platform_strlcpy)
                 (indirect) external _strlen (for __platform_strlen)
00007ff8002dc51f (__TEXT,__text) external _strmode
00007ff8002dc07e (__TEXT,__text) external _strncasecmp
00007ff8002dbf7b (__TEXT,__text) external _strncasecmp_l
00007ff80029adcd (__TEXT,__text) external _strncat
                 (indirect) external _strncmp (for __platform_strncmp)
                 (indirect) external _strncpy (for __platform_strncpy)
00007ff8002dc649 (__TEXT,__text) external _strndup
                 (indirect) external _strnlen (for __platform_strnlen)
00007ff8002dc6a1 (__TEXT,__text) external _strnstr
00007ff8002b3fb4 (__TEXT,__text) external _strnunvis
00007ff8002b3e40 (__TEXT,__text) external _strnunvisx
00007ff8002fd4c2 (__TEXT,__text) non-external _strnunvisx.cold.1
00007ff8002fd4e5 (__TEXT,__text) non-external _strnunvisx.cold.2
00007ff8002fd508 (__TEXT,__text) non-external _strnunvisx.cold.3
00007ff8002b4670 (__TEXT,__text) external _strnvis
00007ff8002b46c1 (__TEXT,__text) external _strnvisx
00007ff8002dc71d (__TEXT,__text) external _strpbrk
00007ff8002d9da0 (__TEXT,__text) external _strptime
00007ff8002d9dc8 (__TEXT,__text) external _strptime_l
00007ff8002dc746 (__TEXT,__text) external _strrchr
00007ff8002b458f (__TEXT,__text) external _strsenvisx
00007ff8002dc762 (__TEXT,__text) external _strsep
00007ff8002dc8e5 (__TEXT,__text) external _strsignal
00007ff8002dc7a1 (__TEXT,__text) external _strsignal_r
00007ff8002b4524 (__TEXT,__text) external _strsnvis
00007ff8002b456a (__TEXT,__text) external _strsnvisx
00007ff8002dc9b5 (__TEXT,__text) external _strspn
                 (indirect) external _strstr (for __platform_strstr)
00007ff8002b44b4 (__TEXT,__text) external _strsvis
00007ff8002b4541 (__TEXT,__text) external _strsvisx
00007ff8002a9aa7 (__TEXT,__text) external _strtod
00007ff8002a853a (__TEXT,__text) external _strtod_l
00007ff8002fe580 (__TEXT,__const) non-external _strtod_l.fpi
00007ff8002fe594 (__TEXT,__const) non-external _strtod_l.fpinan
00007ff8002aba4c (__TEXT,__text) external _strtof
00007ff8002ab95c (__TEXT,__text) external _strtof_l
00007ff8002fe64c (__TEXT,__const) non-external _strtof_l.fpi0
00007ff800295463 (__TEXT,__text) external _strtofflags
00007ff8002e62de (__TEXT,__text) external _strtoimax
00007ff8002e60d2 (__TEXT,__text) external _strtoimax_l
00007ff8002dcaca (__TEXT,__text) external _strtok
00007ff8400583e0 (__DATA,__bss) non-external _strtok.last
00007ff8002dca59 (__TEXT,__text) external _strtok_r
00007ff8002e6512 (__TEXT,__text) external _strtol
00007ff8002e6306 (__TEXT,__text) external _strtol_l
00007ff8002e7ff8 (__TEXT,__text) external _strtold
00007ff8002e8030 (__TEXT,__text) external _strtold_l
00007ff8002e6746 (__TEXT,__text) external _strtoll
00007ff8002e653a (__TEXT,__text) external _strtoll_l
00007ff8002c02dc (__TEXT,__text) external _strtonum
00007ff8002e676e (__TEXT,__text) external _strtoq
00007ff8002e6796 (__TEXT,__text) external _strtoq_l
00007ff8002e6996 (__TEXT,__text) external _strtoul
00007ff8002e67a0 (__TEXT,__text) external _strtoul_l
00007ff8002e6bb4 (__TEXT,__text) external _strtoull
00007ff8002e69be (__TEXT,__text) external _strtoull_l
00007ff8002e6dd2 (__TEXT,__text) external _strtoumax
00007ff8002e6bdc (__TEXT,__text) external _strtoumax_l
00007ff8002e6dfa (__TEXT,__text) external _strtouq
00007ff8002e6e22 (__TEXT,__text) external _strtouq_l
00007ff8002b3f9e (__TEXT,__text) external _strunvis
00007ff8002b3f88 (__TEXT,__text) external _strunvisx
00007ff8002b4658 (__TEXT,__text) external _strvis
00007ff8002b4694 (__TEXT,__text) external _strvisx
00007ff8002dcd7d (__TEXT,__text) external _strxfrm
00007ff8002dcadb (__TEXT,__text) external _strxfrm_l
00007ff840058548 (__DATA,__common) external _suboptarg
00007ff84004d6c0 (__DATA,__bss) non-external _subsystem_root_path
00007ff8002b4058 (__TEXT,__text) external _svis
00007ff8002dcda5 (__TEXT,__text) external _swab
00007ff8002c63e5 (__TEXT,__text) external _swprintf
00007ff8002c649f (__TEXT,__text) external _swprintf_l
00007ff8002c6531 (__TEXT,__text) external _swscanf
00007ff8002c65ef (__TEXT,__text) external _swscanf_l
00007ff800298e09 (__TEXT,__text) external _sxprintf
00007ff800299876 (__TEXT,__text) external _sxprintf_exec
00007ff80029ae1e (__TEXT,__text) external _sync_volume_np
00007ff8002ff045 (__TEXT,__const) non-external _syntax_error_str
00007ff84002d810 (__DATA_CONST,__const) external _sys_errlist
00007ff8002fe200 (__TEXT,__const) external _sys_nerr
00007ff84002dfc0 (__DATA_CONST,__const) external _sys_siglist
00007ff84002dec0 (__DATA_CONST,__const) external _sys_signame
00007ff8002b2478 (__TEXT,__text) external _sysconf
00007ff8002b2b70 (__TEXT,__text) external _sysctl
00007ff8002b2d20 (__TEXT,__text) external _sysctlbyname
00007ff8002b2d67 (__TEXT,__text) external _sysctlnametomib
00007ff8002fb10b (__TEXT,__text) external _system
00007ff8002e6e2c (__TEXT,__text) external _system$NOCANCEL
00007ff8002faec8 (__TEXT,__text) external _tcdrain
00007ff8002b31d4 (__TEXT,__text) external _tcdrain$NOCANCEL
00007ff8002b323f (__TEXT,__text) external _tcflow
00007ff8002b31e7 (__TEXT,__text) external _tcflush
00007ff8002b2fb4 (__TEXT,__text) external _tcgetattr
00007ff8002b30b3 (__TEXT,__text) external _tcgetpgrp
00007ff80029a63e (__TEXT,__text) external _tcgetsid
00007ff8002b316c (__TEXT,__text) external _tcsendbreak
00007ff8002b2fc8 (__TEXT,__text) external _tcsetattr
00007ff8002b3075 (__TEXT,__text) external _tcsetpgrp
00007ff8002e7063 (__TEXT,__text) external _tdelete
00007ff8002b2de7 (__TEXT,__text) external _telldir
00007ff8002c6685 (__TEXT,__text) external _tempnam
00007ff84004d628 (__DATA,__bss) non-external _tf
00007ff8002e7123 (__TEXT,__text) external _tfind
00007ff80029579e (__TEXT,__text) external _thread_stack_async_pcs
00007ff80029578b (__TEXT,__text) external _thread_stack_pcs
00007ff84004a5b8 (__DATA,__data) non-external _threadsafe
00007ff8002b32a0 (__TEXT,__text) external _time
00007ff8002d7a10 (__TEXT,__text) non-external _time2
00007ff8002d7b38 (__TEXT,__text) external _time2posix
00007ff8002d8317 (__TEXT,__text) non-external _time2sub
00007ff8002d7aef (__TEXT,__text) external _timegm
00007ff8002d7ad9 (__TEXT,__text) external _timelocal
00007ff8002d7b13 (__TEXT,__text) external _timeoff
00007ff8002b3311 (__TEXT,__text) external _times
00007ff8002e7fd4 (__TEXT,__text) external _timespec_get
00007ff8002d704b (__TEXT,__text) non-external _timesub
00007ff840058480 (__DATA,__common) external _timezone
00007ff8002a43c9 (__TEXT,__text) external _timingsafe_bcmp
00007ff8002fe5b0 (__TEXT,__const) non-external _tinytens
00007ff840053c10 (__DATA,__bss) non-external _tm
00007ff8002c6846 (__TEXT,__text) external _tmpfile
00007ff8002c6971 (__TEXT,__text) external _tmpnam
00007ff84004f310 (__DATA,__bss) non-external _tmpnam.tmpcount
00007ff84004f318 (__DATA,__bss) non-external _tmpnam_buf
00007ff8002c69e4 (__TEXT,__text) non-external _tmpnam_buf_allocate
00007ff84004b850 (__DATA,__data) non-external _tmpnam_buf_control
00007ff8002fe208 (__TEXT,__const) non-external _tmundef
00007ff800295df1 (__TEXT,__text) external _toascii
00007ff800295dfc (__TEXT,__text) external _tolower
00007ff8002967d5 (__TEXT,__text) external _tolower_l
00007ff84004d808 (__DATA,__bss) non-external _toprec
00007ff84004d810 (__DATA,__bss) non-external _topreclen
00007ff800295e3c (__TEXT,__text) external _toupper
00007ff8002967f4 (__TEXT,__text) external _toupper_l
00007ff8002bd4dd (__TEXT,__text) external _towctrans
00007ff8002bd44b (__TEXT,__text) external _towctrans_l
00007ff800296c1b (__TEXT,__text) external _towlower
00007ff800297110 (__TEXT,__text) external _towlower_l
00007ff800296c5b (__TEXT,__text) external _towupper
00007ff80029712f (__TEXT,__text) external _towupper_l
00007ff8002d7fe4 (__TEXT,__text) non-external _transtime
00007ff8002f2851 (__TEXT,__text) non-external _tre_add_tag_left
00007ff8002f2796 (__TEXT,__text) non-external _tre_add_tag_right
00007ff8002f06c0 (__TEXT,__text) non-external _tre_add_tags
00007ff8002eefe1 (__TEXT,__text) external _tre_ast_new_catenation
00007ff8002eef50 (__TEXT,__text) external _tre_ast_new_iter
00007ff8002eef15 (__TEXT,__text) external _tre_ast_new_literal
00007ff8002eee9a (__TEXT,__text) external _tre_ast_new_node
00007ff8002eefa7 (__TEXT,__text) external _tre_ast_new_union
00007ff8002f2468 (__TEXT,__text) non-external _tre_ast_to_tnfa
00007ff8002ef01c (__TEXT,__text) external _tre_compile
00007ff8002f290c (__TEXT,__text) non-external _tre_copy_ast
00007ff8002ee8d8 (__TEXT,__text) external _tre_fill_pmatch
00007ff8002f250b (__TEXT,__text) external _tre_free
00007ff84002ed40 (__DATA_CONST,__const) non-external _tre_macros
00007ff8002f3208 (__TEXT,__text) non-external _tre_make_trans
00007ff8002eec5c (__TEXT,__text) non-external _tre_match
00007ff8002f304a (__TEXT,__text) non-external _tre_match_empty
00007ff8002f8499 (__TEXT,__text) external _tre_mem_alloc_impl
00007ff8002f8456 (__TEXT,__text) external _tre_mem_destroy
00007ff8002f842c (__TEXT,__text) external _tre_mem_new_impl
00007ff8002f2669 (__TEXT,__text) non-external _tre_merge_branches
00007ff8002faaf5 (__TEXT,__text) non-external _tre_new_item
00007ff8002f85a0 (__TEXT,__text) external _tre_parse
00007ff8002fa8a4 (__TEXT,__text) non-external _tre_parse_bound
00007ff8002eea74 (__TEXT,__text) non-external _tre_reset_last_matched_branches
00007ff8002faa63 (__TEXT,__text) non-external _tre_search_cnames
00007ff8002f2c44 (__TEXT,__text) non-external _tre_set_union
00007ff8002fabd5 (__TEXT,__text) external _tre_stack_destroy
00007ff8002fab70 (__TEXT,__text) external _tre_stack_new
00007ff8002fabf5 (__TEXT,__text) external _tre_stack_num_objects
00007ff8002facc9 (__TEXT,__text) non-external (was a private external) _tre_stack_pop_int
00007ff8002face2 (__TEXT,__text) non-external (was a private external) _tre_stack_pop_voidptr
00007ff8002fac0a (__TEXT,__text) non-external _tre_stack_push
00007ff8002fabfe (__TEXT,__text) non-external (was a private external) _tre_stack_push_int
00007ff8002facbf (__TEXT,__text) non-external (was a private external) _tre_stack_push_voidptr
00007ff8002f3528 (__TEXT,__text) external _tre_tnfa_run_backtrack
00007ff8002f60f8 (__TEXT,__text) external _tre_tnfa_run_parallel
00007ff8002e7211 (__TEXT,__text) non-external _trecurse
00007ff8002e7183 (__TEXT,__text) external _tsearch
00007ff8002b343f (__TEXT,__text) external _ttyname
00007ff84004d860 (__DATA,__bss) non-external _ttyname_init
00007ff84004d868 (__DATA,__bss) non-external _ttyname_key
00007ff84004b240 (__DATA,__data) non-external _ttyname_lock
00007ff8002b3531 (__TEXT,__text) external _ttyname_r
00007ff8002b35e5 (__TEXT,__text) external _ttyslot
00007ff8002e71f9 (__TEXT,__text) external _twalk
00007ff8002d7cc9 (__TEXT,__text) non-external _typesequiv
00007ff8002d5d81 (__TEXT,__text) non-external _tzload
00007ff84004b970 (__DATA,__data) external _tzname
00007ff8002d6714 (__TEXT,__text) non-external _tzparse
00007ff8002d6e2f (__TEXT,__text) external _tzset
00007ff8002d5b03 (__TEXT,__text) external _tzsetwall
00007ff8002d5b0f (__TEXT,__text) non-external _tzsetwall_basic
00007ff8002b35ed (__TEXT,__text) external _ualarm
00007ff84004b7d8 (__DATA,__data) non-external _uglue
00007ff8002b3666 (__TEXT,__text) external _ulimit
                 (undefined) external _umask (from libsystem_kernel)
00007ff80029581d (__TEXT,__text) external _uname
00007ff8002ff060 (__TEXT,__const) non-external _unbound_variable_str
00007ff8002c69fb (__TEXT,__text) external _ungetc
00007ff8002c6c5b (__TEXT,__text) external _ungetwc
00007ff8002c6cc1 (__TEXT,__text) external _ungetwc_l
00007ff84004d5d9 (__DATA,__bss) non-external _unix2003_mode
                 (undefined) external _unlink (from libsystem_kernel)
00007ff8002e744f (__TEXT,__text) external _unlockpt
00007ff8002e5b2b (__TEXT,__text) external _unsetenv
00007ff8002b37a8 (__TEXT,__text) external _unvis
00007ff8002fd47c (__TEXT,__text) non-external _unvis.cold.1
00007ff8002fd49f (__TEXT,__text) non-external _unvis.cold.2
00007ff800298198 (__TEXT,__text) external _uselocale
00007ff8002faeeb (__TEXT,__text) external _usleep
00007ff8002b3fc0 (__TEXT,__text) external _usleep$NOCANCEL
00007ff84004e8c0 (__DATA,__bss) non-external _usual
00007ff84004daf0 (__DATA,__bss) non-external _usual_extra
00007ff8002b3ffb (__TEXT,__text) external _utime
                 (undefined) external _utimes (from libsystem_kernel)
00007ff800299f35 (__TEXT,__text) external _uuid_clear
00007ff800299f41 (__TEXT,__text) external _uuid_compare
00007ff800299fda (__TEXT,__text) external _uuid_copy
00007ff80029a384 (__TEXT,__text) external _uuid_generate
00007ff80029a2f7 (__TEXT,__text) external _uuid_generate_random
00007ff800299ff0 (__TEXT,__text) external _uuid_generate_time
00007ff84004d710 (__DATA,__bss) non-external _uuid_generate_time.has_init
00007ff84004d708 (__DATA,__bss) non-external _uuid_generate_time.node_id
00007ff80029a38e (__TEXT,__text) external _uuid_is_null
00007ff80029a3ab (__TEXT,__text) external _uuid_pack
00007ff80029a3e9 (__TEXT,__text) external _uuid_parse
00007ff80029a513 (__TEXT,__text) external _uuid_unpack
00007ff80029a5ef (__TEXT,__text) external _uuid_unparse
00007ff80029a551 (__TEXT,__text) external _uuid_unparse_lower
00007ff80029a5a0 (__TEXT,__text) external _uuid_unparse_upper
00007ff84002de70 (__DATA_CONST,__const) non-external _validlist
00007ff8002c6ed2 (__TEXT,__text) external _vasprintf
00007ff8002c6eb3 (__TEXT,__text) external _vasprintf_l
00007ff800298f63 (__TEXT,__text) external _vasxprintf
00007ff8002999d6 (__TEXT,__text) external _vasxprintf_exec
00007ff8002c706e (__TEXT,__text) external _vdprintf
00007ff8002c7050 (__TEXT,__text) external _vdprintf_l
00007ff800298f7b (__TEXT,__text) external _vdxprintf
00007ff8002999f0 (__TEXT,__text) external _vdxprintf_exec
