00007ffb005712f2 (__TEXT,__text) non-external _DiToMD5
00007ffb0055e1e0 (__TEXT,__text) external __ZThn24_N24IOBufferMemoryDescriptor4initEv
00007ffb0055cfa8 (__TEXT,__text) external __ZThn24_N25IODataQueueDispatchSource4freeEv
00007ffb0055ce28 (__TEXT,__text) external __ZThn24_N25IODataQueueDispatchSource4initEv
00007ffb0055c2e8 (__TEXT,__text) external __ZThn24_N25IOInterruptDispatchSource4freeEv
00007ffb0055c268 (__TEXT,__text) external __ZThn24_N25IOInterruptDispatchSource4initEv
00007ffb0055c770 (__TEXT,__text) external __ZThn24_N35IOServiceNotificationDispatchSource4freeEv
00007ffb0055c718 (__TEXT,__text) external __ZThn24_N35IOServiceNotificationDispatchSource4initEv
00007ffb0055f918 (__TEXT,__text) external __ZThn24_N40IOServiceStateNotificationDispatchSource4freeEv
00007ffb0055f8ca (__TEXT,__text) external __ZThn24_N40IOServiceStateNotificationDispatchSource4initEv
00007ffb00565276 (__TEXT,__text) external __ZThn24_N5OSSet4initEv
00007ffb005657e2 (__TEXT,__text) external __ZThn24_N6OSData4freeEv
00007ffb00564d26 (__TEXT,__text) external __ZThn24_N7OSArray4freeEv
00007ffb0055fad2 (__TEXT,__text) external __ZThn24_N8IOThread4freeEv
00007ffb0055fa6a (__TEXT,__text) external __ZThn24_N8IOThread4initEv
00007ffb0055dcc2 (__TEXT,__text) external __ZThn24_N8OSAction4freeEv
00007ffb0055ef3a (__TEXT,__text) external __ZThn24_N8OSBundle4freeEv
00007ffb0055eec8 (__TEXT,__text) external __ZThn24_N8OSBundle4initEv
00007ffb00565b9a (__TEXT,__text) external __ZThn24_N8OSNumber4freeEv
00007ffb0055b5f4 (__TEXT,__text) external __ZThn24_N8OSObject4freeEv
00007ffb0055b5e2 (__TEXT,__text) external __ZThn24_N8OSObject4initEv
00007ffb0056238a (__TEXT,__text) external __ZThn24_N8OSString4freeEv
00007ffb0055f452 (__TEXT,__text) external __ZThn24_N9IOCommand4freeEv
00007ffb0055f3ee (__TEXT,__text) external __ZThn24_N9IOCommand4initEv
00007ffb0055e52c (__TEXT,__text) external __ZThn24_N9IOService4freeEv
00007ffb0055e474 (__TEXT,__text) external __ZThn24_N9IOService4initEv
00007ffb00565bf8 (__TEXT,__text) external __ZThn24_N9OSBoolean4freeEv
00007ffb0055f676 (__TEXT,__text) external __ZThn40_N13IOCommandPool10getCommandEb
00007ffb0055f4d8 (__TEXT,__text) external __ZThn40_N13IOCommandPool13initWithQueueEP15IODispatchQueue
00007ffb0055f6fc (__TEXT,__text) external __ZThn40_N13IOCommandPool13returnCommandEP9IOCommand
00007ffb0055f7ea (__TEXT,__text) external __ZThn40_N13IOCommandPool15gatedGetCommandEPP9IOCommandb
00007ffb0055f866 (__TEXT,__text) external __ZThn40_N13IOCommandPool18gatedReturnCommandEP9IOCommand
00007ffb00560810 (__TEXT,__text) external __ZThn40_N20IOExtensiblePaniclog11ClaimBufferEPyS0_
00007ffb00560854 (__TEXT,__text) external __ZThn40_N20IOExtensiblePaniclog11YieldBufferEj
00007ffb0055ebea (__TEXT,__text) external __ZThn48_N12IOUserClient14ExternalMethodEyP27IOUserClientMethodArgumentsPK26IOUserClientMethodDispatchP8OSObjectPv
00007ffb0056457c (__TEXT,__text) external __ZThn48_N12OSDictionary14ensureCapacityEj
00007ffb00564634 (__TEXT,__text) external __ZThn48_N12OSDictionary15flushCollectionEv
00007ffb00564c48 (__TEXT,__text) external __ZThn48_N7OSArray14ensureCapacityEj
00007ffb00564cd8 (__TEXT,__text) external __ZThn48_N7OSArray15flushCollectionEv
00007ffb0056445a (__TEXT,__text) external __ZThn48_NK12OSCollection14copyCollectionEP12OSDictionary
00007ffb0056446a (__TEXT,__text) external __ZThn48_NK12OSCollection14iterateObjectsEU13block_pointerFbP8OSObjectE
00007ffb00564566 (__TEXT,__text) external __ZThn48_NK12OSDictionary11getCapacityEv
00007ffb00564a90 (__TEXT,__text) external __ZThn48_NK12OSDictionary14iterateObjectsEU13block_pointerFbP8OSObjectE
00007ffb0056454a (__TEXT,__text) external __ZThn48_NK12OSDictionary8getCountEv
00007ffb00564c32 (__TEXT,__text) external __ZThn48_NK7OSArray11getCapacityEv
00007ffb00564ff2 (__TEXT,__text) external __ZThn48_NK7OSArray14iterateObjectsEU13block_pointerFbP8OSObjectE
00007ffb00564c16 (__TEXT,__text) external __ZThn48_NK7OSArray8getCountEv
00007ffb40dfcb40 (__DATA,__bss) non-external __ZZL13noChannelNamevE4name
00007ffb40dfcb48 (__DATA,__bss) non-external __ZZL13noChannelNamevE4once
00007ffb40dfbb00 (__DATA,__bss) non-external __ZZL18isFirstPartyDrivervE4once
00007ffb40dfbb08 (__DATA,__bss) non-external __ZZL18isFirstPartyDrivervE6result
                 (undefined) weak external __ZdlPv (from libc++)
                 (undefined) weak external __Znwm (from libc++)
00007ffb0055b45c (__TEXT,__text) non-external ___IOUserServerMain_block_invoke
00007ffb0055b4b6 (__TEXT,__text) non-external ___IOUserServerMain_block_invoke_2
00007ffb0055b509 (__TEXT,__text) non-external ___IOUserServerMain_block_invoke_3
00007ffb005825a5 (__TEXT,__text) non-external ___IOUserServerMain_block_invoke_3.cold.1
00007ffb005825c8 (__TEXT,__text) non-external ___IOUserServerMain_block_invoke_3.cold.2
00007ffb005631c0 (__TEXT,__text) non-external ___OSArrayApply_block_invoke
00007ffb00562858 (__TEXT,__text) non-external ___OSDictionaryApply_block_invoke
00007ffb0058300f (__TEXT,__text) non-external ___OSDictionaryApply_block_invoke.cold.1
00007ffb00583032 (__TEXT,__text) non-external ___OSDictionaryApply_block_invoke.cold.2
00007ffb005620cc (__TEXT,__text) non-external ___OSStringCreate_block_invoke
00007ffb00563d4e (__TEXT,__text) non-external ____Z16OSSerializeEntryP15OSSerializationS0_17OSCollectionEntry_block_invoke
00007ffb00563da9 (__TEXT,__text) non-external ____Z16OSSerializeEntryP15OSSerializationS0_17OSCollectionEntry_block_invoke_2
00007ffb0056439c (__TEXT,__text) non-external ____Z19OSObjectLogInternalP8OSObjectj_block_invoke
00007ffb005643f4 (__TEXT,__text) non-external ____Z19OSObjectLogInternalP8OSObjectj_block_invoke.39
00007ffb0056f1a0 (__TEXT,__text) non-external ____ZL13noChannelNamev_block_invoke
00007ffb00560d2e (__TEXT,__text) non-external ____ZL15OSCopyInObjectsP18IOUserServer_IVarsP16IORPCMessageMachP12IORPCMessageb_block_invoke
00007ffb00582d49 (__TEXT,__text) non-external ____ZL15OSCopyInObjectsP18IOUserServer_IVarsP16IORPCMessageMachP12IORPCMessageb_block_invoke.cold.1
00007ffb00558410 (__TEXT,__text) non-external ____ZL18isFirstPartyDriverv_block_invoke
00007ffb0056604e (__TEXT,__text) non-external ____ZL19OSArrayContainerizeP7OSArray_block_invoke
00007ffb00566147 (__TEXT,__text) non-external ____ZL20OSArrayInternalApplyP7OSArrayjU13block_pointerFbmP15OSSerialization17OSCollectionEntryE_block_invoke
00007ffb00565eb0 (__TEXT,__text) non-external ____ZL20OSDictionaryGetEntryP12OSDictionaryP8OSObjectPKcPm_block_invoke
00007ffb005834b5 (__TEXT,__text) non-external ____ZL20OSDictionaryGetEntryP12OSDictionaryP8OSObjectPKcPm_block_invoke.cold.1
00007ffb00566269 (__TEXT,__text) non-external ____ZL21OSArrayIterateObjectsP7OSArrayjU13block_pointerFbP8OSObjectE_block_invoke
00007ffb00565d40 (__TEXT,__text) non-external ____ZL24OSDictionaryContainerizeP12OSDictionary_block_invoke
00007ffb00565e7e (__TEXT,__text) non-external ____ZL25OSDictionaryInternalApplyP12OSDictionaryU13block_pointerFbmP15OSSerialization17OSCollectionEntryS3_E_block_invoke
00007ffb005661b7 (__TEXT,__text) non-external ____ZL26OSDictionaryIterateObjectsP12OSDictionaryU13block_pointerFbP8OSObjectS2_E_block_invoke
00007ffb00566198 (__TEXT,__text) non-external ____ZL27OSCollectionEntryArrayApplyP15OSSerialization17OSCollectionEntryU13block_pointerFbmS0_S1_E_block_invoke
00007ffb005612bd (__TEXT,__text) non-external ____ZL31IOInterruptDispatchSourceThreadPv_block_invoke
00007ffb0056616e (__TEXT,__text) non-external ____ZL32OSCollectionEntryDictionaryApplyP15OSSerialization17OSCollectionEntryU13block_pointerFbmS0_S1_S1_E_block_invoke
00007ffb00560d4d (__TEXT,__text) non-external ____ZL8LockTesti_block_invoke
00007ffb00560da2 (__TEXT,__text) non-external ____ZL8LockTesti_block_invoke.169
00007ffb00560e19 (__TEXT,__text) non-external ____ZL8LockTesti_block_invoke.171
00007ffb005711a3 (__TEXT,__text) non-external ____ZL8deepcopyP12OSDictionary_block_invoke
00007ffb0056e02d (__TEXT,__text) non-external ____ZN10IOReporter16updateAllReportsEP12OSCollectionP6OSDatajPjyyP18IOMemoryDescriptor_block_invoke
00007ffb0056dc71 (__TEXT,__text) non-external ____ZN10IOReporter19configureAllReportsEP12OSCollectionP6OSDatajPj_block_invoke
00007ffb00564875 (__TEXT,__text) non-external ____ZN12OSDictionary5mergeEPKS__block_invoke
00007ffb0055f638 (__TEXT,__text) non-external ____ZN13IOCommandPool10getCommandEb_block_invoke
00007ffb0055f6d9 (__TEXT,__text) non-external ____ZN13IOCommandPool13returnCommandEP9IOCommand_block_invoke
00007ffb00582ad3 (__TEXT,__text) non-external ____ZN13IOCommandPool13returnCommandEP9IOCommand_block_invoke.cold.1
00007ffb0055bce6 (__TEXT,__text) non-external ____ZN15IODispatchQueue14DispatchSync_fEPvPFvS0_E_block_invoke
00007ffb0055baea (__TEXT,__text) non-external ____ZN15IODispatchQueue15DispatchAsync_fEPvPFvS0_E_block_invoke
00007ffb0055bbef (__TEXT,__text) non-external ____ZN15IODispatchQueue20DispatchConcurrent_fEPvPFvS0_E_block_invoke
00007ffb0055b746 (__TEXT,__text) non-external ____ZN15IODispatchQueue6CancelEU13block_pointerFvvE_block_invoke
00007ffb0055c163 (__TEXT,__text) non-external ____ZN15IODispatchQueue9RunActionEU13block_pointerFivE_block_invoke
00007ffb00559d38 (__TEXT,__text) non-external ____ZN15OSMetaClassBase6InvokeE5IORPC_block_invoke
00007ffb0055d8c6 (__TEXT,__text) non-external ____ZN21IOTimerDispatchSource11Cancel_ImplEU13block_pointerFvvE_block_invoke
00007ffb0055d674 (__TEXT,__text) non-external ____ZN21IOTimerDispatchSource11Create_ImplEP15IODispatchQueuePPS__block_invoke
00007ffb0055d719 (__TEXT,__text) non-external ____ZN21IOTimerDispatchSource11Create_ImplEP15IODispatchQueuePPS__block_invoke_2
00007ffb0055da95 (__TEXT,__text) non-external ____ZN21IOTimerDispatchSource15WakeAtTime_ImplEyyy_block_invoke
00007ffb0055c5e7 (__TEXT,__text) non-external ____ZN25IOInterruptDispatchSource11Cancel_ImplEU13block_pointerFvvE_block_invoke
00007ffb0055c3bb (__TEXT,__text) non-external ____ZN25IOInterruptDispatchSource28SetEnableWithCompletion_ImplEbU13block_pointerFvvE_block_invoke
00007ffb0055c87e (__TEXT,__text) non-external ____ZN35IOServiceNotificationDispatchSource11Cancel_ImplEU13block_pointerFvvE_block_invoke
00007ffb0055c9b3 (__TEXT,__text) non-external ____ZN35IOServiceNotificationDispatchSource20DeliverNotificationsEU13block_pointerFvyP9IOServiceyE_block_invoke
00007ffb005827d5 (__TEXT,__text) non-external ____ZN35IOServiceNotificationDispatchSource20DeliverNotificationsEU13block_pointerFvyP9IOServiceyE_block_invoke.cold.1
00007ffb005827f8 (__TEXT,__text) non-external ____ZN35IOServiceNotificationDispatchSource20DeliverNotificationsEU13block_pointerFvyP9IOServiceyE_block_invoke.cold.2
00007ffb0055c7ff (__TEXT,__text) non-external ____ZN35IOServiceNotificationDispatchSource28SetEnableWithCompletion_ImplEbU13block_pointerFvvE_block_invoke
00007ffb0055fa25 (__TEXT,__text) non-external ____ZN40IOServiceStateNotificationDispatchSource11Cancel_ImplEU13block_pointerFvvE_block_invoke
00007ffb0055f9a6 (__TEXT,__text) non-external ____ZN40IOServiceStateNotificationDispatchSource28SetEnableWithCompletion_ImplEbU13block_pointerFvvE_block_invoke
00007ffb005652e8 (__TEXT,__text) non-external ____ZN5OSSet5mergeEPK7OSArray_block_invoke
00007ffb00564eba (__TEXT,__text) non-external ____ZN7OSArray5mergeEPKS__block_invoke
00007ffb0055dd5e (__TEXT,__text) non-external ____ZN8OSAction6CancelEU13block_pointerFvvE_block_invoke
00007ffb0056237c (__TEXT,__text) non-external ____ZN8OSString4freeEv_block_invoke
00007ffb0055e69e (__TEXT,__text) non-external ____ZN9IOService9Stop_ImplEPS__block_invoke
00007ffb00564a80 (__TEXT,__text) non-external ____ZNK12OSDictionary14iterateObjectsEU13block_pointerFbP8OSObjectE_block_invoke
00007ffb005649a9 (__TEXT,__text) non-external ____ZNK12OSDictionary9isEqualToEPKS_PK12OSCollection_block_invoke
00007ffb005648bf (__TEXT,__text) non-external ____ZNK12OSDictionary9isEqualToEPKS__block_invoke
00007ffb00565094 (__TEXT,__text) non-external ____ZNK7OSArray20getNextIndexOfObjectEPK15OSMetaClassBasej_block_invoke
00007ffb00564ef5 (__TEXT,__text) non-external ____ZNK7OSArray9isEqualToEPKS__block_invoke
                 (undefined) weak external ____chkstk_darwin (from libSystem)
00007ffb005817d3 (__TEXT,__text) external ___assert_rtn
00007ffb40020f50 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00007ffb40020f90 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00007ffb40021760 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00007ffb400224a0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00007ffb40022808 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00007ffb400224d0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.1
00007ffb40021200 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.103
00007ffb40021220 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.104
00007ffb40021240 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.105
00007ffb40021270 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.106
00007ffb400212a0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.108
00007ffb400212d0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.119
00007ffb400212f0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.133
00007ffb40021320 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.134
00007ffb40021340 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.136
00007ffb40021370 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.137
00007ffb40021660 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.149
00007ffb40021780 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.16
00007ffb400216a0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.167
00007ffb400216d0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.170
00007ffb40021700 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.172
00007ffb40021730 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.187
00007ffb400217a0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.22
00007ffb40022600 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.23
00007ffb400217d0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.24
00007ffb40021800 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.30
00007ffb40021820 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.31
00007ffb40021840 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.38
00007ffb40021870 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.42
00007ffb400218a0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.51
00007ffb400218d0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.52
00007ffb40021900 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.53
00007ffb40021930 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.54
00007ffb40021960 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.55
00007ffb40021990 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.56
00007ffb400219c0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.57
00007ffb400219f0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.58
00007ffb40022310 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.62
00007ffb40022330 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.64
00007ffb40022360 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.67
00007ffb40022390 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.69
00007ffb40020fc0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.70
00007ffb40020ff0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.71
00007ffb400223b0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.71
00007ffb40021020 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.72
00007ffb40021050 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.75
00007ffb400223e0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.75
00007ffb40022410 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.76
00007ffb40022440 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.78
00007ffb40022470 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.79
00007ffb40021080 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.82
00007ffb400210a0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.83
00007ffb400210c0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.84
00007ffb400210e0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.88
00007ffb40021110 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.89
00007ffb40021140 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.90
00007ffb40021170 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.91
00007ffb400211a0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.92
00007ffb400211d0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.94
00007ffb40020f70 (__DATA_CONST,__const) non-external ___block_literal_global
00007ffb40021680 (__DATA_CONST,__const) non-external ___block_literal_global
00007ffb40022620 (__DATA_CONST,__const) non-external ___block_literal_global
                 (undefined) external ___bzero (from libSystem)
00007ffb005584c0 (__TEXT,__text) non-external (was a private external) ___chkstk_darwin
00007ffb005584e0 (__TEXT,__text) non-external (was a private external) ___chkstk_darwin_llvm_probe
00007ffb0055b7ac (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32b
00007ffb0055c185 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32b40r
00007ffb00571223 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32c33_ZTS11OSSharedPtrI12OSDictionaryE
00007ffb0055daf7 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32r
00007ffb00559dc3 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32r40c28_ZTS11OSSharedPtrI8OSActionE
00007ffb0055b576 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32r40r
00007ffb0056dd47 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32r40r48r
00007ffb0056e12e (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32r40r48r56r64r
                 (undefined) external ___cxa_pure_virtual (from libc++)
00007ffb0055b7c3 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32b
00007ffb0055c1bd (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32b40r
00007ffb00571240 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32c33_ZTS11OSSharedPtrI12OSDictionaryE
00007ffb005648ac (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32r
00007ffb00559dfe (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32r40c28_ZTS11OSSharedPtrI8OSActionE
00007ffb0055b5ae (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32r40r
00007ffb0056dd91 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32r40r48r
00007ffb0056e19c (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32r40r48r56r64r
                 (undefined) external ___error (from libSystem)
                 (undefined) external ___memcpy_chk (from libSystem)
                 (undefined) external ___stack_chk_fail (from libSystem)
                 (undefined) external ___stack_chk_guard (from libSystem)
                 (undefined) external ___stderrp (from libSystem)
                 (undefined) external __dispatch_queue_attr_concurrent (from libSystem)
                 (undefined) external __dispatch_source_type_timer (from libSystem)
                 (undefined) external __dyld_get_image_header (from libSystem)
                 (undefined) external __dyld_get_image_name (from libSystem)
                 (undefined) external __dyld_image_count (from libSystem)
                 (undefined) external __os_log_default (from libSystem)
                 (undefined) external __os_log_impl (from libSystem)
                 (undefined) external _abort (from libSystem)
00007ffb005579d7 (__TEXT,__text) external _absolutetime_to_continuoustime
00007ffb005578b1 (__TEXT,__text) external _absolutetime_to_nanoseconds
00007ffb0058171b (__TEXT,__text) non-external _absolutetime_to_nanoseconds.cold.1
00007ffb0057196f (__TEXT,__text) external _aes_decrypt
00007ffb00571d43 (__TEXT,__text) external _aes_decrypt_aad_gcm
00007ffb005718c9 (__TEXT,__text) external _aes_decrypt_cbc
00007ffb00571dd6 (__TEXT,__text) external _aes_decrypt_finalize_gcm
00007ffb00571d8b (__TEXT,__text) external _aes_decrypt_gcm
00007ffb00571e4c (__TEXT,__text) external _aes_decrypt_get_ctx_size_gcm
00007ffb00571d10 (__TEXT,__text) external _aes_decrypt_inc_iv_gcm
00007ffb0057187b (__TEXT,__text) external _aes_decrypt_key
00007ffb00583ad4 (__TEXT,__text) non-external _aes_decrypt_key.cold.1
00007ffb00571998 (__TEXT,__text) external _aes_decrypt_key128
00007ffb005719bc (__TEXT,__text) external _aes_decrypt_key256
00007ffb00571bf6 (__TEXT,__text) external _aes_decrypt_key_gcm
00007ffb00571c3e (__TEXT,__text) external _aes_decrypt_key_with_iv_gcm
00007ffb00571ce0 (__TEXT,__text) external _aes_decrypt_reset_gcm
00007ffb00571c89 (__TEXT,__text) external _aes_decrypt_set_iv_gcm
00007ffb00571864 (__TEXT,__text) external _aes_encrypt
00007ffb00571b0c (__TEXT,__text) external _aes_encrypt_aad_gcm
00007ffb005717be (__TEXT,__text) external _aes_encrypt_cbc
00007ffb00571b9f (__TEXT,__text) external _aes_encrypt_finalize_gcm
00007ffb00571b54 (__TEXT,__text) external _aes_encrypt_gcm
00007ffb00571e2d (__TEXT,__text) external _aes_encrypt_get_ctx_size_gcm
00007ffb00571ad9 (__TEXT,__text) external _aes_encrypt_inc_iv_gcm
00007ffb00571770 (__TEXT,__text) external _aes_encrypt_key
00007ffb00583abb (__TEXT,__text) non-external _aes_encrypt_key.cold.1
00007ffb00571986 (__TEXT,__text) external _aes_encrypt_key128
00007ffb005719aa (__TEXT,__text) external _aes_encrypt_key256
00007ffb005719ce (__TEXT,__text) external _aes_encrypt_key_gcm
00007ffb00571a16 (__TEXT,__text) external _aes_encrypt_key_with_iv_gcm
00007ffb00571aa9 (__TEXT,__text) external _aes_encrypt_reset_gcm
00007ffb00571a61 (__TEXT,__text) external _aes_encrypt_set_iv_gcm
                 (undefined) external _arc4random_buf (from libSystem)
                 (undefined) external _calloc (from libSystem)
                 (undefined) external _ccaes_cbc_decrypt_mode (from libSystem)
                 (undefined) external _ccaes_cbc_encrypt_mode (from libSystem)
                 (undefined) external _ccaes_gcm_decrypt_mode (from libSystem)
                 (undefined) external _ccaes_gcm_encrypt_mode (from libSystem)
                 (undefined) external _cccbc_init (from libSystem)
                 (undefined) external _cccbc_set_iv (from libSystem)
                 (undefined) external _cccbc_update (from libSystem)
                 (undefined) external _ccdigest_init (from libSystem)
                 (undefined) external _ccdigest_update (from libSystem)
                 (undefined) external _ccgcm_aad (from libSystem)
                 (undefined) external _ccgcm_finalize (from libSystem)
                 (undefined) external _ccgcm_inc_iv (from libSystem)
                 (undefined) external _ccgcm_init (from libSystem)
                 (undefined) external _ccgcm_init_with_iv (from libSystem)
                 (undefined) external _ccgcm_reset (from libSystem)
                 (undefined) external _ccgcm_set_iv (from libSystem)
                 (undefined) external _ccgcm_update (from libSystem)
                 (undefined) external _ccmd5_di (from libSystem)
                 (undefined) external _ccsha1_di (from libSystem)
                 (undefined) external _ccsha256_di (from libSystem)
                 (undefined) external _ccsha384_di (from libSystem)
                 (undefined) external _ccsha512_di (from libSystem)
00007ffb00557901 (__TEXT,__text) external _clock_get_calendar_microtime
00007ffb00581761 (__TEXT,__text) non-external _clock_get_calendar_microtime.cold.1
00007ffb005578c6 (__TEXT,__text) external _clock_get_calendar_nanotime
00007ffb0058173e (__TEXT,__text) non-external _clock_get_calendar_nanotime.cold.1
00007ffb00557952 (__TEXT,__text) external _clock_get_system_nanotime
00007ffb00581784 (__TEXT,__text) non-external _clock_get_system_nanotime.cold.1
                 (undefined) external _clock_gettime (from libSystem)
                 (undefined) external _clock_gettime_nsec_np (from libSystem)
00007ffb00557990 (__TEXT,__text) external _clock_interval_to_deadline
                 (undefined) external _close (from libSystem)
00007ffb005579be (__TEXT,__text) external _continuoustime_to_absolutetime
00007ffb00556df2 (__TEXT,__text) external _crc32
                 (undefined) external _csops (from libSystem)
                 (undefined) external _csr_check (from libSystem)
                 (undefined) external _dispatch_activate (from libSystem)
                 (undefined) external _dispatch_async (from libSystem)
                 (undefined) external _dispatch_async_f (from libSystem)
                 (undefined) external _dispatch_get_specific (from libSystem)
                 (undefined) external _dispatch_group_async (from libSystem)
                 (undefined) external _dispatch_group_create (from libSystem)
                 (undefined) external _dispatch_group_wait (from libSystem)
                 (undefined) external _dispatch_mach_cancel (from libSystem)
                 (undefined) external _dispatch_mach_connect (from libSystem)
                 (undefined) external _dispatch_mach_create_f (from libSystem)
                 (undefined) external _dispatch_mach_msg_get_msg (from libSystem)
                 (undefined) external _dispatch_main (from libSystem)
                 (undefined) external _dispatch_once (from libSystem)
                 (undefined) external _dispatch_queue_create (from libSystem)
                 (undefined) external _dispatch_queue_create_with_target$V2 (from libSystem)
                 (undefined) external _dispatch_queue_get_label (from libSystem)
                 (undefined) external _dispatch_queue_set_specific (from libSystem)
                 (undefined) external _dispatch_release (from libSystem)
                 (undefined) external _dispatch_resume (from libSystem)
                 (undefined) external _dispatch_source_cancel (from libSystem)
                 (undefined) external _dispatch_source_create (from libSystem)
                 (undefined) external _dispatch_source_set_cancel_handler (from libSystem)
                 (undefined) external _dispatch_source_set_event_handler (from libSystem)
                 (undefined) external _dispatch_source_set_timer (from libSystem)
                 (undefined) external _dispatch_sync (from libSystem)
                 (undefined) external _dispatch_workloop_create_inactive (from libSystem)
                 (undefined) external _dispatch_workloop_set_scheduler_priority (from libSystem)
                 (undefined) external _dladdr (from libSystem)
                 (undefined) external _dlclose (from libSystem)
                 (undefined) external _dlerror (from libSystem)
                 (undefined) external _dlopen (from libSystem)
                 (undefined) external _dyld_get_program_sdk_version (from libSystem)
                 (undefined) external _exit (from libSystem)
                 (undefined) external _fprintf (from libSystem)
                 (undefined) external _free (from libSystem)
                 (undefined) external _fstat$INODE64 (from libSystem)
00007ffb40dfb250 (__DATA,__crash_info) non-external (was a private external) _gCRAnnotations
00007ffb40dfb5a0 (__DATA,__common) external _gIOBufferMemoryDescriptorMetaClass
00007ffb400261d0 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOBufferMemoryDescriptor_Declaration
00007ffb40dfb5a8 (__DATA,__common) external _gIOCommandMetaClass
00007ffb40dfb5b0 (__DATA,__common) external _gIOCommandPoolMetaClass
00007ffb400261e0 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOCommandPool_Declaration
00007ffb400261d8 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOCommand_Declaration
