000000020ccdbd60 (__DATA,__data) non-external _.compoundliteral
00000001e1c12184 (__TEXT,__text) non-external (was a private external) _glpUndeterminedCallNodeSetCallee
00000001e1bb781c (__TEXT,__text) non-external (was a private external) _glpUnlockPoolAllocator
00000001e1c4310c (__TEXT,__text) non-external (was a private external) _glpUpdateExtensionBehavior
00000001e1bfa53c (__TEXT,__text) non-external (was a private external) _glpValidateSwizzle
00000001e1c0b228 (__TEXT,__text) non-external (was a private external) _glpValueGetAsSize
00000001e1c0b1c4 (__TEXT,__text) non-external (was a private external) _glpValueIsUsableAsSize
00000001e1c13a38 (__TEXT,__text) non-external (was a private external) _glpVariableDeclarationGroupNodeAddDeclaration
00000001e1c139f8 (__TEXT,__text) non-external (was a private external) _glpVariableDeclarationGroupNodeGetBaseType
00000001e1c13a18 (__TEXT,__text) non-external (was a private external) _glpVariableDeclarationGroupNodeGetDeclaration
00000001e1c13a10 (__TEXT,__text) non-external (was a private external) _glpVariableDeclarationGroupNodeGetDeclarationCount
00000001e1c13a40 (__TEXT,__text) non-external (was a private external) _glpVariableDeclarationGroupNodeInsertDeclaration
00000001e1c13a04 (__TEXT,__text) non-external (was a private external) _glpVariableDeclarationGroupNodeSetBaseType
00000001e1c13a28 (__TEXT,__text) non-external (was a private external) _glpVariableDeclarationGroupNodeSetDeclaration
00000001e1c13930 (__TEXT,__text) non-external (was a private external) _glpVariableDeclarationNodeGetExtra
00000001e1c13958 (__TEXT,__text) non-external (was a private external) _glpVariableDeclarationNodeGetInitializer
00000001e1c13928 (__TEXT,__text) non-external (was a private external) _glpVariableDeclarationNodeGetIsFromSource
00000001e1c13914 (__TEXT,__text) non-external (was a private external) _glpVariableDeclarationNodeGetName
00000001e1c13940 (__TEXT,__text) non-external (was a private external) _glpVariableDeclarationNodeGetType
00000001e1c13938 (__TEXT,__text) non-external (was a private external) _glpVariableDeclarationNodeSetExtra
00000001e1c13964 (__TEXT,__text) non-external (was a private external) _glpVariableDeclarationNodeSetInitializer
00000001e1c13920 (__TEXT,__text) non-external (was a private external) _glpVariableDeclarationNodeSetName
00000001e1c1394c (__TEXT,__text) non-external (was a private external) _glpVariableDeclarationNodeSetType
00000001e1c11e00 (__TEXT,__text) non-external (was a private external) _glpVariableIdentifierNodeGetName
00000001e1be0d68 (__TEXT,__text) non-external (was a private external) _glpVariableObjectExtendImplicitArraySize
00000001e1be0bb4 (__TEXT,__text) non-external (was a private external) _glpVariableObjectGetABI
00000001e1be0c84 (__TEXT,__text) non-external (was a private external) _glpVariableObjectValidateImplicitArraySize
00000001e1c30d2c (__TEXT,__text) non-external _glpVecFromValue
00000001e1c729fc (__TEXT,__text) external _glpVertexStateToPPStream
00000001e1c62bc4 (__TEXT,__text) non-external _glpWriteClampSat
00000001e1c62c5c (__TEXT,__text) non-external _glpWriteDestinationOperand
00000001e1c660f8 (__TEXT,__text) non-external _glpWriteOperandSize
00000001e1c13304 (__TEXT,__text) non-external (was a private external) _glpWriteOutputNodeGetExtra
00000001e1c1330c (__TEXT,__text) non-external (was a private external) _glpWriteOutputNodeSetExtra
00000001e1c6259c (__TEXT,__text) non-external _glpWriteSizeType
00000001e1c66040 (__TEXT,__text) non-external _glpWriteSizeTypePrecision
00000001e1c6264c (__TEXT,__text) non-external _glpWriteSourceOperand
00000001e1bffd6c (__TEXT,__text) non-external (was a private external) _glp_serialized_integer32_control
00000001e1bffcf4 (__TEXT,__text) non-external (was a private external) _glp_serialized_integer64_control
00000001e1b470e4 (__TEXT,__text) non-external (was a private external) _glp_strtod
00000001e1bb4150 (__TEXT,__text) external _glsmAllocateTextureLevels
00000001e1bb4264 (__TEXT,__text) external _glsmCleanTextureGeometry
00000001e1bb507c (__TEXT,__text) external _glsmCreateBuffer
00000001e1bb4f28 (__TEXT,__text) external _glsmCreateSampler
00000001e1bb40e0 (__TEXT,__text) external _glsmCreateTexture
00000001e1bb50c4 (__TEXT,__text) external _glsmDestroyBuffer
00000001e1bb4f74 (__TEXT,__text) external _glsmDestroySampler
00000001e1bb4218 (__TEXT,__text) external _glsmDestroyTexture
00000001e1bb4190 (__TEXT,__text) external _glsmFreeTextureLevelBuffers
00000001e1bb4790 (__TEXT,__text) external _glsmLoadTextureLevelBuffer
00000001e1bb4d14 (__TEXT,__text) external _glsmLoadTextureStructure
00000001e1bb4558 (__TEXT,__text) non-external _glsmResetTextureLevel
00000001e1bb4f78 (__TEXT,__text) external _glsmUpdateTexImageDataInPPStream
00000001e1b4789c (__TEXT,__text) non-external (was a private external) _glvmCPGetAttributeCode
00000001e1b4a4d8 (__TEXT,__text) external _glvmCalculateSurfaceTextureBase
00000001e1b7151c (__TEXT,__text) non-external (was a private external) _glvmChooseArgTypeConversion
00000001e1b71768 (__TEXT,__text) non-external (was a private external) _glvmChooseDestTypeConversion
00000001e1baff94 (__TEXT,__text) external _glvmCopyAttributes
00000001e1b478bc (__TEXT,__text) non-external (was a private external) _glvmEPGetAttributeCode
00000001e1b4793c (__TEXT,__text) non-external (was a private external) _glvmFPGetAttributeCode
00000001e1b478dc (__TEXT,__text) non-external (was a private external) _glvmGPGetAttributeCode
00000001e1b479f8 (__TEXT,__text) external _glvmGetConstants
00000001e1b8df48 (__TEXT,__text) non-external (was a private external) _glvmGetDestOffsetCount
00000001e1b473ac (__TEXT,__text) non-external (was a private external) _glvmGetGlobalParameterOffset
00000001e1b8e530 (__TEXT,__text) non-external (was a private external) _glvmGetOperationSpec
00000001e1b4781c (__TEXT,__text) non-external (was a private external) _glvmGetResultCode
00000001e1b8d634 (__TEXT,__text) non-external (was a private external) _glvmGetSourceOffsetStride
00000001e1ba68fc (__TEXT,__text) external _glvmInterpretCPTransformPatch
00000001e1ba473c (__TEXT,__text) non-external (was a private external) _glvmInterpretCPTransformPatchInner
00000001e1ba9604 (__TEXT,__text) external _glvmInterpretEPTransformPatch
00000001e1ba6f84 (__TEXT,__text) non-external (was a private external) _glvmInterpretEPTransformPatchInner
00000001e1bb2c0c (__TEXT,__text) external _glvmInterpretFPTransformFour
00000001e1bb0204 (__TEXT,__text) non-external (was a private external) _glvmInterpretFPTransformFourInner
00000001e1bad5e0 (__TEXT,__text) external _glvmInterpretGPTransformPrimitive
00000001e1baaaa8 (__TEXT,__text) non-external (was a private external) _glvmInterpretGPTransformPrimitiveInner
00000001e1ba4044 (__TEXT,__text) external _glvmInterpretVPTransformFour
00000001e1ba1464 (__TEXT,__text) non-external (was a private external) _glvmInterpretVPTransformFourInner
00000001e1b77184 (__TEXT,__text) non-external (was a private external) _glvmLoadDestTemp
00000001e1b7338c (__TEXT,__text) non-external (was a private external) _glvmLoadSourceAddress
00000001e1b804ec (__TEXT,__text) non-external (was a private external) _glvmLoadSourceAttribCP
00000001e1b84a08 (__TEXT,__text) non-external (was a private external) _glvmLoadSourceAttribEP
00000001e1b88bf0 (__TEXT,__text) non-external (was a private external) _glvmLoadSourceAttribFP
00000001e1b87bdc (__TEXT,__text) non-external (was a private external) _glvmLoadSourceAttribGP
00000001e1b7d5d4 (__TEXT,__text) non-external (was a private external) _glvmLoadSourceAttribVP
00000001e1b73e70 (__TEXT,__text) non-external (was a private external) _glvmLoadSourceParam
00000001e1b71920 (__TEXT,__text) non-external (was a private external) _glvmLoadSourceTemp
00000001e1c30fe8 (__TEXT,__text) non-external _glvmOp
00000001e1b90668 (__TEXT,__text) non-external (was a private external) _glvmOperationABS
00000001e1b9d4b0 (__TEXT,__text) non-external (was a private external) _glvmOperationACOSH
00000001e1b90808 (__TEXT,__text) non-external (was a private external) _glvmOperationACS
00000001e1b940cc (__TEXT,__text) non-external (was a private external) _glvmOperationADD
00000001e1b90968 (__TEXT,__text) non-external (was a private external) _glvmOperationALL
00000001e1b9cbd4 (__TEXT,__text) non-external (was a private external) _glvmOperationAND
00000001e1b94218 (__TEXT,__text) non-external (was a private external) _glvmOperationANL
00000001e1b90b38 (__TEXT,__text) non-external (was a private external) _glvmOperationANY
00000001e1b9060c (__TEXT,__text) non-external (was a private external) _glvmOperationARA
00000001e1b905e4 (__TEXT,__text) non-external (was a private external) _glvmOperationARL
00000001e1b90608 (__TEXT,__text) non-external (was a private external) _glvmOperationARR
00000001e1b9d380 (__TEXT,__text) non-external (was a private external) _glvmOperationASINH
00000001e1b90d08 (__TEXT,__text) non-external (was a private external) _glvmOperationASN
00000001e1b9d5e0 (__TEXT,__text) non-external (was a private external) _glvmOperationATANH
00000001e1b90e40 (__TEXT,__text) non-external (was a private external) _glvmOperationATN
00000001e1b9425c (__TEXT,__text) non-external (was a private external) _glvmOperationATN2
00000001e1b8fa44 (__TEXT,__text) non-external (was a private external) _glvmOperationATN_Core
00000001e1b9b648 (__TEXT,__text) non-external (was a private external) _glvmOperationBDL
00000001e1b9f790 (__TEXT,__text) non-external (was a private external) _glvmOperationBITCOUNT
00000001e1b9f3cc (__TEXT,__text) non-external (was a private external) _glvmOperationBITFIELD_REVERSE
00000001e1b90e4c (__TEXT,__text) non-external (was a private external) _glvmOperationCEI
00000001e1b988fc (__TEXT,__text) non-external (was a private external) _glvmOperationCLM
00000001e1b9888c (__TEXT,__text) non-external (was a private external) _glvmOperationCMP
00000001e1b9cfbc (__TEXT,__text) non-external (was a private external) _glvmOperationCOMP
00000001e1b90fc0 (__TEXT,__text) non-external (was a private external) _glvmOperationCOS
00000001e1b9d120 (__TEXT,__text) non-external (was a private external) _glvmOperationCOSH
00000001e1bad888 (__TEXT,__text) non-external (was a private external) _glvmOperationCopyAttributes
00000001e1b94040 (__TEXT,__text) non-external (was a private external) _glvmOperationDDX
00000001e1b9406c (__TEXT,__text) non-external (was a private external) _glvmOperationDDY
00000001e1b9104c (__TEXT,__text) non-external (was a private external) _glvmOperationDEG
00000001e1b95090 (__TEXT,__text) non-external (was a private external) _glvmOperationDISTANCE
00000001e1b943fc (__TEXT,__text) non-external (was a private external) _glvmOperationDIV
00000001e1b94764 (__TEXT,__text) non-external (was a private external) _glvmOperationDOT
00000001e1b94b34 (__TEXT,__text) non-external (was a private external) _glvmOperationDP3
00000001e1b94d54 (__TEXT,__text) non-external (was a private external) _glvmOperationDP4
00000001e1b94f24 (__TEXT,__text) non-external (was a private external) _glvmOperationDPH
00000001e1b9a6d0 (__TEXT,__text) non-external (was a private external) _glvmOperationDSL
00000001e1b94fe8 (__TEXT,__text) non-external (was a private external) _glvmOperationDST
00000001e1ba4538 (__TEXT,__text) non-external (was a private external) _glvmOperationDispatchCP
00000001e1ba6d80 (__TEXT,__text) non-external (was a private external) _glvmOperationDispatchEP
00000001e1baffa8 (__TEXT,__text) non-external (was a private external) _glvmOperationDispatchFP
00000001e1baa8a4 (__TEXT,__text) non-external (was a private external) _glvmOperationDispatchGP
00000001e1ba1200 (__TEXT,__text) non-external (was a private external) _glvmOperationDispatchVP
00000001e1baa16c (__TEXT,__text) non-external (was a private external) _glvmOperationENDSTREAMPRIMITIVE
00000001e1baa62c (__TEXT,__text) non-external (was a private external) _glvmOperationENDSTREAMPRIMITIVES
00000001e1baa3c8 (__TEXT,__text) non-external (was a private external) _glvmOperationENDSTREAMPRIMITIVEWithMask
00000001e1b9108c (__TEXT,__text) non-external (was a private external) _glvmOperationEX2
00000001e1b8f1a8 (__TEXT,__text) non-external (was a private external) _glvmOperationEX2_Core
00000001e1b911f0 (__TEXT,__text) non-external (was a private external) _glvmOperationEXP
00000001e1b911f8 (__TEXT,__text) non-external (was a private external) _glvmOperationEXPE
00000001e1b9dc9c (__TEXT,__text) non-external (was a private external) _glvmOperationEXTRACT_EXPONENT
00000001e1b9d9c8 (__TEXT,__text) non-external (was a private external) _glvmOperationEXTRACT_SIGNIFICAND
00000001e1b99070 (__TEXT,__text) non-external (was a private external) _glvmOperationFFW
00000001e1b9fa54 (__TEXT,__text) non-external (was a private external) _glvmOperationFIND_LSB
00000001e1b9fd18 (__TEXT,__text) non-external (was a private external) _glvmOperationFIND_MSB
00000001e1b913b4 (__TEXT,__text) non-external (was a private external) _glvmOperationFLR
00000001e1b8f068 (__TEXT,__text) non-external (was a private external) _glvmOperationFLR_CEI_Core
00000001e1b91528 (__TEXT,__text) non-external (was a private external) _glvmOperationFRC
00000001e1b9d9a4 (__TEXT,__text) non-external (was a private external) _glvmOperationFROM_BITS
00000001e1b6c13c (__TEXT,__text) non-external (was a private external) _glvmOperationFUNCSTART
00000001e1b94098 (__TEXT,__text) non-external (was a private external) _glvmOperationFWD
00000001e1ba0034 (__TEXT,__text) non-external (was a private external) _glvmOperationINTERPOLATE_AT_CENTROID
00000001e1ba0058 (__TEXT,__text) non-external (was a private external) _glvmOperationINTERPOLATE_AT_OFFSET
00000001e1ba01bc (__TEXT,__text) non-external (was a private external) _glvmOperationINTERPOLATE_AT_SAMPLE
00000001e1b9352c (__TEXT,__text) non-external (was a private external) _glvmOperationINVERSESQRT
00000001e1b9d710 (__TEXT,__text) non-external (was a private external) _glvmOperationISINF
00000001e1b9d804 (__TEXT,__text) non-external (was a private external) _glvmOperationISNAN
00000001e1b6c144 (__TEXT,__text) non-external (was a private external) _glvmOperationInitMasksForNested
00000001e1b6c178 (__TEXT,__text) non-external (was a private external) _glvmOperationInitSub
00000001e1b9df18 (__TEXT,__text) non-external (was a private external) _glvmOperationLDEXP
00000001e1b91890 (__TEXT,__text) non-external (was a private external) _glvmOperationLEN
00000001e1b91d4c (__TEXT,__text) non-external (was a private external) _glvmOperationLG2
00000001e1b8f518 (__TEXT,__text) non-external (was a private external) _glvmOperationLG2_Core
00000001e1b91eac (__TEXT,__text) non-external (was a private external) _glvmOperationLIT
00000001e1b9b70c (__TEXT,__text) non-external (was a private external) _glvmOperationLOAD
00000001e1b92070 (__TEXT,__text) non-external (was a private external) _glvmOperationLOG
00000001e1b92080 (__TEXT,__text) non-external (was a private external) _glvmOperationLOGE
00000001e1b99520 (__TEXT,__text) non-external (was a private external) _glvmOperationLRP
00000001e1b99810 (__TEXT,__text) non-external (was a private external) _glvmOperationMAD
00000001e1b95548 (__TEXT,__text) non-external (was a private external) _glvmOperationMAX
00000001e1b95ae8 (__TEXT,__text) non-external (was a private external) _glvmOperationMIN
00000001e1b96088 (__TEXT,__text) non-external (was a private external) _glvmOperationMLC
00000001e1b9608c (__TEXT,__text) non-external (was a private external) _glvmOperationMOD
00000001e1b92204 (__TEXT,__text) non-external (was a private external) _glvmOperationMOV
00000001e1b96814 (__TEXT,__text) non-external (was a private external) _glvmOperationMUL
00000001e1b9f250 (__TEXT,__text) non-external (was a private external) _glvmOperationMUL_HB
00000001e1b92274 (__TEXT,__text) non-external (was a private external) _glvmOperationNOT
00000001e1b922a8 (__TEXT,__text) non-external (was a private external) _glvmOperationNRM
00000001e1b92744 (__TEXT,__text) non-external (was a private external) _glvmOperationNSE
00000001e1b9cc18 (__TEXT,__text) non-external (was a private external) _glvmOperationOR
00000001e1b96960 (__TEXT,__text) non-external (was a private external) _glvmOperationORL
00000001e1b9e3c0 (__TEXT,__text) non-external (was a private external) _glvmOperationPK2H
00000001e1b9e1e4 (__TEXT,__text) non-external (was a private external) _glvmOperationPK2US
00000001e1b9f208 (__TEXT,__text) non-external (was a private external) _glvmOperationPK2W
00000001e1b9eb84 (__TEXT,__text) non-external (was a private external) _glvmOperationPK4B
00000001e1b9ef10 (__TEXT,__text) non-external (was a private external) _glvmOperationPK4UB
00000001e1b969a4 (__TEXT,__text) non-external (was a private external) _glvmOperationPOW
00000001e1b9343c (__TEXT,__text) non-external (was a private external) _glvmOperationRAD
00000001e1b9347c (__TEXT,__text) non-external (was a private external) _glvmOperationRCC
00000001e1b93480 (__TEXT,__text) non-external (was a private external) _glvmOperationRCP
00000001e1b6c140 (__TEXT,__text) non-external (was a private external) _glvmOperationRET
00000001e1b96bc0 (__TEXT,__text) non-external (was a private external) _glvmOperationRFL
00000001e1b9990c (__TEXT,__text) non-external (was a private external) _glvmOperationRFR
00000001e1b9bc04 (__TEXT,__text) non-external (was a private external) _glvmOperationROUND
00000001e1b9be4c (__TEXT,__text) non-external (was a private external) _glvmOperationROUNDEVEN
00000001e1b934b8 (__TEXT,__text) non-external (was a private external) _glvmOperationRSQ
00000001e1b9058c (__TEXT,__text) non-external (was a private external) _glvmOperationSAT
00000001e1b93fb8 (__TEXT,__text) non-external (was a private external) _glvmOperationSCS
00000001e1b9706c (__TEXT,__text) non-external (was a private external) _glvmOperationSEL
00000001e1b97134 (__TEXT,__text) non-external (was a private external) _glvmOperationSEQ
00000001e1b975a8 (__TEXT,__text) non-external (was a private external) _glvmOperationSFL
00000001e1b975c0 (__TEXT,__text) non-external (was a private external) _glvmOperationSGE
00000001e1b97840 (__TEXT,__text) non-external (was a private external) _glvmOperationSGT
00000001e1b9cca0 (__TEXT,__text) non-external (was a private external) _glvmOperationSHL
00000001e1b9cda4 (__TEXT,__text) non-external (was a private external) _glvmOperationSHR
00000001e1b93704 (__TEXT,__text) non-external (was a private external) _glvmOperationSIN
00000001e1b9cff0 (__TEXT,__text) non-external (was a private external) _glvmOperationSINH
00000001e1b8f6f0 (__TEXT,__text) non-external (was a private external) _glvmOperationSIN_Core
00000001e1b97ac0 (__TEXT,__text) non-external (was a private external) _glvmOperationSLE
00000001e1b97d40 (__TEXT,__text) non-external (was a private external) _glvmOperationSLT
00000001e1b9a39c (__TEXT,__text) non-external (was a private external) _glvmOperationSMS
00000001e1b97fc0 (__TEXT,__text) non-external (was a private external) _glvmOperationSNE
00000001e1b93708 (__TEXT,__text) non-external (was a private external) _glvmOperationSQT
00000001e1b93880 (__TEXT,__text) non-external (was a private external) _glvmOperationSSG
00000001e1ba6bb8 (__TEXT,__text) non-external (was a private external) _glvmOperationSTOREWithMaskEP
00000001e1ba98e8 (__TEXT,__text) non-external (was a private external) _glvmOperationSTOREWithMaskGP
00000001e1ba02f8 (__TEXT,__text) non-external (was a private external) _glvmOperationSTOREWithMaskVP
00000001e1b98438 (__TEXT,__text) non-external (was a private external) _glvmOperationSTR
00000001e1b98450 (__TEXT,__text) non-external (was a private external) _glvmOperationSUB
00000001e1b9a778 (__TEXT,__text) non-external (was a private external) _glvmOperationSWZ
00000001e1badab8 (__TEXT,__text) non-external (was a private external) _glvmOperationStackPreload
00000001e1b93bf0 (__TEXT,__text) non-external (was a private external) _glvmOperationTAN
00000001e1b9d250 (__TEXT,__text) non-external (was a private external) _glvmOperationTANH
00000001e1b6bfb0 (__TEXT,__text) non-external (was a private external) _glvmOperationTARGBRA
00000001e1b6bd60 (__TEXT,__text) non-external (was a private external) _glvmOperationTARGBRK
00000001e1b6be88 (__TEXT,__text) non-external (was a private external) _glvmOperationTARGCONT
00000001e1b9d980 (__TEXT,__text) non-external (was a private external) _glvmOperationTO_BITS
00000001e1b9c98c (__TEXT,__text) non-external (was a private external) _glvmOperationTRUNCATE
00000001e1b9e800 (__TEXT,__text) non-external (was a private external) _glvmOperationUP2H
00000001e1b9e320 (__TEXT,__text) non-external (was a private external) _glvmOperationUP2US
00000001e1b9f22c (__TEXT,__text) non-external (was a private external) _glvmOperationUP2W
00000001e1b9ed7c (__TEXT,__text) non-external (was a private external) _glvmOperationUP4B
00000001e1b9f108 (__TEXT,__text) non-external (was a private external) _glvmOperationUP4UB
00000001e1b9cc5c (__TEXT,__text) non-external (was a private external) _glvmOperationXOR
00000001e1b9859c (__TEXT,__text) non-external (was a private external) _glvmOperationXPD
00000001e1b98848 (__TEXT,__text) non-external (was a private external) _glvmOperationXRL
00000001e1b90610 (__TEXT,__text) non-external (was a private external) _glvmOperationZERO
00000001e1b8fbf8 (__TEXT,__text) non-external (was a private external) _glvmOperationsNoise2D
00000001e1b8fd78 (__TEXT,__text) non-external (was a private external) _glvmOperationsNoise3D
00000001e1b90018 (__TEXT,__text) non-external (was a private external) _glvmOperationsNoise4D
00000001e1b6bea8 (__TEXT,__text) non-external (was a private external) _glvmPredicateBRA
00000001e1b6bc58 (__TEXT,__text) non-external (was a private external) _glvmPredicateBRK
00000001e1b6c050 (__TEXT,__text) non-external (was a private external) _glvmPredicateCASE
00000001e1b6bd80 (__TEXT,__text) non-external (was a private external) _glvmPredicateCONT
00000001e1b6c108 (__TEXT,__text) non-external (was a private external) _glvmPredicateDEFAULT
00000001e1b6bbc8 (__TEXT,__text) non-external (was a private external) _glvmPredicateELSE
00000001e1b6bbec (__TEXT,__text) non-external (was a private external) _glvmPredicateENDIF
00000001e1b6bfe8 (__TEXT,__text) non-external (was a private external) _glvmPredicateENDSWITCH
00000001e1b6bc3c (__TEXT,__text) non-external (was a private external) _glvmPredicateENDWHILE
00000001e1b6bb34 (__TEXT,__text) non-external (was a private external) _glvmPredicateIF
00000001e1b6bfd0 (__TEXT,__text) non-external (was a private external) _glvmPredicateSWITCH
00000001e1b6bc34 (__TEXT,__text) non-external (was a private external) _glvmPredicateWHILE
00000001e1baf7c8 (__TEXT,__text) external _glvmPreloadFPTransformFour
00000001e1badc20 (__TEXT,__text) non-external (was a private external) _glvmPreloadPositionAttrib
00000001e1badd14 (__TEXT,__text) non-external (was a private external) _glvmPreloadSourceAttribs
00000001e1b6c82c (__TEXT,__text) non-external (was a private external) _glvmRasterOpAlphaTest
00000001e1b6e90c (__TEXT,__text) non-external (was a private external) _glvmRasterOpBlend
00000001e1b6c184 (__TEXT,__text) non-external (was a private external) _glvmRasterOpDepthBoundsTest
00000001e1b6c944 (__TEXT,__text) non-external (was a private external) _glvmRasterOpDepthStencilTest
00000001e1b6e39c (__TEXT,__text) non-external (was a private external) _glvmRasterOpFragmentCount
00000001e1b6feb0 (__TEXT,__text) non-external (was a private external) _glvmRasterOpLogicOp
00000001e1b6fffc (__TEXT,__text) non-external (was a private external) _glvmRasterOpMask
00000001e1b6c470 (__TEXT,__text) non-external (was a private external) _glvmRasterOpMultisampleAlphaCoverage
00000001e1b6c5ac (__TEXT,__text) non-external (was a private external) _glvmRasterOpMultisampleAlphaOne
00000001e1b6c5f4 (__TEXT,__text) non-external (was a private external) _glvmRasterOpMultisampleCoverageMask
00000001e1b6c778 (__TEXT,__text) non-external (was a private external) _glvmRasterOpMultisampleSampleMask
00000001e1b6e3d8 (__TEXT,__text) non-external (was a private external) _glvmRasterOpPack
00000001e1b70330 (__TEXT,__text) non-external (was a private external) _glvmRasterOpRead
00000001e1b70500 (__TEXT,__text) non-external (was a private external) _glvmRasterOpWrite
00000001e1b707b0 (__TEXT,__text) non-external (was a private external) _glvmRasterOpWriteFallback
00000001e1b6b118 (__TEXT,__text) non-external (was a private external) _glvmSamplerFetch
00000001e1b6afbc (__TEXT,__text) non-external (was a private external) _glvmSamplerInvalid
00000001e1b4b4e8 (__TEXT,__text) non-external (was a private external) _glvmSamplerLoadTexels
00000001e1b50f3c (__TEXT,__text) non-external (was a private external) _glvmSamplerQueryLOD
00000001e1b52244 (__TEXT,__text) non-external (was a private external) _glvmSamplerSample
00000001e1b6b008 (__TEXT,__text) non-external (was a private external) _glvmSamplerSize
00000001e1ba3f70 (__TEXT,__text) non-external _glvmSetSourceIndirectLimits
00000001e1ba6828 (__TEXT,__text) non-external _glvmSetSourceIndirectLimits
00000001e1ba9530 (__TEXT,__text) non-external _glvmSetSourceIndirectLimits
00000001e1bad50c (__TEXT,__text) non-external _glvmSetSourceIndirectLimits
00000001e1bb2b38 (__TEXT,__text) non-external _glvmSetSourceIndirectLimits
00000001e1b49808 (__TEXT,__text) external _glvmSetTextureFormat
00000001e1b712b4 (__TEXT,__text) non-external (was a private external) _glvmSourceNegateCF
00000001e1b79c3c (__TEXT,__text) non-external (was a private external) _glvmStoreDestAddress
00000001e1b7cd68 (__TEXT,__text) non-external (was a private external) _glvmStoreDestAddressWithMask
00000001e1b825c0 (__TEXT,__text) non-external (was a private external) _glvmStoreDestOutputCP
00000001e1b86404 (__TEXT,__text) non-external (was a private external) _glvmStoreDestOutputEP
00000001e1b8ac10 (__TEXT,__text) non-external (was a private external) _glvmStoreDestOutputFP
00000001e1b881c0 (__TEXT,__text) non-external (was a private external) _glvmStoreDestOutputGP
00000001e1b7e5e8 (__TEXT,__text) non-external (was a private external) _glvmStoreDestOutputVP
00000001e1b837e0 (__TEXT,__text) non-external (was a private external) _glvmStoreDestOutputWithMaskCP
00000001e1b86ff0 (__TEXT,__text) non-external (was a private external) _glvmStoreDestOutputWithMaskEP
00000001e1b8bc34 (__TEXT,__text) non-external (was a private external) _glvmStoreDestOutputWithMaskFP
00000001e1b886cc (__TEXT,__text) non-external (was a private external) _glvmStoreDestOutputWithMaskGP
00000001e1b7f2e4 (__TEXT,__text) non-external (was a private external) _glvmStoreDestOutputWithMaskVP
00000001e1b78280 (__TEXT,__text) non-external (was a private external) _glvmStoreDestTemp
00000001e1b7a388 (__TEXT,__text) non-external (was a private external) _glvmStoreDestTempWithMask
00000001e1b4b3e0 (__TEXT,__text) non-external _glvmTextureFilterEnumToPPStreamEnum
00000001e1b4b460 (__TEXT,__text) non-external _glvmTextureWrapEnumToPPStreamEnum
00000001e1b71354 (__TEXT,__text) non-external (was a private external) _glvmTypeConvertCF
00000001e1b4a7c8 (__TEXT,__text) external _glvmUpdateTextureStructure
00000001e1ba8fe8 (__TEXT,__text) non-external (was a private external) _glvmWindowTransformEP
00000001e1bacdbc (__TEXT,__text) non-external (was a private external) _glvmWindowTransformGP
00000001e1ba3798 (__TEXT,__text) non-external (was a private external) _glvmWindowTransformVP
000000020f568750 (__DATA_DIRTY,__bss) non-external _glvm_constants
000000020f568740 (__DATA_DIRTY,__bss) non-external _glvm_constants_init
00000001e1c01554 (__TEXT,__text) non-external _handleResetPost
00000001e1c014f4 (__TEXT,__text) non-external _handleResetPre
00000001e1c071a8 (__TEXT,__text) non-external _humanReadableDescriptionToBuffer
00000001e1c0fd18 (__TEXT,__text) non-external _include_str_getch
00000001e1c0fe34 (__TEXT,__text) non-external _include_str_ungetch
00000001e1c06904 (__TEXT,__text) non-external _initAggregateType
00000001e1c15d58 (__TEXT,__text) non-external _initBinaryOperatorNode
00000001e1c15dac (__TEXT,__text) non-external _initDerefNode
00000001e1bbb04c (__TEXT,__text) non-external _initTypeWithGLPPrimitiveType
00000001e1c15d18 (__TEXT,__text) non-external _initUnaryOperatorNode
00000001e1c32b24 (__TEXT,__text) non-external _inliningNodeReplacement
00000001e1bf0e10 (__TEXT,__text) non-external _inputForOutput
00000001e1c6e7e8 (__TEXT,__text) non-external _instructionIndexEqualsFunction
00000001e1c6e7e4 (__TEXT,__text) non-external _instructionIndexHashFunction
00000001e1beb6b0 (__TEXT,__text) non-external _isBuiltinName
00000001e1c5cfdc (__TEXT,__text) non-external _iterateQualifiers
00000001e1c10e80 (__TEXT,__text) non-external _lAddByte
00000001e1c105f4 (__TEXT,__text) non-external _lFloatConst
00000001e1c10d18 (__TEXT,__text) non-external _lNewBlock
00000001e1c114ac (__TEXT,__text) non-external _lReadByte
00000001e1c0be64 (__TEXT,__text) non-external (was a private external) _lazyCPPSetup
00000001e1c2f540 (__TEXT,__text) non-external _lazyPrepareVariableObject
                 (undefined) external _ldexp (from libSystem)
                 (undefined) external _ldexpf (from libSystem)
00000001e1b3d8a0 (__TEXT,__text) non-external _llvmir_PPStreamAddAddressUsage
00000001e1b3d918 (__TEXT,__text) non-external _llvmir_PPStreamAddAttribBinding
00000001e1b3da40 (__TEXT,__text) non-external _llvmir_PPStreamAddConstant
00000001e1b3dab8 (__TEXT,__text) non-external _llvmir_PPStreamAddLabel
00000001e1b3d854 (__TEXT,__text) non-external _llvmir_PPStreamAddOperation
00000001e1b3da28 (__TEXT,__text) non-external _llvmir_PPStreamAddOption
00000001e1b3d9b0 (__TEXT,__text) non-external _llvmir_PPStreamAddOutputBinding
00000001e1b3d8a4 (__TEXT,__text) non-external _llvmir_PPStreamAddParamBinding
00000001e1b3d914 (__TEXT,__text) non-external _llvmir_PPStreamAddParamBindingArray
