00000001aca13258 (__TEXT,__text) non-external +[Caller current]
                 (undefined) external __dispatch_queue_attr_concurrent (from libSystem)
                 (undefined) external __dispatch_source_type_timer (from libSystem)
00000001eb7495f4 (__DATA,__bss) non-external __initialized
00000001ed7488f0 (__DATA_DIRTY,__bss) non-external __lastRequestId
00000001eb7494a9 (__DATA,__data) non-external __logLevel
                 (undefined) external __objc_empty_cache (from libobjc)
                 (undefined) external __os_log_debug_impl (from libSystem)
                 (undefined) external __os_log_default (from libSystem)
                 (undefined) external __os_log_error_impl (from libSystem)
                 (undefined) external __os_log_fault_impl (from libSystem)
                 (undefined) external __os_log_impl (from libSystem)
00000001ed7489c8 (__DATA_DIRTY,__bss) non-external __persistedInstancesStorage.onceToken
00000001ed7489c0 (__DATA_DIRTY,__bss) non-external __persistedInstancesStorage.storage
                 (undefined) external __sl_dlopen (from SoftLinking)
00000001eb7495b0 (__DATA,__bss) non-external __updateDFRStatus.onceToken
                 (undefined) external _abort_report_np (from libSystem)
00000001aca1d66c (__TEXT,__text) non-external _aclRequiresPasscodeInternal
00000001aca16604 (__TEXT,__text) external _acm_explicit_bzero
00000001aca16610 (__TEXT,__text) external _acm_get_mem
00000001aca35630 (__TEXT,__text) external _acm_mem_alloc
00000001aca355b0 (__TEXT,__text) external _acm_mem_alloc_data
00000001aca1661c (__TEXT,__text) external _acm_mem_alloc_info
00000001aca35670 (__TEXT,__text) external _acm_mem_free
00000001aca355f0 (__TEXT,__text) external _acm_mem_free_data
00000001aca166cc (__TEXT,__text) external _acm_mem_free_info
00000001aca497a0 (__TEXT,__dlopen_cstrs) non-external _audit_stringSharing
00000001aca497ec (__TEXT,__dlopen_cstrs) non-external _audit_stringTrustedAccessory
                 (undefined) external _audit_token_to_pid (from libbsm)
                 (undefined) external _bzero (from libSystem)
                 (undefined) external _calloc (from libSystem)
                 (undefined) external _cc_clear (from libSystem)
                 (undefined) external _cc_cmp_safe (from libSystem)
                 (undefined) external _ccaes_gcm_decrypt_mode (from libSystem)
                 (undefined) external _ccaes_gcm_encrypt_mode (from libSystem)
                 (undefined) external _ccdigest (from libSystem)
                 (undefined) external _ccgcm_context_size (from libSystem)
                 (undefined) external _ccgcm_finalize (from libSystem)
                 (undefined) external _ccgcm_init (from libSystem)
                 (undefined) external _ccgcm_set_iv (from libSystem)
                 (undefined) external _ccgcm_update (from libSystem)
                 (undefined) external _cchkdf (from libSystem)
                 (undefined) external _ccrng (from libSystem)
                 (undefined) external _ccsha256_di (from libSystem)
00000001aca176ec (__TEXT,__text) non-external _checkCCError
00000001aca175bc (__TEXT,__text) non-external _checkParameter
00000001aca37ce0 (__TEXT,__text) external _crypto_decryptText
00000001aca17dc0 (__TEXT,__text) non-external _crypto_decryptText_version1
00000001aca17f98 (__TEXT,__text) non-external _crypto_decryptText_version2
00000001aca37ec0 (__TEXT,__text) external _crypto_deriveKeyAndDecryptData
00000001aca37d7c (__TEXT,__text) external _crypto_deriveKeyAndEncryptData
00000001aca37c44 (__TEXT,__text) external _crypto_encryptText
00000001aca17a28 (__TEXT,__text) non-external _crypto_encryptText_version1
00000001aca17bdc (__TEXT,__text) non-external _crypto_encryptText_version2
00000001aca176a8 (__TEXT,__text) external _crypto_encryptedTextLength
00000001aca37bbc (__TEXT,__text) external _crypto_generateKey
00000001aca37978 (__TEXT,__text) external _crypto_generateKeyFromSharedInfo
00000001aca38010 (__TEXT,__text) external _crypto_generateRandomSaltLazily
00000001aca176c4 (__TEXT,__text) external _crypto_plainTextLength
00000001aca17328 (__TEXT,__text) non-external _deserializeParameters
00000001ed7489d8 (__DATA_DIRTY,__bss) non-external _deviceHasPearl.hasPearl
00000001ed7488e8 (__DATA_DIRTY,__bss) non-external _deviceHasPearl.onceToken
00000001ed7488e0 (__DATA_DIRTY,__bss) non-external _deviceHasSEP.hasSep
00000001ed7488d8 (__DATA_DIRTY,__bss) non-external _deviceHasSEP.onceToken
00000001eb7495c0 (__DATA,__bss) non-external _deviceHasTouchID.hasTouchID
00000001eb7495c8 (__DATA,__bss) non-external _deviceHasTouchID.onceToken
                 (undefined) external _dispatch_after (from libSystem)
                 (undefined) external _dispatch_assert_queue$V2 (from libSystem)
                 (undefined) external _dispatch_async (from libSystem)
                 (undefined) external _dispatch_block_cancel (from libSystem)
                 (undefined) external _dispatch_block_create (from libSystem)
                 (undefined) external _dispatch_block_testcancel (from libSystem)
                 (undefined) external _dispatch_once (from libSystem)
                 (undefined) external _dispatch_queue_create (from libSystem)
                 (undefined) external _dispatch_queue_get_label (from libSystem)
                 (undefined) external _dispatch_resume (from libSystem)
                 (undefined) external _dispatch_semaphore_create (from libSystem)
                 (undefined) external _dispatch_semaphore_signal (from libSystem)
                 (undefined) external _dispatch_semaphore_wait (from libSystem)
                 (undefined) external _dispatch_source_cancel (from libSystem)
                 (undefined) external _dispatch_source_create (from libSystem)
                 (undefined) external _dispatch_source_set_event_handler (from libSystem)
                 (undefined) external _dispatch_source_set_timer (from libSystem)
                 (undefined) external _dispatch_sync (from libSystem)
                 (undefined) external _dispatch_time (from libSystem)
00000001eb749640 (__DATA,__bss) non-external _display.once
00000001eb749638 (__DATA,__bss) non-external _display.sharedInstance
00000001eb74962a (__DATA,__bss) non-external _displayWidth.checked
00000001eb749630 (__DATA,__bss) non-external _displayWidth.width
                 (undefined) external _free (from libSystem)
00000001eb7494a8 (__DATA,__data) external _gACMLoggingLevel
00000001aca178d8 (__TEXT,__text) non-external _generateRandom
00000001eb749678 (__DATA,__bss) non-external _getCurrentLanguage.checked
00000001eb749570 (__DATA,__data) non-external _getCurrentLanguage.currentLanguage
00000001aca170fc (__TEXT,__text) non-external _getLengthOfParameters
00000001aca16df0 (__TEXT,__text) non-external _getRequirementDataSizeForVersion
00000001aca17650 (__TEXT,__text) non-external _getRequirementDataSizeForVersion.cold.1
00000001aca1767c (__TEXT,__text) non-external _getRequirementDataSizeForVersion.cold.2
00000001aca0cc80 (__TEXT,__text) non-external _getSFApproveDiscoveryClass
00000001ed7488d0 (__DATA_DIRTY,__bss) non-external _getSFApproveDiscoveryClass.softClass
00000001eb7495a8 (__DATA,__bss) non-external _getTADeviceClass.softClass
00000001ed7488c8 (__DATA_DIRTY,__bss) non-external _getTADeviceManagerClass.softClass
                 (undefined) external _geteuid (from libSystem)
                 (undefined) external _getpid (from libSystem)
00000001aca0fc1c (__TEXT,__text) non-external _hidEventCallback
00000001aca34d7c (__TEXT,__text) non-external _hidEventCallback.cold.1
00000001aca34de4 (__TEXT,__text) non-external _hidEventCallback.cold.2
00000001aca34e4c (__TEXT,__text) non-external _hidEventCallback.cold.3
00000001aca34eb4 (__TEXT,__text) non-external _hidEventCallback.cold.4
00000001aca34f1c (__TEXT,__text) non-external _hidEventCallback.cold.5
00000001aca194b8 (__TEXT,__text) non-external _init
00000001aca1c494 (__TEXT,__text) non-external _ioKitTransport
00000001eb749628 (__DATA,__bss) non-external _isDFRSupported.checked
00000001eb749629 (__DATA,__bss) non-external _isDFRSupported.supported
                 (undefined) external _kCFAllocatorDefault (from CoreFoundation)
                 (undefined) external _kIOMainPortDefault (from IOKit)
                 (undefined) external _kIOMasterPortDefault (from IOKit)
                 (undefined) external _kSecGuestAttributeAudit (from Security)
                 (undefined) external _mach_task_self_ (from libSystem)
                 (undefined) external _memcmp (from libSystem)
                 (undefined) external _memcpy (from libSystem)
                 (undefined) external _memset_s (from libSystem)
                 (undefined) external _notify_cancel (from libSystem)
                 (undefined) external _notify_register_dispatch (from libSystem)
                 (undefined) external _objc_alloc (from libobjc)
                 (undefined) external _objc_alloc_init (from libobjc)
                 (undefined) external _objc_autorelease (from libobjc)
                 (undefined) external _objc_autoreleaseReturnValue (from libobjc)
                 (undefined) external _objc_copyWeak (from libobjc)
                 (undefined) external _objc_destroyWeak (from libobjc)
                 (undefined) external _objc_enumerationMutation (from libobjc)
                 (undefined) external _objc_getClass (from libobjc)
                 (undefined) external _objc_getProperty (from libobjc)
                 (undefined) external _objc_initWeak (from libobjc)
                 (undefined) external _objc_loadWeakRetained (from libobjc)
                 (undefined) external _objc_msgSend (from libobjc)
00000001aca4f280 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$CGColor
00000001aca4f2a0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$UTF8String
00000001aca4f2c0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$UUID
00000001aca4f2e0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$UUIDString
00000001aca4f300 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$_approveDiscovery
00000001aca4f320 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$_authenticationStartedForEvent:continuity:
00000001aca4f340 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$_biometryAttempt:
00000001aca4f360 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$_checkPairingState:device:error:
00000001aca4f380 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$_checkPairingStateIn:device:error:
00000001aca4f3a0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$_collect
00000001aca4f3c0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$_consumeDoubleTapWithReason:includingAX:
00000001aca4f3e0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$_defaultExpirationTimeout
00000001aca4f400 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$_dispatchRestartAttempt:restartDelay:
00000001aca4f420 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$_enumAllSubrequirements:processingBlock:
00000001aca4f440 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$_expireDoubleTap:
00000001aca4f460 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$_handleActivationError:
00000001aca4f480 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$_isCacheable:callerUid:
00000001aca4f4a0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$_isConnectedDeviceInState:description:error:
00000001aca4f4c0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$_isConnectedDeviceInStates:description:error:
00000001aca4f4e0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$_isPolicyCacheable:
00000001aca4f500 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$_laErrorFromLASIOError:method:
00000001aca4f520 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$_notifyObservers
00000001aca4f540 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$_passcodeAccepted:
00000001aca4f560 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$_persistedInstancesStorage
00000001aca4f580 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$_reactivationDelayAfterFailures:
00000001aca4f5a0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$_restartAfterFailedActivation
00000001aca4f5c0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$_restartAfterInvalidation
00000001aca4f5e0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$_restartWithMinReactivationDelay:
00000001aca4f600 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$_restartWithReactivationDelay:
00000001aca4f620 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$_scheduleDoubleTapExpiration
00000001aca4f640 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$_setInstructions:externalizedContext:allowKDLUpdate:reply:
00000001aca4f660 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$_updateDFRStatus
00000001aca4f680 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$_updateWithDFRStatus:source:
00000001aca4f6a0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$acl
00000001aca4f6c0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$aclOperation
00000001aca4f6e0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$action
00000001aca4f700 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$activate
00000001aca4f720 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$activateWithCompletion:
00000001aca4f740 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$activePersistentInstances
00000001aca4f760 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$addEntriesFromDictionary:
00000001aca4f780 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$addObject:
00000001aca4f7a0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$addObserver:selector:name:object:
00000001aca4f7c0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$addSubview:
00000001aca4f7e0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$allObjects
00000001aca4f800 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$allowsMultipleCollections
00000001aca4f820 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$analytics
00000001aca4f840 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$analyticsData
00000001aca4f860 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$anchorPoints
00000001aca4f880 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$appendBytes:length:
00000001aca4f8a0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$appendString:
00000001aca4f8c0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$approveDiscovery
00000001aca4f8e0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$archivedDataWithRootObject:requiringSecureCoding:error:
00000001aca4f900 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$array
00000001aca4f920 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$arrayWithArray:
00000001aca4f940 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$arrayWithObjects:count:
00000001aca4f960 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$assetCatalogButtonDisabledKey
00000001aca4f980 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$assetCatalogButtonPressedKey
00000001aca4f9a0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$assetCatalogButtonUnpressedKey
00000001aca4f9c0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$assetCatalogImageKey
00000001aca4f9e0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$assets
00000001aca4fa00 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$auditSessionIdentifier
00000001aca4fa20 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$auditToken
00000001aca4fa40 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$authenticationTypes
00000001aca4fa60 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$authorizeWithCredentialSet:error:
00000001aca4fa80 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$binaryNameForPid:
00000001aca4faa0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$biometryAttempts
00000001aca4fac0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$biometryFailures
00000001aca4fae0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$biometryNoMatches
00000001aca4fb00 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$biometryResult
00000001aca4fb20 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$biometryStarted
00000001aca4fb40 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$biometrySucceededWithEvaluationRequest:
00000001aca4fb60 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$biometryType
00000001aca4fb80 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$blackColor
00000001aca4fba0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$boolValue
00000001aca4fbc0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$buildPayload
00000001aca4fbe0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$bundleId
00000001aca4fc00 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$bundlePathForPid:stripXPCService:
00000001aca4fc20 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$bundleWithPath:
00000001aca4fc40 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$buttonDisabled
00000001aca4fc60 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$buttonPressed
00000001aca4fc80 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$buttonUnpressed
00000001aca4fca0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$bytes
00000001aca4fcc0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$cache
00000001aca4fce0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$call
00000001aca4fd00 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$callID
00000001aca4fd20 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$callStackSymbols
00000001aca4fd40 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$caller
00000001aca4fd60 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$callerDisplayNameWithPid:auditToken:bundleId:
00000001aca4fd80 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$canCallToDependencies
00000001aca4fda0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$cancel
00000001aca4fdc0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$characterAtIndex:
00000001aca4fde0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$cleanup
00000001aca4fe00 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$client
00000001aca4fe20 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$clientInfo
00000001aca4fe40 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$code
00000001aca4fe60 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$collectIfNeeded
00000001aca4fe80 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$componentsSeparatedByString:
00000001aca4fea0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$connectedDevices
00000001aca4fec0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$connectedDevicesWithError:
00000001aca4fee0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$connection
00000001aca4ff00 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$containsObject:
00000001aca4ff20 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$contextID
00000001aca4ff40 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$copy
00000001aca4ff60 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$coreKDL
00000001aca4ff80 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$count
00000001aca4ffa0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$countByEnumeratingWithState:objects:count:
00000001aca4ffc0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$createArchiveFromPath:
00000001aca4ffe0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$createCredentialForType:
00000001aca50000 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$createDefaultSerialQueueWithIdentifier:
00000001aca50020 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$createDirectoryAtPath:withIntermediateDirectories:attributes:error:
00000001aca50040 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$credentialSetUpdated:
00000001aca50060 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$current
00000001aca50080 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$currentConnection
00000001aca500a0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$currentDFROwner
00000001aca500c0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$currentKDLVersion
00000001aca500e0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$customUI
00000001aca50100 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$daemonQueue
00000001aca50120 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$data
00000001aca50140 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$dataWithBytes:length:
00000001aca50160 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$dataWithContentsOfFile:
00000001aca50180 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$dataWithData:
00000001aca501a0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$date
00000001aca501c0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$defaultCenter
00000001aca501e0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$defaultManager
00000001aca50200 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$delegate
00000001aca50220 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$description
00000001aca50240 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$deviceAvailable
00000001aca50260 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$deviceHasDFR
00000001aca50280 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$deviceHasSEP
00000001aca502a0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$deviceHasSecureDFR
00000001aca502c0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$deviceHasSecureDoublePressHW
00000001aca502e0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$deviceHasTouchID
00000001aca50300 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$deviceManagerWithError:
00000001aca50320 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$deviceSupportsSecureDoubleClick
00000001aca50340 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$deviceWithUID:error:
00000001aca50360 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$devices
00000001aca50380 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$dfrHardwarePresent
00000001aca503a0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$dfrPresent
00000001aca503c0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$dictionary
00000001aca503e0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$dictionaryByMerging:with:
00000001aca50400 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$dictionaryByMergingWith:
00000001aca50420 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$dictionaryWithDictionary:
00000001aca50440 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$dictionaryWithObjects:forKeys:count:
00000001aca50460 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$disabled
00000001aca50480 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$dismissSystemModalTouchBar:
00000001aca504a0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$dispatchOnServer:
00000001aca504c0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$dispatchReallyAfter:tolerance:queue:block:
00000001aca504e0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$display
00000001aca50500 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$displayName
00000001aca50520 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$displayScene:
00000001aca50540 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$displayWidth
00000001aca50560 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$domain
00000001aca50580 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$doubleTapDetected
00000001aca505a0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$doubleTappedAt:
00000001aca505c0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$drop
00000001aca505e0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$dropAssertion:
00000001aca50600 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$effectiveUserIdentifier
00000001aca50620 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$enumerateKeysAndObjectsUsingBlock:
00000001aca50640 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$enumerateObjectsUsingBlock:
00000001aca50660 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$enumeratorAtPath:
00000001aca50680 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$error:hasCode:
00000001aca506a0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$errorDeviceDoesNotSupportAction:
00000001aca506c0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$errorPlatformDoesNotSupportAction:
00000001aca506e0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$errorWithCode:message:
00000001aca50700 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$errorWithCode:message:suberror:
00000001aca50720 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$euid
00000001aca50740 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$evaluationUserId
00000001aca50760 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$eventHandler
00000001aca50780 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$eventName
00000001aca507a0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$executeCommand:version:withData:andResponse:
00000001aca507c0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$executeCommand:withData:andResponse:
00000001aca507e0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$expirationTimeout
00000001aca50800 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$externalizedContext
00000001aca50820 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$extractArchive:toPath:
00000001aca50840 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$fileExistsAtPath:
00000001aca50860 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$fileURLWithPath:
00000001aca50880 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$filteredArrayUsingPredicate:
00000001aca508a0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$firstObject
00000001aca508c0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$format
00000001aca508e0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$generateScenesFromInstructions:andDescriptions:
00000001aca50900 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$getAssetWithKey:FromCatalog:
00000001aca50920 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$getBootArgs
00000001aca50940 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$getCurrentLanguage
00000001aca50960 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$getCurrentScene
00000001aca50980 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$getLoadedSceneCountForOperation:andLanguage:
00000001aca509a0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$getSHA256FromData:
00000001aca509c0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$getScene:ForOperation:
00000001aca509e0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$getSceneCountForOperation:
00000001aca50a00 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$getValue:
00000001aca50a20 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$getValuefromInstructions:withKey:andClass:
