00000001a41b7d90 (__TEXT,__text) non-external +[AMFI isAvailable]
00000001a41af018 (__TEXT,__text) non-external ___56-[SPKernelExtensionPolicy getCurrentUAKLHash:withError:]_block_invoke
00000001a41af158 (__TEXT,__text) non-external ___56-[SPKernelExtensionPolicy requiresRebootForInstallation]_block_invoke
00000001a41a7edc (__TEXT,__text) non-external ___56-[SPProvenanceTracking findAssociatedProvenanceEntries:]_block_invoke
00000001a41b857c (__TEXT,__text) non-external ___57-[SPDeveloperPolicy isDeveloperToolEnvironmentWithError:]_block_invoke
00000001a41ae7ac (__TEXT,__text) non-external ___57-[SPKernelExtensionPolicy teamIdentifierIsAllowed:error:]_block_invoke
00000001a41af0e8 (__TEXT,__text) non-external ___57-[SPKernelExtensionPolicy updateLastUsedTimes:withError:]_block_invoke
00000001a41ab5d8 (__TEXT,__text) non-external ___58-[BundleData initWithURL:withReloadBlock:watchForUpdates:]_block_invoke
00000001a41af174 (__TEXT,__text) non-external ___58-[SPKernelExtensionPolicy requiresAuthenticationOnUpdates]_block_invoke
00000001a41b1568 (__TEXT,__text) non-external ___61-[SPKernelExtensionPolicy(MDM) setUserApprovalAllowed:error:]_block_invoke
00000001a41b0258 (__TEXT,__text) non-external ___63-[SPExecutionPolicy getStrictGatekeeperEnabledForDomain:error:]_block_invoke
00000001a41ae6d4 (__TEXT,__text) non-external ___63-[SPKernelExtensionPolicy canLoadKernelExtensionInCache:error:]_block_invoke
00000001a41afecc (__TEXT,__text) non-external ___64-[SPExecutionPolicy setBlockedSoftwareOverride:isEnabled:error:]_block_invoke
00000001a41b0184 (__TEXT,__text) non-external ___64-[SPExecutionPolicy setStrictGatekeeperEnabled:forDomain:error:]_block_invoke
00000001a41aeeac (__TEXT,__text) non-external ___64-[SPKernelExtensionPolicy notifyLoadedKernelExtension:withPath:]_block_invoke
00000001a41af190 (__TEXT,__text) non-external ___64-[SPKernelExtensionPolicy requiresAdministratorToApproveUpdates]_block_invoke
00000001a41aec00 (__TEXT,__text) non-external ___65-[SPKernelExtensionPolicy areKernelExtensionsApproved:withError:]_block_invoke
00000001a41aef80 (__TEXT,__text) non-external ___66-[SPKernelExtensionPolicy notifyUnsupportedKernelExtension:error:]_block_invoke
00000001a41b1980 (__TEXT,__text) non-external ___67-[SPKernelExtensionPolicy(MDM) removeMDMPayload:withContext:error:]_block_invoke
00000001a41aecd8 (__TEXT,__text) non-external ___69-[SPKernelExtensionPolicy requestKernelExtensionApprovals:withError:]_block_invoke
00000001a41aea00 (__TEXT,__text) non-external ___71-[SPKernelExtensionPolicy updatePolicyItems:withExternalContext:error:]_block_invoke
00000001a41b1638 (__TEXT,__text) non-external ___71-[SPKernelExtensionPolicy(MDM) setApprovalRequiresAdministrator:error:]_block_invoke
00000001a41b1b94 (__TEXT,__text) non-external ___76-[SPKernelExtensionPolicy(MDM) enableKernelExtensionManagementForMDM:error:]_block_invoke
00000001a41ae8b8 (__TEXT,__text) non-external ___78-[SPKernelExtensionPolicy isKernelExtensionApprovedByUser:withBundleID:error:]_block_invoke
00000001a41a62d8 (__TEXT,__text) non-external ___79-[StagedBundleData initWithURL:withStagedURL:withReloadBlock:withPrepareBlock:]_block_invoke
00000001a41af108 (__TEXT,__text) non-external ___80-[SPKernelExtensionPolicy triggerRecoveryJumpToSecurityStartupUtilityWithError:]_block_invoke
00000001a41acf1c (__TEXT,__text) non-external ___83-[SPExecutionPolicy(Gatekeeper) notifyInstalledContent:withInstallationType:error:]_block_invoke
00000001a41b1aa4 (__TEXT,__text) non-external ___87-[SPKernelExtensionPolicy(MDM) triggerKernelCollectionRebuildForMDM:withContext:error:]_block_invoke
00000001a41ace14 (__TEXT,__text) non-external ___92-[SPExecutionPolicy(Gatekeeper) performGatekeeperPreflight:withPreflightOptions:withResult:]_block_invoke
00000001a41ace24 (__TEXT,__text) non-external ___92-[SPExecutionPolicy(Gatekeeper) performGatekeeperPreflight:withPreflightOptions:withResult:]_block_invoke.42
00000001a41aedb4 (__TEXT,__text) non-external ___93-[SPKernelExtensionPolicy triggerKernelCollectionRebuildFlow:withKernelExtensions:withError:]_block_invoke
00000001a41b17c0 (__TEXT,__text) non-external ___93-[SPKernelExtensionPolicy(MDM) installMDMPayload:withTeams:withExtensions:withContext:error:]_block_invoke
00000001a41ad0e8 (__TEXT,__text) non-external ___97-[SPExecutionPolicy(Gatekeeper) performGatekeeperScan:withScanOptions:withProgressHandler:error:]_block_invoke
00000001a41b7ac4 (__TEXT,__text) non-external ___AppleMobileFileIntegrityLibraryCore_block_invoke
00000001a41b32bc (__TEXT,__text) non-external ___Block_byref_object_copy_
00000001a41b32cc (__TEXT,__text) non-external ___Block_byref_object_dispose_
00000001a41b35f4 (__TEXT,__text) non-external ___BooleanXPCImpl_block_invoke
00000001a41b36a4 (__TEXT,__text) non-external ___BooleanXPCImpl_block_invoke.9
00000001a41ba708 (__TEXT,__text) non-external ___BooleanXPCImpl_block_invoke.cold.1
                 (undefined) external ___CFConstantStringClassReference (from CoreFoundation)
                 (undefined) external ___NSArray0__struct (from CoreFoundation)
                 (undefined) external ___NSDictionary0__struct (from CoreFoundation)
00000001de1291c8 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_32_e27_B24?0"NSURL"8"NSError"16l
00000001de1291a8 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_32_e28_v24?08?<v?"NSError">16l
00000001de1291f0 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_32_e28_v24?08?<v?B"NSError">16l
00000001de129188 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_32_e5_v8?0l
00000001de129250 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_33_e28_v24?08?<v?B"NSError">16l
00000001de129230 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_40_e28_v24?08?<v?B"NSError">16l
00000001de12f780 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_40_e8_32bs_e17_v16?0"NSError"8l
00000001de12f8d0 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_40_e8_32bs_e57_^v32?0^{__SecCode=}8^{__CFString=}16^{__CFDictionary=}24l
00000001de12f930 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_40_e8_32r_e5_v8?0l
00000001de12f870 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_40_e8_32s_e15_B16?0"NSURL"8l
00000001de12f250 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_40_e8_32s_e20_v16?0"BundleData"8l
00000001de12f2a0 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_40_e8_32s_e28_v24?08?<v?"NSError">16l
00000001de12f370 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_40_e8_32s_e28_v24?08?<v?B"NSError">16l
00000001de12f510 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_40_e8_32s_e54_v40?0"NSURL"8"NSString"16"NSString"24"NSString"32l
00000001de12f340 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_40_e8_32s_e5_v8?0l
00000001de12f1f0 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_40_e8_32w_e20_v16?0"BundleData"8l
00000001de129210 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_41_e28_v24?08?<v?B"NSError">16l
00000001de12f6b0 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_41_e8_32s_e28_v24?08?<v?B"NSError">16l
00000001de12f7e0 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_48_e8_32bs40r_e17_v16?0"NSError"8l
00000001de12f750 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_48_e8_32r40r_e20_v24?08"NSError"16l
00000001de12f900 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_48_e8_32r_e5_v8?0l
00000001de12f8a0 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_48_e8_32s40s_e15_v16?0"NSURL"8l
00000001de12f540 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_48_e8_32s40s_e28_v24?08?<v?B"NSError">16l
00000001de12f220 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_48_e8_32s40w_e5_v8?0l
00000001de12f3d0 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_48_e8_32s_e28_v24?08?<v?B"NSError">16l
00000001de12f7b0 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_49_e8_32r40r_e20_v20?0B8"NSError"12l
00000001de12f810 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_51_e8_32s40s_e28_v24?08?<v?B"NSError">16l
00000001de12f3a0 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_52_e8_32s_e28_v24?08?<v?B"NSError">16l
00000001de12f310 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_56_e8_32s40s48bs_e15_v16?0"NSURL"8l
00000001de12f840 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_57_e8_32s40s48s_e28_v24?08?<v?B"NSError">16l
00000001de12f400 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_60_e8_32s40bs_e28_v24?08?<v?"NSError">16l
00000001de12f700 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_64_e8_32s40s48s56s_e28_v24?08?<v?B"NSError">16l
00000001de12f280 (__AUTH_CONST,__const) non-external ___block_literal_global
00000001de12f2d0 (__AUTH_CONST,__const) non-external ___block_literal_global
00000001de12f2f0 (__AUTH_CONST,__const) non-external ___block_literal_global
00000001de12f430 (__AUTH_CONST,__const) non-external ___block_literal_global
00000001de12f4f0 (__AUTH_CONST,__const) non-external ___block_literal_global
00000001de12f570 (__AUTH_CONST,__const) non-external ___block_literal_global
00000001de12f690 (__AUTH_CONST,__const) non-external ___block_literal_global
00000001de12f6e0 (__AUTH_CONST,__const) non-external ___block_literal_global
00000001de12f730 (__AUTH_CONST,__const) non-external ___block_literal_global
00000001de12f960 (__AUTH_CONST,__const) non-external ___block_literal_global
00000001de12f490 (__AUTH_CONST,__const) non-external ___block_literal_global.10
00000001de12f4b0 (__AUTH_CONST,__const) non-external ___block_literal_global.13
00000001de12f4d0 (__AUTH_CONST,__const) non-external ___block_literal_global.16
00000001de12f450 (__AUTH_CONST,__const) non-external ___block_literal_global.4
00000001de12f980 (__AUTH_CONST,__const) non-external ___block_literal_global.55
00000001de12f470 (__AUTH_CONST,__const) non-external ___block_literal_global.7
00000001de12f590 (__AUTH_CONST,__const) non-external ___block_literal_global.79
00000001de12f5b0 (__AUTH_CONST,__const) non-external ___block_literal_global.85
00000001de12f5d0 (__AUTH_CONST,__const) non-external ___block_literal_global.87
00000001de12f5f0 (__AUTH_CONST,__const) non-external ___block_literal_global.89
00000001de12f610 (__AUTH_CONST,__const) non-external ___block_literal_global.91
00000001de12f630 (__AUTH_CONST,__const) non-external ___block_literal_global.93
00000001de12f650 (__AUTH_CONST,__const) non-external ___block_literal_global.95
00000001de12f670 (__AUTH_CONST,__const) non-external ___block_literal_global.97
                 (undefined) external ___chkstk_darwin (from libSystem)
00000001a41b3448 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_e8_32b
00000001a41b36c4 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_e8_32b40r
00000001a41b7b54 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_e8_32r
00000001a41b339c (__TEXT,__text) non-external (was a private external) ___copy_helper_block_e8_32r40r
00000001a41a6d60 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_e8_32s
00000001a41ad108 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_e8_32s40b
00000001a41ae8c8 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_e8_32s40s
00000001a41aa8e8 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_e8_32s40s48b
00000001a41b54f0 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_e8_32s40s48s
00000001a41b17d4 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_e8_32s40s48s56s
00000001a41a6798 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_e8_32s40w
00000001a41a6318 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_e8_32w
00000001a41b7b64 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_e8_32r
00000001a41b33ec (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_e8_32r40r
00000001a41a6d68 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_e8_32s
00000001a41b3714 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_e8_32s40r
00000001a41ad150 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_e8_32s40s
00000001a41aa938 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_e8_32s40s48s
00000001a41b1820 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_e8_32s40s48s56s
00000001a41a67dc (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_e8_32s40w
00000001a41a6324 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_e8_32w
00000001a41b32d4 (__TEXT,__text) non-external ___doObjectXPCFunction_block_invoke
00000001a41b3430 (__TEXT,__text) non-external ___doObjectXPCFunction_block_invoke.1
00000001a41ba650 (__TEXT,__text) non-external ___doObjectXPCFunction_block_invoke.cold.1
                 (undefined) external ___error (from libSystem)
00000001a41b7cc0 (__TEXT,__text) non-external ___getAMFIExecutionPreflightSymbolLoc_block_invoke
00000001a41b1458 (__TEXT,__text) non-external ___globalBundleSuffixes_block_invoke
                 (undefined) external ___objc_personality_v0 (from libobjc)
00000001a41b7840 (__TEXT,__text) non-external ___opaqueSignCode_block_invoke
00000001a41aa7e4 (__TEXT,__text) non-external ___scanForBundledKernelExtensions_block_invoke
00000001a41aa354 (__TEXT,__text) non-external ___scanForBundles_block_invoke
00000001a41b95d0 (__TEXT,__text) non-external ___scanForBundles_block_invoke.cold.1
                 (undefined) external ___stack_chk_fail (from libSystem)
                 (undefined) external ___stack_chk_guard (from libSystem)
                 (undefined) external __dispatch_main_q (from libSystem)
                 (undefined) external __dispatch_queue_attr_concurrent (from libSystem)
                 (undefined) external __objc_empty_cache (from libobjc)
                 (undefined) external __os_feature_enabled_impl (from libSystem)
                 (undefined) external __os_log_debug_impl (from libSystem)
                 (undefined) external __os_log_default (from libSystem)
                 (undefined) external __os_log_error_impl (from libSystem)
                 (undefined) external __os_log_impl (from libSystem)
                 (undefined) external __qtn_error (from libSystem)
                 (undefined) external __qtn_file_alloc (from libSystem)
                 (undefined) external __qtn_file_free (from libSystem)
                 (undefined) external __qtn_file_get_flags (from libSystem)
                 (undefined) external __qtn_file_init_with_mount_point (from libSystem)
                 (undefined) external __qtn_file_init_with_path (from libSystem)
                 (undefined) external __sl_dlopen (from SoftLinking)
00000001de12c3f0 (__DATA_CONST,__objc_arraydata) non-external __unnamed_array_storage
00000001de12c608 (__DATA_CONST,__objc_arraydata) non-external __unnamed_array_storage
00000001de12c640 (__DATA_CONST,__objc_arraydata) non-external __unnamed_array_storage
00000001de12c770 (__DATA_CONST,__objc_arraydata) non-external __unnamed_array_storage
00000001de12c858 (__DATA_CONST,__objc_arraydata) non-external __unnamed_array_storage
00000001de12c460 (__DATA_CONST,__objc_arraydata) non-external __unnamed_array_storage.104
00000001de12c680 (__DATA_CONST,__objc_arraydata) non-external __unnamed_array_storage.105
00000001de12c688 (__DATA_CONST,__objc_arraydata) non-external __unnamed_array_storage.114
00000001de12c690 (__DATA_CONST,__objc_arraydata) non-external __unnamed_array_storage.120
00000001de12c698 (__DATA_CONST,__objc_arraydata) non-external __unnamed_array_storage.122
00000001de12c6d8 (__DATA_CONST,__objc_arraydata) non-external __unnamed_array_storage.123
00000001de12c718 (__DATA_CONST,__objc_arraydata) non-external __unnamed_array_storage.176
00000001de12c488 (__DATA_CONST,__objc_arraydata) non-external __unnamed_array_storage.178
00000001de12c4e8 (__DATA_CONST,__objc_arraydata) non-external __unnamed_array_storage.179
00000001de12c548 (__DATA_CONST,__objc_arraydata) non-external __unnamed_array_storage.232
00000001de12c590 (__DATA_CONST,__objc_arraydata) non-external __unnamed_array_storage.233
00000001de12c5d8 (__DATA_CONST,__objc_arraydata) non-external __unnamed_array_storage.251
00000001de12c5f0 (__DATA_CONST,__objc_arraydata) non-external __unnamed_array_storage.252
00000001de12c400 (__DATA_CONST,__objc_arraydata) non-external __unnamed_array_storage.59
00000001de12c648 (__DATA_CONST,__objc_arraydata) non-external __unnamed_array_storage.60
00000001de12c650 (__DATA_CONST,__objc_arraydata) non-external __unnamed_array_storage.69
00000001de12c658 (__DATA_CONST,__objc_arraydata) non-external __unnamed_array_storage.81
00000001de12c420 (__DATA_CONST,__objc_arraydata) non-external __unnamed_array_storage.86
00000001de12c668 (__DATA_CONST,__objc_arraydata) non-external __unnamed_array_storage.96
                 (undefined) external _abort_report_np (from libSystem)
00000001a41b7398 (__TEXT,__text) external _areGatekeeperOverridesDisabledByMDM
                 (undefined) external _bzero (from libSystem)
00000001a41af1fc (__TEXT,__text) external _calculateTotalPathSize
                 (undefined) external _calloc (from libSystem)
                 (undefined) external _ccdigest_init (from libSystem)
                 (undefined) external _ccdigest_update (from libSystem)
                 (undefined) external _ccsha256_di (from libSystem)
00000001a41b72f0 (__TEXT,__text) external _checkBOOLSetting
00000001a41aaf10 (__TEXT,__text) external _checkPathQuarantineState
00000001a41b98f4 (__TEXT,__text) non-external _checkPathQuarantineState.cold.1
00000001a41aae78 (__TEXT,__text) external _checkURLQuarantineState
                 (undefined) external _close (from libSystem)
00000001a41a8124 (__TEXT,__text) external _copyAdhocSignatureHash
00000001a41b8a08 (__TEXT,__text) non-external _copyAdhocSignatureHash.cold.1
00000001a41b8c04 (__TEXT,__text) non-external _copyAdhocSignatureHash.cold.10
00000001a41b8c38 (__TEXT,__text) non-external _copyAdhocSignatureHash.cold.11
00000001a41b8c6c (__TEXT,__text) non-external _copyAdhocSignatureHash.cold.12
00000001a41b8ca0 (__TEXT,__text) non-external _copyAdhocSignatureHash.cold.13
00000001a41b8cfc (__TEXT,__text) non-external _copyAdhocSignatureHash.cold.14
00000001a41b8d30 (__TEXT,__text) non-external _copyAdhocSignatureHash.cold.15
00000001a41b8dac (__TEXT,__text) non-external _copyAdhocSignatureHash.cold.16
00000001a41b8e08 (__TEXT,__text) non-external _copyAdhocSignatureHash.cold.17
00000001a41b8e64 (__TEXT,__text) non-external _copyAdhocSignatureHash.cold.18
00000001a41b8a64 (__TEXT,__text) non-external _copyAdhocSignatureHash.cold.2
00000001a41b8a98 (__TEXT,__text) non-external _copyAdhocSignatureHash.cold.3
00000001a41b8acc (__TEXT,__text) non-external _copyAdhocSignatureHash.cold.4
00000001a41b8b00 (__TEXT,__text) non-external _copyAdhocSignatureHash.cold.5
00000001a41b8b34 (__TEXT,__text) non-external _copyAdhocSignatureHash.cold.6
00000001a41b8b68 (__TEXT,__text) non-external _copyAdhocSignatureHash.cold.7
00000001a41b8b9c (__TEXT,__text) non-external _copyAdhocSignatureHash.cold.8
00000001a41b8bd0 (__TEXT,__text) non-external _copyAdhocSignatureHash.cold.9
00000001a41a9a80 (__TEXT,__text) external _copyBootUUID
00000001a41b9460 (__TEXT,__text) non-external _copyBootUUID.cold.1
00000001a41a91e4 (__TEXT,__text) external _copyBundleID
00000001a41b9174 (__TEXT,__text) non-external _copyBundleID.cold.1
00000001a41a92dc (__TEXT,__text) external _copyBundleIDFromURL
00000001a41a94fc (__TEXT,__text) external _copyBundleVersion
00000001a41b922c (__TEXT,__text) non-external _copyBundleVersion.cold.1
00000001a41a9404 (__TEXT,__text) external _copyBundleVersionShort
00000001a41b91d0 (__TEXT,__text) non-external _copyBundleVersionShort.cold.1
00000001a41a9370 (__TEXT,__text) external _copyBundleVersionShortFromURL
00000001a41a8b04 (__TEXT,__text) external _copyCdhash
00000001a41b8ec0 (__TEXT,__text) non-external _copyCdhash.cold.1
00000001a41b8ef4 (__TEXT,__text) non-external _copyCdhash.cold.2
00000001a41b8f28 (__TEXT,__text) non-external _copyCdhash.cold.3
00000001a41a8a7c (__TEXT,__text) external _copyCdhashFromKextURL
00000001a41b7498 (__TEXT,__text) external _copyCodeSigningInfo
00000001a41a98a4 (__TEXT,__text) external _copyDeveloperName
00000001a41b92e4 (__TEXT,__text) non-external _copyDeveloperName.cold.1
00000001a41b9344 (__TEXT,__text) non-external _copyDeveloperName.cold.2
00000001a41b93a4 (__TEXT,__text) non-external _copyDeveloperName.cold.3
00000001a41b9404 (__TEXT,__text) non-external _copyDeveloperName.cold.4
00000001a41b789c (__TEXT,__text) external _copyEntitlements
00000001a41af384 (__TEXT,__text) external _copyFileHashForURL
00000001a41b9f18 (__TEXT,__text) non-external _copyFileHashForURL.cold.1
00000001a41b9fb8 (__TEXT,__text) non-external _copyFileHashForURL.cold.2
00000001a41ba048 (__TEXT,__text) non-external _copyFileHashForURL.cold.3
00000001a41a8c70 (__TEXT,__text) external _copyLegacyCdhash
00000001a41a8ce0 (__TEXT,__text) external _copyLegacyCdhashSHA256
00000001a41a6edc (__TEXT,__text) external _copyLegacyDeveloperName
00000001a41aabe4 (__TEXT,__text) external _copySecureTimestamp
00000001a41b983c (__TEXT,__text) non-external _copySecureTimestamp.cold.1
00000001a41a9c24 (__TEXT,__text) external _copyShippedThirdPartyKernelExtensions
00000001a41a910c (__TEXT,__text) external _copySigningID
00000001a41b9118 (__TEXT,__text) non-external _copySigningID.cold.1
00000001a41a8f28 (__TEXT,__text) external _copyTeamIdentifier
00000001a41b90bc (__TEXT,__text) non-external _copyTeamIdentifier.cold.1
00000001a41a8d50 (__TEXT,__text) external _copyTeamIdentifierFromCertificates
00000001a41b8f84 (__TEXT,__text) non-external _copyTeamIdentifierFromCertificates.cold.1
00000001a41b8fec (__TEXT,__text) non-external _copyTeamIdentifierFromCertificates.cold.2
00000001a41a8e70 (__TEXT,__text) external _copyTeamIdentifierFromSigningInformation
00000001a41b9054 (__TEXT,__text) non-external _copyTeamIdentifierFromSigningInformation.cold.1
00000001a41a95f4 (__TEXT,__text) external _copyUnstagedURL
00000001a41b9288 (__TEXT,__text) non-external _copyUnstagedURL.cold.1
00000001a41a811c (__TEXT,__text) external _createCodeReference
00000001a41a8004 (__TEXT,__text) non-external _createCodeReferenceHelper
00000001a41b88f0 (__TEXT,__text) non-external _createCodeReferenceHelper.cold.1
00000001a41b897c (__TEXT,__text) non-external _createCodeReferenceHelper.cold.2
00000001a41a7ffc (__TEXT,__text) external _createCodeReferenceQuiet
00000001a41a7f4c (__TEXT,__text) external _createHexStringFromData
00000001a41b3bd8 (__TEXT,__text) non-external _createMigrationManifest
00000001a41ba7a8 (__TEXT,__text) non-external _createMigrationManifest.cold.1
00000001a41b73f0 (__TEXT,__text) external _createSecStaticCodeForURL
00000001a41babf0 (__TEXT,__text) non-external _createSecStaticCodeForURL.cold.1
00000001a41b72b4 (__TEXT,__text) external _createSystemPolicyDefaults
00000001a41a9700 (__TEXT,__text) external _createURLWithoutPrefix
                 (undefined) external _csr_check (from libSystem)
00000001d6a97520 (__DATA,__bss) non-external _currentDeviceID.sDeviceID
00000001d6a97528 (__DATA,__bss) non-external _currentDeviceID.sOnceToken
                 (undefined) external _difftime (from libSystem)
                 (undefined) external _dirstat_np (from libSystem)
                 (undefined) external _dispatch_barrier_async (from libSystem)
                 (undefined) external _dispatch_once (from libSystem)
                 (undefined) external _dispatch_queue_create (from libSystem)
                 (undefined) external _dispatch_sync (from libSystem)
                 (undefined) external _dlerror (from libSystem)
                 (undefined) external _dlsym (from libSystem)
00000001a41b2da8 (__TEXT,__text) external _doBooleanXPCFunction
00000001a41b301c (__TEXT,__text) external _doBooleanXPCFunctionSilent
00000001a41b3024 (__TEXT,__text) external _doObjectXPCFunction
00000001d6a974d8 (__DATA,__bss) non-external _exec.sLog
00000001d6a974d0 (__DATA,__bss) non-external _exec.sLogInit
00000001a41af2b8 (__TEXT,__text) external _fileExists
00000001a41af320 (__TEXT,__text) external _fileIsSymlink
00000001a41b0564 (__TEXT,__text) external _findContainingBundle
00000001a41a9e68 (__TEXT,__text) external _findFirstSubdirectoryURL
00000001a41b0e68 (__TEXT,__text) external _findOuterMostBundle
00000001a41ba184 (__TEXT,__text) non-external _findOuterMostBundle.cold.1
00000001a41b137c (__TEXT,__text) external _findOuterMostBundleWithFilter
00000001a41ba1c8 (__TEXT,__text) non-external _findOuterMostBundleWithFilter.cold.1
00000001a41b06f8 (__TEXT,__text) external _findScanTargetByPath
00000001a41b0a90 (__TEXT,__text) external _findTopAppBundle
00000001a41b0668 (__TEXT,__text) external _findTopBundle
                 (undefined) external _free (from libSystem)
00000001a41ab7b8 (__TEXT,__text) non-external _fsEventCallback
00000001d6a974b8 (__DATA,__bss) non-external _generic.sLog
00000001d6a974b0 (__DATA,__bss) non-external _generic.sLogInit
00000001a41b7bcc (__TEXT,__text) non-external (was a private external) _getAMFIExecutionPreflightSymbolLoc
00000001d6a97538 (__DATA,__bss) non-external _getAMFIExecutionPreflightSymbolLoc.ptr
00000001d6a974a0 (__DATA,__bss) non-external _getAllowedPaths.dragWhitelist
00000001d6a974a8 (__DATA,__bss) non-external _getAllowedPaths.once
00000001a41a9008 (__TEXT,__text) external _getDictionaryValue
00000001a41b0d60 (__TEXT,__text) external _getVolumePrefix
00000001a41ba0d8 (__TEXT,__text) non-external _getVolumePrefix.cold.1
                 (undefined) external _getattrlist (from libSystem)
                 (undefined) external _getenv (from libSystem)
                 (undefined) external _getuid (from libSystem)
00000001a41b0510 (__TEXT,__text) non-external _globalBundleSuffixes
00000001d6a97518 (__DATA,__bss) non-external _globalBundleSuffixes.bundleSuffixes
00000001d6a97510 (__DATA,__bss) non-external _globalBundleSuffixes.staticInit
00000001a41b0ccc (__TEXT,__text) external _hasAppExtension
00000001a41a9ca8 (__TEXT,__text) external _hasCodeRequirementString
00000001a41b9518 (__TEXT,__text) non-external _hasCodeRequirementString.cold.1
00000001a41bd991 (__TEXT,__cstring) non-external _hexString.nibble
00000001a41ab178 (__TEXT,__text) external _historyEntriesContainPolicyMatch
00000001a41aaffc (__TEXT,__text) external _historyEntryMatchesPolicyEntry
00000001a41a9db0 (__TEXT,__text) external _isAdhocSignature
00000001a41b9574 (__TEXT,__text) non-external _isAdhocSignature.cold.1
00000001a41a78ec (__TEXT,__text) external _isAppleInternalMachine
00000001a41a9d70 (__TEXT,__text) external _isAppleSignedCode
00000001a41a7958 (__TEXT,__text) external _isBehavioralEngineEnabledMachine
00000001a41aa97c (__TEXT,__text) external _isCodelessKext
00000001a41b962c (__TEXT,__text) non-external _isCodelessKext.cold.1
00000001a41b3458 (__TEXT,__text) external _isConnectionEntitled
00000001a41ba6ac (__TEXT,__text) non-external _isConnectionEntitled.cold.1
00000001a41a7910 (__TEXT,__text) external _isDarwinOSEnvironment
00000001a41a9da0 (__TEXT,__text) external _isDeveloperIDKextSignedCode
00000001a41a9d90 (__TEXT,__text) external _isDeveloperIDSignedCode
00000001a41a791c (__TEXT,__text) external _isInstallerOrRecoveryEnvironment
00000001a41a9c38 (__TEXT,__text) external _isKernelExtensionShippedWithOS
00000001a41a9c30 (__TEXT,__text) external _isKernelExtensionSystemRequired
00000001a41aacbc (__TEXT,__text) external _isKextAllowedWithoutNotarization
00000001a41b9898 (__TEXT,__text) non-external _isKextAllowedWithoutNotarization.cold.1
00000001a41a7880 (__TEXT,__text) external _isKextSecurityDisabledMachine
00000001a41a9d80 (__TEXT,__text) external _isMacAppStoreSignedCode
00000001a41b37f8 (__TEXT,__text) non-external _isMigrationManifestUpToDate
00000001a41aaa30 (__TEXT,__text) external _isNotarizedKext
00000001a41b968c (__TEXT,__text) non-external _isNotarizedKext.cold.1
