00007ffa15352584 (__TEXT,__text) non-external +[Cube initialize]
00007ffa1537effb (__TEXT,__text) non-external ___64-[MEPluginVideoAVFoundation _convertRGBAToARGB:withBytesPerRow:]_block_invoke
00007ffa152412a6 (__TEXT,__text) non-external ___67-[MRMarimbaLayer(MRMarimbaHitBlobSupport) endLiveUpdateForHitBlob:]_block_invoke
00007ffa150c3085 (__TEXT,__text) non-external ___67-[OMSlideshow _moveMediaAssetsAtIndices:toIndex:completionHandler:]_block_invoke
00007ffa150c317e (__TEXT,__text) non-external ___67-[OMSlideshow _moveMediaAssetsAtIndices:toIndex:completionHandler:]_block_invoke.538
00007ffa153540c4 (__TEXT,__text) non-external ___68-[MRTransitionRevolutionsFlip renderAtTime:inContext:withArguments:]_block_invoke
00007ffa1535414e (__TEXT,__text) non-external ___68-[MRTransitionRevolutionsFlip renderAtTime:inContext:withArguments:]_block_invoke.146
00007ffa153541d5 (__TEXT,__text) non-external ___68-[MRTransitionRevolutionsFlip renderAtTime:inContext:withArguments:]_block_invoke_2
00007ffa15354259 (__TEXT,__text) non-external ___68-[MRTransitionRevolutionsFlip renderAtTime:inContext:withArguments:]_block_invoke_3
00007ffa1537e742 (__TEXT,__text) non-external ___69-[MEPluginVideoAVFoundation exportToFile:withAudio:andOptions:error:]_block_invoke
00007ffa1537e9fe (__TEXT,__text) non-external ___69-[MEPluginVideoAVFoundation exportToFile:withAudio:andOptions:error:]_block_invoke.109
00007ffa1537ebf2 (__TEXT,__text) non-external ___69-[MEPluginVideoAVFoundation exportToFile:withAudio:andOptions:error:]_block_invoke.120
00007ffa153757ad (__TEXT,__text) non-external ___69-[MRAssetPlayerMovie retainedByUserImageAtTime:displayLinkTimestamp:]_block_invoke
00007ffa15240e82 (__TEXT,__text) non-external ___69-[MRMarimbaLayer(MRMarimbaHitBlobSupport) beginLiveUpdateForHitBlob:]_block_invoke
00007ffa15251961 (__TEXT,__text) non-external ___69-[MRRenderer beginMorphingToAspectRatio:andOrientation:withDuration:]_block_invoke
00007ffa150c7c58 (__TEXT,__text) non-external ___69-[OMSlideshow setCustomDuration:forItemsAtIndices:completionHandler:]_block_invoke
00007ffa150c7caa (__TEXT,__text) non-external ___69-[OMSlideshow setCustomDuration:forItemsAtIndices:completionHandler:]_block_invoke_2
00007ffa150c7d6e (__TEXT,__text) non-external ___69-[OMSlideshow setCustomDuration:forItemsAtIndices:completionHandler:]_block_invoke_3
00007ffa1536ae2b (__TEXT,__text) non-external ___70-[MREffectJustAText(MRLoadable) _loadForTime:inContext:withArguments:]_block_invoke
00007ffa150c3a14 (__TEXT,__text) non-external ___70-[OMSlideshow canStartMovingItemsAtIndices:actuallyMovingItemIndices:]_block_invoke
00007ffa150c3a66 (__TEXT,__text) non-external ___70-[OMSlideshow canStartMovingItemsAtIndices:actuallyMovingItemIndices:]_block_invoke.565
00007ffa150c26dd (__TEXT,__text) non-external ___71-[OMSlideshow _guidelinesForSubtitleDictionary:removeStringAttributes:]_block_invoke
00007ffa1525172e (__TEXT,__text) non-external ___72-[MRRenderer effect:requestedNumberOfSlides:firstSlideIndexStillNeeded:]_block_invoke
00007ffa15366d9f (__TEXT,__text) non-external ___72-[MRRenderer(Interactions) layerHitAtPoint:onlyIfHitElement:localPoint:]_block_invoke
00007ffa150ca32e (__TEXT,__text) non-external ___75-[OMSlideshow _opusExportMovieToURL:options:progressHandler:resultHandler:]_block_invoke
00007ffa150ca424 (__TEXT,__text) non-external ___75-[OMSlideshow _opusExportMovieToURL:options:progressHandler:resultHandler:]_block_invoke.737
00007ffa150ca3c1 (__TEXT,__text) non-external ___75-[OMSlideshow _opusExportMovieToURL:options:progressHandler:resultHandler:]_block_invoke_2
00007ffa150ca43e (__TEXT,__text) non-external ___75-[OMSlideshow _opusExportMovieToURL:options:progressHandler:resultHandler:]_block_invoke_2.738
00007ffa150ca454 (__TEXT,__text) non-external ___75-[OMSlideshow _opusExportMovieToURL:options:progressHandler:resultHandler:]_block_invoke_3
00007ffa1537d6fd (__TEXT,__text) non-external ___76-[MEAudioExporter _exportComposition:andAudioMix:toPath:withDuration:error:]_block_invoke
00007ffa150e7c05 (__TEXT,__text) non-external ___76-[MPAuthoringController(Internal) cacheROIInformationForImages:withOptions:]_block_invoke
00007ffa150b9ece (__TEXT,__text) non-external ___76-[OMSlideshowViewController observeValueForKeyPath:ofObject:change:context:]_block_invoke
00007ffa1523ebc3 (__TEXT,__text) non-external ___77-[MRMarimbaLayer(MRMarimbaPlaybackSupport) removeEffectContainersBeforeTime:]_block_invoke
00007ffa150ca0c8 (__TEXT,__text) non-external ___78-[OMSlideshow _marimbaExportMovieToURL:options:progressHandler:resultHandler:]_block_invoke
00007ffa150ca195 (__TEXT,__text) non-external ___78-[OMSlideshow _marimbaExportMovieToURL:options:progressHandler:resultHandler:]_block_invoke.728
00007ffa150ca1c5 (__TEXT,__text) non-external ___78-[OMSlideshow _marimbaExportMovieToURL:options:progressHandler:resultHandler:]_block_invoke.731
00007ffa150ca1af (__TEXT,__text) non-external ___78-[OMSlideshow _marimbaExportMovieToURL:options:progressHandler:resultHandler:]_block_invoke_2
00007ffa1521ecef (__TEXT,__text) non-external ___80-[MRImageManager(Private) CGImageWithPath:withOriginalSize:forSize:orientation:]_block_invoke
00007ffa150c01c7 (__TEXT,__text) non-external ___82-[OMSlideshow authorWithTheme:mediaURLs:attributes:progressHandler:resultHandler:]_block_invoke
00007ffa150c02a7 (__TEXT,__text) non-external ___82-[OMSlideshow authorWithTheme:mediaURLs:attributes:progressHandler:resultHandler:]_block_invoke.308
00007ffa150c02ed (__TEXT,__text) non-external ___82-[OMSlideshow authorWithTheme:mediaURLs:attributes:progressHandler:resultHandler:]_block_invoke.310
00007ffa150c037c (__TEXT,__text) non-external ___82-[OMSlideshow authorWithTheme:mediaURLs:attributes:progressHandler:resultHandler:]_block_invoke.321
00007ffa150c04a5 (__TEXT,__text) non-external ___82-[OMSlideshow authorWithTheme:mediaURLs:attributes:progressHandler:resultHandler:]_block_invoke.331
00007ffa150c057e (__TEXT,__text) non-external ___82-[OMSlideshow authorWithTheme:mediaURLs:attributes:progressHandler:resultHandler:]_block_invoke.335
00007ffa150c082c (__TEXT,__text) non-external ___82-[OMSlideshow authorWithTheme:mediaURLs:attributes:progressHandler:resultHandler:]_block_invoke.342
00007ffa150c02f3 (__TEXT,__text) non-external ___82-[OMSlideshow authorWithTheme:mediaURLs:attributes:progressHandler:resultHandler:]_block_invoke_2
00007ffa150c0465 (__TEXT,__text) non-external ___82-[OMSlideshow authorWithTheme:mediaURLs:attributes:progressHandler:resultHandler:]_block_invoke_2.325
00007ffa150c059a (__TEXT,__text) non-external ___82-[OMSlideshow authorWithTheme:mediaURLs:attributes:progressHandler:resultHandler:]_block_invoke_2.336
00007ffa150c0848 (__TEXT,__text) non-external ___82-[OMSlideshow authorWithTheme:mediaURLs:attributes:progressHandler:resultHandler:]_block_invoke_2.343
00007ffa150c05a0 (__TEXT,__text) non-external ___82-[OMSlideshow authorWithTheme:mediaURLs:attributes:progressHandler:resultHandler:]_block_invoke_3
00007ffa150c084e (__TEXT,__text) non-external ___82-[OMSlideshow authorWithTheme:mediaURLs:attributes:progressHandler:resultHandler:]_block_invoke_3.345
00007ffa150c0699 (__TEXT,__text) non-external ___82-[OMSlideshow authorWithTheme:mediaURLs:attributes:progressHandler:resultHandler:]_block_invoke_4
00007ffa150c0733 (__TEXT,__text) non-external ___82-[OMSlideshow authorWithTheme:mediaURLs:attributes:progressHandler:resultHandler:]_block_invoke_5
00007ffa150c0773 (__TEXT,__text) non-external ___82-[OMSlideshow authorWithTheme:mediaURLs:attributes:progressHandler:resultHandler:]_block_invoke_6
00007ffa15256d67 (__TEXT,__text) non-external ___84-[MRRenderer(ThermalPressureManagement) _startMonitoringThermalPressureLevelChanges]_block_invoke
00007ffa15243869 (__TEXT,__text) non-external ___90-[MRMarimbaLayer beginMorphingToAspectRatio:andOrientation:withDuration:switchToDocument:]_block_invoke
00007ffa150c9c61 (__TEXT,__text) non-external ___93-[OMSlideshow _marimbaMoveItemsAtIndexPaths:toIndex:inCollectionAtIndex:createNewCollection:]_block_invoke
00007ffa150c5297 (__TEXT,__text) non-external ___Block_byref_object_copy_
00007ffa1522f58e (__TEXT,__text) non-external ___Block_byref_object_copy_
00007ffa15240e58 (__TEXT,__text) non-external ___Block_byref_object_copy_
00007ffa15251150 (__TEXT,__text) non-external ___Block_byref_object_copy_
00007ffa152b002d (__TEXT,__text) non-external ___Block_byref_object_copy_
00007ffa15366d75 (__TEXT,__text) non-external ___Block_byref_object_copy_
00007ffa15375783 (__TEXT,__text) non-external ___Block_byref_object_copy_
00007ffa15254b4e (__TEXT,__text) non-external ___Block_byref_object_copy_.1070
00007ffa150c52ae (__TEXT,__text) non-external ___Block_byref_object_dispose_
00007ffa1522f5a5 (__TEXT,__text) non-external ___Block_byref_object_dispose_
00007ffa15240e6f (__TEXT,__text) non-external ___Block_byref_object_dispose_
00007ffa15251167 (__TEXT,__text) non-external ___Block_byref_object_dispose_
00007ffa152b0044 (__TEXT,__text) non-external ___Block_byref_object_dispose_
00007ffa15366d8c (__TEXT,__text) non-external ___Block_byref_object_dispose_
00007ffa1537579a (__TEXT,__text) non-external ___Block_byref_object_dispose_
00007ffa15254b65 (__TEXT,__text) non-external ___Block_byref_object_dispose_.1071
                 (undefined) external ___CFConstantStringClassReference (from CoreFoundation)
                 (undefined) external ___CFSetLastAllocationEventName (from CoreFoundation)
00007ffa150cb2cf (__TEXT,__text) non-external ___MPUtilitiesUnarchiverLog_block_invoke
00007ffa15139cf9 (__TEXT,__text) non-external ___MPUtilitiesUnarchiverLog_block_invoke
00007ffa15193de6 (__TEXT,__text) non-external ___MPUtilitiesUnarchiverLog_block_invoke
00007ffa152af375 (__TEXT,__text) non-external ___MPUtilitiesUnarchiverLog_block_invoke
00007ffa152b75f2 (__TEXT,__text) non-external ___MPUtilitiesUnarchiverLog_block_invoke
00007ffa1527fdf5 (__TEXT,__text) non-external ___MRIsAppleTV_block_invoke
                 (undefined) external ___NSArray0__struct (from CoreFoundation)
                 (undefined) external ___NSDictionary0__struct (from CoreFoundation)
00007ffa1524b7b4 (__TEXT,__text) non-external ___PerformSynchronouslyOnRenderQueue_block_invoke
00007ffa150da870 (__TEXT,__text) non-external ____Z21convertToGreyScaleGCDPhS_mm_block_invoke
                 (undefined) weak external ____chkstk_darwin (from libSystem)
                 (undefined) external ___assert_rtn (from libSystem)
00007ffa41d75ff8 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_121_e8_32o40o48o56r64r72r80r88r96r104r_e11_v24?0Q8*16l
00007ffa41d75d08 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_32_e23_v16?0"OFNSOperation"8l
00007ffa41d76568 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_32_e23_v32?0"MRLayer"8Q16*24l
00007ffa41d76658 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_32_e29_q24?0"MRLayer"8"MRLayer"16l
00007ffa41d76990 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_32_e5_v8?0l
00007ffa41d76088 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_40_e11_c24?0Q8*16l
00007ffa41d765e8 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_40_e23_v32?0"MRLayer"8Q16*24l
00007ffa41d767b8 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_40_e5_v8?0l
00007ffa41d75cd8 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_40_e8_32b_e14_v28?0f812*20l
00007ffa41d76228 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_40_e8_32b_e20_v24?08"NSError"16l
00007ffa41d75da8 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_40_e8_32b_e32_v24?0"OKDocument"8"NSError"16l
00007ffa41d81c30 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_40_e8_32b_e5_d8?0l
00007ffa41d763a8 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_40_e8_32o_e11_q24?0816l
00007ffa41d75d78 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_40_e8_32o_e11_v20?0f8*12l
00007ffa41d75f68 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_40_e8_32o_e14_"NSArray"8?0l
00007ffa41d81f58 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_40_e8_32o_e14_v32?0816*24l
00007ffa41d81b70 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_40_e8_32o_e18_d16?0"MRAction"8l
00007ffa41d761f8 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_40_e8_32o_e23_v16?0"OFNSOperation"8l
00007ffa41d75b18 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_40_e8_32o_e28_v16?0"NSAnimationContext"8l
00007ffa41d75ea8 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_40_e8_32o_e40_v32?0"NSString"8"NSMutableArray"16*24l
00007ffa41d75c18 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_40_e8_32o_e42_v32?08"OMSlideshowMediaAttributes"16*24l
00007ffa41d75b78 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_40_e8_32o_e51_v24?0"OFNSViewController"8"OFNSViewController"16l
00007ffa41d76ca0 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_40_e8_32o_e53_q24?0"MCAnimationKeyframe"8"MCAnimationKeyframe"16l
00007ffa41d81ba0 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_40_e8_32o_e5_d8?0l
00007ffa41d81ae0 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_40_e8_32o_e5_v8?0l
00007ffa41d75c78 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_40_e8_32o_e8_v12?0c8l
00007ffa41d76928 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_40_e8_32o_e8_v12?0i8l
00007ffa41d766c8 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_40_e8_32r_e17_v16?0"MRLayer"8l
00007ffa41d76628 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_41_e8_32o_e23_v32?0"MRLayer"8Q16*24l
00007ffa41d81b40 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_41_e8_32o_e5_v8?0l
00007ffa41d76838 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_44_e8_32o_e5_v8?0l
00007ffa41d765a8 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_48_e23_v32?0"MRLayer"8Q16*24l
00007ffa41d81c00 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_48_e8_32o40b_e18_d16?0"MRAction"8l
00007ffa41d75d48 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_48_e8_32o40b_e20_v24?08"NSError"16l
00007ffa41d76728 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_48_e8_32o40b_e5_v8?0l
00007ffa41d760d8 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_48_e8_32o40o_e11_v24?0Q8*16l
00007ffa41d76ef0 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_48_e8_32o40o_e14_v32?08Q16*24l
00007ffa41d77038 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_48_e8_32o40o_e28_v32?0"NSDictionary"8Q16*24l
00007ffa41d75b48 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_48_e8_32o40o_e5_v8?0l
00007ffa41d76538 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_48_e8_32o40r_e23_v32?0"MRLayer"8Q16*24l
00007ffa41d75c48 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_48_e8_32o40r_e29_v24?0"NSError"8"NSImage"16l
00007ffa41d76868 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_48_e8_32o40r_e5_v8?0l
00007ffa41d81b10 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_48_e8_32o_e5_v8?0l
00007ffa41d75f08 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_49_e8_32o40b_e37_v32?0"NSError"816"NSDictionary"24l
00007ffa41d76138 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_49_e8_32o40b_e5_v8?0l
00007ffa41d75e78 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_49_e8_32o40o_e24_v32?0"NSString"816*24l
00007ffa41d76788 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_49_e8_32o40o_e5_v8?0l
00007ffa41d763d8 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_49_e8_32o40r_e14_v32?08Q16*24l
00007ffa41d818d0 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_52_e8_32o_e5_v8?0l
00007ffa41d76258 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_56_e8_32o40o48b_e35_v32?0c8"NSError"12f20"NSImage"24l
00007ffa41d75f38 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_56_e8_32o40o48b_e5_v8?0l
00007ffa41d75ca8 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_56_e8_32o40o48o_e43_v24?0"OFNSOperation"8?<v?"NSError">16l
00007ffa41d76698 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_56_e8_32o40o48o_e5_v8?0l
00007ffa41d81bd0 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_56_e8_32o40o48o_e8_d12?0c8l
00007ffa41d768f8 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_56_e8_32o40o48r_e17_c16?0"MRLayer"8l
00007ffa41d767d8 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_56_e8_32o40o48r_e5_v8?0l
00007ffa41d76508 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_56_e8_32o40o_e41_v32?0"NSString"8"MRSlideProvider"16*24l
00007ffa41d81f88 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_56_e8_32o40o_e5_v8?0l
00007ffa41d76808 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_56_e8_32o40r48r_e14_v32?08Q16*24l
00007ffa41d76198 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_56_e8_32o40r_e11_v24?0Q8*16l
00007ffa41d76758 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_56_e8_32o_e5_v8?0l
00007ffa41d76388 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_56_e8_v16?0Q8l
00007ffa41d76108 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_57_e8_32o40o48o_e11_v24?0Q8*16l
00007ffa41d768c8 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_60_e8_32o_e5_v8?0l
00007ffa41d82078 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_60_e8_v16?0Q8l
00007ffa41d76058 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_64_e8_32o40b_e5_v8?0l
00007ffa41d75ed8 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_64_e8_32o40o48b_e5_v8?0l
00007ffa41d761c8 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_64_e8_32o40o48o56b_e43_v24?0"OFNSOperation"8?<v?"NSError">16l
00007ffa41d75ba8 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_64_e8_32o40o48o56b_e5_v8?0l
00007ffa41d75e28 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_64_e8_32o40o48o56o_e43_v24?0"OFNSOperation"8?<v?"NSError">16l
00007ffa41d81a80 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_64_e8_32o40o48o_e11_v24?0Q8*16l
00007ffa41d81fb8 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_64_e8_32o40o48o_e5_v8?0l
00007ffa41d764a8 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_64_e8_32o40o_e41_v32?0"NSString"8"MRSlideProvider"16*24l
00007ffa41d76898 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_64_e8_32o40o_e5_v8?0l
00007ffa41d760a8 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_65_e8_32o40o48o56o_e11_v24?0Q8*16l
00007ffa41d75f98 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_65_e8_32o40o48o56r_e11_v24?0Q8*16l
00007ffa41d75fc8 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_65_e8_32o40o48r56r_e11_v24?0Q8*16l
00007ffa41d766f8 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_68_e8_32o40o_e5_v8?0l
00007ffa41d75dd8 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_72_e8_32o40o48o56o64o_e43_v24?0"OFNSOperation"8?<v?"NSError">16l
00007ffa41d82048 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_72_e8_32o40o48o56o64r_e5_v8?0l
00007ffa41d76168 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_72_e8_32o40o48o56o_e11_v24?0Q8*16l
00007ffa41d81f28 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_73_e8_32o40r_e5_v8?0l
00007ffa41d76028 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_80_e8_32o40o48o56b64r_e5_v8?0l
00007ffa41d81960 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_80_e8_32o40o48o56o_e11_v24?0Q8*16l
00007ffa41d770d8 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_80_e8_32o40o48o56r64r72r_e14_v32?0816*24l
00007ffa41d81900 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_80_e8_32o40o48o_e11_v24?0Q8*16l
00007ffa41d81fe8 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_80_e8_32o40r_e5_v8?0l
00007ffa41d764d8 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_89_e8_32o40o_e5_v8?0l
00007ffa41d82018 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_96_e8_32o40o48o56o64r72r_e5_v8?0l
00007ffa41d81930 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_96_e8_32o40o48o56o_e11_v24?0Q8*16l
00007ffa41d75ac8 (__DATA_CONST,__const) non-external ___block_literal_global
00007ffa41d75af8 (__DATA_CONST,__const) non-external ___block_literal_global
00007ffa41d75bf8 (__DATA_CONST,__const) non-external ___block_literal_global
00007ffa41d76408 (__DATA_CONST,__const) non-external ___block_literal_global
00007ffa41d76470 (__DATA_CONST,__const) non-external ___block_literal_global
00007ffa41d76588 (__DATA_CONST,__const) non-external ___block_literal_global
00007ffa41d769b0 (__DATA_CONST,__const) non-external ___block_literal_global
00007ffa41d770b8 (__DATA_CONST,__const) non-external ___block_literal_global
00007ffa41d77108 (__DATA_CONST,__const) non-external ___block_literal_global
00007ffa41d76288 (__DATA_CONST,__const) non-external ___block_literal_global.1099
00007ffa41d76a48 (__DATA_CONST,__const) non-external ___block_literal_global.196
00007ffa41d75d28 (__DATA_CONST,__const) non-external ___block_literal_global.312
00007ffa41d75e08 (__DATA_CONST,__const) non-external ___block_literal_global.337
00007ffa41d76678 (__DATA_CONST,__const) non-external ___block_literal_global.343
00007ffa41d75e58 (__DATA_CONST,__const) non-external ___block_literal_global.344
00007ffa41d765c8 (__DATA_CONST,__const) non-external ___block_literal_global.71
00007ffa41d76608 (__DATA_CONST,__const) non-external ___block_literal_global.81
                 (undefined) external ___bzero (from libSystem)
00007ffa150fe2d0 (__TEXT,__text) non-external (was a private external) ___chkstk_darwin
00007ffa150fe2f0 (__TEXT,__text) non-external (was a private external) ___chkstk_darwin_llvm_probe
00007ffa152ba756 (__TEXT,__text) non-external (was a private external) ___clang_call_terminate
00007ffa150c02c3 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_e8_32b
00007ffa15238118 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_e8_32o
00007ffa150c0319 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_e8_32o40b
00007ffa150bac18 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_e8_32o40o
00007ffa150c30fb (__TEXT,__text) non-external (was a private external) ___copy_helper_block_e8_32o40o48b
00007ffa152f4f70 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_e8_32o40o48o
00007ffa150badc5 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_e8_32o40o48o56b
00007ffa150c5842 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_e8_32o40o48o56b64r
00007ffa150c0789 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_e8_32o40o48o56o
00007ffa150c04bb (__TEXT,__text) non-external (was a private external) ___copy_helper_block_e8_32o40o48o56o64o
00007ffa1537eb2f (__TEXT,__text) non-external (was a private external) ___copy_helper_block_e8_32o40o48o56o64r
00007ffa1537e91b (__TEXT,__text) non-external (was a private external) ___copy_helper_block_e8_32o40o48o56o64r72r
00007ffa150c3ba5 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_e8_32o40o48o56r
00007ffa152b0111 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_e8_32o40o48o56r64r72r
00007ffa150c55b1 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_e8_32o40o48o56r64r72r80r88r96r104r
00007ffa1524d911 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_e8_32o40o48r
00007ffa150c4193 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_e8_32o40o48r56r
00007ffa150bfaf0 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_e8_32o40r
00007ffa1525075b (__TEXT,__text) non-external (was a private external) ___copy_helper_block_e8_32o40r48r
00007ffa152410c2 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_e8_32r
                 (undefined) external ___cxa_allocate_exception (from libc++)
                 (undefined) external ___cxa_bad_typeid (from libc++)
                 (undefined) external ___cxa_begin_catch (from libc++)
                 (undefined) external ___cxa_end_catch (from libc++)
                 (undefined) external ___cxa_throw (from libc++)
00007ffa150c02da (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_e8_32b
00007ffa152b56e8 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_e8_32o
00007ffa150c0351 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_e8_32o40b
00007ffa150bac50 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_e8_32o40o
00007ffa150c3145 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_e8_32o40o48b
00007ffa152f4fba (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_e8_32o40o48o
00007ffa150bae21 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_e8_32o40o48o56b
00007ffa150c58b0 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_e8_32o40o48o56b64r
00007ffa150c07e5 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_e8_32o40o48o56o
00007ffa150c0529 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_e8_32o40o48o56o64o
00007ffa1537eb9d (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_e8_32o40o48o56o64r
00007ffa1537e99b (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_e8_32o40o48o56o64r72r
00007ffa150c3c01 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_e8_32o40o48o56r
00007ffa152b0191 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_e8_32o40o48o56r64r72r
00007ffa150c5679 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_e8_32o40o48o56r64r72r80r88r96r104r
