00007ff840059460 (__DATA,__data) external _NDR_record
00007ff8003a0694 (__TEXT,__text) external _revoke
00007ff8003acb37 (__TEXT,__text) external _rmdir
00007ff8003a06ac (__TEXT,__text) external _searchfs
00007ff8003ab7f5 (__TEXT,__text) external _select
00007ff80039f16c (__TEXT,__text) external _select$DARWIN_EXTSN
00007ff80039f184 (__TEXT,__text) external _select$DARWIN_EXTSN$NOCANCEL
00007ff8003ab97e (__TEXT,__text) external _select$NOCANCEL
00007ff8003a06c4 (__TEXT,__text) external _sem_close
00007ff8003ab104 (__TEXT,__text) external _sem_destroy
00007ff8003ab127 (__TEXT,__text) external _sem_getvalue
00007ff8003ab14a (__TEXT,__text) external _sem_init
00007ff80039f19c (__TEXT,__text) external _sem_open
00007ff8003a06dc (__TEXT,__text) external _sem_post
00007ff8003a06f4 (__TEXT,__text) external _sem_trywait
00007ff8003a070c (__TEXT,__text) external _sem_unlink
00007ff8003a0724 (__TEXT,__text) external _sem_wait
00007ff80039f1b4 (__TEXT,__text) external _sem_wait$NOCANCEL
00007ff8003bc4fc (__TEXT,__text) external _semaphore_create
00007ff8003bc61e (__TEXT,__text) external _semaphore_destroy
00007ff8003a3b27 (__TEXT,__text) external _semaphore_signal
00007ff8003a3b2c (__TEXT,__text) external _semaphore_signal_all
00007ff80039daf4 (__TEXT,__text) external _semaphore_signal_all_trap
00007ff8003a3b31 (__TEXT,__text) external _semaphore_signal_thread
00007ff80039db00 (__TEXT,__text) external _semaphore_signal_thread_trap
00007ff80039dae8 (__TEXT,__text) external _semaphore_signal_trap
00007ff8003a3b3b (__TEXT,__text) external _semaphore_timedwait
00007ff8003a3b4c (__TEXT,__text) external _semaphore_timedwait_signal
00007ff80039db30 (__TEXT,__text) external _semaphore_timedwait_signal_trap
00007ff80039db24 (__TEXT,__text) external _semaphore_timedwait_trap
00007ff8003a3b36 (__TEXT,__text) external _semaphore_wait
00007ff8003a3b47 (__TEXT,__text) external _semaphore_wait_signal
00007ff80039db18 (__TEXT,__text) external _semaphore_wait_signal_trap
00007ff80039db0c (__TEXT,__text) external _semaphore_wait_trap
00007ff80039f1cc (__TEXT,__text) external _semctl
00007ff8003a073c (__TEXT,__text) external _semget
00007ff8003a0754 (__TEXT,__text) external _semop
00007ff80039f1e4 (__TEXT,__text) external _semsys
00007ff8003a076c (__TEXT,__text) external _sendfile
00007ff80039f22c (__TEXT,__text) external _sendmsg
00007ff80039f244 (__TEXT,__text) external _sendmsg$NOCANCEL
00007ff8003a0784 (__TEXT,__text) external _sendmsg_x
00007ff80039f25c (__TEXT,__text) external _sendto
00007ff80039f274 (__TEXT,__text) external _sendto$NOCANCEL
00007ff80039f28c (__TEXT,__text) external _setattrlist
00007ff8003a079c (__TEXT,__text) external _setattrlistat
00007ff8003aef8d (__TEXT,__text) external _setaudit
00007ff8003a07b4 (__TEXT,__text) external _setaudit_addr
00007ff8003a07cc (__TEXT,__text) external _setauid
00007ff8003a07e4 (__TEXT,__text) external _setegid
00007ff8003a07fc (__TEXT,__text) external _seteuid
00007ff8003a0814 (__TEXT,__text) external _setgid
00007ff8003a082c (__TEXT,__text) external _setgroups
00007ff8003a3dca (__TEXT,__text) external _setiopolicy_np
00007ff8003a0844 (__TEXT,__text) external _setitimer
00007ff8003a085c (__TEXT,__text) external _setpgid
00007ff8003a7d36 (__TEXT,__text) external _setpriority
00007ff8003a0874 (__TEXT,__text) external _setprivexec
00007ff8003a382a (__TEXT,__text) external _setquota
00007ff80039f2d4 (__TEXT,__text) external _setregid
00007ff80039f2ec (__TEXT,__text) external _setreuid
00007ff8003abb07 (__TEXT,__text) external _setrlimit
00007ff80039f31c (__TEXT,__text) external _setsgroups_np
00007ff8003a088c (__TEXT,__text) external _setsid
00007ff8003a08a4 (__TEXT,__text) external _setsockopt
00007ff8003a08bc (__TEXT,__text) external _setuid
00007ff80039f37c (__TEXT,__text) external _setwgroups_np
00007ff8003a08d4 (__TEXT,__text) external _setxattr
00007ff8003a831a (__TEXT,__text) external _sfi_get_class_offtime
00007ff8003a833b (__TEXT,__text) external _sfi_process_get_flags
00007ff8003a832b (__TEXT,__text) external _sfi_process_set_flags
00007ff8003a8309 (__TEXT,__text) external _sfi_set_class_offtime
00007ff80039f3f4 (__TEXT,__text) external _shm_open
00007ff8003a08ec (__TEXT,__text) external _shm_unlink
00007ff8003a0904 (__TEXT,__text) external _shmat
00007ff80039f40c (__TEXT,__text) external _shmctl
00007ff8003a091c (__TEXT,__text) external _shmdt
00007ff8003a0934 (__TEXT,__text) external _shmget
00007ff80039f424 (__TEXT,__text) external _shmsys
00007ff8003a094c (__TEXT,__text) external _shutdown
00007ff8003a0964 (__TEXT,__text) external _sigpending
00007ff8003a097c (__TEXT,__text) external _sigprocmask
00007ff8003ac9a4 (__TEXT,__text) external _sigsuspend
00007ff8003abb12 (__TEXT,__text) external _sigsuspend$NOCANCEL
00007ff8003a0994 (__TEXT,__text) external _socket
00007ff8003a09ac (__TEXT,__text) external _socket_delegate
00007ff80039f4cc (__TEXT,__text) external _socketpair
00007ff8003a7bc0 (__TEXT,__text) external _stackshot_capture_with_config
00007ff8003a7b5f (__TEXT,__text) external _stackshot_config_create
00007ff8003a7ce3 (__TEXT,__text) external _stackshot_config_dealloc
00007ff8003a7c9b (__TEXT,__text) external _stackshot_config_dealloc_buffer
00007ff8003a7c2d (__TEXT,__text) external _stackshot_config_get_stackshot_buffer
00007ff8003a7c3a (__TEXT,__text) external _stackshot_config_get_stackshot_size
00007ff8003a7c67 (__TEXT,__text) external _stackshot_config_set_delta_timestamp
00007ff8003a7bae (__TEXT,__text) external _stackshot_config_set_flags
00007ff8003a7c80 (__TEXT,__text) external _stackshot_config_set_pagetable_mask
00007ff8003a7b9e (__TEXT,__text) external _stackshot_config_set_pid
00007ff8003a7c4f (__TEXT,__text) external _stackshot_config_set_size_hint
00007ff8003a09c4 (__TEXT,__text) external _stat
00007ff8003a09c4 (__TEXT,__text) external _stat64
00007ff8003a09dc (__TEXT,__text) external _statfs
00007ff8003a09dc (__TEXT,__text) external _statfs64
00007ff840059b98 (__DATA,__bss) non-external _supported
00007ff8003a09f4 (__TEXT,__text) external _swapon
00007ff80039dbf0 (__TEXT,__text) external _swtch
00007ff80039dbe4 (__TEXT,__text) external _swtch_pri
00007ff8003a0a0c (__TEXT,__text) external _symlink
00007ff8003a0a24 (__TEXT,__text) external _symlinkat
00007ff8003a0a3c (__TEXT,__text) external _sync
00007ff80039f52c (__TEXT,__text) external _syscall
00007ff80039dbfc (__TEXT,__text) external _syscall_thread_switch
00007ff8003a82f8 (__TEXT,__text) external _system_get_sfi_window
00007ff8003a0a54 (__TEXT,__text) external _system_override
00007ff8003a82e7 (__TEXT,__text) external _system_set_sfi_window
00007ff8003bd193 (__TEXT,__text) external _task_assign
00007ff8003bd28c (__TEXT,__text) external _task_assign_default
00007ff8003bae6a (__TEXT,__text) external _task_create
00007ff8003bef74 (__TEXT,__text) external _task_create_identity_token
00007ff8003bf19a (__TEXT,__text) external _task_dyld_process_info_notify_deregister
00007ff80039da10 (__TEXT,__text) external _task_dyld_process_info_notify_get
00007ff8003bee89 (__TEXT,__text) external _task_dyld_process_info_notify_register
00007ff80039db78 (__TEXT,__text) external _task_for_pid
00007ff8003be084 (__TEXT,__text) external _task_generate_corpse
00007ff8003bd370 (__TEXT,__text) external _task_get_assignment
00007ff8003be4c1 (__TEXT,__text) external _task_get_dyld_image_infos
00007ff8003bcd11 (__TEXT,__text) external _task_get_emulation_vector
00007ff8003bebaf (__TEXT,__text) external _task_get_exc_guard_behavior
00007ff8003bbe08 (__TEXT,__text) external _task_get_exception_ports
00007ff8003bf27e (__TEXT,__text) external _task_get_exception_ports_info
00007ff8003bdd4b (__TEXT,__text) external _task_get_mach_voucher
00007ff8003bb845 (__TEXT,__text) external _task_get_special_port
00007ff8003bd623 (__TEXT,__text) external _task_get_state
00007ff8003bf07b (__TEXT,__text) external _task_identity_token_get_task_port
00007ff8003bb3a2 (__TEXT,__text) external _task_info
00007ff8003bea31 (__TEXT,__text) external _task_inspect
00007ff8003a0a6c (__TEXT,__text) external _task_inspect_for_pid
00007ff8003be18b (__TEXT,__text) external _task_map_corpse_info
00007ff8003be908 (__TEXT,__text) external _task_map_corpse_info_64
00007ff8003bf7ae (__TEXT,__text) external _task_map_kcdata_object_64
00007ff80039db6c (__TEXT,__text) external _task_name_for_pid
00007ff8003bcad8 (__TEXT,__text) external _task_policy
00007ff8003bc83b (__TEXT,__text) external _task_policy_get
00007ff8003bc709 (__TEXT,__text) external _task_policy_set
00007ff8003bdc19 (__TEXT,__text) external _task_purgable_info
00007ff8003a0a84 (__TEXT,__text) external _task_read_for_pid
00007ff8003be7d6 (__TEXT,__text) external _task_register_dyld_get_process_state
00007ff8003be2b3 (__TEXT,__text) external _task_register_dyld_image_infos
00007ff8003be6e7 (__TEXT,__text) external _task_register_dyld_set_dyld_state
00007ff8003be5e8 (__TEXT,__text) external _task_register_dyld_shared_cache_image_info
00007ff8003c34d9 (__TEXT,__text) external _task_restartable_ranges_register
00007ff8003c3623 (__TEXT,__text) external _task_restartable_ranges_synchronize
00007ff8003bb779 (__TEXT,__text) external _task_resume
00007ff8003bdb4d (__TEXT,__text) external _task_resume2
00007ff8003bc9ed (__TEXT,__text) external _task_sample
00007ff8003a3b6a (__TEXT,__text) external _task_self_
00007ff80039dab8 (__TEXT,__text) external _task_self_trap
00007ff8003bf5ce (__TEXT,__text) external _task_set_corpse_forking_behavior
00007ff8003bcc29 (__TEXT,__text) external _task_set_emulation
00007ff8003bce3c (__TEXT,__text) external _task_set_emulation_vector
00007ff8003becaa (__TEXT,__text) external _task_set_exc_guard_behavior
00007ff8003bbd08 (__TEXT,__text) external _task_set_exception_ports
00007ff8003bb554 (__TEXT,__text) external _task_set_info
00007ff8003bde6a (__TEXT,__text) external _task_set_mach_voucher
00007ff8003bd933 (__TEXT,__text) external _task_set_phys_footprint_limit
00007ff8003bd477 (__TEXT,__text) external _task_set_policy
00007ff8003ae56c (__TEXT,__text) external _task_set_port_space
00007ff8003bcf43 (__TEXT,__text) external _task_set_ras_pc
00007ff8003bb964 (__TEXT,__text) external _task_set_special_port
00007ff8003bd7d7 (__TEXT,__text) external _task_set_state
00007ff8003bb6ad (__TEXT,__text) external _task_suspend
00007ff8003bda46 (__TEXT,__text) external _task_suspend2
00007ff8003bc066 (__TEXT,__text) external _task_swap_exception_ports
00007ff8003bdf55 (__TEXT,__text) external _task_swap_mach_voucher
00007ff8003bafa5 (__TEXT,__text) external _task_terminate
00007ff8003bf6b2 (__TEXT,__text) external _task_test_async_upcall_propagation
00007ff8003bf4e3 (__TEXT,__text) external _task_test_sync_upcall
00007ff8003bb071 (__TEXT,__text) external _task_threads
00007ff8003be3ba (__TEXT,__text) external _task_unregister_dyld_image_infos
00007ff8003bd02c (__TEXT,__text) external _task_zone_info
00007ff8003a80e4 (__TEXT,__text) external _terminate_with_payload
00007ff8003a80c5 (__TEXT,__text) external _terminate_with_reason
00007ff8003c015b (__TEXT,__text) external _thread_abort
00007ff8003c0227 (__TEXT,__text) external _thread_abort_safely
00007ff8003c136f (__TEXT,__text) external _thread_assign
00007ff8003c145a (__TEXT,__text) external _thread_assign_default
00007ff8003c1ae9 (__TEXT,__text) external _thread_convert_thread_state
00007ff8003bba5d (__TEXT,__text) external _thread_create
00007ff8003bbb64 (__TEXT,__text) external _thread_create_running
00007ff8003c02f3 (__TEXT,__text) external _thread_depress_abort
00007ff8003ae63c (__TEXT,__text) external _thread_destruct_special_reply_port
00007ff8003c1526 (__TEXT,__text) external _thread_get_assignment
00007ff8003c0889 (__TEXT,__text) external _thread_get_exception_ports
00007ff8003c1d1b (__TEXT,__text) external _thread_get_exception_ports_info
00007ff8003c17b0 (__TEXT,__text) external _thread_get_mach_voucher
00007ff8003a5d33 (__TEXT,__text) external _thread_get_register_pointer_values
00007ff8003c03bf (__TEXT,__text) external _thread_get_special_port
00007ff80039dbb4 (__TEXT,__text) external _thread_get_special_reply_port
00007ff8003bfcb3 (__TEXT,__text) external _thread_get_state
00007ff8003c05d7 (__TEXT,__text) external _thread_info
00007ff8003a5c62 (__TEXT,__text) external _thread_policy
00007ff8003c0fee (__TEXT,__text) external _thread_policy_get
00007ff8003a5ca3 (__TEXT,__text) external _thread_policy_set
00007ff8003c008f (__TEXT,__text) external _thread_resume
00007ff8003c11a0 (__TEXT,__text) external _thread_sample
00007ff80039daac (__TEXT,__text) external _thread_self_trap
00007ff8003a0a9c (__TEXT,__text) external _thread_selfcounts
00007ff8003c0789 (__TEXT,__text) external _thread_set_exception_ports
00007ff8003c18cf (__TEXT,__text) external _thread_set_mach_voucher
00007ff8003a5ce4 (__TEXT,__text) external _thread_set_policy
00007ff8003c04de (__TEXT,__text) external _thread_set_special_port
00007ff8003bfe67 (__TEXT,__text) external _thread_set_state
00007ff8003bffc3 (__TEXT,__text) external _thread_suspend
00007ff8003c0ae7 (__TEXT,__text) external _thread_swap_exception_ports
00007ff8003c19ba (__TEXT,__text) external _thread_swap_mach_voucher
00007ff8003a3a77 (__TEXT,__text) external _thread_switch
00007ff8003bf8d7 (__TEXT,__text) external _thread_terminate
00007ff8003b09d6 (__TEXT,__text) external _thread_wire
00007ff8003c4970 (__TEXT,__const) non-external _times_now
00007ff8003a0ab4 (__TEXT,__text) external _tracker_action
00007ff8003a0acc (__TEXT,__text) external _truncate
00007ff8003a0ae4 (__TEXT,__text) external _umask
00007ff8003a0afc (__TEXT,__text) external _undelete
00007ff8003a0b14 (__TEXT,__text) external _ungraftdmg
00007ff8003ac9b7 (__TEXT,__text) external _unlink
00007ff8003a24af (__TEXT,__text) external _unlinkat
00007ff8003a0b2c (__TEXT,__text) external _unmount
00007ff8003a0b44 (__TEXT,__text) external _usrctl
00007ff8003a5b89 (__TEXT,__text) external _utimensat
00007ff8003a0b5c (__TEXT,__text) external _utimes
00007ff8003a0b74 (__TEXT,__text) external _vfs_purge
00007ff8003aeaa3 (__TEXT,__text) external _vm_allocate
00007ff8003b0acf (__TEXT,__text) external _vm_allocate_cpm
00007ff8003c2701 (__TEXT,__text) external _vm_behavior_set
00007ff8003c240b (__TEXT,__text) external _vm_copy
00007ff8003aead2 (__TEXT,__text) external _vm_deallocate
00007ff8003c1f80 (__TEXT,__text) external _vm_inherit
00007ff8400594c8 (__DATA,__common) external _vm_kernel_page_mask
00007ff8400594d0 (__DATA,__common) external _vm_kernel_page_shift
00007ff8400594c0 (__DATA,__common) external _vm_kernel_page_size
00007ff8003c295d (__TEXT,__text) external _vm_machine_attribute
00007ff8003aed25 (__TEXT,__text) external _vm_map
00007ff8003c2be0 (__TEXT,__text) external _vm_map_page_query
00007ff8003c2615 (__TEXT,__text) external _vm_msync
00007ff8400594d8 (__DATA,__common) external _vm_page_mask
00007ff8400594e0 (__DATA,__common) external _vm_page_shift
00007ff8400594f8 (__DATA,__common) external _vm_page_size
00007ff8003a0b8c (__TEXT,__text) external _vm_pressure_monitor
00007ff8003aead7 (__TEXT,__text) external _vm_protect
00007ff8003aef44 (__TEXT,__text) external _vm_purgable_control
00007ff8003aeeb5 (__TEXT,__text) external _vm_read
00007ff8003c21a3 (__TEXT,__text) external _vm_read_list
00007ff8003c24f8 (__TEXT,__text) external _vm_read_overwrite
00007ff8003c2ef8 (__TEXT,__text) external _vm_region_64
00007ff8003c2d01 (__TEXT,__text) external _vm_region_recurse_64
00007ff8003aeda9 (__TEXT,__text) external _vm_remap
00007ff8003aee2f (__TEXT,__text) external _vm_remap_new
00007ff8003b08d4 (__TEXT,__text) external _vm_wire
00007ff8003c230a (__TEXT,__text) external _vm_write
00007ff8003a0c6b (__TEXT,__text) external _voucher_mach_msg_adopt
00007ff8003a0c58 (__TEXT,__text) external _voucher_mach_msg_clear
00007ff8003a0c85 (__TEXT,__text) external _voucher_mach_msg_revert
00007ff8003a0c43 (__TEXT,__text) external _voucher_mach_msg_set
00007ff8400594b0 (__DATA,__common) external _vprintf_stderr_func
00007ff80039f6d4 (__TEXT,__text) external _wait4
00007ff8003a0ba4 (__TEXT,__text) external _waitid
00007ff80039f6ec (__TEXT,__text) external _waitid$NOCANCEL
00007ff8003ad055 (__TEXT,__text) external _work_interval_copy_port
00007ff8003acb4e (__TEXT,__text) external _work_interval_create
00007ff8003aceef (__TEXT,__text) external _work_interval_destroy
00007ff8003acc29 (__TEXT,__text) external _work_interval_get_flags_from_port
00007ff8003acd3e (__TEXT,__text) external _work_interval_instance_alloc
00007ff8003acd79 (__TEXT,__text) external _work_interval_instance_clear
00007ff8003ace87 (__TEXT,__text) external _work_interval_instance_finish
00007ff8003acd8d (__TEXT,__text) external _work_interval_instance_free
00007ff8003acde1 (__TEXT,__text) external _work_interval_instance_get_complexity
00007ff8003acdc3 (__TEXT,__text) external _work_interval_instance_get_deadline
00007ff8003acdd2 (__TEXT,__text) external _work_interval_instance_get_finish
00007ff8003acdf0 (__TEXT,__text) external _work_interval_instance_get_id
00007ff8003acdb4 (__TEXT,__text) external _work_interval_instance_get_start
00007ff8003acdaf (__TEXT,__text) external _work_interval_instance_set_complexity
00007ff8003acda5 (__TEXT,__text) external _work_interval_instance_set_deadline
00007ff8003acdaa (__TEXT,__text) external _work_interval_instance_set_finish
00007ff8003acda0 (__TEXT,__text) external _work_interval_instance_set_start
00007ff8003acdf5 (__TEXT,__text) external _work_interval_instance_start
00007ff8003ace3a (__TEXT,__text) external _work_interval_instance_update
00007ff8003acfc7 (__TEXT,__text) external _work_interval_join
00007ff8003ad00e (__TEXT,__text) external _work_interval_join_port
00007ff8003ad045 (__TEXT,__text) external _work_interval_leave
00007ff8003acc94 (__TEXT,__text) external _work_interval_notify
00007ff8003acd03 (__TEXT,__text) external _work_interval_notify_simple
00007ff8003a0bbc (__TEXT,__text) external _write
00007ff80039f74c (__TEXT,__text) external _write$NOCANCEL
00007ff8003a0bd4 (__TEXT,__text) external _writev
00007ff80039f764 (__TEXT,__text) external _writev$NOCANCEL
