00007ff841f94e90 (__DATA,__data) non-external _.compoundliteral
                 (undefined) external _mig_put_reply_port (from libSystem)
                 (undefined) external _mig_strncpy (from libSystem)
                 (undefined) weak external _mig_strncpy_zerofill (from libSystem)
00007ff8034ab118 (__TEXT,__text) non-external _mk_atom
00007ff8034b998e (__TEXT,__text) non-external (was a private external) _mk_counted_string
00007ff8034ae30f (__TEXT,__text) non-external (was a private external) _mk_foreign_block
00007ff8034ae346 (__TEXT,__text) non-external (was a private external) _mk_foreign_func
00007ff8034b20b9 (__TEXT,__text) non-external (was a private external) _mk_foreign_object
00007ff8034aeb1b (__TEXT,__text) non-external (was a private external) _mk_integer
00007ff8034abd64 (__TEXT,__text) non-external _mk_sharp_const
00007ff8034c4ca8 (__TEXT,__text) non-external _mk_sharp_integer
00007ff8034a7ec2 (__TEXT,__text) non-external (was a private external) _mk_string
00007ff8034a7cd9 (__TEXT,__text) non-external (was a private external) _mk_symbol
00007ff8034a7937 (__TEXT,__text) non-external _mk_vector
00007ff8034cf0b3 (__TEXT,__text) non-external _mk_vector.cold.1
00007ff8402553e0 (__DATA_CONST,__const) non-external _modifier_info
00007ff8034b9ae5 (__TEXT,__text) non-external _move_to_next_node
00007ff8034ccb6a (__TEXT,__text) non-external _msgfilter_free_callback
00007ff8034bc565 (__TEXT,__text) non-external _negate_instruction
00007ff840254640 (__DATA_CONST,__const) non-external _network_filter_constants
00007ff8034a7b86 (__TEXT,__text) non-external _new_frame_in_env
00007ff8034a7f97 (__TEXT,__text) non-external _new_slot_spec_in_env
00007ff8034ad618 (__TEXT,__text) non-external _num_eq
00007ff8034b449e (__TEXT,__text) non-external _num_ge
00007ff8034b99e0 (__TEXT,__text) non-external _num_gt
00007ff8034c4dde (__TEXT,__text) non-external _num_le
00007ff8034c4d9a (__TEXT,__text) non-external _num_lt
00007ff843a62cf8 (__DATA_DIRTY,__bss) non-external _num_one
00007ff843a62ce8 (__DATA_DIRTY,__bss) non-external _num_zero
00007ff8034b20fd (__TEXT,__text) non-external (was a private external) _objvalue
00007ff8034a7d9b (__TEXT,__text) non-external _oblist_add_by_name
00007ff8034a7d08 (__TEXT,__text) non-external _oblist_find_by_name
00007ff8034b6eb2 (__TEXT,__text) non-external _op_concat
00007ff8034b7438 (__TEXT,__text) non-external _operand_release
00007ff8034cb7aa (__TEXT,__text) non-external _operation_expand
00007ff840255c90 (__DATA_CONST,__const) non-external _operation_info
00007ff840255690 (__DATA_CONST,__const) non-external _operation_names
00007ff8034b6cd6 (__TEXT,__text) non-external _operator_precedence
00007ff8034a8764 (__TEXT,__text) non-external _opexe_0
00007ff8034cf0d6 (__TEXT,__text) non-external _opexe_0.cold.1
00007ff8034cf0f9 (__TEXT,__text) non-external _opexe_0.cold.2
00007ff8034ab3a4 (__TEXT,__text) non-external _opexe_1
00007ff8034abf7c (__TEXT,__text) non-external _opexe_2
00007ff8034ad104 (__TEXT,__text) non-external _opexe_3
00007ff8034ad7d4 (__TEXT,__text) non-external _opexe_4
00007ff8034a9d5c (__TEXT,__text) non-external _opexe_5
00007ff8034c435c (__TEXT,__text) non-external _opexe_6
                 (undefined) external _os_log_type_enabled (from libSystem)
00007ff8034aff89 (__TEXT,__text) non-external (was a private external) _pair_car
00007ff8034affd7 (__TEXT,__text) non-external (was a private external) _pair_cdr
00007ff8034b0eaa (__TEXT,__text) non-external _parse_pattern
00007ff8034e9940 (__TEXT,__const) non-external _policy_scm
00007ff8034c8425 (__TEXT,__text) non-external _populate_modifier_descriptor
00007ff8034c87cf (__TEXT,__text) non-external _populate_modifier_msgfilter_descriptor
00007ff8034af17e (__TEXT,__text) non-external _port_close
00007ff8034a810e (__TEXT,__text) non-external _port_from_string
00007ff8034b06fb (__TEXT,__text) non-external _port_rep_from_file
00007ff8034c344c (__TEXT,__text) non-external _previously_emitted_buffer
00007ff8034c5b82 (__TEXT,__text) non-external _printatom
00007ff8034cdc64 (__TEXT,__text) non-external _priortysort
00007ff840253910 (__DATA_CONST,__const) non-external _profile_dirs
00007ff8034b9230 (__TEXT,__text) non-external _push_bytes
00007ff8034b7b14 (__TEXT,__text) non-external _push_byteset
00007ff8034b93f0 (__TEXT,__text) non-external _push_jne_instr
00007ff8034b6d1e (__TEXT,__text) non-external _push_literal
00007ff8034b9556 (__TEXT,__text) non-external _push_match_sequence_instr
00007ff8034c4c62 (__TEXT,__text) non-external _push_nop
00007ff8034b680c (__TEXT,__text) non-external _push_operator
00007ff8034c4f76 (__TEXT,__text) non-external (was a private external) _putcharacter
00007ff8034c4f2a (__TEXT,__text) non-external (was a private external) _putstr
00007ff8034ab06a (__TEXT,__text) non-external _readstr_upto
                 (undefined) external _realloc (from libSystem)
                 (undefined) external _reallocf (from libSystem)
00007ff8034c35b3 (__TEXT,__text) non-external _record_buffer_data
00007ff8034c36b9 (__TEXT,__text) non-external _record_condition_data
00007ff8034b9737 (__TEXT,__text) non-external _regex_quote
00007ff8034bf9fc (__TEXT,__text) non-external _reorder_condition
00007ff8034bfbf3 (__TEXT,__text) non-external _reorder_condition_list
00007ff8034cb2f3 (__TEXT,__text) non-external _reorder_policy
00007ff8034b4516 (__TEXT,__text) non-external _reverse
00007ff8034ae70c (__TEXT,__text) non-external (was a private external) _s_cons
00007ff8034ae1c9 (__TEXT,__text) non-external (was a private external) _s_immutable_cons
00007ff8034a9898 (__TEXT,__text) non-external _s_save
00007ff8034c3cc9 (__TEXT,__text) external _sandbox_apply
00007ff8034c3ce3 (__TEXT,__text) external _sandbox_apply_container
00007ff8034c62dc (__TEXT,__text) external _sandbox_compile_entitlements
00007ff8034a43bb (__TEXT,__text) external _sandbox_compile_file
00007ff8034a4330 (__TEXT,__text) external _sandbox_compile_named
00007ff8034c4999 (__TEXT,__text) external _sandbox_compile_string
00007ff8034c6c40 (__TEXT,__text) external _sandbox_container_paths_iterate_items
00007ff8034a4200 (__TEXT,__text) external _sandbox_create_params
00007ff8034c703b (__TEXT,__text) external _sandbox_exempt_from_network_approval_policy
00007ff8034c3da6 (__TEXT,__text) external _sandbox_free_params
00007ff8034c3d75 (__TEXT,__text) external _sandbox_free_profile
00007ff8034c6407 (__TEXT,__text) external _sandbox_inspect_pid
00007ff8034c6504 (__TEXT,__text) external _sandbox_inspect_smemory
00007ff8034c6c55 (__TEXT,__text) external _sandbox_prepare_user_home_mount
00007ff8034c70ec (__TEXT,__text) external _sandbox_register_network_approval_policy_exemption_for_share
00007ff8034c6305 (__TEXT,__text) external _sandbox_register_profile
00007ff8034c747f (__TEXT,__text) external _sandbox_register_sync_root
00007ff8034a424b (__TEXT,__text) external _sandbox_set_param
00007ff8034c6584 (__TEXT,__text) external _sandbox_set_user_state_item
00007ff8034c659c (__TEXT,__text) external _sandbox_set_user_state_item_with_persona
00007ff8034c63da (__TEXT,__text) external _sandbox_unregister_all_profiles
00007ff8034c6395 (__TEXT,__text) external _sandbox_unregister_profile
00007ff8034c650f (__TEXT,__text) external _sandbox_user_state_item_buffer_create
00007ff8034c656c (__TEXT,__text) external _sandbox_user_state_item_buffer_destroy
00007ff8034c651e (__TEXT,__text) external _sandbox_user_state_item_buffer_send
00007ff8034c6894 (__TEXT,__text) external _sandbox_user_state_iterate_items
00007ff8034c75d0 (__TEXT,__text) non-external _sb_annotation_destroy
00007ff8034c1e29 (__TEXT,__text) non-external _sb_annotation_set_integer
00007ff8034c7bdc (__TEXT,__text) non-external _sb_bitmask_create_empty
00007ff8034c7b6d (__TEXT,__text) non-external _sb_bitmask_release
00007ff8034a6a6c (__TEXT,__text) non-external _sb_buffer_alloc
00007ff8034b7eaf (__TEXT,__text) non-external _sb_buffer_get_byte_count
00007ff8034b7f3e (__TEXT,__text) non-external _sb_buffer_get_hash
00007ff8034b967c (__TEXT,__text) non-external _sb_buffer_is_equivalent
00007ff8034b151a (__TEXT,__text) non-external _sb_buffer_release
00007ff8034b833d (__TEXT,__text) non-external _sb_buffer_retain
00007ff8034c7d34 (__TEXT,__text) non-external _sb_buffer_with_contents_of_file
00007ff8034b7eeb (__TEXT,__text) non-external _sb_buffer_with_data_pointer
00007ff8034b78ff (__TEXT,__text) non-external _sb_byteset_add_byte
00007ff8034c93ba (__TEXT,__text) non-external _sb_byteset_copy
00007ff8034b7b80 (__TEXT,__text) non-external _sb_byteset_get_population
00007ff8034c12e8 (__TEXT,__text) non-external _sb_byteset_is_equivalent
00007ff8034b9d78 (__TEXT,__text) non-external _sb_byteset_iterate_ranges
00007ff8034b7a68 (__TEXT,__text) non-external _sb_byteset_negate
00007ff8034b78bc (__TEXT,__text) non-external _sb_byteset_new
00007ff8034b7a01 (__TEXT,__text) non-external _sb_byteset_release
00007ff8034b79ae (__TEXT,__text) non-external _sb_byteset_retain
00007ff8034b9ee2 (__TEXT,__text) non-external _sb_byteset_union
00007ff8034a6921 (__TEXT,__text) non-external _sb_calloc
00007ff8034c95d1 (__TEXT,__text) non-external _sb_condition_boolean
00007ff8034b476d (__TEXT,__text) non-external _sb_condition_conjunction
00007ff8034c47bc (__TEXT,__text) non-external _sb_condition_constant
00007ff8034b1e26 (__TEXT,__text) non-external _sb_condition_disjunction
00007ff8034c9bc6 (__TEXT,__text) non-external _sb_condition_is_bitmask
00007ff8034bd4ec (__TEXT,__text) non-external _sb_condition_is_conjunction
00007ff8034b4a30 (__TEXT,__text) non-external _sb_condition_is_contrary
00007ff8034bc7ec (__TEXT,__text) non-external _sb_condition_is_disjunction
00007ff8034b510b (__TEXT,__text) non-external _sb_condition_is_equivalent
00007ff8034c323c (__TEXT,__text) non-external _sb_condition_is_integer
00007ff8034bd731 (__TEXT,__text) non-external _sb_condition_is_pattern
00007ff8034b199c (__TEXT,__text) non-external _sb_condition_is_regex
00007ff8034c9b57 (__TEXT,__text) non-external _sb_condition_is_string_textbuf
00007ff8034bd89d (__TEXT,__text) non-external _sb_condition_is_transposable
00007ff8034b1a0a (__TEXT,__text) non-external _sb_condition_list_append
00007ff8034bde58 (__TEXT,__text) non-external _sb_condition_list_contains_condition
00007ff8034bda63 (__TEXT,__text) non-external _sb_condition_list_copy
00007ff8034b845b (__TEXT,__text) non-external _sb_condition_list_every_condition_matches_predicate
00007ff8034c9cbc (__TEXT,__text) non-external _sb_condition_list_filter
00007ff8034b41ac (__TEXT,__text) non-external _sb_condition_list_get_hash
00007ff8034c0e40 (__TEXT,__text) non-external _sb_condition_list_is_equivalent
00007ff8034b4328 (__TEXT,__text) non-external _sb_condition_list_iterate
00007ff8034be447 (__TEXT,__text) non-external _sb_condition_list_iterate_reverse
00007ff8034afeb7 (__TEXT,__text) non-external _sb_condition_list_new
00007ff8034b061f (__TEXT,__text) non-external _sb_condition_list_release
00007ff8034bdb70 (__TEXT,__text) non-external _sb_condition_list_remove
00007ff8034bec5c (__TEXT,__text) non-external _sb_condition_matches_subset
00007ff8034bc638 (__TEXT,__text) non-external _sb_condition_negation
00007ff8034c42eb (__TEXT,__text) non-external _sb_condition_network
00007ff8034b1647 (__TEXT,__text) non-external _sb_condition_new
00007ff8034b7853 (__TEXT,__text) non-external _sb_condition_pattern
00007ff8034c99b0 (__TEXT,__text) non-external _sb_condition_pattern_literal
00007ff8034b21e8 (__TEXT,__text) non-external _sb_condition_pattern_path
00007ff8034b1cb4 (__TEXT,__text) non-external _sb_condition_release
00007ff8034b1910 (__TEXT,__text) non-external _sb_condition_set_source_info
00007ff8034b8272 (__TEXT,__text) non-external _sb_condition_string
00007ff8034a65e8 (__TEXT,__text) non-external _sb_context_intern_string
00007ff8034b0313 (__TEXT,__text) non-external _sb_context_release
00007ff8034b0295 (__TEXT,__text) non-external _sb_context_release_modification
00007ff8034a64c0 (__TEXT,__text) non-external _sb_context_retain
00007ff8034c9d1b (__TEXT,__text) non-external _sb_context_retain_modification
00007ff8034ca049 (__TEXT,__text) non-external _sb_error_fatal
00007ff8034ca2d1 (__TEXT,__text) non-external _sb_error_fatal_for_instruction
00007ff8034ca0f0 (__TEXT,__text) non-external _sb_error_for_instruction
00007ff8034b7d64 (__TEXT,__text) non-external _sb_error_new
00007ff840254568 (__DATA_CONST,__const) non-external _sb_error_out_of_memory.oom_error
00007ff8034b7c47 (__TEXT,__text) non-external _sb_error_set_unsupported_with_format
00007ff8034c9ed0 (__TEXT,__text) non-external _sb_error_set_with_description
00007ff8034c9fab (__TEXT,__text) non-external _sb_error_set_with_format
00007ff8034c9f2b (__TEXT,__text) non-external _sb_error_set_with_formatv
00007ff8034aeb53 (__TEXT,__text) non-external _sb_filter_accepts_type
00007ff8034ca5ca (__TEXT,__text) non-external _sb_filter_has_atom_namespace
00007ff843a62d08 (__DATA_DIRTY,__bss) non-external _sb_filter_has_side_effects.filterset
00007ff843a62d18 (__DATA_DIRTY,__bss) non-external _sb_filter_has_side_effects.onceToken
00007ff8034b09ef (__TEXT,__text) non-external _sb_fsa_acceptor
00007ff8034b323b (__TEXT,__text) non-external _sb_fsa_copy
00007ff8034b3087 (__TEXT,__text) non-external _sb_fsa_disjunction
00007ff8034b348b (__TEXT,__text) non-external _sb_fsa_get_recognizer_child
00007ff8034bf476 (__TEXT,__text) non-external _sb_fsa_is_backtracking_recognizer
00007ff8034bf36d (__TEXT,__text) non-external _sb_fsa_matches_subset
00007ff8034b9be1 (__TEXT,__text) non-external _sb_fsa_recognizer_byteset
00007ff8034b9fd8 (__TEXT,__text) non-external _sb_fsa_recognizer_byteset_skip
00007ff8034b9b47 (__TEXT,__text) non-external _sb_fsa_recognizer_seek_byte
00007ff8034b77b7 (__TEXT,__text) non-external _sb_fsa_recognizer_seek_byte_with_retry
00007ff8034b2e54 (__TEXT,__text) non-external _sb_fsa_recognizer_sequence
00007ff8034b303e (__TEXT,__text) non-external _sb_fsa_recognizer_terminal
00007ff8034c772e (__TEXT,__text) non-external _sb_fsa_recognizer_variable
00007ff8034b13f2 (__TEXT,__text) non-external _sb_fsa_release
00007ff8034b3fc4 (__TEXT,__text) non-external _sb_fsa_release_indegree
00007ff8034b132f (__TEXT,__text) non-external _sb_fsa_retain
00007ff8034b2fbb (__TEXT,__text) non-external _sb_fsa_retain_indegree
00007ff8034b9a2c (__TEXT,__text) non-external _sb_fsa_set_recognizer_child
00007ff8034a697c (__TEXT,__text) non-external _sb_hash_compute
00007ff8034c641f (__TEXT,__text) non-external _sb_inspect_subsystem
00007ff8034a6c9c (__TEXT,__text) non-external _sb_instr_action
00007ff8034b2108 (__TEXT,__text) non-external _sb_instr_conditional
00007ff8034c1350 (__TEXT,__text) non-external _sb_instr_get_action_modifiers
00007ff8034bc8d3 (__TEXT,__text) non-external _sb_instr_get_jump_target
00007ff8034bc2fe (__TEXT,__text) non-external _sb_instr_is_equivalent
00007ff8034a6d05 (__TEXT,__text) non-external _sb_instr_new
00007ff8034a6ebe (__TEXT,__text) non-external _sb_instr_release
00007ff8034bc4f9 (__TEXT,__text) non-external _sb_instr_replace
00007ff8034a6dbb (__TEXT,__text) non-external _sb_instr_retain
00007ff8034bca3c (__TEXT,__text) non-external _sb_instr_set_condition
00007ff8034b81ca (__TEXT,__text) non-external _sb_instr_set_false_branch
00007ff8034beb75 (__TEXT,__text) non-external _sb_instr_set_true_branch
00007ff8034a6e11 (__TEXT,__text) non-external _sb_instr_track
00007ff8034a69d8 (__TEXT,__text) non-external _sb_malloc
00007ff8034b5694 (__TEXT,__text) non-external _sb_modifier_requires_argument
00007ff8034b011f (__TEXT,__text) non-external _sb_modifiers_iterate
00007ff8034b0190 (__TEXT,__text) non-external _sb_modifiers_release
00007ff8034ca92f (__TEXT,__text) non-external _sb_msgfilter_release
00007ff8034c3aa2 (__TEXT,__text) non-external _sb_mutable_buffer_make_immutable
00007ff8034baa39 (__TEXT,__text) non-external _sb_mutable_buffer_new
00007ff8034c3bbb (__TEXT,__text) non-external _sb_mutable_buffer_release
00007ff8034c1eb9 (__TEXT,__text) non-external _sb_mutable_buffer_set_minimum_size
00007ff8034c1f41 (__TEXT,__text) non-external _sb_mutable_buffer_write
00007ff8034c5daa (__TEXT,__text) non-external (was a private external) _sb_packbuff_free
00007ff8034cf234 (__TEXT,__text) non-external _sb_packbuff_free.cold.1
00007ff8034c5e1c (__TEXT,__text) non-external (was a private external) _sb_packbuff_get_bytes
00007ff8034c5e30 (__TEXT,__text) non-external (was a private external) _sb_packbuff_get_item_value_type
00007ff8034c5e26 (__TEXT,__text) non-external (was a private external) _sb_packbuff_get_size
00007ff8034c5d32 (__TEXT,__text) non-external (was a private external) _sb_packbuff_init_with_buffer
00007ff8034c5c27 (__TEXT,__text) non-external (was a private external) _sb_packbuff_new
00007ff8034c5fff (__TEXT,__text) non-external _sb_packbuff_pack_item
00007ff8034cf2c9 (__TEXT,__text) non-external _sb_packbuff_pack_item.cold.1
00007ff8034cf2ec (__TEXT,__text) non-external _sb_packbuff_pack_item.cold.2
00007ff8034c6159 (__TEXT,__text) non-external (was a private external) _sb_packbuff_pack_key_with_string_value
00007ff8034c6126 (__TEXT,__text) non-external (was a private external) _sb_packbuff_pack_string
00007ff8034c5fe6 (__TEXT,__text) non-external (was a private external) _sb_packbuff_pack_uint32
00007ff8034c5c99 (__TEXT,__text) non-external _sb_packbuff_realloc
00007ff8034c5ebc (__TEXT,__text) non-external _sb_packbuff_unpack_item
00007ff8034cf2a6 (__TEXT,__text) non-external _sb_packbuff_unpack_item.cold.1
00007ff8034c6208 (__TEXT,__text) non-external (was a private external) _sb_packbuff_unpack_key_with_string_value
00007ff8034c5f77 (__TEXT,__text) non-external (was a private external) _sb_packbuff_unpack_string
00007ff8034c5e63 (__TEXT,__text) non-external (was a private external) _sb_packbuff_unpack_uint32
00007ff8034b80cf (__TEXT,__text) non-external _sb_pattern_is_disjoint_with_regex
00007ff8034b138f (__TEXT,__text) non-external _sb_pattern_new
00007ff8034b093b (__TEXT,__text) non-external _sb_pattern_prefix
00007ff8034b5881 (__TEXT,__text) non-external _sb_pattern_regex
00007ff8034b1874 (__TEXT,__text) non-external _sb_pattern_release
00007ff8034b1821 (__TEXT,__text) non-external _sb_pattern_retain
00007ff8034b880d (__TEXT,__text) non-external _sb_pattern_serialize
00007ff8034ce96c (__TEXT,__text) non-external _sb_pattern_var_release
00007ff8034ce917 (__TEXT,__text) non-external _sb_pattern_var_retain
00007ff8034cea5d (__TEXT,__text) non-external _sb_pattern_var_set_ordinal
00007ff8034cecab (__TEXT,__text) non-external _sb_pattern_varset_enter
00007ff8034cee98 (__TEXT,__text) non-external _sb_pattern_varset_get_available_ordinal
00007ff8034cec4f (__TEXT,__text) non-external _sb_pattern_varset_new_internal
00007ff8034c4896 (__TEXT,__text) non-external _sb_pattern_varset_release
00007ff8034c47e8 (__TEXT,__text) non-external _sb_pattern_varset_retain
00007ff8034cb078 (__TEXT,__text) non-external _sb_policy_get_entry_point
00007ff8034cafb8 (__TEXT,__text) non-external _sb_policy_is_equivalent
00007ff8034caf78 (__TEXT,__text) non-external _sb_policy_is_operation_supported
00007ff8034cb0ba (__TEXT,__text) non-external _sb_policy_iterate_entry_points
00007ff8034cabea (__TEXT,__text) non-external _sb_policy_new
00007ff8034cae4d (__TEXT,__text) non-external _sb_policy_release
00007ff8034caed9 (__TEXT,__text) non-external _sb_policy_set_entry_point
00007ff8034ba996 (__TEXT,__text) non-external _sb_profile_release
00007ff8034c4848 (__TEXT,__text) non-external _sb_profile_set_pattern_variables
00007ff8034c49bd (__TEXT,__text) non-external _sb_program_add_source_buffer
00007ff8034a6aeb (__TEXT,__text) non-external _sb_program_source_alloc
00007ff8034b938b (__TEXT,__text) non-external _sb_realloc
00007ff8034b7f99 (__TEXT,__text) non-external _sb_regex_release
00007ff8034ba722 (__TEXT,__text) non-external _sb_sbpl_parser_release
00007ff8034b7e75 (__TEXT,__text) non-external _sb_textbuf_get_length
00007ff8034b2484 (__TEXT,__text) non-external _sb_textbuf_with_normalized_string_copy
00007ff8034a651d (__TEXT,__text) non-external _sb_textbuf_with_string_copy
00007ff8034b8032 (__TEXT,__text) non-external _sb_textbuf_with_substring_copy
00007ff8034c9e67 (__TEXT,__text) non-external _sb_transform_eliminate_dead_code_profile
00007ff8034be0ed (__TEXT,__text) non-external _sb_transform_expand_logical_conditions_profile
00007ff8034cb443 (__TEXT,__text) non-external _sb_transform_resolve_jumps_policy
00007ff8034bb9c4 (__TEXT,__text) non-external _sb_transform_synthesize_logical_conditions_profile
00007ff8034ba5fb (__TEXT,__text) non-external _sb_visitor_has_visited
00007ff8034ba28f (__TEXT,__text) non-external _sb_visitor_new
00007ff8034ba69e (__TEXT,__text) non-external _sb_visitor_release
00007ff8034cef2e (__TEXT,__text) non-external _sb_warn
00007ff8034ec850 (__TEXT,__const) non-external _sbpl1_scm
00007ff8034ed270 (__TEXT,__const) non-external _sbpl2_scm
00007ff8034ed2f0 (__TEXT,__const) non-external _sbpl3_scm
00007ff8034cbb85 (__TEXT,__text) non-external _sbpl_enter_message_filter_context
00007ff8034cc2fd (__TEXT,__text) non-external _sbpl_filter_eqv
00007ff8034cbd9d (__TEXT,__text) non-external _sbpl_leave_message_filter_context
00007ff8034cc3cb (__TEXT,__text) non-external _sbpl_operation_eqv
00007ff8034e6230 (__TEXT,__const) non-external _sbpl_scm
00007ff8034ba0d5 (__TEXT,__text) non-external (was a private external) _scheme_call
00007ff8034ae2ae (__TEXT,__text) non-external (was a private external) _scheme_define
00007ff8034ba7d9 (__TEXT,__text) non-external (was a private external) _scheme_deinit
00007ff8034a76dc (__TEXT,__text) non-external (was a private external) _scheme_enable_full_backtraces
00007ff8034c514d (__TEXT,__text) non-external (was a private external) _scheme_error
00007ff8034c5503 (__TEXT,__text) non-external (was a private external) _scheme_errorf
00007ff8034b9980 (__TEXT,__text) non-external (was a private external) _scheme_get_external_data
00007ff8034ba097 (__TEXT,__text) non-external (was a private external) _scheme_global
00007ff8034a7092 (__TEXT,__text) non-external (was a private external) _scheme_init_custom_alloc
00007ff8034a704e (__TEXT,__text) non-external (was a private external) _scheme_init_new
00007ff8034ae8c9 (__TEXT,__text) non-external (was a private external) _scheme_load_file
00007ff8034a81bc (__TEXT,__text) non-external (was a private external) _scheme_load_string
00007ff8034af048 (__TEXT,__text) non-external (was a private external) _scheme_push_string
00007ff8034c55ee (__TEXT,__text) non-external (was a private external) _scheme_quit
00007ff8034a8199 (__TEXT,__text) non-external (was a private external) _scheme_set_error_port_string
00007ff8034a80db (__TEXT,__text) non-external (was a private external) _scheme_set_external_data
00007ff8034a80ea (__TEXT,__text) non-external (was a private external) _scheme_set_output_port_string
00007ff8034c4fb1 (__TEXT,__text) non-external (was a private external) _scheme_write_to_string
00007ff8034b36ef (__TEXT,__text) non-external _shallow_copy_node
00007ff8034be8e9 (__TEXT,__text) non-external _skip_redundant_instructions
                 (undefined) external _snprintf (from libSystem)
00007ff8034c0d18 (__TEXT,__text) non-external _split_node
                 (undefined) external _sscanf (from libSystem)
00007ff8034a7f1e (__TEXT,__text) non-external _store_string
                 (undefined) external _strcasecmp (from libSystem)
                 (undefined) external _strchr (from libSystem)
                 (undefined) external _strcmp (from libSystem)
                 (undefined) external _strcspn (from libSystem)
                 (undefined) external _strdup (from libSystem)
                 (undefined) external _strerror (from libSystem)
00007ff8034b9973 (__TEXT,__text) non-external (was a private external) _string_length
00007ff8034b0931 (__TEXT,__text) non-external (was a private external) _string_value
                 (undefined) external _strlcat (from libSystem)
                 (undefined) external _strlen (from libSystem)
                 (undefined) external _strncmp (from libSystem)
                 (undefined) external _strnlen (from libSystem)
                 (undefined) external _strrchr (from libSystem)
                 (undefined) external _strsep (from libSystem)
                 (undefined) external _strspn (from libSystem)
                 (undefined) external _strstr (from libSystem)
                 (undefined) external _strtod (from libSystem)
                 (undefined) external _strtol (from libSystem)
00007ff8034ae2fe (__TEXT,__text) non-external (was a private external) _symname
00007ff8034bba0c (__TEXT,__text) non-external _synthesize_logical_conditions
00007ff8034ca783 (__TEXT,__text) non-external _synthesize_logical_conditions_policy
00007ff840253810 (__DATA_CONST,__const) non-external _tests
00007ff8034a9920 (__TEXT,__text) non-external _token
00007ff8034ba3fe (__TEXT,__text) non-external _traverse_postorder
00007ff8034ca621 (__TEXT,__text) non-external _traverse_preorder
00007ff8034c964b (__TEXT,__text) non-external _type_mismatch_error
                 (undefined) external _ungetc (from libSystem)
00007ff8034cdaf1 (__TEXT,__text) non-external _unicode_decompose
00007ff8034b2df8 (__TEXT,__text) non-external _unicode_decomposeable
00007ff8034cdb7d (__TEXT,__text) non-external _unicode_recursive_decompose
00007ff8034ed320 (__TEXT,__const) non-external _utf_extrabytes
                 (undefined) external _uuid_unparse_lower (from libSystem)
00007ff8034cbeb2 (__TEXT,__text) non-external _variable_quote
                 (undefined) external _vasprintf (from libSystem)
00007ff8034cb5b9 (__TEXT,__text) non-external _version
00007ff8034cb1b4 (__TEXT,__text) non-external _visited_list_done
                 (undefined) external _vm_deallocate (from libSystem)
                 (undefined) weak external _voucher_mach_msg_set (from libSystem)
00007ff8034ae379 (__TEXT,__text) non-external _xpc2sc
                 (undefined) external _xpc_array_get_count (from libSystem)
                 (undefined) external _xpc_array_get_value (from libSystem)
                 (undefined) external _xpc_bool_get_value (from libSystem)
                 (undefined) external _xpc_dictionary_apply (from libSystem)
                 (undefined) external _xpc_dictionary_create (from libSystem)
                 (undefined) external _xpc_dictionary_get_value (from libSystem)
                 (undefined) external _xpc_dictionary_set_string (from libSystem)
                 (undefined) external _xpc_dictionary_set_value (from libSystem)
                 (undefined) external _xpc_get_type (from libSystem)
                 (undefined) external _xpc_int64_get_value (from libSystem)
                 (undefined) external _xpc_release (from libSystem)
                 (undefined) external _xpc_retain (from libSystem)
                 (undefined) external _xpc_string_get_string_ptr (from libSystem)
                 (undefined) external _xpc_uint64_get_value (from libSystem)
                 (undefined) external _xpc_uuid_get_bytes (from libSystem)
