00000001ed8e6e80 (__TEXT,__text) non-external _DiToMD5
00000001ed8d5d8c (__TEXT,__text) non-external ___OSArrayApply_block_invoke
00000001ed8d520c (__TEXT,__text) non-external ___OSDictionaryApply_block_invoke
00000001ed8fa880 (__TEXT,__text) non-external ___OSDictionaryApply_block_invoke.cold.1
00000001ed8fa8ac (__TEXT,__text) non-external ___OSDictionaryApply_block_invoke.cold.2
00000001ed8d48d8 (__TEXT,__text) non-external ___OSStringCreate_block_invoke
00000001ed8d6b0c (__TEXT,__text) non-external ____Z16OSSerializeEntryP15OSSerializationS0_17OSCollectionEntry_block_invoke
00000001ed8d6b8c (__TEXT,__text) non-external ____Z16OSSerializeEntryP15OSSerializationS0_17OSCollectionEntry_block_invoke_2
00000001ed8d71dc (__TEXT,__text) non-external ____Z19OSObjectLogInternalP8OSObjectj_block_invoke
00000001ed8d7258 (__TEXT,__text) non-external ____Z19OSObjectLogInternalP8OSObjectj_block_invoke.41
00000001ed8e41a8 (__TEXT,__text) non-external ____ZL13noChannelNamev_block_invoke
00000001ed8d3488 (__TEXT,__text) non-external ____ZL15OSCopyInObjectsP18IOUserServer_IVarsP16IORPCMessageMachP12IORPCMessageb_block_invoke
00000001ed8fa510 (__TEXT,__text) non-external ____ZL15OSCopyInObjectsP18IOUserServer_IVarsP16IORPCMessageMachP12IORPCMessageb_block_invoke.cold.1
00000001ed8c8a68 (__TEXT,__text) non-external ____ZL18isFirstPartyDriverv_block_invoke
00000001ed8d96d8 (__TEXT,__text) non-external ____ZL19OSArrayContainerizeP7OSArray_block_invoke
00000001ed8d97f8 (__TEXT,__text) non-external ____ZL20OSArrayInternalApplyP7OSArrayjU13block_pointerFbmP15OSSerialization17OSCollectionEntryE_block_invoke
00000001ed8d9554 (__TEXT,__text) non-external ____ZL20OSDictionaryGetEntryP12OSDictionaryP8OSObjectPKcPm_block_invoke
00000001ed8fae58 (__TEXT,__text) non-external ____ZL20OSDictionaryGetEntryP12OSDictionaryP8OSObjectPKcPm_block_invoke.cold.1
00000001ed8d9930 (__TEXT,__text) non-external ____ZL21OSArrayIterateObjectsP7OSArrayjU13block_pointerFbP8OSObjectE_block_invoke
00000001ed8d93cc (__TEXT,__text) non-external ____ZL24OSDictionaryContainerizeP12OSDictionary_block_invoke
00000001ed8d9524 (__TEXT,__text) non-external ____ZL25OSDictionaryInternalApplyP12OSDictionaryU13block_pointerFbmP15OSSerialization17OSCollectionEntryS3_E_block_invoke
00000001ed8d9860 (__TEXT,__text) non-external ____ZL26OSDictionaryIterateObjectsP12OSDictionaryU13block_pointerFbP8OSObjectS2_E_block_invoke
00000001ed8d9844 (__TEXT,__text) non-external ____ZL27OSCollectionEntryArrayApplyP15OSSerialization17OSCollectionEntryU13block_pointerFbmS0_S1_E_block_invoke
00000001ed8d3a8c (__TEXT,__text) non-external ____ZL31IOInterruptDispatchSourceThreadPv_block_invoke
00000001ed8d981c (__TEXT,__text) non-external ____ZL32OSCollectionEntryDictionaryApplyP15OSSerialization17OSCollectionEntryU13block_pointerFbmS0_S1_S1_E_block_invoke
00000001ed8d34b4 (__TEXT,__text) non-external ____ZL8LockTesti_block_invoke
00000001ed8d3524 (__TEXT,__text) non-external ____ZL8LockTesti_block_invoke.217
00000001ed8d35b4 (__TEXT,__text) non-external ____ZL8LockTesti_block_invoke.221
00000001ed8e6c74 (__TEXT,__text) non-external ____ZL8deepcopyP12OSDictionary_block_invoke
00000001ed8e2a8c (__TEXT,__text) non-external ____ZN10IOReporter16updateAllReportsEP12OSCollectionP6OSDatajPjyyP18IOMemoryDescriptor_block_invoke
00000001ed8e2648 (__TEXT,__text) non-external ____ZN10IOReporter19configureAllReportsEP12OSCollectionP6OSDatajPj_block_invoke
00000001ed8d785c (__TEXT,__text) non-external ____ZN12OSDictionary5mergeEPKS__block_invoke
00000001ed8d16f4 (__TEXT,__text) non-external ____ZN13IOCommandPool10getCommandEb_block_invoke
00000001ed8d17f8 (__TEXT,__text) non-external ____ZN13IOCommandPool13returnCommandEP9IOCommand_block_invoke
00000001ed8fa1f8 (__TEXT,__text) non-external ____ZN13IOCommandPool13returnCommandEP9IOCommand_block_invoke.cold.1
00000001ed8ccb24 (__TEXT,__text) non-external ____ZN15IODispatchQueue14DispatchSync_fEPvPFvS0_E_block_invoke
00000001ed8cc864 (__TEXT,__text) non-external ____ZN15IODispatchQueue15DispatchAsync_fEPvPFvS0_E_block_invoke
00000001ed8cc9d4 (__TEXT,__text) non-external ____ZN15IODispatchQueue20DispatchConcurrent_fEPvPFvS0_E_block_invoke
00000001ed8cc3a4 (__TEXT,__text) non-external ____ZN15IODispatchQueue6CancelEU13block_pointerFvvE_block_invoke
00000001ed8cd0e0 (__TEXT,__text) non-external ____ZN15IODispatchQueue9RunActionEU13block_pointerFivE_block_invoke
00000001ed8ca614 (__TEXT,__text) non-external ____ZN15OSMetaClassBase6InvokeE5IORPC_block_invoke
00000001ed8cefd8 (__TEXT,__text) non-external ____ZN21IOTimerDispatchSource11Cancel_ImplEU13block_pointerFvvE_block_invoke
00000001ed8cec74 (__TEXT,__text) non-external ____ZN21IOTimerDispatchSource11Create_ImplEP15IODispatchQueuePPS__block_invoke
00000001ed8ced68 (__TEXT,__text) non-external ____ZN21IOTimerDispatchSource11Create_ImplEP15IODispatchQueuePPS__block_invoke_2
00000001ed8cf2a4 (__TEXT,__text) non-external ____ZN21IOTimerDispatchSource15WakeAtTime_ImplEyyy_block_invoke
00000001ed8cd72c (__TEXT,__text) non-external ____ZN25IOInterruptDispatchSource11Cancel_ImplEU13block_pointerFvvE_block_invoke
00000001ed8cd470 (__TEXT,__text) non-external ____ZN25IOInterruptDispatchSource28SetEnableWithCompletion_ImplEbU13block_pointerFvvE_block_invoke
00000001ed8cdb20 (__TEXT,__text) non-external ____ZN35IOServiceNotificationDispatchSource11Cancel_ImplEU13block_pointerFvvE_block_invoke
00000001ed8cdd00 (__TEXT,__text) non-external ____ZN35IOServiceNotificationDispatchSource20DeliverNotificationsEU13block_pointerFvyP9IOServiceyE_block_invoke
00000001ed8f9e30 (__TEXT,__text) non-external ____ZN35IOServiceNotificationDispatchSource20DeliverNotificationsEU13block_pointerFvyP9IOServiceyE_block_invoke.cold.1
00000001ed8f9e5c (__TEXT,__text) non-external ____ZN35IOServiceNotificationDispatchSource20DeliverNotificationsEU13block_pointerFvyP9IOServiceyE_block_invoke.cold.2
00000001ed8cda74 (__TEXT,__text) non-external ____ZN35IOServiceNotificationDispatchSource28SetEnableWithCompletion_ImplEbU13block_pointerFvvE_block_invoke
00000001ed8d1c28 (__TEXT,__text) non-external ____ZN40IOServiceStateNotificationDispatchSource11Cancel_ImplEU13block_pointerFvvE_block_invoke
00000001ed8d1b7c (__TEXT,__text) non-external ____ZN40IOServiceStateNotificationDispatchSource28SetEnableWithCompletion_ImplEbU13block_pointerFvvE_block_invoke
00000001ed8d8724 (__TEXT,__text) non-external ____ZN5OSSet5mergeEPK7OSArray_block_invoke
00000001ed8d8120 (__TEXT,__text) non-external ____ZN7OSArray5mergeEPKS__block_invoke
00000001ed8cf5f8 (__TEXT,__text) non-external ____ZN8OSAction6CancelEU13block_pointerFvvE_block_invoke
00000001ed8d4bf4 (__TEXT,__text) non-external ____ZN8OSString4freeEv_block_invoke
00000001ed8d024c (__TEXT,__text) non-external ____ZN9IOService9Stop_ImplEPS__block_invoke
00000001ed8d7b2c (__TEXT,__text) non-external ____ZNK12OSDictionary14iterateObjectsEU13block_pointerFbP8OSObjectE_block_invoke
00000001ed8d7a10 (__TEXT,__text) non-external ____ZNK12OSDictionary9isEqualToEPKS_PK12OSCollection_block_invoke
00000001ed8d78ac (__TEXT,__text) non-external ____ZNK12OSDictionary9isEqualToEPKS__block_invoke
00000001ed8d83a8 (__TEXT,__text) non-external ____ZNK7OSArray20getNextIndexOfObjectEPK15OSMetaClassBasej_block_invoke
00000001ed8d8174 (__TEXT,__text) non-external ____ZNK7OSArray9isEqualToEPKS__block_invoke
00000001ed8f89fc (__TEXT,__text) external ___assert_rtn
000000022ddb9f40 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
000000022ddba060 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
000000023638a168 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp
000000023638b6e8 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp
000000023638bb70 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp
000000023638b718 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.1
000000023638a2e8 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.101
000000023638a318 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.104
000000023638a348 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.108
000000022ddb9fc0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.117
000000022ddb9fe0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.118
000000023638a378 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.121
000000023638a3a8 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.122
000000023638a3d8 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.126
000000022ddba000 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.137
000000023638a408 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.153
000000022ddba020 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.154
000000023638a438 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.158
000000022ddba080 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.16
000000023638a468 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.161
000000022ddba0e0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.165
000000023638b598 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.169
000000023638b5c8 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.174
000000022ddba100 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.176
000000023638b5f8 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.180
000000023638b628 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.186
000000023638b658 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.189
000000023638b688 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.193
000000022ddba040 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.195
000000023638b6b8 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.196
000000023638a908 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.215
000000023638a9c8 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.22
000000023638a938 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.220
000000023638a968 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.224
000000022ddba188 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.23
000000023638a998 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.242
000000023638a9f8 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.26
000000022ddba0a0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.32
000000022ddba0c0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.33
000000023638aa28 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.40
000000023638aa58 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.46
000000023638aa88 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.55
000000023638aab8 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.58
000000023638aae8 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.61
000000023638ab18 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.64
000000023638ab48 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.67
000000023638a198 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.70
000000023638ab78 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.70
000000023638a1c8 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.73
000000023638aba8 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.73
000000023638a1f8 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.76
000000023638abd8 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.76
000000023638a228 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.79
000000022ddb9f60 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.86
000000022ddb9f80 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.87
000000022ddb9fa0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.88
000000023638a258 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.92
000000023638a288 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.95
000000023638a2b8 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.98
000000023638a148 (__AUTH_CONST,__const) non-external ___block_literal_global
000000023638a8e8 (__AUTH_CONST,__const) non-external ___block_literal_global
000000023638b898 (__AUTH_CONST,__const) non-external ___block_literal_global
                 (undefined) external ___chkstk_darwin (from libSystem)
00000001ed8cc47c (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32b
00000001ed8cd11c (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32b40r
00000001ed8e6d4c (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32c33_ZTS11OSSharedPtrI12OSDictionaryE
00000001ed8cf300 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32r
00000001ed8ca6d8 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32r40c28_ZTS11OSSharedPtrI8OSActionE
00000001ed8cc128 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32r40r
00000001ed8e2770 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32r40r48r
00000001ed8e2be0 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32r40r48r56r64r
                 (undefined) external ___cxa_pure_virtual (from libc++)
00000001ed8cc48c (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32b
00000001ed8cd16c (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32b40r
00000001ed8e6d84 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32c33_ZTS11OSSharedPtrI12OSDictionaryE
00000001ed8cf310 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32r
00000001ed8ca754 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32r40c28_ZTS11OSSharedPtrI8OSActionE
00000001ed8cc178 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32r40r
00000001ed8e27d0 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32r40r48r
00000001ed8e2c60 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32r40r48r56r64r
                 (undefined) external ___error (from libSystem)
                 (undefined) external ___memcpy_chk (from libSystem)
                 (undefined) external ___stack_chk_fail (from libSystem)
                 (undefined) external ___stack_chk_guard (from libSystem)
                 (undefined) external ___stderrp (from libSystem)
                 (undefined) external __dispatch_queue_attr_concurrent (from libSystem)
                 (undefined) external __dispatch_source_type_timer (from libSystem)
                 (undefined) external __dyld_get_image_header (from libSystem)
                 (undefined) external __dyld_get_image_name (from libSystem)
                 (undefined) external __dyld_image_count (from libSystem)
                 (undefined) external __os_log_default (from libSystem)
                 (undefined) external __os_log_impl (from libSystem)
                 (undefined) external _abort (from libSystem)
00000001ed8c7efc (__TEXT,__text) external _absolutetime_to_continuoustime
00000001ed8c7d14 (__TEXT,__text) external _absolutetime_to_nanoseconds
00000001ed8f88f4 (__TEXT,__text) non-external _absolutetime_to_nanoseconds.cold.1
00000001ed8f8920 (__TEXT,__text) non-external _absolutetime_to_nanoseconds.cold.2
00000001ed8e76a4 (__TEXT,__text) external _aes_decrypt
00000001ed8e7c10 (__TEXT,__text) external _aes_decrypt_aad_gcm
00000001ed8e75cc (__TEXT,__text) external _aes_decrypt_cbc
00000001ed8e7ce8 (__TEXT,__text) external _aes_decrypt_finalize_gcm
00000001ed8e7c78 (__TEXT,__text) external _aes_decrypt_gcm
00000001ed8e7d8c (__TEXT,__text) external _aes_decrypt_get_ctx_size_gcm
00000001ed8e7bbc (__TEXT,__text) external _aes_decrypt_inc_iv_gcm
00000001ed8e756c (__TEXT,__text) external _aes_decrypt_key
00000001ed8fb788 (__TEXT,__text) non-external _aes_decrypt_key.cold.1
00000001ed8e76c4 (__TEXT,__text) external _aes_decrypt_key128
00000001ed8e76dc (__TEXT,__text) external _aes_decrypt_key256
00000001ed8e7a1c (__TEXT,__text) external _aes_decrypt_key_gcm
00000001ed8e7a84 (__TEXT,__text) external _aes_decrypt_key_with_iv_gcm
00000001ed8e7b70 (__TEXT,__text) external _aes_decrypt_reset_gcm
00000001ed8e7af4 (__TEXT,__text) external _aes_decrypt_set_iv_gcm
00000001ed8e7558 (__TEXT,__text) external _aes_encrypt
00000001ed8e78c8 (__TEXT,__text) external _aes_encrypt_aad_gcm
00000001ed8e7480 (__TEXT,__text) external _aes_encrypt_cbc
00000001ed8e79a0 (__TEXT,__text) external _aes_encrypt_finalize_gcm
00000001ed8e7930 (__TEXT,__text) external _aes_encrypt_gcm
00000001ed8e7d64 (__TEXT,__text) external _aes_encrypt_get_ctx_size_gcm
00000001ed8e7874 (__TEXT,__text) external _aes_encrypt_inc_iv_gcm
00000001ed8e7420 (__TEXT,__text) external _aes_encrypt_key
00000001ed8fb760 (__TEXT,__text) non-external _aes_encrypt_key.cold.1
00000001ed8e76b8 (__TEXT,__text) external _aes_encrypt_key128
00000001ed8e76d0 (__TEXT,__text) external _aes_encrypt_key256
00000001ed8e76e8 (__TEXT,__text) external _aes_encrypt_key_gcm
00000001ed8e7750 (__TEXT,__text) external _aes_encrypt_key_with_iv_gcm
00000001ed8e7828 (__TEXT,__text) external _aes_encrypt_reset_gcm
00000001ed8e77c0 (__TEXT,__text) external _aes_encrypt_set_iv_gcm
                 (undefined) external _arc4random_buf (from libSystem)
                 (undefined) external _bzero (from libSystem)
                 (undefined) external _calloc (from libSystem)
                 (undefined) external _ccaes_cbc_decrypt_mode (from libSystem)
                 (undefined) external _ccaes_cbc_encrypt_mode (from libSystem)
                 (undefined) external _ccaes_gcm_decrypt_mode (from libSystem)
                 (undefined) external _ccaes_gcm_encrypt_mode (from libSystem)
                 (undefined) external _cccbc_init (from libSystem)
                 (undefined) external _cccbc_set_iv (from libSystem)
                 (undefined) external _cccbc_update (from libSystem)
                 (undefined) external _ccdigest_init (from libSystem)
                 (undefined) external _ccdigest_update (from libSystem)
                 (undefined) external _ccgcm_aad (from libSystem)
                 (undefined) external _ccgcm_finalize (from libSystem)
                 (undefined) external _ccgcm_inc_iv (from libSystem)
                 (undefined) external _ccgcm_init (from libSystem)
                 (undefined) external _ccgcm_init_with_iv (from libSystem)
                 (undefined) external _ccgcm_reset (from libSystem)
                 (undefined) external _ccgcm_set_iv (from libSystem)
                 (undefined) external _ccgcm_update (from libSystem)
                 (undefined) external _ccmd5_di (from libSystem)
                 (undefined) external _ccsha1_di (from libSystem)
                 (undefined) external _ccsha256_di (from libSystem)
                 (undefined) external _ccsha384_di (from libSystem)
                 (undefined) external _ccsha512_di (from libSystem)
00000001ed8c7de4 (__TEXT,__text) external _clock_get_calendar_microtime
00000001ed8f8978 (__TEXT,__text) non-external _clock_get_calendar_microtime.cold.1
00000001ed8c7d98 (__TEXT,__text) external _clock_get_calendar_nanotime
00000001ed8f894c (__TEXT,__text) non-external _clock_get_calendar_nanotime.cold.1
00000001ed8c7e4c (__TEXT,__text) external _clock_get_system_nanotime
00000001ed8f89a4 (__TEXT,__text) non-external _clock_get_system_nanotime.cold.1
                 (undefined) external _clock_gettime (from libSystem)
                 (undefined) external _clock_gettime_nsec_np (from libSystem)
00000001ed8c7e98 (__TEXT,__text) external _clock_interval_to_deadline
                 (undefined) external _close (from libSystem)
00000001ed8c7ee4 (__TEXT,__text) external _continuoustime_to_absolutetime
00000001ed8c7298 (__TEXT,__text) external _crc32
                 (undefined) external _csops (from libSystem)
                 (undefined) external _dispatch_activate (from libSystem)
                 (undefined) external _dispatch_async (from libSystem)
                 (undefined) external _dispatch_async_f (from libSystem)
                 (undefined) external _dispatch_get_specific (from libSystem)
                 (undefined) external _dispatch_group_async (from libSystem)
                 (undefined) external _dispatch_group_create (from libSystem)
                 (undefined) external _dispatch_group_wait (from libSystem)
                 (undefined) external _dispatch_mach_cancel (from libSystem)
                 (undefined) external _dispatch_mach_connect (from libSystem)
                 (undefined) external _dispatch_mach_create_f (from libSystem)
                 (undefined) external _dispatch_mach_msg_get_msg (from libSystem)
                 (undefined) external _dispatch_main (from libSystem)
                 (undefined) external _dispatch_once (from libSystem)
                 (undefined) external _dispatch_queue_create (from libSystem)
                 (undefined) external _dispatch_queue_create_with_target$V2 (from libSystem)
                 (undefined) external _dispatch_queue_get_label (from libSystem)
                 (undefined) external _dispatch_queue_set_specific (from libSystem)
                 (undefined) external _dispatch_release (from libSystem)
                 (undefined) external _dispatch_resume (from libSystem)
                 (undefined) external _dispatch_source_cancel (from libSystem)
                 (undefined) external _dispatch_source_create (from libSystem)
                 (undefined) external _dispatch_source_set_cancel_handler (from libSystem)
                 (undefined) external _dispatch_source_set_event_handler (from libSystem)
                 (undefined) external _dispatch_source_set_timer (from libSystem)
                 (undefined) external _dispatch_sync (from libSystem)
                 (undefined) external _dispatch_workloop_create_inactive (from libSystem)
                 (undefined) external _dispatch_workloop_set_scheduler_priority (from libSystem)
                 (undefined) external _dladdr (from libSystem)
                 (undefined) external _dlclose (from libSystem)
                 (undefined) external _dlerror (from libSystem)
                 (undefined) external _dlopen (from libSystem)
                 (undefined) external _dyld_get_program_sdk_version (from libSystem)
                 (undefined) external _exit (from libSystem)
                 (undefined) external _fprintf (from libSystem)
                 (undefined) external _free (from libSystem)
                 (undefined) external _fstat (from libSystem)
000000023060ee58 (__DATA,__crash_info) non-external (was a private external) _gCRAnnotations
000000023060f1b8 (__DATA,__common) external _gIOBufferMemoryDescriptorMetaClass
000000022ddba3c8 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOBufferMemoryDescriptor_Declaration
000000023060f1c0 (__DATA,__common) external _gIOCommandMetaClass
000000023060f1c8 (__DATA,__common) external _gIOCommandPoolMetaClass
000000022ddba3d8 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOCommandPool_Declaration
000000022ddba3d0 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOCommand_Declaration
000000023060eea0 (__DATA,__common) external _gIODKDebug
000000023060f1d0 (__DATA,__common) external _gIODMACommandMetaClass
000000022ddba3e0 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIODMACommand_Declaration
000000023060f1d8 (__DATA,__common) external _gIODataQueueDispatchSourceMetaClass
000000022ddba3e8 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIODataQueueDispatchSource_Declaration
000000023060f1e0 (__DATA,__common) external _gIODispatchQueueMetaClass
000000022ddba3f0 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIODispatchQueue_Declaration
000000023060f1e8 (__DATA,__common) external _gIODispatchSourceMetaClass
000000022ddba3f8 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIODispatchSource_Declaration
000000023060f1f0 (__DATA,__common) external _gIOEventLinkMetaClass
000000022ddba400 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOEventLink_Declaration
000000023060f1f8 (__DATA,__common) external _gIOExtensiblePaniclogMetaClass
000000022ddba408 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOExtensiblePaniclog_Declaration
000000023060f230 (__DATA,__common) external _gIOHistogramReporterMetaClass
000000022ddba440 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOHistogramReporter_Declaration
000000023060f200 (__DATA,__common) external _gIOInterruptDispatchSourceMetaClass
000000022ddba410 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOInterruptDispatchSource_Declaration
000000023060f208 (__DATA,__common) external _gIOMemoryDescriptorMetaClass
000000022ddba418 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOMemoryDescriptor_Declaration
000000023060f210 (__DATA,__common) external _gIOMemoryMapMetaClass
000000022ddba420 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOMemoryMap_Declaration
000000023060f238 (__DATA,__common) external _gIOReportLegendMetaClass
000000022ddba448 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOReportLegend_Declaration
000000023060f218 (__DATA,__common) external _gIOReporterMetaClass
000000022ddba428 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOReporter_Declaration
000000023060f240 (__DATA,__common) external _gIOServiceMetaClass
000000023060f248 (__DATA,__common) external _gIOServiceNotificationDispatchSourceMetaClass
000000022ddba458 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOServiceNotificationDispatchSource_Declaration
000000023060f250 (__DATA,__common) external _gIOServiceStateNotificationDispatchSourceMetaClass
000000022ddba460 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOServiceStateNotificationDispatchSource_Declaration
000000022ddba450 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOService_Declaration
000000023060f220 (__DATA,__common) external _gIOSimpleReporterMetaClass
000000022ddba430 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOSimpleReporter_Declaration
000000023060f228 (__DATA,__common) external _gIOStateReporterMetaClass
000000022ddba438 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOStateReporter_Declaration
000000023060f308 (__DATA,__common) external _gIOThreadMetaClass
000000022ddba518 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOThread_Declaration
000000023060f258 (__DATA,__common) external _gIOTimerDispatchSourceMetaClass
000000022ddba468 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOTimerDispatchSource_Declaration
000000023060f260 (__DATA,__common) external _gIOUserClientMetaClass
000000022ddba470 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOUserClient_Declaration
000000023060f270 (__DATA,__common) external _gIOUserServerMetaClass
000000022ddba480 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOUserServer_Declaration
000000023060f278 (__DATA,__common) external _gIOWorkGroupMetaClass
000000022ddba488 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOWorkGroup_Declaration
000000023060f280 (__DATA,__common) external _gOSActionMetaClass
000000022ddba490 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gOSAction_Declaration
000000023060f268 (__DATA,__common) external _gOSAction_IOUserClient_KernelCompletionMetaClass
000000022ddba478 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gOSAction_IOUserClient_KernelCompletion_Declaration
000000023060f300 (__DATA,__common) external _gOSAction__IOBlockStorageDevice_KernelCompletionMetaClass
000000022ddba510 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gOSAction__IOBlockStorageDevice_KernelCompletion_Declaration
000000023060f288 (__DATA,__common) external _gOSArrayMetaClass
000000022ddba498 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gOSArray_Declaration
000000023060f290 (__DATA,__common) external _gOSBooleanMetaClass
000000022ddba4a0 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gOSBoolean_Declaration
000000023060f298 (__DATA,__common) external _gOSBundleMetaClass
000000022ddba4a8 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gOSBundle_Declaration
000000023060f2a0 (__DATA,__common) external _gOSCollectionMetaClass
000000022ddba4b0 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gOSCollection_Declaration
000000023060f2a8 (__DATA,__common) external _gOSContainerMetaClass
000000022ddba4b8 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gOSContainer_Declaration
000000023060f2b0 (__DATA,__common) external _gOSDataMetaClass
