00000001ac803988 (__TEXT,__text) non-external +[AMFI isAvailable]
00000001ac7f422c (__TEXT,__text) external _historyEntriesContainPolicyMatch
00000001ac7f40b0 (__TEXT,__text) external _historyEntryMatchesPolicyEntry
00000001ac7f2a94 (__TEXT,__text) external _isAdhocSignature
00000001ac804d38 (__TEXT,__text) non-external _isAdhocSignature.cold.1
00000001ac7efd64 (__TEXT,__text) external _isAppleInternalMachine
00000001ac7f2a54 (__TEXT,__text) external _isAppleSignedCode
00000001ac801388 (__TEXT,__text) non-external _isCodeRefNotarized
00000001ac806adc (__TEXT,__text) non-external _isCodeRefNotarized.cold.1
00000001ac7f3628 (__TEXT,__text) external _isCodelessKext
00000001ac805194 (__TEXT,__text) non-external _isCodelessKext.cold.1
00000001ac7fe094 (__TEXT,__text) external _isConnectionEntitled
00000001ac806530 (__TEXT,__text) non-external _isConnectionEntitled.cold.1
00000001ac7fe22c (__TEXT,__text) external _isConnectionFromTrustedIdentifier
00000001ac806574 (__TEXT,__text) non-external _isConnectionFromTrustedIdentifier.cold.1
00000001ac8065b8 (__TEXT,__text) non-external _isConnectionFromTrustedIdentifier.cold.2
00000001ac80660c (__TEXT,__text) non-external _isConnectionFromTrustedIdentifier.cold.3
00000001ac806650 (__TEXT,__text) non-external _isConnectionFromTrustedIdentifier.cold.4
00000001ac806694 (__TEXT,__text) non-external _isConnectionFromTrustedIdentifier.cold.5
00000001ac7efd70 (__TEXT,__text) external _isDarwinOSEnvironment
00000001ac7f2a84 (__TEXT,__text) external _isDeveloperIDKextSignedCode
00000001ac7f2a74 (__TEXT,__text) external _isDeveloperIDSignedCode
00000001ac7efd7c (__TEXT,__text) external _isInstallerOrRecoveryEnvironment
00000001ac7efe84 (__TEXT,__text) external _isInterpreterScansEnabled
00000001ac7f291c (__TEXT,__text) external _isKernelExtensionShippedWithOS
00000001ac7f2914 (__TEXT,__text) external _isKernelExtensionSystemRequired
00000001ac7f3968 (__TEXT,__text) external _isKextAllowedWithoutNotarization
00000001ac805350 (__TEXT,__text) non-external _isKextAllowedWithoutNotarization.cold.1
00000001ac7efcf8 (__TEXT,__text) external _isKextSecurityDisabledMachine
00000001ac7f2a64 (__TEXT,__text) external _isMacAppStoreSignedCode
00000001ac7fe620 (__TEXT,__text) non-external _isMigrationManifestUpToDate
00000001ac7f36dc (__TEXT,__text) external _isNotarizedKext
00000001ac8051e8 (__TEXT,__text) non-external _isNotarizedKext.cold.1
00000001ac805260 (__TEXT,__text) non-external _isNotarizedKext.cold.2
00000001ac8052d8 (__TEXT,__text) non-external _isNotarizedKext.cold.3
00000001ac7efe1c (__TEXT,__text) external _isQAAppStoreCertsAllowed
00000001ac7efde0 (__TEXT,__text) external _isResourceDirectorySlotPolicyEnabled
00000001ac7efd1c (__TEXT,__text) external _isSIPDisabledMachine
00000001ac7efd40 (__TEXT,__text) external _isSKELDisabledMachine
00000001ac7efe08 (__TEXT,__text) external _isSkipXprotectScansOnSeenSoftwareEnabled
00000001ac7fb4d4 (__TEXT,__text) external _isTerminalLikePath
00000001ac7efdf4 (__TEXT,__text) external _isUnconditionalRevocationTicketLookupEnabled
00000001ac7fad7c (__TEXT,__text) external _isValidInfoPlist
00000001ac7efdcc (__TEXT,__text) external _isValidationCategoryPolicyEnabled
00000001ac7efdb8 (__TEXT,__text) external _isXProtectCloudKitUpdatesEnabledMachine
                 (undefined) external _kCFAllocatorDefault (from CoreFoundation)
                 (undefined) external _kCFBooleanFalse (from CoreFoundation)
                 (undefined) external _kCFBooleanTrue (from CoreFoundation)
                 (undefined) external _kCFNull (from CoreFoundation)
                 (undefined) external _kCFRunLoopDefaultMode (from CoreFoundation)
                 (undefined) external _kCFTypeDictionaryKeyCallBacks (from CoreFoundation)
                 (undefined) external _kCFTypeDictionaryValueCallBacks (from CoreFoundation)
                 (undefined) external _kCFURLVolumeIsLocalKey (from CoreFoundation)
                 (undefined) external _kCFURLVolumeIsRootFileSystemKey (from CoreFoundation)
                 (undefined) weak external _kMISValidationInfoSignerType (from libmis)
                 (undefined) weak external _kMISValidationInfoValidatedByLocalProfile (from libmis)
                 (undefined) weak external _kMISValidationInfoValidatedByUniversalProfile (from libmis)
                 (undefined) weak external _kMISValidationOptionOnlineAuthorization (from libmis)
                 (undefined) weak external _kMISValidationOptionRespectUppTrustAndAuthorization (from libmis)
                 (undefined) weak external _kMISValidationOptionUnauthoritativeLaunch (from libmis)
                 (undefined) weak external _kMISValidationOptionValidateSignatureOnly (from libmis)
00000001ac809130 (__TEXT,__const) external _kMaxASBSWaitTime
                 (undefined) external _kSecCodeInfoCertificates (from Security)
                 (undefined) external _kSecCodeInfoDigestAlgorithm (from Security)
                 (undefined) external _kSecCodeInfoEntitlementsDict (from Security)
                 (undefined) external _kSecCodeInfoIdentifier (from Security)
                 (undefined) external _kSecCodeInfoPList (from Security)
                 (undefined) external _kSecCodeInfoTeamIdentifier (from Security)
                 (undefined) external _kSecCodeInfoTimestamp (from Security)
                 (undefined) external _kSecCodeInfoUnique (from Security)
                 (undefined) external _kSecCodeSignerDetached (from Security)
                 (undefined) external _kSecCodeSignerDigestAlgorithm (from Security)
                 (undefined) external _kSecCodeSignerIdentifier (from Security)
                 (undefined) external _kSecCodeSignerIdentity (from Security)
                 (undefined) external _kSecCodeSignerResourceRules (from Security)
00000001ea856e50 (__DATA,__bss) non-external _kext.sLog
00000001ea856e48 (__DATA,__bss) non-external _kext.sLogInit
                 (undefined) external _lstat (from libSystem)
                 (undefined) external _malloc_type_calloc (from libSystem)
                 (undefined) external _malloc_type_malloc (from libSystem)
00000001ea856e70 (__DATA,__bss) non-external _measurements.sLog
00000001ea856e68 (__DATA,__bss) non-external _measurements.sLogInit
                 (undefined) external _memset (from libSystem)
00000001ac7fad14 (__TEXT,__text) external _normalizeURL
                 (undefined) external _objc_alloc (from libobjc)
                 (undefined) external _objc_alloc_init (from libobjc)
                 (undefined) external _objc_autorelease (from libobjc)
                 (undefined) external _objc_autoreleasePoolPop (from libobjc)
                 (undefined) external _objc_autoreleasePoolPush (from libobjc)
                 (undefined) external _objc_autoreleaseReturnValue (from libobjc)
                 (undefined) external _objc_copyWeak (from libobjc)
                 (undefined) external _objc_destroyWeak (from libobjc)
                 (undefined) external _objc_enumerationMutation (from libobjc)
                 (undefined) external _objc_getClass (from libobjc)
                 (undefined) external _objc_initWeak (from libobjc)
                 (undefined) external _objc_loadWeakRetained (from libobjc)
                 (undefined) external _objc_msgSend (from libobjc)
00000001ac8119e0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$URLByAppendingPathComponent:
00000001ac811a00 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$URLByAppendingPathComponent:isDirectory:
00000001ac811a20 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$URLByDeletingLastPathComponent
00000001ac811a40 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$URLByResolvingSymlinksInPath
00000001ac811a60 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$URLByStandardizingPath
00000001ac811a80 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$UTF8String
00000001ac811aa0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$UUIDString
00000001ac811ac0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$absoluteString
00000001ac811ae0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$addBlockedSoftwareOverride:withReply:
00000001ac811b00 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$addGatekeeperOverrideForPersistentIdentifier:withReply:
00000001ac811b20 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$addGatekeeperUserIntent:withReply:
00000001ac811b40 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$addObject:
00000001ac811b60 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$addObjectsFromArray:
00000001ac811b80 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$allBundleURLs
00000001ac811ba0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$allKextURLs
00000001ac811bc0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$allKeys
00000001ac811be0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$allObjects
00000001ac811c00 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$allowGatekeeperPolicy:withReply:
00000001ac811c20 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$allowed
00000001ac811c40 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$appWrapperPolicyResult:forDeviceID:installProfile:checkResources:withProgressCallback:
00000001ac811c60 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$appendBytes:length:
00000001ac811c80 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$appendFormat:
00000001ac811ca0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$areKernelExtensionsApproved:withReply:
00000001ac811cc0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$array
00000001ac811ce0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$arrayWithArray:
00000001ac811d00 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$arrayWithObject:
00000001ac811d20 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$arrayWithObjects:count:
00000001ac811d40 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$attributesOfItemAtPath:error:
00000001ac811d60 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$auditToken
00000001ac811d80 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$blockedReasonDescription
00000001ac811da0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$boolForKey:
00000001ac811dc0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$boolValue
00000001ac811de0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$bundleID
00000001ac811e00 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$bytes
00000001ac811e20 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$canInstallPackage:withUserConsent:withHash:evaluateOnly:synchronousPrompt:withReply:
00000001ac811e40 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$canLoadKernelExtension:withReply:
00000001ac811e60 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$canLoadKernelExtensionInCache:withReply:
00000001ac811e80 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$cdHash
00000001ac811ea0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$cdhash
00000001ac811ec0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$code
00000001ac811ee0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$compare:
00000001ac811f00 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$componentsSeparatedByString:
00000001ac811f20 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$connection
00000001ac811f40 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$containsObject:
00000001ac811f60 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$containsString:
00000001ac811f80 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$copy
00000001ac811fa0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$copyBlockedExecutionPolicyItemsWithReply:
00000001ac811fc0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$copyCurrentPolicyWithReply:
00000001ac811fe0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$copyItemAtURL:toURL:error:
00000001ac812000 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$copyKernelExtensionHistoryWithReply:
00000001ac812020 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$copyPendingApprovalsWithReply:
00000001ac812040 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$count
00000001ac812060 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$countByEnumeratingWithState:objects:count:
00000001ac812080 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$createDirectoryAtPath:withIntermediateDirectories:attributes:error:
00000001ac8120a0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$createGatekeeperMigrationData:
00000001ac8120c0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$createKernelExtensionMigrationData:
00000001ac8120e0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$currentDeviceID
00000001ac812100 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$data
00000001ac812120 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$dataWithBytes:length:
00000001ac812140 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$dataWithBytesNoCopy:length:freeWhenDone:
00000001ac812160 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$dataWithCapacity:
00000001ac812180 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$dataWithData:
00000001ac8121a0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$dateWithTimeIntervalSince1970:
00000001ac8121c0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$decodeBoolForKey:
00000001ac8121e0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$decodeObjectOfClass:forKey:
00000001ac812200 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$decodeObjectOfClasses:forKey:
00000001ac812220 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$defaultManager
00000001ac812240 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$description
00000001ac812260 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$developerName
00000001ac812280 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$dictionary
00000001ac8122a0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$dictionaryWithContentsOfURL:
00000001ac8122c0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$dictionaryWithObjects:forKeys:count:
00000001ac8122e0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$doGatekeeperProgressUpdate:withTotal:
00000001ac812300 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$doReload
00000001ac812320 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$doesContain:
00000001ac812340 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$domain
00000001ac812360 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$downloads
00000001ac812380 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$enableKernelExtensionManagementForMDM:withReply:
00000001ac8123a0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$encodeBool:forKey:
00000001ac8123c0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$encodeObject:forKey:
00000001ac8123e0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$entitlements
00000001ac812400 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$enumerateObjectsUsingBlock:
00000001ac812420 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$enumeratorAtURL:includingPropertiesForKeys:options:errorHandler:
00000001ac812440 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$errorWithDomain:code:userInfo:
00000001ac812460 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$exec
00000001ac812480 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$execPath
00000001ac8124a0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$fileExistsAtPath:
00000001ac8124c0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$fileExistsAtPath:isDirectory:
00000001ac8124e0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$fileSystemRepresentation
00000001ac812500 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$fileURLWithPath:
00000001ac812520 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$fileURLWithPath:isDirectory:
00000001ac812540 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$fileURLWithPathComponents:
00000001ac812560 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$findAssociatedProvenanceEntries:withReply:
00000001ac812580 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$findLegacyKextBundleID:
00000001ac8125a0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$findProvenanceEntry:withReply:
00000001ac8125c0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$findProvenanceEntryByID:withReply:
00000001ac8125e0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$findProvisioningProfile:
00000001ac812600 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$flags
00000001ac812620 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$forceReload
00000001ac812640 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$fsTypeName
00000001ac812660 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$gatekeeperMigrationDataPath:
00000001ac812680 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$generic
00000001ac8126a0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$getAllProvenanceEntriesWithReply:
00000001ac8126c0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$getAllowedPaths
00000001ac8126e0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$getAllowedUrls
00000001ac812700 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$getApprovalRequiresAdministratorWithReply:
00000001ac812720 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$getBlockedSoftwareOverride:withReply:
00000001ac812740 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$getCurrentUAKLHashWithReply:
00000001ac812760 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$getFastGatekeeperOverrideModeEnabledWithReply:
00000001ac812780 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$getFileSystemRepresentation:maxLength:
00000001ac8127a0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$getGatekeeperInsightEnabledWithReply:
00000001ac8127c0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$getGatekeeperPolicyWithReply:
00000001ac8127e0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$getResourceValue:forKey:error:
00000001ac812800 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$getScriptScanEvaluationFor:scriptHash:scanResult:withReply:
00000001ac812820 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$getStrictGatekeeperEnabledForDomain:withReply:
00000001ac812840 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$gkError
00000001ac812860 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$handleReload
00000001ac812880 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$hasPrefix:
00000001ac8128a0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$hasSuffix:
00000001ac8128c0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$hash
00000001ac8128e0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$hexString
00000001ac812900 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$identifier
00000001ac812920 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$initWithData:
00000001ac812940 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$initWithDeveloper:teamID:bundleIDs:allowed:rebootRequired:isPendingUpgrade:
00000001ac812960 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$initWithExecPath:mmapPath:signingID:teamID:cdHash:responsiblePath:developerName:lasSeen:
00000001ac812980 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$initWithMachServiceName:options:
00000001ac8129a0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$initWithParent:
00000001ac8129c0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$initWithRoot:
00000001ac8129e0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$initWithSuiteName:
00000001ac812a00 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$initWithURL:
00000001ac812a20 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$initWithURL:withReloadBlock:watchForUpdates:
00000001ac812a40 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$initWithUTF8String:
00000001ac812a60 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$initWithUUIDBytes:
00000001ac812a80 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$initWithValid:withSignerCategory:withModified:
00000001ac812aa0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$installMDMPayload:withTeams:withExtensions:withContext:withReply:
00000001ac812ac0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$installProvisioningProfile:
00000001ac812ae0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$intValue
00000001ac812b00 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$integerForKey:
00000001ac812b20 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$integerValue
00000001ac812b40 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$interfaceWithProtocol:
00000001ac812b60 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$invalidate
00000001ac812b80 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$isAppWrapper:
00000001ac812ba0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$isAuthenticationRequiredOnUpdates:
00000001ac812bc0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$isAvailable
00000001ac812be0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$isBlockedSoftware:withReply:
00000001ac812c00 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$isCodeless
00000001ac812c20 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$isDeprecated
00000001ac812c40 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$isDeveloperModeEnabledWithReply:
00000001ac812c60 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$isDeveloperToolEnvironmentWithReply:
00000001ac812c80 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$isEqualTo:
00000001ac812ca0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$isEqualToString:
00000001ac812cc0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$isGatekeeperPolicyAllowed:withReply:
00000001ac812ce0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$isKernelExtensionApprovedByUser:withBundleID:withReply:
00000001ac812d00 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$isKextAllowedWithoutSecureTimestamp:
00000001ac812d20 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$isKnownToBeUnsafe
00000001ac812d40 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$isLegacyKextAllowed:
00000001ac812d60 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$isMainThread
00000001ac812d80 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$isMalware
00000001ac812da0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$isMovedToTrash
00000001ac812dc0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$isNotarized
00000001ac812de0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$isPhishing
00000001ac812e00 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$isProvisioningProfileTrusted:
00000001ac812e20 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$isProvisioningProfileValid:forDevice:
00000001ac812e40 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$isRebootRequiredForInstallation:
00000001ac812e60 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$isSecurityDowngradeRequiredForInstallation:
00000001ac812e80 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$isUnsupported
00000001ac812ea0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$isUnwantedSoftware
00000001ac812ec0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$isValid
00000001ac812ee0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$isValidApplication:checkResources:withSignerCategory:withModified:withProgressCallback:
00000001ac812f00 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$itemPath
00000001ac812f20 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$kernelExtensionMigrationDataPath:
00000001ac812f40 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$keyEnumerator
00000001ac812f60 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$knownMalware
00000001ac812f80 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$lastPathComponent
00000001ac812fa0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$lastSeen
00000001ac812fc0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$lastUsed
00000001ac812fe0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$length
00000001ac813000 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$loadFromBundleData:
00000001ac813020 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$loadInternalData:
00000001ac813040 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$localizedCapitalizedString
00000001ac813060 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$lock
00000001ac813080 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$logGatekeeperOverrideForURL:withReply:
00000001ac8130a0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$lookUpURL:completionHandler:
00000001ac8130c0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$lookupSampling:withReply:
00000001ac8130e0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$lowercaseString
00000001ac813100 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$mainExecutableURL
00000001ac813120 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$mmapPath
00000001ac813140 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$modTime
00000001ac813160 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$needsApproval
00000001ac813180 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$needsOverride
00000001ac8131a0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$notifyInstalledContent:withInstallationType:withReply:
00000001ac8131c0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$notifyLoadedKernelExtension:withPath:
00000001ac8131e0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$notifyUnsupportedKernelExtensions:withReply:
00000001ac813200 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$now
00000001ac813220 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$null
00000001ac813240 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$numberWithBool:
00000001ac813260 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$numberWithInteger:
00000001ac813280 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$numberWithUnsignedLongLong:
